actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
19,PT10M56.00S,2026-02-25T00:41:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612737,0,0,2026-02-25T00:42:18Z,190000,False,,,0,,K. George shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642273, 1630552]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627963.0,1.0,0.0,Johnson,1630552.0,,,,
21,PT10M56.00S,2026-02-25T00:42:19.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630552,,,1610612737,0,0,2026-02-25T00:42:19Z,210000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M56.00S,2026-02-25T00:42:19.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,0,0,2026-02-25T00:42:19Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
23,PT10M56.00S,2026-02-25T00:42:31.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630552,,,1610612737,1,0,2026-02-25T00:42:31Z,230000,False,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
24,PT10M40.00S,2026-02-25T00:42:50.9Z,1,REGULAR,turnover,lost ball,[],1642273,,,1610612764,1,0,2026-02-25T00:42:57Z,240000,False,,,0,,K. George lost ball TURNOVER (2 TO),"[1642273, 203468]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,2.0,McCollum,203468.0,,,,,,,,,,,
25,PT10M40.00S,2026-02-25T00:42:50.9Z,1,REGULAR,steal,,[],203468,,,1610612737,1,0,2026-02-25T00:48:54Z,250000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
26,PT10M36.00S,2026-02-25T00:42:55.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203468,92.46057818659659,48.03921568627451,1610612737,3,0,2026-02-25T00:48:53Z,260000,False,-10.0,18.0,1,right,C. McCollum running Layup (2 PTS) (N. Alexander-Walker 1 AST),"[203468, 1629638]",1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,,,,,2.0,N. Alexander-Walker,1629638.0,1.0
28,PT10M25.00S,2026-02-25T00:43:05.8Z,1,REGULAR,turnover,bad pass,[],1641774,,,1610612764,3,0,2026-02-25T00:43:12Z,280000,False,,,0,,T. Vukcevic bad pass TURNOVER (1 TO),"[1641774, 1630552]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Johnson,1630552.0,,,,,,,,,,,
29,PT10M25.00S,2026-02-25T00:43:05.8Z,1,REGULAR,steal,,[],1630552,,,1610612737,3,0,2026-02-25T00:43:07Z,290000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M20.00S,2026-02-25T00:43:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,93.11760840998686,50.0,1610612737,5,0,2026-02-25T00:43:17Z,300000,False,0.0,12.0,1,right,D. Daniels running Layup (2 PTS) (N. Alexander-Walker 2 AST),"[1630700, 1629638]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,,,,,2.0,N. Alexander-Walker,1629638.0,2.0
32,PT10M00.00S,2026-02-25T00:43:29.5Z,1,REGULAR,turnover,bad pass,[],1641774,,,1610612764,5,0,2026-02-25T00:43:34Z,320000,False,,,0,,T. Vukcevic bad pass TURNOVER (2 TO),"[1641774, 1630552]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Right,,,,,,,2.0,Johnson,1630552.0,,,,,,,,,,,
33,PT10M00.00S,2026-02-25T00:43:29.5Z,1,REGULAR,steal,,[],1630552,,,1610612737,5,0,2026-02-25T00:43:31Z,330000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
34,PT09M50.00S,2026-02-25T00:43:39.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,82.21090670170827,54.166666666666664,1610612737,5,0,2026-02-25T00:43:46Z,340000,False,21.0,115.0,1,right,MISS J. Johnson 11' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.66,Missed,,,,,,,,,,,,,,,,,,
35,PT09M48.00S,2026-02-25T00:43:42.4Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,5,0,2026-02-25T00:43:42Z,350000,False,,,0,,D. Daniels REBOUND (Off:2 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,
36,PT09M46.00S,2026-02-25T00:43:44.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,93.64323258869908,50.245098039215684,1610612737,7,0,2026-02-25T00:43:50Z,360000,False,1.0,7.0,1,right,J. Johnson cutting DUNK (3 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,,,,,3.0,D. Daniels,1630700.0,1.0
38,PT09M46.00S,2026-02-25T00:43:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,7,0,2026-02-25T00:43:47Z,380000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M34.00S,2026-02-25T00:46:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,10.068988173455978,46.32352941176471,1610612764,7,0,2026-02-25T00:50:47Z,390000,False,18.0,42.0,1,left,MISS T. Johnson driving finger roll Layup,[1642848],1610612764.0,WAS,driving finger roll,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
40,PT09M33.00S,2026-02-25T00:46:55.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,7,0,2026-02-25T00:47:28Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,,,,,,,,,,,,,,,,,
41,PT09M33.00S,2026-02-25T00:46:59.3Z,1,REGULAR,foul,personal,[],1630552,,,1610612764,7,0,2026-02-25T00:47:14Z,410000,False,,,0,,J. Johnson loose ball personal FOUL (1 PF),"[1630552, 1641731]",1610612737.0,ATL,loose ball,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627964.0,1.0,0.0,Coulibaly,1641731.0,,,,
43,PT09M29.00S,2026-02-25T00:47:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642273,5.075558475689881,52.69607843137255,1610612764,7,2,2026-02-25T00:47:23Z,430000,False,-13.0,-5.0,1,left,K. George driving Layup (2 PTS) (B. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,,,,2.0,B. Carrington,1642267.0,1.0
46,PT09M12.00S,2026-02-25T00:47:49.5Z,1,REGULAR,foul,personal,['3freethrow'],1642267,,,1610612737,7,2,2026-02-25T00:48:15Z,460000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (McCollum 3 FT),"[1642267, 203468]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1627963.0,1.0,0.0,McCollum,203468.0,,,,
48,PT09M12.00S,2026-02-25T00:48:18.5Z,1,REGULAR,freethrow,1 of 3,[],203468,,,1610612737,8,2,2026-02-25T00:48:18Z,480000,False,,,0,,C. McCollum Free Throw 1 of 3 (3 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
49,PT09M12.00S,2026-02-25T00:48:33.7Z,1,REGULAR,freethrow,2 of 3,[],203468,,,1610612737,9,2,2026-02-25T00:48:33Z,490000,False,,,0,,C. McCollum Free Throw 2 of 3 (4 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
50,PT09M12.00S,2026-02-25T00:48:46.6Z,1,REGULAR,freethrow,3 of 3,[],203468,,,1610612737,10,2,2026-02-25T00:48:46Z,500000,False,,,0,,C. McCollum Free Throw 3 of 3 (5 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
51,PT08M53.00S,2026-02-25T00:49:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.652431011826544,48.28431372549019,1610612764,10,4,2026-02-25T00:49:18Z,510000,False,9.0,10.0,1,left,B. Coulibaly driving Layup (2 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,,,,,,2.0,,,
52,PT08M53.00S,2026-02-25T00:49:13.7Z,1,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612764,10,4,2026-02-25T00:49:30Z,520000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Coulibaly 1 FT),"[1630700, 1641731]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627963.0,1.0,0.0,Coulibaly,1641731.0,,,,
54,PT08M53.00S,2026-02-25T00:49:34.0Z,1,REGULAR,freethrow,1 of 1,[],1641731,,,1610612764,10,4,2026-02-25T00:49:34Z,540000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 1,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT08M53.00S,2026-02-25T00:49:34.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,10,4,2026-02-25T00:49:39Z,550000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT08M44.00S,2026-02-25T00:49:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.32917214191852,48.28431372549019,1610612737,10,4,2026-02-25T00:49:51Z,560000,False,-9.0,20.0,1,right,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
57,PT08M40.00S,2026-02-25T00:49:48.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,10,4,2026-02-25T00:49:51Z,570000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT08M35.00S,2026-02-25T00:49:53.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,4.418528252299605,52.20588235294118,1610612764,10,6,2026-02-25T00:55:41Z,580000,False,-11.0,-11.0,1,left,B. Coulibaly driving DUNK (4 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,,,,,,4.0,,,
59,PT08M23.00S,2026-02-25T00:50:04.6Z,1,REGULAR,3pt,Jump Shot,[],203468,77.34888304862024,90.19607843137256,1610612737,10,6,2026-02-25T00:50:09Z,590000,False,201.0,160.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
60,PT08M20.00S,2026-02-25T00:50:07.6Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,10,6,2026-02-25T00:50:09Z,600000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT08M08.00S,2026-02-25T00:50:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,12.828515111695138,51.225490196078425,1610612764,10,6,2026-02-25T00:50:23Z,610000,False,-6.0,68.0,1,left,MISS B. Carrington 6' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
62,PT08M05.00S,2026-02-25T00:50:22.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,10,6,2026-02-25T00:50:23Z,620000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT07M48.00S,2026-02-25T00:50:39.4Z,1,REGULAR,2pt,Jump Shot,[],1630552,92.59198423127464,26.715686274509803,1610612737,10,6,2026-02-25T00:50:47Z,630000,False,-116.0,17.0,1,right,MISS J. Johnson 11' fadeaway Shot,[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,11.76,Missed,,,,,,,,,,,,,,,,,,
64,PT07M46.00S,2026-02-25T00:50:41.4Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,10,6,2026-02-25T00:50:47Z,640000,False,,,0,,D. Daniels REBOUND (Off:3 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,63.0,3.0,0.0,3.0,,,,,,,,,,,,,,
65,PT07M44.00S,2026-02-25T00:50:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,76.95466491458606,90.19607843137256,1610612737,10,6,2026-02-25T00:50:51Z,650000,False,201.0,164.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
66,PT07M41.00S,2026-02-25T00:50:46.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,10,6,2026-02-25T00:50:51Z,660000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT07M38.00S,2026-02-25T00:50:49.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,30.831143232588698,34.80392156862745,1610612764,10,6,2026-02-25T00:50:57Z,670000,False,76.0,237.0,1,left,MISS B. Carrington 24' running pullup 3PT,[1642267],1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,24.92,Missed,,,,,,,,,,,,,,,,,,
68,PT07M34.00S,2026-02-25T00:50:53.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,10,6,2026-02-25T00:50:57Z,680000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT07M25.00S,2026-02-25T00:51:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.85479632063075,49.26470588235294,1610612737,10,6,2026-02-25T00:58:53Z,690000,False,-4.0,15.0,1,right,MISS O. Okongwu driving reverse Layup,[1630168],1610612737.0,ATL,driving reverse,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
70,PT07M22.00S,2026-02-25T00:51:05.3Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,10,6,2026-02-25T00:51:05Z,700000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT07M17.00S,2026-02-25T00:51:10.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,34.37910643889619,34.55882352941176,1610612764,10,6,2026-02-25T00:59:25Z,710000,False,77.0,271.0,1,left,MISS K. George 28' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Center,28.15,Missed,,,,,,,,,,,,,,,,,,
72,PT07M13.00S,2026-02-25T00:51:14.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,10,6,2026-02-25T00:51:15Z,720000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,
73,PT07M05.00S,2026-02-25T00:51:22.1Z,1,REGULAR,2pt,Jump Shot,[],1630552,82.34231274638634,73.0392156862745,1610612737,12,6,2026-02-25T00:51:27Z,730000,False,115.0,113.0,1,right,J. Johnson 16' pullup Jump Shot (5 PTS),[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,16.17,Made,,,,,,,,,,,,,,,5.0,,,
74,PT06M46.00S,2026-02-25T00:51:40.8Z,1,REGULAR,2pt,Jump Shot,[],1641774,25.04927726675427,55.63725490196079,1610612764,12,8,2026-02-25T00:51:46Z,740000,False,-28.0,183.0,1,left,T. Vukcevic 18' pullup Jump Shot (2 PTS) (B. Carrington 2 AST),"[1641774, 1642267]",1610612764.0,WAS,pullup,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,18.52,Made,,,,,,,,,,,,,,,2.0,B. Carrington,1642267.0,2.0
76,PT06M32.00S,2026-02-25T00:51:54.8Z,1,REGULAR,2pt,Jump Shot,[],203468,93.11760840998686,75.73529411764706,1610612737,12,8,2026-02-25T00:52:00Z,760000,False,129.0,12.0,1,right,MISS C. McCollum 12' step back Shot,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,12.93,Missed,,,,,,,,,,,,,,,,,,
77,PT06M29.00S,2026-02-25T00:51:57.8Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,12,8,2026-02-25T00:52:00Z,770000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,
78,PT06M22.00S,2026-02-25T00:52:07.7Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612764,12,8,2026-02-25T00:52:33Z,780000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (George 2 FT),"[1629638, 1642273]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627964.0,1.0,0.0,George,1642273.0,,,,
80,PT06M22.00S,2026-02-25T00:52:34.0Z,1,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,12,9,2026-02-25T00:52:34Z,800000,False,,,0,,K. George Free Throw 1 of 2 (3 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
