actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
161,PT00M52.60S,2026-02-25T01:03:54.6Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,30,15,2026-02-25T01:04:03Z,1610000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,
162,PT00M46.60S,2026-02-25T01:04:00.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,85.89027595269383,95.34313725490196,1610612737,33,15,2026-02-25T01:04:06Z,1620000,False,227.0,80.0,1,right,J. Kuminga 24' 3PT  (7 PTS) (N. Alexander-Walker 3 AST),"[1630228, 1629638]",1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,24.04,Made,,,,,,,,,,,,,,,7.0,N. Alexander-Walker,1629638.0,3.0
164,PT00M27.10S,2026-02-25T01:04:22.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630264,12.434296977660972,46.07843137254902,1610612764,33,17,2026-02-25T01:04:29Z,1640000,False,20.0,64.0,1,left,A. Gill 6' driving Hook (2 PTS) (S. Cooper 1 AST),"[1630264, 1630536]",1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,,,,,,,,,,,2.0,S. Cooper,1630536.0,1.0
166,PT00M04.50S,2026-02-25T01:05:10.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630536,,,1610612737,33,17,2026-02-25T01:35:48Z,1652500,False,,,0,,S. Cooper shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1630536, 1629638]",1610612764.0,WAS,shooting,,,Cooper,S. Cooper,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1627964.0,1.0,0.0,Alexander-Walker,1629638.0,,,,
168,PT00M04.50S,2026-02-25T01:05:12.8Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,34,17,2026-02-25T01:15:57Z,1655000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (4 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
171,PT00M04.50S,2026-02-25T01:05:12.8Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,35,17,2026-02-25T01:15:57Z,1657500,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (5 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
169,PT00M04.50S,2026-02-25T01:05:14.5Z,1,REGULAR,substitution,out,[],1630536,,,1610612764,35,17,2026-02-25T01:35:41Z,1690000,False,,,0,,SUB out: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M04.50S,2026-02-25T01:05:14.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,35,17,2026-02-25T01:35:41Z,1700000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2026-02-25T01:05:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630551,6.389618922470433,97.05882352941177,1610612764,35,20,2026-02-25T01:15:41Z,1705000,False,-235.0,8.0,1,left,J. Champagnie 3PT  (3 PTS) (B. Coulibaly 1 AST),"[1630551, 1641731]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.54,Made,,,,,,,,,,,,,,,3.0,B. Coulibaly,1641731.0,1.0
174,PT00M00.00S,2026-02-25T01:05:47.5Z,1,REGULAR,period,end,[],0,,,1610612737,35,20,2026-02-25T01:15:51Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612737,35,20,2026-02-25T01:15:51Z,1750000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612737,35,20,2026-02-25T01:15:51Z,1760000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612737,35,20,2026-02-25T01:15:51Z,1770000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,out,['startperiod'],1642267,,,1610612737,35,20,2026-02-25T01:15:51Z,1780000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612737,35,20,2026-02-25T01:15:51Z,1790000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612737,35,20,2026-02-25T01:15:51Z,1800000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,in,['startperiod'],1642364,,,1610612737,35,20,2026-02-25T01:15:51Z,1810000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-25T01:07:45.4Z,2,REGULAR,substitution,in,['startperiod'],1642273,,,1610612737,35,20,2026-02-25T01:15:51Z,1820000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-25T01:08:21.0Z,2,REGULAR,period,start,[],0,,,1610612764,35,20,2026-02-25T01:08:21Z,1830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M51.00S,2026-02-25T01:08:33.5Z,2,REGULAR,foul,personal,[],1642258,,,1610612764,35,20,2026-02-25T01:08:40Z,1840000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 1642273]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,202041.0,1.0,0.0,George,1642273.0,,,,
187,PT11M45.00S,2026-02-25T01:08:53.2Z,2,REGULAR,turnover,bad pass,[],1642273,,,1610612764,35,20,2026-02-25T01:08:59Z,1860000,False,,,0,,K. George bad pass TURNOVER (3 TO),"[1642273, 1629111]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Landale,1629111.0,,,,,,,,,,,
188,PT11M45.00S,2026-02-25T01:08:53.2Z,2,REGULAR,steal,,[],1629111,,,1610612737,35,20,2026-02-25T01:08:55Z,1870000,False,,,0,,J. Landale STEAL (1 STL),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT11M40.00S,2026-02-25T01:08:58.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642258,92.32917214191852,50.73529411764706,1610612737,37,20,2026-02-25T01:09:05Z,1880000,False,4.0,20.0,1,right,Z. Risacher running DUNK (4 PTS),[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,,,,,,4.0,,,
191,PT11M25.00S,2026-02-25T01:09:29.2Z,2,REGULAR,2pt,Jump Shot,[],1642860,6.652431011826544,31.61764705882353,1610612764,37,22,2026-02-25T01:09:35Z,1900000,False,92.0,10.0,1,left,W. Riley 9' driving floating Jump Shot (2 PTS) (K. George 1 AST),"[1642860, 1642273]",1610612764.0,WAS,driving floating,,,Riley,W. Riley,,,,,Mid-Range,8-16 Right,9.24,Made,,,,,,,,,,,,,,,2.0,K. George,1642273.0,1.0
193,PT11M19.00S,2026-02-25T01:09:38.3Z,2,REGULAR,foul,personal,[],1630264,,,1610612737,37,22,2026-02-25T01:09:46Z,1920000,False,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 1642258]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1627963.0,1.0,0.0,Risacher,1642258.0,,,,
195,PT11M06.00S,2026-02-25T01:10:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.59198423127464,48.03921568627451,1610612737,39,22,2026-02-25T01:10:22Z,1940000,False,-10.0,17.0,1,right,C. Kispert driving Layup (2 PTS),[1630557],1610612737.0,ATL,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,,,,,,,,2.0,,,
197,PT10M59.00S,2026-02-25T01:10:26.0Z,2,REGULAR,foul,personal,[],1630228,,,1610612764,39,22,2026-02-25T01:10:33Z,1960000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1642273]",1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,202041.0,1.0,0.0,George,1642273.0,,,,
199,PT10M55.00S,2026-02-25T01:10:52.0Z,2,REGULAR,foul,personal,[],1642258,,,1610612764,39,22,2026-02-25T01:11:02Z,1980000,False,,,0,,Z. Risacher personal FOUL (2 PF),"[1642258, 1642273]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,202041.0,2.0,0.0,George,1642273.0,,,,
201,PT10M48.00S,2026-02-25T01:11:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,12.434296977660972,51.71568627450981,1610612764,39,22,2026-02-25T01:11:31Z,2000000,False,-9.0,64.0,1,left,MISS A. Gill 6' turnaround Shot,[1630264],1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
202,PT10M45.00S,2026-02-25T01:11:22.7Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612737,39,22,2026-02-25T01:11:31Z,2010000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT10M42.00S,2026-02-25T01:11:30.2Z,2,REGULAR,foul,personal,[],1642364,,,1610612737,39,22,2026-02-25T01:11:36Z,2020000,False,,,0,,J. Watkins personal FOUL (1 PF),"[1642364, 1630228]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627963.0,1.0,0.0,Kuminga,1630228.0,,,,
205,PT10M25.00S,2026-02-25T01:12:06.8Z,2,REGULAR,3pt,Jump Shot,[],203468,68.54467805519053,66.91176470588235,1610612737,39,22,2026-02-25T01:12:15Z,2040000,False,85.0,243.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
206,PT10M20.00S,2026-02-25T01:12:11.8Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,39,22,2026-02-25T01:12:15Z,2050000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT10M09.00S,2026-02-25T01:12:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642364,5.863994743758213,47.30392156862745,1610612764,39,24,2026-02-25T01:12:26Z,2060000,False,13.0,3.0,1,left,J. Watkins driving Layup (2 PTS) (A. Gill 1 AST),"[1642364, 1630264]",1610612764.0,WAS,driving,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,,,,,2.0,A. Gill,1630264.0,1.0
209,PT09M58.00S,2026-02-25T01:12:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,91.93495400788436,51.71568627450981,1610612737,39,24,2026-02-25T01:12:39Z,2080000,False,9.0,23.0,1,right,MISS J. Landale cutting Layup,[1629111],1610612737.0,ATL,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
210,PT09M55.00S,2026-02-25T01:12:35.8Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612737,39,24,2026-02-25T01:12:35Z,2090000,False,,,0,,J. Landale REBOUND (Off:3 Def:0),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,209.0,3.0,0.0,3.0,,,,,,,,,,,,,,
211,PT09M54.00S,2026-02-25T01:12:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,91.5407358738502,53.431372549019606,1610612737,41,24,2026-02-25T01:12:45Z,2100000,False,17.0,27.0,1,right,J. Landale putback Layup (2 PTS),[1629111],1610612737.0,ATL,putback,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,,,,,,,,,2.0,,,
212,PT09M40.00S,2026-02-25T01:12:50.5Z,2,REGULAR,3pt,Jump Shot,[],1642273,29.25427069645204,68.13725490196079,1610612764,41,24,2026-02-25T01:12:57Z,2110000,False,-91.0,222.0,1,left,MISS K. George 24' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.03,Missed,,,,,,,,,,,,,,,,,,
213,PT09M39.00S,2026-02-25T01:12:51.5Z,2,REGULAR,rebound,offensive,[],1630551,,,1610612764,41,24,2026-02-25T01:13:12Z,2120000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,
214,PT09M39.00S,2026-02-25T01:12:56.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630551,5.590000152587891,50.0,1610612764,41,24,2026-02-25T01:13:16Z,2130000,False,0.0,0.0,1,left,MISS J. Champagnie tip Layup,[1630551],1610612764.0,WAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
215,PT09M38.00S,2026-02-25T01:12:57.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,41,24,2026-02-25T01:13:16Z,2140000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,214.0,,,,,,,,,,,,,,,,,
217,PT09M38.00S,2026-02-25T01:13:01.8Z,2,REGULAR,substitution,out,[],1630228,,,1610612737,41,24,2026-02-25T01:13:07Z,2160000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M38.00S,2026-02-25T01:13:01.8Z,2,REGULAR,substitution,in,[],1631243,,,1610612737,41,24,2026-02-25T01:13:07Z,2170000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M14.00S,2026-02-25T01:13:34.8Z,2,REGULAR,2pt,Jump Shot,[],203468,90.09526938239159,68.62745098039215,1610612737,41,24,2026-02-25T01:13:40Z,2180000,False,93.0,41.0,1,right,MISS C. McCollum 10' driving floating Shot,[203468],1610612737.0,ATL,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,10.16,Missed,,,,,,,,,,,,,,,,,,
220,PT09M09.00S,2026-02-25T01:13:39.8Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,41,24,2026-02-25T01:13:40Z,2190000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT09M05.00S,2026-02-25T01:13:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642273,6.389618922470433,48.03921568627451,1610612764,41,26,2026-02-25T01:13:51Z,2200000,False,10.0,8.0,1,left,K. George running Layup (6 PTS),[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,,,,6.0,,,
222,PT09M04.00S,2026-02-25T01:13:49.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,41,26,2026-02-25T01:13:49Z,2210000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M04.00S,2026-02-25T01:16:02.7Z,2,REGULAR,substitution,out,[],1630264,,,1610612737,41,26,2026-02-25T01:16:25Z,2220000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M04.00S,2026-02-25T01:16:02.7Z,2,REGULAR,substitution,in,[],1641774,,,1610612737,41,26,2026-02-25T01:16:25Z,2230000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M54.00S,2026-02-25T01:16:48.9Z,2,REGULAR,3pt,Jump Shot,[],1630557,67.36202365308804,37.745098039215684,1610612737,41,26,2026-02-25T01:16:54Z,2240000,False,-61.0,254.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
226,PT08M51.00S,2026-02-25T01:16:51.9Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,41,26,2026-02-25T01:16:54Z,2250000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:3),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,225.0,3.0,3.0,0.0,,,,,,,,,,,,,,
227,PT08M38.00S,2026-02-25T01:17:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,5.601182654402102,49.50980392156863,1610612764,41,28,2026-02-25T01:17:10Z,2260000,False,2.0,0.0,1,left,J. Champagnie cutting Layup (5 PTS) (K. George 2 AST),"[1630551, 1642273]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,,,,,,,,,,,5.0,K. George,1642273.0,2.0
229,PT08M31.00S,2026-02-25T01:17:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629111,74.45795006570303,16.42156862745098,1610612737,41,28,2026-02-25T01:17:17Z,2280000,False,-168.0,188.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
230,PT08M29.00S,2026-02-25T01:17:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,41,28,2026-02-25T01:17:15Z,2290000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,229.0,,,,,,,,,,,,,,,,,
232,PT08M28.00S,2026-02-25T01:17:35.4Z,2,REGULAR,foul,personal,[],1642860,,,1610612737,41,28,2026-02-25T01:17:41Z,2310000,False,,,0,,W. Riley personal FOUL (1 PF),"[1642860, 1642258]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627964.0,1.0,0.0,Risacher,1642258.0,,,,
234,PT08M20.00S,2026-02-25T01:18:03.1Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612737,41,28,2026-02-25T01:18:07Z,2330000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1642364]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Watkins,1642364.0,,,,,,,,,,,
235,PT08M20.00S,2026-02-25T01:18:03.1Z,2,REGULAR,steal,,[],1642364,,,1610612764,41,28,2026-02-25T01:18:05Z,2340000,False,,,0,,J. Watkins STEAL (1 STL),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2026-02-25T01:18:15.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642273,18.873193166885677,75.98039215686273,1610612764,41,28,2026-02-25T01:18:19Z,2350000,False,-130.0,125.0,1,left,MISS K. George 18' pullup Shot,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Mid-Range,16-24 Left Center,18.02,Missed,,,,,,,,,,,,,,,,,,
237,PT08M06.00S,2026-02-25T01:18:17.1Z,2,REGULAR,rebound,defensive,[],1631243,,,1610612737,41,28,2026-02-25T01:18:19Z,2360000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Left Center,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT07M53.00S,2026-02-25T01:18:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.30683311432325,58.82352941176471,1610612737,43,28,2026-02-25T01:26:59Z,2370000,False,44.0,48.0,1,right,C. McCollum 6' driving floating bank Jump Shot (7 PTS),[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,,,,,,,,,,,,,,,7.0,,,
239,PT07M53.00S,2026-02-25T01:18:40.0Z,2,REGULAR,foul,personal,['1freethrow'],1642273,,,1610612737,43,28,2026-02-25T01:19:02Z,2380000,False,,,0,,K. George shooting personal FOUL (2 PF) (McCollum 1 FT),"[1642273, 203468]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202041.0,2.0,0.0,McCollum,203468.0,,,,
241,PT07M53.00S,2026-02-25T01:18:50.7Z,2,REGULAR,substitution,out,[],1629111,,,1610612737,43,28,2026-02-25T01:19:23Z,2400000,False,,,0,,SUB out: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M53.00S,2026-02-25T01:18:50.7Z,2,REGULAR,substitution,out,[],1642860,,,1610612737,43,28,2026-02-25T01:19:23Z,2410000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M53.00S,2026-02-25T01:18:50.7Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,43,28,2026-02-25T01:19:23Z,2420000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M53.00S,2026-02-25T01:18:50.7Z,2,REGULAR,substitution,in,[],1642848,,,1610612737,43,28,2026-02-25T01:19:23Z,2430000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M53.00S,2026-02-25T01:19:03.2Z,2,REGULAR,freethrow,1 of 1,[],203468,,,1610612737,44,28,2026-02-25T01:19:03Z,2440000,False,,,0,,C. McCollum Free Throw 1 of 1 (8 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
246,PT07M38.00S,2026-02-25T01:19:19.6Z,2,REGULAR,3pt,Jump Shot,[],1642273,29.77989487516426,28.676470588235293,1610612764,44,28,2026-02-25T01:19:25Z,2450000,False,107.0,227.0,1,left,MISS K. George 25' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
247,PT07M34.00S,2026-02-25T01:19:23.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,44,28,2026-02-25T01:19:25Z,2460000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,246.0,5.0,3.0,2.0,,,,,,,,,,,,,,
248,PT07M27.00S,2026-02-25T01:19:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630557,75.50919842312747,13.725490196078432,1610612737,44,28,2026-02-25T01:19:36Z,2470000,False,-181.0,178.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
249,PT07M24.00S,2026-02-25T01:19:33.3Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,44,28,2026-02-25T01:19:36Z,2480000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:4),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,248.0,4.0,4.0,0.0,,,,,,,,,,,,,,
250,PT07M18.00S,2026-02-25T01:19:38.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642273,5.732588699080158,37.745098039215684,1610612764,44,28,2026-02-25T01:28:28Z,2490000,False,61.0,1.0,1,left,MISS K. George 6' running pullup Shot,[1642273],1610612764.0,WAS,running pullup,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,,
