actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
30,PT09M00.00S,2026-03-16T23:16:03.9Z,1,REGULAR,2pt,Jump Shot,[],1641783,4.812746386333772,71.81372549019608,1610612753,7,7,2026-03-16T23:16:09Z,300000,False,-109.0,-7.0,1,left,MISS T. da Silva 10' turnaround Shot,[1641783],1610612753.0,ORL,turnaround,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Left,10.93,Missed,,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2026-03-16T23:16:05.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,7,7,2026-03-16T23:16:09Z,310000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT08M49.00S,2026-03-16T23:16:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,90.48948751642575,51.470588235294116,1610612737,7,7,2026-03-16T23:16:22Z,320000,False,7.0,37.0,1,right,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
33,PT08M45.00S,2026-03-16T23:16:18.9Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612737,7,7,2026-03-16T23:16:18Z,330000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT08M44.00S,2026-03-16T23:16:20.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,66.96780551905388,49.26470588235294,1610612737,7,7,2026-03-16T23:16:26Z,340000,False,-4.0,258.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
35,PT08M40.00S,2026-03-16T23:16:24.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,7,7,2026-03-16T23:16:26Z,350000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT08M35.00S,2026-03-16T23:16:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,93.51182654402102,51.71568627450981,1610612737,9,7,2026-03-16T23:16:34Z,360000,False,9.0,8.0,1,right,N. Alexander-Walker driving reverse Layup (5 PTS) (C. McCollum 2 AST),"[1629638, 203468]",1610612737.0,ATL,driving reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,,,,5.0,C. McCollum,203468.0,2.0,,,,
38,PT08M25.00S,2026-03-16T23:16:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,9.149145860709593,3.9215686274509802,1610612753,9,7,2026-03-16T23:16:45Z,380000,False,230.0,34.0,1,left,MISS D. Bane step back 3PT,[1630217],1610612753.0,ORL,step back,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
39,PT08M23.00S,2026-03-16T23:16:41.1Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,9,7,2026-03-16T23:16:45Z,390000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M21.00S,2026-03-16T23:16:43.2Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,9,7,2026-03-16T23:16:50Z,400000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630217]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,Bane,1630217.0,,
41,PT08M21.00S,2026-03-16T23:16:43.2Z,1,REGULAR,steal,,[],1630217,,,1610612753,9,7,2026-03-16T23:16:45Z,410000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
42,PT08M10.00S,2026-03-16T23:16:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,18.2161629434954,93.62745098039215,1610612753,9,7,2026-03-16T23:16:58Z,420000,False,-218.0,119.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
43,PT08M08.00S,2026-03-16T23:16:55.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,9,7,2026-03-16T23:16:58Z,430000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,42.0,3.0,3.0,0.0,,,,,,,,,,,,,,
44,PT08M00.00S,2026-03-16T23:17:04.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,80.23981603153744,93.87254901960785,1610612737,12,7,2026-03-16T23:17:09Z,440000,False,219.0,133.0,1,right,N. Alexander-Walker 25' 3PT  (8 PTS) (J. Johnson 1 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.67,Made,,,,,,,,,,,8.0,J. Johnson,1630552.0,1.0,,,,
46,PT07M44.00S,2026-03-16T23:17:19.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,31.225361366622867,54.65686274509803,1610612753,12,7,2026-03-16T23:17:25Z,460000,False,-23.0,241.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.21,Missed,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2026-03-16T23:17:21.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,12,7,2026-03-16T23:17:25Z,470000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,,
48,PT07M29.00S,2026-03-16T23:17:36.0Z,1,REGULAR,2pt,Jump Shot,[],1630552,92.32917214191852,72.05882352941177,1610612737,14,7,2026-03-16T23:17:41Z,480000,False,110.0,20.0,1,right,J. Johnson 11' pullup Jump Shot (2 PTS) (N. Alexander-Walker 2 AST),"[1630552, 1629638]",1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,11.2,Made,,,,,,,,,,,2.0,N. Alexander-Walker,1629638.0,2.0,,,,
49,PT07M03.00S,2026-03-16T23:18:00.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,21.895532194480946,87.25490196078431,1610612753,14,7,2026-03-16T23:18:05Z,490000,False,-186.0,153.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,24.13,Missed,,,,,,,,,,,,,,,,,,
50,PT07M01.00S,2026-03-16T23:18:02.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,14,7,2026-03-16T23:18:05Z,500000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT06M56.00S,2026-03-16T23:18:09.4Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612737,14,7,2026-03-16T23:21:57Z,510000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Daniels 2 FT),"[1631094, 1630700]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,1.0,0.0,Daniels,1630700.0,,,,,,,,
53,PT06M56.00S,2026-03-16T23:18:31.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,7,2026-03-16T23:18:31Z,530000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2026-03-16T23:21:07.4Z,1,REGULAR,substitution,out,[],1629638,,,1610612737,14,7,2026-03-16T23:21:47Z,540000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2026-03-16T23:21:07.4Z,1,REGULAR,substitution,out,[],203468,,,1610612737,14,7,2026-03-16T23:21:47Z,550000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M56.00S,2026-03-16T23:21:07.4Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,14,7,2026-03-16T23:21:47Z,560000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2026-03-16T23:21:07.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612737,14,7,2026-03-16T23:21:47Z,570000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2026-03-16T23:22:00.3Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,15,7,2026-03-16T23:22:00Z,580000,False,,,0,,D. Daniels Free Throw 1 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
59,PT06M56.00S,2026-03-16T23:22:14.3Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,16,7,2026-03-16T23:22:14Z,590000,False,,,0,,D. Daniels Free Throw 2 of 2 (4 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
60,PT06M38.00S,2026-03-16T23:22:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,5.206964520367937,51.9607843137255,1610612753,16,9,2026-03-16T23:22:44Z,600000,False,-10.0,-4.0,1,left,T. da Silva driving floating bank Jump Shot (2 PTS),[1641783],1610612753.0,ORL,driving floating bank,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,2.0,,,,,,,
61,PT06M23.00S,2026-03-16T23:22:52.5Z,1,REGULAR,turnover,traveling,[],1630552,,,1610612737,16,9,2026-03-16T23:22:59Z,610000,False,,,0,,J. Johnson traveling TURNOVER (2 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,1179.0,2.0,,,,,,,,,,,,
62,PT06M23.00S,2026-03-16T23:22:57.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,16,9,2026-03-16T23:23:01Z,620000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2026-03-16T23:22:57.1Z,1,REGULAR,substitution,in,[],1631288,,,1610612753,16,9,2026-03-16T23:23:01Z,630000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M08.00S,2026-03-16T23:23:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612753,16,9,2026-03-16T23:23:49Z,640000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631243, 1631094]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,1.0,0.0,Banchero,1631094.0,,,,,,,,
66,PT06M08.00S,2026-03-16T23:23:54.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,16,9,2026-03-16T23:23:54Z,660000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2026-03-16T23:23:54.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,16,9,2026-03-16T23:23:54Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2026-03-16T23:24:12.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,16,10,2026-03-16T23:24:12Z,680000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
69,PT05M54.00S,2026-03-16T23:24:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,90.62089356110381,52.450980392156865,1610612737,16,10,2026-03-16T23:24:52Z,690000,False,12.0,36.0,1,right,MISS O. Okongwu floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
70,PT05M52.00S,2026-03-16T23:24:29.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,16,10,2026-03-16T23:24:32Z,700000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,
71,PT05M45.00S,2026-03-16T23:24:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,4.944152431011826,51.71568627450981,1610612753,16,12,2026-03-16T23:24:47Z,710000,False,-9.0,-6.0,1,left,W. Carter Jr. cutting Layup (7 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,,7.0,P. Banchero,1631094.0,1.0,,,,
73,PT05M45.00S,2026-03-16T23:24:48.9Z,1,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612753,16,12,2026-03-16T23:25:04Z,730000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Carter Jr. 1 FT),"[1630552, 1628976]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,
75,PT05M45.00S,2026-03-16T23:24:56.4Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,16,12,2026-03-16T23:24:59Z,750000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2026-03-16T23:24:56.4Z,1,REGULAR,substitution,in,[],1628975,,,1610612753,16,12,2026-03-16T23:24:59Z,760000,False,,,0,,SUB in: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2026-03-16T23:25:11.9Z,1,REGULAR,freethrow,1 of 1,[],1628976,,,1610612753,16,13,2026-03-16T23:25:11Z,770000,False,,,0,,W. Carter Jr. Free Throw 1 of 1 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
78,PT05M33.00S,2026-03-16T23:25:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,87.46714848883047,56.372549019607845,1610612737,16,13,2026-03-16T23:25:31Z,780000,False,32.0,65.0,1,right,MISS O. Okongwu 7' driving Layup - blocked,"[1630168, 1631094]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,Banchero,1631094.0
79,PT05M33.00S,2026-03-16T23:25:25.4Z,1,REGULAR,block,,[],1631094,,,1610612737,16,13,2026-03-16T23:25:27Z,790000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2026-03-16T23:25:31.4Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,16,13,2026-03-16T23:25:31Z,800000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,,,
81,PT05M27.00S,2026-03-16T23:25:30.7Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1630700,94.40999984741211,50.0,1610612737,18,13,2026-03-16T23:26:28Z,810000,False,0.0,0.0,1,right,D. Daniels driving floating Jump Shot (6 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,6.0,,,,,,,
