actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
23,PT09M41.00S,2022-12-30T01:43:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.38436268068331,80.88235294117648,1610612742,7,4,2022-12-30T01:43:36Z,230000,False,154.0,226.0,1,right,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2022-12-30T01:43:34.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,4,2022-12-30T01:43:36Z,240000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,23.0,,,1.0,1.0,0.0,,,
25,PT09M29.00S,2022-12-30T01:43:44.0Z,1,REGULAR,3pt,Jump Shot,[],1630578,31.488173455978973,52.69607843137255,1610612745,7,4,2022-12-30T01:43:48Z,250000,False,-13.0,243.0,1,left,MISS A. Sengun 24' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,24.39,Missed,,,,,,,,,,,,,,,,,,
26,PT09M26.00S,2022-12-30T01:43:47.0Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,7,4,2022-12-30T01:43:48Z,260000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,25.0,,,1.0,1.0,0.0,,,
27,PT09M18.00S,2022-12-30T01:43:54.9Z,1,REGULAR,3pt,Jump Shot,[],1628373,67.23061760840999,53.67647058823529,1610612742,7,4,2022-12-30T01:43:58Z,270000,False,18.0,256.0,1,right,MISS F. Ntilikina 25' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2022-12-30T01:43:57.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,4,2022-12-30T01:43:58Z,280000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,27.0,,,1.0,1.0,0.0,,,
29,PT09M05.00S,2022-12-30T01:44:08.4Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,7,4,2022-12-30T01:44:11Z,290000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 203501]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0
30,PT09M05.00S,2022-12-30T01:44:08.4Z,1,REGULAR,steal,,[],203501,,,1610612742,7,4,2022-12-30T01:44:10Z,300000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2022-12-30T01:44:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628373,94.43166885676742,49.754901960784316,1610612742,9,4,2022-12-30T01:44:20Z,310000,False,-1.0,0.0,1,right,F. Ntilikina running Layup (2 PTS),[1628373],1610612742.0,DAL,running,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,,,,,,,,,,,,,,,,,
32,PT08M40.00S,2022-12-30T01:44:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,5.863994743758213,96.32352941176471,1610612745,9,7,2022-12-30T01:44:36Z,320000,False,-232.0,3.0,1,left,J. Green 3PT  (3 PTS) (E. Gordon 1 AST),"[1630224, 201569]",1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
34,PT08M22.00S,2022-12-30T01:44:50.9Z,1,REGULAR,2pt,Jump Shot,[],203501,93.24901445466492,84.80392156862744,1610612742,9,7,2022-12-30T01:44:55Z,340000,False,174.0,11.0,1,right,MISS T. Hardaway Jr. 17' fadeaway Shot,[203501],1610612742.0,DAL,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,17.43,Missed,,,,,,,,,,,,,,,,,,
35,PT08M18.00S,2022-12-30T01:44:54.9Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612742,9,7,2022-12-30T01:44:55Z,350000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,34.0,,,2.0,1.0,1.0,,,
36,PT08M18.00S,2022-12-30T01:44:54.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626174,93.03547963206307,53.33180147058824,1610612742,9,7,2022-12-30T01:44:58Z,360000,False,17.0,13.0,1,right,MISS C. Wood tip Layup,[1626174],1610612742.0,DAL,tip,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
37,PT08M18.00S,2022-12-30T01:44:54.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,9,7,2022-12-30T01:44:58Z,370000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,,,2.0,2.0,0.0,,,
38,PT08M15.00S,2022-12-30T01:44:59.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,6.521024967148489,47.30392156862745,1610612745,9,7,2022-12-30T02:00:16Z,380000,False,13.0,9.0,1,left,MISS J. Green running finger roll Layup,[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2022-12-30T01:45:01.1Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,9,7,2022-12-30T02:00:16Z,390000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,38.0,,,1.0,0.0,1.0,,,
40,PT08M11.00S,2022-12-30T01:45:03.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629645,9.543363994743759,50.0,1610612745,9,7,2022-12-30T02:01:41Z,400000,False,0.0,37.0,1,left,MISS K. Porter Jr. DUNK - blocked,"[1629645, 1629029]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,Doncic,1629029.0,,,,,,
41,PT08M11.00S,2022-12-30T01:45:03.0Z,1,REGULAR,block,,[],1629029,,,1610612745,9,7,2022-12-30T01:45:05Z,410000,False,,,0,,L. Doncic BLOCK (2 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M11.00S,2022-12-30T01:45:03.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,7,2022-12-30T01:48:57Z,420000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,40.0,,,1.0,1.0,0.0,,,
43,PT08M02.00S,2022-12-30T01:45:11.7Z,1,REGULAR,3pt,Jump Shot,[],203501,94.03745072273325,3.9215686274509802,1610612742,12,7,2022-12-30T01:45:55Z,430000,False,-230.0,4.0,1,right,T. Hardaway Jr. 3PT  (5 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.04,Made,5.0,,,,,,,,,,,,,,,,,
45,PT07M50.00S,2022-12-30T01:45:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612745,12,7,2022-12-30T01:45:38Z,450000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1626174, 1629645]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
47,PT07M50.00S,2022-12-30T01:46:00.6Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,12,8,2022-12-30T01:46:00Z,470000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2022-12-30T01:46:19.5Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,12,9,2022-12-30T01:46:19Z,480000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M39.00S,2022-12-30T01:46:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612742,12,9,2022-12-30T01:46:54Z,490000,False,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629645, 1629029]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628954.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
51,PT07M39.00S,2022-12-30T01:47:04.9Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,13,9,2022-12-30T01:47:25Z,510000,False,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2022-12-30T01:47:04.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,13,9,2022-12-30T01:47:25Z,520000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2022-12-30T01:47:06.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,13,9,2022-12-30T01:47:25Z,530000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,52.0,,,2.0,2.0,0.0,,,
54,PT07M27.00S,2022-12-30T01:47:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.046649145860711,48.529411764705884,1610612745,13,11,2022-12-30T01:47:39Z,540000,False,7.0,14.0,1,left,A. Sengun driving Layup (4 PTS) (K. Porter Jr. 1 AST),"[1630578, 1629645]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.56,Made,4.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
56,PT07M09.00S,2022-12-30T01:47:52.5Z,1,REGULAR,3pt,Jump Shot,[],1626174,67.88764783180025,60.049019607843135,1610612742,16,11,2022-12-30T01:47:55Z,560000,False,50.0,249.0,1,right,C. Wood 25' 3PT  (3 PTS) (L. Doncic 1 AST),"[1626174, 1629029]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,25.44,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
58,PT07M01.00S,2022-12-30T01:48:01.1Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,16,11,2022-12-30T01:48:07Z,580000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 203501]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0
59,PT07M01.00S,2022-12-30T01:48:01.1Z,1,REGULAR,steal,,[],203501,,,1610612742,16,11,2022-12-30T01:48:02Z,590000,False,,,0,,T. Hardaway Jr. STEAL (2 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M00.00S,2022-12-30T01:48:03.5Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,16,11,2022-12-30T01:48:20Z,600000,False,,,0,,L. Doncic lost ball TURNOVER (1 TO),"[1629029, 1631095]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Smith Jr.,1631095.0
61,PT07M00.00S,2022-12-30T01:48:03.5Z,1,REGULAR,steal,,[],1631095,,,1610612745,16,11,2022-12-30T01:48:06Z,610000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2022-12-30T01:48:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,4.812746386333772,95.34313725490196,1610612745,16,11,2022-12-30T01:48:12Z,620000,False,-227.0,-7.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2022-12-30T01:48:09.2Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,16,11,2022-12-30T01:48:09Z,630000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,62.0,,,1.0,1.0,0.0,,,
64,PT06M41.00S,2022-12-30T01:48:26.7Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612742,16,11,2022-12-30T01:48:32Z,640000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630578, 1629029]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
66,PT06M41.00S,2022-12-30T01:48:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,16,11,2022-12-30T01:48:35Z,660000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2022-12-30T01:51:36.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,17,11,2022-12-30T01:51:36Z,670000,False,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2022-12-30T01:51:54.5Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,18,11,2022-12-30T01:51:54Z,680000,False,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2022-12-30T01:52:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,9.543363994743759,48.529411764705884,1610612745,18,11,2022-12-30T01:52:15Z,690000,False,7.0,37.0,1,left,MISS A. Sengun cutting Layup - blocked,"[1630578, 1626174]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,Wood,1626174.0,,,,,,
70,PT06M28.00S,2022-12-30T01:52:10.9Z,1,REGULAR,block,,[],1626174,,,1610612745,18,11,2022-12-30T01:52:13Z,700000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2022-12-30T01:52:10.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,18,11,2022-12-30T01:52:15Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,69.0,,,,,,,,
73,PT06M18.00S,2022-12-30T01:52:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,5.469776609724048,96.32352941176471,1610612745,18,14,2022-12-30T01:52:38Z,730000,False,-232.0,-1.0,1,left,J. Green 3PT step back (6 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.16,Made,6.0,,,,,,,,,,,,,,,,,
74,PT06M05.00S,2022-12-30T01:52:45.6Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,18,14,2022-12-30T01:52:50Z,740000,False,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,2005.0,,,,,,,,,,,2.0,,
75,PT05M59.00S,2022-12-30T01:53:00.9Z,1,REGULAR,foul,personal,[],203501,,,1610612745,18,14,2022-12-30T01:53:08Z,750000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1630578]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,1628954.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
77,PT05M49.00S,2022-12-30T01:53:24.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631095,18.74178712220762,63.48039215686274,1610612745,18,16,2022-12-30T01:53:29Z,770000,False,-67.0,124.0,1,left,J. Smith Jr. 14' fadeaway Jump Shot (4 PTS),[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.09,Made,4.0,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2022-12-30T01:53:38.2Z,1,REGULAR,foul,personal,['3freethrow'],1629645,,,1610612742,18,16,2022-12-30T01:53:46Z,780000,False,,,0,,K. Porter Jr. shooting personal FOUL (2 PF) (Hardaway Jr. 3 FT),"[1629645, 203501]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,2005.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
80,PT05M37.00S,2022-12-30T01:54:08.9Z,1,REGULAR,freethrow,1 of 3,[],203501,,,1610612742,19,16,2022-12-30T01:54:08Z,800000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2022-12-30T01:54:20.4Z,1,REGULAR,freethrow,2 of 3,[],203501,,,1610612742,19,16,2022-12-30T01:54:20Z,810000,False,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 3,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2022-12-30T01:54:20.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,19,16,2022-12-30T01:54:20Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,
83,PT05M37.00S,2022-12-30T01:54:21.4Z,1,REGULAR,substitution,out,[],201569,,,1610612742,19,16,2022-12-30T01:54:32Z,830000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
