actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
24,PT09M04.00S,2023-03-05T18:13:57.4Z,1,REGULAR,3pt,Jump Shot,[],203493,24.26084099868594,10.53921568627451,1610612742,7,9,2023-03-05T18:14:03Z,240000,False,197.0,176.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,26.41,Missed,,,,,,,,,,,,,,,,
25,PT09M04.00S,2023-03-05T18:13:57.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,7,9,2023-03-05T18:14:03Z,250000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,
26,PT08M53.00S,2023-03-05T18:14:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.11760840998686,48.77450980392157,1610612756,7,11,2023-03-05T18:14:12Z,260000,False,-6.0,12.0,1,right,D. Booker driving reverse Layup (5 PTS) (C. Paul 3 AST),"[1626164, 101108]",1610612756.0,PHX,driving reverse,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,1.36,Made,5.0,C. Paul,101108.0,3.0,,,,,,,,,,,,
28,PT08M39.00S,2023-03-05T18:14:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.728646517739815,77.94117647058823,1610612742,7,11,2023-03-05T18:14:27Z,280000,False,-140.0,218.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,25.85,Missed,,,,,,,,,,,,,,,,
29,PT08M37.00S,2023-03-05T18:14:24.2Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,7,11,2023-03-05T18:14:27Z,290000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT08M22.00S,2023-03-05T18:14:39.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,94.69448094612353,50.0,1610612756,7,13,2023-03-05T18:14:43Z,300000,False,0.0,-3.0,1,right,D. Ayton cutting DUNK (6 PTS) (K. Durant 1 AST),"[1629028, 201142]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,0.26,Made,6.0,K. Durant,201142.0,1.0,,,,,,,,,,,,
32,PT08M21.00S,2023-03-05T18:14:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,7,13,2023-03-05T18:14:44Z,320000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M09.00S,2023-03-05T18:18:20.1Z,1,REGULAR,3pt,Jump Shot,[],203493,28.07161629434954,21.323529411764707,1610612742,7,13,2023-03-05T18:18:27Z,330000,False,143.0,211.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,25.54,Missed,,,,,,,,,,,,,,,,
34,PT08M05.00S,2023-03-05T18:18:24.1Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,7,13,2023-03-05T18:18:27Z,340000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT08M02.00S,2023-03-05T18:18:26.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202681,9.149145860709593,56.61764705882353,1610612742,7,13,2023-03-05T18:19:41Z,350000,False,-33.0,34.0,1,left,MISS K. Irving driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,4.71,Missed,,,,,,,,,,,,,,,,
36,PT08M00.00S,2023-03-05T18:18:28.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,7,13,2023-03-05T18:18:33Z,360000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT07M45.00S,2023-03-05T18:18:43.0Z,1,REGULAR,3pt,Jump Shot,[],101108,64.47109067017082,52.69607843137255,1610612756,7,13,2023-03-05T18:18:47Z,370000,False,13.0,281.0,1,right,MISS C. Paul 28' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,28.18,Missed,,,,,,,,,,,,,,,,
38,PT07M42.00S,2023-03-05T18:18:46.0Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,7,13,2023-03-05T18:18:47Z,380000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT07M35.00S,2023-03-05T18:18:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.514454664914586,39.705882352941174,1610612742,7,13,2023-03-05T18:18:58Z,390000,False,51.0,56.0,1,left,MISS L. Doncic 7' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,7.59,Missed,,,,,,,,,,,,,,,,
40,PT07M33.00S,2023-03-05T18:18:56.2Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,7,13,2023-03-05T18:18:56Z,400000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,
41,PT07M31.00S,2023-03-05T18:18:58.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,28.465834428383708,75.24509803921569,1610612742,10,13,2023-03-05T18:19:03Z,410000,False,-126.0,215.0,1,left,R. Bullock 24' 3PT  (3 PTS) (K. Irving 2 AST),"[203493, 202681]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,24.94,Made,3.0,K. Irving,202681.0,2.0,,,,,,,,,,,,
43,PT07M03.00S,2023-03-05T18:19:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,86.67871222076215,48.529411764705884,1610612756,10,15,2023-03-05T18:21:43Z,430000,False,-7.0,73.0,1,right,C. Paul 7' driving floating Jump Shot (2 PTS) (D. Booker 2 AST),"[101108, 1626164]",1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,7.31,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,
45,PT06M48.00S,2023-03-05T18:19:44.9Z,1,REGULAR,foul,personal,[],1626164,,,1610612742,10,15,2023-03-05T18:19:55Z,450000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1629029]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,200832.0,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,
47,PT06M39.00S,2023-03-05T18:20:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612742,10,15,2023-03-05T18:20:18Z,470000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629006, 1629029]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,
49,PT06M39.00S,2023-03-05T18:20:42.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,11,15,2023-03-05T18:20:42Z,490000,False,,,0,,L. Doncic Free Throw 1 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
50,PT06M39.00S,2023-03-05T18:21:12.4Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,12,15,2023-03-05T18:21:12Z,500000,False,,,0,,L. Doncic Free Throw 2 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
51,PT06M20.00S,2023-03-05T18:21:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.9993429697766,54.90196078431373,1610612756,12,17,2023-03-05T18:21:38Z,510000,False,25.0,107.0,1,right,K. Durant 11' driving floating Jump Shot (4 PTS),[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,11.01,Made,4.0,,,,,,,,,,,,,,,
52,PT06M02.00S,2023-03-05T18:21:51.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.203022339027594,80.3921568627451,1610612742,12,17,2023-03-05T18:21:57Z,520000,False,-152.0,213.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,26.13,Missed,,,,,,,,,,,,,,,,
53,PT06M00.00S,2023-03-05T18:21:53.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,12,17,2023-03-05T18:21:57Z,530000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,
54,PT05M53.00S,2023-03-05T18:22:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,92.59198423127464,47.549019607843135,1610612756,12,19,2023-03-05T18:22:09Z,540000,False,-12.0,17.0,1,right,D. Booker running Layup (7 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,2.11,Made,7.0,,,,,,,,,,,,,,,
55,PT05M42.00S,2023-03-05T18:22:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.046649145860711,48.03921568627451,1610612742,14,19,2023-03-05T18:22:16Z,550000,False,10.0,14.0,1,left,K. Irving driving finger roll Layup (5 PTS),[202681],1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,1.68,Made,5.0,,,,,,,,,,,,,,,
56,PT05M27.00S,2023-03-05T18:22:26.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,84.70762155059133,30.637254901960787,1610612756,14,19,2023-03-05T18:22:36Z,560000,False,-97.0,91.0,1,right,MISS D. Booker 13' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,13.3,Missed,,,,,,,,,,,,,,,,
57,PT05M25.00S,2023-03-05T18:22:28.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,14,19,2023-03-05T18:22:36Z,570000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,
58,PT05M20.00S,2023-03-05T18:22:33.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,32.013797634691194,28.921568627450984,1610612742,14,19,2023-03-05T18:22:39Z,580000,False,105.0,248.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,26.98,Missed,,,,,,,,,,,,,,,,
59,PT05M17.00S,2023-03-05T18:22:36.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,19,2023-03-05T18:22:39Z,590000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,58.0,4.0,4.0,0.0,,,,,,,,
60,PT05M05.00S,2023-03-05T18:22:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,92.85479632063075,48.529411764705884,1610612756,14,21,2023-03-05T18:22:53Z,600000,False,-7.0,15.0,1,right,J. Okogie driving reverse Layup (2 PTS) (C. Paul 4 AST),"[1629006, 101108]",1610612756.0,PHX,driving reverse,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,1.65,Made,2.0,C. Paul,101108.0,4.0,,,,,,,,,,,,
62,PT04M41.00S,2023-03-05T18:23:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.062417871222076,49.754901960784316,1610612742,14,21,2023-03-05T18:23:17Z,620000,False,1.0,89.0,1,left,MISS L. Doncic 8' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,8.91,Missed,,,,,,,,,,,,,,,,
63,PT04M39.00S,2023-03-05T18:23:14.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,21,2023-03-05T18:23:17Z,630000,False,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,62.0,5.0,5.0,0.0,,,,,,,,
64,PT04M31.00S,2023-03-05T18:23:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.02168199737189,39.950980392156865,1610612756,14,23,2023-03-05T18:23:49Z,640000,False,-50.0,79.0,1,right,K. Durant 9' turnaround fadeaway Jump Shot (6 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,9.35,Made,6.0,,,,,,,,,,,,,,,
65,PT04M07.00S,2023-03-05T18:23:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.931011826544022,50.0,1610612742,14,23,2023-03-05T18:23:56Z,650000,False,0.0,88.0,1,left,MISS L. Doncic 8' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,8.79,Missed,,,,,,,,,,,,,,,,
66,PT04M07.00S,2023-03-05T18:23:45.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,23,2023-03-05T18:39:41Z,660000,False,,,0,,D. Ayton REBOUND (Off:0 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,65.0,6.0,6.0,0.0,,,,,,,,
67,PT04M01.00S,2023-03-05T18:23:52.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629006,93.9060446780552,96.07843137254902,1610612756,14,23,2023-03-05T18:23:59Z,670000,False,230.0,5.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,23.04,Missed,,,,,,,,,,,,,,,,
68,PT03M58.00S,2023-03-05T18:23:55.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,14,23,2023-03-05T18:23:59Z,680000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Right Corner 3,24+ Right,,,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,
69,PT03M50.00S,2023-03-05T18:24:03.0Z,1,REGULAR,3pt,Jump Shot,[],203493,23.99802890932983,10.784313725490197,1610612742,14,23,2023-03-05T18:24:09Z,690000,False,196.0,173.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,26.16,Missed,,,,,,,,,,,,,,,,
70,PT03M46.00S,2023-03-05T18:24:07.4Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,14,23,2023-03-05T18:24:07Z,700000,False,,,0,,K. Irving REBOUND (Off:2 Def:0),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,69.0,2.0,0.0,2.0,,,,,,,,
71,PT03M45.00S,2023-03-05T18:24:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,8.754927726675426,46.07843137254902,1610612742,14,23,2023-03-05T18:24:21Z,710000,False,20.0,30.0,1,left,MISS J. Green cutting Layup - blocked,"[1630182, 1629028]",1610612742.0,DAL,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,3.57,Missed,,,,,,,,,,,,,Ayton,1629028.0,,
72,PT03M45.00S,2023-03-05T18:24:09.3Z,1,REGULAR,block,,[],1629028,,,1610612742,14,23,2023-03-05T18:24:12Z,720000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT03M42.00S,2023-03-05T18:24:12.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,23,2023-03-05T18:24:21Z,730000,False,,,0,,D. Ayton REBOUND (Off:0 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,71.0,7.0,7.0,0.0,,,,,,,,
74,PT03M36.00S,2023-03-05T18:24:20.9Z,1,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612756,14,23,2023-03-05T18:24:26Z,740000,False,,,0,,J. Okogie step out-of-bounds TURNOVER (1 TO),[1629006],1610612756.0,PHX,step,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,,,,,,,,,,,,,,,,,,
75,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,out,[],202681,,,1610612742,14,23,2023-03-05T18:24:47Z,750000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,14,23,2023-03-05T18:24:47Z,760000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,out,[],203939,,,1610612742,14,23,2023-03-05T18:24:47Z,770000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,out,[],101108,,,1610612742,14,23,2023-03-05T18:24:47Z,780000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,out,[],201142,,,1610612742,14,23,2023-03-05T18:24:47Z,790000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,in,[],203200,,,1610612742,14,23,2023-03-05T18:24:47Z,800000,False,,,0,,SUB in: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
