actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
422,PT06M16.00S,2022-11-17T03:06:15.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1626174,,,1610612742,62,64,2022-11-17T03:06:15Z,4190000,False,,,0,,C. Wood Free Throw 1 of 1 (15 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
423,PT05M53.00S,2022-11-17T03:06:41.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201569,88.12417871222075,42.40196078431372,1610612745,62,64,2022-11-17T03:08:42Z,4200000,False,-38.0,59.0,1,right,MISS E. Gordon 7' driving Hook,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
424,PT05M51.00S,2022-11-17T03:06:43.3Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,62,64,2022-11-17T03:06:45Z,4210000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,423.0,5.0,4.0,1.0,,,,,,,,,,,,,,
425,PT05M46.00S,2022-11-17T03:06:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,5.863994743758213,47.794117647058826,1610612742,64,64,2022-11-17T03:06:54Z,4220000,False,11.0,3.0,1,left,T. Hardaway Jr. running finger roll Layup (15 PTS),[203501],1610612742.0,DAL,running finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,15.0,,,,,,,,,
426,PT05M46.00S,2022-11-17T03:06:52.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,64,64,2022-11-17T03:06:52Z,4230000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,64,64,2022-11-17T03:09:39Z,4240000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,out,[],201569,,,1610612745,64,64,2022-11-17T03:09:39Z,4250000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,64,64,2022-11-17T03:09:39Z,4260000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,64,64,2022-11-17T03:09:39Z,4270000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,64,64,2022-11-17T03:09:39Z,4280000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M46.00S,2022-11-17T03:07:32.6Z,3,REGULAR,substitution,in,[],1630586,,,1610612745,64,64,2022-11-17T03:09:39Z,4290000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M28.00S,2022-11-17T03:09:57.6Z,3,REGULAR,2pt,Jump Shot,[],1629645,89.43823915900131,66.17647058823529,1610612745,64,64,2022-11-17T03:10:05Z,4300000,False,81.0,47.0,1,right,MISS K. Porter Jr. 9' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,9.35,Missed,,,,,,,,,,,,,,,,,,
434,PT05M26.00S,2022-11-17T03:09:59.6Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,64,64,2022-11-17T03:10:05Z,4310000,False,,,0,,C. Wood REBOUND (Off:1 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,433.0,5.0,4.0,1.0,,,,,,,,,,,,,,
435,PT05M17.00S,2022-11-17T03:10:08.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,4.5499342969776615,50.98039215686274,1610612742,66,64,2022-11-17T03:10:14Z,4320000,False,-5.0,-10.0,1,left,D. Finney-Smith driving Layup (7 PTS) (T. Hardaway Jr. 3 AST),"[1627827, 203501]",1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,7.0,,,,,T. Hardaway Jr.,203501.0,3.0,,
437,PT05M03.00S,2022-11-17T03:10:23.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.24901445466492,50.245098039215684,1610612745,66,66,2022-11-17T03:10:27Z,4340000,False,1.0,11.0,1,right,T. Eason cutting Layup (6 PTS) (K. Porter Jr. 7 AST),"[1631106, 1629645]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,6.0,,,,,K. Porter Jr.,1629645.0,7.0,,
439,PT04M36.00S,2022-11-17T03:10:49.6Z,3,REGULAR,3pt,Jump Shot,[],203493,26.363337713534822,80.14705882352942,1610612742,66,66,2022-11-17T03:11:37Z,4360000,False,-151.0,195.0,1,left,MISS R. Bullock 24' step back 3PT,[203493],1610612742.0,DAL,step back,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
440,PT04M33.00S,2022-11-17T03:10:52.4Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,66,66,2022-11-17T03:10:52Z,4370000,False,,,0,,U. Garuba REBOUND (Off:1 Def:4),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,439.0,5.0,4.0,1.0,,,,,,,,,,,,,,
441,PT04M25.00S,2022-11-17T03:11:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.03745072273325,50.245098039215684,1610612745,66,68,2022-11-17T03:11:06Z,4380000,False,1.0,4.0,1,right,J. Green driving Layup (15 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,15.0,,,,,,,,,
442,PT04M07.00S,2022-11-17T03:11:18.1Z,3,REGULAR,3pt,Jump Shot,[],203493,7.440867279894875,3.9215686274509802,1610612742,66,68,2022-11-17T03:11:22Z,4390000,False,230.0,17.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
443,PT04M04.00S,2022-11-17T03:11:21.1Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,66,68,2022-11-17T03:11:22Z,4400000,False,,,0,,U. Garuba REBOUND (Off:1 Def:5),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,442.0,6.0,5.0,1.0,,,,,,,,,,,,,,
444,PT03M57.00S,2022-11-17T03:11:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,91.80354796320631,61.274509803921575,1610612745,66,68,2022-11-17T03:11:34Z,4410000,False,56.0,25.0,1,right,MISS K. Porter Jr. 6' driving floating bank Shot,[1629645],1610612745.0,HOU,driving floating bank,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,,,,,,,,,,,,
445,PT03M54.00S,2022-11-17T03:11:32.4Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,66,68,2022-11-17T03:11:34Z,4420000,False,,,0,,C. Wood REBOUND (Off:1 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,444.0,6.0,5.0,1.0,,,,,,,,,,,,,,
446,PT03M46.00S,2022-11-17T03:11:40.5Z,3,REGULAR,3pt,Jump Shot,[],1626174,26.62614980289093,18.137254901960784,1610612742,66,68,2022-11-17T03:12:00Z,4430000,False,159.0,198.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
447,PT03M42.00S,2022-11-17T03:11:44.5Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,66,68,2022-11-17T03:12:00Z,4440000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:8),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,446.0,9.0,8.0,1.0,,,,,,,,,,,,,,
448,PT03M28.00S,2022-11-17T03:12:00.9Z,3,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612745,66,68,2022-11-17T03:12:06Z,4450000,False,,,0,,C. Wood shooting personal FOUL (3 PF) (Green 2 FT),"[1626174, 1630224]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,,,3.0,0.0,Green,1630224.0,,,,,
450,PT03M28.00S,2022-11-17T03:12:29.6Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,66,69,2022-11-17T03:12:29Z,4470000,False,,,0,,J. Green Free Throw 1 of 2 (16 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
451,PT03M28.00S,2022-11-17T03:12:30.2Z,3,REGULAR,substitution,out,[],203493,,,1610612745,66,69,2022-11-17T03:12:43Z,4480000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M28.00S,2022-11-17T03:12:30.2Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,66,69,2022-11-17T03:12:43Z,4490000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M28.00S,2022-11-17T03:12:30.2Z,3,REGULAR,substitution,in,[],1628373,,,1610612745,66,69,2022-11-17T03:12:43Z,4500000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M28.00S,2022-11-17T03:12:30.2Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,66,69,2022-11-17T03:12:43Z,4510000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M28.00S,2022-11-17T03:12:46.5Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,66,70,2022-11-17T03:12:46Z,4520000,False,,,0,,J. Green Free Throw 2 of 2 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
456,PT03M28.00S,2022-11-17T03:12:53.3Z,3,REGULAR,foul,personal,[],1630586,,,1610612742,66,70,2022-11-17T03:54:26Z,4530000,False,,,0,,U. Garuba loose ball personal FOUL (1 PF),"[1630586, 1626174]",1610612745.0,HOU,loose ball,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,1.0,0.0,Wood,1626174.0,,,,,
458,PT03M18.00S,2022-11-17T03:13:22.4Z,3,REGULAR,3pt,Jump Shot,[],203501,31.488173455978973,62.00980392156863,1610612742,69,70,2022-11-17T03:13:29Z,4550000,False,-60.0,243.0,1,left,T. Hardaway Jr. 25' 3PT  (18 PTS) (F. Campazzo 5 AST),"[203501, 1630267]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.08,Made,,,,,,,,,18.0,,,,,F. Campazzo,1630267.0,5.0,,
460,PT02M51.00S,2022-11-17T03:13:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.32917214191852,60.78431372549019,1610612745,69,70,2022-11-17T03:18:51Z,4570000,False,54.0,20.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,,
461,PT02M51.00S,2022-11-17T03:13:49.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,69,70,2022-11-17T03:13:54Z,4580000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,460.0,,,,,,,,,,,,,,,,,
463,PT02M51.00S,2022-11-17T03:14:07.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,69,70,2022-11-17T03:14:17Z,4600000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,,,,,,
464,PT02M40.00S,2022-11-17T03:14:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,8.09789750328515,47.549019607843135,1610612742,69,70,2022-11-17T03:14:37Z,4610000,False,12.0,24.0,1,left,MISS C. Wood cutting Layup - blocked,"[1626174, 1630231]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,Martin Jr.,1630231.0,,,,,,,,,,,,
465,PT02M40.00S,2022-11-17T03:14:31.5Z,3,REGULAR,block,,[],1630231,,,1610612742,69,70,2022-11-17T03:14:34Z,4620000,False,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT02M37.00S,2022-11-17T03:14:34.5Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,69,70,2022-11-17T03:14:37Z,4630000,False,,,0,,T. Eason REBOUND (Off:1 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,464.0,5.0,4.0,1.0,,,,,,,,,,,,,,
467,PT02M33.00S,2022-11-17T03:14:41.2Z,3,REGULAR,foul,offensive,[],1631106,,,1610612745,69,70,2022-11-17T03:14:47Z,4640000,False,,,0,,T. Eason charge offensive FOUL (3 PF),"[1631106, 1630267]",1610612745.0,HOU,charge,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628484.0,,,3.0,0.0,Campazzo,1630267.0,,,,,
469,PT02M33.00S,2022-11-17T03:14:41.2Z,3,REGULAR,turnover,offensive foul,[],1631106,,,1610612745,69,70,2022-11-17T03:14:41Z,4660000,False,,,0,,T. Eason offensive foul TURNOVER (2 TO),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628484.0,2.0,,,,,,,,,,
470,PT02M14.00S,2022-11-17T03:15:18.2Z,3,REGULAR,turnover,out-of-bounds,[],1630267,,,1610612742,69,70,2022-11-17T03:15:24Z,4670000,False,,,0,,F. Campazzo bad pass out-of-bounds TURNOVER (3 TO),[1630267],1610612742.0,DAL,bad pass,,,Campazzo,F. Campazzo,,,,,Restricted Area,0-8 Center,,,,,,,,,1628484.0,3.0,,,,,,,,,,
471,PT02M02.00S,2022-11-17T03:15:35.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,74.19513797634691,15.196078431372548,1610612745,69,73,2022-11-17T03:15:38Z,4680000,False,-174.0,190.0,1,right,K. Martin Jr. 25' 3PT  (7 PTS) (J. Green 4 AST),"[1630231, 1630224]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,25.77,Made,,,,,,,,,7.0,,,,,J. Green,1630224.0,4.0,,
473,PT01M48.00S,2022-11-17T03:15:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,11.908672798948752,48.77450980392157,1610612742,71,73,2022-11-17T03:16:07Z,4700000,False,6.0,59.0,1,left,C. Wood driving floating Jump Shot (17 PTS),[1626174],1610612742.0,DAL,driving floating,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,5.97,Made,,,,,,,,,17.0,,,,,,,,,
474,PT01M48.00S,2022-11-17T03:15:55.1Z,3,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612742,71,73,2022-11-17T03:16:02Z,4710000,False,,,0,,U. Garuba shooting personal FOUL (2 PF) (Wood 1 FT),"[1630586, 1626174]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,2.0,0.0,Wood,1626174.0,,,,,
476,PT01M48.00S,2022-11-17T03:16:03.0Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,71,73,2022-11-17T03:17:02Z,4730000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M48.00S,2022-11-17T03:16:03.0Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,71,73,2022-11-17T03:17:02Z,4740000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M48.00S,2022-11-17T03:16:36.5Z,3,REGULAR,freethrow,1 of 1,[],1626174,,,1610612742,72,73,2022-11-17T03:16:36Z,4750000,False,,,0,,C. Wood Free Throw 1 of 1 (18 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
479,PT01M26.00S,2022-11-17T03:16:59.6Z,3,REGULAR,3pt,Jump Shot,[],1631106,76.2976346911958,86.76470588235294,1610612745,72,73,2022-11-17T03:17:04Z,4760000,False,184.0,170.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
480,PT01M23.00S,2022-11-17T03:17:02.6Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,72,73,2022-11-17T03:17:04Z,4770000,False,,,0,,J. Green REBOUND (Off:2 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,479.0,4.0,2.0,2.0,,,,,,,,,,,,,,
481,PT01M17.00S,2022-11-17T03:17:08.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628373,9.017739816031538,55.63725490196079,1610612742,72,73,2022-11-17T03:17:15Z,4780000,False,-28.0,32.0,1,left,MISS F. Ntilikina driving Layup - blocked,"[1628373, 1630231]",1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,Martin Jr.,1630231.0,,,,,,,,,,,,
482,PT01M17.00S,2022-11-17T03:17:08.4Z,3,REGULAR,block,,[],1630231,,,1610612742,72,73,2022-11-17T03:17:11Z,4790000,False,,,0,,K. Martin Jr. BLOCK (2 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
483,PT01M14.00S,2022-11-17T03:17:11.4Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,72,73,2022-11-17T03:17:15Z,4800000,False,,,0,,T. Eason REBOUND (Off:1 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,481.0,6.0,5.0,1.0,,,,,,,,,,,,,,
484,PT01M11.00S,2022-11-17T03:17:14.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630227,76.2976346911958,12.990196078431374,1610612745,72,76,2022-11-17T03:17:20Z,4810000,False,-185.0,170.0,1,right,D. Nix 25' 3PT running (3 PTS) (K. Martin Jr. 1 AST),"[1630227, 1630231]",1610612745.0,HOU,running,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,25.14,Made,,,,,,,,,3.0,,,,,K. Martin Jr.,1630231.0,1.0,,
486,PT00M56.00S,2022-11-17T03:17:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,8.409986859395532,53.14414828431373,1610612742,72,76,2022-11-17T03:19:10Z,4830000,False,-16.0,27.0,1,left,MISS F. Campazzo driving Layup - blocked,"[1630267, 1630227]",1610612742.0,DAL,driving,,,Campazzo,F. Campazzo,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,Nix,1630227.0,,,,,,,,,,,,
487,PT00M56.00S,2022-11-17T03:17:33.2Z,3,REGULAR,block,,[],1630227,,,1610612742,72,76,2022-11-17T03:17:37Z,4840000,False,,,0,,D. Nix BLOCK (1 BLK),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT00M54.70S,2022-11-17T03:17:34.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,72,76,2022-11-17T03:19:10Z,4850000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,486.0,,,,,,,,,,,,,,,,,
490,PT00M29.90S,2022-11-17T03:18:06.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,72,76,2022-11-17T03:18:23Z,4870000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,202026.0,,,,,,,,,,,
491,PT00M26.10S,2022-11-17T03:18:36.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612742,72,76,2022-11-17T03:18:46Z,4880000,False,,,0,,U. Garuba personal FOUL (3 PF) (Wood 2 FT),"[1630586, 1626174]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,,,,,,,,,1628484.0,,,3.0,0.0,Wood,1626174.0,,,,,
493,PT00M26.10S,2022-11-17T03:19:02.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626174,,,1610612742,73,76,2022-11-17T03:19:02Z,4900000,False,,,0,,C. Wood Free Throw 1 of 2 (19 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
494,PT00M26.10S,2022-11-17T03:19:25.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626174,,,1610612742,74,76,2022-11-17T03:19:25Z,4910000,False,,,0,,C. Wood Free Throw 2 of 2 (20 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,20.0,,,,,,,,,
495,PT00M02.10S,2022-11-17T03:19:54.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,74,76,2022-11-17T03:20:03Z,4920000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
496,PT00M00.30S,2022-11-17T03:20:11.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203501,35.8245729303548,82.1078431372549,1610612742,74,76,2022-11-17T03:20:20Z,4930000,False,-161.0,284.0,1,left,MISS T. Hardaway Jr. 32' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,32.65,Missed,,,,,,,,,,,,,,,,,,
497,PT00M00.10S,2022-11-17T03:20:11.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,74,76,2022-11-17T03:20:20Z,4940000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,496.0,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-11-17T03:20:16.0Z,3,REGULAR,period,end,[],0,,,1610612742,74,76,2022-11-17T03:20:16Z,4950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,out,['startperiod'],1628373,,,1610612742,74,76,2022-11-17T03:22:55Z,4960000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,out,['startperiod'],1630182,,,1610612742,74,76,2022-11-17T03:22:55Z,4970000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,out,['startperiod'],1630224,,,1610612742,74,76,2022-11-17T03:22:55Z,4980000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,74,76,2022-11-17T03:22:55Z,4990000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,in,['startperiod'],1627827,,,1610612742,74,76,2022-11-17T03:22:55Z,5000000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-11-17T03:20:49.8Z,4,REGULAR,substitution,in,['startperiod'],201569,,,1610612742,74,76,2022-11-17T03:22:55Z,5010000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-11-17T03:22:56.1Z,4,REGULAR,period,start,[],0,,,1610612742,74,76,2022-11-17T03:22:56Z,5020000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
