shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
10:14,23,PT10M14.00S,2022-12-10T03:14:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203915,6.652431011826544,46.07843137254902,1610612742,8,5,2022-12-10T03:14:31Z,230000,False,20.0,10.0,1,left,S. Dinwiddie running Layup (5 PTS) (L. Doncic 2 AST),"[203915, 1629029]",26,1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.2,Made,5.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
09:58,25,PT09M58.00S,2022-12-10T03:14:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,46.568627450980394,1610612749,8,5,2022-12-10T03:14:57Z,250000,False,-17.0,8.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1627827]",34,1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,Finney-Smith,1627827.0,,,,,
09:58,26,PT09M58.00S,2022-12-10T03:14:39.1Z,1,REGULAR,block,,[],1627827,,,1610612749,8,5,2022-12-10T03:14:41Z,260000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:58,27,PT09M58.00S,2022-12-10T03:14:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,8,5,2022-12-10T03:14:57Z,270000,False,,,0,,TEAM offensive REBOUND,[],,1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,25.0,,,,,,,,,,
09:58,30,PT09M58.00S,2022-12-10T03:15:10.6Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,8,5,2022-12-10T03:15:30Z,300000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 203501]",21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,
09:58,31,PT09M58.00S,2022-12-10T03:15:10.6Z,1,REGULAR,steal,,[],203501,,,1610612742,8,5,2022-12-10T03:15:13Z,310000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
09:56,32,PT09M56.00S,2022-12-10T03:15:15.3Z,1,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,8,5,2022-12-10T03:15:20Z,320000,False,,,0,,T. Hardaway Jr. bad pass out-of-bounds TURNOVER (1 TO),[203501],11,1610612742.0,DAL,bad pass,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,,,202053.0,,,,
09:51,33,PT09M51.00S,2022-12-10T03:15:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203507,70.51576872536137,71.07843137254902,1610612749,8,8,2022-12-10T03:15:32Z,330000,False,105.0,225.0,1,right,G. Antetokounmpo 24' 3PT  (3 PTS) (G. Allen 2 AST),"[203507, 1628960]",34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,24.82,Made,3.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
09:38,35,PT09M38.00S,2022-12-10T03:15:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,5.995400788436268,46.32352941176471,1610612742,10,8,2022-12-10T03:15:56Z,350000,False,18.0,4.0,1,left,D. Powell cutting Layup (2 PTS) (S. Dinwiddie 1 AST),"[203939, 203915]",7,1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
09:38,37,PT09M38.00S,2022-12-10T03:15:43.9Z,1,REGULAR,foul,personal,['1freethrow'],201572,,,1610612742,10,8,2022-12-10T04:25:21Z,370000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Powell 1 FT),"[201572, 203939]",11,1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Powell,203939.0
09:38,39,PT09M38.00S,2022-12-10T03:16:11.9Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,10,8,2022-12-10T04:12:16Z,390000,False,,,0,,MISS D. Powell Free Throw 1 of 1,[203939],7,1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:36,40,PT09M36.00S,2022-12-10T03:16:13.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,10,8,2022-12-10T03:16:15Z,400000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,
09:23,41,PT09M23.00S,2022-12-10T03:16:26.4Z,1,REGULAR,3pt,Jump Shot,[],203114,94.95729303547962,5.147058823529411,1610612749,10,8,2022-12-10T03:16:30Z,410000,False,-224.0,-5.0,1,right,MISS K. Middleton 3PT,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
09:21,42,PT09M21.00S,2022-12-10T03:16:28.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,10,8,2022-12-10T03:16:30Z,420000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,
09:09,43,PT09M09.00S,2022-12-10T03:16:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.383048620236531,39.46078431372549,1610612742,10,8,2022-12-10T03:16:45Z,430000,False,53.0,55.0,1,left,MISS L. Doncic 7' driving floating Shot,[1629029],77,1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
09:07,44,PT09M07.00S,2022-12-10T03:16:42.0Z,1,REGULAR,rebound,offensive,[],203915,,,1610612742,10,8,2022-12-10T03:16:42Z,440000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],26,1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,
09:05,45,PT09M05.00S,2022-12-10T03:16:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203915,30.042706964520367,65.19607843137256,1610612742,10,8,2022-12-10T03:19:08Z,450000,False,-76.0,230.0,1,left,MISS S. Dinwiddie 24' pullup 3PT,[203915],26,1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,24.21,Missed,,,,,,,,,,,,,,,,,,
09:02,46,PT09M02.00S,2022-12-10T03:16:47.2Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,10,8,2022-12-10T03:16:48Z,460000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,
08:56,47,PT08M56.00S,2022-12-10T03:16:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,94.30026281208936,47.30392156862745,1610612749,10,8,2022-12-10T03:16:57Z,470000,False,-13.0,1.0,1,right,MISS G. Antetokounmpo running Layup,[203507],34,1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
08:54,48,PT08M54.00S,2022-12-10T03:16:54.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,10,8,2022-12-10T03:16:57Z,480000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,
08:43,49,PT08M43.00S,2022-12-10T03:17:06.0Z,1,REGULAR,3pt,Jump Shot,[],203501,35.8245729303548,42.40196078431372,1610612742,10,8,2022-12-10T03:17:10Z,490000,False,38.0,284.0,1,left,MISS T. Hardaway Jr. 28' 3PT,[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,28.68,Missed,,,,,,,,,,,,,,,,,,
08:40,50,PT08M40.00S,2022-12-10T03:17:09.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,10,8,2022-12-10T03:17:10Z,500000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,,,49.0,3.0,3.0,0.0,,,,,,,
08:28,51,PT08M28.00S,2022-12-10T03:17:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,94.30026281208936,50.49019607843137,1610612749,10,10,2022-12-10T03:17:31Z,510000,False,2.0,1.0,1,right,G. Allen driving Layup (2 PTS) (G. Antetokounmpo 2 AST),"[1628960, 203507]",12,1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.27,Made,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
08:28,53,PT08M28.00S,2022-12-10T03:17:25.3Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612749,10,10,2022-12-10T03:17:32Z,530000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Allen 1 FT),"[1627827, 1628960]",10,1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Allen,1628960.0
08:28,55,PT08M28.00S,2022-12-10T03:17:50.3Z,1,REGULAR,freethrow,1 of 1,[],1628960,,,1610612749,10,11,2022-12-10T03:17:50Z,550000,False,,,0,,G. Allen Free Throw 1 of 1 (3 PTS),[1628960],12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
08:12,56,PT08M12.00S,2022-12-10T03:18:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.258212877792378,45.83333333333333,1610612742,12,11,2022-12-10T03:18:15Z,560000,False,21.0,6.0,1,left,L. Doncic driving Layup (2 PTS),[1629029],77,1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.17,Made,2.0,,,,,,,,,,,,,,,,,
07:58,57,PT07M58.00S,2022-12-10T03:18:25.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,90.3580814717477,48.77450980392157,1610612749,12,11,2022-12-10T03:18:34Z,570000,False,-6.0,38.0,1,right,MISS B. Lopez Hook,[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
07:56,58,PT07M56.00S,2022-12-10T03:18:27.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,12,11,2022-12-10T03:18:34Z,580000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,
07:47,59,PT07M47.00S,2022-12-10T03:18:36.3Z,1,REGULAR,3pt,Jump Shot,[],203501,27.283180026281208,79.65686274509804,1610612742,15,11,2022-12-10T03:18:41Z,590000,False,-148.0,204.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[203501, 203915]",11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.22,Made,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
07:25,61,PT07M25.00S,2022-12-10T03:18:57.8Z,1,REGULAR,2pt,Jump Shot,[],203507,83.26215505913272,32.59803921568628,1610612749,15,11,2022-12-10T03:19:06Z,610000,False,-87.0,105.0,1,right,MISS G. Antetokounmpo 13' step back Shot,[203507],34,1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,13.62,Missed,,,,,,,,,,,,,,,,,,
07:23,62,PT07M23.00S,2022-12-10T03:19:00.4Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,15,11,2022-12-10T03:19:00Z,620000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,,,
07:21,63,PT07M21.00S,2022-12-10T03:19:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,68.80749014454665,66.91176470588235,1610612749,15,11,2022-12-10T03:19:08Z,630000,False,85.0,241.0,1,right,MISS G. Allen 25' 3PT,[1628960],12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
07:19,64,PT07M19.00S,2022-12-10T03:19:03.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,15,11,2022-12-10T03:19:20Z,640000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,63.0,1.0,0.0,1.0,,,,,,,
07:19,65,PT07M19.00S,2022-12-10T03:19:05.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,15,11,2022-12-10T03:19:25Z,650000,False,0.0,0.0,1,right,MISS G. Antetokounmpo tip Layup,[203507],34,1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
07:16,66,PT07M16.00S,2022-12-10T03:19:08.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,15,11,2022-12-10T03:19:25Z,660000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:1),[203915],26,1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,65.0,2.0,1.0,1.0,,,,,,,
07:02,67,PT07M02.00S,2022-12-10T03:19:20.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,21.632720105124836,89.2156862745098,1610612742,18,11,2022-12-10T03:19:29Z,670000,False,-196.0,151.0,1,left,L. Doncic 24' 3PT turnaround (5 PTS),[1629029],77,1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,24.74,Made,5.0,,,,,,,,,,,,,,,,,
06:57,68,PT06M57.00S,2022-12-10T03:19:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,18,11,2022-12-10T03:19:32Z,680000,False,,,0,,MIL Timeout,[],,1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:57,69,PT06M57.00S,2022-12-10T03:22:07.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,18,11,2022-12-10T03:22:47Z,690000,False,,,0,,SUB out: K. Middleton,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:57,70,PT06M57.00S,2022-12-10T03:22:07.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,11,2022-12-10T03:22:47Z,700000,False,,,0,,SUB out: B. Lopez,[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
06:57,71,PT06M57.00S,2022-12-10T03:22:07.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,18,11,2022-12-10T03:22:47Z,710000,False,,,0,,SUB in: B. Portis,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
06:57,72,PT06M57.00S,2022-12-10T03:22:07.0Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,18,11,2022-12-10T03:22:47Z,720000,False,,,0,,SUB in: J. Carter,[1628975],5,1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
06:47,73,PT06M47.00S,2022-12-10T03:23:12.1Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,18,11,2022-12-10T03:23:18Z,730000,False,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (1 TO),[203507],34,1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,202053.0,,,,
06:24,74,PT06M24.00S,2022-12-10T03:23:46.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,25.57490144546649,82.84313725490196,1610612742,18,11,2022-12-10T03:23:53Z,740000,False,-164.0,188.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],77,1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
06:22,75,PT06M22.00S,2022-12-10T03:23:48.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,18,11,2022-12-10T03:23:53Z,750000,False,,,0,,TEAM defensive REBOUND,[],,1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,74.0,,,,,,,,,,
06:01,77,PT06M01.00S,2022-12-10T03:24:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.9060446780552,47.30392156862745,1610612749,18,13,2022-12-10T03:24:30Z,770000,False,-13.0,5.0,1,right,G. Antetokounmpo driving DUNK (5 PTS),[203507],34,1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.43,Made,5.0,,,,,,,,,,,,,,,,,
05:41,78,PT05M41.00S,2022-12-10T03:24:40.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,23.99802890932983,84.31372549019608,1610612742,18,13,2022-12-10T03:24:45Z,780000,False,-172.0,173.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,24.37,Missed,,,,,,,,,,,,,,,,,,
05:38,79,PT05M38.00S,2022-12-10T03:24:43.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,18,13,2022-12-10T03:24:45Z,790000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,
05:22,80,PT05M22.00S,2022-12-10T03:25:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,93.77463863337714,50.0,1610612749,18,15,2022-12-10T03:25:04Z,800000,False,0.0,6.0,1,right,B. Portis cutting Layup (2 PTS) (G. Allen 3 AST),"[1626171, 1628960]",9,1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.6,Made,2.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,
