actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
49,PT06M21.00S,2023-01-31T01:50:16.7Z,1,REGULAR,foul,personal,[],202692,,,1610612742,13,11,2023-01-31T01:50:52Z,490000,False,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1629029]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,200832.0,1.0,0.0,Doncic,1629029.0,,,,,
51,PT06M21.00S,2023-01-31T01:50:27.8Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,13,11,2023-01-31T01:50:30Z,510000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M21.00S,2023-01-31T01:50:27.8Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,13,11,2023-01-31T01:50:30Z,520000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M20.00S,2023-01-31T01:50:46.9Z,1,REGULAR,foul,offensive,[],203939,,,1610612742,13,11,2023-01-31T01:51:36Z,530000,False,,,0,,D. Powell off-the-ball offensive FOUL (1 PF),"[203939, 202692]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628172.0,1.0,0.0,Burks,202692.0,,,,,
55,PT06M20.00S,2023-01-31T01:50:46.9Z,1,REGULAR,turnover,offensive foul,[],203939,,,1610612742,13,11,2023-01-31T01:50:46Z,550000,False,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,1628172.0,,,,,,,,,
56,PT06M07.00S,2023-01-31T01:51:13.6Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612765,13,11,2023-01-31T01:51:46Z,560000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[203939, 202711]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,200832.0,2.0,0.0,Bogdanovic,202711.0,,,,,
58,PT06M07.00S,2023-01-31T01:51:43.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202711,,,1610612765,13,12,2023-01-31T01:51:43Z,580000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
59,PT06M07.00S,2023-01-31T01:51:53.5Z,1,REGULAR,substitution,out,[],203939,,,1610612765,13,12,2023-01-31T01:52:02Z,590000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M07.00S,2023-01-31T01:51:53.5Z,1,REGULAR,substitution,in,[],1627827,,,1610612765,13,12,2023-01-31T01:52:02Z,600000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M07.00S,2023-01-31T01:52:16.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202711,,,1610612765,13,13,2023-01-31T01:52:16Z,610000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
62,PT05M54.00S,2023-01-31T01:52:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,7.703679369250986,45.588235294117645,1610612742,15,13,2023-01-31T01:52:45Z,620000,False,22.0,20.0,1,left,L. Doncic driving Layup (13 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,13.0,,,,,,,,,,,,,
63,PT05M46.00S,2023-01-31T01:52:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,90.3580814717477,3.1862745098039214,1610612765,15,13,2023-01-31T01:52:49Z,630000,False,-234.0,38.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
64,PT05M46.00S,2023-01-31T01:52:39.6Z,1,REGULAR,rebound,offensive,[],202711,,,1610612765,15,13,2023-01-31T01:52:49Z,640000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,63.0,1.0,0.0,1.0,,,,,,,,,,,,,,
65,PT05M39.00S,2023-01-31T01:52:46.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,83.52496714848883,62.00980392156863,1610612765,15,13,2023-01-31T01:52:52Z,650000,False,60.0,102.0,1,right,MISS B. Bogdanovic 11' driving floating Shot,[202711],1610612765.0,DET,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,,,,,,,,,,,,,,,,,,
66,PT05M38.00S,2023-01-31T01:52:47.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,15,13,2023-01-31T01:52:52Z,660000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT05M38.00S,2023-01-31T01:52:53.0Z,1,REGULAR,foul,personal,['2freethrow'],203501,,,1610612765,15,13,2023-01-31T01:53:00Z,670000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Duren 2 FT),"[203501, 1631105]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Duren,1631105.0,,,,,
69,PT05M38.00S,2023-01-31T01:53:24.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,15,13,2023-01-31T01:53:24Z,690000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2023-01-31T01:53:24.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,15,13,2023-01-31T01:53:24Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,
71,PT05M38.00S,2023-01-31T01:53:24.8Z,1,REGULAR,substitution,out,[],202692,,,1610612765,15,13,2023-01-31T01:53:32Z,710000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2023-01-31T01:53:24.8Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,15,13,2023-01-31T01:53:32Z,720000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2023-01-31T01:53:24.8Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,15,13,2023-01-31T01:53:32Z,730000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2023-01-31T01:53:24.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,15,13,2023-01-31T01:53:32Z,740000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2023-01-31T01:53:49.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,15,14,2023-01-31T01:53:49Z,750000,False,,,0,,J. Duren Free Throw 2 of 2 (5 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
76,PT05M24.00S,2023-01-31T01:54:06.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.33442838370565,12.745098039215685,1610612742,15,14,2023-01-31T01:54:16Z,760000,False,186.0,214.0,1,left,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,28.36,Missed,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2023-01-31T01:54:09.3Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,15,14,2023-01-31T01:54:16Z,770000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,
78,PT05M11.00S,2023-01-31T01:54:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630587,77.87450722733246,9.068627450980392,1610612765,15,14,2023-01-31T01:54:24Z,780000,False,-205.0,155.0,1,right,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
79,PT05M07.00S,2023-01-31T01:54:22.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,15,14,2023-01-31T01:54:24Z,790000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M01.00S,2023-01-31T01:54:28.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,28.33442838370565,77.20588235294117,1610612742,15,14,2023-01-31T01:54:32Z,800000,False,-136.0,214.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
