actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
345,PT09M56.00S,2022-11-03T01:55:43.3Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,49,58,2022-11-03T01:55:49Z,3400000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (5 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,202053.0,,,,,,,,,5.0,,,,
347,PT09M46.00S,2022-11-03T01:56:17.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201144,30.17411300919842,25.98039215686275,1610612762,49,58,2022-11-03T01:56:35Z,3420000,120.0,231.0,1,left,MISS M. Conley 26' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
348,PT09M44.00S,2022-11-03T01:56:20.2Z,3,REGULAR,rebound,offensive,[],1629020,,,1610612762,49,58,2022-11-03T01:56:20Z,3430000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,347.0,3.0,1.0,2.0,,,,,
349,PT09M36.00S,2022-11-03T01:56:28.5Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612762,49,58,2022-11-03T01:56:38Z,3440000,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 201580]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,McGee,201580.0,,
350,PT09M36.00S,2022-11-03T01:56:28.5Z,3,REGULAR,steal,,[],201580,,,1610612742,49,58,2022-11-03T01:56:30Z,3450000,,,0,,J. McGee STEAL (1 STL),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
351,PT09M20.00S,2022-11-03T01:56:44.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203493,94.43166885676742,96.32352941176471,1610612742,49,58,2022-11-03T01:56:48Z,3460000,232.0,0.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
352,PT09M17.00S,2022-11-03T01:56:47.0Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,49,58,2022-11-03T01:56:48Z,3470000,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,351.0,5.0,5.0,0.0,,,,,
353,PT09M12.00S,2022-11-03T01:56:52.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203903,31.35676741130092,36.51960784313725,1610612762,49,61,2022-11-03T01:56:56Z,3480000,67.0,242.0,1,left,J. Clarkson 25' 3PT pullup (17 PTS) (M. Conley 3 AST),"[203903, 201144]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.15,Made,17.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,
355,PT08M46.00S,2022-11-03T01:57:18.1Z,3,REGULAR,3pt,Jump Shot,[],203915,71.56701708278581,79.90196078431373,1610612742,49,61,2022-11-03T01:58:10Z,3500000,150.0,215.0,1,right,MISS S. Dinwiddie 26' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
356,PT08M45.00S,2022-11-03T01:57:19.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,49,61,2022-11-03T01:58:05Z,3510000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,355.0,,,,,,,,
358,PT08M45.00S,2022-11-03T01:57:42.7Z,3,REGULAR,foul,personal,[],201580,,,1610612762,49,61,2022-11-03T01:57:50Z,3530000,,,0,,J. McGee loose ball personal FOUL (1 PF),"[201580, 1628374]",1610612742.0,DAL,loose ball,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,1.0,1.0,Markkanen,1628374.0,,,,,,,,,
360,PT08M45.00S,2022-11-03T01:57:53.3Z,3,REGULAR,substitution,out,[],203493,,,1610612762,49,61,2022-11-03T01:58:05Z,3550000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M45.00S,2022-11-03T01:57:53.3Z,3,REGULAR,substitution,out,[],201580,,,1610612762,49,61,2022-11-03T01:58:05Z,3560000,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M45.00S,2022-11-03T01:57:53.3Z,3,REGULAR,substitution,in,[],203939,,,1610612762,49,61,2022-11-03T01:58:05Z,3570000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M45.00S,2022-11-03T01:57:53.3Z,3,REGULAR,substitution,in,[],203501,,,1610612762,49,61,2022-11-03T01:58:05Z,3580000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M31.00S,2022-11-03T01:58:12.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,49,61,2022-11-03T01:58:12Z,3590000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M23.00S,2022-11-03T02:01:08.9Z,3,REGULAR,3pt,Jump Shot,[],203903,27.677398160315374,78.43137254901961,1610612762,49,64,2022-11-03T02:01:14Z,3610000,-142.0,208.0,1,left,J. Clarkson 25' 3PT  (20 PTS) (M. Conley 4 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.17,Made,20.0,M. Conley,201144.0,4.0,,,,,,,,,,,,,,
368,PT08M10.00S,2022-11-03T02:01:25.5Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612742,49,64,2022-11-03T02:01:35Z,3630000,,,0,,K. Olynyk shooting personal FOUL (4 PF) (Doncic 2 FT),"[203482, 1629029]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,4.0,0.0,Doncic,1629029.0,,,,,,,,,
370,PT08M10.00S,2022-11-03T02:02:09.4Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,50,64,2022-11-03T02:03:53Z,3650000,,,0,,L. Doncic Free Throw 1 of 2 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
373,PT08M10.00S,2022-11-03T02:02:09.4Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,51,64,2022-11-03T02:03:53Z,3655000,,,0,,L. Doncic Free Throw 2 of 2 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
371,PT08M10.00S,2022-11-03T02:02:10.4Z,3,REGULAR,substitution,out,[],203482,,,1610612762,51,64,2022-11-03T02:03:53Z,3660000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M10.00S,2022-11-03T02:02:10.4Z,3,REGULAR,substitution,in,[],1627736,,,1610612762,51,64,2022-11-03T02:03:53Z,3670000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M02.00S,2022-11-03T02:02:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,15.719448094612352,37.254901960784316,1610612762,51,64,2022-11-03T02:05:00Z,3675000,64.0,95.0,1,left,MISS J. Clarkson 11' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,11.46,Missed,,,,,,,,,,,,,,,,,,
375,PT08M00.00S,2022-11-03T02:02:46.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,51,64,2022-11-03T02:03:00Z,3677500,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,374.0,,,,,,,,
376,PT08M00.00S,2022-11-03T02:02:55.0Z,3,REGULAR,foul,personal,[],203915,,,1610612762,51,64,2022-11-03T02:03:09Z,3710000,,,0,,S. Dinwiddie loose ball personal FOUL (1 PF),"[203915, 1629020]",1610612742.0,DAL,loose ball,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
378,PT07M49.00S,2022-11-03T02:03:17.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203903,27.020367936925098,77.69607843137256,1610612762,51,64,2022-11-03T02:05:51Z,3730000,-138.0,201.0,1,left,MISS J. Clarkson 24' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
379,PT07M45.00S,2022-11-03T02:03:21.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,51,64,2022-11-03T02:03:36Z,3740000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,378.0,3.0,3.0,0.0,,,,,
380,PT07M37.00S,2022-11-03T02:03:30.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.38042049934296,59.068627450980394,1610612742,53,64,2022-11-03T02:03:45Z,3750000,45.0,10.0,1,right,L. Doncic Layup (22 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,22.0,,,,,,,,,,,,,,,,,
381,PT07M15.00S,2022-11-03T02:03:51.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,14.536793692509855,37.00980392156863,1610612762,53,64,2022-11-03T02:06:36Z,3760000,65.0,84.0,1,left,MISS M. Beasley 10' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Right,10.63,Missed,,,,,,,,,,,,,,,,,,
382,PT07M14.00S,2022-11-03T02:03:52.6Z,3,REGULAR,rebound,offensive,[],1627736,,,1610612762,53,64,2022-11-03T02:16:49Z,3770000,,,0,,M. Beasley REBOUND (Off:1 Def:3),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,381.0,4.0,3.0,1.0,,,,,
468,PT07M12.00S,2022-11-03T02:03:54.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627736,9.904730617608408,50.245098039215684,1610612762,53,64,2022-11-03T02:17:33Z,3775000,-1.0,41.0,1,left,MISS M. Beasley putback Layup - blocked,"[1627736, 203939]",1610612762.0,UTA,putback,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,Powell,203939.0
469,PT07M12.00S,2022-11-03T02:03:54.8Z,3,REGULAR,block,,[],203939,,,1610612762,53,64,2022-11-03T02:17:18Z,3777500,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
470,PT07M11.00S,2022-11-03T02:03:55.8Z,3,REGULAR,rebound,offensive,[],1627736,,,1610612762,53,64,2022-11-03T02:17:33Z,3778750,,,0,,M. Beasley REBOUND (Off:2 Def:3),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,468.0,5.0,3.0,2.0,,,,,
383,PT07M09.00S,2022-11-03T02:03:58.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627736,8.09789750328515,49.26470588235294,1610612762,53,64,2022-11-03T02:17:18Z,3780000,4.0,24.0,1,left,MISS M. Beasley Layup,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
384,PT07M08.00S,2022-11-03T02:03:59.5Z,3,REGULAR,rebound,offensive,[],1627736,,,1610612762,53,64,2022-11-03T02:03:59Z,3790000,,,0,,M. Beasley REBOUND (Off:3 Def:3),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,383.0,6.0,3.0,3.0,,,,,
385,PT07M07.00S,2022-11-03T02:04:00.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627736,9.543363994743759,48.529411764705884,1610612762,53,64,2022-11-03T02:04:09Z,3800000,7.0,37.0,1,left,MISS M. Beasley Layup - blocked,"[1627736, 1627827]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,Finney-Smith,1627827.0
386,PT07M07.00S,2022-11-03T02:04:00.3Z,3,REGULAR,block,,[],1627827,,,1610612762,53,64,2022-11-03T02:04:02Z,3810000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
387,PT07M04.00S,2022-11-03T02:04:03.3Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,53,64,2022-11-03T02:04:09Z,3820000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,385.0,4.0,4.0,0.0,,,,,
388,PT06M59.00S,2022-11-03T02:04:08.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629029,92.19776609724047,43.872549019607845,1610612742,55,64,2022-11-03T02:09:38Z,3830000,-31.0,21.0,1,right,L. Doncic running Layup (24 PTS),[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,3.7,Made,24.0,,,,,,,,,,,,,,,,,
389,PT06M31.00S,2022-11-03T02:04:35.7Z,3,REGULAR,turnover,bad pass,[],203903,,,1610612762,55,64,2022-11-03T02:04:38Z,3840000,,,0,,J. Clarkson bad pass TURNOVER (3 TO),"[203903, 1627827]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,Finney-Smith,1627827.0,,
390,PT06M31.00S,2022-11-03T02:04:35.7Z,3,REGULAR,steal,,[],1627827,,,1610612742,55,64,2022-11-03T02:04:37Z,3850000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
391,PT06M27.00S,2022-11-03T02:04:40.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,93.38042049934296,49.754901960784316,1610612742,57,64,2022-11-03T02:04:47Z,3860000,-1.0,10.0,1,right,D. Finney-Smith running alley-oop DUNK (4 PTS) (L. Doncic 8 AST),"[1627827, 1629029]",1610612742.0,DAL,running alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.98,Made,4.0,L. Doncic,1629029.0,8.0,,,,,,,,,,,,,,
393,PT06M27.00S,2022-11-03T02:04:46.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,57,64,2022-11-03T02:04:46Z,3880000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M27.00S,2022-11-03T02:05:55.6Z,3,REGULAR,substitution,out,[],203903,,,1610612762,57,64,2022-11-03T02:06:20Z,3890000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M27.00S,2022-11-03T02:05:55.6Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,57,64,2022-11-03T02:06:20Z,3900000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M17.00S,2022-11-03T02:06:32.6Z,3,REGULAR,3pt,Jump Shot,[],1629012,18.74178712220762,93.13725490196079,1610612762,57,64,2022-11-03T02:06:37Z,3910000,-216.0,124.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
397,PT06M13.00S,2022-11-03T02:06:36.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,57,64,2022-11-03T02:06:37Z,3920000,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,396.0,2.0,1.0,1.0,,,,,
398,PT06M07.00S,2022-11-03T02:06:45.6Z,3,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,57,64,2022-11-03T02:06:52Z,3930000,,,0,,T. Hardaway Jr. bad pass out-of-bounds TURNOVER (1 TO),[203501],1610612742.0,DAL,bad pass,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,,,,1628159.0,,,,,,,,,1.0,,,,
399,PT05M52.00S,2022-11-03T02:07:08.6Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612762,57,64,2022-11-03T02:07:15Z,3940000,,,0,,D. Powell shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[203939, 1629020]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202053.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
401,PT05M52.00S,2022-11-03T02:07:40.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629020,,,1610612762,57,65,2022-11-03T02:07:40Z,3960000,,,0,,J. Vanderbilt Free Throw 1 of 2 (8 PTS),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
402,PT05M52.00S,2022-11-03T02:08:00.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629020,,,1610612762,57,66,2022-11-03T02:08:00Z,3970000,,,0,,J. Vanderbilt Free Throw 2 of 2 (9 PTS),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
403,PT05M33.00S,2022-11-03T02:08:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,93.11760840998686,50.98039215686274,1610612742,59,66,2022-11-03T02:08:29Z,3980000,5.0,12.0,1,right,D. Powell reverse Layup (7 PTS) (L. Doncic 9 AST),"[203939, 1629029]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.31,Made,7.0,L. Doncic,1629029.0,9.0,,,,,,,,,,,,,,
405,PT05M23.00S,2022-11-03T02:08:33.0Z,3,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,59,66,2022-11-03T02:08:39Z,4000000,,,0,,M. Conley bad pass out-of-bounds TURNOVER (3 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,202041.0,,,,,,,,,3.0,,,,
406,PT05M07.00S,2022-11-03T02:08:51.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,89.17542706964521,62.254901960784316,1610612742,59,66,2022-11-03T02:08:57Z,4010000,61.0,49.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,,,,,,,,,,,,,,,,,
407,PT05M05.00S,2022-11-03T02:08:53.3Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,59,66,2022-11-03T02:08:53Z,4020000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,406.0,3.0,1.0,2.0,,,,,
408,PT05M04.00S,2022-11-03T02:08:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203939,93.9060446780552,48.77450980392157,1610612742,61,66,2022-11-03T02:09:02Z,4030000,-6.0,5.0,1,right,D. Powell putback Layup (9 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.78,Made,9.0,,,,,,,,,,,,,,,,,
409,PT04M43.00S,2022-11-03T02:09:15.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,13.485545335085414,42.8921568627451,1610612762,61,66,2022-11-03T02:19:40Z,4040000,36.0,74.0,1,left,MISS J. Vanderbilt 8' floating Shot,[1629020],1610612762.0,UTA,floating,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
410,PT04M41.00S,2022-11-03T02:09:17.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,61,66,2022-11-03T02:09:19Z,4050000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,409.0,4.0,2.0,2.0,,,,,
411,PT04M35.00S,2022-11-03T02:09:26.9Z,3,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612742,61,66,2022-11-03T02:09:35Z,4060000,,,0,,C. Sexton shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629012, 1629029]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
413,PT04M35.00S,2022-11-03T02:09:56.4Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,62,66,2022-11-03T02:09:56Z,4080000,,,0,,L. Doncic Free Throw 1 of 2 (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
414,PT04M35.00S,2022-11-03T02:09:57.2Z,3,REGULAR,substitution,out,[],203939,,,1610612742,62,66,2022-11-03T02:10:22Z,4090000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M35.00S,2022-11-03T02:09:57.2Z,3,REGULAR,substitution,out,[],203915,,,1610612742,62,66,2022-11-03T02:10:22Z,4100000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M35.00S,2022-11-03T02:09:57.2Z,3,REGULAR,substitution,in,[],1626174,,,1610612742,62,66,2022-11-03T02:10:22Z,4110000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M35.00S,2022-11-03T02:09:57.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,62,66,2022-11-03T02:10:22Z,4120000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M35.00S,2022-11-03T02:10:32.4Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,63,66,2022-11-03T02:10:32Z,4130000,,,0,,L. Doncic Free Throw 2 of 2 (26 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
419,PT04M24.00S,2022-11-03T02:10:46.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,5.995400788436268,52.450980392156865,1610612762,63,68,2022-11-03T02:10:50Z,4140000,-12.0,4.0,1,left,J. Vanderbilt cutting Layup (11 PTS) (M. Conley 5 AST),"[1629020, 201144]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.29,Made,11.0,M. Conley,201144.0,5.0,,,,,,,,,,,,,,
421,PT04M06.00S,2022-11-03T02:11:04.2Z,3,REGULAR,turnover,lost ball,[],1626174,,,1610612742,63,68,2022-11-03T02:11:09Z,4160000,,,0,,C. Wood lost ball TURNOVER (3 TO),"[1626174, 1629012]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,Sexton,1629012.0,,
422,PT04M06.00S,2022-11-03T02:11:04.2Z,3,REGULAR,steal,,[],1629012,,,1610612762,63,68,2022-11-03T02:11:09Z,4170000,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
423,PT03M56.00S,2022-11-03T02:11:14.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,6.652431011826544,57.84313725490197,1610612762,63,68,2022-11-03T02:21:32Z,4180000,-39.0,10.0,1,left,MISS C. Sexton cutting Layup - blocked,"[1629012, 1628467]",1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
424,PT03M56.00S,2022-11-03T02:11:14.4Z,3,REGULAR,block,,[],1628467,,,1610612762,63,68,2022-11-03T02:11:16Z,4190000,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
