actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
531,PT08M33.00S,2026-04-05T00:59:30.1Z,4,REGULAR,substitution,out,[],1642450,,,1610612755,83,98,2026-04-05T01:00:07Z,5170000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
532,PT08M33.00S,2026-04-05T00:59:30.1Z,4,REGULAR,substitution,in,[],1631204,,,1610612755,83,98,2026-04-05T01:00:07Z,5180000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
533,PT08M18.00S,2026-04-05T01:00:44.5Z,4,REGULAR,foul,personal,[],1641842,,,1610612755,83,98,2026-04-05T01:00:50Z,5190000,False,,,0,,R. Holland II personal FOUL (1 PF),"[1641842, 202331]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,1628171.0,,Holland II,R. Holland II,1.0,0.0,George,202331.0,,,,,,,,,,,,,,
535,PT08M10.00S,2026-04-05T01:01:11.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.59198423127464,50.73529411764706,1610612755,83,98,2026-04-05T01:03:07Z,5210000,False,4.0,17.0,1,right,MISS A. Drummond cutting Layup,[203083],1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,,,,,Missed,,1.75,,,,,,,,,,,
536,PT08M06.00S,2026-04-05T01:01:15.4Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,83,98,2026-04-05T01:03:07Z,5220000,False,,,0,,R. Holland II REBOUND (Off:1 Def:5),[1641842],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Holland II,R. Holland II,,,,,,,,,,,535.0,6.0,5.0,1.0,,,,
537,PT07M59.00S,2026-04-05T01:01:25.4Z,4,REGULAR,foul,personal,['2freethrow'],203083,,,1610612765,83,98,2026-04-05T01:01:33Z,5230000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Duren 2 FT),"[203083, 1631105]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,200834.0,,Drummond,A. Drummond,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,
539,PT07M59.00S,2026-04-05T01:01:55.9Z,4,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,83,98,2026-04-05T01:01:55Z,5250000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Missed,,,,,,,,,,,,,
540,PT07M59.00S,2026-04-05T01:01:55.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,83,98,2026-04-05T01:01:55Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,539.0,,,,,,,
541,PT07M59.00S,2026-04-05T01:02:11.6Z,4,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,83,99,2026-04-05T01:02:11Z,5270000,False,,,0,,J. Duren Free Throw 2 of 2 (16 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Made,16.0,,,,,,,,,,,,
542,PT07M44.00S,2026-04-05T01:02:29.0Z,4,REGULAR,3pt,Jump Shot,[],1642845,68.91220433639947,34.04564950980392,1610612755,83,99,2026-04-05T01:04:25Z,5280000,False,-80.0,240.0,1,right,MISS V. Edgecombe 25' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,25.26,,,,,,,,,,,
543,PT07M43.00S,2026-04-05T01:02:30.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,83,99,2026-04-05T01:02:34Z,5290000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,542.0,,,,,,,
545,PT07M43.00S,2026-04-05T01:02:55.3Z,4,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612755,83,99,2026-04-05T01:03:22Z,5310000,False,,,0,,C. LeVert away-from-play personal FOUL (1 PF) (Edgecombe 1 FT),"[1627747, 1642845]",1610612765.0,DET,away-from-play,,,,,,Mid-Range,16-24 Left Center,1830.0,,LeVert,C. LeVert,1.0,0.0,Edgecombe,1642845.0,,,,,,,,,,,,,,
547,PT07M43.00S,2026-04-05T01:03:26.2Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630178,,,1610612755,83,99,2026-04-05T01:03:26Z,5330000,False,,,0,,MISS T. Maxey away-from-play Free Throw 1 of 1,[1630178],1610612755.0,PHI,away-from-play,,,,,,,,,,Maxey,T. Maxey,,,,,Missed,,,,,,,,,,,,,
548,PT07M43.00S,2026-04-05T01:03:26.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,83,99,2026-04-05T01:03:29Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,547.0,,,,,,,
549,PT07M35.00S,2026-04-05T01:03:37.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,63.41984231274639,40.19607843137255,1610612755,83,99,2026-04-05T01:05:04Z,5350000,False,-49.0,291.0,1,right,MISS T. Maxey 29' step back 3PT,[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Center,,,Maxey,T. Maxey,,,,,Missed,,29.55,,,,,,,,,,,
550,PT07M34.00S,2026-04-05T01:03:38.0Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612765,83,99,2026-04-05T01:03:48Z,5360000,False,,,0,,K. Huerter REBOUND (Off:1 Def:4),[1628989],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Huerter,K. Huerter,,,,,,,,,,,549.0,5.0,4.0,1.0,,,,
551,PT07M34.00S,2026-04-05T01:03:41.4Z,4,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612765,83,99,2026-04-05T01:03:51Z,5370000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Holland II 2 FT),"[1629656, 1641842]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1830.0,,Grimes,Q. Grimes,2.0,0.0,Holland II,1641842.0,,,,,,,,,,,,,,
553,PT07M34.00S,2026-04-05T01:04:14.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641842,,,1610612765,83,99,2026-04-05T01:04:14Z,5390000,False,,,0,,MISS R. Holland II Free Throw 1 of 2,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,Missed,,,,,,,,,,,,,
554,PT07M34.00S,2026-04-05T01:04:14.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,83,99,2026-04-05T01:04:14Z,5400000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,553.0,,,,,,,
555,PT07M34.00S,2026-04-05T01:04:28.3Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,83,99,2026-04-05T01:04:33Z,5410000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
556,PT07M34.00S,2026-04-05T01:04:28.3Z,4,REGULAR,substitution,out,[],1631204,,,1610612765,83,99,2026-04-05T01:04:33Z,5420000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
557,PT07M34.00S,2026-04-05T01:04:28.3Z,4,REGULAR,substitution,in,[],1630194,,,1610612765,83,99,2026-04-05T01:04:33Z,5430000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
558,PT07M34.00S,2026-04-05T01:04:28.3Z,4,REGULAR,substitution,in,[],1642450,,,1610612765,83,99,2026-04-05T01:04:33Z,5440000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
559,PT07M34.00S,2026-04-05T01:04:39.6Z,4,REGULAR,substitution,out,[],1629656,,,1610612765,83,99,2026-04-05T01:04:41Z,5450000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
560,PT07M34.00S,2026-04-05T01:04:39.6Z,4,REGULAR,substitution,in,[],1626162,,,1610612765,83,99,2026-04-05T01:04:41Z,5460000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
561,PT07M34.00S,2026-04-05T01:04:52.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641842,,,1610612765,83,100,2026-04-05T01:04:52Z,5470000,False,,,0,,R. Holland II Free Throw 2 of 2 (8 PTS),[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,Made,8.0,,,,,,,,,,,,
562,PT07M06.00S,2026-04-05T01:05:24.2Z,4,REGULAR,turnover,lost ball,[],203083,,,1610612755,83,100,2026-04-05T01:05:30Z,5480000,False,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1627747]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Drummond,A. Drummond,,,,,,,,,,,,,,,LeVert,1627747.0,,
563,PT07M06.00S,2026-04-05T01:05:24.2Z,4,REGULAR,steal,,[],1627747,,,1610612765,83,100,2026-04-05T01:08:51Z,5490000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
564,PT06M53.00S,2026-04-05T01:05:38.0Z,4,REGULAR,turnover,lost ball,[],1642450,,,1610612765,83,100,2026-04-05T01:05:42Z,5500000,False,,,0,,D. Jenkins lost ball TURNOVER (1 TO),"[1642450, 1626162]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Jenkins,D. Jenkins,,,,,,,,,,,,,,,Oubre Jr.,1626162.0,,
565,PT06M53.00S,2026-04-05T01:05:38.0Z,4,REGULAR,steal,,[],1626162,,,1610612755,83,100,2026-04-05T01:05:40Z,5510000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
566,PT06M50.00S,2026-04-05T01:05:41.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642845,92.72339027595268,45.83333333333333,1610612755,83,100,2026-04-05T01:05:50Z,5520000,False,-21.0,16.0,1,right,MISS V. Edgecombe running finger roll Layup,[1642845],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,2.62,,,,,,,,,,,
567,PT06M47.00S,2026-04-05T01:05:44.5Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612765,83,100,2026-04-05T01:05:54Z,5530000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,LeVert,C. LeVert,,,,,,,,,,,566.0,2.0,1.0,1.0,,,,
568,PT06M42.00S,2026-04-05T01:05:55.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,83,100,2026-04-05T01:05:58Z,5540000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,out,[],203083,,,1610612765,83,100,2026-04-05T01:08:36Z,5550000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
570,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,out,[],1641842,,,1610612765,83,100,2026-04-05T01:08:36Z,5560000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
571,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,out,[],1627747,,,1610612765,83,100,2026-04-05T01:08:36Z,5570000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
572,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,out,[],1628989,,,1610612765,83,100,2026-04-05T01:08:36Z,5580000,False,,,0,,SUB out: K. Huerter,[1628989],1610612765.0,DET,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
573,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,in,[],1631230,,,1610612765,83,100,2026-04-05T01:08:36Z,5590000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
574,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,83,100,2026-04-05T01:08:36Z,5600000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
575,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,in,[],202699,,,1610612765,83,100,2026-04-05T01:08:36Z,5610000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
576,PT06M42.00S,2026-04-05T01:08:09.7Z,4,REGULAR,substitution,in,[],1629130,,,1610612765,83,100,2026-04-05T01:08:36Z,5620000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
577,PT06M35.00S,2026-04-05T01:08:54.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,6.258212877792378,52.94117647058824,1610612765,83,102,2026-04-05T01:08:58Z,5630000,False,-15.0,6.0,1,left,A. Thompson cutting Layup (12 PTS) (D. Jenkins 12 AST),"[1641709, 1642450]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Made,12.0,1.6,D. Jenkins,1642450.0,12.0,,,,,,,,
579,PT06M19.00S,2026-04-05T01:09:10.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,91.40932982917214,48.77450980392157,1610612755,83,102,2026-04-05T01:10:18Z,5650000,False,-6.0,28.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Oubre Jr.,K. Oubre Jr.,,,,,Missed,,2.89,,,,,,,,,,,
580,PT06M15.00S,2026-04-05T01:09:14.7Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,83,102,2026-04-05T01:09:14Z,5660000,False,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,,,,,,,579.0,5.0,3.0,2.0,,,,
581,PT06M09.00S,2026-04-05T01:09:20.3Z,4,REGULAR,3pt,Jump Shot,[],202699,8.492115637319317,3.9215686274509802,1610612765,83,102,2026-04-05T01:09:25Z,5670000,False,230.0,27.0,1,left,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Harris,T. Harris,,,,,Missed,,23.2,,,,,,,,,,,
582,PT06M06.00S,2026-04-05T01:09:23.3Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,83,102,2026-04-05T01:09:25Z,5680000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,581.0,3.0,3.0,0.0,,,,
584,PT05M48.00S,2026-04-05T01:09:41.7Z,4,REGULAR,3pt,Jump Shot,[],1626162,89.56964520367937,1.9607843137254901,1610612755,83,102,2026-04-05T01:09:46Z,5700000,False,-240.0,46.0,1,right,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Oubre Jr.,K. Oubre Jr.,,,,,Missed,,24.45,,,,,,,,,,,
585,PT05M45.00S,2026-04-05T01:09:44.7Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,83,102,2026-04-05T01:09:51Z,5710000,False,,,0,,P. Reed REBOUND (Off:2 Def:4),[1630194],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Reed,P. Reed,,,,,,,,,,,584.0,6.0,4.0,2.0,,,,
586,PT05M28.00S,2026-04-05T01:10:01.6Z,4,REGULAR,2pt,Jump Shot,[],202699,10.068988173455978,66.17647058823529,1610612765,83,104,2026-04-05T01:11:14Z,5720000,False,-81.0,42.0,1,left,T. Harris 9' turnaround fadeaway Jump Shot (17 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,,Harris,T. Harris,,,,,Made,17.0,9.12,,,,,,,,,,,
587,PT05M11.00S,2026-04-05T01:10:18.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,91.67214191852825,48.28431372549019,1610612755,85,104,2026-04-05T01:11:44Z,5730000,False,-9.0,26.0,1,right,D. Barlow driving Layup (4 PTS) (P. George 4 AST),"[1631230, 202331]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Barlow,D. Barlow,,,,,Made,4.0,2.72,P. George,202331.0,4.0,,,,,,,,
589,PT04M56.00S,2026-04-05T01:10:39.5Z,4,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612765,85,104,2026-04-05T01:10:45Z,5750000,False,,,0,,D. Barlow shooting personal FOUL (4 PF) (Reed 2 FT),"[1631230, 1630194]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1628171.0,,Barlow,D. Barlow,4.0,0.0,Reed,1630194.0,,,,,,,,,,,,,,
591,PT04M56.00S,2026-04-05T01:11:04.5Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612765,85,104,2026-04-05T01:11:04Z,5770000,False,,,0,,MISS P. Reed Free Throw 1 of 2,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,Missed,,,,,,,,,,,,,
592,PT04M56.00S,2026-04-05T01:11:04.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,85,104,2026-04-05T01:11:04Z,5780000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,,,,
593,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,out,[],1630178,,,1610612765,85,104,2026-04-05T01:11:20Z,5790000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
594,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,out,[],202331,,,1610612765,85,104,2026-04-05T01:11:20Z,5800000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
595,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,out,[],1642845,,,1610612765,85,104,2026-04-05T01:11:20Z,5810000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
596,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,in,[],1642348,,,1610612765,85,104,2026-04-05T01:11:20Z,5820000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
597,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,in,[],1630570,,,1610612765,85,104,2026-04-05T01:11:20Z,5830000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
598,PT04M56.00S,2026-04-05T01:11:05.1Z,4,REGULAR,substitution,in,[],1631133,,,1610612765,85,104,2026-04-05T01:11:20Z,5840000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
599,PT04M56.00S,2026-04-05T01:11:36.5Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612765,85,104,2026-04-05T01:11:36Z,5850000,False,,,0,,MISS P. Reed Free Throw 2 of 2,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,Missed,,,,,,,,,,,,,
600,PT04M53.00S,2026-04-05T01:11:37.7Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,85,104,2026-04-05T01:11:37Z,5860000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:4),[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,599.0,4.0,4.0,0.0,,,,
601,PT04M35.00S,2026-04-05T01:11:55.7Z,4,REGULAR,3pt,Jump Shot,[],1642348,67.62483574244416,71.07843137254902,1610612755,85,104,2026-04-05T01:12:00Z,5870000,False,105.0,252.0,1,right,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Edwards,J. Edwards,,,,,Missed,,27.3,,,,,,,,,,,
602,PT04M32.00S,2026-04-05T01:11:58.7Z,4,REGULAR,rebound,defensive,[],202699,,,1610612765,85,104,2026-04-05T01:12:00Z,5880000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Harris,T. Harris,,,,,,,,,,,601.0,4.0,4.0,0.0,,,,
603,PT04M08.00S,2026-04-05T01:12:22.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,7.5722733245729295,46.07843137254902,1610612765,85,104,2026-04-05T01:12:27Z,5890000,False,20.0,19.0,1,left,MISS D. Jenkins driving finger roll Layup,[1642450],1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Jenkins,D. Jenkins,,,,,Missed,,2.71,,,,,,,,,,,
604,PT04M06.00S,2026-04-05T01:12:25.0Z,4,REGULAR,rebound,offensive,[],1641709,,,1610612765,85,104,2026-04-05T01:12:25Z,5900000,False,,,0,,A. Thompson REBOUND (Off:5 Def:0),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,603.0,5.0,0.0,5.0,,,,
605,PT03M59.00S,2026-04-05T01:12:32.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,33.85348226018397,54.166666666666664,1610612765,85,107,2026-04-05T01:12:37Z,5910000,False,-21.0,266.0,1,left,D. Robinson 26' 3PT  (11 PTS) (D. Jenkins 13 AST),"[1629130, 1642450]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Robinson,D. Robinson,,,,,Made,11.0,26.65,D. Jenkins,1642450.0,13.0,,,,,,,,
607,PT03M31.00S,2026-04-05T01:13:00.1Z,4,REGULAR,3pt,Jump Shot,[],1631230,88.38699080157687,94.6078431372549,1610612755,85,107,2026-04-05T01:13:03Z,5930000,False,223.0,57.0,1,right,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,Barlow,D. Barlow,,,,,Missed,,23.01,,,,,,,,,,,
608,PT03M29.00S,2026-04-05T01:13:02.1Z,4,REGULAR,rebound,defensive,[],1642450,,,1610612765,85,107,2026-04-05T01:13:03Z,5940000,False,,,0,,D. Jenkins REBOUND (Off:3 Def:1),[1642450],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Jenkins,D. Jenkins,,,,,,,,,,,607.0,4.0,1.0,3.0,,,,
609,PT03M08.00S,2026-04-05T01:13:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.915243101182654,49.01960784313725,1610612765,85,109,2026-04-05T01:13:26Z,5950000,False,5.0,13.0,1,left,T. Harris driving finger roll Layup (19 PTS) (D. Jenkins 14 AST),"[202699, 1642450]",1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Harris,T. Harris,,,,,Made,19.0,1.34,D. Jenkins,1642450.0,14.0,,,,,,,,
611,PT03M08.00S,2026-04-05T01:13:28.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,85,109,2026-04-05T01:15:17Z,5970000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,out,[],1626162,,,1610612755,85,109,2026-04-05T01:15:03Z,5980000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
613,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,out,[],202699,,,1610612755,85,109,2026-04-05T01:15:03Z,5990000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
614,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,out,[],1642450,,,1610612755,85,109,2026-04-05T01:15:03Z,6000000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
615,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,out,[],1629130,,,1610612755,85,109,2026-04-05T01:15:03Z,6010000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
616,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,in,[],1630699,,,1610612755,85,109,2026-04-05T01:15:03Z,6020000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612755.0,PHI,,,,,,,,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,
617,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,in,[],1641842,,,1610612755,85,109,2026-04-05T01:15:03Z,6030000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
