actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
471,PT04M57.00S,2026-03-26T00:44:46.7Z,3,REGULAR,substitution,in,[],1626166,,,1610612741,101,72,2026-03-26T00:44:53Z,4690000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M57.00S,2026-03-26T00:45:06.5Z,3,REGULAR,freethrow,2 of 2,[],1629012,,,1610612741,101,73,2026-03-26T00:45:06Z,4700000,False,,,0,,C. Sexton Free Throw 2 of 2 (10 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
473,PT04M43.00S,2026-03-26T00:45:22.4Z,3,REGULAR,2pt,Jump Shot,[],1642845,77.71024967148489,61.51960784313725,1610612755,103,73,2026-03-26T00:45:29Z,4710000,False,58.0,157.0,1,right,V. Edgecombe 16' turnaround fadeaway Jump Shot (22 PTS),[1642845],1610612755.0,PHI,turnaround fadeaway,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,16.72,Made,,,,,,,,22.0,,,,,,,,,,
474,PT04M28.00S,2026-03-26T00:45:37.9Z,3,REGULAR,3pt,Jump Shot,[],1631159,12.795663600525614,98.2843137254902,1610612741,103,73,2026-03-26T00:45:43Z,4720000,False,-241.0,68.0,1,left,MISS L. Miller 25' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,25.07,Missed,,,,,,,,,,,,,,,,,,
475,PT04M25.00S,2026-03-26T00:45:40.9Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,103,73,2026-03-26T00:45:43Z,4730000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,474.0,4.0,4.0,0.0,,,,,,,,,,,,,,
476,PT04M23.00S,2026-03-26T00:45:45.2Z,3,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,103,73,2026-03-26T00:45:50Z,4740000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,,,,,,,3.0,,,,,,,2715.0,,,,,,
477,PT04M09.00S,2026-03-26T00:46:07.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627824,11.087385019710908,52.69607843137255,1610612741,103,73,2026-03-26T00:46:13Z,4750000,False,-13.0,52.0,1,left,MISS G. Yabusele floating Shot,[1627824],1610612741.0,CHI,floating,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
478,PT04M07.00S,2026-03-26T00:46:09.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,103,73,2026-03-26T00:46:13Z,4760000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,477.0,5.0,5.0,0.0,,,,,,,,,,,,,,
479,PT03M54.00S,2026-03-26T00:46:21.5Z,3,REGULAR,2pt,Jump Shot,[],203954,76.00197109067017,48.529411764705884,1610612755,105,73,2026-03-26T00:46:27Z,4770000,False,-7.0,173.0,1,right,J. Embiid 17' fadeaway Jump Shot (31 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.33,Made,,,,,,,,31.0,,,,,,,,,,
482,PT03M45.00S,2026-03-26T00:46:53.2Z,3,REGULAR,turnover,backcourt,[],1630200,,,1610612741,105,73,2026-03-26T00:47:00Z,4800000,False,,,0,,T. Jones backcourt TURNOVER (1 TO),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,1662.0,,,,,,
483,PT03M45.00S,2026-03-26T00:47:15.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,105,73,2026-03-26T00:47:15Z,4810000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M45.00S,2026-03-26T00:48:24.1Z,3,REGULAR,substitution,out,[],1631159,,,1610612755,105,73,2026-03-26T00:48:27Z,4820000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M45.00S,2026-03-26T00:48:24.1Z,3,REGULAR,substitution,in,[],1642265,,,1610612755,105,73,2026-03-26T00:48:27Z,4830000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M34.00S,2026-03-26T00:49:04.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,66.27792378449408,54.411764705882355,1610612755,108,73,2026-03-26T00:49:09Z,4840000,False,22.0,264.0,1,right,C. Payne 26' 3PT  (9 PTS) (D. Barlow 5 AST),"[1626166, 1631230]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.54,Made,,,,,,,,9.0,D. Barlow,1631230.0,5.0,,,,,,,
488,PT03M20.00S,2026-03-26T00:49:18.1Z,3,REGULAR,3pt,Jump Shot,[],1627824,13.978318002628114,98.03921568627452,1610612741,108,76,2026-03-26T00:49:22Z,4860000,False,-240.0,79.0,1,left,G. Yabusele 25' 3PT  (5 PTS) (C. Sexton 3 AST),"[1627824, 1629012]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,25.28,Made,,,,,,,,5.0,C. Sexton,1629012.0,3.0,,,,,,,
490,PT03M10.00S,2026-03-26T00:49:28.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,92.82194480946123,51.22549019607843,1610612755,110,76,2026-03-26T00:49:34Z,4880000,False,6.0,15.0,1,right,D. Barlow cutting DUNK (9 PTS) (V. Edgecombe 6 AST),"[1631230, 1642845]",1610612755.0,PHI,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,9.0,V. Edgecombe,1642845.0,6.0,,,,,,,
492,PT02M59.00S,2026-03-26T00:49:39.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,8.459264126149804,49.50980392156863,1610612741,110,78,2026-03-26T00:49:43Z,4900000,False,2.0,27.0,1,left,R. Dillingham driving Layup (2 PTS) (C. Sexton 4 AST),"[1642265, 1629012]",1610612741.0,CHI,driving,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,2.0,C. Sexton,1629012.0,4.0,,,,,,,
494,PT02M45.00S,2026-03-26T00:49:53.3Z,3,REGULAR,2pt,Jump Shot,[],203954,75.47634691195795,47.79411764705882,1610612755,110,78,2026-03-26T00:49:58Z,4920000,False,-11.0,178.0,1,right,MISS J. Embiid 17' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.83,Missed,,,,,,,,,,,,,,,,,,
495,PT02M41.00S,2026-03-26T00:49:57.3Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,110,78,2026-03-26T00:49:58Z,4930000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,494.0,2.0,2.0,0.0,,,,,,,,,,,,,,
496,PT02M36.00S,2026-03-26T00:50:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.408015768725363,47.79411764705882,1610612741,110,78,2026-03-26T00:50:43Z,4940000,False,11.0,17.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
502,PT02M36.00S,2026-03-26T00:50:02.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,110,78,2026-03-26T00:50:53Z,4945000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,496.0,,,,,,,,,,,,,,,,,
497,PT02M36.00S,2026-03-26T00:50:25.6Z,3,REGULAR,substitution,out,[],1631230,,,1610612741,110,78,2026-03-26T00:50:29Z,4950000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M36.00S,2026-03-26T00:50:25.6Z,3,REGULAR,substitution,in,[],1630570,,,1610612741,110,78,2026-03-26T00:50:29Z,4960000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M31.00S,2026-03-26T00:50:42.3Z,3,REGULAR,jumpball,recovered,[],1630200,,,1610612741,110,78,2026-03-26T00:50:42Z,4970000,False,,,0,,Jump Ball G. Yabusele vs. V. Edgecombe: Tip to T. Jones,"[1630200, 1627824, 1642845]",1610612741.0,CHI,lodgedball,T. Jones,1630200.0,Jones,T. Jones,Yabusele,1627824.0,Edgecombe,1642845.0,,,,,,,,,,,,,,,,,,,,,,
503,PT02M21.00S,2026-03-26T00:50:53.5Z,3,REGULAR,foul,personal,['2freethrow'],1642348,,,1610612741,110,78,2026-03-26T00:50:59Z,5000000,False,,,0,,J. Edwards shooting personal FOUL (3 PF) (Jones 2 FT),"[1642348, 1630200]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,3.0,0.0,Jones,1630200.0
505,PT02M21.00S,2026-03-26T00:51:40.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630200,,,1610612741,110,79,2026-03-26T00:51:40Z,5020000,False,,,0,,T. Jones Free Throw 1 of 2 (13 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
506,PT02M21.00S,2026-03-26T00:51:40.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630200,,,1610612741,110,79,2026-03-26T00:52:01Z,5030000,False,,,0,,MISS T. Jones Free Throw 2 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
507,PT02M18.00S,2026-03-26T00:51:43.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,110,79,2026-03-26T00:52:01Z,5040000,False,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,506.0,6.0,6.0,0.0,,,,,,,,,,,,,,
508,PT02M15.00S,2026-03-26T00:52:05.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642265,,,1610612755,110,79,2026-03-26T00:52:28Z,5050000,False,,,0,,R. Dillingham personal FOUL (3 PF) (Edwards 2 FT),"[1642265, 1642348]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,3.0,0.0,Edwards,1642348.0
510,PT02M15.00S,2026-03-26T00:52:33.0Z,3,REGULAR,freethrow,1 of 2,[],1642348,,,1610612755,110,79,2026-03-26T00:53:09Z,5070000,False,,,0,,MISS J. Edwards Free Throw 1 of 2,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
511,PT02M15.00S,2026-03-26T00:52:33.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,110,79,2026-03-26T00:53:09Z,5080000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,
512,PT02M15.00S,2026-03-26T00:52:42.3Z,3,REGULAR,substitution,out,[],1627824,,,1610612755,110,79,2026-03-26T00:52:47Z,5090000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT02M15.00S,2026-03-26T00:52:42.3Z,3,REGULAR,substitution,in,[],1630172,,,1610612755,110,79,2026-03-26T00:52:47Z,5100000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M15.00S,2026-03-26T00:52:33.0Z,3,REGULAR,freethrow,2 of 2,[],1642348,,,1610612755,111,79,2026-03-26T00:53:09Z,5110000,False,,,0,,J. Edwards Free Throw 2 of 2 (8 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
515,PT02M10.00S,2026-03-26T00:53:01.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,8.722076215505908,47.05882352941176,1610612741,111,81,2026-03-26T00:53:06Z,5120000,False,15.0,29.0,1,left,C. Sexton driving finger roll Layup (12 PTS) (R. Dillingham 1 AST),"[1629012, 1642265]",1610612741.0,CHI,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,12.0,R. Dillingham,1642265.0,1.0,,,,,,,
517,PT01M52.00S,2026-03-26T00:53:17.9Z,3,REGULAR,2pt,Jump Shot,[],203954,75.73915900131406,50.98039215686275,1610612755,113,81,2026-03-26T00:53:22Z,5140000,False,5.0,176.0,1,right,J. Embiid 17' Jump Shot (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.57,Made,,,,,,,,33.0,,,,,,,,,,
518,PT01M39.00S,2026-03-26T00:53:31.2Z,3,REGULAR,3pt,Jump Shot,[],1629012,35.00328515111694,49.754901960784316,1610612741,113,81,2026-03-26T00:53:35Z,5150000,False,1.0,277.0,1,left,MISS C. Sexton 27' pullup 3PT,[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
519,PT01M35.00S,2026-03-26T00:53:35.2Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612755,113,81,2026-03-26T00:53:35Z,5160000,False,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,518.0,3.0,3.0,0.0,,,,,,,,,,,,,,
520,PT01M30.00S,2026-03-26T00:53:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642348,92.16491458607096,51.71568627450981,1610612755,115,81,2026-03-26T00:53:48Z,5170000,False,9.0,21.0,1,right,J. Edwards running finger roll Layup (10 PTS) (C. Payne 1 AST),"[1642348, 1626166]",1610612755.0,PHI,running finger roll,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,10.0,C. Payne,1626166.0,1.0,,,,,,,
522,PT01M29.00S,2026-03-26T00:53:46.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,115,81,2026-03-26T00:53:56Z,5190000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,
523,PT01M22.00S,2026-03-26T00:53:58.9Z,3,REGULAR,3pt,Jump Shot,[],1642265,32.50657030223391,31.617647058823522,1610612741,115,81,2026-03-26T00:54:05Z,5200000,False,92.0,253.0,1,left,MISS R. Dillingham 26' 3PT,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
524,PT01M20.00S,2026-03-26T00:54:00.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,115,81,2026-03-26T00:54:05Z,5210000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,523.0,,,,,,,,,,,,,,,,,
526,PT01M20.00S,2026-03-26T00:54:13.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612755,115,81,2026-03-26T00:54:15Z,5230000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT01M20.00S,2026-03-26T00:54:13.5Z,3,REGULAR,substitution,in,[],1630581,,,1610612755,115,81,2026-03-26T00:54:15Z,5240000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT01M09.00S,2026-03-26T00:54:32.3Z,3,REGULAR,2pt,Jump Shot,[],203954,75.21353482260184,50.245098039215684,1610612755,117,81,2026-03-26T00:54:37Z,5250000,False,1.0,180.0,1,right,J. Embiid 18' Jump Shot (35 PTS) (C. Payne 2 AST),"[203954, 1626166]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.05,Made,,,,,,,,35.0,C. Payne,1626166.0,2.0,,,,,,,
530,PT00M55.60S,2026-03-26T00:54:45.4Z,3,REGULAR,3pt,Jump Shot,[],1629012,34.74047306176085,30.392156862745097,1610612741,117,81,2026-03-26T00:54:50Z,5270000,False,98.0,274.0,1,left,MISS C. Sexton 29' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,29.11,Missed,,,,,,,,,,,,,,,,,,
531,PT00M53.40S,2026-03-26T00:54:47.6Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612755,117,81,2026-03-26T00:54:50Z,5280000,False,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,530.0,4.0,4.0,0.0,,,,,,,,,,,,,,
532,PT00M44.50S,2026-03-26T00:54:58.0Z,3,REGULAR,3pt,Jump Shot,[],1626166,65.22667542706964,52.94117647058824,1610612755,120,81,2026-03-26T00:56:12Z,5290000,False,15.0,274.0,1,right,C. Payne 27' 3PT pullup (12 PTS),[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,27.48,Made,,,,,,,,12.0,,,,,,,,,,
533,PT00M37.70S,2026-03-26T00:55:07.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.802233902759525,55.88235294117647,1610612741,120,83,2026-03-26T00:55:12Z,5300000,False,-29.0,21.0,1,left,C. Sexton driving Layup (14 PTS),[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,14.0,,,,,,,,,,
534,PT00M20.80S,2026-03-26T00:55:25.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642348,92.95335085413929,48.529411764705884,1610612755,122,83,2026-03-26T00:55:30Z,5310000,False,-7.0,14.0,1,right,J. Edwards driving DUNK (12 PTS) (J. Embiid 7 AST),"[1642348, 203954]",1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,12.0,J. Embiid,203954.0,7.0,,,,,,,
536,PT00M03.60S,2026-03-26T00:55:46.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612741,122,83,2026-03-26T00:55:51Z,5330000,False,,,0,,T. Watford shooting personal FOUL (3 PF) (Williams 2 FT),"[1630570, 1630172]",1610612755.0,PHI,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,3.0,0.0,Williams,1630172.0
538,PT00M03.60S,2026-03-26T00:56:10.2Z,3,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,122,83,2026-03-26T00:56:10Z,5350000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
539,PT00M03.60S,2026-03-26T00:56:10.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,122,83,2026-03-26T00:56:10Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,
540,PT00M03.60S,2026-03-26T00:56:25.4Z,3,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,122,84,2026-03-26T00:56:25Z,5370000,False,,,0,,P. Williams Free Throw 2 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
541,PT00M00.00S,2026-03-26T00:56:35.1Z,3,REGULAR,heave,,[],0,,,1610612755,122,84,2026-03-26T00:56:45Z,5380000,False,,,0,,PHI Heave,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,43.62,,,,,,,,,,,,,,,,,,,
542,PT00M00.00S,2026-03-26T00:56:39.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,122,84,2026-03-26T00:56:39Z,5390000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,541.0,,,,,,,,,,,,,,,,,
543,PT00M00.00S,2026-03-26T00:56:42.7Z,3,REGULAR,period,end,[],0,,,1610612755,122,84,2026-03-26T00:56:42Z,5400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,122,84,2026-03-26T00:58:57Z,5410000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,122,84,2026-03-26T00:58:57Z,5420000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,out,['startperiod'],1642845,,,1610612755,122,84,2026-03-26T00:58:57Z,5430000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,out,['startperiod'],1630171,,,1610612755,122,84,2026-03-26T00:58:57Z,5440000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,in,['startperiod'],1629656,,,1610612755,122,84,2026-03-26T00:58:57Z,5450000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,in,['startperiod'],1641737,,,1610612755,122,84,2026-03-26T00:58:57Z,5460000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612755,122,84,2026-03-26T00:58:57Z,5470000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2026-03-26T00:56:52.3Z,4,REGULAR,substitution,in,['startperiod'],1641824,,,1610612755,122,84,2026-03-26T00:58:57Z,5480000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2026-03-26T00:59:10.1Z,4,REGULAR,period,start,[],0,,,1610612741,122,84,2026-03-26T00:59:10Z,5490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT11M50.00S,2026-03-26T00:59:19.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,8.722076215505908,47.05882352941176,1610612741,122,86,2026-03-26T00:59:23Z,5500000,False,15.0,29.0,1,left,R. Dillingham driving finger roll Layup (4 PTS) (J. Giddey 8 AST),"[1642265, 1630581]",1610612741.0,CHI,driving finger roll,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,4.0,J. Giddey,1630581.0,8.0,,,,,,,
555,PT11M36.00S,2026-03-26T00:59:33.2Z,4,REGULAR,3pt,Jump Shot,[],202331,68.24901445466492,62.745098039215684,1610612755,125,86,2026-03-26T00:59:38Z,5520000,False,64.0,246.0,1,right,P. George 25' 3PT  (18 PTS) (Q. Grimes 5 AST),"[202331, 1629656]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,,18.0,Q. Grimes,1629656.0,5.0,,,,,,,
557,PT11M29.00S,2026-03-26T00:59:42.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1629012,9.773324572930349,46.32352941176471,1610612741,125,88,2026-03-26T01:00:14Z,5540000,False,18.0,39.0,1,left,C. Sexton driving floating bank Jump Shot (16 PTS) (J. Giddey 9 AST),"[1629012, 1630581]",1610612741.0,CHI,driving floating bank,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,,,,16.0,J. Giddey,1630581.0,9.0,,,,,,,
560,PT11M29.00S,2026-03-26T01:00:05.7Z,4,REGULAR,violation,defensive goaltending,[],1641737,,,1610612741,125,88,2026-03-26T01:00:14Z,5570000,False,,,0,,A. Bona defensive goaltending VIOLATION,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,
561,PT11M29.00S,2026-03-26T01:00:10.6Z,4,REGULAR,foul,personal,['1freethrow'],1629656,,,1610612741,125,88,2026-03-26T01:02:58Z,5580000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Sexton 1 FT),"[1629656, 1629012]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Sexton,1629012.0
