actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
727,PT00M25.20S,2026-03-26T01:24:09.2Z,4,REGULAR,3pt,Jump Shot,[],200768,71.92838370565046,80.63725490196079,1610612755,157,135,2026-03-26T01:24:16Z,7240000,False,153.0,211.0,1,right,K. Lowry 26' 3PT pullup (3 PTS) (D. Terry 2 AST),"[200768, 1631207]",1610612755.0,PHI,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,,,,,,3.0,D. Terry,1631207.0,2.0,,,,,,,
729,PT00M18.10S,2026-03-26T01:24:21.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612741,157,135,2026-03-26T01:31:23Z,7260000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Miller 2 FT),"[1631133, 1631159]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2715.0,,,2.0,0.0,Miller,1631159.0
731,PT00M18.10S,2026-03-26T01:24:47.7Z,4,REGULAR,freethrow,1 of 2,[],1631159,,,1610612741,157,136,2026-03-26T01:24:47Z,7280000,False,,,0,,L. Miller Free Throw 1 of 2 (14 PTS),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
732,PT00M18.10S,2026-03-26T01:25:03.4Z,4,REGULAR,freethrow,2 of 2,[],1631159,,,1610612741,157,137,2026-03-26T01:25:03Z,7290000,False,,,0,,L. Miller Free Throw 2 of 2 (15 PTS),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
733,PT00M07.30S,2026-03-26T01:25:16.8Z,4,REGULAR,3pt,Jump Shot,[],200768,70.61432325886992,80.3921568627451,1610612755,157,137,2026-03-26T01:25:22Z,7300000,False,152.0,224.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
734,PT00M04.00S,2026-03-26T01:25:20.1Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,157,137,2026-03-26T01:25:20Z,7310000,False,,,0,,L. Miller REBOUND (Off:1 Def:6),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,,,733.0,7.0,6.0,1.0,,,,,,,,,,,,,,
735,PT00M00.20S,2026-03-26T01:25:24.8Z,4,REGULAR,3pt,Jump Shot,[],1641824,36.0545335085414,34.55882352941177,1610612741,157,137,2026-03-26T01:28:01Z,7320000,False,77.0,286.0,1,left,MISS M. Buzelis 29' pullup 3PT,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,29.66,Missed,,,,,,,,,,,,,,,,,,
736,PT00M00.10S,2026-03-26T01:25:24.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,157,137,2026-03-26T01:25:36Z,7330000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,735.0,,,,,,,,,,,,,,,,,
737,PT00M00.00S,2026-03-26T01:25:37.2Z,4,REGULAR,period,end,[],0,,,1610612741,157,137,2026-03-26T01:25:37Z,7340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,PT00M00.00S,2026-03-26T01:25:38.8Z,4,REGULAR,game,end,[],0,,,0,157,137,2026-03-26T01:25:38Z,7350000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
