actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
32,PT09M32.00S,2026-03-23T23:13:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628983,68.64323258869908,68.38235294117646,1610612760,9,8,2026-03-23T23:17:26Z,320000,False,92.0,242.0,1,right,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2026-03-23T23:13:58.9Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,9,8,2026-03-23T23:14:01Z,330000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,32.0,,,,,,1.0,1.0,0.0,,,,,
34,PT09M26.00S,2026-03-23T23:14:00.6Z,1,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,9,8,2026-03-23T23:14:06Z,340000,False,,,0,,V. Edgecombe bad pass out-of-bounds TURNOVER (1 TO),[1642845],1610612755.0,PHI,bad pass,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,1626301.0,,,,,,,,,,1.0,,
35,PT09M11.00S,2026-03-23T23:14:22.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,72.19119579500656,18.872549019607845,1610612760,9,11,2026-03-23T23:14:26Z,350000,False,-156.0,209.0,1,right,C. Holmgren 26' 3PT step back (3 PTS) (J. Williams 2 AST),"[1631096, 1631114]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.05,Made,3.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
37,PT08M48.00S,2026-03-23T23:14:47.2Z,1,REGULAR,turnover,out-of-bounds,[],1642348,,,1610612755,9,11,2026-03-23T23:14:53Z,370000,False,,,0,,J. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1642348],1610612755.0,PHI,lost ball,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202049.0,,,,,,,,,,1.0,,
38,PT08M39.00S,2026-03-23T23:15:00.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,72.7168199737188,80.88235294117646,1610612760,9,11,2026-03-23T23:15:05Z,380000,False,154.0,204.0,1,right,MISS J. Williams 25' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2026-03-23T23:15:05.2Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,9,11,2026-03-23T23:15:05Z,390000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,,,,,,,38.0,,,,,,1.0,1.0,0.0,,,,,
40,PT08M29.00S,2026-03-23T23:15:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630699,9.116294349540084,43.13725490196079,1610612755,9,11,2026-03-23T23:15:16Z,400000,False,34.0,33.0,1,left,MISS M. Beauchamp driving finger roll Layup - blocked,"[1630699, 1631096]",1610612755.0,PHI,driving finger roll,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,,,,Holmgren,1631096.0,,,
41,PT08M29.00S,2026-03-23T23:15:10.8Z,1,REGULAR,block,,[],1631096,,,1610612755,9,11,2026-03-23T23:15:13Z,410000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M29.00S,2026-03-23T23:15:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,9,11,2026-03-23T23:15:16Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,40.0,,,,,,,,,,,,,
44,PT08M25.00S,2026-03-23T23:15:31.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630699,33.42641261498029,69.8529411764706,1610612755,9,11,2026-03-23T23:15:35Z,440000,False,-99.0,262.0,1,left,MISS M. Beauchamp 27' 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,27.99,Missed,,,,,,,,,,,,,,,,,,
45,PT08M22.00S,2026-03-23T23:15:34.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,9,11,2026-03-23T23:15:35Z,450000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,44.0,,,,,,2.0,1.0,1.0,,,,,
46,PT08M12.00S,2026-03-23T23:15:44.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,87.9599211563732,78.18627450980392,1610612760,9,13,2026-03-23T23:15:48Z,460000,False,141.0,61.0,1,right,S. Gilgeous-Alexander 15' turnaround fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.34,Made,4.0,,,,,,,,,,,,,,,,,
47,PT07M49.00S,2026-03-23T23:16:06.9Z,1,REGULAR,2pt,Jump Shot,[],1642845,24.753613666228645,53.18627450980392,1610612755,9,13,2026-03-23T23:21:11Z,470000,False,-16.0,180.0,1,left,MISS V. Edgecombe 18' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Center,18.09,Missed,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2026-03-23T23:16:11.9Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,13,2026-03-23T23:16:13Z,480000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,47.0,,,,,,1.0,1.0,0.0,,,,,
49,PT07M36.00S,2026-03-23T23:16:20.7Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,9,13,2026-03-23T23:16:24Z,490000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1642348]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Edwards,1642348.0
50,PT07M36.00S,2026-03-23T23:16:20.7Z,1,REGULAR,steal,,[],1642348,,,1610612755,9,13,2026-03-23T23:16:22Z,500000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT07M28.00S,2026-03-23T23:16:27.8Z,1,REGULAR,turnover,bad pass,[],1642348,,,1610612755,9,13,2026-03-23T23:16:33Z,510000,False,,,0,,J. Edwards bad pass TURNOVER (2 TO),"[1642348, 1628392]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Hartenstein,1628392.0
52,PT07M28.00S,2026-03-23T23:16:27.8Z,1,REGULAR,steal,,[],1628392,,,1610612760,9,13,2026-03-23T23:16:30Z,520000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M23.00S,2026-03-23T23:16:32.9Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,9,13,2026-03-23T23:16:36Z,530000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1642845]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Edgecombe,1642845.0
54,PT07M23.00S,2026-03-23T23:16:32.9Z,1,REGULAR,steal,,[],1642845,,,1610612755,9,13,2026-03-23T23:16:35Z,540000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2026-03-23T23:16:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1630699,,,1610612755,9,13,2026-03-23T23:16:45Z,550000,False,,,0,,M. Beauchamp bad pass out-of-bounds TURNOVER (1 TO),[1630699],1610612755.0,PHI,bad pass,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202049.0,,,,,,,,,,1.0,,
56,PT07M05.00S,2026-03-23T23:17:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612760,9,13,2026-03-23T23:17:09Z,560000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1631230, 1631096]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,,,,,1626301.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,
58,PT07M05.00S,2026-03-23T23:17:26.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631096,,,1610612760,9,14,2026-03-23T23:17:26Z,580000,False,,,0,,C. Holmgren Free Throw 1 of 2 (4 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
59,PT07M05.00S,2026-03-23T23:17:27.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,9,14,2026-03-23T23:17:35Z,590000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2026-03-23T23:17:27.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,9,14,2026-03-23T23:17:35Z,600000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M05.00S,2026-03-23T23:17:46.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631096,,,1610612760,9,15,2026-03-23T23:17:46Z,610000,False,,,0,,C. Holmgren Free Throw 2 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2026-03-23T23:18:06.2Z,1,REGULAR,2pt,Jump Shot,[],1642845,20.41721419185282,38.970588235294116,1610612755,11,15,2026-03-23T23:18:09Z,620000,False,55.0,139.0,1,left,V. Edgecombe 14' pullup Jump Shot (5 PTS) (A. Bona 2 AST),"[1642845, 1641737]",1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Center,14.99,Made,5.0,A. Bona,1641737.0,2.0,,,,,,,,,,,,,,
64,PT06M26.00S,2026-03-23T23:18:29.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,94.53022339027595,49.01960784313726,1610612760,11,17,2026-03-23T23:18:34Z,640000,False,-5.0,-1.0,1,right,L. Dort cutting DUNK (2 PTS) (C. Holmgren 2 AST),"[1629652, 1631096]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,C. Holmgren,1631096.0,2.0,,,,,,,,,,,,,,
66,PT06M10.00S,2026-03-23T23:18:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,9.247700394218143,54.411764705882355,1610612755,11,17,2026-03-23T23:18:48Z,660000,False,-22.0,34.0,1,left,MISS D. Barlow driving Layup - blocked,"[1631230, 1631096]",1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,Holmgren,1631096.0,,,
71,PT06M10.00S,2026-03-23T23:18:44.7Z,1,REGULAR,block,,[],1631096,,,1610612755,11,17,2026-03-23T23:20:03Z,665000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M06.00S,2026-03-23T23:18:48.7Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,11,17,2026-03-23T23:18:48Z,670000,False,,,0,,A. Bona REBOUND (Off:2 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,66.0,,,,,,2.0,0.0,2.0,,,,,
68,PT06M06.00S,2026-03-23T23:18:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,5.590000152587891,50.0,1610612755,13,17,2026-03-23T23:18:48Z,680000,False,0.0,0.0,1,left,A. Bona putback Layup (2 PTS),[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2026-03-23T23:19:02.3Z,1,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,13,17,2026-03-23T23:19:06Z,690000,False,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (3 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202049.0,,,,,,,,,,3.0,,
70,PT05M56.00S,2026-03-23T23:19:09.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,13,17,2026-03-23T23:19:09Z,700000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2026-03-23T23:21:35.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612755,13,17,2026-03-23T23:21:46Z,710000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2026-03-23T23:21:35.9Z,1,REGULAR,substitution,in,[],1642272,,,1610612755,13,17,2026-03-23T23:21:46Z,720000,False,,,0,,SUB in: J. McCain,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2026-03-23T23:21:48.3Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,13,17,2026-03-23T23:21:50Z,730000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2026-03-23T23:21:48.3Z,1,REGULAR,substitution,in,[],203083,,,1610612755,13,17,2026-03-23T23:21:50Z,740000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M40.00S,2026-03-23T23:22:21.9Z,1,REGULAR,turnover,traveling,[],1642348,,,1610612755,13,17,2026-03-23T23:22:27Z,750000,False,,,0,,J. Edwards traveling TURNOVER (3 TO),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,202049.0,,,,,,,,,,3.0,,
77,PT05M27.00S,2026-03-23T23:22:45.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,81.12680683311433,36.51960784313726,1610612760,13,19,2026-03-23T23:22:50Z,760000,False,-67.0,125.0,1,right,S. Gilgeous-Alexander 14' step back Jump Shot (6 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,14.19,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2026-03-23T23:23:07.2Z,1,REGULAR,violation,kicked ball,[],1631096,,,1610612755,13,19,2026-03-23T23:44:40Z,770000,False,,,0,,C. Holmgren kicked ball VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,1628954.0,,,,,,,,,,,,
79,PT05M10.00S,2026-03-23T23:23:09.5Z,1,REGULAR,substitution,out,[],1631230,,,1610612755,13,19,2026-03-23T23:23:20Z,780000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2026-03-23T23:23:09.5Z,1,REGULAR,substitution,out,[],1631096,,,1610612755,13,19,2026-03-23T23:23:20Z,790000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2026-03-23T23:23:09.5Z,1,REGULAR,substitution,in,[],1630570,,,1610612755,13,19,2026-03-23T23:23:20Z,800000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M10.00S,2026-03-23T23:23:09.5Z,1,REGULAR,substitution,in,[],1631119,,,1610612755,13,19,2026-03-23T23:23:20Z,810000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
