actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
517,PT02M46.00S,2025-12-24T01:59:44.4Z,3,REGULAR,3pt,Jump Shot,[],1642348,67.62483574244416,72.05882352941177,1610612755,70,83,2025-12-24T01:59:51Z,5110000,False,110.0,252.0,1,right,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
518,PT02M45.00S,2025-12-24T01:59:45.4Z,3,REGULAR,rebound,defensive,[],1642874,,,1610612751,70,83,2025-12-24T01:59:51Z,5120000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,,517.0,,,,,,,,,,,,,1.0,1.0,0.0,,
519,PT02M45.00S,2025-12-24T01:59:50.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,70,83,2025-12-24T01:59:50Z,5130000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT02M45.00S,2025-12-24T02:02:05.0Z,3,REGULAR,substitution,out,[],1629008,,,1610612751,70,83,2025-12-24T02:02:10Z,5140000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT02M45.00S,2025-12-24T02:02:05.0Z,3,REGULAR,substitution,in,[],1631213,,,1610612751,70,83,2025-12-24T02:02:10Z,5150000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M45.00S,2025-12-24T02:02:12.2Z,3,REGULAR,substitution,out,[],203083,,,1610612751,70,83,2025-12-24T02:02:23Z,5160000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M45.00S,2025-12-24T02:02:12.2Z,3,REGULAR,substitution,out,[],1642272,,,1610612751,70,83,2025-12-24T02:02:23Z,5170000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M45.00S,2025-12-24T02:02:12.2Z,3,REGULAR,substitution,in,[],1641737,,,1610612751,70,83,2025-12-24T02:02:23Z,5180000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M45.00S,2025-12-24T02:02:12.2Z,3,REGULAR,substitution,in,[],1630178,,,1610612751,70,83,2025-12-24T02:02:23Z,5190000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M31.00S,2025-12-24T02:02:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630533,12.697109067017081,3.431372549019608,1610612751,70,86,2025-12-24T02:02:58Z,5200000,False,233.0,67.0,1,left,Z. Williams 24' 3PT  (7 PTS) (N. Traore 2 AST),"[1630533, 1642849]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,24.22,Made,,,,,,,7.0,N. Traore,1642849.0,2.0,,,,,,,,
528,PT02M15.00S,2025-12-24T02:03:09.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,91.27792378449409,49.754901960784316,1610612755,72,86,2025-12-24T02:03:25Z,5220000,False,-1.0,29.0,1,right,A. Bona Layup (2 PTS) (J. Embiid 1 AST),"[1641737, 203954]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,
530,PT01M58.00S,2025-12-24T02:03:25.2Z,3,REGULAR,3pt,Jump Shot,[],1631213,31.882391590013142,69.85294117647058,1610612751,72,89,2025-12-24T02:03:30Z,5240000,False,-99.0,247.0,1,left,T. Martin 26' 3PT  (4 PTS) (D. Sharpe 5 AST),"[1631213, 1630549]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,26.64,Made,,,,,,,4.0,D. Sharpe,1630549.0,5.0,,,,,,,,
532,PT01M45.00S,2025-12-24T02:03:39.4Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,72,89,2025-12-24T02:03:42Z,5260000,False,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 1642874]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Wolf,1642874.0,,,,,
533,PT01M45.00S,2025-12-24T02:03:39.4Z,3,REGULAR,steal,,[],1642874,,,1610612751,72,89,2025-12-24T02:07:13Z,5270000,False,,,0,,D. Wolf STEAL (1 STL),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
534,PT01M22.00S,2025-12-24T02:04:02.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1642874,6.1268068331143235,70.83333333333334,1610612751,72,89,2025-12-24T02:04:11Z,5280000,False,-104.0,5.0,1,left,MISS D. Wolf 10' turnaround fadeaway Shot,[1642874],1610612751.0,BKN,turnaround fadeaway,,,Wolf,D. Wolf,,,,,Mid-Range,8-16 Left,10.43,Missed,,,,,,,,,,,,,,,,,,
535,PT01M14.00S,2025-12-24T02:04:10.0Z,3,REGULAR,rebound,offensive,[],1631213,,,1610612751,72,89,2025-12-24T02:04:11Z,5290000,False,,,0,,T. Martin REBOUND (Off:1 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,8-16 Left,,,534.0,,,,,,,,,,,,,1.0,0.0,1.0,,
536,PT01M11.00S,2025-12-24T02:04:13.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642874,6.783837056504599,54.90196078431373,1610612751,72,89,2025-12-24T02:07:42Z,5300000,False,-25.0,11.0,1,left,MISS D. Wolf driving Layup,[1642874],1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
537,PT01M06.00S,2025-12-24T02:04:18.0Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,72,89,2025-12-24T02:07:42Z,5310000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,536.0,,,,,,,,,,,,,1.0,1.0,0.0,,
538,PT01M06.00S,2025-12-24T02:05:01.7Z,3,REGULAR,jumpball,recovered,[],1642874,,,1610612755,72,89,2025-12-24T02:08:31Z,5320000,False,,,0,,Jump Ball Z. Williams vs. J. Edwards: Tip to D. Wolf,"[1642874, 1630533, 1642348]",1610612751.0,BKN,heldball,D. Wolf,1642874.0,Wolf,D. Wolf,Williams,1630533.0,Edwards,1642348.0,,,,,,,,,,,,,,,,,,,,,,
541,PT01M03.00S,2025-12-24T02:05:01.7Z,3,REGULAR,turnover,lost ball,[],1642348,,,1610612755,72,89,2025-12-24T02:05:01Z,5350000,False,,,0,,J. Edwards lost ball TURNOVER (1 TO),"[1642348, 1630533]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0,,,,,
542,PT01M03.00S,2025-12-24T02:05:01.7Z,3,REGULAR,steal,,[],1630533,,,1610612751,72,89,2025-12-24T02:05:01Z,5360000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT00M54.50S,2025-12-24T02:05:11.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642874,11.777266754270697,42.8921568627451,1610612751,72,89,2025-12-24T02:05:18Z,5370000,False,36.0,58.0,1,left,MISS D. Wolf 6' driving floating Shot,[1642874],1610612751.0,BKN,driving floating,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
544,PT00M52.40S,2025-12-24T02:05:13.2Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,72,89,2025-12-24T02:05:13Z,5380000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,543.0,,,,,,,,,,,,,7.0,3.0,4.0,,
545,PT00M51.10S,2025-12-24T02:05:14.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,11.514454664914586,47.794117647058826,1610612751,72,89,2025-12-24T02:05:20Z,5390000,False,11.0,56.0,1,left,MISS D. Sharpe Hook,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,,,,,,,,,,,,,,
546,PT00M49.50S,2025-12-24T02:05:16.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,72,89,2025-12-24T02:05:20Z,5400000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,545.0,,,,,,,,,,,,,5.0,5.0,0.0,,
547,PT00M39.60S,2025-12-24T02:05:26.0Z,3,REGULAR,3pt,Jump Shot,[],1642348,69.59592641261499,22.30392156862745,1610612755,72,89,2025-12-24T02:05:39Z,5410000,False,-138.0,233.0,1,right,MISS J. Edwards 27' pullup 3PT,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
548,PT00M37.20S,2025-12-24T02:05:28.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,72,89,2025-12-24T02:05:32Z,5420000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,547.0,,,,,,,,,,,,,,,,,
549,PT00M37.20S,2025-12-24T02:05:32.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642874,,,1610612755,72,89,2025-12-24T02:05:42Z,5430000,False,,,0,,D. Wolf loose ball personal FOUL (3 PF) (Embiid 2 FT),"[1642874, 203954]",1610612751.0,BKN,loose ball,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,1627539.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
551,PT00M37.20S,2025-12-24T02:06:02.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,73,89,2025-12-24T02:06:02Z,5450000,False,,,0,,J. Embiid Free Throw 1 of 2 (20 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
552,PT00M37.20S,2025-12-24T02:06:20.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,74,89,2025-12-24T02:06:20Z,5460000,False,,,0,,J. Embiid Free Throw 2 of 2 (21 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
558,PT00M24.80S,2025-12-24T02:07:04.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642874,10.33180026281209,52.450980392156865,1610612751,74,89,2025-12-24T02:12:31Z,5465000,False,-12.0,45.0,1,left,MISS D. Wolf driving Layup - blocked,"[1642874, 203954]",1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0
559,PT00M24.80S,2025-12-24T02:07:04.5Z,3,REGULAR,block,,[],203954,,,1610612751,74,89,2025-12-24T02:07:22Z,5467500,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
560,PT00M24.80S,2025-12-24T02:07:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,74,89,2025-12-24T02:09:03Z,5468750,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,558.0,,,,,,,,,,,,,,,,,
554,PT00M23.80S,2025-12-24T02:07:08.3Z,3,REGULAR,substitution,out,[],1630178,,,1610612751,74,89,2025-12-24T02:07:14Z,5480000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT00M23.80S,2025-12-24T02:07:08.3Z,3,REGULAR,substitution,out,[],1642874,,,1610612751,74,89,2025-12-24T02:07:14Z,5490000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT00M23.80S,2025-12-24T02:07:08.3Z,3,REGULAR,substitution,in,[],202331,,,1610612751,74,89,2025-12-24T02:07:14Z,5500000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT00M23.80S,2025-12-24T02:07:08.3Z,3,REGULAR,substitution,in,[],1629008,,,1610612751,74,89,2025-12-24T02:07:14Z,5510000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT00M19.20S,2025-12-24T02:07:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,16.245072273324574,50.73529411764706,1610612751,74,89,2025-12-24T02:13:42Z,5550000,False,-4.0,100.0,1,left,MISS M. Porter Jr. 10' reverse Layup - blocked,"[1629008, 203954]",1610612751.0,BKN,reverse,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.03,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0
594,PT00M19.20S,2025-12-24T02:07:24.7Z,3,REGULAR,block,,[],203954,,,1610612751,74,89,2025-12-24T02:13:37Z,5555000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
562,PT00M16.20S,2025-12-24T02:07:27.7Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,74,89,2025-12-24T02:13:37Z,5560000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,561.0,,,,,,,,,,,,,4.0,4.0,0.0,,
563,PT00M01.40S,2025-12-24T02:07:43.4Z,3,REGULAR,3pt,Jump Shot,[],201569,88.25558475689881,2.941176470588235,1610612755,77,89,2025-12-24T02:08:03Z,5570000,False,-235.0,58.0,1,right,E. Gordon 24' 3PT  (12 PTS) (J. Embiid 2 AST),"[201569, 203954]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,24.23,Made,,,,,,,12.0,J. Embiid,203954.0,2.0,,,,,,,,
565,PT00M00.00S,2025-12-24T02:07:55.0Z,3,REGULAR,period,end,[],0,,,1610612751,77,89,2025-12-24T02:07:55Z,5590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,out,['startperiod'],1642348,,,1610612751,77,89,2025-12-24T02:10:24Z,5600000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612751,77,89,2025-12-24T02:10:24Z,5610000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,out,['startperiod'],1629008,,,1610612751,77,89,2025-12-24T02:10:24Z,5620000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,in,['startperiod'],1630178,,,1610612751,77,89,2025-12-24T02:10:24Z,5630000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,in,['startperiod'],1642272,,,1610612751,77,89,2025-12-24T02:10:24Z,5640000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2025-12-24T02:08:34.7Z,4,REGULAR,substitution,in,['startperiod'],1642874,,,1610612751,77,89,2025-12-24T02:10:24Z,5650000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT12M00.00S,2025-12-24T02:10:30.9Z,4,REGULAR,period,start,[],0,,,1610612755,77,89,2025-12-24T02:10:30Z,5660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT11M39.00S,2025-12-24T02:10:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,88.12417871222075,50.0,1610612755,77,89,2025-12-24T02:10:55Z,5670000,False,0.0,59.0,1,right,MISS J. McCain driving finger roll Layup,[1642272],1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
575,PT11M37.00S,2025-12-24T02:10:53.8Z,4,REGULAR,rebound,defensive,[],1631213,,,1610612751,77,89,2025-12-24T02:10:55Z,5680000,False,,,0,,T. Martin REBOUND (Off:1 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,574.0,,,,,,,,,,,,,2.0,1.0,1.0,,
576,PT11M21.00S,2025-12-24T02:11:09.6Z,4,REGULAR,3pt,Jump Shot,[],1642849,34.90473061760841,47.05882352941176,1610612751,77,89,2025-12-24T02:11:15Z,5690000,False,15.0,276.0,1,left,MISS N. Traore 27' pullup 3PT - blocked,"[1642849, 201569]",1610612751.0,BKN,pullup,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,27.6,Missed,,,,,,,,,,,,,,,,,Gordon,201569.0
577,PT11M21.00S,2025-12-24T02:11:09.6Z,4,REGULAR,block,,[],201569,,,1610612751,77,89,2025-12-24T02:11:12Z,5700000,False,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
578,PT11M17.00S,2025-12-24T02:11:13.6Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,77,89,2025-12-24T02:11:15Z,5710000,False,,,0,,J. McCain REBOUND (Off:1 Def:3),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,576.0,,,,,,,,,,,,,4.0,3.0,1.0,,
579,PT11M11.00S,2025-12-24T02:11:18.3Z,4,REGULAR,3pt,Jump Shot,[],202331,81.8166885676741,6.372549019607843,1610612755,77,89,2025-12-24T02:11:25Z,5720000,False,-218.0,118.0,1,right,MISS P. George 24' step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
580,PT11M08.00S,2025-12-24T02:11:21.3Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,77,89,2025-12-24T02:11:25Z,5730000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,579.0,,,,,,,,,,,,,8.0,4.0,4.0,,
581,PT10M59.00S,2025-12-24T02:11:30.4Z,4,REGULAR,3pt,Jump Shot,[],1631213,32.802233902759525,45.09803921568628,1610612751,77,92,2025-12-24T02:11:36Z,5740000,False,25.0,256.0,1,left,T. Martin 25' 3PT step back (7 PTS),[1631213],1610612751.0,BKN,step back,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,25.7,Made,,,,,,,7.0,,,,,,,,,,,
582,PT10M39.00S,2025-12-24T02:11:50.1Z,4,REGULAR,3pt,Jump Shot,[],201569,65.78515111695138,34.80392156862745,1610612755,77,92,2025-12-24T02:11:57Z,5750000,False,-76.0,269.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
583,PT10M37.00S,2025-12-24T02:11:52.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,77,92,2025-12-24T02:11:57Z,5760000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,582.0,,,,,,,,,,,,,,,,,
585,PT10M23.00S,2025-12-24T02:12:17.9Z,4,REGULAR,3pt,Jump Shot,[],1630533,26.757555847568987,85.29411764705883,1610612751,77,92,2025-12-24T02:12:23Z,5780000,False,-176.0,199.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
586,PT10M19.00S,2025-12-24T02:12:21.9Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,77,92,2025-12-24T02:12:23Z,5790000,False,,,0,,J. McCain REBOUND (Off:1 Def:4),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,585.0,,,,,,,,,,,,,5.0,4.0,1.0,,
587,PT10M06.00S,2025-12-24T02:12:35.4Z,4,REGULAR,2pt,Jump Shot,[],202331,92.32917214191852,20.588235294117645,1610612755,77,92,2025-12-24T02:17:10Z,5800000,False,-147.0,20.0,1,right,MISS P. George 14' step back Shot,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,8-16 Left,14.84,Missed,,,,,,,,,,,,,,,,,,
588,PT10M03.00S,2025-12-24T02:12:38.4Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,77,92,2025-12-24T02:12:40Z,5810000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,587.0,,,,,,,,,,,,,9.0,5.0,4.0,,
589,PT09M55.00S,2025-12-24T02:12:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,5.732588699080158,43.872549019607845,1610612751,77,94,2025-12-24T02:12:53Z,5820000,False,31.0,1.0,1,left,N. Traore driving Layup (2 PTS) (D. Sharpe 6 AST),"[1642849, 1630549]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,2.0,D. Sharpe,1630549.0,6.0,,,,,,,,
591,PT09M55.00S,2025-12-24T02:12:50.8Z,4,REGULAR,foul,personal,['1freethrow'],1642272,,,1610612751,77,94,2025-12-24T02:12:58Z,5840000,False,,,0,,J. McCain shooting personal FOUL (1 PF) (Traore 1 FT),"[1642272, 1642849]",1610612755.0,PHI,shooting,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,1627539.0,1.0,0.0,Traore,1642849.0,,,,,,,,,,,,
593,PT09M55.00S,2025-12-24T02:13:15.9Z,4,REGULAR,freethrow,1 of 1,[],1642849,,,1610612751,77,95,2025-12-24T02:13:16Z,5860000,False,,,0,,N. Traore Free Throw 1 of 1 (3 PTS),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
595,PT09M33.00S,2025-12-24T02:13:46.8Z,4,REGULAR,foul,personal,[],1642874,,,1610612755,77,95,2025-12-24T02:13:55Z,5870000,False,,,0,,D. Wolf personal FOUL (4 PF),"[1642874, 1630178]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,1627539.0,4.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
597,PT09M17.00S,2025-12-24T02:14:12.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,92.32917214191852,53.18627450980392,1610612755,77,95,2025-12-24T02:14:18Z,5890000,False,16.0,20.0,1,right,MISS J. McCain driving finger roll Layup,[1642272],1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
598,PT09M15.00S,2025-12-24T02:14:14.1Z,4,REGULAR,rebound,defensive,[],1642849,,,1610612751,77,95,2025-12-24T02:14:14Z,5900000,False,,,0,,N. Traore REBOUND (Off:0 Def:1),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,597.0,,,,,,,,,,,,,1.0,1.0,0.0,,
600,PT09M01.00S,2025-12-24T02:14:46.1Z,4,REGULAR,3pt,Jump Shot,[],1630533,26.757555847568987,11.519607843137255,1610612751,77,95,2025-12-24T02:14:58Z,5920000,False,192.0,199.0,1,left,MISS Z. Williams 27' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
601,PT08M53.00S,2025-12-24T02:14:54.1Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,77,95,2025-12-24T02:14:58Z,5930000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,600.0,,,,,,,,,,,,,10.0,5.0,5.0,,
602,PT08M39.00S,2025-12-24T02:15:08.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631213,5.075558475689881,41.42156862745098,1610612751,77,95,2025-12-24T02:15:12Z,5940000,False,43.0,-5.0,1,left,MISS T. Martin driving finger roll Layup - blocked,"[1631213, 202331]",1610612751.0,BKN,driving finger roll,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,George,202331.0
