actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
392,PT01M04.00S,2026-02-20T01:13:13.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630700,94.40999984741211,50.0,1610612737,50,60,2026-02-20T01:13:25Z,3810000,False,0.0,0.0,1,right,D. Daniels putback Layup (8 PTS),[1630700],1610612737.0,ATL,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
393,PT00M43.70S,2026-02-20T01:13:34.4Z,2,REGULAR,3pt,Jump Shot,[],1630178,30.305519053876477,84.80392156862744,1610612755,53,60,2026-02-20T01:13:38Z,3820000,False,-174.0,232.0,1,left,T. Maxey 29' 3PT  (14 PTS) (K. Oubre Jr. 2 AST),"[1630178, 1626162]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,29.03,Made,14.0,Maxey,T. Maxey,K. Oubre Jr.,1626162.0,2.0,,,,,,,,,,,,,,,
395,PT00M33.60S,2026-02-20T01:13:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629638,96.5341655716163,2.941176470588235,1610612737,53,60,2026-02-20T01:13:52Z,3840000,False,-235.0,-20.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.61,Missed,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,
396,PT00M30.90S,2026-02-20T01:13:50.7Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,53,60,2026-02-20T01:13:50Z,3850000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,,Okongwu,O. Okongwu,,,,,,,395.0,4.0,2.0,2.0,,,,,,,,
399,PT00M18.10S,2026-02-20T01:14:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,53,60,2026-02-20T01:14:03Z,3880000,False,0.0,0.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
400,PT00M17.20S,2026-02-20T01:14:04.5Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,53,60,2026-02-20T01:14:04Z,3890000,False,,,0,,A. Bona REBOUND (Off:3 Def:1),[1641737],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Bona,A. Bona,,,,,,,399.0,4.0,1.0,3.0,,,,,,,,
401,PT00M02.10S,2026-02-20T01:14:19.5Z,2,REGULAR,2pt,Jump Shot,[],1629656,19.398817345597898,28.676470588235293,1610612755,53,60,2026-02-20T01:14:26Z,3900000,False,107.0,130.0,1,left,MISS Q. Grimes 16' step back Shot,[1629656],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Right Center,16.8,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
402,PT00M02.10S,2026-02-20T01:14:19.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,53,60,2026-02-20T01:14:26Z,3910000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,,Johnson,J. Johnson,,,,,,,401.0,5.0,5.0,0.0,,,,,,,,
403,PT00M00.00S,2026-02-20T01:14:25.9Z,2,REGULAR,period,end,[],0,,,1610612737,53,60,2026-02-20T01:14:25Z,3920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,out,['startperiod'],1641737,,,1610612737,53,60,2026-02-20T01:29:41Z,3930000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,out,['startperiod'],1629656,,,1610612737,53,60,2026-02-20T01:29:41Z,3940000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,out,['startperiod'],203468,,,1610612737,53,60,2026-02-20T01:29:41Z,3950000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612737,53,60,2026-02-20T01:29:41Z,3960000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,in,['startperiod'],1642845,,,1610612737,53,60,2026-02-20T01:29:41Z,3970000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2026-02-20T01:29:29.1Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,53,60,2026-02-20T01:29:41Z,3980000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,
410,PT12M00.00S,2026-02-20T01:29:45.3Z,3,REGULAR,period,start,[],0,,,0,53,60,2026-02-20T01:29:45Z,3990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT11M41.00S,2026-02-20T01:30:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,4.944152431011826,43.38235294117647,1610612737,53,62,2026-02-20T01:30:10Z,4000000,False,33.0,-6.0,1,left,O. Okongwu cutting finger roll Layup (6 PTS) (N. Alexander-Walker 2 AST),"[1630168, 1629638]",1610612737.0,ATL,cutting finger roll,,,,,,Restricted Area,0-8 Center,3.36,Made,6.0,Okongwu,O. Okongwu,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,,
413,PT11M18.00S,2026-02-20T01:30:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.88370565045992,42.8921568627451,1610612755,53,62,2026-02-20T01:30:33Z,4020000,False,-36.0,33.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
414,PT11M18.00S,2026-02-20T01:30:27.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,53,62,2026-02-20T01:30:33Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,413.0,,,,,,,,,,,
416,PT11M07.00S,2026-02-20T01:30:51.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.302890932982917,56.127450980392155,1610612737,53,64,2026-02-20T01:30:55Z,4050000,False,-31.0,63.0,1,left,J. Johnson 7' driving floating Jump Shot (19 PTS),[1630552],1610612737.0,ATL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.01,Made,19.0,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
417,PT10M55.00S,2026-02-20T01:31:05.2Z,3,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612755,53,64,2026-02-20T01:31:12Z,4060000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1642258, 1626162]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,,Risacher,Z. Risacher,,,,202007.0,1.0,0.0,,,,,,,,,Oubre Jr.,1626162.0,,
419,PT10M55.00S,2026-02-20T01:31:32.1Z,3,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,54,64,2026-02-20T01:31:32Z,4080000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (8 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,8.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
420,PT10M55.00S,2026-02-20T01:31:43.5Z,3,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,55,64,2026-02-20T01:31:43Z,4090000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (9 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,9.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
424,PT10M30.00S,2026-02-20T01:32:16.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,55,64,2026-02-20T01:33:07Z,4130000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202007.0,,,,,,,,,,,,,,
425,PT10M18.00S,2026-02-20T01:32:34.3Z,3,REGULAR,turnover,bad pass,[],1642845,,,1610612755,55,64,2026-02-20T01:32:38Z,4140000,False,,,0,,V. Edgecombe bad pass TURNOVER (5 TO),"[1642845, 1630552]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,5.0,Johnson,1630552.0,,,,,
426,PT10M18.00S,2026-02-20T01:32:34.3Z,3,REGULAR,steal,,[],1630552,,,1610612737,55,64,2026-02-20T01:32:36Z,4150000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Left Center,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
427,PT10M13.00S,2026-02-20T01:32:39.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,6.521024967148489,49.01960784313725,1610612737,55,66,2026-02-20T01:32:45Z,4160000,False,5.0,9.0,1,left,D. Daniels running Layup (10 PTS) (J. Johnson 3 AST),"[1630700, 1630552]",1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,1.01,Made,10.0,Daniels,D. Daniels,J. Johnson,1630552.0,3.0,,,,,,,,,,,,,,,
429,PT09M59.00S,2026-02-20T01:32:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,91.5407358738502,48.28431372549019,1610612755,57,66,2026-02-20T01:32:57Z,4180000,False,-9.0,27.0,1,right,A. Drummond driving finger roll Layup (5 PTS) (T. Maxey 2 AST),"[203083, 1630178]",1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,2.83,Made,5.0,Drummond,A. Drummond,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,,
431,PT09M50.00S,2026-02-20T01:33:05.7Z,3,REGULAR,foul,personal,[],1626162,,,1610612737,57,66,2026-02-20T01:33:10Z,4200000,False,,,0,,K. Oubre Jr. personal FOUL (3 PF),"[1626162, 1629638]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Oubre Jr.,K. Oubre Jr.,,,,204059.0,3.0,0.0,,,,,,,,,Alexander-Walker,1629638.0,,
433,PT09M41.00S,2026-02-20T01:33:29.3Z,3,REGULAR,3pt,Jump Shot,[],1630168,30.831143232588698,67.8921568627451,1610612737,57,66,2026-02-20T01:33:34Z,4220000,False,-89.0,237.0,1,left,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
434,PT09M39.00S,2026-02-20T01:33:31.3Z,3,REGULAR,rebound,defensive,[],1631230,,,1610612755,57,66,2026-02-20T01:33:34Z,4230000,False,,,0,,D. Barlow REBOUND (Off:1 Def:2),[1631230],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Barlow,D. Barlow,,,,,,,433.0,3.0,2.0,1.0,,,,,,,,
435,PT09M31.00S,2026-02-20T01:33:41.4Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612755,57,66,2026-02-20T01:33:52Z,4240000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Edgecombe 2 FT),"[1630168, 1642845]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Okongwu,O. Okongwu,,,,204059.0,3.0,0.0,,,,,,,,,Edgecombe,1642845.0,,
437,PT09M31.00S,2026-02-20T01:34:05.2Z,3,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,58,66,2026-02-20T01:34:05Z,4260000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (12 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,Made,12.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
438,PT09M31.00S,2026-02-20T01:34:20.6Z,3,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,59,66,2026-02-20T01:34:20Z,4270000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (13 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,Made,13.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
439,PT09M17.00S,2026-02-20T01:34:37.4Z,3,REGULAR,3pt,Jump Shot,[],1630168,34.641918528252305,67.40196078431373,1610612737,59,66,2026-02-20T01:34:43Z,4280000,False,-87.0,273.0,1,left,MISS O. Okongwu 28' 3PT,[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,28.66,Missed,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
440,PT09M12.00S,2026-02-20T01:34:42.4Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,59,66,2026-02-20T01:34:43Z,4290000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:4),[1642258],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,,Risacher,Z. Risacher,,,,,,,439.0,5.0,4.0,1.0,,,,,,,,
441,PT09M12.00S,2026-02-20T01:34:42.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642258,5.590000152587891,50.0,1610612737,59,68,2026-02-20T01:34:42Z,4300000,False,0.0,0.0,1,left,Z. Risacher tip DUNK (2 PTS),[1642258],1610612737.0,ATL,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,
442,PT09M01.00S,2026-02-20T01:34:53.4Z,3,REGULAR,3pt,Jump Shot,[],203083,85.23324572930355,95.34313725490196,1610612755,62,68,2026-02-20T01:34:58Z,4310000,False,227.0,86.0,1,right,A. Drummond 24' 3PT  (8 PTS) (K. Oubre Jr. 3 AST),"[203083, 1626162]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,24.26,Made,8.0,Drummond,A. Drummond,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,,,,,,,
444,PT08M51.00S,2026-02-20T01:35:03.8Z,3,REGULAR,3pt,Jump Shot,[],1642258,30.436925098554536,68.87254901960785,1610612737,62,71,2026-02-20T01:35:08Z,4330000,False,-94.0,234.0,1,left,Z. Risacher 25' 3PT  (5 PTS) (N. Alexander-Walker 3 AST),"[1642258, 1629638]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.2,Made,5.0,Risacher,Z. Risacher,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,,
446,PT08M31.00S,2026-02-20T01:35:24.8Z,3,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,62,71,2026-02-20T01:35:30Z,4350000,False,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (2 TO),[1630178],1610612755.0,PHI,lost ball,,,,,,Mid-Range,8-16 Right,,,,Maxey,T. Maxey,,,,202007.0,,,,,,,2.0,,,,,,,
447,PT08M18.00S,2026-02-20T01:35:43.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,10.068988173455978,61.76470588235294,1610612737,62,73,2026-02-20T01:35:50Z,4360000,False,-59.0,42.0,1,left,J. Johnson 7' pullup bank Jump Shot (21 PTS) (O. Okongwu 2 AST),"[1630552, 1630168]",1610612737.0,ATL,pullup bank,,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,21.0,Johnson,J. Johnson,O. Okongwu,1630168.0,2.0,,,,,,,,,,,,,,,
449,PT08M02.00S,2026-02-20T01:35:59.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630178,92.9862023653088,49.754901960784316,1610612755,64,73,2026-02-20T01:36:05Z,4380000,False,-1.0,13.0,1,right,T. Maxey cutting DUNK (16 PTS) (A. Drummond 3 AST),"[1630178, 203083]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,1.35,Made,16.0,Maxey,T. Maxey,A. Drummond,203083.0,3.0,,,,,,,,,,,,,,,
451,PT07M47.00S,2026-02-20T01:36:13.6Z,3,REGULAR,3pt,Jump Shot,[],1630552,33.722076215505915,54.41176470588235,1610612737,64,73,2026-02-20T01:36:23Z,4400000,False,-22.0,264.0,1,left,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,26.54,Missed,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
452,PT07M44.00S,2026-02-20T01:36:16.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,64,73,2026-02-20T01:36:23Z,4410000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,451.0,,,,,,,,,,,
454,PT07M34.00S,2026-02-20T01:36:41.0Z,3,REGULAR,foul,personal,[],1630700,,,1610612755,64,73,2026-02-20T01:36:49Z,4430000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1630178]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,,Daniels,D. Daniels,,,,202007.0,2.0,0.0,,,,,,,,,Maxey,1630178.0,,
456,PT07M28.00S,2026-02-20T01:37:06.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.83639947437582,71.81372549019608,1610612755,67,73,2026-02-20T01:37:12Z,4450000,False,109.0,259.0,1,right,T. Maxey 28' 3PT step back (19 PTS),[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,28.12,Made,19.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
457,PT07M25.00S,2026-02-20T01:37:17.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,67,73,2026-02-20T01:37:20Z,4460000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
458,PT07M14.00S,2026-02-20T01:37:33.3Z,3,REGULAR,foul,offensive,[],1630168,,,1610612737,67,73,2026-02-20T01:37:41Z,4470000,False,,,0,,O. Okongwu offensive FOUL (4 PF),"[1630168, 1626162]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,,Okongwu,O. Okongwu,,,,204059.0,4.0,0.0,,,,,,,,,Oubre Jr.,1626162.0,,
460,PT07M14.00S,2026-02-20T01:37:33.3Z,3,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,67,73,2026-02-20T01:37:33Z,4490000,False,,,0,,O. Okongwu offensive foul TURNOVER (2 TO),[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,,Okongwu,O. Okongwu,,,,204059.0,,,,,,,2.0,,,,,,,
461,PT07M14.00S,2026-02-20T01:37:47.9Z,3,REGULAR,substitution,out,[],1630168,,,1610612755,67,73,2026-02-20T01:37:52Z,4500000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
462,PT07M14.00S,2026-02-20T01:37:47.9Z,3,REGULAR,substitution,in,[],1629111,,,1610612755,67,73,2026-02-20T01:37:52Z,4510000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
463,PT07M14.00S,2026-02-20T01:38:00.0Z,3,REGULAR,foul,technical,['1freethrow'],1630168,,,1610612755,67,73,2026-02-20T01:38:08Z,4520000,False,,,0,,O. Okongwu technical FOUL (1 Tech),[1630168],1610612737.0,ATL,,,,,,,,,,,,Okongwu,O. Okongwu,,,,204059.0,4.0,1.0,,,,,,,,,,,,
464,PT07M14.00S,2026-02-20T01:38:17.5Z,3,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,68,73,2026-02-20T01:38:17Z,4530000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (20 PTS),[1630178],1610612755.0,PHI,technical,,,,,,,,,Made,20.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
465,PT07M01.00S,2026-02-20T01:38:42.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,83.26215505913272,95.34313725490196,1610612755,68,73,2026-02-20T01:38:48Z,4540000,False,227.0,105.0,1,right,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
466,PT06M55.00S,2026-02-20T01:38:48.3Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612737,68,73,2026-02-20T01:38:48Z,4550000,False,,,0,,J. Landale REBOUND (Off:1 Def:3),[1629111],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,,Landale,J. Landale,,,,,,,465.0,4.0,3.0,1.0,,,,,,,,
467,PT06M48.00S,2026-02-20T01:38:54.7Z,3,REGULAR,3pt,Jump Shot,[],1630552,24.917871222076215,16.176470588235293,1610612737,68,73,2026-02-20T01:39:05Z,4560000,False,169.0,182.0,1,left,MISS J. Johnson 24' 3PT,[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
468,PT06M43.00S,2026-02-20T01:38:59.7Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,68,73,2026-02-20T01:39:05Z,4570000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Maxey,T. Maxey,,,,,,,467.0,3.0,3.0,0.0,,,,,,,,
469,PT06M34.00S,2026-02-20T01:39:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,92.85479632063075,38.72549019607843,1610612755,68,73,2026-02-20T01:39:15Z,4580000,False,-56.0,15.0,1,right,MISS K. Oubre Jr. driving floating bank Shot,[1626162],1610612755.0,PHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
470,PT06M32.00S,2026-02-20T01:39:11.6Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,68,73,2026-02-20T01:39:11Z,4590000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,469.0,1.0,0.0,1.0,,,,,,,,
471,PT06M31.00S,2026-02-20T01:39:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612755,68,73,2026-02-20T01:39:26Z,4600000,False,,,0,,J. Landale shooting personal FOUL (3 PF) (Oubre Jr. 2 FT),"[1629111, 1626162]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,,1628485.0,3.0,0.0,,,,,,,,,Oubre Jr.,1626162.0,,
473,PT06M31.00S,2026-02-20T01:39:23.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,73,2026-02-20T01:39:23Z,4620000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,out,[],203083,,,1610612755,68,73,2026-02-20T01:42:28Z,4630000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
475,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,out,[],1631230,,,1610612755,68,73,2026-02-20T01:42:28Z,4640000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
476,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,out,[],1629638,,,1610612755,68,73,2026-02-20T01:42:28Z,4650000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,
477,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,in,[],1641737,,,1610612755,68,73,2026-02-20T01:42:28Z,4660000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
478,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,in,[],1631133,,,1610612755,68,73,2026-02-20T01:42:28Z,4670000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
479,PT06M31.00S,2026-02-20T01:42:15.9Z,3,REGULAR,substitution,in,[],203468,,,1610612755,68,73,2026-02-20T01:42:28Z,4680000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
480,PT06M31.00S,2026-02-20T01:42:41.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626162,,,1610612755,69,73,2026-02-20T01:42:41Z,4690000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (10 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,10.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
481,PT06M31.00S,2026-02-20T01:42:53.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626162,,,1610612755,70,73,2026-02-20T01:42:53Z,4700000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (11 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,11.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
