actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
99,PT04M47.00S,2026-04-03T23:26:13.0Z,1,REGULAR,steal,,[],1630245,,,1610612750,12,12,2026-04-03T23:26:18Z,990000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
100,PT04M46.00S,2026-04-03T23:26:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,93.34756898817345,49.26470588235294,1610612750,12,12,2026-04-03T23:26:55Z,1000000,False,-4.0,10.0,1,right,MISS A. Dosunmu driving Layup - blocked,"[1630245, 203954]",1610612750.0,MIN,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,1.07,Missed,,,,,,,,,,,,,,,Embiid,203954.0
101,PT04M46.00S,2026-04-03T23:26:19.4Z,1,REGULAR,block,,[],203954,,,1610612750,12,12,2026-04-03T23:26:24Z,1010000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT04M45.00S,2026-04-03T23:26:20.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,12,12,2026-04-03T23:26:55Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,100.0,,,,,,,,,,,,,,
103,PT04M35.00S,2026-04-03T23:26:37.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630162,66.27792378449408,61.029411764705884,1610612750,12,12,2026-04-03T23:26:43Z,1030000,False,55.0,264.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,27.02,Missed,,,,,,,,,,,,,,,,
104,PT04M32.00S,2026-04-03T23:26:40.3Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,12,12,2026-04-03T23:26:40Z,1040000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT04M21.00S,2026-04-03T23:26:53.1Z,1,REGULAR,foul,personal,[],1630162,,,1610612755,12,12,2026-04-03T23:27:00Z,1050000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1626162]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,201245.0,,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,
107,PT04M10.00S,2026-04-03T23:27:22.5Z,1,REGULAR,3pt,Jump Shot,[],203954,27.11892247043363,87.25490196078431,1610612755,12,12,2026-04-03T23:27:30Z,1070000,False,-186.0,202.0,1,left,MISS J. Embiid 27' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,27.51,Missed,,,,,,,,,,,,,,,,
108,PT04M07.00S,2026-04-03T23:27:25.5Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,12,12,2026-04-03T23:27:30Z,1080000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,107.0,2.0,1.0,1.0,,,,,,,,,,,
109,PT03M51.00S,2026-04-03T23:27:43.7Z,1,REGULAR,2pt,Jump Shot,[],1629675,93.87319316688567,68.62745098039215,1610612750,12,12,2026-04-03T23:27:52Z,1090000,False,93.0,5.0,1,right,MISS N. Reid 9' turnaround Shot - blocked,"[1629675, 1629656]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,9.32,Missed,,,,,,,,,,,,,,,Grimes,1629656.0
110,PT03M51.00S,2026-04-03T23:27:43.7Z,1,REGULAR,block,,[],1629656,,,1610612750,12,12,2026-04-03T23:27:46Z,1100000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2026-04-03T23:27:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,12,12,2026-04-03T23:27:52Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Right,,,,,,109.0,,,,,,,,,,,,,,
113,PT03M50.00S,2026-04-03T23:27:55.6Z,1,REGULAR,substitution,out,[],1630245,,,1610612750,12,12,2026-04-03T23:27:58Z,1130000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2026-04-03T23:27:55.6Z,1,REGULAR,substitution,in,[],203937,,,1610612750,12,12,2026-04-03T23:27:58Z,1140000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M47.00S,2026-04-03T23:28:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203497,67.46057818659658,62.00980392156863,1610612750,12,12,2026-04-03T23:28:11Z,1150000,False,60.0,253.0,1,right,MISS R. Gobert 26' 3PT,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,26.04,Missed,,,,,,,,,,,,,,,,
116,PT03M44.00S,2026-04-03T23:28:10.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,12,12,2026-04-03T23:28:11Z,1160000,False,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,115.0,5.0,4.0,1.0,,,,,,,,,,,
117,PT03M35.00S,2026-04-03T23:28:18.8Z,1,REGULAR,3pt,Jump Shot,[],203954,32.769382391590014,70.09803921568627,1610612755,12,12,2026-04-03T23:28:32Z,1170000,False,-100.0,256.0,1,left,MISS J. Embiid 27' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,27.46,Missed,,,,,,,,,,,,,,,,
119,PT03M32.00S,2026-04-03T23:28:21.8Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,12,12,2026-04-03T23:28:32Z,1180000,False,,,0,,D. Barlow REBOUND (Off:3 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Left Center,,,,,,117.0,5.0,2.0,3.0,,,,,,,,,,,
120,PT03M31.00S,2026-04-03T23:28:25.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612755,14,12,2026-04-03T23:29:53Z,1190000,False,0.0,0.0,1,left,D. Barlow tip DUNK (5 PTS),[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,0.0,Made,5.0,,,,,,,,,,,,,,,
121,PT03M11.00S,2026-04-03T23:28:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,83.09789750328515,62.745098039215684,1610612750,14,12,2026-04-03T23:30:33Z,1200000,False,64.0,106.0,1,right,MISS N. Reid 12' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,12.4,Missed,,,,,,,,,,,,,,,,
122,PT03M09.00S,2026-04-03T23:28:45.2Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,14,12,2026-04-03T23:28:52Z,1210000,False,,,0,,D. Barlow REBOUND (Off:3 Def:3),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Right,,,,,,121.0,6.0,3.0,3.0,,,,,,,,,,,
123,PT03M02.00S,2026-04-03T23:28:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.225361366622863,51.71568627450981,1610612755,16,12,2026-04-03T23:31:19Z,1220000,False,-9.0,6.0,1,left,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,1.05,Made,4.0,,,,,,,,,,,,,,,
124,PT03M02.00S,2026-04-03T23:29:01.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,16,12,2026-04-03T23:29:01Z,1230000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M02.00S,2026-04-03T23:31:18.6Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,16,12,2026-04-03T23:31:25Z,1240000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M02.00S,2026-04-03T23:31:18.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,16,12,2026-04-03T23:31:25Z,1250000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M02.00S,2026-04-03T23:31:18.6Z,1,REGULAR,substitution,in,[],1628978,,,1610612750,16,12,2026-04-03T23:31:25Z,1260000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M02.00S,2026-04-03T23:31:18.6Z,1,REGULAR,substitution,in,[],203944,,,1610612750,16,12,2026-04-03T23:31:25Z,1270000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M02.00S,2026-04-03T23:31:44.1Z,1,REGULAR,substitution,out,[],203954,,,1610612750,16,12,2026-04-03T23:31:46Z,1280000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M02.00S,2026-04-03T23:31:44.1Z,1,REGULAR,substitution,in,[],1641737,,,1610612750,16,12,2026-04-03T23:31:46Z,1290000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2026-04-03T23:32:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629675,92.16491458607096,98.03921568627452,1610612750,16,12,2026-04-03T23:32:08Z,1300000,False,240.0,21.0,1,right,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,24.11,Missed,,,,,,,,,,,,,,,,
132,PT02M43.00S,2026-04-03T23:32:06.5Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,16,12,2026-04-03T23:32:08Z,1310000,False,,,0,,D. Barlow REBOUND (Off:3 Def:4),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,,,,,,131.0,7.0,4.0,3.0,,,,,,,,,,,
133,PT02M33.00S,2026-04-03T23:32:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,11.218791064388967,49.26470588235294,1610612755,16,12,2026-04-03T23:32:21Z,1320000,False,4.0,53.0,1,left,MISS T. Maxey finger roll Layup,[1630178],1610612755.0,PHI,finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,5.31,Missed,,,,,,,,,,,,,,,,
134,PT02M30.00S,2026-04-03T23:32:19.2Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,16,12,2026-04-03T23:32:19Z,1330000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,
135,PT02M30.00S,2026-04-03T23:32:19.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641737,5.590000152587891,50.0,1610612755,16,12,2026-04-03T23:32:23Z,1340000,False,0.0,0.0,1,left,MISS A. Bona tip Layup - blocked,"[1641737, 1629675]",1610612755.0,PHI,tip,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,Reid,1629675.0
162,PT02M30.00S,2026-04-03T23:32:19.2Z,1,REGULAR,block,,[],1629675,,,1610612755,16,12,2026-04-03T23:35:30Z,1345000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT02M30.00S,2026-04-03T23:32:19.2Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612750,16,12,2026-04-03T23:32:23Z,1350000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT02M21.00S,2026-04-03T23:32:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629675,70.08869908015768,24.75490196078431,1610612750,16,12,2026-04-03T23:32:32Z,1360000,False,-126.0,229.0,1,right,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,26.12,Missed,,,,,,,,,,,,,,,,
138,PT02M19.00S,2026-04-03T23:32:30.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,16,12,2026-04-03T23:32:30Z,1370000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,
139,PT02M16.00S,2026-04-03T23:32:33.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,93.87319316688567,3.4313725490196134,1610612750,16,12,2026-04-03T23:32:40Z,1380000,False,-233.0,5.0,1,right,MISS B. Hyland 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,,,23.29,Missed,,,,,,,,,,,,,,,,
140,PT02M14.00S,2026-04-03T23:32:35.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,16,12,2026-04-03T23:32:40Z,1390000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,
141,PT02M06.00S,2026-04-03T23:32:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,13.978318002628114,50.73529411764706,1610612755,16,12,2026-04-03T23:34:16Z,1400000,False,-4.0,79.0,1,left,MISS D. Barlow 7' driving floating Shot,[1631230],1610612755.0,PHI,driving floating,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,7.9,Missed,,,,,,,,,,,,,,,,
142,PT02M04.00S,2026-04-03T23:32:45.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,16,12,2026-04-03T23:32:57Z,1410000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,141.0,3.0,2.0,1.0,,,,,,,,,,,
143,PT01M59.00S,2026-04-03T23:32:53.2Z,1,REGULAR,foul,personal,[],1631230,,,1610612750,16,12,2026-04-03T23:32:59Z,1420000,False,,,0,,D. Barlow personal FOUL (2 PF),"[1631230, 203944]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,1629177.0,,,,,,,,,2.0,0.0,Randle,203944.0,,,,,,,
145,PT01M59.00S,2026-04-03T23:33:10.0Z,1,REGULAR,substitution,out,[],1631230,,,1610612750,16,12,2026-04-03T23:33:14Z,1440000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M59.00S,2026-04-03T23:33:10.0Z,1,REGULAR,substitution,in,[],202331,,,1610612750,16,12,2026-04-03T23:33:14Z,1450000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M54.00S,2026-04-03T23:33:25.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,69.03745072273324,76.22549019607843,1610612750,16,12,2026-04-03T23:33:32Z,1460000,False,131.0,239.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,27.22,Missed,,,,,,,,,,,,,,,,
148,PT01M52.00S,2026-04-03T23:33:27.0Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,16,12,2026-04-03T23:33:32Z,1470000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,
149,PT01M44.00S,2026-04-03T23:33:34.6Z,1,REGULAR,2pt,Jump Shot,[],202331,23.96517739816032,72.79411764705883,1610612755,18,12,2026-04-03T23:33:41Z,1480000,False,-114.0,173.0,1,left,P. George 20' step back Jump Shot (5 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,20.7,Made,5.0,,,,,,,,,,,,,,,
150,PT01M20.00S,2026-04-03T23:33:58.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,64.83245729303547,65.19607843137254,1610612750,18,12,2026-04-03T23:34:03Z,1490000,False,76.0,278.0,1,right,MISS B. Hyland 28' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,28.83,Missed,,,,,,,,,,,,,,,,
151,PT01M18.00S,2026-04-03T23:34:00.3Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,18,12,2026-04-03T23:34:03Z,1500000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,
152,PT01M16.00S,2026-04-03T23:34:02.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203937,81.12680683311433,58.088235294117645,1610612750,18,12,2026-04-03T23:36:14Z,1510000,False,40.0,125.0,1,right,MISS K. Anderson 13' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,13.13,Missed,,,,,,,,,,,,,,,,
153,PT01M14.00S,2026-04-03T23:34:04.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,18,12,2026-04-03T23:34:06Z,1520000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
154,PT01M10.00S,2026-04-03T23:34:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612755,18,12,2026-04-03T23:34:20Z,1530000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (George 2 FT),"[1628978, 202331]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,1629177.0,,,,,,,,,1.0,0.0,George,202331.0,,,,,,,
156,PT01M10.00S,2026-04-03T23:34:35.6Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,18,12,2026-04-03T23:36:55Z,1550000,False,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
157,PT01M10.00S,2026-04-03T23:34:35.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,18,12,2026-04-03T23:36:55Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,
158,PT01M10.00S,2026-04-03T23:34:35.6Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,19,12,2026-04-03T23:36:55Z,1570000,False,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
159,PT00M57.00S,2026-04-03T23:35:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.30289093298292,60.049019607843135,1610612750,19,14,2026-04-03T23:35:15Z,1580000,False,50.0,67.0,1,right,J. Randle 8' turnaround Jump Shot (5 PTS),[203944],1610612750.0,MIN,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,8.36,Made,5.0,,,,,,,,,,,,,,,
160,PT00M42.80S,2026-04-03T23:35:27.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,25.936268068331145,13.235294117647058,1610612755,19,14,2026-04-03T23:35:32Z,1590000,False,184.0,191.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,26.53,Missed,,,,,,,,,,,,,,,,
161,PT00M39.70S,2026-04-03T23:35:30.5Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612750,19,14,2026-04-03T23:35:32Z,1600000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,
163,PT00M28.20S,2026-04-03T23:35:41.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,70.48291721419186,85.29411764705883,1610612750,19,14,2026-04-03T23:35:48Z,1610000,False,176.0,225.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,28.6,Missed,,,,,,,,,,,,,,,,
164,PT00M26.80S,2026-04-03T23:35:43.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,19,14,2026-04-03T23:35:48Z,1620000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,163.0,,,,,,,,,,,,,,
166,PT00M26.80S,2026-04-03T23:35:55.6Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,19,14,2026-04-03T23:36:03Z,1640000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M26.80S,2026-04-03T23:35:55.6Z,1,REGULAR,substitution,in,[],1642845,,,1610612755,19,14,2026-04-03T23:36:03Z,1650000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M04.00S,2026-04-03T23:36:42.0Z,1,REGULAR,turnover,backcourt,[],202331,,,1610612755,19,14,2026-04-03T23:36:49Z,1660000,False,,,0,,P. George backcourt TURNOVER (2 TO),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,1629177.0,2.0,,,,,,,,,,,,,,,,,,
169,PT00M04.00S,2026-04-03T23:36:50.1Z,1,REGULAR,substitution,out,[],1642845,,,1610612750,19,14,2026-04-03T23:36:54Z,1670000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M04.00S,2026-04-03T23:36:50.1Z,1,REGULAR,substitution,in,[],1641737,,,1610612750,19,14,2026-04-03T23:36:54Z,1680000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M01.10S,2026-04-03T23:37:03.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,92.95335085413929,3.4313725490196134,1610612750,19,17,2026-04-03T23:37:08Z,1690000,False,-233.0,14.0,1,right,D. DiVincenzo 3PT  (5 PTS) (J. Randle 1 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,23.32,Made,5.0,,,,,,,,,J. Randle,203944.0,1.0,,,,
173,PT00M00.20S,2026-04-03T23:37:08.4Z,1,REGULAR,heave,,[],0,,,1610612755,19,17,2026-04-03T23:38:39Z,1710000,False,,,0,,PHI Heave,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,56.99,,,,,,,,,,,,,,,,,
174,PT00M00.10S,2026-04-03T23:37:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,19,17,2026-04-03T23:37:18Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,173.0,,,,,,,,,,,,,,
175,PT00M00.00S,2026-04-03T23:37:17.2Z,1,REGULAR,period,end,[],0,,,1610612755,19,17,2026-04-03T23:37:17Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-04-03T23:37:36.3Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,19,17,2026-04-03T23:39:47Z,1740000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-03T23:37:36.3Z,2,REGULAR,substitution,in,['startperiod'],1642845,,,1610612755,19,17,2026-04-03T23:39:47Z,1750000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-04-03T23:39:55.5Z,2,REGULAR,period,start,[],0,,,1610612755,19,17,2026-04-03T23:39:55Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
