actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M36.00S,2025-11-26T01:15:10.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,0,4,2025-11-26T01:15:14Z,170000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
18,PT10M26.00S,2025-11-26T01:15:21.1Z,1,REGULAR,3pt,Jump Shot,[],1642348,26.49474375821288,14.215686274509803,1610612755,3,4,2025-11-26T01:15:25Z,180000,False,179.0,197.0,1,left,J. Edwards 26' 3PT  (3 PTS) (Q. Grimes 1 AST),"[1642348, 1629656]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,26.58,Made,3.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,
20,PT10M12.00S,2025-11-26T01:15:35.0Z,1,REGULAR,3pt,Jump Shot,[],1641783,96.27135348226018,5.392156862745098,1610612753,3,4,2025-11-26T01:15:39Z,200000,False,-223.0,-17.0,1,right,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,,,,22.37,Missed,,,,,,,,,,,,,,,
21,PT10M09.00S,2025-11-26T01:15:38.0Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,3,4,2025-11-26T01:15:39Z,210000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,
22,PT10M04.00S,2025-11-26T01:15:45.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,4.02431011826544,45.588235294117645,1610612755,3,4,2025-11-26T01:15:49Z,220000,False,22.0,-15.0,1,left,MISS Q. Grimes running Layup - blocked,"[1629656, 1630591]",1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,2.65,Missed,,,,,,,,,,Suggs,1630591.0,,,,
23,PT10M04.00S,2025-11-26T01:15:45.1Z,1,REGULAR,block,,[],1630591,,,1610612755,3,4,2025-11-26T01:15:48Z,230000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2025-11-26T01:15:45.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,3,4,2025-11-26T01:15:49Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,22.0,,,,,,,,,,
26,PT09M46.00S,2025-11-26T01:16:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,86.81011826544021,52.450980392156865,1610612753,3,4,2025-11-26T01:16:12Z,260000,False,12.0,71.0,1,right,MISS J. Suggs 7' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,7.26,Missed,,,,,,,,,,,,,,,
27,PT09M44.00S,2025-11-26T01:16:10.5Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,3,4,2025-11-26T01:16:12Z,270000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,
28,PT09M36.00S,2025-11-26T01:16:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.436925098554536,75.24509803921569,1610612755,3,4,2025-11-26T01:16:22Z,280000,False,-126.0,234.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,26.55,Missed,,,,,,,,,,,,,,,
29,PT09M33.00S,2025-11-26T01:16:21.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,4,2025-11-26T01:16:22Z,290000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,
30,PT09M19.00S,2025-11-26T01:16:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,94.43166885676742,53.18627450980392,1610612753,3,6,2025-11-26T01:16:39Z,300000,False,16.0,0.0,1,right,J. Suggs driving finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,1.59,Made,2.0,,,,,,,,,,,,,,
31,PT09M14.00S,2025-11-26T01:16:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1641783,,,1610612755,3,6,2025-11-26T01:16:49Z,310000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Maxey 2 FT),"[1641783, 1630178]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Maxey,1630178.0
33,PT09M14.00S,2025-11-26T01:17:09.7Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,3,6,2025-11-26T01:17:09Z,330000,False,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
34,PT09M14.00S,2025-11-26T01:17:09.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,3,6,2025-11-26T01:17:09Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,
35,PT09M14.00S,2025-11-26T01:17:28.8Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,4,6,2025-11-26T01:17:28Z,350000,False,,,0,,T. Maxey Free Throw 2 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
36,PT09M02.00S,2025-11-26T01:17:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,84.70762155059133,44.6078431372549,1610612753,4,8,2025-11-26T01:19:22Z,360000,False,-27.0,91.0,1,right,F. Wagner 9' driving floating Jump Shot (2 PTS) (T. da Silva 2 AST),"[1630532, 1641783]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,9.51,Made,2.0,T. da Silva,1641783.0,2.0,,,,,,,,,,,
38,PT08M51.00S,2025-11-26T01:17:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,31.750985545335087,66.42156862745098,1610612755,4,8,2025-11-26T01:17:59Z,380000,False,-82.0,246.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,25.93,Missed,,,,,,,,,,,,,,,
39,PT08M48.00S,2025-11-26T01:17:58.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,8,2025-11-26T01:17:59Z,390000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,
40,PT08M44.00S,2025-11-26T01:18:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,90.75229960578186,47.30392156862745,1610612753,4,8,2025-11-26T01:18:07Z,400000,False,-13.0,34.0,1,right,MISS D. Bane running finger roll Layup,[1630217],1610612753.0,ORL,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.7,Missed,,,,,,,,,,,,,,,
41,PT08M41.00S,2025-11-26T01:18:05.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,4,8,2025-11-26T01:18:07Z,410000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,
42,PT08M36.00S,2025-11-26T01:18:09.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631230,8.886333771353483,50.98039215686274,1610612755,4,8,2025-11-26T01:20:19Z,420000,False,-5.0,31.0,1,left,MISS D. Barlow running finger roll Layup,[1631230],1610612755.0,PHI,running finger roll,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,3.14,Missed,,,,,,,,,,,,,,,
43,PT08M34.00S,2025-11-26T01:18:11.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,4,8,2025-11-26T01:18:13Z,430000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,
44,PT08M27.00S,2025-11-26T01:18:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,97.7168199737188,5.147058823529411,1610612753,4,8,2025-11-26T01:18:23Z,440000,False,-224.0,-31.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,22.64,Missed,,,,,,,,,,,,,,,
45,PT08M24.00S,2025-11-26T01:18:22.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,4,8,2025-11-26T01:18:23Z,450000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,,,,44.0,3.0,3.0,0.0,,,,,,,
46,PT08M20.00S,2025-11-26T01:18:28.7Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612755,4,8,2025-11-26T01:18:36Z,460000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630217, 1630178]",1610612753.0,ORL,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Maxey,1630178.0
48,PT08M20.00S,2025-11-26T01:19:01.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,5,8,2025-11-26T01:19:01Z,480000,False,,,0,,T. Maxey Free Throw 1 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
49,PT08M20.00S,2025-11-26T01:19:05.7Z,1,REGULAR,substitution,out,[],1642348,,,1610612755,5,8,2025-11-26T01:19:16Z,490000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M20.00S,2025-11-26T01:19:05.7Z,1,REGULAR,substitution,out,[],1631230,,,1610612755,5,8,2025-11-26T01:19:16Z,500000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M20.00S,2025-11-26T01:19:05.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612755,5,8,2025-11-26T01:19:16Z,510000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M20.00S,2025-11-26T01:19:05.7Z,1,REGULAR,substitution,in,[],1642272,,,1610612755,5,8,2025-11-26T01:19:16Z,520000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M20.00S,2025-11-26T01:19:32.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,6,8,2025-11-26T01:19:32Z,530000,False,,,0,,T. Maxey Free Throw 2 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
54,PT08M13.00S,2025-11-26T01:19:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,96.27135348226018,3.9215686274509802,1610612753,6,8,2025-11-26T01:19:58Z,540000,False,-230.0,-17.0,1,right,MISS D. Bane 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,23.11,Missed,,,,,,,,,,,,,,,
55,PT08M10.00S,2025-11-26T01:19:56.5Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,6,8,2025-11-26T01:19:56Z,550000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,
56,PT08M08.00S,2025-11-26T01:19:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,94.1688567674113,48.28431372549019,1610612753,6,8,2025-11-26T01:20:03Z,560000,False,-9.0,2.0,1,right,MISS F. Wagner driving finger roll Layup - blocked,"[1630532, 203083]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,0.89,Missed,,,,,,,,,,Drummond,203083.0,,,,
80,PT08M08.00S,2025-11-26T01:19:58.4Z,1,REGULAR,block,,[],203083,,,1610612753,6,8,2025-11-26T01:24:33Z,565000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT08M05.00S,2025-11-26T01:20:01.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,6,8,2025-11-26T01:20:03Z,570000,False,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,56.0,4.0,4.0,0.0,,,,,,,
58,PT07M54.00S,2025-11-26T01:20:12.1Z,1,REGULAR,3pt,Jump Shot,[],1642272,34.773324572930356,21.813725490196077,1610612755,9,8,2025-11-26T01:20:17Z,580000,False,141.0,274.0,1,left,J. McCain 30' 3PT  (3 PTS) (T. Watford 1 AST),"[1642272, 1630570]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,,30.85,Made,3.0,T. Watford,1630570.0,1.0,,,,,,,,,,,
60,PT07M35.00S,2025-11-26T01:20:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,80.3712220762155,6.862745098039216,1610612753,9,8,2025-11-26T01:20:34Z,600000,False,-216.0,132.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,25.29,Missed,,,,,,,,,,,,,,,
61,PT07M33.00S,2025-11-26T01:20:32.6Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,9,8,2025-11-26T01:20:34Z,610000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,
62,PT07M25.00S,2025-11-26T01:20:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,7.835085413929041,46.32352941176471,1610612755,9,8,2025-11-26T01:20:45Z,620000,False,18.0,21.0,1,left,MISS Q. Grimes driving finger roll Layup,[1629656],1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,2.8,Missed,,,,,,,,,,,,,,,
63,PT07M25.00S,2025-11-26T01:20:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,9,8,2025-11-26T01:20:42Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,62.0,,,,,,,,,,
66,PT07M19.00S,2025-11-26T01:21:19.9Z,1,REGULAR,foul,technical,['1freethrow'],1630178,,,1610612755,9,8,2025-11-26T01:21:31Z,660000,False,,,0,,T. Maxey technical FOUL (1 Tech),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1830.0,,,0.0,1.0,,
67,PT07M19.00S,2025-11-26T01:21:45.6Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612755,9,9,2025-11-26T01:21:45Z,670000,False,,,0,,D. Bane technical Free Throw 1 of 1 (3 PTS),[1630217],1610612753.0,ORL,technical,,,Bane,D. Bane,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
68,PT07M16.00S,2025-11-26T01:22:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612755,9,9,2025-11-26T01:22:17Z,680000,False,,,0,,T. Watford lost ball out-of-bounds TURNOVER (1 TO),[1630570],1610612755.0,PHI,lost ball,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,1830.0,,,,,,
69,PT07M09.00S,2025-11-26T01:22:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,72.48685939553219,18.627450980392158,1610612753,9,9,2025-11-26T01:22:30Z,690000,False,-157.0,206.0,1,right,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,25.9,Missed,,,,,,,,,,,,,,,
70,PT07M04.00S,2025-11-26T01:22:28.8Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,9,9,2025-11-26T01:22:28Z,700000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,69.0,3.0,2.0,1.0,,,,,,,
71,PT07M02.00S,2025-11-26T01:22:30.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,85.23324572930355,43.872549019607845,1610612753,9,9,2025-11-26T02:29:18Z,710000,False,-31.0,86.0,1,right,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,9.16,Missed,,,,,,,,,,,,,,,
72,PT07M01.00S,2025-11-26T01:22:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,9,9,2025-11-26T01:22:36Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,71.0,,,,,,,,,,
74,PT06M59.00S,2025-11-26T01:22:49.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,76.2976346911958,9.068627450980392,1610612753,9,9,2025-11-26T01:22:55Z,740000,False,-205.0,170.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,26.63,Missed,,,,,,,,,,,,,,,
75,PT06M54.00S,2025-11-26T01:22:54.9Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,9,9,2025-11-26T01:22:55Z,750000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,74.0,2.0,1.0,1.0,,,,,,,
76,PT06M54.00S,2025-11-26T01:22:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630591,94.40999984741211,50.0,1610612753,9,11,2025-11-26T01:22:54Z,760000,False,0.0,0.0,1,right,J. Suggs tip Layup (4 PTS),[1630591],1610612753.0,ORL,tip,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
77,PT06M49.00S,2025-11-26T01:23:03.0Z,1,REGULAR,foul,personal,[],1641783,,,1610612755,9,11,2025-11-26T01:23:12Z,770000,False,,,0,,T. da Silva personal FOUL (2 PF),"[1641783, 1630178]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629177.0,,,2.0,0.0,Maxey,1630178.0
79,PT06M49.00S,2025-11-26T01:23:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,9,11,2025-11-26T01:23:18Z,790000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M49.00S,2025-11-26T01:26:10.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612755,9,11,2025-11-26T01:26:25Z,800000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M49.00S,2025-11-26T01:26:10.9Z,1,REGULAR,substitution,in,[],1641710,,,1610612755,9,11,2025-11-26T01:26:25Z,810000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M28.00S,2025-11-26T01:27:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,12.040078843626807,54.166666666666664,1610612755,9,11,2025-11-26T01:27:05Z,820000,False,-21.0,61.0,1,left,MISS A. Drummond 6' driving finger roll Layup,[203083],1610612755.0,PHI,driving finger roll,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,6.42,Missed,,,,,,,,,,,,,,,
