actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
250,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,out,[],1629639,,,1610612755,52,45,2026-02-27T00:53:35Z,2490000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
252,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,52,45,2026-02-27T00:53:35Z,2510000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
253,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,52,45,2026-02-27T00:53:35Z,2520000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,
254,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,52,45,2026-02-27T00:53:35Z,2530000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,
255,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,in,[],1642276,,,1610612755,52,45,2026-02-27T00:53:35Z,2540000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
256,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,in,[],1626181,,,1610612755,52,45,2026-02-27T00:53:35Z,2550000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
258,PT06M55.00S,2026-02-27T00:53:46.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,12.959921156373195,4.6568627450980395,1610612755,52,45,2026-02-27T00:53:49Z,2570000,False,227.0,69.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,23.71,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
259,PT06M52.00S,2026-02-27T00:53:49.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,45,2026-02-27T00:53:49Z,2580000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Adebayo,B. Adebayo,258.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
260,PT06M38.00S,2026-02-27T00:54:05.3Z,2,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612748,52,45,2026-02-27T00:54:17Z,2590000,False,,,0,,A. Bona shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1641737, 1628389]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Bona,A. Bona,,,,,,,,,1151.0,1.0,0.0,Adebayo,1628389.0,,,,,,
262,PT06M38.00S,2026-02-27T00:54:35.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,52,45,2026-02-27T00:54:53Z,2610000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
263,PT06M38.00S,2026-02-27T00:54:35.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,52,45,2026-02-27T00:54:53Z,2620000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,
264,PT06M38.00S,2026-02-27T00:54:35.4Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,52,45,2026-02-27T00:54:53Z,2630000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
265,PT06M35.00S,2026-02-27T00:54:38.4Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,52,45,2026-02-27T00:54:53Z,2640000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,264.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
266,PT06M28.00S,2026-02-27T00:55:03.5Z,2,REGULAR,foul,offensive,[],1641737,,,1610612755,52,45,2026-02-27T02:31:23Z,2650000,False,,,0,,A. Bona offensive FOUL (2 PF),"[1641737, 1630558]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bona,A. Bona,,,,,,,,,101284.0,2.0,0.0,Mitchell,1630558.0,,,,,,
268,PT06M28.00S,2026-02-27T00:55:03.5Z,2,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,52,45,2026-02-27T00:55:03Z,2670000,False,,,0,,A. Bona offensive foul TURNOVER (1 TO),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bona,A. Bona,,,,,,,,,101284.0,,,,,1.0,,,,,
275,PT06M28.00S,2026-02-27T00:55:19.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,52,45,2026-02-27T00:57:00Z,2675000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
276,PT06M28.00S,2026-02-27T00:55:19.8Z,2,REGULAR,substitution,in,[],1631323,,,1610612748,52,45,2026-02-27T00:57:00Z,2677500,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
269,PT06M20.00S,2026-02-27T00:55:36.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642276,71.30420499342969,82.84313725490196,1610612748,52,45,2026-02-27T00:56:44Z,2680000,False,164.0,217.0,1,right,MISS K. Ware 27' 3PT,[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,27.23,Missed,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
270,PT06M18.00S,2026-02-27T00:55:38.1Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,52,45,2026-02-27T00:56:44Z,2690000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Maxey,T. Maxey,269.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
271,PT06M10.00S,2026-02-27T00:55:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,10.33180026281209,44.36274509803921,1610612755,54,45,2026-02-27T00:55:54Z,2700000,False,28.0,45.0,1,left,V. Edgecombe running Layup (7 PTS) (T. Maxey 4 AST),"[1642845, 1630178]",1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,Edgecombe,V. Edgecombe,,,,,7.0,T. Maxey,1630178.0,4.0,,,,,,,,,,,
585,PT06M10.00S,2026-02-27T00:57:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,54,45,2026-02-27T01:59:49Z,2715000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M10.00S,2026-02-27T00:58:37.6Z,2,REGULAR,substitution,out,[],1641737,,,1610612748,54,45,2026-02-27T00:58:48Z,2720000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,
280,PT06M10.00S,2026-02-27T00:58:37.6Z,2,REGULAR,substitution,in,[],1629656,,,1610612748,54,45,2026-02-27T00:58:48Z,2730000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,
281,PT05M50.00S,2026-02-27T00:59:05.0Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612748,54,45,2026-02-27T00:59:10Z,2740000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1630178]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,Powell,N. Powell,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,,
282,PT05M50.00S,2026-02-27T00:59:05.0Z,2,REGULAR,steal,,[],1630178,,,1610612755,54,45,2026-02-27T00:59:08Z,2750000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
283,PT05M43.00S,2026-02-27T00:59:11.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629656,22.683968462549277,8.088235294117647,1610612755,54,45,2026-02-27T00:59:16Z,2760000,False,210.0,161.0,1,left,MISS Q. Grimes 26' running 3PT,[1629656],1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Right Center,26.41,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,
284,PT05M41.00S,2026-02-27T00:59:14.0Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612755,54,45,2026-02-27T00:59:14Z,2770000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Grimes,Q. Grimes,283.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
285,PT05M25.00S,2026-02-27T00:59:29.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642845,5.601182654402102,97.05882352941177,1610612755,57,45,2026-02-27T01:00:55Z,2780000,False,-235.0,0.0,1,left,V. Edgecombe 3PT step back (10 PTS) (T. Maxey 5 AST),"[1642845, 1630178]",1610612755.0,PHI,step back,,,,,,Left Corner 3,24+ Left,23.53,Made,Edgecombe,V. Edgecombe,,,,,10.0,T. Maxey,1630178.0,5.0,,,,,,,,,,,
287,PT05M12.00S,2026-02-27T00:59:43.7Z,2,REGULAR,2pt,Jump Shot,[],203952,77.4802890932983,25.245098039215684,1610612748,57,47,2026-02-27T01:01:29Z,2800000,False,-124.0,159.0,1,right,A. Wiggins 20' step back Jump Shot (6 PTS) (D. Mitchell 2 AST),"[203952, 1630558]",1610612748.0,MIA,step back,,,,,,Mid-Range,16-24 Left Center,20.17,Made,Wiggins,A. Wiggins,,,,,6.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,
289,PT05M03.00S,2026-02-27T00:59:51.9Z,2,REGULAR,3pt,Jump Shot,[],1642845,30.17411300919842,16.176470588235293,1610612755,57,47,2026-02-27T00:59:55Z,2820000,False,169.0,231.0,1,left,MISS V. Edgecombe 28' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,28.64,Missed,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
290,PT05M00.00S,2026-02-27T00:59:54.1Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,57,47,2026-02-27T00:59:54Z,2830000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Fontecchio,S. Fontecchio,289.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
291,PT04M51.00S,2026-02-27T01:00:04.2Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612748,57,47,2026-02-27T01:00:12Z,2840000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 1642845]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Center,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,2.0,Edgecombe,1642845.0,,,
292,PT04M51.00S,2026-02-27T01:00:04.2Z,2,REGULAR,steal,,[],1642845,,,1610612755,57,47,2026-02-27T01:18:45Z,2850000,False,,,0,,V. Edgecombe STEAL (2 STL),[1642845],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
293,PT04M46.00S,2026-02-27T01:00:10.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642845,6.915243101182654,49.26470588235294,1610612755,59,47,2026-02-27T01:04:54Z,2860000,False,4.0,13.0,1,left,V. Edgecombe running alley-oop DUNK (12 PTS) (T. Maxey 6 AST),"[1642845, 1630178]",1610612755.0,PHI,running alley-oop,,,,,,Restricted Area,0-8 Center,1.3,Made,Edgecombe,V. Edgecombe,,,,,12.0,T. Maxey,1630178.0,6.0,,,,,,,,,,,
295,PT04M46.00S,2026-02-27T01:00:19.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,59,47,2026-02-27T01:00:19Z,2880000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,59,47,2026-02-27T01:01:39Z,2890000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
299,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,out,[],1626181,,,1610612748,59,47,2026-02-27T01:01:39Z,2900000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
300,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,out,[],1631323,,,1610612748,59,47,2026-02-27T01:01:39Z,2910000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
301,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,59,47,2026-02-27T01:01:39Z,2920000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
302,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,59,47,2026-02-27T01:01:39Z,2930000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
303,PT04M46.00S,2026-02-27T01:01:32.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,59,47,2026-02-27T01:01:39Z,2940000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
304,PT04M34.00S,2026-02-27T01:02:10.1Z,2,REGULAR,3pt,Jump Shot,[],203952,69.85873850197109,17.401960784313726,1610612748,59,47,2026-02-27T01:02:14Z,2950000,False,-163.0,231.0,1,right,MISS A. Wiggins 28' 3PT,[203952],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,28.26,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
305,PT04M30.00S,2026-02-27T01:02:14.1Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,59,47,2026-02-27T01:02:14Z,2960000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:1),[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Grimes,Q. Grimes,304.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
688,PT04M11.00S,2026-02-27T01:02:40.6Z,2,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612755,59,47,2026-02-27T02:33:28Z,3005000,False,,,0,,K. Oubre Jr. lost ball out-of-bounds TURNOVER (1 TO),[1626162],1610612755.0,PHI,lost ball,,,,,,Mid-Range,8-16 Right,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,101284.0,,,,,1.0,,,,,
310,PT04M11.00S,2026-02-27T01:02:42.5Z,2,REGULAR,substitution,out,[],1631230,,,1610612748,59,47,2026-02-27T02:33:28Z,3010000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,
311,PT04M11.00S,2026-02-27T01:02:42.5Z,2,REGULAR,substitution,in,[],203954,,,1610612748,59,47,2026-02-27T02:33:28Z,3020000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
312,PT03M52.00S,2026-02-27T01:03:12.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,96.00854139290408,69.36274509803921,1610612748,59,47,2026-02-27T02:33:28Z,3030000,False,97.0,-15.0,1,right,MISS T. Herro 9' driving floating Shot - blocked,"[1629639, 1642845]",1610612748.0,MIA,driving floating,,,,,,Mid-Range,8-16 Right,9.8,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,Edgecombe,1642845.0,
313,PT03M52.00S,2026-02-27T01:03:12.7Z,2,REGULAR,block,,[],1642845,,,1610612748,59,47,2026-02-27T01:03:15Z,3040000,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
314,PT03M48.00S,2026-02-27T01:03:16.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,59,47,2026-02-27T01:03:17Z,3050000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:5),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Oubre Jr.,K. Oubre Jr.,312.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
315,PT03M43.00S,2026-02-27T01:03:21.1Z,2,REGULAR,2pt,Jump Shot,[],203954,14.536793692509855,29.411764705882355,1610612755,59,47,2026-02-27T01:07:34Z,3060000,False,103.0,84.0,1,left,MISS J. Embiid 13' pullup Shot,[203954],1610612755.0,PHI,pullup,,,,,,Mid-Range,8-16 Right,13.29,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
316,PT03M40.00S,2026-02-27T01:03:24.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,59,47,2026-02-27T01:03:29Z,3070000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,Adebayo,B. Adebayo,315.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
317,PT03M30.00S,2026-02-27T01:03:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,91.01511169513797,52.69607843137255,1610612748,59,47,2026-02-27T01:03:37Z,3080000,False,13.0,32.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,3.47,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
318,PT03M27.00S,2026-02-27T01:03:36.9Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,59,47,2026-02-27T01:03:36Z,3090000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:2),[1629656],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Grimes,Q. Grimes,317.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
319,PT03M23.00S,2026-02-27T01:03:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,2.8416557161629434,53.67647058823529,1610612755,59,47,2026-02-27T01:03:50Z,3100000,False,-18.0,-26.0,1,left,MISS Q. Grimes running Layup,[1629656],1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,3.17,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,
321,PT03M16.00S,2026-02-27T01:03:48.5Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612755,59,47,2026-02-27T01:03:50Z,3120000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:5),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Oubre Jr.,K. Oubre Jr.,319.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
322,PT03M16.00S,2026-02-27T01:03:47.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626162,5.590000152587891,50.0,1610612755,61,47,2026-02-27T01:04:07Z,3130000,False,0.0,0.0,1,left,K. Oubre Jr. putback Layup (6 PTS),[1626162],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,Oubre Jr.,K. Oubre Jr.,,,,,6.0,,,,,,,,,,,,,,
323,PT03M10.00S,2026-02-27T01:03:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,89.96386333771353,49.50980392156863,1610612748,61,47,2026-02-27T01:04:00Z,3140000,False,-2.0,42.0,1,right,MISS D. Mitchell driving floating Shot,[1630558],1610612748.0,MIA,driving floating,,,,,,Restricted Area,0-8 Center,4.19,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
324,PT03M08.00S,2026-02-27T01:03:56.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,61,47,2026-02-27T01:03:56Z,3150000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Embiid,J. Embiid,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
325,PT02M58.00S,2026-02-27T01:04:06.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.013797634691194,24.264705882352942,1610612755,61,47,2026-02-27T01:04:11Z,3160000,False,129.0,248.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,27.98,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
326,PT02M56.00S,2026-02-27T01:04:08.7Z,2,REGULAR,rebound,offensive,[],1642845,,,1610612755,61,47,2026-02-27T01:04:08Z,3170000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:3),[1642845],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Edgecombe,V. Edgecombe,325.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
327,PT02M54.00S,2026-02-27T01:04:10.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626162,17.16491458607096,46.568627450980394,1610612755,63,47,2026-02-27T01:12:10Z,3180000,False,17.0,109.0,1,left,K. Oubre Jr. 11' driving floating Jump Shot (8 PTS) (V. Edgecombe 3 AST),"[1626162, 1642845]",1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.02,Made,Oubre Jr.,K. Oubre Jr.,,,,,8.0,V. Edgecombe,1642845.0,3.0,,,,,,,,,,,
329,PT02M42.00S,2026-02-27T01:04:22.4Z,2,REGULAR,3pt,Jump Shot,[],203952,73.40670170827858,13.970588235294118,1610612748,63,50,2026-02-27T01:04:27Z,3200000,False,-180.0,197.0,1,right,A. Wiggins 26' 3PT step back (9 PTS),[203952],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Left Center,26.73,Made,Wiggins,A. Wiggins,,,,,9.0,,,,,,,,,,,,,,
330,PT02M30.00S,2026-02-27T01:04:40.7Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612755,63,50,2026-02-27T01:04:46Z,3210000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[203952, 1626162]",1610612748.0,MIA,shooting,,,,,,Mid-Range,16-24 Right Center,,,Wiggins,A. Wiggins,,,,,,,,,1151.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,
332,PT02M30.00S,2026-02-27T01:05:02.4Z,2,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,64,50,2026-02-27T01:05:02Z,3230000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (9 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,Oubre Jr.,K. Oubre Jr.,,,,,9.0,,,,,,,,,,,,,,
333,PT02M30.00S,2026-02-27T01:05:05.0Z,2,REGULAR,substitution,out,[],1642845,,,1610612755,64,50,2026-02-27T01:05:11Z,3240000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
334,PT02M30.00S,2026-02-27T01:05:05.0Z,2,REGULAR,substitution,out,[],1641796,,,1610612755,64,50,2026-02-27T01:05:11Z,3250000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
335,PT02M30.00S,2026-02-27T01:05:05.0Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,64,50,2026-02-27T01:05:11Z,3260000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,
336,PT02M30.00S,2026-02-27T01:05:05.0Z,2,REGULAR,substitution,in,[],1631170,,,1610612755,64,50,2026-02-27T01:05:11Z,3270000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
337,PT02M30.00S,2026-02-27T01:05:21.4Z,2,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,65,50,2026-02-27T01:05:21Z,3280000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (10 PTS),[1626162],1610612755.0,PHI,,,,,,,,,,Made,Oubre Jr.,K. Oubre Jr.,,,,,10.0,,,,,,,,,,,,,,
338,PT02M17.00S,2026-02-27T01:05:35.8Z,2,REGULAR,3pt,Jump Shot,[],1628389,67.23061760840999,59.31372549019608,1610612748,65,53,2026-02-27T01:05:39Z,3290000,False,47.0,256.0,1,right,B. Adebayo 25' 3PT  (13 PTS) (A. Wiggins 2 AST),"[1628389, 203952]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,25.97,Made,Adebayo,B. Adebayo,,,,,13.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,
340,PT01M59.00S,2026-02-27T01:05:52.6Z,2,REGULAR,3pt,Jump Shot,[],1629656,27.94021024967148,80.63725490196079,1610612755,65,53,2026-02-27T01:05:56Z,3310000,False,-153.0,210.0,1,left,MISS Q. Grimes 26' 3PT,[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,26.0,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,
