actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M19.00S,2023-10-28T23:16:13.5Z,1,REGULAR,foul,personal,['1freethrow'],203897,,,1610612765,4,2,2023-10-28T23:17:42Z,200000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Cunningham 1 FT),"[203897, 1630595]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628484.0,1.0,0.0,Cunningham,1630595.0,,
22,PT10M19.00S,2023-10-28T23:16:41.1Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,4,2,2023-10-28T23:16:44Z,220000,False,,,0,,MISS C. Cunningham Free Throw 1 of 1,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2023-10-28T23:16:44.1Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,4,2,2023-10-28T23:16:44Z,230000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M56.00S,2023-10-28T23:17:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,7.145203679369246,55.88235294117647,1610612741,4,4,2023-10-28T23:17:08Z,240000,False,-29.0,15.0,1,left,D. DeRozan floating Jump Shot (2 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.29,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M39.00S,2023-10-28T23:17:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630165,89.79960578186596,97.54901960784314,1610612765,7,4,2023-10-28T23:17:23Z,250000,False,238.0,43.0,1,right,K. Hayes 24' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1630165, 1630595]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,24.16,Made,,,,,3.0,,,,C. Cunningham,1630595.0,1.0,,,,,,,
27,PT09M24.00S,2023-10-28T23:17:34.5Z,1,REGULAR,3pt,Jump Shot,[],203897,34.8718791064389,55.88235294117647,1610612741,7,7,2023-10-28T23:17:41Z,270000,False,-29.0,275.0,1,left,Z. LaVine 27' 3PT pullup (5 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,27.69,Made,,,,,5.0,,,,,,,,,,,,,
28,PT09M17.00S,2023-10-28T23:17:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.87319316688567,56.61764705882353,1610612765,9,7,2023-10-28T23:18:33Z,280000,False,33.0,5.0,1,right,C. Cunningham driving Layup (4 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,4.0,,,,K. Hayes,1630165.0,1.0,,,,,,,
30,PT09M17.00S,2023-10-28T23:17:47.8Z,1,REGULAR,foul,personal,['1freethrow'],202696,,,1610612765,9,7,2023-10-28T23:19:16Z,300000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Cunningham 1 FT),"[202696, 1630595]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Cunningham,1630595.0,,
32,PT09M17.00S,2023-10-28T23:18:17.0Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,10,7,2023-10-28T23:18:17Z,320000,False,,,0,,C. Cunningham Free Throw 1 of 1 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
33,PT09M00.00S,2023-10-28T23:18:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.584099868593952,41.42156862745098,1610612741,10,7,2023-10-28T23:19:32Z,330000,False,43.0,75.0,1,left,MISS N. Vucevic 8' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,,,,,,
34,PT08M56.00S,2023-10-28T23:18:32.4Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,10,7,2023-10-28T23:18:33Z,340000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M43.00S,2023-10-28T23:18:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.93495400788436,49.01960784313726,1610612765,10,7,2023-10-28T23:19:55Z,350000,False,-5.0,258.0,1,right,MISS C. Cunningham 25' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
36,PT08M37.00S,2023-10-28T23:18:51.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,7,2023-10-28T23:18:52Z,360000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M33.00S,2023-10-28T23:18:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.145203679369246,44.607843137254896,1610612741,10,9,2023-10-28T23:20:12Z,370000,False,27.0,15.0,1,left,Z. LaVine driving Layup (7 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,7.0,,,,,,,,,,,,,
38,PT08M20.00S,2023-10-28T23:19:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.95335085413929,54.65686274509804,1610612765,12,9,2023-10-28T23:19:13Z,380000,False,23.0,14.0,1,right,I. Stewart Layup (2 PTS) (J. Duren 1 AST),"[1630191, 1631105]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,2.0,,,,J. Duren,1631105.0,1.0,,,,,,,
40,PT08M06.00S,2023-10-28T23:19:22.4Z,1,REGULAR,2pt,Jump Shot,[],203897,5.831143232588701,20.588235294117652,1610612741,12,11,2023-10-28T23:19:28Z,400000,False,147.0,2.0,1,left,Z. LaVine 14' step back Jump Shot (9 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,14.71,Made,,,,,9.0,,,,,,,,,,,,,
41,PT07M51.00S,2023-10-28T23:19:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,91.90210249671485,52.450980392156865,1610612765,14,11,2023-10-28T23:19:41Z,410000,False,12.0,24.0,1,right,I. Stewart Hook (4 PTS) (J. Duren 2 AST),"[1630191, 1631105]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.66,Made,,,,,4.0,,,,J. Duren,1631105.0,2.0,,,,,,,
43,PT07M33.00S,2023-10-28T23:19:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,15.160972404730614,57.35294117647059,1610612741,14,11,2023-10-28T23:19:59Z,430000,False,-37.0,90.0,1,left,MISS N. Vucevic 9' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.72,Missed,,,,,,,,,,,,,,,,,,
44,PT07M30.00S,2023-10-28T23:19:58.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,14,11,2023-10-28T23:19:59Z,440000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT07M13.00S,2023-10-28T23:20:14.6Z,1,REGULAR,3pt,Jump Shot,[],1630191,92.29632063074901,4.166666666666657,1610612765,14,11,2023-10-28T23:20:21Z,450000,False,-229.0,20.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
46,PT07M07.00S,2023-10-28T23:20:20.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,14,11,2023-10-28T23:20:21Z,460000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M02.00S,2023-10-28T23:20:26.1Z,1,REGULAR,3pt,Jump Shot,[],203897,32.11235216819975,73.2843137254902,1610612741,14,14,2023-10-28T23:20:34Z,470000,False,-116.0,249.0,1,left,Z. LaVine 27' 3PT step back (12 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.52,Made,,,,,12.0,,,,,,,,,,,,,
48,PT06M45.00S,2023-10-28T23:20:42.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,93.34756898817345,55.63725490196079,1610612765,16,14,2023-10-28T23:20:48Z,480000,False,28.0,10.0,1,right,A. Thompson cutting DUNK (2 PTS) (J. Duren 3 AST),"[1641709, 1631105]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,2.0,,,,J. Duren,1631105.0,3.0,,,,,,,
50,PT06M20.00S,2023-10-28T23:21:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630172,31.45532194480947,85.7843137254902,1610612741,16,14,2023-10-28T23:21:13Z,500000,False,-179.0,243.0,1,left,MISS P. Williams 30' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,30.19,Missed,,,,,,,,,,,,,,,,,,
51,PT06M18.00S,2023-10-28T23:21:09.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,16,14,2023-10-28T23:24:38Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,50.0,,,,,,,,,,,,,,,,,
52,PT06M18.00S,2023-10-28T23:21:16.5Z,1,REGULAR,foul,personal,[],1630595,,,1610612741,16,14,2023-10-28T23:24:48Z,520000,False,,,0,,C. Cunningham loose ball personal FOUL (1 PF),"[1630595, 1630172]",1610612765.0,DET,loose ball,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1628484.0,1.0,0.0,Williams,1630172.0,,
54,PT06M18.00S,2023-10-28T23:21:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,14,2023-10-28T23:21:35Z,540000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M11.00S,2023-10-28T23:24:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,32.637976346911955,85.5392156862745,1610612741,16,14,2023-10-28T23:24:31Z,550000,False,-178.0,254.0,1,left,MISS Z. LaVine 31' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,31.02,Missed,,,,,,,,,,,,,,,,,,
56,PT06M03.00S,2023-10-28T23:24:30.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,14,2023-10-28T23:24:31Z,560000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT05M51.00S,2023-10-28T23:24:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,89.27398160315374,40.19607843137255,1610612765,16,14,2023-10-28T23:25:40Z,580000,False,-49.0,48.0,1,right,MISS A. Thompson 6' driving Layup - blocked,"[1641709, 201942]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
69,PT05M51.00S,2023-10-28T23:24:42.8Z,1,REGULAR,block,,[],201942,,,1610612765,16,14,2023-10-28T23:26:22Z,585000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT05M46.00S,2023-10-28T23:24:47.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,16,14,2023-10-28T23:24:48Z,590000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT05M37.00S,2023-10-28T23:24:58.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,9.510512483574246,49.26470588235294,1610612741,16,16,2023-10-28T23:27:25Z,600000,False,4.0,37.0,1,left,N. Vucevic turnaround Hook (2 PTS) (P. Williams 1 AST),"[202696, 1630172]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,2.0,,,,P. Williams,1630172.0,1.0,,,,,,,
61,PT05M37.00S,2023-10-28T23:25:10.6Z,1,REGULAR,foul,personal,['1freethrow'],1641709,,,1610612741,16,16,2023-10-28T23:28:16Z,610000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Vucevic 1 FT),"[1641709, 202696]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200834.0,1.0,0.0,Vucevic,202696.0,,
64,PT05M37.00S,2023-10-28T23:25:36.2Z,1,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,16,17,2023-10-28T23:25:36Z,630000,False,,,0,,N. Vucevic Free Throw 1 of 1 (3 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
65,PT05M37.00S,2023-10-28T23:25:44.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,16,17,2023-10-28T23:25:55Z,640000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M37.00S,2023-10-28T23:25:44.5Z,1,REGULAR,substitution,in,[],202692,,,1610612765,16,17,2023-10-28T23:25:55Z,650000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M37.00S,2023-10-28T23:25:44.5Z,1,REGULAR,substitution,out,[],201942,,,1610612765,16,17,2023-10-28T23:28:48Z,655000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M37.00S,2023-10-28T23:25:44.5Z,1,REGULAR,substitution,in,[],1628470,,,1610612765,16,17,2023-10-28T23:28:48Z,657500,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M19.00S,2023-10-28T23:25:59.6Z,1,REGULAR,foul,personal,[],1628470,,,1610612765,16,17,2023-10-28T23:27:09Z,660000,False,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 202692]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,200834.0,1.0,0.0,Burks,202692.0,,
74,PT05M08.00S,2023-10-28T23:26:32.3Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,16,17,2023-10-28T23:26:43Z,720000,False,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 1630172]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,
75,PT05M08.00S,2023-10-28T23:26:32.3Z,1,REGULAR,steal,,[],1630172,,,1610612741,16,17,2023-10-28T23:26:37Z,730000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M06.00S,2023-10-28T23:26:39.2Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612741,16,17,2023-10-28T23:26:59Z,740000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630191, 203897]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200834.0,1.0,0.0,LaVine,203897.0,,
78,PT05M06.00S,2023-10-28T23:27:05.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203897,,,1610612741,16,18,2023-10-28T23:27:28Z,760000,False,,,0,,Z. LaVine Free Throw 1 of 2 (13 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
79,PT05M06.00S,2023-10-28T23:27:05.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203897,,,1610612741,16,18,2023-10-28T23:27:28Z,770000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT05M03.00S,2023-10-28T23:27:08.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,16,18,2023-10-28T23:27:28Z,780000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT04M54.00S,2023-10-28T23:27:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.74178712220763,54.65686274509804,1610612765,18,18,2023-10-28T23:27:40Z,790000,False,23.0,6.0,1,right,J. Duren driving Layup (4 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,4.0,,,,,,,,,,,,,
82,PT04M40.00S,2023-10-28T23:27:53.1Z,1,REGULAR,foul,personal,[],1630191,,,1610612741,18,18,2023-10-28T23:28:07Z,800000,False,,,0,,I. Stewart personal FOUL (2 PF),"[1630191, 202696]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627541.0,2.0,0.0,Vucevic,202696.0,,
84,PT04M40.00S,2023-10-28T23:28:05.8Z,1,REGULAR,substitution,out,[],1631105,,,1610612741,18,18,2023-10-28T23:28:14Z,820000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M40.00S,2023-10-28T23:28:05.8Z,1,REGULAR,substitution,in,[],1628963,,,1610612741,18,18,2023-10-28T23:28:14Z,830000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M40.00S,2023-10-28T23:28:05.8Z,1,REGULAR,substitution,out,[],1641709,,,1610612741,18,18,2023-10-28T23:32:13Z,835000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M40.00S,2023-10-28T23:28:05.8Z,1,REGULAR,substitution,in,[],1631093,,,1610612741,18,18,2023-10-28T23:32:13Z,837500,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M35.00S,2023-10-28T23:28:22.6Z,1,REGULAR,3pt,Jump Shot,[],203897,36.44875164257556,50.49019607843137,1610612741,18,18,2023-10-28T23:28:28Z,840000,False,-2.0,290.0,1,left,MISS Z. LaVine 29' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,29.01,Missed,,,,,,,,,,,,,,,,,,
87,PT04M30.00S,2023-10-28T23:28:27.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,18,18,2023-10-28T23:28:28Z,850000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
