actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M17.00S,2024-02-03T00:15:52.9Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.318659658344284,70.58823529411765,1610612765,4,4,2024-02-03T00:15:57Z,160000,False,-103.0,138.0,1,left,MISS C. Cunningham 17' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,17.25,Missed,,,,,,,,,,,,,,,,,,
17,PT10M15.00S,2024-02-03T00:15:55.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,4,4,2024-02-03T00:15:55Z,170000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,
18,PT10M14.00S,2024-02-03T00:15:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,5.601182654402102,50.0,1610612765,6,4,2024-02-03T00:16:15Z,180000,False,0.0,0.0,1,left,J. Duren putback Layup (2 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.02,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M14.00S,2024-02-03T00:16:00.4Z,1,REGULAR,foul,personal,['1freethrow'],202695,,,1610612765,6,4,2024-02-03T00:16:10Z,190000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Duren 1 FT),"[202695, 1631105]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,1.0,0.0,Duren,1631105.0,,,,,,,,
21,PT10M14.00S,2024-02-03T00:16:24.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1631105,,,1610612765,7,4,2024-02-03T00:16:24Z,210000,False,,,0,,J. Duren Free Throw 1 of 1 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2024-02-03T00:16:40.8Z,1,REGULAR,3pt,Jump Shot,[],202331,92.19776609724047,3.6764705882352944,1610612746,7,4,2024-02-03T00:16:45Z,220000,False,-232.0,21.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,23.25,Missed,,,,,,,,,,,,,,,,,,
23,PT09M58.00S,2024-02-03T00:16:44.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,4,2024-02-03T00:16:45Z,230000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,
24,PT09M50.00S,2024-02-03T00:16:52.2Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612765,7,4,2024-02-03T00:17:36Z,240000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 202331]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,George,202331.0,,,,,
25,PT09M50.00S,2024-02-03T00:16:52.2Z,1,REGULAR,steal,,[],202331,,,1610612746,7,4,2024-02-03T00:16:54Z,250000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2024-02-03T00:17:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629611,94.03745072273325,46.568627450980394,1610612746,7,6,2024-02-03T00:17:08Z,260000,False,-17.0,4.0,1,right,T. Mann cutting Layup (2 PTS) (P. George 1 AST),"[1629611, 202331]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,P. George,202331.0,1.0,,
28,PT09M24.00S,2024-02-03T00:17:18.0Z,1,REGULAR,3pt,Jump Shot,[],202711,18.2161629434954,93.87254901960785,1610612765,10,6,2024-02-03T00:17:21Z,280000,False,-219.0,119.0,1,left,B. Bogdanovic 24' 3PT  (5 PTS) (C. Cunningham 1 AST),"[202711, 1630595]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.95,Made,5.0,,,,,,,,,,,,,C. Cunningham,1630595.0,1.0,,
30,PT09M04.00S,2024-02-03T00:17:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,88.78120893561103,61.51960784313726,1610612746,10,6,2024-02-03T00:17:43Z,300000,False,58.0,53.0,1,right,MISS K. Leonard 7' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2024-02-03T00:17:42.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,6,2024-02-03T00:17:43Z,310000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,30.0,4.0,3.0,1.0,,,,,,,,,,,,,
32,PT08M57.00S,2024-02-03T00:17:46.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,23.73521681997372,13.725490196078432,1610612765,10,6,2024-02-03T00:19:56Z,320000,False,181.0,171.0,1,left,MISS C. Cunningham 24' running 3PT,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2024-02-03T00:17:48.4Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,10,6,2024-02-03T00:19:56Z,330000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,
34,PT08M54.00S,2024-02-03T00:17:52.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631093,5.590000152587891,50.0,1610612765,10,6,2024-02-03T00:20:14Z,340000,False,0.0,0.0,1,left,MISS J. Ivey tip Layup,[1631093],1610612765.0,DET,tip,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2024-02-03T00:17:53.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,10,6,2024-02-03T00:20:14Z,350000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT08M37.00S,2024-02-03T00:18:05.3Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,10,6,2024-02-03T00:18:10Z,360000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1630595]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,,,
37,PT08M37.00S,2024-02-03T00:18:05.3Z,1,REGULAR,steal,,[],1630595,,,1610612765,10,6,2024-02-03T00:18:06Z,370000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2024-02-03T00:18:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631093,5.863994743758213,47.05882352941176,1610612765,12,6,2024-02-03T00:18:16Z,380000,False,15.0,3.0,1,left,J. Ivey running Layup (2 PTS) (C. Cunningham 2 AST),"[1631093, 1630595]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,,,,,,,,,,,,,C. Cunningham,1630595.0,2.0,,
40,PT08M14.00S,2024-02-03T00:18:28.8Z,1,REGULAR,2pt,Jump Shot,[],202695,79.31997371879106,66.42156862745098,1610612746,12,6,2024-02-03T00:18:33Z,400000,False,82.0,142.0,1,right,MISS K. Leonard 16' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,16.39,Missed,,,,,,,,,,,,,,,,,,
41,PT08M11.00S,2024-02-03T00:18:30.7Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,12,6,2024-02-03T00:18:30Z,410000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,
42,PT08M04.00S,2024-02-03T00:18:41.1Z,1,REGULAR,turnover,traveling,[],1628995,,,1610612765,12,6,2024-02-03T00:18:46Z,420000,False,,,0,,K. Knox II traveling TURNOVER (1 TO),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Left Center,,,,,,,,200833.0,,,,,1.0,,,,,,,
43,PT07M53.00S,2024-02-03T00:19:10.1Z,1,REGULAR,foul,personal,[],1631093,,,1610612746,12,6,2024-02-03T00:20:38Z,430000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 202695]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,202049.0,1.0,0.0,Leonard,202695.0,,,,,,,,
45,PT07M44.00S,2024-02-03T00:19:40.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,92.32917214191852,49.50980392156863,1610612746,12,6,2024-02-03T00:23:51Z,450000,False,-2.0,20.0,1,right,MISS J. Harden driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2024-02-03T00:19:42.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,12,6,2024-02-03T00:23:51Z,460000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,45.0,1.0,0.0,1.0,,,,,,,,,,,,,
47,PT07M42.00S,2024-02-03T00:19:42.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203486,94.40999984741211,50.0,1610612746,12,6,2024-02-03T00:24:03Z,470000,False,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612746.0,LAC,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2024-02-03T00:19:44.6Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,12,6,2024-02-03T00:24:03Z,480000,False,,,0,,J. Harden REBOUND (Off:1 Def:0),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,
49,PT07M37.00S,2024-02-03T00:19:44.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202331,67.23061760840999,62.00980392156863,1610612746,12,6,2024-02-03T00:19:48Z,490000,False,60.0,256.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
50,PT07M35.00S,2024-02-03T00:19:46.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,12,6,2024-02-03T00:19:48Z,500000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,49.0,5.0,4.0,1.0,,,,,,,,,,,,,
51,PT07M28.00S,2024-02-03T00:19:53.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,29.122864651773984,69.36274509803921,1610612765,15,6,2024-02-03T00:19:58Z,510000,False,-97.0,221.0,1,left,J. Ivey 24' 3PT pullup (5 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,24.15,Made,5.0,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2024-02-03T00:20:00.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,6,2024-02-03T00:20:00Z,520000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M06.00S,2024-02-03T00:23:10.7Z,1,REGULAR,3pt,Jump Shot,[],201935,68.54467805519053,27.450980392156865,1610612746,15,6,2024-02-03T00:23:17Z,530000,False,-113.0,243.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2024-02-03T00:23:15.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,15,6,2024-02-03T00:23:17Z,540000,False,,,0,,J. Duren REBOUND (Off:1 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,53.0,6.0,5.0,1.0,,,,,,,,,,,,,
55,PT06M55.00S,2024-02-03T00:23:20.2Z,1,REGULAR,3pt,Jump Shot,[],202711,22.552562417871222,11.519607843137255,1610612765,18,6,2024-02-03T00:23:23Z,550000,False,192.0,159.0,1,left,B. Bogdanovic 24' 3PT  (8 PTS) (C. Cunningham 3 AST),"[202711, 1630595]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.99,Made,8.0,,,,,,,,,,,,,C. Cunningham,1630595.0,3.0,,
57,PT06M28.00S,2024-02-03T00:23:50.1Z,1,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,59.80392156862745,1610612746,18,6,2024-02-03T00:24:09Z,570000,False,49.0,251.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
58,PT06M27.00S,2024-02-03T00:23:51.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,18,6,2024-02-03T00:24:09Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,57.0,,,,,,,,,,,,,,,,
59,PT06M27.00S,2024-02-03T00:23:59.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,18,6,2024-02-03T00:24:07Z,590000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,200833.0,,,,,,,,,,,,
60,PT06M13.00S,2024-02-03T00:24:24.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631105,9.674770039421814,50.245098039215684,1610612765,20,6,2024-02-03T00:24:29Z,600000,False,-1.0,38.0,1,left,J. Duren turnaround Hook (5 PTS),[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.84,Made,5.0,,,,,,,,,,,,,,,,,
61,PT05M52.00S,2024-02-03T00:24:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,94.56307490144546,53.18627450980392,1610612746,20,6,2024-02-03T00:24:49Z,610000,False,16.0,-1.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
62,PT05M50.00S,2024-02-03T00:24:47.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,20,6,2024-02-03T00:24:49Z,620000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:0),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,61.0,2.0,0.0,2.0,,,,,,,,,,,,,
63,PT05M42.00S,2024-02-03T00:24:58.9Z,1,REGULAR,foul,personal,[],1628995,,,1610612746,20,6,2024-02-03T00:25:11Z,630000,False,,,0,,K. Knox II personal FOUL (2 PF),"[1628995, 202695]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Mid-Range,8-16 Right,,,,,,,,200833.0,2.0,0.0,Leonard,202695.0,,,,,,,,
65,PT05M42.00S,2024-02-03T00:25:08.3Z,1,REGULAR,substitution,out,[],1628995,,,1610612746,20,6,2024-02-03T00:25:16Z,650000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M42.00S,2024-02-03T00:25:08.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,20,6,2024-02-03T00:25:16Z,660000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2024-02-03T00:25:08.3Z,1,REGULAR,substitution,in,[],1641709,,,1610612746,20,6,2024-02-03T00:25:16Z,670000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M42.00S,2024-02-03T00:25:08.3Z,1,REGULAR,substitution,in,[],201566,,,1610612746,20,6,2024-02-03T00:25:16Z,680000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M27.00S,2024-02-03T00:25:39.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203486,94.30026281208936,51.470588235294116,1610612746,20,8,2024-02-03T00:25:47Z,690000,False,7.0,1.0,1,right,M. Plumlee cutting DUNK (2 PTS) (R. Westbrook 1 AST),"[203486, 201566]",1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,R. Westbrook,201566.0,1.0,,
71,PT05M10.00S,2024-02-03T00:25:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,10.85742444152431,64.95098039215686,1610612765,22,8,2024-02-03T00:26:00Z,710000,False,-75.0,50.0,1,left,J. Ivey 8' floating Jump Shot (7 PTS),[1631093],1610612765.0,DET,floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Left,8.98,Made,7.0,,,,,,,,,,,,,,,,,
73,PT04M57.00S,2024-02-03T00:26:12.9Z,1,REGULAR,substitution,out,[],201935,,,1610612746,22,8,2024-02-03T00:26:19Z,730000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M57.00S,2024-02-03T00:26:12.9Z,1,REGULAR,substitution,out,[],202331,,,1610612746,22,8,2024-02-03T00:26:19Z,740000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M57.00S,2024-02-03T00:26:12.9Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,22,8,2024-02-03T00:26:19Z,750000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M57.00S,2024-02-03T00:26:12.9Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,22,8,2024-02-03T00:26:19Z,760000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M48.00S,2024-02-03T00:26:41.5Z,1,REGULAR,3pt,Jump Shot,[],201566,91.14651773981603,4.166666666666666,1610612746,22,8,2024-02-03T00:27:13Z,770000,False,-229.0,31.0,1,right,MISS R. Westbrook 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
78,PT04M46.00S,2024-02-03T00:26:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,22,8,2024-02-03T00:27:13Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,,77.0,,,,,,,,,,,,,,,,
80,PT04M46.00S,2024-02-03T00:26:46.1Z,1,REGULAR,substitution,out,[],203486,,,1610612746,22,8,2024-02-03T00:26:49Z,800000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M46.00S,2024-02-03T00:26:46.1Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,22,8,2024-02-03T00:26:49Z,810000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M44.00S,2024-02-03T00:27:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202695,93.24901445466492,56.61764705882353,1610612746,22,10,2024-02-03T00:27:52Z,820000,False,33.0,11.0,1,right,K. Leonard driving Layup (4 PTS) (R. Westbrook 2 AST),"[202695, 201566]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,3.49,Made,4.0,,,,,,,,,,,,,R. Westbrook,201566.0,2.0,,
84,PT04M44.00S,2024-02-03T00:27:06.3Z,1,REGULAR,foul,personal,['1freethrow'],1631093,,,1610612746,22,10,2024-02-03T00:27:13Z,840000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Leonard 1 FT),"[1631093, 202695]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,2.0,0.0,Leonard,202695.0,,,,,,,,
