actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
51,PT06M51.00S,2023-11-21T00:19:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.8823915900131425,44.85294117647059,1610612765,13,7,2023-11-21T00:19:47Z,510000,False,26.0,12.0,1,left,MISS M. Bagley III Layup - blocked,"[1628963, 203999]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,Jokic,203999.0
52,PT06M51.00S,2023-11-21T00:19:42.4Z,1,REGULAR,block,,[],203999,,,1610612765,13,7,2023-11-21T00:19:45Z,520000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M47.00S,2023-11-21T00:19:46.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,7,2023-11-21T00:19:47Z,530000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
54,PT06M45.00S,2023-11-21T00:19:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,93.61038107752957,55.63725490196079,1610612743,13,7,2023-11-21T00:20:43Z,540000,False,28.0,8.0,1,right,MISS M. Porter Jr. running Layup - blocked,"[1629008, 1641709]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,Thompson,1641709.0
55,PT06M45.00S,2023-11-21T00:19:48.9Z,1,REGULAR,block,,[],1641709,,,1610612743,13,7,2023-11-21T00:19:51Z,550000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M45.00S,2023-11-21T00:19:48.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,13,7,2023-11-21T00:19:57Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,54.0,,,,,,,,,,,,,
58,PT06M45.00S,2023-11-21T00:19:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,7,2023-11-21T00:19:58Z,580000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2023-11-21T00:19:59.3Z,1,REGULAR,substitution,out,[],202704,,,1610612765,13,7,2023-11-21T00:22:32Z,590000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2023-11-21T00:19:59.3Z,1,REGULAR,substitution,in,[],1631128,,,1610612765,13,7,2023-11-21T00:22:32Z,600000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M25.00S,2023-11-21T00:23:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,7.145203679369246,40.44117647058824,1610612765,13,7,2023-11-21T00:23:29Z,610000,False,48.0,15.0,1,left,MISS J. Ivey driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2023-11-21T00:23:10.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,13,7,2023-11-21T00:23:12Z,620000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,
64,PT06M17.00S,2023-11-21T00:23:23.2Z,1,REGULAR,foul,personal,[],1628963,,,1610612743,13,7,2023-11-21T00:23:47Z,630000,False,,,0,,M. Bagley III personal FOUL (1 PF),"[1628963, 203999]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,200832.0,1.0,0.0,Jokic,203999.0,,,,
66,PT06M09.00S,2023-11-21T00:23:45.5Z,1,REGULAR,foul,offensive,[],203999,,,1610612743,13,7,2023-11-21T00:23:53Z,650000,False,,,0,,N. Jokic charge offensive FOUL (1 PF),"[203999, 1628963]",1610612743.0,DEN,charge,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,202027.0,1.0,1.0,Bagley III,1628963.0,,,,
68,PT06M09.00S,2023-11-21T00:23:45.5Z,1,REGULAR,turnover,offensive foul,[],203999,,,1610612743,13,7,2023-11-21T00:23:45Z,670000,False,,,0,,N. Jokic offensive foul TURNOVER (1 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,202027.0,,,,,,,,
69,PT05M51.00S,2023-11-21T00:24:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,7.933639947437584,41.91176470588235,1610612765,15,7,2023-11-21T00:24:31Z,680000,False,40.0,22.0,1,left,M. Bagley III driving Layup (6 PTS),[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,6.0,,,,,,,,,,,,,,,,,
70,PT05M35.00S,2023-11-21T00:24:30.4Z,1,REGULAR,2pt,Jump Shot,[],203484,75.08212877792378,36.029411764705884,1610612743,15,9,2023-11-21T00:24:36Z,690000,False,-70.0,182.0,1,right,K. Caldwell-Pope 19' Jump Shot (2 PTS) (N. Jokic 2 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,19.47,Made,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
72,PT05M24.00S,2023-11-21T00:24:42.2Z,1,REGULAR,2pt,Jump Shot,[],1628963,17.526281208935615,68.38235294117646,1610612765,15,9,2023-11-21T00:24:49Z,710000,False,-92.0,112.0,1,left,MISS M. Bagley III 14' Jump Shot,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,14.5,Missed,,,,,,,,,,,,,,,,,,
73,PT05M21.00S,2023-11-21T00:24:45.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,15,9,2023-11-21T00:24:49Z,720000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT05M19.00S,2023-11-21T00:24:53.7Z,1,REGULAR,foul,personal,[],1628963,,,1610612743,15,9,2023-11-21T00:25:04Z,730000,False,,,0,,M. Bagley III personal FOUL (2 PF),"[1628963, 203999]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,202027.0,2.0,0.0,Jokic,203999.0,,,,
76,PT05M19.00S,2023-11-21T00:25:04.4Z,1,REGULAR,substitution,out,[],1631093,,,1610612743,15,9,2023-11-21T00:25:12Z,750000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-11-21T00:25:04.4Z,1,REGULAR,substitution,out,[],1628963,,,1610612743,15,9,2023-11-21T00:25:12Z,760000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2023-11-21T00:25:04.4Z,1,REGULAR,substitution,in,[],202692,,,1610612743,15,9,2023-11-21T00:25:12Z,770000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2023-11-21T00:25:04.4Z,1,REGULAR,substitution,in,[],1630164,,,1610612743,15,9,2023-11-21T00:25:12Z,780000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2023-11-21T00:25:31.7Z,1,REGULAR,3pt,Jump Shot,[],203999,67.85479632063075,35.294117647058826,1610612743,15,9,2023-11-21T00:25:37Z,790000,False,-74.0,250.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2023-11-21T00:25:36.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,15,9,2023-11-21T00:25:36Z,800000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,80.0,,,,,,,,,,,,,
82,PT05M10.00S,2023-11-21T00:25:37.0Z,1,REGULAR,foul,personal,[],1629008,,,1610612765,15,9,2023-11-21T00:25:53Z,810000,False,,,0,,M. Porter Jr. loose ball personal FOUL (1 PF),"[1629008, 1641709]",1610612743.0,DEN,loose ball,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Thompson,1641709.0,,,,
84,PT04M58.00S,2023-11-21T00:26:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,6.8823915900131425,59.068627450980394,1610612765,15,9,2023-11-21T00:26:05Z,830000,False,-45.0,12.0,1,left,MISS A. Thompson DUNK - blocked,"[1641709, 1631128]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,Braun,1631128.0
111,PT04M58.00S,2023-11-21T00:26:00.5Z,1,REGULAR,block,,[],1631128,,,1610612765,15,9,2023-11-21T00:28:38Z,835000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M55.00S,2023-11-21T00:26:03.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,15,9,2023-11-21T00:28:38Z,840000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,,,
