actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
328,PT09M13.00S,2024-03-12T00:18:59.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.701708278580814,49.94638480392157,1610612766,63,50,2024-03-12T00:19:06Z,3270000,False,0.0,10.0,1,left,M. Bridges DUNK (8 PTS) (B. Miller 3 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,1.05,Made,Bridges,M. Bridges,,,,,8.0,B. Miller,1641706.0,3.0,,,,,,,,,,
330,PT08M57.00S,2024-03-12T00:19:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,86.81011826544021,52.69607843137255,1610612765,65,50,2024-03-12T00:19:27Z,3290000,False,13.0,71.0,1,right,I. Stewart 7' driving finger roll Layup (12 PTS) (S. Fontecchio 3 AST),"[1630191, 1631323]",1610612765.0,DET,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,Stewart,I. Stewart,,,,,12.0,S. Fontecchio,1631323.0,3.0,,,,,,,,,,
332,PT08M40.00S,2024-03-12T00:19:31.3Z,3,REGULAR,2pt,Jump Shot,[],1630208,20.45006570302234,54.65686274509803,1610612766,65,50,2024-03-12T00:20:03Z,3310000,False,-23.0,140.0,1,left,MISS N. Richards 14' Jump Shot,[1630208],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,14.16,Missed,Richards,N. Richards,,,,,,,,,,,,,,,,,,
333,PT08M37.00S,2024-03-12T00:19:34.3Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,65,50,2024-03-12T00:19:38Z,3320000,False,,,0,,I. Stewart REBOUND (Off:0 Def:5),[1630191],1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,,Stewart,I. Stewart,332.0,5.0,5.0,0.0,,,,,,,,,,,,,,
334,PT08M31.00S,2024-03-12T00:19:42.3Z,3,REGULAR,turnover,lost ball,[],1630595,,,1610612765,65,50,2024-03-12T00:20:06Z,3330000,False,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 1629684]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Cunningham,C. Cunningham,,,,,,,,,1.0,Williams,1629684.0,,,,,,,
335,PT08M31.00S,2024-03-12T00:19:42.3Z,3,REGULAR,steal,,[],1629684,,,1610612766,65,50,2024-03-12T00:19:44Z,3340000,False,,,0,,G. Williams STEAL (2 STL),[1629684],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
336,PT08M30.00S,2024-03-12T00:19:49.1Z,3,REGULAR,foul,personal,[],1631323,,,1610612766,65,50,2024-03-12T00:19:57Z,3350000,False,,,0,,S. Fontecchio personal FOUL (2 PF),"[1631323, 1629684]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,202901.0,2.0,0.0,Williams,1629684.0,,
338,PT08M16.00S,2024-03-12T00:20:13.3Z,3,REGULAR,turnover,bad pass,[],1630208,,,1610612766,65,50,2024-03-12T00:20:18Z,3370000,False,,,0,,N. Richards bad pass TURNOVER (1 TO),"[1630208, 1631323]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Left Center,,,Richards,N. Richards,,,,,,,,,1.0,Fontecchio,1631323.0,,,,,,,
339,PT08M16.00S,2024-03-12T00:20:13.3Z,3,REGULAR,steal,,[],1631323,,,1610612765,65,50,2024-03-12T00:20:16Z,3380000,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
340,PT08M03.00S,2024-03-12T00:20:26.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,96.66557161629436,96.32352941176471,1610612765,68,50,2024-03-12T00:20:31Z,3390000,False,232.0,-21.0,1,right,S. Fontecchio 3PT  (13 PTS) (J. Ivey 3 AST),"[1631323, 1631093]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.26,Made,Fontecchio,S. Fontecchio,,,,,13.0,J. Ivey,1631093.0,3.0,,,,,,,,,,
342,PT08M02.00S,2024-03-12T00:20:37.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,68,50,2024-03-12T00:20:37Z,3410000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT07M48.00S,2024-03-12T00:23:31.9Z,3,REGULAR,3pt,Jump Shot,[],1628970,30.56833114323259,29.65686274509804,1610612766,68,53,2024-03-12T00:23:36Z,3420000,False,102.0,235.0,1,left,M. Bridges 25' 3PT  (11 PTS) (V. Micic 5 AST),"[1628970, 203995]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,25.59,Made,Bridges,M. Bridges,,,,,11.0,V. Micic,203995.0,5.0,,,,,,,,,,
345,PT07M28.00S,2024-03-12T00:23:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,91.14651773981603,58.82352941176471,1610612765,68,53,2024-03-12T00:24:57Z,3440000,False,44.0,31.0,1,right,MISS J. Ivey driving floating bank Shot,[1631093],1610612765.0,DET,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
346,PT07M27.00S,2024-03-12T00:23:54.6Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,68,53,2024-03-12T00:24:25Z,3450000,False,,,0,,J. Duren REBOUND (Off:3 Def:4),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,345.0,7.0,4.0,3.0,,,,,,,,,,,,,,
347,PT07M26.00S,2024-03-12T00:24:00.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,94.40999984741211,50.0,1610612765,70,53,2024-03-12T00:25:02Z,3460000,False,0.0,0.0,1,right,J. Duren tip DUNK (12 PTS),[1631105],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Duren,J. Duren,,,,,12.0,,,,,,,,,,,,,
348,PT07M09.00S,2024-03-12T00:24:11.1Z,3,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612766,70,53,2024-03-12T00:24:27Z,3470000,False,,,0,,S. Fontecchio shooting personal FOUL (3 PF) (Bridges 2 FT),"[1631323, 1628970]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,202901.0,3.0,0.0,Bridges,1628970.0,,
350,PT07M09.00S,2024-03-12T00:24:41.2Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,70,53,2024-03-12T00:24:41Z,3490000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,,,,,,,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
351,PT07M09.00S,2024-03-12T00:24:41.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,70,53,2024-03-12T00:24:41Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,
352,PT07M09.00S,2024-03-12T00:24:54.2Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,70,54,2024-03-12T00:24:54Z,3510000,False,,,0,,M. Bridges Free Throw 2 of 2 (12 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,Made,Bridges,M. Bridges,,,,,12.0,,,,,,,,,,,,,
353,PT06M53.00S,2024-03-12T00:25:11.7Z,3,REGULAR,3pt,Jump Shot,[],1630191,70.25295663600527,78.43137254901961,1610612765,70,54,2024-03-12T00:25:16Z,3520000,False,142.0,227.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.79,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
354,PT06M49.00S,2024-03-12T00:25:15.7Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,70,54,2024-03-12T00:25:16Z,3530000,False,,,0,,N. Richards REBOUND (Off:3 Def:6),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Richards,N. Richards,353.0,9.0,6.0,3.0,,,,,,,,,,,,,,
355,PT06M44.00S,2024-03-12T00:25:20.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1628970,28.933968462549274,38.143382352941174,1610612766,70,54,2024-03-12T00:25:49Z,3540000,False,59.0,219.0,1,left,MISS M. Bridges 22' running pullup Shot,[1628970],1610612766.0,CHA,running pullup,,,,,,Mid-Range,16-24 Center,22.74,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
356,PT06M41.00S,2024-03-12T00:25:23.5Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,70,54,2024-03-12T00:25:28Z,3550000,False,,,0,,J. Duren REBOUND (Off:3 Def:5),[1631105],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Duren,J. Duren,355.0,8.0,5.0,3.0,,,,,,,,,,,,,,
357,PT06M33.00S,2024-03-12T00:25:31.7Z,3,REGULAR,3pt,Jump Shot,[],1631093,66.5735873850197,39.46078431372549,1610612765,70,54,2024-03-12T00:25:37Z,3560000,False,-53.0,262.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,26.7,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
358,PT06M30.00S,2024-03-12T00:25:34.7Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,70,54,2024-03-12T00:25:37Z,3570000,False,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Bridges,M. Bridges,357.0,3.0,2.0,1.0,,,,,,,,,,,,,,
359,PT06M20.00S,2024-03-12T00:25:47.2Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612766,70,54,2024-03-12T00:25:57Z,3580000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Williams 2 FT),"[1631105, 1629684]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,,,,,,,,1626300.0,1.0,0.0,Williams,1629684.0,,
361,PT06M20.00S,2024-03-12T00:26:20.0Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612766,70,55,2024-03-12T00:26:20Z,3600000,False,,,0,,G. Williams Free Throw 1 of 2 (8 PTS),[1629684],1610612766.0,CHA,,,,,,,,,,Made,Williams,G. Williams,,,,,8.0,,,,,,,,,,,,,
362,PT06M20.00S,2024-03-12T00:26:33.8Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612766,70,56,2024-03-12T00:26:33Z,3610000,False,,,0,,G. Williams Free Throw 2 of 2 (9 PTS),[1629684],1610612766.0,CHA,,,,,,,,,,Made,Williams,G. Williams,,,,,9.0,,,,,,,,,,,,,
363,PT06M03.00S,2024-03-12T00:26:51.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,90.88370565045992,54.90196078431373,1610612765,72,56,2024-03-12T00:27:05Z,3620000,False,25.0,33.0,1,right,J. Ivey finger roll Layup (8 PTS),[1631093],1610612765.0,DET,finger roll,,,,,,Restricted Area,0-8 Center,4.13,Made,Ivey,J. Ivey,,,,,8.0,,,,,,,,,,,,,
365,PT05M55.00S,2024-03-12T00:27:04.4Z,3,REGULAR,substitution,out,[],1629684,,,1610612766,72,56,2024-03-12T00:27:14Z,3640000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
366,PT05M55.00S,2024-03-12T00:27:04.4Z,3,REGULAR,substitution,in,[],1630550,,,1610612766,72,56,2024-03-12T00:27:14Z,3650000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,
367,PT05M52.00S,2024-03-12T00:27:21.8Z,3,REGULAR,2pt,Jump Shot,[],1641706,10.200394218134035,21.07843137254902,1610612766,72,58,2024-03-12T00:27:29Z,3660000,False,145.0,43.0,1,left,B. Miller 15' Jump Shot (17 PTS) (V. Micic 6 AST),"[1641706, 203995]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,15.1,Made,Miller,B. Miller,,,,,17.0,V. Micic,203995.0,6.0,,,,,,,,,,
369,PT05M37.00S,2024-03-12T00:27:38.1Z,3,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,72,58,2024-03-12T00:27:46Z,3680000,False,,,0,,J. Duren lost ball out-of-bounds TURNOVER (3 TO),[1631105],1610612765.0,DET,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,,,,,3.0,,,1626300.0,,,,,,
370,PT05M26.00S,2024-03-12T00:28:02.3Z,3,REGULAR,foul,personal,[],1631323,,,1610612766,72,58,2024-03-12T00:28:12Z,3690000,False,,,0,,S. Fontecchio personal FOUL (4 PF),"[1631323, 1641706]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,1626300.0,4.0,0.0,Miller,1641706.0,,
372,PT05M26.00S,2024-03-12T00:28:08.6Z,3,REGULAR,substitution,out,[],1631323,,,1610612766,72,58,2024-03-12T00:28:15Z,3710000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
373,PT05M26.00S,2024-03-12T00:28:08.6Z,3,REGULAR,substitution,in,[],1629656,,,1610612766,72,58,2024-03-12T00:28:15Z,3720000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612765.0,DET,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
374,PT05M13.00S,2024-03-12T00:28:38.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628970,11.12023653088042,34.80392156862745,1610612766,72,58,2024-03-12T00:28:43Z,3730000,False,76.0,52.0,1,left,MISS M. Bridges 9' turnaround Hook,[1628970],1610612766.0,CHA,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,9.21,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
375,PT05M09.00S,2024-03-12T00:28:41.9Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,72,58,2024-03-12T00:28:41Z,3740000,False,,,0,,J. Ivey REBOUND (Off:1 Def:1),[1631093],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Right,,,Ivey,J. Ivey,374.0,2.0,1.0,1.0,,,,,,,,,,,,,,
376,PT05M06.00S,2024-03-12T00:28:45.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,93.51182654402102,53.92156862745098,1610612765,74,58,2024-03-12T00:28:55Z,3750000,False,20.0,8.0,1,right,J. Ivey running Layup (10 PTS),[1631093],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.14,Made,Ivey,J. Ivey,,,,,10.0,,,,,,,,,,,,,
377,PT04M50.00S,2024-03-12T00:29:01.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,18.2161629434954,45.09803921568628,1610612766,74,58,2024-03-12T00:29:07Z,3760000,False,25.0,119.0,1,left,MISS V. Micic 12' fadeaway Shot,[203995],1610612766.0,CHA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,Micic,V. Micic,,,,,,,,,,,,,,,,,,
378,PT04M45.00S,2024-03-12T00:29:06.4Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,74,58,2024-03-12T00:29:07Z,3770000,False,,,0,,B. Miller REBOUND (Off:1 Def:3),[1641706],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Miller,B. Miller,377.0,4.0,3.0,1.0,,,,,,,,,,,,,,
379,PT04M41.00S,2024-03-12T00:29:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612766,74,58,2024-03-12T00:29:21Z,3780000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630191, 1628970]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Stewart,I. Stewart,,,,,,,,,,,,202901.0,1.0,0.0,Bridges,1628970.0,,
381,PT04M41.00S,2024-03-12T00:29:38.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628970,,,1610612766,74,59,2024-03-12T00:29:38Z,3800000,False,,,0,,M. Bridges Free Throw 1 of 2 (13 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,Made,Bridges,M. Bridges,,,,,13.0,,,,,,,,,,,,,
382,PT04M41.00S,2024-03-12T00:29:52.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628970,,,1610612766,74,60,2024-03-12T00:29:52Z,3810000,False,,,0,,M. Bridges Free Throw 2 of 2 (14 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,Made,Bridges,M. Bridges,,,,,14.0,,,,,,,,,,,,,
383,PT04M25.00S,2024-03-12T00:30:11.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,91.14651773981603,53.431372549019606,1610612765,76,60,2024-03-12T00:44:40Z,3820000,False,17.0,31.0,1,right,J. Duren alley-oop DUNK (14 PTS) (C. Cunningham 7 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,,,,Restricted Area,0-8 Center,3.52,Made,Duren,J. Duren,,,,,14.0,C. Cunningham,1630595.0,7.0,,,,,,,,,,
385,PT04M03.00S,2024-03-12T00:30:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.280551905387648,49.26470588235294,1610612766,76,62,2024-03-12T00:30:42Z,3840000,False,4.0,35.0,1,left,M. Bridges driving finger roll Layup (16 PTS) (B. Miller 4 AST),"[1628970, 1641706]",1610612766.0,CHA,driving finger roll,,,,,,Restricted Area,0-8 Center,3.49,Made,Bridges,M. Bridges,,,,,16.0,B. Miller,1641706.0,4.0,,,,,,,,,,
387,PT03M55.00S,2024-03-12T00:30:41.6Z,3,REGULAR,3pt,Jump Shot,[],1631093,75.1149802890933,11.519607843137255,1610612765,76,62,2024-03-12T00:30:45Z,3860000,False,-192.0,181.0,1,right,MISS J. Ivey 26' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,26.44,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
388,PT03M52.00S,2024-03-12T00:30:44.6Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,76,62,2024-03-12T00:30:45Z,3870000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Bridges,M. Bridges,387.0,4.0,3.0,1.0,,,,,,,,,,,,,,
389,PT03M45.00S,2024-03-12T00:30:51.3Z,3,REGULAR,3pt,Jump Shot,[],1641706,32.276609724047304,59.80392156862745,1610612766,76,62,2024-03-12T00:30:56Z,3880000,False,-49.0,251.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Center,25.56,Missed,Miller,B. Miller,,,,,,,,,,,,,,,,,,
390,PT03M43.00S,2024-03-12T00:30:53.3Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,76,62,2024-03-12T00:30:56Z,3890000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Cunningham,C. Cunningham,389.0,4.0,4.0,0.0,,,,,,,,,,,,,,
391,PT03M33.00S,2024-03-12T00:31:05.7Z,3,REGULAR,turnover,traveling,[],1630595,,,1610612765,76,62,2024-03-12T00:31:14Z,3900000,False,,,0,,C. Cunningham traveling TURNOVER (2 TO),[1630595],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Cunningham,C. Cunningham,,,,,,,,,2.0,,,2002.0,,,,,,
392,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,out,[],1631105,,,1610612766,76,62,2024-03-12T00:31:27Z,3910000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
393,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,out,[],1631093,,,1610612766,76,62,2024-03-12T00:31:27Z,3920000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
394,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,out,[],1641706,,,1610612766,76,62,2024-03-12T00:31:27Z,3930000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
395,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,out,[],203995,,,1610612766,76,62,2024-03-12T00:31:27Z,3940000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,,,,,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,
396,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,in,[],1631204,,,1610612766,76,62,2024-03-12T00:31:27Z,3950000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
397,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,in,[],1630164,,,1610612766,76,62,2024-03-12T00:31:27Z,3960000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
398,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,in,[],1641733,,,1610612766,76,62,2024-03-12T00:31:27Z,3970000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
399,PT03M33.00S,2024-03-12T00:31:14.2Z,3,REGULAR,substitution,in,[],202722,,,1610612766,76,62,2024-03-12T00:31:27Z,3980000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
400,PT03M21.00S,2024-03-12T00:31:38.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,33.85348226018397,40.931372549019606,1610612766,76,62,2024-03-12T00:31:44Z,3990000,False,45.0,266.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,26.95,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
401,PT03M16.00S,2024-03-12T00:31:43.5Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612765,76,62,2024-03-12T00:31:44Z,4000000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Grimes,Q. Grimes,400.0,3.0,3.0,0.0,,,,,,,,,,,,,,
402,PT03M06.00S,2024-03-12T00:31:52.9Z,3,REGULAR,3pt,Jump Shot,[],1629656,86.41590013140605,97.05882352941177,1610612765,76,62,2024-03-12T00:31:59Z,4010000,False,235.0,75.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,24.7,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
403,PT03M03.00S,2024-03-12T00:31:55.9Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,76,62,2024-03-12T00:31:59Z,4020000,False,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Bridges,M. Bridges,402.0,5.0,4.0,1.0,,,,,,,,,,,,,,
404,PT02M52.00S,2024-03-12T00:32:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,10.726018396846255,48.529411764705884,1610612766,76,62,2024-03-12T00:32:13Z,4030000,False,7.0,48.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1630164]",1610612766.0,CHA,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,Bridges,M. Bridges,,,,,,,,,,,,,,,,,Wiseman,1630164.0
405,PT02M52.00S,2024-03-12T00:32:08.1Z,3,REGULAR,block,,[],1630164,,,1610612766,76,62,2024-03-12T00:32:10Z,4040000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
406,PT02M48.00S,2024-03-12T00:32:12.1Z,3,REGULAR,rebound,defensive,[],1631204,,,1610612765,76,62,2024-03-12T00:32:13Z,4050000,False,,,0,,M. Sasser REBOUND (Off:0 Def:2),[1631204],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sasser,M. Sasser,404.0,2.0,2.0,0.0,,,,,,,,,,,,,,
407,PT02M26.00S,2024-03-12T00:32:33.7Z,3,REGULAR,3pt,Jump Shot,[],1630595,72.88107752956637,79.90196078431373,1610612765,79,62,2024-03-12T00:32:38Z,4060000,False,150.0,202.0,1,right,C. Cunningham 25' 3PT  (16 PTS) (M. Sasser 2 AST),"[1630595, 1631204]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.16,Made,Cunningham,C. Cunningham,,,,,16.0,M. Sasser,1631204.0,2.0,,,,,,,,,,
409,PT02M12.00S,2024-03-12T00:32:47.5Z,3,REGULAR,3pt,Jump Shot,[],1630550,5.469776609724048,96.07843137254902,1610612766,79,62,2024-03-12T00:32:53Z,4080000,False,-230.0,-1.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.04,Missed,Thor,J. Thor,,,,,,,,,,,,,,,,,,
410,PT02M08.00S,2024-03-12T00:32:51.5Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,79,62,2024-03-12T00:32:53Z,4090000,False,,,0,,I. Stewart REBOUND (Off:0 Def:6),[1630191],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Stewart,I. Stewart,409.0,6.0,6.0,0.0,,,,,,,,,,,,,,
