shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
11:01,15,PT11M01.00S,2022-12-12T00:13:05.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,91.93495400788436,51.470588235294116,1610612749,0,2,2022-12-12T00:13:10Z,150000,False,7.0,23.0,1,right,G. Antetokounmpo driving DUNK (2 PTS),[203507],34,1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,2.0,,,,,,,,,,,,
10:33,16,PT10M33.00S,2022-12-12T00:13:32.8Z,1,REGULAR,2pt,Jump Shot,[],1630224,18.478975032851512,27.450980392156865,1610612745,2,2,2022-12-12T00:13:36Z,160000,False,113.0,121.0,1,left,J. Green 16' pullup Jump Shot (2 PTS),[1630224],4,1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,Mid-Range,16-24 Right Center,16.55,Made,,,,,2.0,,,,,,,,,,,,
10:10,17,PT10M10.00S,2022-12-12T00:13:56.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,73.14388961892247,12.5,1610612749,2,5,2022-12-12T00:13:59Z,170000,False,-188.0,200.0,1,right,G. Allen 27' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Above the Break 3,24+ Left Center,27.41,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,
09:57,19,PT09M57.00S,2022-12-12T00:14:09.6Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,2,5,2022-12-12T00:14:12Z,190000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 203507]",3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,,,,,
09:57,20,PT09M57.00S,2022-12-12T00:14:09.6Z,1,REGULAR,steal,,[],203507,,,1610612749,2,5,2022-12-12T00:14:11Z,200000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
09:53,21,PT09M53.00S,2022-12-12T00:14:13.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,92.85479632063075,47.794117647058826,1610612749,2,7,2022-12-12T00:14:18Z,210000,False,-11.0,15.0,1,right,G. Antetokounmpo running DUNK (4 PTS),[203507],34,1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,4.0,,,,,,,,,,,,
09:40,22,PT09M40.00S,2022-12-12T00:14:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,33.98488830486202,45.34313725490196,1610612745,2,7,2022-12-12T00:14:34Z,220000,False,23.0,267.0,1,left,MISS J. Green 26' pullup 3PT,[1630224],4,1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,
09:39,23,PT09M39.00S,2022-12-12T00:14:27.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,7,2022-12-12T00:14:34Z,230000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Above the Break 3,24+ Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:29,24,PT09M29.00S,2022-12-12T00:14:36.9Z,1,REGULAR,3pt,Jump Shot,[],201950,68.9388961892247,72.05882352941177,1610612749,2,10,2022-12-12T00:16:28Z,240000,False,110.0,239.0,1,right,J. Holiday 26' 3PT pullup (3 PTS) (G. Antetokounmpo 2 AST),"[201950, 203507]",21,1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,Above the Break 3,24+ Right Center,26.37,Made,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,
09:14,26,PT09M14.00S,2022-12-12T00:14:51.6Z,1,REGULAR,2pt,Jump Shot,[],1629645,14.011169513797633,31.372549019607842,1610612745,2,10,2022-12-12T00:14:57Z,260000,False,93.0,79.0,1,left,MISS K. Porter Jr. 12' driving floating Shot,[1629645],3,1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,,Mid-Range,8-16 Right,12.22,Missed,,,,,,,,,,,,,,,,,
09:12,27,PT09M12.00S,2022-12-12T00:14:53.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,10,2022-12-12T00:14:57Z,270000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Mid-Range,8-16 Right,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:07,28,PT09M07.00S,2022-12-12T00:15:01.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,93.95532194480947,3.699448529411765,1610612749,2,10,2022-12-12T00:15:34Z,280000,False,-232.0,4.0,1,right,MISS G. Allen 3PT,[1628960],12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,
09:05,29,PT09M05.00S,2022-12-12T00:15:03.6Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,2,10,2022-12-12T00:15:34Z,290000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Left Corner 3,24+ Left,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,
08:51,30,PT08M51.00S,2022-12-12T00:15:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,90.3580814717477,35.049019607843135,1610612749,2,10,2022-12-12T00:15:43Z,300000,False,-75.0,38.0,1,right,MISS J. Holiday 8' driving finger roll Layup,[201950],21,1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,,,
08:51,31,PT08M51.00S,2022-12-12T00:15:18.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,2,10,2022-12-12T00:15:56Z,310000,False,,,0,,TEAM offensive REBOUND,[],,1610612749.0,MIL,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,30.0,,,,,,,,,,,,,,,,
08:51,32,PT08M51.00S,2022-12-12T00:15:22.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,2,10,2022-12-12T00:15:47Z,320000,False,,,0,,MIL shot clock Team TURNOVER,[],,1610612749.0,MIL,,,,,,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
08:33,33,PT08M33.00S,2022-12-12T00:15:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,6.389618922470433,54.166666666666664,1610612745,4,10,2022-12-12T00:15:55Z,330000,False,-21.0,8.0,1,left,A. Sengun cutting Layup (2 PTS) (K. Porter Jr. 1 AST),"[1630578, 1629645]",28,1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,
08:21,35,PT08M21.00S,2022-12-12T00:16:02.3Z,1,REGULAR,2pt,Jump Shot,[],201950,80.1084099868594,72.79411764705883,1610612749,4,10,2022-12-12T00:16:07Z,350000,False,114.0,134.0,1,right,MISS J. Holiday 17' pullup Shot,[201950],21,1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,Mid-Range,16-24 Right Center,17.63,Missed,,,,,,,,,,,,,,,,,
08:20,36,PT08M20.00S,2022-12-12T00:16:03.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,10,2022-12-12T00:16:07Z,360000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Mid-Range,16-24 Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
08:11,37,PT08M11.00S,2022-12-12T00:16:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,13.485545335085414,45.09803921568628,1610612745,4,10,2022-12-12T00:16:21Z,370000,False,25.0,74.0,1,left,MISS A. Sengun 7' driving Hook - blocked,"[1630578, 201572]",28,1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,Lopez,201572.0,,,,
08:11,45,PT08M11.00S,2022-12-12T00:16:12.4Z,1,REGULAR,block,,[],201572,,,1610612745,4,10,2022-12-12T00:17:32Z,375000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
08:10,38,PT08M10.00S,2022-12-12T00:16:13.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,10,2022-12-12T00:16:21Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
08:03,39,PT08M03.00S,2022-12-12T00:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],203507,69.85873850197109,73.2843137254902,1610612749,4,10,2022-12-12T00:21:20Z,390000,False,116.0,231.0,1,right,MISS G. Antetokounmpo 25' pullup 3PT,[203507],34,1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,
08:02,40,PT08M02.00S,2022-12-12T00:16:21.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,10,2022-12-12T00:16:26Z,400000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Above the Break 3,24+ Right Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,
07:54,41,PT07M54.00S,2022-12-12T00:16:30.0Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,4,10,2022-12-12T00:16:34Z,410000,False,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 201950]",3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2.0,Holiday,201950.0,,,,,,
07:54,42,PT07M54.00S,2022-12-12T00:16:30.0Z,1,REGULAR,steal,,[],201950,,,1610612749,4,10,2022-12-12T00:16:32Z,420000,False,,,0,,J. Holiday STEAL (1 STL),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
07:49,43,PT07M49.00S,2022-12-12T00:16:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,92.32917214191852,51.71568627450981,1610612749,4,12,2022-12-12T00:16:41Z,430000,False,9.0,20.0,1,right,G. Antetokounmpo running DUNK (6 PTS),[203507],34,1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,6.0,,,,,,,,,,,,
07:49,44,PT07M49.00S,2022-12-12T00:16:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,4,12,2022-12-12T00:16:43Z,440000,False,,,0,,HOU Timeout,[],,1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:49,46,PT07M49.00S,2022-12-12T00:18:48.0Z,1,REGULAR,substitution,out,[],201572,,,1610612745,4,12,2022-12-12T00:19:18Z,450000,False,,,0,,SUB out: B. Lopez,[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
07:49,47,PT07M49.00S,2022-12-12T00:18:48.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612745,4,12,2022-12-12T00:19:18Z,460000,False,,,0,,SUB in: B. Portis,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
07:27,48,PT07M27.00S,2022-12-12T00:19:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,47.05882352941176,1610612745,6,12,2022-12-12T00:20:04Z,470000,False,15.0,8.0,1,left,J. Green driving Layup (4 PTS) (K. Porter Jr. 2 AST),"[1630224, 1629645]",4,1610612745.0,HOU,driving,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,4.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,
07:04,49,PT07M04.00S,2022-12-12T00:20:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612749,6,12,2022-12-12T00:20:36Z,480000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Holiday 2 FT),"[1631095, 201950]",1,1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,101284.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Holiday,201950.0
07:04,51,PT07M04.00S,2022-12-12T00:20:48.6Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,6,13,2022-12-12T00:20:48Z,500000,False,,,0,,J. Holiday Free Throw 1 of 2 (4 PTS),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
07:04,52,PT07M04.00S,2022-12-12T00:20:49.4Z,1,REGULAR,substitution,out,[],203114,,,1610612749,6,13,2022-12-12T00:20:52Z,510000,False,,,0,,SUB out: K. Middleton,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
07:04,53,PT07M04.00S,2022-12-12T00:20:49.4Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,6,13,2022-12-12T00:20:52Z,520000,False,,,0,,SUB in: J. Carter,[1628975],5,1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
07:04,55,PT07M04.00S,2022-12-12T00:21:03.9Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,6,14,2022-12-12T00:21:03Z,530000,False,,,0,,J. Holiday Free Throw 2 of 2 (5 PTS),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
06:52,56,PT06M52.00S,2022-12-12T00:21:17.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,24.26084099868594,51.71568627450981,1610612745,8,14,2022-12-12T00:21:23Z,540000,False,-9.0,176.0,1,left,J. Green 17' pullup Jump Shot (6 PTS),[1630224],4,1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,Mid-Range,16-24 Center,17.58,Made,,,,,6.0,,,,,,,,,,,,
06:37,58,PT06M37.00S,2022-12-12T00:21:32.0Z,1,REGULAR,3pt,Jump Shot,[],1626171,69.20170827858082,74.26470588235294,1610612749,8,14,2022-12-12T00:21:37Z,560000,False,121.0,237.0,1,right,MISS B. Portis 26' 3PT,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,
06:36,59,PT06M36.00S,2022-12-12T00:21:33.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,14,2022-12-12T00:21:37Z,570000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Above the Break 3,24+ Right Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,
06:24,60,PT06M24.00S,2022-12-12T00:21:48.1Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,8,14,2022-12-12T00:21:55Z,580000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,
06:24,61,PT06M24.00S,2022-12-12T00:21:52.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,8,14,2022-12-12T00:21:59Z,590000,False,,,0,,SUB out: G. Allen,[1628960],12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
06:24,62,PT06M24.00S,2022-12-12T00:21:52.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,8,14,2022-12-12T00:21:59Z,600000,False,,,0,,SUB in: P. Connaughton,[1626192],24,1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:10,63,PT06M10.00S,2022-12-12T00:22:17.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203507,93.51182654402102,24.019607843137255,1610612749,8,14,2022-12-12T00:22:23Z,610000,False,-130.0,8.0,1,right,MISS G. Antetokounmpo 13' turnaround fadeaway Shot,[203507],34,1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,Mid-Range,8-16 Left,13.02,Missed,,,,,,,,,,,,,,,,,
06:09,64,PT06M09.00S,2022-12-12T00:22:18.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,14,2022-12-12T00:22:23Z,620000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],4,1610612745.0,HOU,,,,Green,J. Green,,,,,,Mid-Range,8-16 Left,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,
06:01,65,PT06M01.00S,2022-12-12T00:22:29.8Z,1,REGULAR,foul,personal,[],1626171,,,1610612745,8,14,2022-12-12T00:22:49Z,630000,False,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1630578]",9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Sengun,1630578.0
06:01,67,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,out,[],201569,,,1610612745,8,14,2022-12-12T00:22:47Z,650000,False,,,0,,SUB out: E. Gordon,[201569],10,1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,68,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,8,14,2022-12-12T00:22:47Z,660000,False,,,0,,SUB out: A. Sengun,[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,69,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,out,[],203507,,,1610612745,8,14,2022-12-12T00:22:47Z,670000,False,,,0,,SUB out: G. Antetokounmpo,[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,70,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,8,14,2022-12-12T00:22:47Z,680000,False,,,0,,SUB in: U. Garuba,[1630586],16,1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,71,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,8,14,2022-12-12T00:22:47Z,690000,False,,,0,,SUB in: K. Martin Jr.,[1630231],6,1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,72,PT06M01.00S,2022-12-12T00:22:36.7Z,1,REGULAR,substitution,in,[],201572,,,1610612745,8,14,2022-12-12T00:22:47Z,700000,False,,,0,,SUB in: B. Lopez,[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
05:53,73,PT05M53.00S,2022-12-12T00:23:01.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,27.020367936925098,80.63725490196079,1610612745,8,14,2022-12-12T00:23:09Z,710000,False,-153.0,201.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1,1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,
05:52,74,PT05M52.00S,2022-12-12T00:23:02.8Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,8,14,2022-12-12T00:23:09Z,720000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],5,1610612749.0,MIL,,,,Carter,J. Carter,,,,,,Above the Break 3,24+ Left Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
05:39,75,PT05M39.00S,2022-12-12T00:23:15.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,90.22667542706965,63.23529411764706,1610612749,8,16,2022-12-12T00:23:25Z,730000,False,66.0,39.0,1,right,B. Portis 7' turnaround Hook (2 PTS),[1626171],9,1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,,,,,2.0,,,,,,,,,,,,
05:16,76,PT05M16.00S,2022-12-12T00:23:39.7Z,1,REGULAR,2pt,Jump Shot,[],1631095,23.209592641261498,73.2843137254902,1610612745,8,16,2022-12-12T00:23:46Z,740000,False,-116.0,166.0,1,left,MISS J. Smith Jr. 20' pullup Shot,[1631095],1,1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,,Mid-Range,16-24 Left Center,20.25,Missed,,,,,,,,,,,,,,,,,
05:14,77,PT05M14.00S,2022-12-12T00:23:41.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,8,16,2022-12-12T00:23:46Z,750000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Mid-Range,16-24 Left Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
