actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
17,PT10M30.00S,2022-11-26T01:12:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,18.74178712220762,63.725490196078425,1610612737,7,4,2022-11-26T01:12:58Z,170000,False,-69.0,124.0,1,left,T. Young 14' pullup Jump Shot (2 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,14.14,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2022-11-26T01:12:54.3Z,1,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612737,7,4,2022-11-26T01:13:07Z,190000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Young 1 FT),"[1630224, 1629027]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,203591.0,1.0,0.0,Young,1629027.0,,,,,,
21,PT10M30.00S,2022-11-26T01:13:21.1Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,7,5,2022-11-26T01:13:21Z,210000,False,,,0,,T. Young Free Throw 1 of 1 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2022-11-26T01:13:47.7Z,1,REGULAR,turnover,traveling,[],1629645,,,1610612745,7,5,2022-11-26T01:13:59Z,220000,False,,,0,,K. Porter Jr. traveling TURNOVER (1 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,,,,,
23,PT09M58.00S,2022-11-26T01:14:01.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,19.66162943495401,65.44117647058823,1610612737,7,5,2022-11-26T01:17:29Z,230000,False,-77.0,132.0,1,left,MISS T. Young 15' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,15.32,Missed,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2022-11-26T01:14:02.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,7,5,2022-11-26T01:14:08Z,240000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,23.0,,,,,,,1.0,1.0,0.0,,
25,PT09M50.00S,2022-11-26T01:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.19776609724047,39.21568627450981,1610612745,7,5,2022-11-26T01:14:20Z,250000,False,-54.0,21.0,1,right,MISS K. Martin Jr. driving Layup - blocked,"[1630231, 1630168]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.78,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,,,
26,PT09M50.00S,2022-11-26T01:14:10.4Z,1,REGULAR,block,,[],1630168,,,1610612745,7,5,2022-11-26T01:14:14Z,260000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M50.00S,2022-11-26T01:14:10.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,7,5,2022-11-26T01:14:20Z,270000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,25.0,,,,,,,1.0,0.0,1.0,,
28,PT09M41.00S,2022-11-26T01:14:18.8Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612745,7,5,2022-11-26T01:14:29Z,280000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Fernando 2 FT),"[1630168, 1628981]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Fernando,1628981.0,,,,,,
30,PT09M41.00S,2022-11-26T01:14:46.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628981,,,1610612745,7,5,2022-11-26T01:14:46Z,300000,False,,,0,,MISS B. Fernando Free Throw 1 of 2,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2022-11-26T01:14:46.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,7,5,2022-11-26T01:14:46Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,
32,PT09M41.00S,2022-11-26T01:14:59.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628981,,,1610612745,8,5,2022-11-26T01:14:59Z,320000,False,,,0,,B. Fernando Free Throw 2 of 2 (1 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2022-11-26T01:15:11.9Z,1,REGULAR,turnover,traveling,[],1629631,,,1610612737,8,5,2022-11-26T01:15:19Z,330000,False,,,0,,D. Hunter traveling TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,,,,,1.0,,,,,
34,PT09M21.00S,2022-11-26T01:15:32.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628981,89.43823915900131,56.86274509803921,1610612745,10,5,2022-11-26T01:15:38Z,340000,False,34.0,47.0,1,right,B. Fernando cutting DUNK (3 PTS) (J. Green 2 AST),"[1628981, 1630224]",1610612745.0,HOU,cutting,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,3.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
36,PT09M13.00S,2022-11-26T01:15:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,9.806176084099869,57.107843137254896,1610612737,10,5,2022-11-26T01:15:50Z,360000,False,-36.0,40.0,1,left,MISS T. Young driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2022-11-26T01:15:42.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,10,5,2022-11-26T01:15:50Z,370000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,36.0,,,,,,,1.0,1.0,0.0,,
38,PT09M07.00S,2022-11-26T01:15:46.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630231,93.77463863337714,43.38235294117647,1610612745,12,5,2022-11-26T01:15:57Z,380000,False,-33.0,6.0,1,right,K. Martin Jr. running alley-oop DUNK (4 PTS) (J. Green 3 AST),"[1630231, 1630224]",1610612745.0,HOU,running alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.36,Made,4.0,J. Green,1630224.0,3.0,,,,,,,,,,,,,,
40,PT08M54.00S,2022-11-26T01:15:58.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,23.47240473061761,54.90196078431373,1610612737,12,7,2022-11-26T01:16:02Z,400000,False,-25.0,168.0,1,left,D. Murray 16' pullup Jump Shot (4 PTS) (O. Okongwu 1 AST),"[1627749, 1630168]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.99,Made,4.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
42,PT08M33.00S,2022-11-26T01:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,73.27529566360053,84.55882352941177,1610612745,12,7,2022-11-26T01:16:31Z,420000,False,173.0,199.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
43,PT08M32.00S,2022-11-26T01:16:21.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,12,7,2022-11-26T01:16:31Z,430000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,42.0,,,,,,,1.0,1.0,0.0,,
44,PT08M22.00S,2022-11-26T01:16:31.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.53942181340342,60.049019607843135,1610612737,12,7,2022-11-26T01:16:42Z,440000,False,-50.0,253.0,1,left,MISS D. Murray 25' step back 3PT,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2022-11-26T01:16:32.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,12,7,2022-11-26T01:16:42Z,450000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,44.0,,,,,,,2.0,1.0,1.0,,
46,PT08M12.00S,2022-11-26T01:16:43.3Z,1,REGULAR,foul,personal,[],1628381,,,1610612745,12,7,2022-11-26T01:16:53Z,460000,False,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1630224]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,,200833.0,1.0,0.0,Green,1630224.0,,,,,,
48,PT08M06.00S,2022-11-26T01:17:07.5Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,12,7,2022-11-26T01:17:12Z,480000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1628381]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,,,,Collins,1628381.0
49,PT08M06.00S,2022-11-26T01:17:07.5Z,1,REGULAR,steal,,[],1628381,,,1610612737,12,7,2022-11-26T01:17:09Z,490000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2022-11-26T01:17:13.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,15.850854139290407,2.696078431372549,1610612737,12,7,2022-11-26T01:17:18Z,500000,False,237.0,96.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
51,PT07M57.00S,2022-11-26T01:17:16.0Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,12,7,2022-11-26T01:17:18Z,510000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,50.0,,,,,,,3.0,2.0,1.0,,
52,PT07M55.00S,2022-11-26T01:17:18.6Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,12,7,2022-11-26T01:17:22Z,520000,False,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1630168]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,Okongwu,1630168.0
53,PT07M55.00S,2022-11-26T01:17:18.6Z,1,REGULAR,steal,,[],1630168,,,1610612737,12,7,2022-11-26T01:17:20Z,530000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
54,PT07M50.00S,2022-11-26T01:17:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,7.835085413929041,43.627450980392155,1610612737,12,7,2022-11-26T01:17:32Z,540000,False,32.0,21.0,1,left,MISS J. Collins running Layup,[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2022-11-26T01:17:23.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,12,7,2022-11-26T01:17:32Z,550000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,54.0,,,,,,,2.0,2.0,0.0,,
56,PT07M45.00S,2022-11-26T01:17:27.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629645,95.74572930354796,43.13725490196079,1610612745,14,7,2022-11-26T01:17:37Z,560000,False,-34.0,-13.0,1,right,K. Porter Jr. running alley-oop DUNK (2 PTS) (J. Green 4 AST),"[1629645, 1630224]",1610612745.0,HOU,running alley-oop,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.65,Made,2.0,J. Green,1630224.0,4.0,,,,,,,,,,,,,,
58,PT07M27.00S,2022-11-26T01:17:45.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,11.908672798948752,2.450980392156863,1610612737,14,7,2022-11-26T01:17:53Z,580000,False,238.0,59.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,24.5,Missed,,,,,,,,,,,,,,,,,,
59,PT07M26.00S,2022-11-26T01:17:46.6Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612745,14,7,2022-11-26T01:17:53Z,590000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,Right Corner 3,24+ Right,,,,,,,,,58.0,,,,,,,1.0,1.0,0.0,,
60,PT07M17.00S,2022-11-26T01:17:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,86.28449408672799,47.794117647058826,1610612745,14,7,2022-11-26T01:18:09Z,600000,False,-11.0,76.0,1,right,MISS K. Porter Jr. 7' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2022-11-26T01:17:59.2Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,14,7,2022-11-26T01:18:09Z,610000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,60.0,,,,,,,1.0,0.0,1.0,,
62,PT07M11.00S,2022-11-26T01:18:05.4Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612745,14,7,2022-11-26T01:18:14Z,620000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1629631, 1631095]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,
64,PT07M11.00S,2022-11-26T01:18:37.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631095,,,1610612745,15,7,2022-11-26T01:18:37Z,640000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (4 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2022-11-26T01:18:37.7Z,1,REGULAR,substitution,out,[],1628981,,,1610612745,15,7,2022-11-26T01:18:47Z,650000,False,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M11.00S,2022-11-26T01:18:37.7Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,15,7,2022-11-26T01:18:47Z,660000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M11.00S,2022-11-26T01:19:05.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631095,,,1610612745,16,7,2022-11-26T01:19:05Z,670000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
71,PT06M54.00S,2022-11-26T01:19:24.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,16.113666228646515,90.93137254901961,1610612737,16,9,2022-11-26T01:19:30Z,680000,False,-205.0,99.0,1,left,D. Hunter 22' Jump Shot (2 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,22.74,Made,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
73,PT06M41.00S,2022-11-26T01:19:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,16,9,2022-11-26T01:19:48Z,700000,False,,,0,,K. Porter Jr. lost ball out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,lost ball,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,200833.0,,,,,2.0,,,,,
74,PT06M41.00S,2022-11-26T01:19:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,16,9,2022-11-26T01:19:50Z,710000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2022-11-26T01:21:06.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,16,9,2022-11-26T01:22:24Z,720000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2022-11-26T01:21:06.0Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,16,9,2022-11-26T01:22:24Z,730000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M24.00S,2022-11-26T01:22:55.4Z,1,REGULAR,turnover,bad pass,[],1628988,,,1610612737,16,9,2022-11-26T01:23:01Z,740000,False,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1631095]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,1.0,,,,Smith Jr.,1631095.0
78,PT06M24.00S,2022-11-26T01:22:55.4Z,1,REGULAR,steal,,[],1631095,,,1610612745,16,9,2022-11-26T01:23:01Z,750000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
79,PT06M18.00S,2022-11-26T01:23:01.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630224,65.91655716162943,49.26470588235294,1610612745,16,9,2022-11-26T01:25:54Z,760000,False,-4.0,268.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-11-26T01:23:02.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,16,9,2022-11-26T01:23:12Z,770000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,79.0,,,,,,,1.0,1.0,0.0,,
81,PT06M06.00S,2022-11-26T01:23:13.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,22.815374507227332,50.98039215686274,1610612737,16,9,2022-11-26T01:23:21Z,780000,False,-5.0,162.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.21,Missed,,,,,,,,,,,,,,,,,,
82,PT06M05.00S,2022-11-26T01:23:14.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,16,9,2022-11-26T01:23:21Z,790000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,81.0,,,,,,,3.0,3.0,0.0,,
83,PT05M56.00S,2022-11-26T01:23:23.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,71.56701708278581,81.37254901960785,1610612745,19,9,2022-11-26T01:23:28Z,800000,False,157.0,215.0,1,right,J. Smith Jr. 26' 3PT pullup (8 PTS) (K. Porter Jr. 2 AST),"[1631095, 1629645]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.6,Made,8.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
85,PT05M41.00S,2022-11-26T01:23:39.9Z,1,REGULAR,foul,personal,[],1630231,,,1610612737,19,9,2022-11-26T01:23:46Z,820000,False,,,0,,K. Martin Jr. personal FOUL (1 PF),"[1630231, 1629631]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,200833.0,1.0,0.0,Hunter,1629631.0,,,,,,
