actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
601,PT06M04.00S,2022-12-24T03:13:26.3Z,4,REGULAR,substitution,out,[],1631106,,,1610612745,94,100,2022-12-24T03:13:35Z,5930000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M04.00S,2022-12-24T03:13:26.3Z,4,REGULAR,substitution,out,[],1629726,,,1610612745,94,100,2022-12-24T03:13:35Z,5940000,False,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M04.00S,2022-12-24T03:13:26.3Z,4,REGULAR,substitution,in,[],1631095,,,1610612745,94,100,2022-12-24T03:13:35Z,5950000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M04.00S,2022-12-24T03:13:26.3Z,4,REGULAR,substitution,in,[],1630231,,,1610612745,94,100,2022-12-24T03:13:35Z,5960000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M53.00S,2022-12-24T03:13:55.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,25.443495400788436,86.51960784313727,1610612745,94,100,2022-12-24T03:14:02Z,5970000,False,-183.0,187.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
606,PT05M51.00S,2022-12-24T03:13:57.4Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,94,100,2022-12-24T03:14:02Z,5980000,False,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,605.0,,,,,7.0,7.0,0.0,,,,,,,,,,
607,PT05M37.00S,2022-12-24T03:14:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.85479632063075,54.166666666666664,1610612742,94,102,2022-12-24T03:14:20Z,5990000,False,21.0,15.0,1,right,L. Doncic driving finger roll Layup (44 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.55,Made,,44.0,,,,,,,,,,,,,,,,
608,PT05M27.00S,2022-12-24T03:14:22.4Z,4,REGULAR,3pt,Jump Shot,[],1631095,10.200394218134035,3.431372549019608,1610612745,97,102,2022-12-24T03:14:28Z,6000000,False,233.0,43.0,1,left,J. Smith Jr. 3PT  (19 PTS) (K. Porter Jr. 2 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.68,Made,,19.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,
610,PT05M11.00S,2022-12-24T03:14:37.4Z,4,REGULAR,3pt,Jump Shot,[],1629029,67.23061760840999,69.85294117647058,1610612742,97,105,2022-12-24T03:14:43Z,6020000,False,99.0,256.0,1,right,L. Doncic 27' 3PT step back (47 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,27.41,Made,,47.0,,,,,,,,,,,,,,,,
611,PT04M56.00S,2022-12-24T03:14:52.1Z,4,REGULAR,turnover,bad pass,[],1630224,,,1610612745,97,105,2022-12-24T03:14:55Z,6030000,False,,,0,,J. Green bad pass TURNOVER (3 TO),"[1630224, 1629029]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,,,Doncic,1629029.0
612,PT04M56.00S,2022-12-24T03:14:52.1Z,4,REGULAR,steal,,[],1629029,,,1610612742,97,105,2022-12-24T03:14:53Z,6040000,False,,,0,,L. Doncic STEAL (3 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
613,PT04M41.00S,2022-12-24T03:15:07.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202722,93.64323258869908,3.9215686274509802,1610612742,97,105,2022-12-24T03:15:16Z,6050000,False,-230.0,7.0,1,right,MISS D. Bertans 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
614,PT04M40.00S,2022-12-24T03:15:08.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,97,105,2022-12-24T03:15:16Z,6060000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,613.0,,,,,,,,,,,,,,,,,
616,PT04M29.00S,2022-12-24T03:15:28.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.783837056504599,49.01960784313725,1610612745,99,105,2022-12-24T03:15:38Z,6080000,False,5.0,11.0,1,left,A. Sengun finger roll Layup (17 PTS) (K. Porter Jr. 3 AST),"[1630578, 1629645]",1610612745.0,HOU,finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.23,Made,,17.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,
618,PT04M12.00S,2022-12-24T03:15:45.3Z,4,REGULAR,3pt,Jump Shot,[],1626174,65.52233902759527,50.98039215686274,1610612742,99,105,2022-12-24T03:15:53Z,6100000,False,5.0,272.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,27.16,Missed,,,,,,,,,,,,,,,,,,
619,PT04M09.00S,2022-12-24T03:15:48.3Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,99,105,2022-12-24T03:15:53Z,6110000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,618.0,,,,,7.0,6.0,1.0,,,,,,,,,,
620,PT03M57.00S,2022-12-24T03:16:01.0Z,4,REGULAR,3pt,Jump Shot,[],1631095,33.196452036793694,43.872549019607845,1610612745,102,105,2022-12-24T03:16:08Z,6120000,False,31.0,260.0,1,left,J. Smith Jr. 26' 3PT  (22 PTS) (K. Porter Jr. 4 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.13,Made,,22.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,
622,PT03M57.00S,2022-12-24T03:16:11.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,102,105,2022-12-24T03:16:11Z,6140000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M57.00S,2022-12-24T03:18:31.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612742,102,105,2022-12-24T03:18:47Z,6150000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M57.00S,2022-12-24T03:18:31.4Z,4,REGULAR,substitution,out,[],1629033,,,1610612742,102,105,2022-12-24T03:18:47Z,6160000,False,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M57.00S,2022-12-24T03:18:31.4Z,4,REGULAR,substitution,in,[],1630586,,,1610612742,102,105,2022-12-24T03:18:47Z,6170000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M57.00S,2022-12-24T03:18:31.4Z,4,REGULAR,substitution,in,[],203501,,,1610612742,102,105,2022-12-24T03:18:47Z,6180000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M34.00S,2022-12-24T03:19:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629029,66.96780551905388,72.54901960784314,1610612742,102,105,2022-12-24T03:19:24Z,6190000,False,113.0,258.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
628,PT03M32.00S,2022-12-24T03:19:20.1Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,102,105,2022-12-24T03:19:24Z,6200000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:7),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,627.0,,,,,8.0,7.0,1.0,,,,,,,,,,
629,PT03M31.00S,2022-12-24T03:19:28.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,102,105,2022-12-24T03:19:28Z,6210000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,out,[],1630586,,,1610612745,102,105,2022-12-24T03:20:44Z,6220000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,out,[],1626174,,,1610612745,102,105,2022-12-24T03:20:44Z,6230000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,out,[],202722,,,1610612745,102,105,2022-12-24T03:20:44Z,6240000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,102,105,2022-12-24T03:20:44Z,6250000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,in,[],203939,,,1610612745,102,105,2022-12-24T03:20:44Z,6260000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M31.00S,2022-12-24T03:20:27.2Z,4,REGULAR,substitution,in,[],1629033,,,1610612745,102,105,2022-12-24T03:20:44Z,6270000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M13.00S,2022-12-24T03:21:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.09789750328515,43.627450980392155,1610612745,104,105,2022-12-24T03:21:12Z,6280000,False,32.0,24.0,1,left,A. Sengun cutting Layup (19 PTS) (J. Smith Jr. 3 AST),"[1630578, 1631095]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.97,Made,,19.0,J. Smith Jr.,1631095.0,3.0,,,,,,,,,,,,,
638,PT03M13.00S,2022-12-24T03:21:22.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,104,105,2022-12-24T03:21:22Z,6300000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M13.00S,2022-12-24T03:22:28.8Z,4,REGULAR,substitution,out,[],203939,,,1610612742,104,105,2022-12-24T03:22:47Z,6310000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M13.00S,2022-12-24T03:22:28.8Z,4,REGULAR,substitution,out,[],1629033,,,1610612742,104,105,2022-12-24T03:22:47Z,6320000,False,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M13.00S,2022-12-24T03:22:28.8Z,4,REGULAR,substitution,in,[],1626174,,,1610612742,104,105,2022-12-24T03:22:47Z,6330000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M13.00S,2022-12-24T03:22:28.8Z,4,REGULAR,substitution,in,[],202722,,,1610612742,104,105,2022-12-24T03:22:47Z,6340000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M56.00S,2022-12-24T03:23:06.3Z,4,REGULAR,3pt,Jump Shot,[],202722,85.3646517739816,3.1862745098039214,1610612742,104,108,2022-12-24T03:23:22Z,6350000,False,-234.0,85.0,1,right,D. Bertans 24' 3PT  (11 PTS) (S. Dinwiddie 1 AST),"[202722, 203915]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Left Corner 3,24+ Left,24.91,Made,,11.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,
645,PT02M42.00S,2022-12-24T03:23:24.6Z,4,REGULAR,violation,kicked ball,[],1629029,,,1610612745,104,108,2022-12-24T03:23:42Z,6370000,False,,,0,,L. Doncic kicked ball VIOLATION,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,200832.0,,,,,,,,,
646,PT02M33.00S,2022-12-24T03:23:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.178055190538765,49.26470588235294,1610612745,104,108,2022-12-24T03:30:09Z,6380000,False,4.0,15.0,1,left,MISS A. Sengun cutting finger roll Layup,[1630578],1610612745.0,HOU,cutting finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.54,Missed,,,,,,,,,,,,,,,,,,
647,PT02M30.00S,2022-12-24T03:23:51.2Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,104,108,2022-12-24T03:23:59Z,6390000,False,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,646.0,,,,,8.0,8.0,0.0,,,,,,,,,,
648,PT02M15.00S,2022-12-24T03:24:06.4Z,4,REGULAR,2pt,Jump Shot,[],1629029,86.41590013140605,33.82352941176471,1610612742,104,108,2022-12-24T03:24:12Z,6400000,False,-81.0,75.0,1,right,MISS L. Doncic 11' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,11.05,Missed,,,,,,,,,,,,,,,,,,
650,PT02M12.00S,2022-12-24T03:24:09.4Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,104,108,2022-12-24T03:24:12Z,6420000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,648.0,,,,,9.0,8.0,1.0,,,,,,,,,,
651,PT02M04.00S,2022-12-24T03:24:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.229303547963205,47.05882352941176,1610612745,104,108,2022-12-24T03:33:32Z,6430000,False,15.0,25.0,1,left,MISS A. Sengun Layup,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
652,PT02M03.00S,2022-12-24T03:24:18.2Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,104,108,2022-12-24T03:24:25Z,6440000,False,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,651.0,,,,,5.0,5.0,0.0,,,,,,,,,,
653,PT01M39.00S,2022-12-24T03:24:41.8Z,4,REGULAR,3pt,Jump Shot,[],203915,82.86793692509855,96.56862745098039,1610612742,104,108,2022-12-24T03:24:48Z,6450000,False,233.0,109.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
654,PT01M39.00S,2022-12-24T03:24:41.8Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,104,108,2022-12-24T03:24:48Z,6460000,False,,,0,,A. Sengun REBOUND (Off:2 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,653.0,,,,,8.0,6.0,2.0,,,,,,,,,,
655,PT01M34.00S,2022-12-24T03:24:49.1Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1631095,22.552562417871222,41.42156862745098,1610612745,106,108,2022-12-24T03:34:19Z,6470000,False,43.0,159.0,1,left,J. Smith Jr. 16' running pullup Jump Shot (24 PTS),[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,16.52,Made,,24.0,,,,,,,,,,,,,,,,
680,PT01M17.00S,2022-12-24T03:25:15.7Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,106,108,2022-12-24T03:29:25Z,6505000,False,,,0,,L. Doncic lost ball TURNOVER (7 TO),"[1629029, 1630578]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,7.0,,,Sengun,1630578.0
681,PT01M17.00S,2022-12-24T03:25:15.7Z,4,REGULAR,steal,,[],1630578,,,1610612745,106,108,2022-12-24T03:29:25Z,6507500,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
659,PT01M12.00S,2022-12-24T03:25:23.7Z,4,REGULAR,foul,offensive,[],1629645,,,1610612745,106,108,2022-12-24T03:25:34Z,6510000,False,,,0,,K. Porter Jr. charge offensive FOUL (4 PF),"[1629645, 203501]",1610612745.0,HOU,charge,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,4.0,0.0,Hardaway Jr.,203501.0,,,,,
661,PT01M12.00S,2022-12-24T03:25:23.7Z,4,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,106,108,2022-12-24T03:25:23Z,6530000,False,,,0,,K. Porter Jr. offensive foul TURNOVER (2 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,,,,,2.0,,,,
662,PT00M49.20S,2022-12-24T03:26:03.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203501,87.33574244415243,3.1862745098039214,1610612742,106,108,2022-12-24T03:26:09Z,6540000,False,-234.0,67.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,,
663,PT00M48.30S,2022-12-24T03:26:04.0Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612745,106,108,2022-12-24T03:26:09Z,6550000,False,,,0,,J. Green REBOUND (Off:1 Def:7),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,662.0,,,,,8.0,7.0,1.0,,,,,,,,,,
664,PT00M40.10S,2022-12-24T03:26:13.8Z,4,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,106,108,2022-12-24T03:26:20Z,6560000,False,,,0,,K. Martin Jr. lost ball out-of-bounds TURNOVER (1 TO),[1630231],1610612745.0,HOU,lost ball,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,,,,,1.0,,,,
665,PT00M40.10S,2022-12-24T03:26:31.2Z,4,REGULAR,substitution,out,[],1630578,,,1610612742,106,108,2022-12-24T03:26:42Z,6570000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M40.10S,2022-12-24T03:26:31.2Z,4,REGULAR,substitution,in,[],1630586,,,1610612742,106,108,2022-12-24T03:26:42Z,6580000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M30.50S,2022-12-24T03:26:59.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203915,66.96780551905388,62.254901960784316,1610612742,106,108,2022-12-24T03:27:11Z,6590000,False,61.0,258.0,1,right,MISS S. Dinwiddie 26' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
668,PT00M30.50S,2022-12-24T03:26:59.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,106,108,2022-12-24T03:27:11Z,6600000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,667.0,,,,,,,,,,,,,,,,,
669,PT00M30.50S,2022-12-24T03:27:06.8Z,4,REGULAR,foul,personal,[],1630586,,,1610612742,106,108,2022-12-24T03:31:38Z,6610000,False,,,0,,U. Garuba loose ball personal FOUL (2 PF),"[1630586, 1626174]",1610612745.0,HOU,loose ball,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627524.0,2.0,0.0,Wood,1626174.0,,,,,
671,PT00M19.20S,2022-12-24T03:27:34.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629029,63.55124835742444,63.48039215686274,1610612742,106,111,2022-12-24T03:27:40Z,6630000,False,67.0,290.0,1,right,L. Doncic 29' 3PT  (50 PTS) (T. Hardaway Jr. 4 AST),"[1629029, 203501]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,29.78,Made,,50.0,T. Hardaway Jr.,203501.0,4.0,,,,,,,,,,,,,
673,PT00M18.60S,2022-12-24T03:27:42.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,106,111,2022-12-24T03:27:42Z,6650000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,out,[],1630586,,,1610612745,106,111,2022-12-24T03:29:07Z,6660000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,out,[],1626174,,,1610612745,106,111,2022-12-24T03:29:07Z,6670000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,out,[],202722,,,1610612745,106,111,2022-12-24T03:29:07Z,6680000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,106,111,2022-12-24T03:29:07Z,6690000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,in,[],1629033,,,1610612745,106,111,2022-12-24T03:29:07Z,6700000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M18.60S,2022-12-24T03:28:49.9Z,4,REGULAR,substitution,in,[],1628373,,,1610612745,106,111,2022-12-24T03:29:07Z,6710000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M13.50S,2022-12-24T03:29:26.6Z,4,REGULAR,3pt,Jump Shot,[],1631095,23.340998685939553,7.8431372549019605,1610612745,106,111,2022-12-24T03:37:37Z,6720000,False,211.0,167.0,1,left,MISS J. Smith Jr. 26' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
683,PT00M12.40S,2022-12-24T03:29:28.8Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,106,111,2022-12-24T03:29:28Z,6730000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:7),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,682.0,,,,,7.0,7.0,0.0,,,,,,,,,,
684,PT00M12.40S,2022-12-24T03:29:32.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612742,106,111,2022-12-24T03:29:40Z,6740000,False,,,0,,K. Martin Jr. take personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630231, 203501]",1610612745.0,HOU,take,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,200832.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,
686,PT00M12.40S,2022-12-24T03:30:00.5Z,4,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,106,112,2022-12-24T03:30:00Z,6760000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
687,PT00M12.40S,2022-12-24T03:30:00.5Z,4,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,106,112,2022-12-24T03:30:22Z,6770000,False,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
