actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
429,PT07M25.00S,2022-10-22T01:40:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.93495400788436,48.77450980392157,1610612745,81,80,2022-10-22T01:40:45Z,4240000,-6.0,23.0,1,right,J. Green driving Layup (24 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,2.41,Made,,,,,24.0,,,,,,,,,,,
430,PT07M07.00S,2022-10-22T01:40:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629630,32.40801576872536,63.23529411764706,1610612763,81,83,2022-10-22T01:41:02Z,4250000,-66.0,252.0,1,left,J. Morant 26' 3PT  (33 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,26.06,Made,,,,,33.0,,,,,,,,,,,
431,PT06M50.00S,2022-10-22T01:41:14.8Z,3,REGULAR,3pt,Jump Shot,[],1629645,67.09921156373193,56.61764705882353,1610612745,84,83,2022-10-22T01:41:19Z,4260000,33.0,257.0,1,right,K. Porter Jr. 25' 3PT pullup (16 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,25.89,Made,,,,,16.0,,,,,,,,,,,
432,PT06M38.00S,2022-10-22T01:41:26.9Z,3,REGULAR,3pt,Jump Shot,[],1629723,7.30946123521682,97.54901960784314,1610612763,84,83,2022-10-22T01:41:35Z,4270000,-238.0,16.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,23.83,Missed,,,,,,,,,,,,,,,,
433,PT06M37.00S,2022-10-22T01:41:27.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,84,83,2022-10-22T01:41:35Z,4280000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,,432.0,,,,,,,,,,,,,,,
436,PT06M16.00S,2022-10-22T01:42:00.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.5407358738502,48.03921568627451,1610612745,84,83,2022-10-22T01:42:06Z,4300000,-10.0,27.0,1,right,MISS K. Martin Jr. DUNK,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,2.87,Missed,,,,,,,,,,,,,,,,
437,PT06M14.00S,2022-10-22T01:42:02.3Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,84,83,2022-10-22T01:42:02Z,4310000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,436.0,4.0,3.0,1.0,,,,,,,,,,,,
438,PT06M12.00S,2022-10-22T01:42:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,90.75229960578186,50.0,1610612745,84,83,2022-10-22T01:43:36Z,4320000,0.0,34.0,1,right,MISS K. Porter Jr. Layup,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,3.44,Missed,,,,,,,,,,,,,,,,
439,PT06M12.00S,2022-10-22T01:42:04.3Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,84,83,2022-10-22T01:43:36Z,4330000,,,0,,S. Aldama REBOUND (Off:1 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,438.0,5.0,4.0,1.0,,,,,,,,,,,,
440,PT06M12.00S,2022-10-22T01:42:19.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,84,83,2022-10-22T01:42:22Z,4340000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M12.00S,2022-10-22T01:42:19.4Z,3,REGULAR,substitution,in,[],1626145,,,1610612763,84,83,2022-10-22T01:42:22Z,4350000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M08.00S,2022-10-22T01:43:40.8Z,3,REGULAR,jumpball,recovered,[],1626145,,,1610612763,84,83,2022-10-22T01:43:40Z,4360000,,,0,,Jump Ball S. Aldama vs. K. Martin Jr.: Tip to T. Jones,"[1626145, 1630583, 1630231]",1610612763.0,MEM,heldball,T. Jones,1626145.0,Jones,T. Jones,Aldama,1630583.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,,,,,,,,,
445,PT06M07.00S,2022-10-22T01:43:42.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,6.389618922470433,50.98039215686274,1610612763,84,85,2022-10-22T01:44:06Z,4390000,-5.0,8.0,1,left,J. Morant driving DUNK (35 PTS) (T. Jones 3 AST),"[1629630, 1626145]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,0.9,Made,,,,,35.0,,,,,,,T. Jones,1626145.0,3.0,,
447,PT05M59.00S,2022-10-22T01:43:50.5Z,3,REGULAR,3pt,Jump Shot,[],1630224,92.46057818659659,97.30392156862744,1610612745,87,85,2022-10-22T01:43:56Z,4410000,237.0,18.0,1,right,J. Green 3PT  (27 PTS) (K. Martin Jr. 2 AST),"[1630224, 1630231]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,23.72,Made,,,,,27.0,,,,,,,K. Martin Jr.,1630231.0,2.0,,
449,PT05M37.00S,2022-10-22T01:44:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.732588699080158,53.92156862745098,1610612763,87,87,2022-10-22T01:44:17Z,4430000,-20.0,1.0,1,left,J. Morant driving finger roll Layup (37 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,1.96,Made,,,,,37.0,,,,,,,,,,,
450,PT05M12.00S,2022-10-22T01:44:36.1Z,3,REGULAR,turnover,lost ball,[],1630231,,,1610612745,87,87,2022-10-22T01:44:40Z,4440000,,,0,,K. Martin Jr. lost ball TURNOVER (3 TO),"[1630231, 1629630]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,,,,,,,Morant,1629630.0
451,PT05M12.00S,2022-10-22T01:44:36.1Z,3,REGULAR,steal,,[],1629630,,,1610612763,87,87,2022-10-22T01:44:38Z,4450000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
452,PT05M07.00S,2022-10-22T01:44:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630583,6.915243101182654,47.549019607843135,1610612763,87,87,2022-10-22T01:44:57Z,4460000,12.0,13.0,1,left,MISS S. Aldama Layup - blocked,"[1630583, 1631095]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,1.75,Missed,,,,,,,,,,Smith Jr.,1631095.0,,,,,
453,PT05M07.00S,2022-10-22T01:44:42.3Z,3,REGULAR,block,,[],1631095,,,1610612763,87,87,2022-10-22T01:46:24Z,4470000,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT05M03.00S,2022-10-22T01:44:46.3Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,87,87,2022-10-22T01:44:57Z,4480000,,,0,,S. Aldama REBOUND (Off:2 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,452.0,6.0,4.0,2.0,,,,,,,,,,,,
455,PT05M02.00S,2022-10-22T01:44:46.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,6.258212877792378,54.166666666666664,1610612763,87,89,2022-10-22T01:45:02Z,4490000,-21.0,6.0,1,left,S. Aldama putback Layup (8 PTS),[1630583],1610612763.0,MEM,putback,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,2.17,Made,,,,,8.0,,,,,,,,,,,
456,PT04M49.00S,2022-10-22T01:44:59.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,93.24901445466492,48.03921568627451,1610612745,89,89,2022-10-22T01:45:10Z,4500000,-10.0,11.0,1,right,J. Green driving DUNK (29 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,1.47,Made,,,,,29.0,,,,,,,,,,,
457,PT04M28.00S,2022-10-22T01:45:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,10.068988173455978,54.41176470588235,1610612763,89,89,2022-10-22T01:45:27Z,4510000,-22.0,42.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 1630231]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,4.75,Missed,,,,,,,,,,Martin Jr.,1630231.0,,,,,
458,PT04M28.00S,2022-10-22T01:45:21.2Z,3,REGULAR,block,,[],1630231,,,1610612763,89,89,2022-10-22T01:45:23Z,4520000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
459,PT04M25.00S,2022-10-22T01:45:24.2Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,89,89,2022-10-22T01:45:27Z,4530000,,,0,,S. Aldama REBOUND (Off:3 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,457.0,7.0,4.0,3.0,,,,,,,,,,,,
460,PT04M25.00S,2022-10-22T01:45:26.9Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,89,89,2022-10-22T01:46:00Z,4540000,,,0,,J. Morant step out-of-bounds TURNOVER (2 TO),[1629630],1610612763.0,MEM,step,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,1662.0,2.0,,,,,,,,,,,,,,,,,,
461,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,89,89,2022-10-22T01:45:52Z,4550000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,out,[],201569,,,1610612745,89,89,2022-10-22T01:45:52Z,4560000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,out,[],1630583,,,1610612745,89,89,2022-10-22T01:45:52Z,4570000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,89,89,2022-10-22T01:45:52Z,4580000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,89,89,2022-10-22T01:45:52Z,4590000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M25.00S,2022-10-22T01:45:39.5Z,3,REGULAR,substitution,in,[],1631222,,,1610612745,89,89,2022-10-22T01:45:52Z,4600000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M15.00S,2022-10-22T01:46:11.8Z,3,REGULAR,foul,offensive,[],1629645,,,1610612745,89,89,2022-10-22T01:46:27Z,4620000,,,0,,K. Porter Jr. charge offensive FOUL (2 PF),"[1629645, 1626145]",1610612745.0,HOU,charge,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,2.0,0.0,Jones,1626145.0,,,,,,,
470,PT04M15.00S,2022-10-22T01:46:11.8Z,3,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,89,89,2022-10-22T01:46:11Z,4640000,,,0,,K. Porter Jr. offensive foul TURNOVER (3 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1662.0,3.0,,,,,,,,,,,,,,,,,,
471,PT04M06.00S,2022-10-22T01:46:45.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,14.931011826544022,97.54901960784314,1610612763,89,92,2022-10-22T01:46:49Z,4650000,-238.0,88.0,1,left,J. Morant 25' 3PT  (40 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,25.34,Made,,,,,40.0,,,,,,,,,,,
472,PT03M54.00S,2022-10-22T01:46:58.5Z,3,REGULAR,foul,personal,['2freethrow'],203500,,,1610612745,89,92,2022-10-22T01:47:18Z,4660000,,,0,,S. Adams shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[203500, 1629645]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,3.0,0.0,Porter Jr.,1629645.0,,,,,,,
474,PT03M54.00S,2022-10-22T01:47:31.0Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,90,92,2022-10-22T01:47:31Z,4680000,,,0,,K. Porter Jr. Free Throw 1 of 2 (17 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
475,PT03M54.00S,2022-10-22T01:47:31.8Z,3,REGULAR,substitution,out,[],1629630,,,1610612745,90,92,2022-10-22T01:47:39Z,4690000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M54.00S,2022-10-22T01:47:31.8Z,3,REGULAR,substitution,out,[],1629723,,,1610612745,90,92,2022-10-22T01:47:39Z,4700000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M54.00S,2022-10-22T01:47:31.8Z,3,REGULAR,substitution,in,[],1630217,,,1610612745,90,92,2022-10-22T01:47:39Z,4710000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M54.00S,2022-10-22T01:47:31.8Z,3,REGULAR,substitution,in,[],1631223,,,1610612745,90,92,2022-10-22T01:47:39Z,4720000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M54.00S,2022-10-22T01:47:31.0Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,90,92,2022-10-22T01:48:14Z,4730000,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
480,PT03M50.00S,2022-10-22T01:47:35.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,90,92,2022-10-22T01:48:14Z,4740000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,
481,PT03M50.00S,2022-10-22T01:47:59.2Z,3,REGULAR,foul,personal,[],1629645,,,1610612763,90,92,2022-10-22T01:48:36Z,4750000,,,0,,K. Porter Jr. loose ball personal FOUL (3 PF),"[1629645, 1626145]",1610612745.0,HOU,loose ball,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,1627541.0,,,,,,,,,3.0,0.0,Jones,1626145.0,,,,,,,
483,PT03M36.00S,2022-10-22T01:48:27.7Z,3,REGULAR,3pt,Jump Shot,[],1631223,16.63929040735874,95.83333333333334,1610612763,90,92,2022-10-22T01:48:48Z,4770000,-229.0,104.0,1,left,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,25.17,Missed,,,,,,,,,,,,,,,,
484,PT03M33.00S,2022-10-22T01:48:30.4Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,90,92,2022-10-22T01:48:30Z,4780000,,,0,,D. Bane REBOUND (Off:2 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,483.0,5.0,3.0,2.0,,,,,,,,,,,,
485,PT03M33.00S,2022-10-22T01:48:31.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,7.046649145860711,51.9607843137255,1610612763,90,92,2022-10-22T01:48:54Z,4790000,-10.0,14.0,1,left,MISS D. Bane Layup,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,1.68,Missed,,,,,,,,,,,,,,,,
486,PT03M30.00S,2022-10-22T01:48:34.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,90,92,2022-10-22T01:48:54Z,4800000,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,485.0,7.0,4.0,3.0,,,,,,,,,,,,
487,PT03M19.00S,2022-10-22T01:48:45.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,93.24901445466492,53.67647058823529,1610612745,92,92,2022-10-22T02:39:49Z,4810000,18.0,11.0,1,right,A. Sengun cutting DUNK (15 PTS) (K. Martin Jr. 3 AST),"[1630578, 1630231]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,2.14,Made,,,,,15.0,,,,,,,K. Martin Jr.,1630231.0,3.0,,
489,PT03M06.00S,2022-10-22T01:48:58.1Z,3,REGULAR,3pt,Jump Shot,[],1631222,18.478975032851512,94.11764705882352,1610612763,92,95,2022-10-22T01:49:04Z,4830000,-221.0,121.0,1,left,J. LaRavia 25' 3PT  (12 PTS) (D. Bane 6 AST),"[1631222, 1630217]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,25.17,Made,,,,,12.0,,,,,,,D. Bane,1630217.0,6.0,,
491,PT02M56.00S,2022-10-22T01:49:10.8Z,3,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,92,95,2022-10-22T01:49:27Z,4850000,,,0,,J. Green lost ball out-of-bounds TURNOVER (2 TO),[1630224],1610612745.0,HOU,lost ball,,,Green,J. Green,,,,,Mid-Range,8-16 Right,2005.0,2.0,,,,,,,,,,,,,,,,,,
492,PT02M56.00S,2022-10-22T01:49:24.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,92,95,2022-10-22T01:49:24Z,4860000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,out,[],1629645,,,1610612763,92,95,2022-10-22T01:52:04Z,4870000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,out,[],1630224,,,1610612763,92,95,2022-10-22T01:52:04Z,4880000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,out,[],203500,,,1610612763,92,95,2022-10-22T01:52:04Z,4890000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,in,[],201569,,,1610612763,92,95,2022-10-22T01:52:04Z,4900000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,in,[],1629726,,,1610612763,92,95,2022-10-22T01:52:04Z,4910000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M56.00S,2022-10-22T01:51:14.0Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,92,95,2022-10-22T01:52:04Z,4920000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M48.00S,2022-10-22T01:52:21.5Z,3,REGULAR,foul,offensive,[],1629634,,,1610612763,92,95,2022-10-22T01:52:46Z,4930000,,,0,,B. Clarke offensive FOUL (1 PF),"[1629634, 1629726]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,1662.0,,,,,,,,,1.0,0.0,Mathews,1629726.0,,,,,,,
501,PT02M48.00S,2022-10-22T01:52:21.5Z,3,REGULAR,turnover,offensive foul,[],1629634,,,1610612763,92,95,2022-10-22T01:52:21Z,4950000,,,0,,B. Clarke offensive foul TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,1662.0,1.0,,,,,,,,,,,,,,,,,,
502,PT02M32.00S,2022-10-22T01:53:01.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,69.59592641261499,76.7156862745098,1610612745,95,95,2022-10-22T01:53:05Z,4960000,134.0,233.0,1,right,K. Martin Jr. 26' 3PT  (8 PTS) (E. Gordon 2 AST),"[1630231, 201569]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,26.88,Made,,,,,8.0,,,,,,,E. Gordon,201569.0,2.0,,
504,PT02M15.00S,2022-10-22T01:53:18.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,16.245072273324574,61.274509803921575,1610612763,95,95,2022-10-22T01:53:25Z,4980000,-56.0,100.0,1,left,MISS T. Jones 11' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,11.5,Missed,,,,,,,,,,,,,,,,
505,PT02M14.00S,2022-10-22T01:53:19.1Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,95,95,2022-10-22T01:53:25Z,4990000,,,0,,T. Eason REBOUND (Off:0 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,504.0,4.0,4.0,0.0,,,,,,,,,,,,
507,PT01M58.00S,2022-10-22T01:53:53.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,89.04402102496715,47.05882352941176,1610612745,97,95,2022-10-22T01:53:57Z,5010000,-15.0,50.0,1,right,A. Sengun turnaround Hook (17 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,5.26,Made,,,,,17.0,,,,,,,,,,,
508,PT01M39.00S,2022-10-22T01:54:13.1Z,3,REGULAR,3pt,Jump Shot,[],1630217,31.09395532194481,68.38235294117648,1610612763,97,95,2022-10-22T01:54:20Z,5020000,-92.0,240.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,25.68,Missed,,,,,,,,,,,,,,,,
509,PT01M38.00S,2022-10-22T01:54:14.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,97,95,2022-10-22T01:54:20Z,5030000,,,0,,A. Sengun REBOUND (Off:3 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,508.0,8.0,5.0,3.0,,,,,,,,,,,,
510,PT01M31.00S,2022-10-22T01:54:21.0Z,3,REGULAR,2pt,Jump Shot,[],1631106,90.75229960578186,31.61764705882353,1610612745,97,95,2022-10-22T01:54:34Z,5040000,-92.0,34.0,1,right,MISS T. Eason 9' driving bank Shot,[1631106],1610612745.0,HOU,driving bank,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,9.81,Missed,,,,,,,,,,,,,,,,
511,PT01M30.00S,2022-10-22T01:54:22.0Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,97,95,2022-10-22T01:54:34Z,5050000,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,510.0,3.0,3.0,0.0,,,,,,,,,,,,
512,PT01M24.00S,2022-10-22T01:54:30.8Z,3,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,97,95,2022-10-22T01:54:42Z,5060000,,,0,,D. Bane lost ball out-of-bounds TURNOVER (3 TO),[1630217],1610612763.0,MEM,lost ball,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,2005.0,3.0,,,,,,,,,,,,,,,,,,
513,PT01M14.00S,2022-10-22T01:54:58.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631106,86.81011826544021,59.068627450980394,1610612745,99,95,2022-10-22T01:55:37Z,5070000,45.0,71.0,1,right,T. Eason 8' driving floating Jump Shot (5 PTS) (E. Gordon 3 AST),"[1631106, 201569]",1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,,,8.46,Made,,,,,5.0,,,,,,,E. Gordon,201569.0,3.0,,
514,PT01M14.00S,2022-10-22T01:55:01.6Z,3,REGULAR,foul,personal,['1freethrow'],1631222,,,1610612745,99,95,2022-10-22T01:55:09Z,5080000,,,0,,J. LaRavia shooting personal FOUL (3 PF) (Eason 1 FT),"[1631222, 1631106]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Right,1662.0,,,,,,,,,3.0,0.0,Eason,1631106.0,,,,,,,
