actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
39,PT08M07.00S,2023-03-16T00:16:20.4Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612747,14,9,2023-03-16T00:16:25Z,390000,False,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1630578]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,,,,Sengun,1630578.0
40,PT08M07.00S,2023-03-16T00:16:20.4Z,1,REGULAR,steal,,[],1630578,,,1610612745,14,9,2023-03-16T00:16:22Z,400000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M01.00S,2023-03-16T00:16:44.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629645,91.01511169513797,52.94117647058824,1610612745,16,9,2023-03-16T00:16:54Z,420000,False,15.0,32.0,1,right,K. Porter Jr. cutting DUNK (5 PTS) (K. Martin Jr. 2 AST),"[1629645, 1630231]",1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,3.52,,K. Martin Jr.,1630231.0,2.0,,,,,,,
44,PT07M37.00S,2023-03-16T00:17:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629020,5.601182654402102,3.431372549019608,1610612747,16,9,2023-03-16T00:17:14Z,440000,False,233.0,0.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.28,,,,,,,,,,,
45,PT07M37.00S,2023-03-16T00:17:07.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,9,2023-03-16T00:17:14Z,450000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,,,,,,,44.0,,,,,,,1.0,1.0,0.0,,,,
46,PT07M29.00S,2023-03-16T00:17:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612745,16,9,2023-03-16T00:17:28Z,460000,False,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628972, 1629645]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,203592.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,
48,PT07M29.00S,2023-03-16T00:17:51.0Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,16,9,2023-03-16T00:17:51Z,480000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
49,PT07M29.00S,2023-03-16T00:17:51.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,16,9,2023-03-16T00:17:51Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,
50,PT07M29.00S,2023-03-16T00:17:51.8Z,1,REGULAR,substitution,out,[],1628972,,,1610612745,16,9,2023-03-16T00:17:57Z,500000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M29.00S,2023-03-16T00:17:51.8Z,1,REGULAR,substitution,in,[],203471,,,1610612745,16,9,2023-03-16T00:17:57Z,510000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M29.00S,2023-03-16T00:18:09.7Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,17,9,2023-03-16T00:18:09Z,520000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
53,PT07M14.00S,2023-03-16T00:18:27.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,33.85348226018397,49.26470588235294,1610612747,17,9,2023-03-16T00:18:33Z,530000,False,4.0,266.0,1,left,MISS M. Beasley 26' pullup 3PT,[1627736],1610612747.0,LAL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.57,,,,,,,,,,,
54,PT07M13.00S,2023-03-16T00:18:28.0Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,17,9,2023-03-16T00:18:33Z,540000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,53.0,,,,,,,1.0,1.0,0.0,,,,
55,PT07M06.00S,2023-03-16T00:18:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,89.04402102496715,45.34313725490196,1610612745,19,9,2023-03-16T00:18:42Z,550000,False,-23.0,50.0,1,right,J. Smith Jr. driving finger roll Layup (2 PTS) (K. Porter Jr. 1 AST),"[1631095, 1629645]",1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,5.56,,K. Porter Jr.,1629645.0,1.0,,,,,,,
57,PT06M52.00S,2023-03-16T00:18:48.8Z,1,REGULAR,3pt,Jump Shot,[],1629060,21.76412614980289,86.51960784313727,1610612747,19,9,2023-03-16T00:18:56Z,570000,False,-183.0,152.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,23.76,,,,,,,,,,,
58,PT06M51.00S,2023-03-16T00:18:49.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,19,9,2023-03-16T00:18:56Z,580000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,57.0,,,,,,,1.0,1.0,0.0,,,,
59,PT06M39.00S,2023-03-16T00:19:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,85.89027595269383,53.92156862745098,1610612745,19,9,2023-03-16T00:19:08Z,590000,False,20.0,80.0,1,right,MISS J. Smith Jr. 8' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.25,,,,,,,,,,,
60,PT06M38.00S,2023-03-16T00:19:03.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,19,9,2023-03-16T00:19:08Z,600000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,59.0,,,,,,,1.0,1.0,0.0,,,,
61,PT06M30.00S,2023-03-16T00:19:12.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,7.178055190538765,47.794117647058826,1610612747,19,11,2023-03-16T00:19:18Z,610000,False,11.0,15.0,1,left,J. Vanderbilt alley-oop DUNK (2 PTS) (D. Russell 1 AST),"[1629020, 1626156]",1610612747.0,LAL,alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.86,,D. Russell,1626156.0,1.0,,,,,,,
63,PT06M14.00S,2023-03-16T00:19:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.30420499342969,80.3921568627451,1610612745,19,11,2023-03-16T00:22:55Z,630000,False,152.0,217.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.51,,,,,,,,,,,
64,PT06M13.00S,2023-03-16T00:19:28.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,19,11,2023-03-16T00:19:37Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,63.0,,,,,,,,,,,,,
65,PT06M13.00S,2023-03-16T00:19:35.4Z,1,REGULAR,foul,personal,[],1630578,,,1610612747,19,11,2023-03-16T00:19:46Z,650000,False,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1629060]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,2.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,
67,PT06M13.00S,2023-03-16T00:19:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,11,2023-03-16T00:19:44Z,670000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2023-03-16T00:22:48.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,19,11,2023-03-16T00:23:02Z,680000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,
69,PT05M49.00S,2023-03-16T00:23:11.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,11.514454664914586,3.1862745098039214,1610612747,19,11,2023-03-16T00:23:18Z,690000,False,234.0,56.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.06,,,,,,,,,,,
70,PT05M48.00S,2023-03-16T00:23:12.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,19,11,2023-03-16T00:23:18Z,700000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,,,69.0,,,,,,,2.0,2.0,0.0,,,,
71,PT05M38.00S,2023-03-16T00:23:25.8Z,1,REGULAR,foul,offensive,[],1629645,,,1610612745,19,11,2023-03-16T00:23:37Z,710000,False,,,0,,K. Porter Jr. offensive FOUL (1 PF),"[1629645, 203471]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
73,PT05M38.00S,2023-03-16T00:23:25.8Z,1,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,19,11,2023-03-16T00:23:25Z,730000,False,,,0,,K. Porter Jr. offensive foul TURNOVER (1 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,,,,,,,,,1.0,,,,,,,,,,
74,PT05M22.00S,2023-03-16T00:23:55.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,22.026938239159,90.19607843137256,1610612747,19,11,2023-03-16T00:24:19Z,740000,False,-201.0,155.0,1,left,MISS D. Schroder 25' pullup 3PT,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.36,,,,,,,,,,,
75,PT05M21.00S,2023-03-16T00:23:56.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,19,11,2023-03-16T00:24:02Z,750000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,74.0,,,,,,,2.0,2.0,0.0,,,,
76,PT05M12.00S,2023-03-16T00:24:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,91.01511169513797,40.19607843137255,1610612745,19,11,2023-03-16T00:24:48Z,760000,False,-49.0,32.0,1,right,MISS K. Martin Jr. cutting Layup,[1630231],1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.85,,,,,,,,,,,
77,PT05M11.00S,2023-03-16T00:24:06.7Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,19,11,2023-03-16T00:24:18Z,770000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,76.0,,,,,,,3.0,2.0,1.0,,,,
78,PT05M07.00S,2023-03-16T00:24:10.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630578,93.77463863337714,36.27450980392157,1610612745,21,11,2023-03-16T00:24:24Z,780000,False,-69.0,6.0,1,right,A. Sengun 6' Hook (6 PTS) (K. Martin Jr. 3 AST),"[1630578, 1630231]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,6.0,6.89,,K. Martin Jr.,1630231.0,3.0,,,,,,,
80,PT04M49.00S,2023-03-16T00:24:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,6.915243101182654,41.42156862745098,1610612747,21,11,2023-03-16T00:28:36Z,800000,False,43.0,13.0,1,left,MISS J. Vanderbilt driving floating bank Shot,[1629020],1610612747.0,LAL,driving floating bank,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.47,,,,,,,,,,,
81,PT04M47.00S,2023-03-16T00:24:31.9Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,21,11,2023-03-16T00:28:36Z,810000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,80.0,,,,,,,2.0,1.0,1.0,,,,
82,PT04M46.00S,2023-03-16T00:24:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,5.590000152587891,50.0,1610612747,21,11,2023-03-16T00:29:18Z,820000,False,0.0,0.0,1,left,MISS J. Vanderbilt tip Layup,[1629020],1610612747.0,LAL,tip,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
83,PT04M45.00S,2023-03-16T00:24:36.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,21,11,2023-03-16T00:39:41Z,830000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,82.0,,,,,,,3.0,3.0,0.0,,,,
84,PT04M32.00S,2023-03-16T00:24:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.01248357424441,82.59803921568627,1610612745,21,11,2023-03-16T00:24:54Z,840000,False,163.0,201.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.89,,,,,,,,,,,
