actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
168,PT10M05.00S,2023-03-16T00:40:50.0Z,2,REGULAR,3pt,Jump Shot,[],1628972,33.196452036793694,15.686274509803921,1610612747,38,22,2023-03-16T00:40:57Z,1650000,False,172.0,260.0,1,left,MISS T. Brown Jr. 31' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,31.11,,,,,,,,,,,
169,PT10M04.00S,2023-03-16T00:40:51.0Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,38,22,2023-03-16T00:40:57Z,1660000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Right Center,,,,,,,168.0,,,,,,,2.0,0.0,2.0,,,,
170,PT09M50.00S,2023-03-16T00:41:06.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,11.383048620236531,59.31372549019608,1610612747,38,22,2023-03-16T00:41:20Z,1670000,False,-47.0,55.0,1,left,MISS D. Schroder 7' turnaround fadeaway Shot,[203471],1610612747.0,LAL,turnaround fadeaway,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.17,,,,,,,,,,,
171,PT09M50.00S,2023-03-16T00:41:06.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,38,22,2023-03-16T00:41:20Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,170.0,,,,,,,,,,,,,
172,PT09M50.00S,2023-03-16T00:41:14.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612747,38,22,2023-03-16T00:41:26Z,1690000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,,,,,,,,,,,
173,PT09M34.00S,2023-03-16T00:41:34.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630586,92.32917214191852,3.1862745098039214,1610612745,38,22,2023-03-16T00:41:41Z,1700000,False,-234.0,20.0,1,right,MISS U. Garuba 3PT,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.49,,,,,,,,,,,
174,PT09M34.00S,2023-03-16T00:41:34.5Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,38,22,2023-03-16T00:41:41Z,1710000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,,,173.0,,,,,,,2.0,2.0,0.0,,,,
175,PT09M28.00S,2023-03-16T00:41:43.3Z,2,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612747,38,22,2023-03-16T00:41:52Z,1720000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630256, 1630559]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
177,PT09M28.00S,2023-03-16T00:42:05.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630559,,,1610612747,38,22,2023-03-16T00:47:42Z,1745000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
178,PT09M28.00S,2023-03-16T00:42:05.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,38,22,2023-03-16T00:47:42Z,1752500,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,
237,PT09M28.00S,2023-03-16T00:42:20.8Z,2,REGULAR,substitution,out,[],203471,,,1610612747,38,22,2023-03-16T00:51:05Z,1754375,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M28.00S,2023-03-16T00:42:20.8Z,2,REGULAR,substitution,in,[],1627736,,,1610612747,38,22,2023-03-16T00:51:05Z,1755312,False,,,0,,SUB in: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M28.00S,2023-03-16T00:42:05.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630559,,,1610612747,38,23,2023-03-16T00:47:42Z,1756250,False,,,0,,A. Reaves Free Throw 2 of 2 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
182,PT09M16.00S,2023-03-16T00:42:35.8Z,2,REGULAR,3pt,Jump Shot,[],1630586,90.88370565045992,95.83333333333334,1610612745,38,23,2023-03-16T00:42:44Z,1775000,False,229.0,33.0,1,right,MISS U. Garuba 3PT,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.16,,,,,,,,,,,
183,PT09M15.00S,2023-03-16T00:42:36.8Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,38,23,2023-03-16T00:42:44Z,1777500,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,182.0,,,,,,,3.0,3.0,0.0,,,,
184,PT09M07.00S,2023-03-16T00:42:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,12.302890932982917,50.245098039215684,1610612747,38,25,2023-03-16T00:42:55Z,1810000,False,-1.0,63.0,1,left,A. Reaves 6' driving floating Jump Shot (7 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,7.0,6.31,,,,,,,,,,,
185,PT09M07.00S,2023-03-16T00:42:50.0Z,2,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612747,38,25,2023-03-16T00:42:59Z,1820000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Reaves 1 FT),"[1630586, 1630559]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Center,2003.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
187,PT09M07.00S,2023-03-16T00:43:10.0Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,38,26,2023-03-16T00:43:10Z,1840000,False,,,0,,A. Reaves Free Throw 1 of 1 (8 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
188,PT08M55.00S,2023-03-16T00:43:24.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630586,91.67214191852825,53.67647058823529,1610612745,40,26,2023-03-16T00:43:30Z,1850000,False,18.0,26.0,1,right,U. Garuba DUNK (2 PTS) (J. Tate 2 AST),"[1630586, 1630256]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,3.17,,J. Tate,1630256.0,2.0,,,,,,,
190,PT08M39.00S,2023-03-16T00:43:41.0Z,2,REGULAR,foul,personal,[],1630528,,,1610612747,40,26,2023-03-16T00:43:47Z,1870000,False,,,0,,J. Christopher personal FOUL (2 PF),"[1630528, 1629117]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,2.0,0.0,Gabriel,1629117.0,,,,,,,,,,,,,,,
192,PT08M28.00S,2023-03-16T00:44:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,16.507884362680684,36.029411764705884,1610612747,40,26,2023-03-16T00:44:12Z,1890000,False,70.0,103.0,1,left,MISS A. Reaves 12' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,12.42,,,,,,,,,,,
193,PT08M27.00S,2023-03-16T00:44:07.5Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,40,26,2023-03-16T00:44:12Z,1900000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,192.0,,,,,,,1.0,1.0,0.0,,,,
195,PT08M14.00S,2023-03-16T00:44:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,82.60512483574244,45.34313725490196,1610612745,42,26,2023-03-16T00:44:26Z,1920000,False,-23.0,111.0,1,right,J. Christopher 11' driving floating Jump Shot (7 PTS),[1630528],1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,11.34,,,,,,,,,,,
196,PT07M59.00S,2023-03-16T00:44:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,8.360709592641262,41.42156862745098,1610612747,42,28,2023-03-16T00:44:41Z,1930000,False,43.0,26.0,1,left,M. Beasley driving floating Jump Shot (5 PTS),[1627736],1610612747.0,LAL,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,5.0,5.02,,,,,,,,,,,
198,PT07M43.00S,2023-03-16T00:44:51.7Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,42,28,2023-03-16T00:44:56Z,1950000,False,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 1629117]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,,,,Gabriel,1629117.0
199,PT07M43.00S,2023-03-16T00:44:51.7Z,2,REGULAR,steal,,[],1629117,,,1610612747,42,28,2023-03-16T00:44:53Z,1960000,False,,,0,,W. Gabriel STEAL (1 STL),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT07M39.00S,2023-03-16T00:44:55.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,6.258212877792378,46.32352941176471,1610612747,42,30,2023-03-16T00:52:44Z,1970000,False,18.0,6.0,1,left,L. Walker IV running alley-oop DUNK (4 PTS) (A. Reaves 1 AST),"[1629022, 1630559]",1610612747.0,LAL,running alley-oop,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.94,,A. Reaves,1630559.0,1.0,,,,,,,
202,PT07M30.00S,2023-03-16T00:45:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,42,30,2023-03-16T00:45:08Z,1990000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,42,30,2023-03-16T00:47:56Z,2000000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,out,[],1630586,,,1610612745,42,30,2023-03-16T00:47:56Z,2010000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,out,[],1629117,,,1610612745,42,30,2023-03-16T00:47:56Z,2020000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,42,30,2023-03-16T00:47:56Z,2030000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,42,30,2023-03-16T00:47:56Z,2040000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M30.00S,2023-03-16T00:47:14.7Z,2,REGULAR,substitution,in,[],1629020,,,1610612745,42,30,2023-03-16T00:47:56Z,2050000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M20.00S,2023-03-16T00:48:14.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,92.59198423127464,45.34313725490196,1610612745,44,30,2023-03-16T00:48:20Z,2060000,False,-23.0,17.0,1,right,J. Smith Jr. DUNK (6 PTS) (J. Christopher 1 AST),"[1631095, 1630528]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.89,,J. Christopher,1630528.0,1.0,,,,,,,
211,PT06M53.00S,2023-03-16T00:48:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629022,21.50131406044678,90.93137254901961,1610612747,44,30,2023-03-16T00:48:48Z,2080000,False,-205.0,150.0,1,left,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612747.0,LAL,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.35,,,,,,,,,,,
212,PT06M53.00S,2023-03-16T00:48:39.8Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,44,30,2023-03-16T00:48:48Z,2090000,False,,,0,,J. Christopher REBOUND (Off:0 Def:2),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Left Center,,,,,,,211.0,,,,,,,2.0,2.0,0.0,,,,
213,PT06M47.00S,2023-03-16T00:48:47.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630528,91.01511169513797,45.588235294117645,1610612745,46,30,2023-03-16T00:48:58Z,2100000,False,-22.0,32.0,1,right,J. Christopher running DUNK (9 PTS),[1630528],1610612745.0,HOU,running,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,3.89,,,,,,,,,,,
214,PT06M33.00S,2023-03-16T00:49:00.2Z,2,REGULAR,3pt,Jump Shot,[],1629022,21.76412614980289,89.95098039215686,1610612747,46,30,2023-03-16T00:49:07Z,2110000,False,-200.0,152.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.11,,,,,,,,,,,
215,PT06M32.00S,2023-03-16T00:49:01.2Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612747,46,30,2023-03-16T00:49:07Z,2120000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,214.0,,,,,,,4.0,2.0,2.0,,,,
216,PT06M27.00S,2023-03-16T00:49:06.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,27.94021024967148,16.42156862745098,1610612747,46,30,2023-03-16T00:49:13Z,2130000,False,168.0,210.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.89,,,,,,,,,,,
217,PT06M26.00S,2023-03-16T00:49:07.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,46,30,2023-03-16T01:15:03Z,2140000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,216.0,,,,,,,4.0,3.0,1.0,,,,
344,PT06M25.00S,2023-03-16T00:49:10.0Z,2,REGULAR,turnover,lost ball,[],1630231,,,1610612745,46,30,2023-03-16T01:15:36Z,2145000,False,,,0,,K. Martin Jr. lost ball TURNOVER (1 TO),"[1630231, 1627736]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,,,,,,,Beasley,1627736.0
345,PT06M25.00S,2023-03-16T00:49:10.0Z,2,REGULAR,steal,,[],1627736,,,1610612747,46,30,2023-03-16T01:15:28Z,2147500,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
218,PT06M22.00S,2023-03-16T00:49:13.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,8.623521681997373,54.90196078431373,1610612747,46,32,2023-03-16T01:15:28Z,2150000,False,-25.0,29.0,1,left,A. Reaves driving Layup (10 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,3.77,,,,,,,,,,,
219,PT06M22.00S,2023-03-16T00:49:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631095,,,1610612747,46,32,2023-03-16T00:49:36Z,2160000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Reaves 1 FT),"[1631095, 1630559]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
221,PT06M22.00S,2023-03-16T00:49:26.9Z,2,REGULAR,substitution,out,[],1629022,,,1610612747,46,32,2023-03-16T00:49:33Z,2180000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M22.00S,2023-03-16T00:49:26.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,46,32,2023-03-16T00:49:33Z,2190000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M22.00S,2023-03-16T00:49:50.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630559,,,1610612747,46,33,2023-03-16T01:15:28Z,2200000,False,,,0,,A. Reaves Free Throw 1 of 1 (11 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
224,PT06M13.00S,2023-03-16T00:50:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.75229960578186,53.67647058823529,1610612745,48,33,2023-03-16T00:50:09Z,2210000,False,18.0,34.0,1,right,K. Porter Jr. driving finger roll Layup (14 PTS),[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,3.9,,,,,,,,,,,
226,PT06M00.00S,2023-03-16T00:50:16.1Z,2,REGULAR,3pt,Jump Shot,[],1629020,8.492115637319317,94.36274509803921,1610612747,48,33,2023-03-16T01:04:12Z,2230000,False,-222.0,27.0,1,left,MISS J. Vanderbilt pullup 3PT,[1629020],1610612747.0,LAL,pullup,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.35,,,,,,,,,,,
227,PT05M58.00S,2023-03-16T00:50:18.1Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,48,33,2023-03-16T00:50:24Z,2240000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,226.0,,,,,,,2.0,2.0,0.0,,,,
228,PT05M38.00S,2023-03-16T00:50:40.2Z,2,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,48,33,2023-03-16T00:50:46Z,2250000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,2.0,,,,,,,,,,
229,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,out,[],1630231,,,1610612747,48,33,2023-03-16T00:50:56Z,2260000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612747,48,33,2023-03-16T00:50:56Z,2270000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,out,[],1628972,,,1610612747,48,33,2023-03-16T00:50:56Z,2280000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,48,33,2023-03-16T00:50:56Z,2290000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,in,[],1630224,,,1610612747,48,33,2023-03-16T00:50:56Z,2300000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,in,[],1630578,,,1610612747,48,33,2023-03-16T00:50:56Z,2310000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,in,[],203471,,,1610612747,48,33,2023-03-16T00:50:56Z,2320000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M38.00S,2023-03-16T00:50:42.8Z,2,REGULAR,substitution,in,[],1629117,,,1610612747,48,33,2023-03-16T00:50:56Z,2330000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M23.00S,2023-03-16T00:51:14.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629117,11.514454664914586,35.53921568627451,1610612747,48,33,2023-03-16T00:51:48Z,2340000,False,72.0,56.0,1,left,MISS W. Gabriel 9' driving floating Shot,[1629117],1610612747.0,LAL,driving floating,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,9.13,,,,,,,,,,,
243,PT05M19.00S,2023-03-16T00:51:18.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,48,33,2023-03-16T00:51:48Z,2350000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,239.0,,,,,,,,,,,,,
240,PT05M19.00S,2023-03-16T00:51:42.5Z,2,REGULAR,jumpball,recovered,[],1631095,,,1610612745,48,33,2023-03-16T00:51:42Z,2360000,False,,,0,,Jump Ball A. Sengun vs. W. Gabriel: Tip to J. Smith Jr.,"[1631095, 1630578, 1629117]",1610612745.0,HOU,heldball,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Gabriel,1629117.0,,,,,,,,,,,,,,,,,,,,,,
244,PT05M09.00S,2023-03-16T00:51:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,90.75229960578186,41.66666666666667,1610612745,48,33,2023-03-16T00:51:59Z,2390000,False,-42.0,34.0,1,right,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.41,,,,,,,,,,,
245,PT05M08.00S,2023-03-16T00:51:53.9Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,48,33,2023-03-16T00:51:59Z,2400000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,244.0,,,,,,,5.0,3.0,2.0,,,,
246,PT05M04.00S,2023-03-16T00:51:58.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,20.844283837056505,8.823529411764707,1610612747,48,36,2023-03-16T01:05:28Z,2410000,False,206.0,143.0,1,left,D. Russell 25' 3PT running (9 PTS) (J. Vanderbilt 3 AST),"[1626156, 1629020]",1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,9.0,25.09,,J. Vanderbilt,1629020.0,3.0,,,,,,,
248,PT04M42.00S,2023-03-16T00:52:22.4Z,2,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612745,48,36,2023-03-16T00:52:30Z,2430000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1627736, 1631095]",1610612747.0,LAL,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
250,PT04M42.00S,2023-03-16T00:52:54.7Z,2,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,48,36,2023-03-16T00:59:14Z,2455000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
251,PT04M42.00S,2023-03-16T00:52:54.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,48,36,2023-03-16T00:59:14Z,2462500,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,
