actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
28,PT09M40.00S,2022-01-17T23:13:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.995400788436268,47.794117647058826,1610612737,2,6,2022-01-17T23:14:15Z,280000,11.0,4.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2022-01-17T23:13:47.2Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,2,6,2022-01-17T23:14:15Z,290000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
30,PT09M38.00S,2022-01-17T23:13:49.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,4,6,2022-01-17T23:14:21Z,300000,0.0,0.0,1,left,O. Okongwu tip Layup (2 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
31,PT09M28.00S,2022-01-17T23:13:55.2Z,1,REGULAR,3pt,Jump Shot,[],203507,75.3777923784494,13.23529411764706,1610612749,4,6,2022-01-17T23:13:59Z,310000,-184.0,179.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M25.00S,2022-01-17T23:13:58.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,4,6,2022-01-17T23:13:59Z,320000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M11.00S,2022-01-17T23:14:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,29.25427069645204,73.52941176470588,1610612737,4,6,2022-01-17T23:14:17Z,330000,-118.0,222.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M07.00S,2022-01-17T23:14:15.8Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,4,6,2022-01-17T23:14:17Z,340000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
35,PT09M02.00S,2022-01-17T23:14:20.9Z,1,REGULAR,3pt,Jump Shot,[],203114,69.33311432325887,28.676470588235293,1610612749,4,6,2022-01-17T23:14:30Z,350000,-107.0,236.0,1,right,MISS K. Middleton 25' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2022-01-17T23:14:23.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,6,2022-01-17T23:14:30Z,360000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
37,PT08M51.00S,2022-01-17T23:14:32.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,31.35676741130092,66.17647058823529,1610612737,4,6,2022-01-17T23:14:37Z,370000,-81.0,242.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2022-01-17T23:14:36.6Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,4,6,2022-01-17T23:14:37Z,380000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
39,PT08M41.00S,2022-01-17T23:14:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.11760840998686,47.549019607843135,1610612749,4,6,2022-01-17T23:14:47Z,390000,-12.0,12.0,1,right,MISS G. Antetokounmpo Layup - blocked,"[203507, 1628381]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1.73,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0,
40,PT08M41.00S,2022-01-17T23:14:42.3Z,1,REGULAR,block,,[],1628381,,,1610612749,4,6,2022-01-17T23:14:44Z,400000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2022-01-17T23:14:46.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,6,2022-01-17T23:14:47Z,410000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
42,PT08M27.00S,2022-01-17T23:14:56.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,20.844283837056505,9.558823529411764,1610612737,4,6,2022-01-17T23:15:00Z,420000,202.0,143.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M25.00S,2022-01-17T23:14:58.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,6,2022-01-17T23:15:00Z,430000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
44,PT08M17.00S,2022-01-17T23:15:06.1Z,1,REGULAR,2pt,Jump Shot,[],203507,73.53810775295663,66.42156862745098,1610612749,4,6,2022-01-17T23:15:11Z,440000,82.0,196.0,1,right,MISS G. Antetokounmpo 21' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,21.27,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2022-01-17T23:15:09.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,6,2022-01-17T23:15:11Z,450000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,44.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
46,PT08M06.00S,2022-01-17T23:15:17.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,28.203022339027594,25.0,1610612737,4,6,2022-01-17T23:15:22Z,460000,125.0,213.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M03.00S,2022-01-17T23:15:20.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,6,2022-01-17T23:15:22Z,470000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT07M56.00S,2022-01-17T23:15:29.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,4,6,2022-01-17T23:15:29Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M49.00S,2022-01-17T23:15:52.7Z,1,REGULAR,2pt,Jump Shot,[],1626171,79.45137976346912,67.15686274509804,1610612749,4,6,2022-01-17T23:15:57Z,490000,86.0,141.0,1,right,MISS B. Portis 16' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,16.48,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2022-01-17T23:15:55.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,6,2022-01-17T23:15:57Z,500000,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,49.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
51,PT07M35.00S,2022-01-17T23:16:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,5.863994743758213,63.970588235294116,1610612737,4,6,2022-01-17T23:16:11Z,510000,-70.0,3.0,1,left,MISS K. Huerter 6' driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M33.00S,2022-01-17T23:16:08.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,6,2022-01-17T23:16:11Z,520000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,51.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
53,PT07M27.00S,2022-01-17T23:16:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.11760840998686,48.529411764705884,1610612749,4,8,2022-01-17T23:16:19Z,530000,-7.0,12.0,1,right,G. Allen Layup (6 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,1.43,Made,,,,,,,,,,6.0,,,,G. Antetokounmpo,203507.0,1.0,,,
55,PT07M08.00S,2022-01-17T23:16:33.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,32.802233902759525,44.11764705882353,1610612737,4,8,2022-01-17T23:16:45Z,550000,29.0,256.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M07.00S,2022-01-17T23:16:34.5Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612737,4,8,2022-01-17T23:16:54Z,560000,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
57,PT07M07.00S,2022-01-17T23:16:45.8Z,1,REGULAR,foul,personal,[],201588,,,1610612737,4,8,2022-01-17T23:16:52Z,570000,,,0,,G. Hill personal FOUL (1 PF),"[201588, 1628989]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,204058.0,1.0,0.0,Huerter,1628989.0,,,,,,,,,,
59,PT07M07.00S,2022-01-17T23:16:55.9Z,1,REGULAR,substitution,out,[],201588,,,1610612737,4,8,2022-01-17T23:17:04Z,590000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M07.00S,2022-01-17T23:16:55.9Z,1,REGULAR,substitution,out,[],1626171,,,1610612737,4,8,2022-01-17T23:17:04Z,600000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2022-01-17T23:16:55.9Z,1,REGULAR,substitution,in,[],1628978,,,1610612737,4,8,2022-01-17T23:17:04Z,610000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2022-01-17T23:16:55.9Z,1,REGULAR,substitution,in,[],1626192,,,1610612737,4,8,2022-01-17T23:17:04Z,620000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2022-01-17T23:17:19.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628989,10.33180026281209,74.75490196078431,1610612737,4,8,2022-01-17T23:17:26Z,630000,-124.0,45.0,1,left,MISS K. Huerter 13' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,13.16,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2022-01-17T23:17:20.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,4,8,2022-01-17T23:17:26Z,640000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2022-01-17T23:17:27.2Z,1,REGULAR,foul,personal,[],1628978,,,1610612737,4,8,2022-01-17T23:17:33Z,650000,,,0,,D. DiVincenzo loose ball personal FOUL (1 PF),"[1628978, 1628381]",1610612749.0,MIL,loose ball,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,2882.0,1.0,0.0,Collins,1628381.0,,,,,,,,,,
67,PT06M57.00S,2022-01-17T23:17:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,4,8,2022-01-17T23:17:35Z,670000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2022-01-17T23:20:17.7Z,1,REGULAR,substitution,out,[],203114,,,1610612737,4,8,2022-01-17T23:20:44Z,680000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2022-01-17T23:20:17.7Z,1,REGULAR,substitution,in,[],202083,,,1610612737,4,8,2022-01-17T23:20:44Z,690000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M48.00S,2022-01-17T23:21:05.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,10.85742444152431,94.36274509803921,1610612737,4,8,2022-01-17T23:21:11Z,700000,-222.0,50.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M45.00S,2022-01-17T23:21:08.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,4,8,2022-01-17T23:21:11Z,710000,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,70.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
72,PT06M44.00S,2022-01-17T23:21:09.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,37.00722733245729,42.15686274509804,1610612737,4,8,2022-01-17T23:21:15Z,720000,39.0,295.0,1,left,MISS T. Young 29' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,29.8,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M39.00S,2022-01-17T23:21:14.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,4,8,2022-01-17T23:21:15Z,730000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
74,PT06M29.00S,2022-01-17T23:21:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202083,86.15308804204993,45.09803921568628,1610612749,4,8,2022-01-17T23:21:32Z,740000,-25.0,78.0,1,right,MISS W. Matthews 8' turnaround Shot,[202083],1610612749.0,MIL,turnaround,,,Matthews,W. Matthews,,,,,8.15,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M26.00S,2022-01-17T23:21:27.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,4,8,2022-01-17T23:21:32Z,750000,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,74.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
76,PT06M16.00S,2022-01-17T23:21:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,19.398817345597898,34.55882352941176,1610612737,6,8,2022-01-17T23:21:41Z,760000,77.0,130.0,1,left,D. Hunter 15' pullup Jump Shot (2 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,15.1,Made,,,,,,,,,,2.0,,,,J. Collins,1628381.0,1.0,,,
78,PT05M57.00S,2022-01-17T23:21:56.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,71.04139290407359,23.284313725490197,1610612749,6,8,2022-01-17T23:22:01Z,780000,-134.0,220.0,1,right,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M54.00S,2022-01-17T23:21:59.0Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612749,6,8,2022-01-17T23:21:59Z,790000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
80,PT05M53.00S,2022-01-17T23:22:00.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,69.46452036793693,27.450980392156865,1610612749,6,11,2022-01-17T23:22:05Z,800000,-113.0,235.0,1,right,P. Connaughton 26' 3PT  (3 PTS) (G. Allen 1 AST),"[1626192, 1628960]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.02,Made,,,,,,,,,,3.0,,,,G. Allen,1628960.0,1.0,,,
82,PT05M41.00S,2022-01-17T23:22:14.7Z,1,REGULAR,turnover,out-of-bounds,[],1630168,,,1610612737,6,11,2022-01-17T23:22:27Z,820000,,,0,,O. Okongwu lost ball out-of-bounds TURNOVER (1 TO),[1630168],1610612737.0,ATL,lost ball,,,Okongwu,O. Okongwu,,,,,,,,,,,200832.0,,,,,,1.0,,,,,,,,
83,PT05M41.00S,2022-01-17T23:22:19.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612749,6,11,2022-01-17T23:22:26Z,830000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M41.00S,2022-01-17T23:22:19.2Z,1,REGULAR,substitution,out,[],1630168,,,1610612749,6,11,2022-01-17T23:22:26Z,840000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M41.00S,2022-01-17T23:22:19.2Z,1,REGULAR,substitution,in,[],201568,,,1610612749,6,11,2022-01-17T23:22:26Z,850000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
