actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
28,PT10M01.00S,2021-12-04T00:48:47.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,74.19513797634691,45.83333333333333,1610612737,6,0,2021-12-04T00:48:54Z,280000,-21.0,190.0,1,right,T. Young 19' step back Jump Shot (4 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,19.12,Made,,,,,4.0,,,,,,,,
29,PT09M37.00S,2021-12-04T00:49:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201980,16.376478318002626,58.333333333333336,1610612755,6,2,2021-12-04T00:49:17Z,290000,-42.0,101.0,1,left,D. Green 10' driving floating Jump Shot (2 PTS) (J. Embiid 1 AST),"[201980, 203954]",1610612755.0,PHI,driving floating,,,Green,D. Green,,,,,,,,,,10.96,Made,,,,,2.0,,,J. Embiid,203954.0,1.0,,,
31,PT09M17.00S,2021-12-04T00:49:31.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.06636005256242,55.88235294117647,1610612737,8,2,2021-12-04T00:49:37Z,310000,29.0,22.0,1,right,C. Capela Hook (4 PTS) (K. Huerter 1 AST),"[203991, 1628989]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,3.68,Made,,,,,4.0,,,K. Huerter,1628989.0,1.0,,,
33,PT09M02.00S,2021-12-04T00:49:45.5Z,1,REGULAR,2pt,Jump Shot,[],203552,3.3672798948751645,71.81372549019608,1610612755,8,4,2021-12-04T00:49:52Z,330000,-109.0,-21.0,1,left,S. Curry 11' pullup Jump Shot (2 PTS) (T. Maxey 1 AST),"[203552, 1630178]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,,,11.11,Made,,,,,2.0,,,T. Maxey,1630178.0,1.0,,,
35,PT08M52.00S,2021-12-04T00:49:56.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,8,4,2021-12-04T00:50:03Z,350000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1627777]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Niang,1627777.0
36,PT08M52.00S,2021-12-04T00:49:56.4Z,1,REGULAR,steal,,[],1627777,,,1610612755,8,4,2021-12-04T00:49:59Z,360000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2021-12-04T00:50:02.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,16.507884362680684,22.794117647058822,1610612755,8,6,2021-12-04T00:50:14Z,370000,136.0,103.0,1,left,S. Curry 17' running pullup Jump Shot (4 PTS) (G. Niang 1 AST),"[203552, 1627777]",1610612755.0,PHI,running pullup,,,Curry,S. Curry,,,,,,,,,,17.04,Made,,,,,4.0,,,G. Niang,1627777.0,1.0,,,
39,PT08M24.00S,2021-12-04T00:50:26.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,8,6,2021-12-04T00:50:26Z,390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M18.00S,2021-12-04T00:50:46.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,8,6,2021-12-04T00:50:46Z,400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2021-12-04T00:51:02.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,8,6,2021-12-04T00:51:13Z,410000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,,,,
42,PT08M06.00S,2021-12-04T00:51:21.7Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612755,8,6,2021-12-04T00:51:46Z,420000,,,0,,C. Capela shooting personal FOUL (1 PF) (Embiid 2 FT),"[203991, 203954]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,1628159.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
44,PT08M06.00S,2021-12-04T00:51:48.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,8,7,2021-12-04T00:51:48Z,440000,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
45,PT08M06.00S,2021-12-04T00:52:08.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,8,8,2021-12-04T00:52:08Z,450000,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
46,PT07M50.00S,2021-12-04T00:52:26.7Z,1,REGULAR,turnover,traveling,[],203991,,,1610612737,8,8,2021-12-04T00:52:34Z,460000,,,0,,C. Capela traveling TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,204059.0,,,,,,,,,,,,,,,,,1.0,,
47,PT07M39.00S,2021-12-04T00:52:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,6.915243101182654,54.90196078431373,1610612755,8,8,2021-12-04T00:52:54Z,470000,-25.0,13.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1628381]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,,,2.75,Missed,,,,,,Collins,1628381.0,,,,,,
48,PT07M39.00S,2021-12-04T00:52:45.5Z,1,REGULAR,block,,[],1628381,,,1610612755,8,8,2021-12-04T00:52:48Z,480000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2021-12-04T00:52:48.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,8,8,2021-12-04T00:57:31Z,490000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,
50,PT07M32.00S,2021-12-04T00:52:52.8Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612737,8,8,2021-12-04T00:53:01Z,500000,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 201980]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,1.0,Green,201980.0
51,PT07M32.00S,2021-12-04T00:52:52.8Z,1,REGULAR,steal,,[],201980,,,1610612755,8,8,2021-12-04T00:52:55Z,510000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2021-12-04T00:52:57.4Z,1,REGULAR,foul,personal,[],1629027,,,1610612755,8,8,2021-12-04T00:53:05Z,520000,,,0,,T. Young take personal FOUL (1 PF),"[1629027, 203552]",1610612737.0,ATL,take,,,Young,T. Young,,,,,1628159.0,1.0,0.0,Curry,203552.0,,,,,,,,,,,,,,,
54,PT07M12.00S,2021-12-04T00:53:28.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,14.011169513797633,42.40196078431372,1610612755,8,8,2021-12-04T00:53:34Z,540000,38.0,79.0,1,left,MISS J. Embiid 8' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,,,,,,8.78,Missed,,,,,,,,,,,,,
55,PT07M09.00S,2021-12-04T00:53:31.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,8,8,2021-12-04T00:53:34Z,550000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,
56,PT07M00.00S,2021-12-04T00:53:41.4Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,8,8,2021-12-04T00:53:50Z,560000,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,204059.0,,,,,,,,,,,,,,,,,2.0,,
57,PT07M00.00S,2021-12-04T00:53:45.4Z,1,REGULAR,substitution,out,[],201980,,,1610612755,8,8,2021-12-04T00:53:50Z,570000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M00.00S,2021-12-04T00:53:45.4Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,8,8,2021-12-04T00:53:50Z,580000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2021-12-04T00:54:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627788,15.325229960578188,46.81372549019608,1610612755,8,10,2021-12-04T00:54:26Z,590000,16.0,92.0,1,left,F. Korkmaz 9' driving floating Jump Shot (2 PTS),[1627788],1610612755.0,PHI,driving floating,,,Korkmaz,F. Korkmaz,,,,,,,,,,9.3,Made,,,,,2.0,,,,,,,,
60,PT06M32.00S,2021-12-04T00:54:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.38042049934296,47.794117647058826,1610612737,8,10,2021-12-04T00:54:33Z,600000,-11.0,10.0,1,right,MISS K. Huerter driving Layup,[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,,,,,,1.47,Missed,,,,,,,,,,,,,
61,PT06M28.00S,2021-12-04T00:54:28.8Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,8,10,2021-12-04T00:54:33Z,610000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
62,PT06M26.00S,2021-12-04T00:54:30.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203552,21.632720105124836,60.29411764705882,1610612755,8,12,2021-12-04T00:54:46Z,620000,-51.0,151.0,1,left,S. Curry 15' running pullup Jump Shot (6 PTS),[203552],1610612755.0,PHI,running pullup,,,Curry,S. Curry,,,,,,,,,,15.94,Made,,,,,6.0,,,,,,,,
65,PT06M13.00S,2021-12-04T00:55:31.4Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612737,8,12,2021-12-04T00:57:34Z,650000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Capela 2 FT),"[203954, 203991]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,204059.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
67,PT06M13.00S,2021-12-04T00:55:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,8,12,2021-12-04T00:55:45Z,670000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2021-12-04T00:58:24.8Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,9,12,2021-12-04T00:58:24Z,680000,,,0,,C. Capela Free Throw 1 of 2 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
69,PT06M13.00S,2021-12-04T00:58:24.8Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,9,12,2021-12-04T00:58:42Z,690000,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,Missed,,,,,,,,,,,,,
70,PT06M11.00S,2021-12-04T00:58:26.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,12,2021-12-04T00:58:42Z,700000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,69.0,3.0,2.0,1.0,,,,,,,,,
71,PT06M00.00S,2021-12-04T00:58:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,6.783837056504599,40.68627450980392,1610612755,9,14,2021-12-04T00:58:58Z,710000,47.0,11.0,1,left,T. Maxey driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,,,4.8,Made,,,,,2.0,,,,,,,,
72,PT05M47.00S,2021-12-04T00:59:04.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.82982917214193,16.666666666666664,1610612737,9,14,2021-12-04T00:59:12Z,720000,-167.0,212.0,1,right,MISS K. Huerter 26' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,,,,,,26.99,Missed,,,,,,,,,,,,,
73,PT05M44.00S,2021-12-04T00:59:07.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,14,2021-12-04T00:59:12Z,730000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,72.0,4.0,3.0,1.0,,,,,,,,,
74,PT05M35.00S,2021-12-04T00:59:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.53942181340342,63.23529411764706,1610612755,9,14,2021-12-04T00:59:23Z,740000,-66.0,253.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,26.19,Missed,,,,,,,,,,,,,
75,PT05M32.00S,2021-12-04T00:59:20.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,9,14,2021-12-04T00:59:23Z,750000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,
76,PT05M26.00S,2021-12-04T00:59:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,70.38436268068331,72.05882352941177,1610612737,9,14,2021-12-04T00:59:33Z,760000,110.0,226.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,25.14,Missed,,,,,,,,,,,,,
77,PT05M23.00S,2021-12-04T00:59:28.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,14,2021-12-04T00:59:33Z,770000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,76.0,5.0,4.0,1.0,,,,,,,,,
78,PT05M17.00S,2021-12-04T00:59:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.338370565045992,51.470588235294116,1610612755,9,16,2021-12-04T00:59:56Z,780000,-7.0,-2.0,1,left,J. Embiid driving Layup (4 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,,,0.77,Made,,,,,4.0,,,,,,,,
79,PT05M17.00S,2021-12-04T00:59:47.4Z,1,REGULAR,foul,personal,['1freethrow'],203991,,,1610612755,9,16,2021-12-04T01:00:18Z,790000,,,0,,C. Capela shooting personal FOUL (2 PF) (Embiid 1 FT),"[203991, 203954]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,204059.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
81,PT05M17.00S,2021-12-04T00:59:55.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612755,9,16,2021-12-04T01:01:00Z,810000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2021-12-04T00:59:55.2Z,1,REGULAR,substitution,in,[],201568,,,1610612755,9,16,2021-12-04T01:01:00Z,820000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2021-12-04T01:00:22.6Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,9,17,2021-12-04T01:00:22Z,830000,,,0,,J. Embiid Free Throw 1 of 1 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
84,PT05M06.00S,2021-12-04T01:00:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,87.86136662286465,65.19607843137256,1610612737,11,17,2021-12-04T01:00:46Z,840000,76.0,62.0,1,right,K. Huerter 9' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,,,9.78,Made,,,,,2.0,,,T. Young,1629027.0,2.0,,,
86,PT04M52.00S,2021-12-04T01:00:53.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612755,11,17,2021-12-04T01:01:23Z,860000,,,0,,T. Luwawu-Cabarrot personal FOUL (2 PF) (Embiid 2 FT),"[1627789, 203954]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,204059.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
88,PT04M52.00S,2021-12-04T01:01:25.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,11,18,2021-12-04T01:01:25Z,880000,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
89,PT04M52.00S,2021-12-04T01:01:25.8Z,1,REGULAR,substitution,out,[],1627789,,,1610612755,11,18,2021-12-04T01:01:30Z,890000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2021-12-04T01:01:25.8Z,1,REGULAR,substitution,out,[],203991,,,1610612755,11,18,2021-12-04T01:01:30Z,900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M52.00S,2021-12-04T01:01:25.8Z,1,REGULAR,substitution,in,[],203476,,,1610612755,11,18,2021-12-04T01:01:30Z,910000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M52.00S,2021-12-04T01:01:25.8Z,1,REGULAR,substitution,in,[],1626153,,,1610612755,11,18,2021-12-04T01:01:30Z,920000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2021-12-04T01:01:53.3Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,11,19,2021-12-04T01:01:53Z,930000,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
