actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
180,PT09M25.00S,2022-01-13T01:12:59.2Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,33,32,2022-01-13T01:13:03Z,1780000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M23.00S,2022-01-13T01:13:30.9Z,2,REGULAR,jumpball,recovered,[],1628989,,,1610612737,33,32,2022-01-13T01:13:30Z,1790000,,,0,,Jump Ball D. Hunter vs. O. Yurtseven: Tip to K. Huerter,"[1628989, 1629631, 1630209]",1610612737.0,ATL,heldball,K. Huerter,1628989.0,Huerter,K. Huerter,Hunter,1629631.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,,
185,PT09M13.00S,2022-01-13T01:13:40.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201568,79.45137976346912,90.68627450980392,1610612737,33,32,2022-01-13T01:13:45Z,1820000,203.0,141.0,1,right,MISS D. Gallinari 24' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,,
186,PT09M09.00S,2022-01-13T01:13:44.3Z,2,REGULAR,rebound,offensive,[],1626153,,,1610612737,33,32,2022-01-13T01:13:45Z,1830000,,,0,,D. Wright REBOUND (Off:1 Def:0),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,185.0,1.0,0.0,1.0,,,,,,,,,,,,
187,PT08M58.00S,2022-01-13T01:13:55.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,85.10183968462549,52.94117647058824,1610612737,35,32,2022-01-13T01:14:00Z,1840000,15.0,88.0,1,right,D. Hunter 8' driving floating Jump Shot (8 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,,,8.87,Made,8.0,,,,,,,,,J. Collins,1628381.0,1.0,,,,,
189,PT08M44.00S,2022-01-13T01:14:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,31.882391590013142,50.245098039215684,1610612748,35,35,2022-01-13T01:14:13Z,1860000,-1.0,247.0,1,left,D. Robinson 24' 3PT  (6 PTS) (T. Herro 6 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,24.72,Made,6.0,,,,,,,,,T. Herro,1629639.0,6.0,,,,,
191,PT08M26.00S,2022-01-13T01:14:26.5Z,2,REGULAR,3pt,Jump Shot,[],1626153,67.88764783180025,42.8921568627451,1610612737,35,35,2022-01-13T01:14:31Z,1880000,-36.0,249.0,1,right,MISS D. Wright 25' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,,,25.19,Missed,,,,,,,,,,,,,,,,,
192,PT08M23.00S,2022-01-13T01:14:29.5Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,35,35,2022-01-13T01:14:31Z,1890000,,,0,,O. Yurtseven REBOUND (Off:0 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,191.0,4.0,4.0,0.0,,,,,,,,,,,,
193,PT08M09.00S,2022-01-13T01:14:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.492115637319317,44.85294117647059,1610612748,35,35,2022-01-13T01:14:51Z,1900000,26.0,27.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1629631]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,3.75,Missed,,,,,,Hunter,1629631.0,,,,,,,,,,
194,PT08M09.00S,2022-01-13T01:14:43.3Z,2,REGULAR,block,,[],1629631,,,1610612748,35,35,2022-01-13T01:14:46Z,1910000,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M02.00S,2022-01-13T01:14:50.3Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,35,35,2022-01-13T01:14:51Z,1920000,,,0,,T. Herro REBOUND (Off:1 Def:0),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,193.0,1.0,0.0,1.0,,,,,,,,,,,,
196,PT08M02.00S,2022-01-13T01:14:50.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629639,5.590000152587891,50.0,1610612748,35,35,2022-01-13T01:22:59Z,1930000,0.0,0.0,1,left,MISS T. Herro putback Layup,[1629639],1610612748.0,MIA,putback,,,Herro,T. Herro,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2022-01-13T01:14:50.5Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,35,35,2022-01-13T01:22:59Z,1940000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,
198,PT08M00.00S,2022-01-13T01:14:52.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,66.96780551905388,37.99019607843137,1610612737,35,35,2022-01-13T01:14:57Z,1950000,-60.0,258.0,1,right,MISS K. Huerter 26' running 3PT,[1628989],1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,,,26.49,Missed,,,,,,,,,,,,,,,,,
199,PT07M58.00S,2022-01-13T01:14:55.0Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,35,35,2022-01-13T01:14:55Z,1960000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,
200,PT07M51.00S,2022-01-13T01:15:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,8.886333771353483,45.34313725490196,1610612748,35,35,2022-01-13T01:15:07Z,1970000,23.0,31.0,1,left,MISS C. Martin Layup,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,3.88,Missed,,,,,,,,,,,,,,,,,
201,PT07M50.00S,2022-01-13T01:15:02.2Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,35,35,2022-01-13T01:35:43Z,1980000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,200.0,3.0,2.0,1.0,,,,,,,,,,,,
281,PT07M50.00S,2022-01-13T01:15:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,8.14717477003942,45.85631127450981,1610612748,35,35,2022-01-13T01:29:01Z,1985000,21.0,24.0,1,left,MISS C. Martin tip Layup,[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,,,3.18,Missed,,,,,,,,,,,,,,,,,
282,PT07M50.00S,2022-01-13T01:15:02.9Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,35,35,2022-01-13T01:29:01Z,1987500,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,281.0,4.0,2.0,2.0,,,,,,,,,,,,
202,PT07M49.00S,2022-01-13T01:15:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,5.590000152587891,50.0,1610612748,35,37,2022-01-13T01:28:38Z,1990000,0.0,0.0,1,left,C. Martin tip Layup (9 PTS),[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,
203,PT07M35.00S,2022-01-13T01:15:20.5Z,2,REGULAR,foul,personal,[],1629216,,,1610612737,35,37,2022-01-13T01:15:26Z,2000000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 201568]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,1629174.0,,,,,,,,,,,,,,,,1.0,0.0,Gallinari,201568.0,
205,PT07M35.00S,2022-01-13T01:15:34.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,35,37,2022-01-13T01:15:48Z,2020000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M35.00S,2022-01-13T01:15:34.6Z,2,REGULAR,substitution,out,[],1629631,,,1610612737,35,37,2022-01-13T01:15:48Z,2030000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M35.00S,2022-01-13T01:15:34.6Z,2,REGULAR,substitution,in,[],203992,,,1610612737,35,37,2022-01-13T01:15:48Z,2040000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M35.00S,2022-01-13T01:15:34.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,35,37,2022-01-13T01:15:48Z,2050000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M26.00S,2022-01-13T01:16:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.85479632063075,48.529411764705884,1610612737,37,37,2022-01-13T01:16:07Z,2060000,-7.0,15.0,1,right,B. Bogdanovic driving Layup (7 PTS),[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,1.65,Made,7.0,,,,,,,,,,,,,,,,
210,PT07M09.00S,2022-01-13T01:16:18.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,30.436925098554536,68.38235294117648,1610612748,37,37,2022-01-13T01:16:23Z,2070000,-92.0,234.0,1,left,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,25.1,Missed,,,,,,,,,,,,,,,,,
211,PT07M06.00S,2022-01-13T01:16:21.5Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,37,37,2022-01-13T01:16:23Z,2080000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,
212,PT07M01.00S,2022-01-13T01:16:30.4Z,2,REGULAR,foul,offensive,[],201568,,,1610612737,37,37,2022-01-13T01:16:38Z,2090000,,,0,,D. Gallinari offensive FOUL (1 PF),"[201568, 1629216]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1162.0,,,,,,,,,,,,,,,,1.0,0.0,Vincent,1629216.0,
214,PT07M01.00S,2022-01-13T01:16:30.4Z,2,REGULAR,turnover,offensive foul,[],201568,,,1610612737,37,37,2022-01-13T01:16:30Z,2110000,,,0,,D. Gallinari offensive foul TURNOVER (1 TO),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
215,PT06M50.00S,2022-01-13T01:16:57.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,33.065045992115635,55.14705882352941,1610612748,37,37,2022-01-13T01:17:01Z,2120000,-26.0,258.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,25.96,Missed,,,,,,,,,,,,,,,,,
216,PT06M47.00S,2022-01-13T01:17:00.3Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,37,37,2022-01-13T01:17:01Z,2130000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,
217,PT06M41.00S,2022-01-13T01:17:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201568,85.3646517739816,40.68627450980392,1610612737,37,37,2022-01-13T01:17:39Z,2140000,-47.0,85.0,1,right,MISS D. Gallinari 9' driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,,9.7,Missed,,,,,,,,,,,,,,,,,
218,PT06M38.00S,2022-01-13T01:17:09.8Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,37,37,2022-01-13T01:17:39Z,2150000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,217.0,3.0,2.0,1.0,,,,,,,,,,,,
221,PT06M38.00S,2022-01-13T01:17:33.6Z,2,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612737,37,37,2022-01-13T01:18:32Z,2180000,,,0,,O. Yurtseven shooting personal FOUL (2 PF) (Collins 2 FT),"[1630209, 1628381]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,1162.0,,,,,,,,,,,,,,,,2.0,0.0,Collins,1628381.0,
223,PT06M38.00S,2022-01-13T01:18:13.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,37,37,2022-01-13T01:18:13Z,2200000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,37,37,2022-01-13T01:20:07Z,2210000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,out,[],1629216,,,1610612737,37,37,2022-01-13T01:20:07Z,2220000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612737,37,37,2022-01-13T01:20:07Z,2230000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,out,[],1630209,,,1610612737,37,37,2022-01-13T01:20:07Z,2240000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,in,[],1627789,,,1610612737,37,37,2022-01-13T01:20:07Z,2250000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,in,[],200782,,,1610612737,37,37,2022-01-13T01:20:07Z,2260000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,in,[],200768,,,1610612737,37,37,2022-01-13T01:20:07Z,2270000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M38.00S,2022-01-13T01:19:47.4Z,2,REGULAR,substitution,in,[],203473,,,1610612737,37,37,2022-01-13T01:20:07Z,2280000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M38.00S,2022-01-13T01:20:25.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612737,38,37,2022-01-13T01:20:25Z,2290000,,,0,,J. Collins Free Throw 1 of 2 (8 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
233,PT06M38.00S,2022-01-13T01:20:25.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612737,38,37,2022-01-13T01:20:41Z,2300000,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,
234,PT06M36.00S,2022-01-13T01:20:27.6Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,38,37,2022-01-13T01:20:41Z,2310000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,
235,PT06M24.00S,2022-01-13T01:20:53.4Z,2,REGULAR,foul,personal,['2freethrow'],1627789,,,1610612748,38,37,2022-01-13T01:21:16Z,2320000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (2 PF) (Herro 2 FT),"[1627789, 1629639]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1629174.0,,,,,,,,,,,,,,,,2.0,0.0,Herro,1629639.0,
237,PT06M24.00S,2022-01-13T01:21:21.2Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,38,38,2022-01-13T01:21:21Z,2340000,,,0,,T. Herro Free Throw 1 of 2 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
238,PT06M24.00S,2022-01-13T01:21:35.6Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,38,39,2022-01-13T01:21:35Z,2350000,,,0,,T. Herro Free Throw 2 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
239,PT06M13.00S,2022-01-13T01:21:51.0Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,38,39,2022-01-13T01:22:01Z,2360000,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,1629174.0,2.0,,,,,,,,,,,,,,,,,,,
240,PT06M04.00S,2022-01-13T01:22:09.5Z,2,REGULAR,turnover,lost ball,[],1629639,,,1610612748,38,39,2022-01-13T01:22:14Z,2370000,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1627789]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,2.0,,,,,,,,,,Luwawu-Cabarrot,1627789.0,,,,,,,,
241,PT06M04.00S,2022-01-13T01:22:09.5Z,2,REGULAR,steal,,[],1627789,,,1610612737,38,39,2022-01-13T01:22:11Z,2380000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M59.00S,2022-01-13T01:22:13.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,70.38436268068331,23.03921568627451,1610612737,41,39,2022-01-13T01:22:20Z,2390000,-135.0,226.0,1,right,T. Young 26' 3PT running (7 PTS) (T. Luwawu-Cabarrot 2 AST),"[1629027, 1627789]",1610612737.0,ATL,running,,,Young,T. Young,,,,,,,26.31,Made,7.0,,,,,,,,,T. Luwawu-Cabarrot,1627789.0,2.0,,,,,
244,PT05M51.00S,2022-01-13T01:22:21.8Z,2,REGULAR,3pt,Jump Shot,[],200782,6.521024967148489,3.9215686274509802,1610612748,41,39,2022-01-13T01:22:26Z,2410000,230.0,9.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,23.06,Missed,,,,,,,,,,,,,,,,,
245,PT05M48.00S,2022-01-13T01:22:24.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,41,39,2022-01-13T01:22:26Z,2420000,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,,,
246,PT05M40.00S,2022-01-13T01:22:32.8Z,2,REGULAR,3pt,Jump Shot,[],203992,95.6143232588699,4.411764705882353,1610612737,41,39,2022-01-13T01:22:38Z,2430000,-228.0,-11.0,1,right,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,22.82,Missed,,,,,,,,,,,,,,,,,
247,PT05M37.00S,2022-01-13T01:22:35.8Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,41,39,2022-01-13T01:22:38Z,2440000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,246.0,5.0,4.0,1.0,,,,,,,,,,,,
248,PT05M33.00S,2022-01-13T01:22:44.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,41,39,2022-01-13T01:22:44Z,2450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M33.00S,2022-01-13T01:22:48.4Z,2,REGULAR,substitution,out,[],201568,,,1610612748,41,39,2022-01-13T01:22:51Z,2460000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M33.00S,2022-01-13T01:22:48.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612748,41,39,2022-01-13T01:22:51Z,2470000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M23.00S,2022-01-13T01:23:17.3Z,2,REGULAR,foul,offensive,[],203473,,,1610612748,41,39,2022-01-13T01:23:23Z,2480000,,,0,,D. Dedmon off-the-ball offensive FOUL (2 PF),"[203473, 1627789]",1610612748.0,MIA,off-the-ball,,,Dedmon,D. Dedmon,,,,,1162.0,,,,,,,,,,,,,,,,2.0,0.0,Luwawu-Cabarrot,1627789.0,
253,PT05M23.00S,2022-01-13T01:23:17.3Z,2,REGULAR,turnover,offensive foul,[],203473,,,1610612748,41,39,2022-01-13T01:23:17Z,2500000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
254,PT05M06.00S,2022-01-13T01:23:43.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628381,91.27792378449409,40.19607843137255,1610612737,41,39,2022-01-13T01:23:51Z,2510000,-49.0,29.0,1,right,MISS J. Collins Hook - blocked,"[1628381, 203473]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,5.72,Missed,,,,,,Dedmon,203473.0,,,,,,,,,,
255,PT05M06.00S,2022-01-13T01:23:43.6Z,2,REGULAR,block,,[],203473,,,1610612737,41,39,2022-01-13T01:23:46Z,2520000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M06.00S,2022-01-13T01:23:43.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,41,39,2022-01-13T01:23:51Z,2530000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,
257,PT05M06.00S,2022-01-13T01:23:48.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,41,39,2022-01-13T01:23:48Z,2540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M00.00S,2022-01-13T01:24:09.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203992,78.53153745072274,8.088235294117647,1610612737,44,39,2022-01-13T01:24:15Z,2550000,-210.0,149.0,1,right,B. Bogdanovic 25' 3PT step back (10 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,25.73,Made,10.0,,,,,,,,,,,,,,,,
259,PT04M38.00S,2022-01-13T01:24:30.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,2.447437582128778,21.07843137254902,1610612748,44,41,2022-01-13T01:24:35Z,2560000,145.0,-29.0,1,left,T. Herro 14' pullup Jump Shot (14 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,14.76,Made,14.0,,,,,,,,,,,,,,,,
260,PT04M20.00S,2022-01-13T01:24:49.3Z,2,REGULAR,3pt,Jump Shot,[],1628381,68.80749014454665,69.36274509803921,1610612737,44,41,2022-01-13T01:24:53Z,2570000,97.0,241.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,25.94,Missed,,,,,,,,,,,,,,,,,
261,PT04M17.00S,2022-01-13T01:24:52.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,44,41,2022-01-13T01:24:53Z,2580000,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,260.0,2.0,1.0,1.0,,,,,,,,,,,,
262,PT04M14.00S,2022-01-13T01:24:55.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,31.09395532194481,76.7156862745098,1610612748,44,44,2022-01-13T01:25:00Z,2590000,-134.0,240.0,1,left,D. Robinson 27' 3PT running (9 PTS) (T. Herro 7 AST),"[1629130, 1629639]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,,,27.45,Made,9.0,,,,,,,,,T. Herro,1629639.0,7.0,,,,,
264,PT03M54.00S,2022-01-13T01:25:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,90.75229960578186,40.44117647058824,1610612737,44,44,2022-01-13T01:25:24Z,2610000,-48.0,34.0,1,right,MISS D. Hunter driving Layup - blocked,"[1629631, 203473]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,5.89,Missed,,,,,,Dedmon,203473.0,,,,,,,,,,
265,PT03M54.00S,2022-01-13T01:25:15.0Z,2,REGULAR,block,,[],203473,,,1610612737,44,44,2022-01-13T01:25:18Z,2620000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M52.00S,2022-01-13T01:25:17.0Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,44,44,2022-01-13T01:40:33Z,2630000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,264.0,6.0,5.0,1.0,,,,,,,,,,,,
