actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT11M10.00S,2022-03-18T23:41:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,0,0,2022-03-18T23:41:23Z,150000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-03-18T23:41:40.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201568,28.465834428383708,76.7156862745098,1610612737,0,0,2022-03-18T23:41:45Z,160000,-134.0,215.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,,,,25.32,Missed,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2022-03-18T23:41:43.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,0,2022-03-18T23:41:45Z,170000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
18,PT10M53.00S,2022-03-18T23:41:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201568,16.376478318002626,48.77450980392157,1610612737,0,0,2022-03-18T23:41:51Z,180000,6.0,101.0,1,left,MISS D. Gallinari 10' Jump Shot,[201568],1610612737.0,ATL,,,,,,,10.16,Missed,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2022-03-18T23:41:49.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,0,0,2022-03-18T23:41:51Z,190000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M39.00S,2022-03-18T23:42:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,89.04402102496715,50.73529411764706,1610612763,0,2,2022-03-18T23:42:05Z,200000,4.0,50.0,1,right,D. Brooks Layup (2 PTS) (S. Adams 1 AST),"[1628415, 203500]",1610612763.0,MEM,,,,,,,5.06,Made,Brooks,D. Brooks,,,,,,,,,,2.0,S. Adams,203500.0,1.0,,,,,,
22,PT10M19.00S,2022-03-18T23:42:20.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,13.354139290407357,50.245098039215684,1610612737,2,2,2022-03-18T23:42:25Z,220000,-1.0,73.0,1,left,C. Capela 7' driving Hook (2 PTS) (D. Gallinari 1 AST),"[203991, 201568]",1610612737.0,ATL,driving,,,,,,7.3,Made,Capela,C. Capela,,,,,,,,,,2.0,D. Gallinari,201568.0,1.0,,,,,,
24,PT09M59.00S,2022-03-18T23:42:42.3Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612763,2,2,2022-03-18T23:43:09Z,240000,,,0,,C. Capela shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203991, 1628991]",1610612737.0,ATL,shooting,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,1627529.0,1.0,0.0,Jackson Jr.,1628991.0,
26,PT09M59.00S,2022-03-18T23:43:10.7Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,2,3,2022-03-18T23:43:10Z,260000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,,,,,Made,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,1.0,,,,,,,,,
27,PT09M59.00S,2022-03-18T23:43:21.3Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,2,4,2022-03-18T23:43:21Z,270000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,,,,,Made,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,2.0,,,,,,,,,
28,PT09M41.00S,2022-03-18T23:43:40.9Z,1,REGULAR,3pt,Jump Shot,[],1626153,27.94021024967148,22.058823529411764,1610612737,5,4,2022-03-18T23:43:46Z,280000,140.0,210.0,1,left,D. Wright 25' 3PT  (3 PTS) (K. Huerter 1 AST),"[1626153, 1628989]",1610612737.0,ATL,,,,,,,25.23,Made,Wright,D. Wright,,,,,,,,,,3.0,K. Huerter,1628989.0,1.0,,,,,,
30,PT09M22.00S,2022-03-18T23:44:00.1Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,5,4,2022-03-18T23:44:04Z,300000,,,0,,J. Morant lost ball TURNOVER (1 TO),"[1629630, 1626153]",1610612763.0,MEM,,,,,,,,,Morant,J. Morant,,,,,1.0,Wright,1626153.0,,,,,,,,,,,,
31,PT09M22.00S,2022-03-18T23:44:00.1Z,1,REGULAR,steal,,[],1626153,,,1610612737,5,4,2022-03-18T23:44:02Z,310000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
32,PT09M18.00S,2022-03-18T23:44:04.4Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612737,5,4,2022-03-18T23:44:31Z,320000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Huerter 2 FT),"[1628991, 1628989]",1610612763.0,MEM,shooting,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,1627529.0,1.0,0.0,Huerter,1628989.0,
34,PT09M18.00S,2022-03-18T23:44:32.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628989,,,1610612737,5,4,2022-03-18T23:44:32Z,340000,,,0,,MISS K. Huerter Free Throw 1 of 2,[1628989],1610612737.0,ATL,,,,,,,,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
35,PT09M18.00S,2022-03-18T23:44:32.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,5,4,2022-03-18T23:44:32Z,350000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2022-03-18T23:44:44.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628989,,,1610612737,6,4,2022-03-18T23:44:44Z,360000,,,0,,K. Huerter Free Throw 2 of 2 (1 PTS),[1628989],1610612737.0,ATL,,,,,,,,Made,Huerter,K. Huerter,,,,,,,,,,1.0,,,,,,,,,
37,PT09M06.00S,2022-03-18T23:44:58.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,72.09264126149803,81.86274509803921,1610612763,6,4,2022-03-18T23:45:03Z,370000,159.0,210.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,,,,26.34,Missed,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2022-03-18T23:45:01.2Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,6,4,2022-03-18T23:45:03Z,380000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT08M55.00S,2022-03-18T23:45:09.0Z,1,REGULAR,3pt,Jump Shot,[],1626153,24.26084099868594,16.911764705882355,1610612737,9,4,2022-03-18T23:45:13Z,390000,165.0,176.0,1,left,D. Wright 24' 3PT  (6 PTS) (D. Gallinari 2 AST),"[1626153, 201568]",1610612737.0,ATL,,,,,,,24.12,Made,Wright,D. Wright,,,,,,,,,,6.0,D. Gallinari,201568.0,2.0,,,,,,
41,PT08M39.00S,2022-03-18T23:45:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,79.84559789750328,46.32352941176471,1610612763,9,4,2022-03-18T23:45:31Z,410000,-18.0,137.0,1,right,MISS J. Morant 13' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,,,,13.82,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2022-03-18T23:45:27.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,9,4,2022-03-18T23:45:31Z,420000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT08M31.00S,2022-03-18T23:45:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.1268068331143235,49.50980392156863,1610612737,11,4,2022-03-18T23:45:38Z,430000,2.0,5.0,1,left,C. Capela Layup (4 PTS) (D. Wright 1 AST),"[203991, 1626153]",1610612737.0,ATL,,,,,,,0.57,Made,Capela,C. Capela,,,,,,,,,,4.0,D. Wright,1626153.0,1.0,,,,,,
45,PT08M31.00S,2022-03-18T23:45:38.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,4,2022-03-18T23:45:38Z,450000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M19.00S,2022-03-18T23:48:38.5Z,1,REGULAR,2pt,Jump Shot,[],1630217,77.61169513797634,60.5392156862745,1610612763,11,4,2022-03-18T23:48:44Z,460000,53.0,158.0,1,right,MISS D. Bane 16' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,,,,16.66,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
47,PT08M15.00S,2022-03-18T23:48:42.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,11,4,2022-03-18T23:48:44Z,470000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT08M07.00S,2022-03-18T23:48:50.0Z,1,REGULAR,turnover,bad pass,[],1626153,,,1610612737,11,4,2022-03-18T23:48:53Z,480000,,,0,,D. Wright bad pass TURNOVER (1 TO),"[1626153, 203500]",1610612737.0,ATL,,,,,,,,,Wright,D. Wright,,,,,1.0,Adams,203500.0,,,,,,,,,,,,
49,PT08M07.00S,2022-03-18T23:48:50.0Z,1,REGULAR,steal,,[],203500,,,1610612763,11,4,2022-03-18T23:48:52Z,490000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2022-03-18T23:48:55.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,90.62089356110381,96.07843137254902,1610612763,11,4,2022-03-18T23:49:01Z,500000,230.0,36.0,1,right,MISS D. Bane running 3PT,[1630217],1610612763.0,MEM,running,,,,,,23.31,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
51,PT07M58.00S,2022-03-18T23:48:59.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,4,2022-03-18T23:49:01Z,510000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
52,PT07M46.00S,2022-03-18T23:49:10.8Z,1,REGULAR,3pt,Jump Shot,[],201568,8.229303547963205,5.637254901960785,1610612737,14,4,2022-03-18T23:49:16Z,520000,222.0,25.0,1,left,D. Gallinari 3PT  (3 PTS) (D. Wright 2 AST),"[201568, 1626153]",1610612737.0,ATL,,,,,,,22.32,Made,Gallinari,D. Gallinari,,,,,,,,,,3.0,D. Wright,1626153.0,2.0,,,,,,
54,PT07M37.00S,2022-03-18T23:49:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.32917214191852,51.225490196078425,1610612763,14,6,2022-03-18T23:50:35Z,540000,6.0,20.0,1,right,D. Brooks running finger roll Layup (4 PTS),[1628415],1610612763.0,MEM,running finger roll,,,,,,2.05,Made,Brooks,D. Brooks,,,,,,,,,,4.0,,,,,,,,,
55,PT07M13.00S,2022-03-18T23:49:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,10.200394218134035,42.15686274509804,1610612737,14,6,2022-03-18T23:49:48Z,550000,39.0,43.0,1,left,MISS D. Hunter driving floating bank Shot,[1629631],1610612737.0,ATL,driving floating bank,,,,,,5.85,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-03-18T23:49:45.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,14,6,2022-03-18T23:49:48Z,560000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
57,PT07M01.00S,2022-03-18T23:49:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,84.83902759526939,57.107843137254896,1610612763,14,6,2022-03-18T23:50:02Z,570000,36.0,90.0,1,right,MISS D. Brooks 9' turnaround Shot - blocked,"[1628415, 1626153]",1610612763.0,MEM,turnaround,,,,,,9.67,Missed,Brooks,D. Brooks,,,,,,,,Wright,1626153.0,,,,,,,,,,
58,PT07M01.00S,2022-03-18T23:49:56.3Z,1,REGULAR,block,,[],1626153,,,1610612763,14,6,2022-03-18T23:49:59Z,580000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612737.0,ATL,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-03-18T23:49:59.3Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,14,6,2022-03-18T23:50:02Z,590000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT06M56.00S,2022-03-18T23:50:01.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626153,24.917871222076215,84.55882352941177,1610612737,17,6,2022-03-18T23:50:07Z,600000,-173.0,182.0,1,left,D. Wright 25' 3PT running (9 PTS) (K. Huerter 2 AST),"[1626153, 1628989]",1610612737.0,ATL,running,,,,,,25.07,Made,Wright,D. Wright,,,,,,,,,,9.0,K. Huerter,1628989.0,2.0,,,,,,
62,PT06M36.00S,2022-03-18T23:50:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.38042049934296,48.77450980392157,1610612763,17,8,2022-03-18T23:52:54Z,620000,-6.0,10.0,1,right,J. Morant driving finger roll Layup (2 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,,,,1.15,Made,Morant,J. Morant,,,,,,,,,,2.0,,,,,,,,,
63,PT06M06.00S,2022-03-18T23:50:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,9.280551905387648,45.83333333333333,1610612737,17,8,2022-03-18T23:50:57Z,630000,21.0,35.0,1,left,MISS D. Wright driving floating bank Shot,[1626153],1610612737.0,ATL,driving floating bank,,,,,,4.05,Missed,Wright,D. Wright,,,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2022-03-18T23:50:54.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,17,8,2022-03-18T23:50:57Z,640000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT05M59.00S,2022-03-18T23:50:58.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,67.49342969776609,65.19607843137256,1610612763,17,11,2022-03-18T23:53:50Z,650000,76.0,253.0,1,right,D. Bane 26' 3PT running pullup (3 PTS),[1630217],1610612763.0,MEM,running pullup,,,,,,26.43,Made,Bane,D. Bane,,,,,,,,,,3.0,,,,,,,,,
66,PT05M37.00S,2022-03-18T23:51:20.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,29.51092312746386,75.51317401960785,1610612737,17,11,2022-03-18T23:51:46Z,660000,-128.0,225.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,,,,25.86,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
67,PT05M36.00S,2022-03-18T23:51:21.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,17,11,2022-03-18T23:51:29Z,670000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
68,PT05M36.00S,2022-03-18T23:51:27.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,17,11,2022-03-18T23:51:27Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,out,[],201568,,,1610612763,17,11,2022-03-18T23:51:41Z,690000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
70,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,17,11,2022-03-18T23:51:41Z,700000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
71,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,17,11,2022-03-18T23:51:41Z,710000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
72,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,in,[],203992,,,1610612763,17,11,2022-03-18T23:51:41Z,720000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
73,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,in,[],203937,,,1610612763,17,11,2022-03-18T23:51:41Z,730000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
74,PT05M36.00S,2022-03-18T23:51:28.4Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,17,11,2022-03-18T23:51:41Z,740000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2022-03-18T23:52:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,74.19513797634691,82.84313725490196,1610612763,17,14,2022-03-18T23:52:07Z,750000,164.0,190.0,1,right,D. Bane 25' 3PT  (6 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,,,,25.12,Made,Bane,D. Bane,,,,,,,,,,6.0,J. Morant,1629630.0,1.0,,,,,,
77,PT05M09.00S,2022-03-18T23:52:20.8Z,1,REGULAR,2pt,Jump Shot,[],1629631,24.655059132720105,30.392156862745097,1610612737,19,14,2022-03-18T23:52:25Z,770000,98.0,179.0,1,left,D. Hunter 20' pullup Jump Shot (2 PTS) (K. Huerter 3 AST),"[1629631, 1628989]",1610612737.0,ATL,pullup,,,,,,20.43,Made,Hunter,D. Hunter,,,,,,,,,,2.0,K. Huerter,1628989.0,3.0,,,,,,
79,PT04M55.00S,2022-03-18T23:52:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.93495400788436,47.30392156862745,1610612763,19,16,2022-03-18T23:55:41Z,790000,-13.0,23.0,1,right,J. Morant driving finger roll Layup (4 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,,,,2.69,Made,Morant,J. Morant,,,,,,,,,,4.0,,,,,,,,,
80,PT04M42.00S,2022-03-18T23:52:47.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,14.273981603153747,47.549019607843135,1610612737,21,16,2022-03-18T23:52:52Z,800000,12.0,82.0,1,left,C. Capela 8' turnaround Hook (6 PTS) (D. Hunter 1 AST),"[203991, 1629631]",1610612737.0,ATL,turnaround,,,,,,8.26,Made,Capela,C. Capela,,,,,,,,,,6.0,D. Hunter,1629631.0,1.0,,,,,,
82,PT04M29.00S,2022-03-18T23:53:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.553876478318,65.19607843137256,1610612763,21,18,2022-03-18T23:53:04Z,820000,76.0,121.0,1,right,D. Bane 14' pullup Jump Shot (8 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,,,,14.28,Made,Bane,D. Bane,,,,,,,,,,8.0,J. Morant,1629630.0,2.0,,,,,,
84,PT04M29.00S,2022-03-18T23:53:05.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,21,18,2022-03-18T23:53:05Z,840000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M29.00S,2022-03-18T23:54:56.8Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,21,18,2022-03-18T23:55:35Z,850000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
86,PT04M29.00S,2022-03-18T23:54:56.8Z,1,REGULAR,substitution,out,[],203991,,,1610612737,21,18,2022-03-18T23:55:35Z,860000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2022-03-18T23:54:56.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,21,18,2022-03-18T23:55:35Z,870000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2022-03-18T23:54:56.8Z,1,REGULAR,substitution,in,[],1627789,,,1610612737,21,18,2022-03-18T23:55:35Z,880000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,,,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,
89,PT04M09.00S,2022-03-18T23:56:17.6Z,1,REGULAR,3pt,Jump Shot,[],1629631,29.77989487516426,71.56862745098039,1610612737,21,18,2022-03-18T23:56:22Z,890000,-108.0,227.0,1,left,MISS D. Hunter 25' step back 3PT,[1629631],1610612737.0,ATL,step back,,,,,,25.17,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
90,PT04M05.00S,2022-03-18T23:56:21.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,21,18,2022-03-18T23:56:22Z,900000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
