actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
34,PT10M41.00S,2021-11-01T23:41:58.8Z,1,REGULAR,block,,[],1629655,,,1610612737,0,5,2021-11-01T23:44:19Z,165000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2021-11-01T23:42:03.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,5,2021-11-01T23:42:06Z,170000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M36.00S,2021-11-01T23:42:05.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,0,5,2021-11-01T23:42:18Z,180000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M35.00S,2021-11-01T23:42:06.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,0,5,2021-11-01T23:49:36Z,190000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M32.00S,2021-11-01T23:42:08.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203078,29.122864651773984,72.05882352941177,1610612764,0,5,2021-11-01T23:42:14Z,200000,-110.0,221.0,1,left,MISS B. Beal 24' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,
21,PT10M29.00S,2021-11-01T23:42:11.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,0,5,2021-11-01T23:42:14Z,210000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M21.00S,2021-11-01T23:42:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,67.09921156373193,50.98039215686274,1610612737,0,5,2021-11-01T23:42:23Z,220000,5.0,257.0,1,right,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2021-11-01T23:42:21.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,5,2021-11-01T23:42:23Z,230000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M06.00S,2021-11-01T23:42:34.5Z,1,REGULAR,3pt,Jump Shot,[],203915,32.276609724047304,64.95098039215686,1610612764,0,5,2021-11-01T23:42:39Z,240000,-75.0,251.0,1,left,MISS S. Dinwiddie 26' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
25,PT10M03.00S,2021-11-01T23:42:37.5Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,5,2021-11-01T23:42:39Z,250000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M52.00S,2021-11-01T23:42:47.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.06636005256242,47.05882352941176,1610612737,2,5,2021-11-01T23:42:51Z,260000,-15.0,22.0,1,right,C. Capela Hook (2 PTS) (J. Collins 1 AST),"[203991, 1628381]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.65,Made,,,,,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,
28,PT09M43.00S,2021-11-01T23:42:57.4Z,1,REGULAR,3pt,Jump Shot,[],203078,31.488173455978973,57.35294117647059,1610612764,2,8,2021-11-01T23:43:02Z,280000,-37.0,243.0,1,left,B. Beal 24' 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[203078, 203915]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,24.63,Made,,,,,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,
30,PT09M30.00S,2021-11-01T23:43:11.2Z,1,REGULAR,foul,personal,[],203915,,,1610612737,2,8,2021-11-01T23:58:59Z,300000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 203991]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Capela,203991.0,,,
32,PT09M21.00S,2021-11-01T23:43:53.9Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612737,2,8,2021-11-01T23:51:05Z,320000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Young 2 FT),"[203484, 1629027]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Young,1629027.0,,,
35,PT09M21.00S,2021-11-01T23:44:23.2Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,3,8,2021-11-01T23:44:23Z,340000,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
36,PT09M21.00S,2021-11-01T23:44:38.4Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,4,8,2021-11-01T23:44:38Z,350000,,,0,,T. Young Free Throw 2 of 2 (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
37,PT09M07.00S,2021-11-01T23:44:53.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,5.206964520367937,4.166666666666666,1610612764,4,8,2021-11-01T23:44:58Z,360000,229.0,-4.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2021-11-01T23:44:57.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,8,2021-11-01T23:44:58Z,370000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M49.00S,2021-11-01T23:45:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,94.03745072273325,50.49019607843137,1610612737,6,8,2021-11-01T23:45:17Z,380000,2.0,4.0,1,right,C. Capela DUNK (4 PTS) (J. Collins 2 AST),"[203991, 1628381]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.43,Made,,,,,4.0,J. Collins,1628381.0,2.0,,,,,,,,,,
41,PT08M37.00S,2021-11-01T23:45:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.492115637319317,46.81372549019608,1610612764,6,8,2021-11-01T23:45:27Z,400000,16.0,27.0,1,left,MISS D. Gafford Layup - blocked,"[1629655, 203991]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,3.16,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
42,PT08M37.00S,2021-11-01T23:45:22.4Z,1,REGULAR,block,,[],203991,,,1610612764,6,8,2021-11-01T23:45:25Z,410000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M34.00S,2021-11-01T23:45:25.4Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,6,8,2021-11-01T23:45:27Z,420000,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT08M32.00S,2021-11-01T23:45:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,8.886333771353483,49.26470588235294,1610612764,6,8,2021-11-01T23:45:33Z,430000,4.0,31.0,1,left,MISS K. Kuzma Layup,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,
45,PT08M29.00S,2021-11-01T23:45:31.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,6,8,2021-11-01T23:45:31Z,440000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT08M22.00S,2021-11-01T23:45:39.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,24.655059132720105,17.892156862745097,1610612764,6,8,2021-11-01T23:45:46Z,450000,161.0,179.0,1,left,MISS K. Kuzma 24' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,
47,PT08M19.00S,2021-11-01T23:45:42.0Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,6,8,2021-11-01T23:45:46Z,460000,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,46.0,3.0,1.0,2.0,,,,,,,,,,,,,,
48,PT08M19.00S,2021-11-01T23:45:45.3Z,1,REGULAR,foul,personal,[],203991,,,1610612764,6,8,2021-11-01T23:45:53Z,470000,,,0,,C. Capela personal FOUL (1 PF),"[203991, 1629655]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Gafford,1629655.0,,,
50,PT08M16.00S,2021-11-01T23:46:16.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,30.042706964520367,65.68627450980392,1610612764,6,8,2021-11-01T23:46:21Z,490000,-78.0,230.0,1,left,MISS B. Beal 24' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2021-11-01T23:46:22.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,6,8,2021-11-01T23:46:21Z,500000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT08M09.00S,2021-11-01T23:46:24.7Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,6,8,2021-11-01T23:46:31Z,510000,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,,,,1830.0,,,,,1.0,,
53,PT08M00.00S,2021-11-01T23:46:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,9.017739816031538,45.34313725490196,1610612764,6,8,2021-11-01T23:46:45Z,520000,23.0,32.0,1,left,MISS D. Gafford Layup - blocked,"[1629655, 1628381]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,3.98,Missed,,,,,,,,,Collins,1628381.0,,,,,,,,
54,PT08M00.00S,2021-11-01T23:46:35.9Z,1,REGULAR,block,,[],1628381,,,1610612764,6,8,2021-11-01T23:46:39Z,530000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M59.00S,2021-11-01T23:46:36.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,6,8,2021-11-01T23:46:45Z,540000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT07M59.00S,2021-11-01T23:46:44.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,6,8,2021-11-01T23:46:44Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2021-11-01T23:47:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,71.56701708278581,26.225490196078432,1610612737,9,8,2021-11-01T23:47:11Z,560000,-119.0,215.0,1,right,D. Hunter 24' 3PT step back (3 PTS) (C. Capela 1 AST),"[1629631, 203991]",1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,24.55,Made,,,,,3.0,C. Capela,203991.0,1.0,,,,,,,,,,
59,PT07M10.00S,2021-11-01T23:47:32.2Z,1,REGULAR,3pt,Jump Shot,[],203915,31.882391590013142,63.48039215686274,1610612764,9,11,2021-11-01T23:47:36Z,580000,-67.0,247.0,1,left,S. Dinwiddie 25' 3PT step back (3 PTS),[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,25.62,Made,,,,,3.0,,,,,,,,,,,,,
60,PT06M58.00S,2021-11-01T23:47:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,79.97700394218134,59.31372549019608,1610612737,9,11,2021-11-01T23:47:50Z,590000,47.0,136.0,1,right,MISS T. Young 14' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,14.35,Missed,,,,,,,,,,,,,,,,,,
61,PT06M58.00S,2021-11-01T23:47:47.1Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,9,11,2021-11-01T23:47:47Z,600000,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,60.0,2.0,0.0,2.0,,,,,,,,,,,,,,
62,PT06M58.00S,2021-11-01T23:47:49.1Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612737,9,11,2021-11-01T23:50:59Z,610000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Capela 2 FT),"[1629655, 203991]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Capela,203991.0,,,
64,PT06M58.00S,2021-11-01T23:48:01.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,9,11,2021-11-01T23:48:01Z,630000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2021-11-01T23:50:08.3Z,1,REGULAR,substitution,out,[],203915,,,1610612737,9,11,2021-11-01T23:50:41Z,640000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M58.00S,2021-11-01T23:50:08.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612737,9,11,2021-11-01T23:50:41Z,650000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2021-11-01T23:50:08.3Z,1,REGULAR,substitution,in,[],203526,,,1610612737,9,11,2021-11-01T23:50:41Z,660000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M58.00S,2021-11-01T23:50:08.3Z,1,REGULAR,substitution,in,[],1626149,,,1610612737,9,11,2021-11-01T23:50:41Z,670000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M58.00S,2021-11-01T23:51:05.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,10,11,2021-11-01T23:51:05Z,680000,,,0,,C. Capela Free Throw 1 of 2 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
70,PT06M58.00S,2021-11-01T23:51:18.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,11,11,2021-11-01T23:51:18Z,690000,,,0,,C. Capela Free Throw 2 of 2 (6 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
71,PT06M45.00S,2021-11-01T23:51:33.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,5.601182654402102,50.49019607843137,1610612764,11,13,2021-11-01T23:51:39Z,700000,-2.0,0.0,1,left,K. Kuzma driving DUNK (5 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,0.25,Made,,,,,5.0,,,,,,,,,,,,,
72,PT06M27.00S,2021-11-01T23:51:52.2Z,1,REGULAR,foul,offensive,[],1629631,,,1610612737,11,13,2021-11-01T23:52:00Z,710000,,,0,,D. Hunter charge offensive FOUL (1 PF),"[1629631, 1626149]",1610612737.0,ATL,charge,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Harrell,1626149.0,,,
74,PT06M27.00S,2021-11-01T23:51:52.2Z,1,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,11,13,2021-11-01T23:51:52Z,730000,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,1627529.0,,,,,1.0,,
75,PT06M14.00S,2021-11-01T23:52:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,5.863994743758213,49.50980392156863,1610612764,11,15,2021-11-01T23:52:27Z,740000,2.0,3.0,1,left,B. Beal cutting Layup (5 PTS) (M. Harrell 1 AST),"[203078, 1626149]",1610612764.0,WAS,cutting,,,Beal,B. Beal,,,,,0.36,Made,,,,,5.0,M. Harrell,1626149.0,1.0,,,,,,,,,,
77,PT06M14.00S,2021-11-01T23:52:27.2Z,1,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612764,11,15,2021-11-01T23:53:00Z,760000,,,0,,D. Hunter shooting personal FOUL (2 PF) (Beal 1 FT),"[1629631, 203078]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Beal,203078.0,,,
79,PT06M14.00S,2021-11-01T23:52:38.2Z,1,REGULAR,substitution,out,[],1629631,,,1610612764,11,15,2021-11-01T23:52:45Z,780000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M14.00S,2021-11-01T23:52:38.2Z,1,REGULAR,substitution,in,[],1629629,,,1610612764,11,15,2021-11-01T23:52:45Z,790000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2021-11-01T23:53:01.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203078,,,1610612764,11,16,2021-11-01T23:53:01Z,800000,,,0,,B. Beal Free Throw 1 of 1 (6 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
82,PT06M05.00S,2021-11-01T23:53:12.2Z,1,REGULAR,3pt,Jump Shot,[],203992,97.32260183968464,5.147058823529411,1610612737,14,16,2021-11-01T23:53:16Z,810000,-224.0,-27.0,1,right,B. Bogdanovic 3PT  (3 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.6,Made,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,,,
84,PT05M53.00S,2021-11-01T23:53:23.8Z,1,REGULAR,3pt,Jump Shot,[],203078,32.53942181340342,49.01960784313725,1610612764,14,16,2021-11-01T23:53:29Z,830000,5.0,253.0,1,left,MISS B. Beal 25' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2021-11-01T23:53:26.8Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,14,16,2021-11-01T23:53:29Z,840000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT05M41.00S,2021-11-01T23:53:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,92.85479632063075,49.26470588235294,1610612737,16,16,2021-11-02T00:10:54Z,850000,-4.0,15.0,1,right,C. Reddish driving Layup (2 PTS) (B. Bogdanovic 1 AST),"[1629629, 203992]",1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,1.52,Made,,,,,2.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,
88,PT05M21.00S,2021-11-01T23:53:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.1268068331143235,49.50980392156863,1610612764,16,18,2021-11-01T23:54:00Z,870000,2.0,5.0,1,left,B. Beal cutting Layup (8 PTS),[203078],1610612764.0,WAS,cutting,,,Beal,B. Beal,,,,,0.57,Made,,,,,8.0,,,,,,,,,,,,,
90,PT05M09.00S,2021-11-01T23:54:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.32917214191852,51.470588235294116,1610612737,16,18,2021-11-01T23:54:12Z,890000,7.0,20.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,
91,PT05M05.00S,2021-11-01T23:54:11.6Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,16,18,2021-11-01T23:54:12Z,900000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT05M04.00S,2021-11-01T23:54:12.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203078,30.17411300919842,71.32352941176471,1610612764,16,18,2021-11-01T23:54:19Z,910000,-107.0,231.0,1,left,MISS B. Beal 25' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
