actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
185,PT10M56.00S,2021-12-14T01:11:59.8Z,2,REGULAR,3pt,Jump Shot,[],1629629,96.00854139290408,3.9215686274509802,1610612737,44,30,2021-12-14T01:19:01Z,1850000,-230.0,-15.0,1,right,C. Reddish 3PT  (6 PTS) (D. Wright 1 AST),"[1629629, 1626153]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,23.09,Made,,,,,,,6.0,,,,D. Wright,1626153.0,1.0,,,,,,
187,PT10M38.00S,2021-12-14T01:12:17.7Z,2,REGULAR,3pt,Jump Shot,[],201571,20.18725361366623,92.40196078431373,1610612745,44,33,2021-12-14T01:12:22Z,1870000,-212.0,137.0,1,left,D. Augustin 25' 3PT  (3 PTS) (J. Christopher 1 AST),"[201571, 1630528]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,25.26,Made,,,,,,,3.0,,,,J. Christopher,1630528.0,1.0,,,,,,
189,PT10M26.00S,2021-12-14T01:12:32.8Z,2,REGULAR,foul,personal,[],1630231,,,1610612737,44,33,2021-12-14T01:12:40Z,1890000,,,0,,K. Martin Jr. personal FOUL (1 PF),"[1630231, 201568]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,1628172.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,
191,PT10M26.00S,2021-12-14T01:12:48.1Z,2,REGULAR,substitution,out,[],203476,,,1610612737,44,33,2021-12-14T01:12:53Z,1910000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M26.00S,2021-12-14T01:12:48.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,44,33,2021-12-14T01:12:53Z,1920000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M15.00S,2021-12-14T01:13:11.0Z,2,REGULAR,foul,personal,[],1630231,,,1610612737,44,33,2021-12-14T01:13:18Z,1930000,,,0,,K. Martin Jr. personal FOUL (2 PF),"[1630231, 1628381]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,2002.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,,
195,PT09M59.00S,2021-12-14T01:13:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,84.70762155059133,59.55882352941176,1610612737,44,33,2021-12-14T01:13:49Z,1950000,48.0,91.0,1,right,MISS D. Wright 10' Layup - blocked,"[1626153, 1630578]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,10.3,Missed,,,,,,,,,,,,,,,,,Sengun,1630578.0,
196,PT09M59.00S,2021-12-14T01:13:43.8Z,2,REGULAR,block,,[],1630578,,,1610612737,44,33,2021-12-14T01:13:47Z,1960000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M55.00S,2021-12-14T01:13:47.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,44,33,2021-12-14T01:13:47Z,1970000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,195.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
198,PT09M55.00S,2021-12-14T01:13:49.3Z,2,REGULAR,foul,personal,['2freethrow'],201568,,,1610612745,44,33,2021-12-14T01:14:21Z,1980000,,,0,,D. Gallinari shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[201568, 1630231]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,1628172.0,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,
200,PT09M55.00S,2021-12-14T01:14:22.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630231,,,1610612745,44,33,2021-12-14T01:14:22Z,2000000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M55.00S,2021-12-14T01:14:22.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,44,33,2021-12-14T01:14:22Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,
202,PT09M55.00S,2021-12-14T01:14:35.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630231,,,1610612745,44,34,2021-12-14T01:14:35Z,2020000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
203,PT09M45.00S,2021-12-14T01:14:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,86.15308804204993,62.99019607843137,1610612737,44,34,2021-12-14T01:14:59Z,2030000,65.0,78.0,1,right,MISS L. Williams 10' fadeaway Shot - blocked,"[101150, 1630578]",1610612737.0,ATL,fadeaway,,,Williams,L. Williams,,,,,10.13,Missed,,,,,,,,,,,,,,,,,Sengun,1630578.0,
204,PT09M45.00S,2021-12-14T01:14:49.3Z,2,REGULAR,block,,[],1630578,,,1610612737,44,34,2021-12-14T01:14:51Z,2040000,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M43.00S,2021-12-14T01:14:51.3Z,2,REGULAR,rebound,offensive,[],101150,,,1610612737,44,34,2021-12-14T01:14:59Z,2050000,,,0,,L. Williams REBOUND (Off:1 Def:0),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,203.0,,,,,,,,,,,,,1.0,0.0,1.0,,,
206,PT09M40.00S,2021-12-14T01:14:53.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",101150,90.09526938239159,63.48039215686274,1610612737,46,34,2021-12-14T01:15:03Z,2060000,67.0,41.0,1,right,L. Williams 7' Jump Shot (2 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,7.87,Made,,,,,,,2.0,,,,,,,,,,,,
207,PT09M26.00S,2021-12-14T01:15:08.1Z,2,REGULAR,3pt,Jump Shot,[],201571,7.966491458607096,4.411764705882353,1610612745,46,37,2021-12-14T01:15:12Z,2070000,228.0,22.0,1,left,D. Augustin 3PT  (6 PTS) (K. Martin Jr. 1 AST),"[201571, 1630231]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,22.9,Made,,,,,,,6.0,,,,K. Martin Jr.,1630231.0,1.0,,,,,,
209,PT09M14.00S,2021-12-14T01:15:20.9Z,2,REGULAR,3pt,Jump Shot,[],1629629,96.66557161629436,95.83333333333334,1610612737,46,37,2021-12-14T01:15:26Z,2090000,229.0,-21.0,1,right,MISS C. Reddish 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,,
210,PT09M10.00S,2021-12-14T01:15:24.9Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,46,37,2021-12-14T01:15:26Z,2100000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,209.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
211,PT08M55.00S,2021-12-14T01:15:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629726,5.995400788436268,94.6078431372549,1610612745,46,37,2021-12-14T01:15:44Z,2110000,-223.0,4.0,1,left,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
212,PT08M52.00S,2021-12-14T01:15:42.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,46,37,2021-12-14T01:15:44Z,2120000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,211.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
213,PT08M47.00S,2021-12-14T01:15:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,87.86136662286465,43.38235294117647,1610612737,48,37,2021-12-14T01:16:00Z,2130000,-33.0,62.0,1,right,D. Wright 6' driving floating Jump Shot (2 PTS),[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,6.99,Made,,,,,,,2.0,,,,,,,,,,,,
214,PT08M23.00S,2021-12-14T01:16:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.046649145860711,48.77450980392157,1610612745,48,39,2021-12-14T01:17:11Z,2140000,6.0,14.0,1,left,A. Sengun finger roll Layup (4 PTS),[1630578],1610612745.0,HOU,finger roll,,,Sengun,A. Sengun,,,,,1.5,Made,,,,,,,4.0,,,,,,,,,,,,
215,PT08M09.00S,2021-12-14T01:16:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,93.9060446780552,50.49019607843137,1610612737,50,39,2021-12-14T01:16:32Z,2150000,2.0,5.0,1,right,L. Williams driving Layup (4 PTS),[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,0.54,Made,,,,,,,4.0,,,,,,,,,,,,
216,PT07M49.00S,2021-12-14T01:16:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,11.383048620236531,50.0,1610612745,50,39,2021-12-14T01:16:51Z,2160000,0.0,55.0,1,left,MISS A. Sengun driving floating Shot,[1630578],1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,5.45,Missed,,,,,,,,,,,,,,,,,,,
217,PT07M47.00S,2021-12-14T01:16:47.3Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,50,39,2021-12-14T01:16:51Z,2170000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,216.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
218,PT07M43.00S,2021-12-14T01:16:51.4Z,2,REGULAR,turnover,lost ball,[],1630578,,,1610612745,50,39,2021-12-14T01:16:56Z,2180000,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 101150]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,1.0,Williams,101150.0,,,,,,,,,
219,PT07M43.00S,2021-12-14T01:16:51.4Z,2,REGULAR,steal,,[],101150,,,1610612737,50,39,2021-12-14T01:16:53Z,2190000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M39.00S,2021-12-14T01:16:56.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629629,93.24901445466492,49.50980392156863,1610612737,52,39,2021-12-14T01:17:01Z,2200000,-2.0,11.0,1,right,C. Reddish alley-oop DUNK (8 PTS) (D. Wright 2 AST),"[1629629, 1626153]",1610612737.0,ATL,alley-oop,,,Reddish,C. Reddish,,,,,1.13,Made,,,,,,,8.0,,,,D. Wright,1626153.0,2.0,,,,,,
222,PT07M37.00S,2021-12-14T01:17:01.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,52,39,2021-12-14T01:17:01Z,2220000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612745,52,39,2021-12-14T01:19:42Z,2230000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,52,39,2021-12-14T01:19:42Z,2240000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,52,39,2021-12-14T01:19:42Z,2250000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,in,[],1628989,,,1610612745,52,39,2021-12-14T01:19:42Z,2260000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,in,[],1629717,,,1610612745,52,39,2021-12-14T01:19:42Z,2270000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M37.00S,2021-12-14T01:19:09.6Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,52,39,2021-12-14T01:19:42Z,2280000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M21.00S,2021-12-14T01:20:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,8.492115637319317,53.92156862745098,1610612745,52,39,2021-12-14T01:20:12Z,2290000,-20.0,27.0,1,left,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,3.36,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M18.00S,2021-12-14T01:20:09.7Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,52,39,2021-12-14T01:22:21Z,2300000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,229.0,,,,,,,,,,,,,3.0,2.0,1.0,,,
231,PT07M07.00S,2021-12-14T01:20:23.4Z,2,REGULAR,foul,personal,[],1630578,,,1610612737,52,39,2021-12-14T01:20:28Z,2310000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1628381]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,1628172.0,1.0,0.0,Collins,1628381.0,,,,,,,,,,,,,
233,PT07M07.00S,2021-12-14T01:20:29.7Z,2,REGULAR,substitution,out,[],101150,,,1610612737,52,39,2021-12-14T01:20:38Z,2330000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M07.00S,2021-12-14T01:20:29.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,52,39,2021-12-14T01:20:38Z,2340000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M59.00S,2021-12-14T01:20:58.4Z,2,REGULAR,3pt,Jump Shot,[],201568,77.08607095926413,9.068627450980392,1610612737,52,39,2021-12-14T01:21:03Z,2350000,-205.0,163.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M55.00S,2021-12-14T01:21:02.4Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,52,39,2021-12-14T01:21:03Z,2360000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,235.0,,,,,,,,,,,,,3.0,2.0,1.0,,,
237,PT06M48.00S,2021-12-14T01:21:10.7Z,2,REGULAR,foul,personal,[],1629629,,,1610612745,52,39,2021-12-14T01:21:24Z,2370000,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 201571]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,1179.0,1.0,0.0,Augustin,201571.0,,,,,,,,,,,,,
239,PT06M37.00S,2021-12-14T01:21:36.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,5.206964520367937,95.83333333333334,1610612745,52,39,2021-12-14T01:21:41Z,2390000,-229.0,-4.0,1,left,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M34.00S,2021-12-14T01:21:39.1Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,52,39,2021-12-14T01:21:41Z,2400000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,239.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
241,PT06M31.00S,2021-12-14T01:21:43.6Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612737,52,39,2021-12-14T01:22:09Z,2410000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Collins 2 FT),"[1630578, 1628381]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,1628172.0,2.0,0.0,Collins,1628381.0,,,,,,,,,,,,,
243,PT06M31.00S,2021-12-14T01:22:12.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628381,,,1610612737,53,39,2021-12-14T01:22:12Z,2430000,,,0,,J. Collins Free Throw 1 of 2 (6 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
245,PT06M31.00S,2021-12-14T01:22:14.7Z,2,REGULAR,substitution,out,[],201568,,,1610612737,53,39,2021-12-14T01:22:27Z,2440000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M31.00S,2021-12-14T01:22:14.7Z,2,REGULAR,substitution,out,[],201571,,,1610612737,53,39,2021-12-14T01:22:27Z,2450000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M31.00S,2021-12-14T01:22:14.7Z,2,REGULAR,substitution,in,[],203991,,,1610612737,53,39,2021-12-14T01:22:27Z,2460000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M31.00S,2021-12-14T01:22:14.7Z,2,REGULAR,substitution,in,[],201569,,,1610612737,53,39,2021-12-14T01:22:27Z,2470000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M31.00S,2021-12-14T01:22:38.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628381,,,1610612737,54,39,2021-12-14T01:22:38Z,2480000,,,0,,J. Collins Free Throw 2 of 2 (7 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
250,PT06M09.00S,2021-12-14T01:23:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629726,6.652431011826544,50.245098039215684,1610612745,54,39,2021-12-14T01:23:10Z,2490000,-1.0,10.0,1,left,MISS G. Mathews driving Layup - blocked,"[1629726, 1628381]",1610612745.0,HOU,driving,,,Mathews,G. Mathews,,,,,1.01,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0,
251,PT06M09.00S,2021-12-14T01:23:01.7Z,2,REGULAR,block,,[],1628381,,,1610612745,54,39,2021-12-14T01:23:04Z,2500000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M08.00S,2021-12-14T01:23:02.7Z,2,REGULAR,rebound,offensive,[],201569,,,1610612745,54,39,2021-12-14T01:23:10Z,2510000,,,0,,E. Gordon REBOUND (Off:1 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,250.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
253,PT06M08.00S,2021-12-14T01:23:09.9Z,2,REGULAR,foul,personal,[],1628989,,,1610612745,54,39,2021-12-14T01:23:17Z,2520000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 201569]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,2002.0,1.0,0.0,Gordon,201569.0,,,,,,,,,,,,,
255,PT06M08.00S,2021-12-14T01:23:19.2Z,2,REGULAR,substitution,out,[],1629717,,,1610612745,54,39,2021-12-14T01:23:26Z,2540000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M08.00S,2021-12-14T01:23:19.2Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,54,39,2021-12-14T01:23:26Z,2550000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M55.00S,2021-12-14T01:23:41.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630578,33.065045992115635,46.568627450980394,1610612745,54,39,2021-12-14T01:23:45Z,2560000,17.0,258.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
258,PT05M53.00S,2021-12-14T01:23:43.2Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,54,39,2021-12-14T01:23:45Z,2570000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,257.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
259,PT05M43.00S,2021-12-14T01:23:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.02168199737189,54.166666666666664,1610612737,56,39,2021-12-14T01:25:09Z,2580000,21.0,79.0,1,right,T. Young 8' floating Jump Shot (18 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,floating,,,Young,T. Young,,,,,8.16,Made,,,,,,,18.0,,,,C. Capela,203991.0,1.0,,,,,,
261,PT05M35.00S,2021-12-14T01:24:04.2Z,2,REGULAR,foul,personal,[],1628989,,,1610612745,56,39,2021-12-14T01:24:11Z,2600000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1630256]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,1179.0,2.0,0.0,Tate,1630256.0,,,,,,,,,,,,,
263,PT05M20.00S,2021-12-14T01:24:38.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630256,4.5499342969776615,50.49019607843137,1610612745,56,41,2021-12-14T01:25:00Z,2620000,-2.0,-10.0,1,left,J. Tate cutting DUNK (7 PTS) (A. Sengun 1 AST),"[1630256, 1630578]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,1.0,Made,,,,,,,7.0,,,,A. Sengun,1630578.0,1.0,,,,,,
265,PT05M05.00S,2021-12-14T01:24:57.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612737,56,41,2021-12-14T01:25:17Z,2640000,,,0,,C. Wood shooting personal FOUL (2 PF) (Reddish 2 FT),"[1626174, 1629629]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,1179.0,2.0,0.0,Reddish,1629629.0,,,,,,,,,,,,,
267,PT05M05.00S,2021-12-14T01:25:17.8Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612737,57,41,2021-12-14T01:25:17Z,2660000,,,0,,C. Reddish Free Throw 1 of 2 (9 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
268,PT05M05.00S,2021-12-14T01:25:29.3Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612737,58,41,2021-12-14T01:25:29Z,2670000,,,0,,C. Reddish Free Throw 2 of 2 (10 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
269,PT04M47.00S,2021-12-14T01:25:50.3Z,2,REGULAR,3pt,Jump Shot,[],1630578,27.677398160315374,76.9607843137255,1610612745,58,41,2021-12-14T01:25:55Z,2680000,-135.0,208.0,1,left,MISS A. Sengun 24' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2021-12-14T01:25:52.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,58,41,2021-12-14T01:25:55Z,2690000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,
271,PT04M45.00S,2021-12-14T01:25:55.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,58,41,2021-12-14T01:25:55Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M35.00S,2021-12-14T01:26:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,88.38699080157687,49.50980392156863,1610612737,58,41,2021-12-14T01:26:15Z,2710000,-2.0,57.0,1,right,MISS K. Huerter driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,5.68,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M32.00S,2021-12-14T01:26:13.4Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,58,41,2021-12-14T01:26:15Z,2720000,,,0,,G. Mathews REBOUND (Off:0 Def:4),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,272.0,,,,,,,,,,,,,4.0,4.0,0.0,,,
274,PT04M22.00S,2021-12-14T01:26:23.2Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,58,41,2021-12-14T01:26:27Z,2730000,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 1628989]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,,
275,PT04M22.00S,2021-12-14T01:26:23.2Z,2,REGULAR,steal,,[],1628989,,,1610612737,58,41,2021-12-14T01:34:54Z,2740000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M22.00S,2021-12-14T01:26:26.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612737,58,41,2021-12-14T01:29:13Z,2750000,,,0,,G. Mathews take personal FOUL (1 PF) (Reddish 2 FT),"[1629726, 1629629]",1610612745.0,HOU,take,,,Mathews,G. Mathews,,,,,,,,1628172.0,1.0,0.0,Reddish,1629629.0,,,,,,,,,,,,,
