actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
183,PT10M21.00S,2022-01-27T01:10:55.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630168,93.9060446780552,47.794117647058826,1610612737,30,34,2022-01-27T01:11:01Z,1830000,-11.0,5.0,1,right,O. Okongwu alley-oop DUNK (5 PTS) (L. Williams 1 AST),"[1630168, 101150]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,,,,,,,1.2,Made,,,,,,,5.0,L. Williams,101150.0,1.0,,
185,PT10M13.00S,2022-01-27T01:11:07.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,30,34,2022-01-27T01:11:07Z,1850000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M12.00S,2022-01-27T01:14:09.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,30,34,2022-01-27T01:14:09Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M03.00S,2022-01-27T01:14:28.8Z,2,REGULAR,3pt,Jump Shot,[],1627741,33.065045992115635,51.225490196078425,1610612758,30,37,2022-01-27T01:14:33Z,1870000,-6.0,258.0,1,left,B. Hield 25' 3PT  (4 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,25.84,Made,,,,,,,4.0,T. Haliburton,1630169.0,3.0,,
189,PT09M45.00S,2022-01-27T01:14:47.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,94.43166885676742,48.77450980392157,1610612737,32,37,2022-01-27T01:14:52Z,1890000,-6.0,0.0,1,right,O. Okongwu reverse DUNK (7 PTS) (B. Bogdanovic 2 AST),"[1630168, 203992]",1610612737.0,ATL,reverse,,,Okongwu,O. Okongwu,,,,,,,,,,,0.61,Made,,,,,,,7.0,B. Bogdanovic,203992.0,2.0,,
191,PT09M21.00S,2022-01-27T01:15:11.5Z,2,REGULAR,3pt,Jump Shot,[],1630169,32.40801576872536,59.31372549019608,1610612758,32,37,2022-01-27T01:15:16Z,1910000,-47.0,252.0,1,left,MISS T. Haliburton 25' step back 3PT,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,,,,,,,25.64,Missed,,,,,,,,,,,,
192,PT09M18.00S,2022-01-27T01:15:14.5Z,2,REGULAR,rebound,defensive,[],101150,,,1610612737,32,37,2022-01-27T01:15:16Z,1920000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,191.0,1.0,1.0,0.0,,,,,,
193,PT09M12.00S,2022-01-27T01:15:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,93.64323258869908,50.0,1610612737,32,37,2022-01-27T01:15:26Z,1930000,0.0,7.0,1,right,MISS L. Williams driving Layup,[101150],1610612737.0,ATL,driving,,,Williams,L. Williams,,,,,,,,,,,0.73,Missed,,,,,,,,,,,,
194,PT09M09.00S,2022-01-27T01:15:22.8Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,32,37,2022-01-27T01:15:26Z,1940000,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,,
195,PT09M05.00S,2022-01-27T01:15:27.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,33.327858081471746,39.21568627450981,1610612758,32,37,2022-01-27T01:15:37Z,1950000,54.0,261.0,1,left,MISS B. Hield 26' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,,,,,26.63,Missed,,,,,,,,,,,,
196,PT09M01.00S,2022-01-27T01:15:31.3Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,32,37,2022-01-27T01:15:37Z,1960000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,
197,PT08M55.00S,2022-01-27T01:15:36.3Z,2,REGULAR,3pt,Jump Shot,[],101150,71.56701708278581,75.0,1610612737,35,37,2022-01-27T01:15:43Z,1970000,125.0,215.0,1,right,L. Williams 24' 3PT  (7 PTS) (B. Bogdanovic 3 AST),"[101150, 203992]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,24.85,Made,,,,,,,7.0,B. Bogdanovic,203992.0,3.0,,
199,PT08M28.00S,2022-01-27T01:16:03.9Z,2,REGULAR,3pt,Jump Shot,[],203090,28.465834428383708,79.65686274509804,1610612758,35,40,2022-01-27T01:16:08Z,1990000,-148.0,215.0,1,left,M. Harkless 26' 3PT  (5 PTS) (M. Bagley III 1 AST),"[203090, 1628963]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,26.13,Made,,,,,,,5.0,M. Bagley III,1628963.0,1.0,,
201,PT08M13.00S,2022-01-27T01:16:18.2Z,2,REGULAR,2pt,Jump Shot,[],201568,88.91261498028909,20.588235294117645,1610612737,37,40,2022-01-27T01:16:23Z,2010000,-147.0,52.0,1,right,D. Gallinari 15' Jump Shot (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,15.59,Made,,,,,,,2.0,,,,,
202,PT08M04.00S,2022-01-27T01:16:28.2Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,37,40,2022-01-27T01:16:32Z,2020000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630168]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,2.0,,,,,,,,,,,,,Okongwu,1630168.0
203,PT08M04.00S,2022-01-27T01:16:28.2Z,2,REGULAR,steal,,[],1630168,,,1610612737,37,40,2022-01-27T01:16:31Z,2030000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M55.00S,2022-01-27T01:16:36.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630168,94.1688567674113,48.529411764705884,1610612737,39,40,2022-01-27T01:16:42Z,2040000,-7.0,2.0,1,right,O. Okongwu DUNK (9 PTS) (B. Bogdanovic 4 AST),"[1630168, 203992]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,0.77,Made,,,,,,,9.0,B. Bogdanovic,203992.0,4.0,,
206,PT07M33.00S,2022-01-27T01:16:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,14.011169513797633,46.32352941176471,1610612758,39,42,2022-01-27T01:17:04Z,2060000,18.0,79.0,1,left,M. Bagley III 8' turnaround Jump Shot (4 PTS),[1628963],1610612758.0,SAC,turnaround,,,Bagley III,M. Bagley III,,,,,,,,,,,8.13,Made,,,,,,,4.0,,,,,
207,PT07M20.00S,2022-01-27T01:17:11.8Z,2,REGULAR,3pt,Jump Shot,[],203992,74.32654402102497,15.931372549019606,1610612737,42,42,2022-01-27T01:17:17Z,2070000,-170.0,189.0,1,right,B. Bogdanovic 25' 3PT  (9 PTS) (L. Williams 2 AST),"[203992, 101150]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,25.43,Made,,,,,,,9.0,L. Williams,101150.0,2.0,,
209,PT07M07.00S,2022-01-27T01:17:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628963,26.888961892247043,20.833333333333336,1610612758,42,42,2022-01-27T01:17:30Z,2090000,146.0,200.0,1,left,MISS M. Bagley III 24' 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,24.77,Missed,,,,,,,,,,,,
210,PT07M02.00S,2022-01-27T01:17:30.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,42,42,2022-01-27T01:17:30Z,2100000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,209.0,2.0,1.0,1.0,,,,,,
211,PT06M54.00S,2022-01-27T01:17:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,93.24901445466492,49.50980392156863,1610612737,44,42,2022-01-27T01:17:42Z,2110000,-2.0,11.0,1,right,B. Bogdanovic driving Layup (11 PTS),[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1.13,Made,,,,,,,11.0,,,,,
212,PT06M43.00S,2022-01-27T01:17:48.5Z,2,REGULAR,2pt,Jump Shot,[],1630169,14.14257555847569,17.892156862745097,1610612758,44,42,2022-01-27T01:17:53Z,2120000,161.0,80.0,1,left,MISS T. Haliburton 17' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,,17.95,Missed,,,,,,,,,,,,
213,PT06M40.00S,2022-01-27T01:17:51.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,44,42,2022-01-27T01:17:53Z,2130000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,,,
214,PT06M36.00S,2022-01-27T01:17:55.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,78.0059132720105,9.803921568627452,1610612737,47,42,2022-01-27T01:18:42Z,2140000,-201.0,154.0,1,right,B. Bogdanovic 25' 3PT running pullup (14 PTS),[203992],1610612737.0,ATL,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,25.33,Made,,,,,,,14.0,,,,,
215,PT06M33.00S,2022-01-27T01:18:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,47,42,2022-01-27T01:18:10Z,2150000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,out,[],203090,,,1610612758,47,42,2022-01-27T01:20:44Z,2160000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,out,[],1626158,,,1610612758,47,42,2022-01-27T01:20:44Z,2170000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,47,42,2022-01-27T01:20:44Z,2180000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,47,42,2022-01-27T01:20:44Z,2190000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,in,[],203084,,,1610612758,47,42,2022-01-27T01:20:44Z,2200000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M33.00S,2022-01-27T01:20:21.1Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,47,42,2022-01-27T01:20:44Z,2210000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M16.00S,2022-01-27T01:21:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630169,8.492115637319317,5.147058823529411,1610612758,47,42,2022-01-27T01:21:13Z,2220000,224.0,27.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,22.6,Missed,,,,,,,,,,,,
223,PT06M13.00S,2022-01-27T01:21:11.2Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,47,42,2022-01-27T01:21:13Z,2230000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,222.0,3.0,3.0,0.0,,,,,,
224,PT05M57.00S,2022-01-27T01:21:27.2Z,2,REGULAR,3pt,Jump Shot,[],203992,63.55124835742444,31.862745098039213,1610612737,47,42,2022-01-27T01:21:32Z,2240000,-91.0,290.0,1,right,MISS B. Bogdanovic 30' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,30.39,Missed,,,,,,,,,,,,
225,PT05M54.00S,2022-01-27T01:21:30.2Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,47,42,2022-01-27T01:21:32Z,2250000,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,224.0,4.0,2.0,2.0,,,,,,
226,PT05M48.00S,2022-01-27T01:21:36.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201568,71.96123521681997,16.42156862745098,1610612737,50,42,2022-01-27T01:21:42Z,2260000,-168.0,211.0,1,right,D. Gallinari 26' 3PT  (5 PTS) (L. Williams 3 AST),"[201568, 101150]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,26.97,Made,,,,,,,5.0,L. Williams,101150.0,3.0,,
228,PT05M36.00S,2022-01-27T01:21:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630558,31.882391590013142,40.44117647058824,1610612758,50,45,2022-01-27T01:21:53Z,2280000,48.0,247.0,1,left,D. Mitchell 25' 3PT pullup (13 PTS) (D. Jones 1 AST),"[1630558, 1627745]",1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,,25.18,Made,,,,,,,13.0,D. Jones,1627745.0,1.0,,
230,PT05M24.00S,2022-01-27T01:22:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,89.17542706964521,47.549019607843135,1610612737,52,45,2022-01-27T01:22:05Z,2300000,-12.0,49.0,1,right,D. Wright driving floating Jump Shot (4 PTS),[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,,,,,,5.08,Made,,,,,,,4.0,,,,,
231,PT05M09.00S,2022-01-27T01:22:15.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,11.251642575558476,48.77450980392157,1610612758,52,47,2022-01-27T01:22:23Z,2310000,6.0,53.0,1,left,M. Bagley III floating Jump Shot (6 PTS) (T. Haliburton 4 AST),"[1628963, 1630169]",1610612758.0,SAC,floating,,,Bagley III,M. Bagley III,,,,,,,,,,,5.36,Made,,,,,,,6.0,T. Haliburton,1630169.0,4.0,,
233,PT04M46.00S,2022-01-27T01:22:39.1Z,2,REGULAR,3pt,Jump Shot,[],201568,60.92312746386334,41.911764705882355,1610612737,52,47,2022-01-27T01:22:45Z,2330000,-40.0,315.0,1,right,MISS D. Gallinari 31' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,31.74,Missed,,,,,,,,,,,,
234,PT04M42.00S,2022-01-27T01:22:43.1Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,52,47,2022-01-27T01:22:45Z,2340000,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,233.0,3.0,2.0,1.0,,,,,,
235,PT04M28.00S,2022-01-27T01:22:56.6Z,2,REGULAR,2pt,Jump Shot,[],203084,7.440867279894875,68.38235294117648,1610612758,52,47,2022-01-27T01:23:01Z,2350000,-92.0,17.0,1,left,MISS H. Barnes 9' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,,,,,,,9.35,Missed,,,,,,,,,,,,
236,PT04M24.00S,2022-01-27T01:23:00.6Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,52,47,2022-01-27T01:23:01Z,2360000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,
237,PT04M22.00S,2022-01-27T01:23:03.7Z,2,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612737,52,47,2022-01-27T01:23:13Z,2370000,,,0,,D. Jones shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[1627745, 203992]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,204059.0,3.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,
239,PT04M22.00S,2022-01-27T01:23:32.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203992,,,1610612737,53,47,2022-01-27T01:23:32Z,2390000,,,0,,B. Bogdanovic Free Throw 1 of 2 (15 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,,,,,,,15.0,,,,,
240,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,53,47,2022-01-27T01:24:02Z,2400000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],101150,,,1610612737,53,47,2022-01-27T01:24:02Z,2410000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],201568,,,1610612737,53,47,2022-01-27T01:24:02Z,2420000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,53,47,2022-01-27T01:24:02Z,2430000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],1628963,,,1610612737,53,47,2022-01-27T01:24:02Z,2440000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,out,[],1627745,,,1610612737,53,47,2022-01-27T01:24:02Z,2450000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,53,47,2022-01-27T01:24:02Z,2460000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,53,47,2022-01-27T01:24:02Z,2470000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],203991,,,1610612737,53,47,2022-01-27T01:24:02Z,2480000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,53,47,2022-01-27T01:24:02Z,2490000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],1626158,,,1610612737,53,47,2022-01-27T01:24:02Z,2500000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M22.00S,2022-01-27T01:23:33.5Z,2,REGULAR,substitution,in,[],203090,,,1610612737,53,47,2022-01-27T01:24:02Z,2510000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M22.00S,2022-01-27T01:24:14.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203992,,,1610612737,54,47,2022-01-27T01:24:14Z,2520000,,,0,,B. Bogdanovic Free Throw 2 of 2 (16 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,,,,,,,16.0,,,,,
253,PT04M10.00S,2022-01-27T01:24:26.9Z,2,REGULAR,3pt,Jump Shot,[],203084,33.327858081471746,53.18627450980392,1610612758,54,50,2022-01-27T01:24:32Z,2530000,-16.0,261.0,1,left,H. Barnes 26' 3PT pullup (10 PTS) (D. Mitchell 2 AST),"[203084, 1630558]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,,,,,,,26.13,Made,,,,,,,10.0,D. Mitchell,1630558.0,2.0,,
255,PT03M53.00S,2022-01-27T01:24:46.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,54,50,2022-01-27T01:24:46Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M53.00S,2022-01-27T01:24:52.1Z,2,REGULAR,substitution,out,[],203992,,,1610612737,54,50,2022-01-27T01:24:55Z,2560000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M53.00S,2022-01-27T01:24:52.1Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,54,50,2022-01-27T01:24:55Z,2570000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M44.00S,2022-01-27T01:25:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.38042049934296,49.754901960784316,1610612737,56,50,2022-01-27T01:25:22Z,2580000,-1.0,10.0,1,right,C. Capela Layup (6 PTS) (T. Young 5 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,0.98,Made,,,,,,,6.0,T. Young,1629027.0,5.0,,
260,PT03M27.00S,2022-01-27T01:25:34.4Z,2,REGULAR,2pt,Jump Shot,[],1630558,22.421156373193167,53.18627450980392,1610612758,56,50,2022-01-27T01:25:39Z,2600000,-16.0,158.0,1,left,MISS D. Mitchell 15' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,,15.91,Missed,,,,,,,,,,,,
261,PT03M25.00S,2022-01-27T01:25:36.4Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,56,50,2022-01-27T01:25:39Z,2610000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,260.0,1.0,1.0,0.0,,,,,,
262,PT03M21.00S,2022-01-27T01:25:41.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,69.46452036793693,24.754901960784316,1610612737,56,50,2022-01-27T01:25:48Z,2620000,-126.0,235.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,,26.63,Missed,,,,,,,,,,,,
263,PT03M16.00S,2022-01-27T01:25:46.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,56,50,2022-01-27T01:25:46Z,2630000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,262.0,2.0,1.0,1.0,,,,,,
264,PT03M11.00S,2022-01-27T01:25:51.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,77.61169513797634,66.66666666666666,1610612737,56,50,2022-01-27T01:26:40Z,2640000,83.0,158.0,1,right,MISS T. Young 17' turnaround Shot,[1629027],1610612737.0,ATL,turnaround,,,Young,T. Young,,,,,,,,,,,17.86,Missed,,,,,,,,,,,,
265,PT03M08.00S,2022-01-27T01:25:54.0Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,56,50,2022-01-27T01:25:58Z,2650000,,,0,,R. Holmes REBOUND (Off:2 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,264.0,4.0,2.0,2.0,,,,,,
266,PT03M00.00S,2022-01-27T01:26:01.5Z,2,REGULAR,3pt,Jump Shot,[],203090,7.5722733245729295,4.166666666666666,1610612758,56,50,2022-01-27T01:26:06Z,2660000,229.0,19.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,23.0,Missed,,,,,,,,,,,,
267,PT02M57.00S,2022-01-27T01:26:04.5Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,56,50,2022-01-27T01:26:06Z,2670000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,266.0,3.0,2.0,1.0,,,,,,
268,PT02M46.00S,2022-01-27T01:26:16.0Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,56,50,2022-01-27T01:26:20Z,2680000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1626158]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,2.0,,,,,,,,,,,,,Holmes,1626158.0
269,PT02M46.00S,2022-01-27T01:26:16.0Z,2,REGULAR,steal,,[],1626158,,,1610612758,56,50,2022-01-27T01:26:18Z,2690000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M38.00S,2022-01-27T01:26:23.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,30.17411300919842,33.57843137254902,1610612758,56,50,2022-01-27T01:26:29Z,2700000,82.0,231.0,1,left,MISS T. Haliburton 24' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,24.53,Missed,,,,,,,,,,,,
