actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT09M58.00S,2021-11-04T23:43:05.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,70.64717477003943,77.69607843137256,1610612762,4,0,2021-11-04T23:43:10Z,150000,138.0,223.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,26.28,Missed,,,,,,,,,,,,,,,,,
16,PT09M56.00S,2021-11-04T23:43:07.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,0,2021-11-04T23:43:10Z,160000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT09M47.00S,2021-11-04T23:43:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,4.418528252299605,50.98039215686274,1610612737,4,0,2021-11-04T23:43:22Z,170000,-5.0,-11.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,1.2,Missed,,,,,,,,,,,,,,,,,
18,PT09M44.00S,2021-11-04T23:43:20.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,4,0,2021-11-04T23:43:20Z,180000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,
19,PT09M38.00S,2021-11-04T23:43:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.24901445466492,50.98039215686274,1610612762,4,2,2021-11-04T23:43:32Z,190000,5.0,11.0,1,right,R. Gobert cutting Layup (2 PTS) (B. Bogdanovic 1 AST),"[203497, 202711]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,1.2,Made,2.0,,,,,,B. Bogdanovic,202711.0,1.0,,,,,,,,
21,PT09M29.00S,2021-11-04T23:43:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,12.565703022339028,96.32352941176471,1610612737,7,2,2021-11-04T23:43:39Z,210000,-232.0,66.0,1,left,J. Collins 24' 3PT  (3 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,24.07,Made,3.0,,,,,,T. Young,1629027.0,1.0,,,,,,,,
23,PT09M12.00S,2021-11-04T23:43:52.3Z,1,REGULAR,3pt,Jump Shot,[],204060,83.919185282523,95.58823529411765,1610612762,7,5,2021-11-04T23:43:57Z,230000,228.0,99.0,1,right,J. Ingles 24' 3PT pullup (3 PTS) (M. Conley 1 AST),"[204060, 201144]",1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,,24.84,Made,3.0,,,,,,M. Conley,201144.0,1.0,,,,,,,,
25,PT08M49.00S,2021-11-04T23:44:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,8.623521681997373,95.58823529411765,1610612737,7,5,2021-11-04T23:44:21Z,250000,-228.0,29.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,22.97,Missed,,,,,,,,,,,,,,,,,
26,PT08M44.00S,2021-11-04T23:44:19.5Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,7,5,2021-11-04T23:44:35Z,260000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,
27,PT08M44.00S,2021-11-04T23:44:21.1Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1629027,5.590000152587891,50.0,1610612737,7,5,2021-11-04T23:44:40Z,270000,0.0,0.0,1,left,MISS T. Young floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
28,PT08M44.00S,2021-11-04T23:44:21.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,7,5,2021-11-04T23:44:24Z,280000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,
29,PT08M20.00S,2021-11-04T23:44:43.8Z,1,REGULAR,3pt,Jump Shot,[],201144,66.70499342969777,42.15686274509804,1610612762,7,5,2021-11-04T23:44:48Z,290000,-39.0,260.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,,26.34,Missed,,,,,,,,,,,,,,,,,
30,PT08M18.00S,2021-11-04T23:44:45.8Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,7,5,2021-11-04T23:44:48Z,300000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT08M10.00S,2021-11-04T23:44:54.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,6.521024967148489,4.901960784313726,1610612737,7,5,2021-11-04T23:45:00Z,310000,225.0,9.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,22.57,Missed,,,,,,,,,,,,,,,,,
32,PT08M04.00S,2021-11-04T23:45:00.2Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,7,5,2021-11-04T23:45:00Z,320000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT07M54.00S,2021-11-04T23:45:09.9Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,7,5,2021-11-04T23:45:15Z,330000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1629027]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,1.0,,,,Young,1629027.0,,,,,,
34,PT07M54.00S,2021-11-04T23:45:09.9Z,1,REGULAR,steal,,[],1629027,,,1610612737,7,5,2021-11-04T23:45:12Z,340000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
35,PT07M49.00S,2021-11-04T23:45:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,5.863994743758213,49.26470588235294,1610612737,9,5,2021-11-04T23:45:22Z,350000,4.0,3.0,1,left,D. Hunter running Layup (4 PTS) (B. Bogdanovic 1 AST),"[1629631, 203992]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,,0.45,Made,4.0,,,,,,B. Bogdanovic,203992.0,1.0,,,,,,,,
37,PT07M49.00S,2021-11-04T23:45:22.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,5,2021-11-04T23:45:22Z,370000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT07M35.00S,2021-11-04T23:48:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,91.67214191852825,46.07843137254902,1610612762,9,7,2021-11-04T23:48:34Z,380000,-20.0,26.0,1,right,J. Ingles driving Layup (5 PTS) (R. Gobert 1 AST),"[204060, 203497]",1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,,3.24,Made,5.0,,,,,,R. Gobert,203497.0,1.0,,,,,,,,
40,PT07M16.00S,2021-11-04T23:48:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,7.046649145860711,46.32352941176471,1610612737,9,7,2021-11-04T23:48:50Z,400000,18.0,14.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,2.29,Missed,,,,,,,,,,,,,,,,,
41,PT07M12.00S,2021-11-04T23:48:48.7Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,9,7,2021-11-04T23:48:50Z,410000,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,
42,PT06M59.00S,2021-11-04T23:49:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.80354796320631,47.794117647058826,1610612762,9,7,2021-11-04T23:49:07Z,420000,-11.0,25.0,1,right,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1628381]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,2.69,Missed,,,,,,,,,,,,Collins,1628381.0,,,,
43,PT06M59.00S,2021-11-04T23:49:01.6Z,1,REGULAR,block,,[],1628381,,,1610612762,9,7,2021-11-04T23:49:04Z,430000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
44,PT06M57.00S,2021-11-04T23:49:03.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,7,2021-11-04T23:49:07Z,440000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT06M50.00S,2021-11-04T23:49:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,12.040078843626807,44.85294117647059,1610612737,9,7,2021-11-04T23:49:19Z,450000,26.0,61.0,1,left,MISS T. Young 6' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,6.59,Missed,,,,,,,,,,,,,,,,,
46,PT06M46.00S,2021-11-04T23:49:15.1Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,9,7,2021-11-04T23:49:15Z,460000,,,0,,T. Young REBOUND (Off:2 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,45.0,2.0,0.0,2.0,,,,,,,,,,,,
47,PT06M45.00S,2021-11-04T23:49:16.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,25.18068331143233,80.14705882352942,1610612737,12,7,2021-11-04T23:49:22Z,470000,-151.0,184.0,1,left,J. Collins 3PT  (6 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,23.8,Made,6.0,,,,,,T. Young,1629027.0,2.0,,,,,,,,
49,PT06M31.00S,2021-11-04T23:49:32.5Z,1,REGULAR,turnover,traveling,[],203497,,,1610612762,12,7,2021-11-04T23:49:40Z,490000,,,0,,R. Gobert traveling TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,200834.0,,,,,,,,1.0,,,,,,,,,,,
50,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,out,[],201144,,,1610612737,12,7,2021-11-04T23:49:47Z,500000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,out,[],202711,,,1610612737,12,7,2021-11-04T23:49:47Z,510000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,out,[],203497,,,1610612737,12,7,2021-11-04T23:49:47Z,520000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,in,[],202355,,,1610612737,12,7,2021-11-04T23:49:47Z,530000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,in,[],1630235,,,1610612737,12,7,2021-11-04T23:49:47Z,540000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M31.00S,2021-11-04T23:49:35.8Z,1,REGULAR,substitution,in,[],203903,,,1610612737,12,7,2021-11-04T23:49:47Z,550000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M23.00S,2021-11-04T23:50:05.1Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612737,12,7,2021-11-04T23:50:11Z,560000,,,0,,J. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628381],1610612737.0,ATL,bad pass,,,Collins,J. Collins,,,,,1628951.0,,,,,,,,1.0,,,,,,,,,,,
57,PT06M01.00S,2021-11-04T23:50:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,71.96123521681997,24.019607843137255,1610612762,12,7,2021-11-04T23:50:35Z,570000,-130.0,211.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,24.79,Missed,,,,,,,,,,,,,,,,,
58,PT05M57.00S,2021-11-04T23:50:34.3Z,1,REGULAR,rebound,offensive,[],204060,,,1610612762,12,7,2021-11-04T23:50:35Z,580000,,,0,,J. Ingles REBOUND (Off:1 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,
59,PT05M55.00S,2021-11-04T23:50:36.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",204060,73.80091984231275,83.33333333333334,1610612762,12,7,2021-11-04T23:58:33Z,590000,167.0,194.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,25.56,Missed,,,,,,,,,,,,,,,,,
60,PT05M53.00S,2021-11-04T23:50:38.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,12,7,2021-11-04T23:50:41Z,600000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,,,
61,PT05M38.00S,2021-11-04T23:50:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.389618922470433,49.26470588235294,1610612737,12,7,2021-11-04T23:50:58Z,610000,4.0,8.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 202355]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,,0.85,Missed,,,,,,,,,,,,Whiteside,202355.0,,,,
62,PT05M38.00S,2021-11-04T23:50:53.9Z,1,REGULAR,block,,[],202355,,,1610612737,12,7,2021-11-04T23:50:56Z,620000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M35.00S,2021-11-04T23:50:56.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,12,7,2021-11-04T23:50:58Z,630000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,
64,PT05M21.00S,2021-11-04T23:51:11.0Z,1,REGULAR,3pt,Jump Shot,[],203903,70.51576872536137,23.774509803921568,1610612762,12,7,2021-11-04T23:51:15Z,640000,-131.0,225.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,26.01,Missed,,,,,,,,,,,,,,,,,
65,PT05M18.00S,2021-11-04T23:51:14.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,12,7,2021-11-04T23:51:15Z,650000,,,0,,T. Young REBOUND (Off:2 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,64.0,3.0,1.0,2.0,,,,,,,,,,,,
66,PT05M10.00S,2021-11-04T23:51:26.5Z,1,REGULAR,foul,personal,[],204060,,,1610612737,12,7,2021-11-04T23:51:32Z,660000,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 1629027]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,1628951.0,,,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
68,PT05M10.00S,2021-11-04T23:51:33.6Z,1,REGULAR,substitution,out,[],204060,,,1610612737,12,7,2021-11-04T23:51:38Z,680000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M10.00S,2021-11-04T23:51:33.6Z,1,REGULAR,substitution,in,[],202711,,,1610612737,12,7,2021-11-04T23:51:38Z,690000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M59.00S,2021-11-04T23:51:50.9Z,1,REGULAR,3pt,Jump Shot,[],203992,7.966491458607096,4.411764705882353,1610612737,12,7,2021-11-04T23:51:55Z,700000,228.0,22.0,1,left,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,22.9,Missed,,,,,,,,,,,,,,,,,
71,PT04M56.00S,2021-11-04T23:51:53.9Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,12,7,2021-11-04T23:51:55Z,710000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,
72,PT04M45.00S,2021-11-04T23:52:05.0Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612762,12,7,2021-11-04T23:52:29Z,720000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Clarkson 2 FT),"[203992, 203903]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,1628951.0,,,,,,,,,,,,,,,,1.0,0.0,Clarkson,203903.0
74,PT04M45.00S,2021-11-04T23:52:30.4Z,1,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,12,8,2021-11-04T23:52:30Z,740000,,,0,,J. Clarkson Free Throw 1 of 2 (1 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
75,PT04M45.00S,2021-11-04T23:52:31.1Z,1,REGULAR,substitution,out,[],203991,,,1610612762,12,8,2021-11-04T23:52:36Z,750000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M45.00S,2021-11-04T23:52:31.1Z,1,REGULAR,substitution,in,[],201568,,,1610612762,12,8,2021-11-04T23:52:36Z,760000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M45.00S,2021-11-04T23:52:50.5Z,1,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,12,9,2021-11-04T23:52:50Z,770000,,,0,,J. Clarkson Free Throw 2 of 2 (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
78,PT04M27.00S,2021-11-04T23:53:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,6.1268068331143235,61.76470588235294,1610612737,14,9,2021-11-04T23:53:14Z,780000,-59.0,5.0,1,left,D. Hunter driving floating Jump Shot (6 PTS),[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,,5.9,Made,6.0,,,,,,,,,,,,,,,,
79,PT04M12.00S,2021-11-04T23:53:24.7Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,14,9,2021-11-04T23:53:29Z,790000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1629631]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,1.0,,,,Hunter,1629631.0,,,,,,
80,PT04M12.00S,2021-11-04T23:53:24.7Z,1,REGULAR,steal,,[],1629631,,,1610612737,14,9,2021-11-04T23:53:28Z,800000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M10.00S,2021-11-04T23:53:30.6Z,1,REGULAR,foul,personal,[],203903,,,1610612737,14,9,2021-11-04T23:53:39Z,810000,,,0,,J. Clarkson take personal FOUL (1 PF),"[203903, 1629631]",1610612762.0,UTA,take,,,Clarkson,J. Clarkson,,,,,2002.0,,,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0
83,PT04M10.00S,2021-11-04T23:53:39.6Z,1,REGULAR,substitution,out,[],203992,,,1610612737,14,9,2021-11-04T23:53:43Z,830000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M10.00S,2021-11-04T23:53:39.6Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,14,9,2021-11-04T23:53:43Z,840000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M53.00S,2021-11-04T23:54:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,27.677398160315374,76.47058823529412,1610612737,14,9,2021-11-04T23:54:11Z,850000,-132.0,208.0,1,left,MISS T. Young 24' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,24.63,Missed,,,,,,,,,,,,,,,,,
86,PT03M50.00S,2021-11-04T23:54:10.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,14,9,2021-11-04T23:54:11Z,860000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT03M46.00S,2021-11-04T23:54:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,84.31340341655716,94.85294117647058,1610612762,14,9,2021-11-04T23:56:10Z,870000,224.0,95.0,1,right,MISS B. Bogdanovic 24' running 3PT,[202711],1610612762.0,UTA,running,,,Bogdanovic,B. Bogdanovic,,,,,,24.36,Missed,,,,,,,,,,,,,,,,,
