actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M05.00S,2021-12-05T23:11:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,10.85742444152431,49.01960784313725,1610612766,5,3,2021-12-05T23:12:06Z,170000,5.0,50.0,1,left,MISS M. Bridges turnaround Shot,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,4.98,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M02.00S,2021-12-05T23:12:02.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,5,3,2021-12-05T23:12:06Z,180000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT09M54.00S,2021-12-05T23:12:10.9Z,1,REGULAR,3pt,Jump Shot,[],1627789,95.6143232588699,4.411764705882353,1610612737,8,3,2021-12-05T23:12:15Z,190000,-228.0,-11.0,1,right,T. Luwawu-Cabarrot 3PT  (3 PTS) (T. Young 1 AST),"[1627789, 1629027]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,22.82,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
21,PT09M36.00S,2021-12-05T23:12:28.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,32.802233902759525,48.529411764705884,1610612766,8,6,2021-12-05T23:12:32Z,210000,7.0,256.0,1,left,K. Oubre Jr. 25' 3PT pullup (3 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,25.59,Made,3.0,,,,,,,,,,,,,,,,,,
22,PT09M18.00S,2021-12-05T23:12:50.5Z,1,REGULAR,foul,personal,[],1630208,,,1610612737,8,6,2021-12-05T23:13:00Z,220000,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 203991]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Capela,203991.0,,,,
24,PT09M12.00S,2021-12-05T23:13:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.83639947437582,59.55882352941176,1610612737,8,6,2021-12-05T23:13:16Z,240000,48.0,259.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M09.00S,2021-12-05T23:13:14.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,8,6,2021-12-05T23:13:16Z,250000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,
26,PT09M06.00S,2021-12-05T23:13:18.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,30.17411300919842,72.05882352941177,1610612766,8,6,2021-12-05T23:13:28Z,260000,-110.0,231.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
27,PT08M59.00S,2021-12-05T23:13:25.4Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,8,6,2021-12-05T23:13:28Z,270000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,
28,PT08M59.00S,2021-12-05T23:13:24.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,8,8,2021-12-05T23:13:24Z,280000,0.0,0.0,1,left,N. Richards tip DUNK (2 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
29,PT08M50.00S,2021-12-05T23:13:34.0Z,1,REGULAR,3pt,Jump Shot,[],1627789,67.09921156373193,42.40196078431372,1610612737,8,8,2021-12-05T23:13:38Z,290000,-38.0,257.0,1,right,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M47.00S,2021-12-05T23:13:37.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,8,8,2021-12-05T23:13:38Z,300000,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,29.0,3.0,2.0,1.0,,,,,,,,,
31,PT08M42.00S,2021-12-05T23:13:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202397,6.1268068331143235,51.225490196078425,1610612766,8,10,2021-12-05T23:13:50Z,310000,-6.0,5.0,1,left,I. Smith running Layup (2 PTS),[202397],1610612766.0,CHA,running,,,Smith,I. Smith,,,,,0.8,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT08M26.00S,2021-12-05T23:13:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.30420499342969,18.872549019607842,1610612737,11,10,2021-12-05T23:14:01Z,320000,-156.0,217.0,1,right,K. Huerter 26' 3PT  (3 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.72,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
34,PT08M12.00S,2021-12-05T23:14:11.7Z,1,REGULAR,3pt,Jump Shot,[],202330,32.013797634691194,47.549019607843135,1610612766,11,10,2021-12-05T23:14:16Z,340000,12.0,248.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M09.00S,2021-12-05T23:14:14.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,10,2021-12-05T23:14:16Z,350000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
36,PT08M00.00S,2021-12-05T23:14:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,72.09264126149803,80.88235294117648,1610612737,11,10,2021-12-05T23:14:28Z,360000,154.0,210.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M58.00S,2021-12-05T23:14:25.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,11,10,2021-12-05T23:14:28Z,370000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,
73,PT07M56.00S,2021-12-05T23:14:27.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,11,10,2021-12-05T23:21:51Z,375000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628970]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0,
74,PT07M56.00S,2021-12-05T23:14:27.2Z,1,REGULAR,steal,,[],1628970,,,1610612766,11,10,2021-12-05T23:21:51Z,377500,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M48.00S,2021-12-05T23:14:35.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202397,18.2161629434954,56.127450980392155,1610612766,11,10,2021-12-05T23:21:55Z,400000,-31.0,119.0,1,left,MISS I. Smith 12' running Shot,[202397],1610612766.0,CHA,running,,,Smith,I. Smith,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M44.00S,2021-12-05T23:14:39.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,10,2021-12-05T23:14:45Z,410000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,40.0,3.0,2.0,1.0,,,,,,,,,
42,PT07M33.00S,2021-12-05T23:14:50.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,70.25295663600527,24.019607843137255,1610612737,11,10,2021-12-05T23:14:56Z,420000,-130.0,227.0,1,right,MISS K. Huerter 26' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M31.00S,2021-12-05T23:14:52.1Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,11,10,2021-12-05T23:14:56Z,430000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,
44,PT07M25.00S,2021-12-05T23:14:59.5Z,1,REGULAR,2pt,Jump Shot,[],202330,5.601182654402102,72.54901960784314,1610612766,11,12,2021-12-05T23:15:06Z,440000,-113.0,0.0,1,left,G. Hayward 11' turnaround Jump Shot (2 PTS),[202330],1610612766.0,CHA,turnaround,,,Hayward,G. Hayward,,,,,11.27,Made,2.0,,,,,,,,,,,,,,,,,,
45,PT07M11.00S,2021-12-05T23:15:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,83.26215505913272,50.49019607843137,1610612737,13,12,2021-12-05T23:15:19Z,450000,2.0,105.0,1,right,C. Capela 10' alley-oop Layup (2 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,10.48,Made,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,,
47,PT06M59.00S,2021-12-05T23:15:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,18.084756898817346,54.90196078431373,1610612766,13,12,2021-12-05T23:15:29Z,470000,-25.0,117.0,1,left,MISS G. Hayward 12' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M57.00S,2021-12-05T23:15:26.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,13,12,2021-12-05T23:15:29Z,480000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,47.0,4.0,3.0,1.0,,,,,,,,,
49,PT06M53.00S,2021-12-05T23:15:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627789,93.11760840998686,50.73529411764706,1610612737,15,12,2021-12-05T23:15:37Z,490000,4.0,12.0,1,right,T. Luwawu-Cabarrot alley-oop Layup (5 PTS) (T. Young 4 AST),"[1627789, 1629027]",1610612737.0,ATL,alley-oop,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.27,Made,5.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,,
51,PT06M53.00S,2021-12-05T23:15:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,12,2021-12-05T23:15:37Z,510000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612766,15,12,2021-12-05T23:18:25Z,520000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,out,[],202330,,,1610612766,15,12,2021-12-05T23:18:25Z,530000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,15,12,2021-12-05T23:18:25Z,540000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612766,15,12,2021-12-05T23:18:25Z,550000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,15,12,2021-12-05T23:18:25Z,560000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M53.00S,2021-12-05T23:18:04.0Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,15,12,2021-12-05T23:18:25Z,570000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2021-12-05T23:18:39.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,32.53942181340342,55.14705882352941,1610612766,15,15,2021-12-05T23:18:43Z,580000,-26.0,253.0,1,left,K. Oubre Jr. 25' 3PT  (6 PTS) (I. Smith 1 AST),"[1626162, 202397]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.47,Made,6.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,,
60,PT06M22.00S,2021-12-05T23:18:58.7Z,1,REGULAR,2pt,Jump Shot,[],1628381,92.9862023653088,29.166666666666668,1610612737,17,15,2021-12-05T23:19:06Z,600000,-104.0,13.0,1,right,J. Collins 10' pullup Jump Shot (4 PTS) (K. Huerter 2 AST),"[1628381, 1628989]",1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,10.51,Made,4.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,,,
62,PT06M06.00S,2021-12-05T23:19:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,5.863994743758213,50.49019607843137,1610612766,17,15,2021-12-05T23:19:19Z,620000,-2.0,3.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,0.36,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M03.00S,2021-12-05T23:19:17.5Z,1,REGULAR,rebound,defensive,[],1627789,,,1610612737,17,15,2021-12-05T23:19:19Z,630000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,
64,PT05M52.00S,2021-12-05T23:19:29.3Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612737,17,15,2021-12-05T23:19:33Z,640000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1629023]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,1.0,Washington,1629023.0,
65,PT05M52.00S,2021-12-05T23:19:29.3Z,1,REGULAR,steal,,[],1629023,,,1610612766,17,15,2021-12-05T23:19:31Z,650000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M47.00S,2021-12-05T23:19:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628998,5.732588699080158,50.98039215686274,1610612766,17,17,2021-12-05T23:19:40Z,660000,-5.0,1.0,1,left,C. Martin running Layup (2 PTS) (I. Smith 2 AST),"[1628998, 202397]",1610612766.0,CHA,running,,,Martin,C. Martin,,,,,0.51,Made,2.0,I. Smith,202397.0,2.0,,,,,,,,,,,,,,,
68,PT05M29.00S,2021-12-05T23:19:51.4Z,1,REGULAR,2pt,Jump Shot,[],1628989,76.95466491458606,27.450980392156865,1610612737,17,17,2021-12-05T23:19:56Z,680000,-113.0,164.0,1,right,MISS K. Huerter 19' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,19.91,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M25.00S,2021-12-05T23:19:55.4Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,17,17,2021-12-05T23:19:56Z,690000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,
70,PT05M20.00S,2021-12-05T23:20:00.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,31.882391590013142,42.8921568627451,1610612766,17,20,2021-12-05T23:20:06Z,700000,36.0,247.0,1,left,K. Oubre Jr. 24' 3PT  (9 PTS) (P. Washington 1 AST),"[1626162, 1629023]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.97,Made,9.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,,
72,PT05M10.00S,2021-12-05T23:20:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,17,20,2021-12-05T23:20:14Z,720000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M10.00S,2021-12-05T23:22:29.7Z,1,REGULAR,substitution,out,[],203991,,,1610612737,17,20,2021-12-05T23:22:43Z,730000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M10.00S,2021-12-05T23:22:29.7Z,1,REGULAR,substitution,out,[],202397,,,1610612737,17,20,2021-12-05T23:22:43Z,740000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2021-12-05T23:22:29.7Z,1,REGULAR,substitution,in,[],201568,,,1610612737,17,20,2021-12-05T23:22:43Z,750000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2021-12-05T23:22:29.7Z,1,REGULAR,substitution,in,[],1630550,,,1610612737,17,20,2021-12-05T23:22:43Z,760000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M54.00S,2021-12-05T23:23:21.2Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612737,17,20,2021-12-05T23:24:19Z,770000,,,0,,P. Washington shooting personal FOUL (1 PF) (Collins 2 FT),"[1629023, 1628381]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Collins,1628381.0,,,,
81,PT04M54.00S,2021-12-05T23:23:46.4Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,18,20,2021-12-05T23:24:35Z,790000,,,0,,J. Collins Free Throw 1 of 2 (5 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
82,PT04M54.00S,2021-12-05T23:23:49.3Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,18,20,2021-12-05T23:23:53Z,800000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2021-12-05T23:23:49.3Z,1,REGULAR,substitution,in,[],203524,,,1610612737,18,20,2021-12-05T23:23:53Z,810000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M54.00S,2021-12-05T23:23:46.4Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,19,20,2021-12-05T23:24:35Z,820000,,,0,,J. Collins Free Throw 2 of 2 (6 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2021-12-05T23:24:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628998,32.802233902759525,47.549019607843135,1610612766,19,20,2021-12-05T23:24:31Z,830000,12.0,256.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M29.00S,2021-12-05T23:24:29.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,19,20,2021-12-05T23:24:31Z,840000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,
87,PT04M11.00S,2021-12-05T23:24:48.7Z,1,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612737,19,20,2021-12-05T23:25:11Z,850000,,,0,,C. Martin shooting personal FOUL (1 PF) (Huerter 2 FT),"[1628998, 1628989]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Huerter,1628989.0,,,,
89,PT04M11.00S,2021-12-05T23:25:12.0Z,1,REGULAR,freethrow,1 of 2,[],1628989,,,1610612737,20,20,2021-12-05T23:25:12Z,870000,,,0,,K. Huerter Free Throw 1 of 2 (4 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
90,PT04M11.00S,2021-12-05T23:25:24.9Z,1,REGULAR,freethrow,2 of 2,[],1628989,,,1610612737,21,20,2021-12-05T23:25:24Z,880000,,,0,,K. Huerter Free Throw 2 of 2 (5 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
