actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
439,PT04M23.00S,2022-04-01T01:11:20.9Z,3,REGULAR,substitution,in,[],1629685,,,1610612739,89,65,2022-04-01T01:11:29Z,4360000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M23.00S,2022-04-01T01:11:19.6Z,3,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,89,65,2022-04-01T01:11:50Z,4370000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,Missed,,,,,,,,,,,,,,,,
441,PT04M20.00S,2022-04-01T01:11:22.6Z,3,REGULAR,rebound,offensive,[],1630205,,,1610612739,89,65,2022-04-01T01:11:50Z,4380000,,,0,,L. Stevens REBOUND (Off:1 Def:4),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,440.0,5.0,4.0,1.0,,,,,,,,
442,PT04M06.00S,2022-04-01T01:12:03.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630205,81.42247043363994,70.83333333333334,1610612739,89,65,2022-04-01T01:12:11Z,4390000,104.0,122.0,1,right,MISS L. Stevens 16' pullup Shot,[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,,,,16.05,Missed,,,,,,,,,,,,,,,,
443,PT04M01.00S,2022-04-01T01:12:06.9Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612737,89,65,2022-04-01T01:12:06Z,4400000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,442.0,2.0,2.0,0.0,,,,,,,,
444,PT03M56.00S,2022-04-01T01:12:12.3Z,3,REGULAR,2pt,Jump Shot,[],1629027,20.581471747700395,73.2843137254902,1610612737,91,65,2022-04-01T01:12:27Z,4410000,-116.0,141.0,1,left,T. Young 18' pullup Jump Shot (28 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,18.28,Made,28.0,,,,,,,,,,,,,,,
445,PT03M40.00S,2022-04-01T01:12:27.8Z,3,REGULAR,2pt,Jump Shot,[],1629636,82.47371879106439,71.56862745098039,1610612739,91,65,2022-04-01T01:12:33Z,4420000,108.0,112.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,15.56,Missed,,,,,,,,,,,,,,,,
446,PT03M38.00S,2022-04-01T01:12:30.9Z,3,REGULAR,rebound,offensive,[],1626224,,,1610612739,91,65,2022-04-01T01:12:30Z,4430000,,,0,,C. Osman REBOUND (Off:2 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,445.0,2.0,0.0,2.0,,,,,,,,
447,PT03M36.00S,2022-04-01T01:12:33.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629685,95.74572930354796,94.85294117647058,1610612739,91,65,2022-04-01T01:12:39Z,4440000,224.0,-13.0,1,right,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,22.46,Missed,,,,,,,,,,,,,,,,
448,PT03M31.00S,2022-04-01T01:12:38.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,91,65,2022-04-01T01:12:39Z,4450000,,,0,,C. Capela REBOUND (Off:6 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,447.0,14.0,8.0,6.0,,,,,,,,
449,PT03M21.00S,2022-04-01T01:12:47.0Z,3,REGULAR,3pt,Jump Shot,[],1629027,35.8245729303548,46.81372549019608,1610612737,91,65,2022-04-01T01:12:56Z,4460000,16.0,284.0,1,left,MISS T. Young 28' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,28.47,Missed,,,,,,,,,,,,,,,,
450,PT03M18.00S,2022-04-01T01:12:50.0Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,91,65,2022-04-01T01:12:56Z,4470000,,,0,,C. Osman REBOUND (Off:2 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,449.0,3.0,1.0,2.0,,,,,,,,
451,PT03M13.00S,2022-04-01T01:12:57.2Z,3,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,91,65,2022-04-01T01:13:04Z,4480000,,,0,,C. Osman bad pass out-of-bounds TURNOVER (2 TO),[1626224],1610612739.0,CLE,bad pass,,,Osman,C. Osman,,,,,2.0,,,,,,,,,,,,,,,1626300.0,,,,,
452,PT03M13.00S,2022-04-01T01:13:02.6Z,3,REGULAR,substitution,out,[],203991,,,1610612737,91,65,2022-04-01T01:13:07Z,4490000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M13.00S,2022-04-01T01:13:02.6Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,91,65,2022-04-01T01:13:07Z,4500000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M59.00S,2022-04-01T01:13:28.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,23.340998685939553,24.264705882352942,1610612737,91,65,2022-04-01T01:13:32Z,4510000,129.0,167.0,1,left,MISS T. Young 21' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,21.08,Missed,,,,,,,,,,,,,,,,
455,PT02M57.00S,2022-04-01T01:13:30.3Z,3,REGULAR,rebound,defensive,[],1629685,,,1610612739,91,65,2022-04-01T01:13:32Z,4520000,,,0,,D. Windler REBOUND (Off:0 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,454.0,1.0,1.0,0.0,,,,,,,,
456,PT02M42.00S,2022-04-01T01:13:47.6Z,3,REGULAR,2pt,Jump Shot,[],1629636,91.80354796320631,29.901960784313726,1610612739,91,67,2022-04-01T01:14:19Z,4530000,-100.0,25.0,1,right,D. Garland 10' driving floating Jump Shot (17 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,10.34,Made,17.0,,,,,,,,,,,,,,,
457,PT02M42.00S,2022-04-01T01:13:55.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612739,91,67,2022-04-01T01:16:55Z,4540000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Garland 1 FT),"[1630168, 1629636]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Garland,1629636.0,
461,PT02M42.00S,2022-04-01T01:16:56.7Z,3,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,91,68,2022-04-01T01:16:56Z,4580000,,,0,,D. Garland Free Throw 1 of 1 (18 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
462,PT02M30.00S,2022-04-01T01:17:09.7Z,3,REGULAR,2pt,Jump Shot,[],203992,19.004599211563733,26.225490196078432,1610612737,91,68,2022-04-01T01:17:16Z,4590000,119.0,126.0,1,left,MISS B. Bogdanovic 17' pullup Shot,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,17.33,Missed,,,,,,,,,,,,,,,,
463,PT02M28.00S,2022-04-01T01:17:11.7Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,91,68,2022-04-01T01:17:16Z,4600000,,,0,,L. Stevens REBOUND (Off:1 Def:5),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,462.0,6.0,5.0,1.0,,,,,,,,
464,PT02M12.00S,2022-04-01T01:17:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,86.41590013140605,56.86274509803921,1610612739,91,70,2022-04-01T01:17:35Z,4610000,34.0,75.0,1,right,K. Love 8' driving floating Jump Shot (8 PTS) (C. Osman 3 AST),"[201567, 1626224]",1610612739.0,CLE,driving floating,,,Love,K. Love,,,,,,,,8.27,Made,8.0,C. Osman,1626224.0,3.0,,,,,,,,,,,,
466,PT01M58.00S,2022-04-01T01:17:42.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.732588699080158,49.754901960784316,1610612737,93,70,2022-04-01T01:17:53Z,4630000,1.0,1.0,1,left,O. Okongwu alley-oop DUNK (10 PTS) (T. Young 8 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,,,,0.18,Made,10.0,T. Young,1629027.0,8.0,,,,,,,,,,,,
468,PT01M37.00S,2022-04-01T01:18:04.6Z,3,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,93,70,2022-04-01T01:21:13Z,4650000,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612739.0,CLE,bad pass,,,Love,K. Love,,,,,1.0,,,,,,,,,,,,,,,2004.0,,,,,
469,PT01M18.00S,2022-04-01T01:18:30.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201568,29.6484888304862,28.186274509803923,1610612737,93,70,2022-04-01T01:18:37Z,4660000,109.0,226.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
470,PT01M14.00S,2022-04-01T01:18:34.9Z,3,REGULAR,rebound,offensive,[],1626153,,,1610612737,93,70,2022-04-01T01:18:37Z,4670000,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,469.0,3.0,2.0,1.0,,,,,,,,
471,PT01M05.00S,2022-04-01T01:18:42.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201568,12.302890932982917,60.049019607843135,1610612737,95,70,2022-04-01T01:18:49Z,4680000,-50.0,63.0,1,left,D. Gallinari 8' fadeaway Jump Shot (2 PTS) (D. Wright 3 AST),"[201568, 1626153]",1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,,,,8.06,Made,2.0,D. Wright,1626153.0,3.0,,,,,,,,,,,,
473,PT00M54.80S,2022-04-01T01:18:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.40932982917214,49.50980392156863,1610612739,95,70,2022-04-01T01:19:01Z,4700000,-2.0,28.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,2.84,Missed,,,,,,,,,,,,,,,,
474,PT00M52.90S,2022-04-01T01:18:55.8Z,3,REGULAR,rebound,offensive,[],1626224,,,1610612739,95,70,2022-04-01T01:19:05Z,4710000,,,0,,C. Osman REBOUND (Off:3 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,473.0,4.0,1.0,3.0,,,,,,,,
476,PT00M52.90S,2022-04-01T01:19:09.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612739,95,70,2022-04-01T01:20:26Z,4720000,,,0,,D. Gallinari flagrant-type-1 personal FOUL (1 PF) (Osman 2 FT),"[201568, 1626224]",1610612737.0,ATL,flagrant-type-1,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Osman,1626224.0,
478,PT00M52.90S,2022-04-01T01:19:40.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612739,95,70,2022-04-01T01:20:14Z,4740000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,Common Foul to Flagrant 1
479,PT00M52.90S,2022-04-01T01:20:43.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626224,,,1610612739,95,71,2022-04-01T01:21:05Z,4750000,,,0,,C. Osman flagrant Free Throw 1 of 2 (5 PTS),[1626224],1610612739.0,CLE,flagrant,,,Osman,C. Osman,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
480,PT00M52.90S,2022-04-01T01:20:43.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626224,,,1610612739,95,72,2022-04-01T01:21:05Z,4760000,,,0,,C. Osman flagrant Free Throw 2 of 2 (6 PTS),[1626224],1610612739.0,CLE,flagrant,,,Osman,C. Osman,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
481,PT00M50.00S,2022-04-01T01:21:18.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,69.20170827858082,29.901960784313726,1610612739,95,75,2022-04-01T01:21:25Z,4770000,-100.0,237.0,1,right,C. Osman 25' 3PT  (9 PTS) (D. Garland 8 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,25.74,Made,9.0,D. Garland,1629636.0,8.0,,,,,,,,,,,,
483,PT00M50.00S,2022-04-01T01:21:34.6Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612737,95,75,2022-04-01T01:22:23Z,4790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M32.00S,2022-04-01T01:21:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.63929040735874,43.13725490196079,1610612737,97,75,2022-04-01T01:21:55Z,4800000,34.0,104.0,1,left,T. Young 10' driving floating Jump Shot (30 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,10.94,Made,30.0,,,,,,,,,,,,,,,
485,PT00M13.60S,2022-04-01T01:22:11.1Z,3,REGULAR,turnover,out-of-bounds,[],1629685,,,1610612739,97,75,2022-04-01T01:22:20Z,4810000,,,0,,D. Windler step out-of-bounds TURNOVER (1 TO),[1629685],1610612739.0,CLE,step,,,Windler,D. Windler,,,,,1.0,,,,,,,,,,,,,,,202027.0,,,,,
486,PT00M01.30S,2022-04-01T01:22:35.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203992,6.258212877792378,4.6568627450980395,1610612737,100,75,2022-04-01T01:22:41Z,4820000,227.0,6.0,1,left,B. Bogdanovic 3PT  (8 PTS) (T. Young 9 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,22.68,Made,8.0,T. Young,1629027.0,9.0,,,,,,,,,,,,
488,PT00M00.00S,2022-04-01T01:23:03.6Z,3,REGULAR,period,end,[],0,,,1610612739,100,75,2022-04-01T01:23:03Z,4840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612739,100,75,2022-04-01T01:24:43Z,4850000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,100,75,2022-04-01T01:24:43Z,4860000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,out,['startperiod'],1629636,,,1610612739,100,75,2022-04-01T01:24:43Z,4870000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,in,['startperiod'],1628989,,,1610612739,100,75,2022-04-01T01:24:43Z,4880000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,in,['startperiod'],1629164,,,1610612739,100,75,2022-04-01T01:24:43Z,4890000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-04-01T01:24:19.3Z,4,REGULAR,substitution,in,['startperiod'],1629650,,,1610612739,100,75,2022-04-01T01:24:43Z,4900000,,,0,,SUB in: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2022-04-01T01:25:21.7Z,4,REGULAR,period,start,[],0,,,1610612739,100,75,2022-04-01T01:25:21Z,4910000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M50.00S,2022-04-01T01:25:31.7Z,4,REGULAR,2pt,Jump Shot,[],1629164,77.7431011826544,25.98039215686275,1610612739,100,75,2022-04-01T01:25:42Z,4920000,-120.0,157.0,1,right,MISS B. Goodwin 19' step back Shot,[1629164],1610612739.0,CLE,step back,,,Goodwin,B. Goodwin,,,,,,,,19.74,Missed,,,,,,,,,,,,,,,,
497,PT11M46.00S,2022-04-01T01:25:35.7Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,100,75,2022-04-01T01:25:42Z,4930000,,,0,,O. Okongwu REBOUND (Off:2 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,496.0,8.0,6.0,2.0,,,,,,,,
498,PT11M28.00S,2022-04-01T01:25:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,15.193823915900131,51.470588235294116,1610612737,100,75,2022-04-01T01:26:00Z,4940000,-7.0,90.0,1,left,MISS D. Gallinari 9' turnaround fadeaway Shot,[201568],1610612737.0,ATL,turnaround fadeaway,,,Gallinari,D. Gallinari,,,,,,,,9.06,Missed,,,,,,,,,,,,,,,,
499,PT11M24.00S,2022-04-01T01:25:57.6Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,100,75,2022-04-01T01:26:00Z,4950000,,,0,,L. Stevens REBOUND (Off:1 Def:6),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,498.0,7.0,6.0,1.0,,,,,,,,
500,PT11M19.00S,2022-04-01T01:26:01.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,71.96123521681997,16.176470588235293,1610612739,100,75,2022-04-01T01:26:11Z,4960000,-169.0,211.0,1,right,MISS C. Osman 27' running 3PT,[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,,,,27.05,Missed,,,,,,,,,,,,,,,,
501,PT11M16.00S,2022-04-01T01:26:05.5Z,4,REGULAR,rebound,offensive,[],1629685,,,1610612739,100,75,2022-04-01T01:26:05Z,4970000,,,0,,D. Windler REBOUND (Off:1 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,500.0,2.0,1.0,1.0,,,,,,,,
502,PT11M05.00S,2022-04-01T01:26:16.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629685,96.40275952693824,94.11764705882352,1610612739,100,75,2022-04-01T01:26:26Z,4980000,221.0,-19.0,1,right,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,22.14,Missed,,,,,,,,,,,,,,,,
503,PT11M01.00S,2022-04-01T01:26:20.1Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,100,75,2022-04-01T01:26:26Z,4990000,,,0,,D. Wright REBOUND (Off:1 Def:3),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,502.0,4.0,3.0,1.0,,,,,,,,
504,PT10M56.00S,2022-04-01T01:26:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201568,5.338370565045992,49.754901960784316,1610612737,102,75,2022-04-01T01:26:33Z,5000000,1.0,-2.0,1,left,D. Gallinari running Layup (4 PTS) (D. Wright 4 AST),"[201568, 1626153]",1610612737.0,ATL,running,,,Gallinari,D. Gallinari,,,,,,,,0.26,Made,4.0,D. Wright,1626153.0,4.0,,,,,,,,,,,,
506,PT10M46.00S,2022-04-01T01:26:35.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,86.02168199737189,49.26470588235294,1610612739,102,77,2022-04-01T01:26:43Z,5020000,-4.0,79.0,1,right,B. Goodwin 7' driving floating Jump Shot (4 PTS),[1629164],1610612739.0,CLE,driving floating,,,Goodwin,B. Goodwin,,,,,,,,7.9,Made,4.0,,,,,,,,,,,,,,,
507,PT10M36.00S,2022-04-01T01:26:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.206964520367937,50.245098039215684,1610612737,104,77,2022-04-01T01:26:52Z,5030000,-1.0,-4.0,1,left,D. Wright driving Layup (7 PTS),[1626153],1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,,,,0.38,Made,7.0,,,,,,,,,,,,,,,
508,PT10M27.00S,2022-04-01T01:26:54.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,93.77463863337714,48.529411764705884,1610612739,104,79,2022-04-01T01:26:59Z,5040000,-7.0,6.0,1,right,B. Goodwin driving Layup (6 PTS),[1629164],1610612739.0,CLE,driving,,,Goodwin,B. Goodwin,,,,,,,,0.95,Made,6.0,,,,,,,,,,,,,,,
509,PT10M13.00S,2022-04-01T01:27:07.5Z,4,REGULAR,3pt,Jump Shot,[],1628989,31.61957950065703,47.794117647058826,1610612737,107,79,2022-04-01T01:27:12Z,5050000,11.0,245.0,1,left,K. Huerter 24' 3PT pullup (21 PTS) (O. Okongwu 1 AST),"[1628989, 1630168]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,24.49,Made,21.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,
511,PT09M59.00S,2022-04-01T01:27:24.3Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612739,107,79,2022-04-01T01:27:54Z,5070000,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Osman 2 FT),"[1630168, 1626224]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,1626300.0,4.0,0.0,Osman,1626224.0,
513,PT09M59.00S,2022-04-01T01:27:55.4Z,4,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,107,80,2022-04-01T01:27:55Z,5090000,,,0,,C. Osman Free Throw 1 of 2 (10 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
514,PT09M59.00S,2022-04-01T01:28:13.0Z,4,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,107,81,2022-04-01T01:28:13Z,5100000,,,0,,C. Osman Free Throw 2 of 2 (11 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
515,PT09M45.00S,2022-04-01T01:28:29.7Z,4,REGULAR,2pt,Jump Shot,[],203992,5.601182654402102,28.676470588235293,1610612737,107,81,2022-04-01T01:28:35Z,5110000,107.0,0.0,1,left,MISS B. Bogdanovic 10' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,10.66,Missed,,,,,,,,,,,,,,,,
516,PT09M40.00S,2022-04-01T01:28:34.7Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,107,81,2022-04-01T01:28:35Z,5120000,,,0,,C. Osman REBOUND (Off:3 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,515.0,5.0,2.0,3.0,,,,,,,,
517,PT09M36.00S,2022-04-01T01:28:37.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630205,94.95729303547962,96.81372549019608,1610612739,107,81,2022-04-01T01:28:46Z,5130000,234.0,-5.0,1,right,MISS L. Stevens running 3PT,[1630205],1610612739.0,CLE,running,,,Stevens,L. Stevens,,,,,,,,23.42,Missed,,,,,,,,,,,,,,,,
518,PT09M33.00S,2022-04-01T01:28:40.7Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,107,81,2022-04-01T01:28:46Z,5140000,,,0,,D. Gallinari REBOUND (Off:0 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,517.0,4.0,4.0,0.0,,,,,,,,
519,PT09M26.00S,2022-04-01T01:28:49.8Z,4,REGULAR,foul,personal,[],1626224,,,1610612737,107,81,2022-04-01T01:28:59Z,5150000,,,0,,C. Osman personal FOUL (2 PF),"[1626224, 201568]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Gallinari,201568.0,
521,PT09M14.00S,2022-04-01T01:29:18.4Z,4,REGULAR,3pt,Jump Shot,[],203992,33.98488830486202,46.81372549019608,1610612737,107,81,2022-04-01T01:29:25Z,5170000,16.0,267.0,1,left,MISS B. Bogdanovic 26' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,
522,PT09M11.00S,2022-04-01T01:29:21.4Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612739,107,81,2022-04-01T01:29:25Z,5180000,,,0,,M. Brown REBOUND (Off:3 Def:8),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,521.0,11.0,8.0,3.0,,,,,,,,
523,PT09M00.00S,2022-04-01T01:29:32.8Z,4,REGULAR,3pt,Jump Shot,[],1629685,71.04139290407359,23.03921568627451,1610612739,107,81,2022-04-01T01:29:39Z,5190000,-135.0,220.0,1,right,MISS D. Windler 25' 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,25.78,Missed,,,,,,,,,,,,,,,,
524,PT08M58.00S,2022-04-01T01:29:34.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,107,81,2022-04-01T01:29:39Z,5200000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,
525,PT08M58.00S,2022-04-01T01:29:39.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,107,81,2022-04-01T01:29:39Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M52.00S,2022-04-01T01:30:00.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,94.03745072273325,50.0,1610612739,107,83,2022-04-01T01:30:06Z,5220000,0.0,4.0,1,right,M. Brown alley-oop DUNK (13 PTS) (D. Windler 1 AST),"[1629650, 1629685]",1610612739.0,CLE,alley-oop,,,Brown,M. Brown,,,,,,,,0.35,Made,13.0,D. Windler,1629685.0,1.0,,,,,,,,,,,,
