actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M56.00S,2021-12-18T00:41:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,16.63929040735874,49.754901960784316,1610612743,0,5,2021-12-18T00:41:30Z,160000,1.0,104.0,1,left,M. Morris 10' driving floating Jump Shot (2 PTS) (N. Jokic 1 AST),"[1628420, 203999]",1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,10.39,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
18,PT10M38.00S,2021-12-18T00:41:40.4Z,1,REGULAR,3pt,Jump Shot,[],1627789,95.0886990801577,95.34313725490196,1610612737,0,5,2021-12-18T00:41:46Z,180000,227.0,-6.0,1,right,MISS T. Luwawu-Cabarrot 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2021-12-18T00:41:42.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,5,2021-12-18T00:41:46Z,190000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M28.00S,2021-12-18T00:41:51.4Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,0,5,2021-12-18T00:41:56Z,200000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1627789]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,1.0,Luwawu-Cabarrot,1627789.0,,,,,
21,PT10M28.00S,2021-12-18T00:41:51.4Z,1,REGULAR,steal,,[],1627789,,,1610612737,0,5,2021-12-18T00:41:53Z,210000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2021-12-18T00:41:57.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,95.74572930354796,95.83333333333334,1610612737,3,5,2021-12-18T00:42:06Z,220000,229.0,-13.0,1,right,K. Huerter 3PT running (3 PTS) (T. Young 1 AST),"[1628989, 1629027]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,22.95,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
24,PT09M52.00S,2021-12-18T00:42:28.6Z,1,REGULAR,3pt,Jump Shot,[],201145,8.754927726675426,95.58823529411765,1610612743,3,8,2021-12-18T00:43:32Z,240000,-228.0,30.0,1,left,J. Green 3PT  (3 PTS) (W. Barton 2 AST),"[201145, 203115]",1610612743.0,DEN,,,,Green,J. Green,,,,,22.98,Made,3.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,,
26,PT09M34.00S,2021-12-18T00:42:44.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,66.44218134034165,58.333333333333336,1610612737,3,8,2021-12-18T00:42:50Z,260000,42.0,263.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,
27,PT09M29.00S,2021-12-18T00:42:49.4Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,3,8,2021-12-18T00:42:50Z,270000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M21.00S,2021-12-18T00:42:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,9.149145860709593,47.05882352941176,1610612743,3,10,2021-12-18T00:43:04Z,280000,15.0,34.0,1,left,J. Green cutting DUNK (5 PTS) (N. Jokic 2 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,3.66,Made,5.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
30,PT09M10.00S,2021-12-18T00:43:10.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,3,10,2021-12-18T00:43:15Z,300000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 203999]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,,,
31,PT09M10.00S,2021-12-18T00:43:10.8Z,1,REGULAR,steal,,[],203999,,,1610612743,3,10,2021-12-18T00:43:13Z,310000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2021-12-18T00:43:13.8Z,1,REGULAR,foul,personal,[],1629027,,,1610612743,3,10,2021-12-18T00:43:21Z,320000,,,0,,T. Young take personal FOUL (1 PF),"[1629027, 203999]",1610612737.0,ATL,take,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Jokic,203999.0
34,PT08M57.00S,2021-12-18T00:43:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203115,5.863994743758213,48.28431372549019,1610612743,3,12,2021-12-18T00:43:42Z,340000,9.0,3.0,1,left,W. Barton driving Layup (2 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,0.9,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M51.00S,2021-12-18T00:43:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,3,12,2021-12-18T00:43:48Z,350000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M44.00S,2021-12-18T00:46:50.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.96123521681997,21.568627450980394,1610612737,3,12,2021-12-18T00:46:55Z,360000,-142.0,211.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2021-12-18T00:46:53.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,12,2021-12-18T00:46:55Z,370000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M31.00S,2021-12-18T00:47:03.3Z,1,REGULAR,3pt,Jump Shot,[],201145,28.991458607095925,26.225490196078432,1610612743,3,15,2021-12-18T00:47:08Z,380000,119.0,220.0,1,left,J. Green 25' 3PT  (8 PTS) (A. Gordon 1 AST),"[201145, 203932]",1610612743.0,DEN,,,,Green,J. Green,,,,,25.01,Made,8.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
40,PT08M21.00S,2021-12-18T00:47:14.0Z,1,REGULAR,2pt,Jump Shot,[],1629027,74.06373193166885,54.41176470588235,1610612737,5,15,2021-12-18T00:47:19Z,400000,22.0,191.0,1,right,T. Young 19' step back Jump Shot (2 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,19.26,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2021-12-18T00:47:32.8Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,5,15,2021-12-18T00:47:38Z,410000,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 1628381]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,2.0,Collins,1628381.0,,,,,
42,PT08M01.00S,2021-12-18T00:47:32.8Z,1,REGULAR,steal,,[],1628381,,,1610612737,5,15,2021-12-18T00:47:49Z,420000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M55.00S,2021-12-18T00:47:38.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628381,89.70105124835742,72.05882352941177,1610612737,7,15,2021-12-18T00:48:26Z,430000,110.0,44.0,1,right,J. Collins 11' running Jump Shot (2 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,11.89,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
45,PT07M40.00S,2021-12-18T00:47:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.258212877792378,48.77450980392157,1610612743,7,17,2021-12-18T00:48:01Z,450000,6.0,6.0,1,left,N. Jokic driving Layup (5 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,0.88,Made,5.0,,,,,,,,,,,,,,,,,
46,PT07M30.00S,2021-12-18T00:48:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,94.30026281208936,49.50980392156863,1610612737,9,17,2021-12-18T00:48:09Z,460000,-2.0,1.0,1,right,C. Capela DUNK (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.27,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
48,PT07M16.00S,2021-12-18T00:48:18.5Z,1,REGULAR,3pt,Jump Shot,[],203115,31.882391590013142,37.00980392156863,1610612743,9,17,2021-12-18T00:48:29Z,480000,65.0,247.0,1,left,MISS W. Barton 25' pullup 3PT,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
49,PT07M16.00S,2021-12-18T00:48:18.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,17,2021-12-18T00:48:29Z,490000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT07M08.00S,2021-12-18T00:48:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,69.99014454664915,73.2843137254902,1610612737,12,17,2021-12-18T00:48:35Z,500000,116.0,230.0,1,right,T. Young 25' 3PT pullup (5 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.74,Made,5.0,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2021-12-18T00:48:43.6Z,1,REGULAR,3pt,Jump Shot,[],203932,10.988830486202366,95.34313725490196,1610612743,12,17,2021-12-18T00:48:50Z,510000,-227.0,51.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
52,PT06M48.00S,2021-12-18T00:48:45.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,12,17,2021-12-18T00:48:50Z,520000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
53,PT06M48.00S,2021-12-18T00:48:48.4Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612737,12,17,2021-12-18T00:48:58Z,530000,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (1 TO),[1628989],1610612737.0,ATL,bad pass,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,1.0,,,1151.0,,,,
54,PT06M30.00S,2021-12-18T00:49:25.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203115,6.783837056504599,51.71568627450981,1610612743,12,17,2021-12-18T00:49:31Z,540000,-9.0,11.0,1,left,MISS W. Barton driving floating Shot - blocked,"[203115, 203991]",1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,1.42,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
55,PT06M30.00S,2021-12-18T00:49:25.7Z,1,REGULAR,block,,[],203991,,,1610612743,12,17,2021-12-18T00:49:28Z,550000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M26.00S,2021-12-18T00:49:29.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,12,17,2021-12-18T00:49:31Z,560000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
57,PT06M24.00S,2021-12-18T00:49:30.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,93.77463863337714,50.245098039215684,1610612737,12,17,2021-12-18T00:49:50Z,570000,1.0,6.0,1,right,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,0.61,Missed,,,,,,,,,,,,,,,,,,
58,PT06M24.00S,2021-12-18T00:49:30.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,12,17,2021-12-18T00:52:50Z,580000,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,
59,PT06M23.00S,2021-12-18T00:49:50.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', '2ndchance']",1628381,90.3580814717477,48.529411764705884,1610612737,14,17,2021-12-18T00:57:05Z,590000,-7.0,38.0,1,right,J. Collins tip DUNK (4 PTS),[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,3.88,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M02.00S,2021-12-18T00:49:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,15.193823915900131,43.872549019607845,1610612743,14,17,2021-12-18T00:50:02Z,600000,31.0,90.0,1,left,MISS M. Morris 9' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,9.53,Missed,,,,,,,,,,,,,,,,,,
61,PT05M58.00S,2021-12-18T00:49:57.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,14,17,2021-12-18T00:49:57Z,610000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,
62,PT05M56.00S,2021-12-18T00:49:59.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.04796320630749,45.588235294117645,1610612737,14,17,2021-12-18T00:50:07Z,620000,-22.0,267.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2021-12-18T00:50:01.1Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,14,17,2021-12-18T00:50:07Z,630000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT05M49.00S,2021-12-18T00:50:06.4Z,1,REGULAR,3pt,Jump Shot,[],201145,32.14520367936925,56.127450980392155,1610612743,14,17,2021-12-18T00:50:15Z,640000,-31.0,250.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
65,PT05M45.00S,2021-12-18T00:50:10.0Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612743,14,17,2021-12-18T00:50:10Z,650000,,,0,,M. Morris REBOUND (Off:1 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,
66,PT05M43.00S,2021-12-18T00:50:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203115,8.886333771353483,3.9215686274509802,1610612743,14,17,2021-12-18T00:50:19Z,660000,230.0,31.0,1,left,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2021-12-18T00:50:15.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,14,17,2021-12-18T00:50:15Z,670000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,
68,PT05M42.00S,2021-12-18T00:50:16.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,14,17,2021-12-18T00:50:16Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M32.00S,2021-12-18T00:50:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.56964520367937,47.794117647058826,1610612737,16,17,2021-12-18T00:50:56Z,690000,-11.0,46.0,1,right,T. Young driving floating Jump Shot (7 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,4.68,Made,7.0,,,,,,,,,,,,,,,,,
70,PT05M18.00S,2021-12-18T00:51:08.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612743,16,17,2021-12-18T00:51:23Z,700000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 203999]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Jokic,203999.0
72,PT05M18.00S,2021-12-18T00:51:17.0Z,1,REGULAR,substitution,out,[],203991,,,1610612743,16,17,2021-12-18T00:51:20Z,720000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M18.00S,2021-12-18T00:51:17.0Z,1,REGULAR,substitution,in,[],201568,,,1610612743,16,17,2021-12-18T00:51:20Z,730000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M01.00S,2021-12-18T00:51:49.0Z,1,REGULAR,2pt,Jump Shot,[],203115,7.703679369250986,74.01960784313727,1610612743,16,17,2021-12-18T00:51:56Z,740000,-120.0,20.0,1,left,MISS W. Barton 12' turnaround fadeaway Shot,[203115],1610612743.0,DEN,turnaround fadeaway,,,Barton,W. Barton,,,,,12.17,Missed,,,,,,,,,,,,,,,,,,
75,PT05M01.00S,2021-12-18T00:51:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,16,17,2021-12-18T00:51:53Z,750000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
76,PT05M01.00S,2021-12-18T00:51:54.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,16,17,2021-12-18T00:52:04Z,760000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,
77,PT04M51.00S,2021-12-18T00:52:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,78.53153745072274,89.95098039215686,1610612737,19,17,2021-12-18T00:52:12Z,770000,200.0,149.0,1,right,J. Collins 24' 3PT  (7 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.94,Made,7.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
79,PT04M33.00S,2021-12-18T00:52:25.8Z,1,REGULAR,2pt,Jump Shot,[],203115,20.318659658344284,72.54901960784314,1610612743,19,17,2021-12-18T00:52:33Z,790000,-113.0,138.0,1,left,MISS W. Barton 17' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,17.86,Missed,,,,,,,,,,,,,,,,,,
80,PT04M30.00S,2021-12-18T00:52:28.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,19,17,2021-12-18T00:52:33Z,800000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,79.0,2.0,1.0,1.0,,,,,,,,,,
81,PT04M29.00S,2021-12-18T00:52:30.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,24.52365308804205,12.745098039215685,1610612743,19,17,2021-12-18T00:52:36Z,810000,186.0,178.0,1,left,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
82,PT04M25.00S,2021-12-18T00:52:34.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,19,17,2021-12-18T01:36:21Z,820000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,
85,PT04M16.00S,2021-12-18T00:52:42.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.9388961892247,22.54901960784314,1610612737,19,17,2021-12-18T00:52:48Z,850000,-137.0,239.0,1,right,MISS T. Young 27' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,
86,PT04M13.00S,2021-12-18T00:52:45.2Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,19,17,2021-12-18T00:52:48Z,860000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,
87,PT04M06.00S,2021-12-18T00:52:58.1Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,19,17,2021-12-18T00:53:07Z,870000,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,lost ball,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,1.0,,,201639.0,,,,
88,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,19,17,2021-12-18T00:53:27Z,880000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,out,[],203115,,,1610612737,19,17,2021-12-18T00:53:27Z,890000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M06.00S,2021-12-18T00:53:04.2Z,1,REGULAR,substitution,out,[],1628420,,,1610612737,19,17,2021-12-18T00:53:27Z,900000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
