actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
28,PT09M57.00S,2022-01-20T00:42:55.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,95.6143232588699,3.9215686274509802,1610612737,8,9,2022-01-20T01:22:00Z,280000,-230.0,-11.0,1,right,K. Huerter 3PT  (3 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.07,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
30,PT09M32.00S,2022-01-20T00:43:20.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,22.552562417871222,88.23529411764706,1610612750,8,9,2022-01-20T00:43:27Z,300000,-191.0,159.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2022-01-20T00:43:23.8Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,8,9,2022-01-20T00:43:27Z,310000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,30.0,3.0,1.0,2.0,,,,,,
32,PT09M26.00S,2022-01-20T00:43:26.1Z,1,REGULAR,turnover,bad pass,[],1629020,,,1610612750,8,9,2022-01-20T00:47:04Z,320000,,,0,,J. Vanderbilt bad pass TURNOVER (1 TO),"[1629020, 1629027]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,1.0,Young,1629027.0,,,,,,,,,,,,
33,PT09M26.00S,2022-01-20T00:43:26.1Z,1,REGULAR,steal,,[],1629027,,,1610612737,8,9,2022-01-20T00:43:28Z,330000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M19.00S,2022-01-20T00:43:33.3Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,8,9,2022-01-20T00:43:38Z,340000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629020]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,2.0,Vanderbilt,1629020.0,,,,,,,,,,,,
35,PT09M19.00S,2022-01-20T00:43:33.3Z,1,REGULAR,steal,,[],1629020,,,1610612750,8,9,2022-01-20T00:43:35Z,350000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M11.00S,2022-01-20T00:43:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,4.944152431011826,50.245098039215684,1610612750,8,11,2022-01-20T00:43:48Z,360000,-1.0,-6.0,1,left,K. Towns cutting Layup (2 PTS) (P. Beverley 1 AST),"[1626157, 201976]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,0.61,Made,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,,
38,PT08M52.00S,2022-01-20T00:43:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,85.10183968462549,59.80392156862745,1610612737,8,11,2022-01-20T00:44:07Z,380000,49.0,88.0,1,right,MISS J. Collins 10' driving floating Shot,[1628381],1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M48.00S,2022-01-20T00:44:03.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,11,2022-01-20T00:44:07Z,390000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT08M35.00S,2022-01-20T00:44:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.206964520367937,50.98039215686274,1610612750,8,11,2022-01-20T00:44:30Z,400000,-5.0,-4.0,1,left,MISS P. Beverley driving reverse Layup,[201976],1610612750.0,MIN,driving reverse,,,Beverley,P. Beverley,,,,,0.61,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2022-01-20T00:44:21.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,8,11,2022-01-20T00:44:21Z,410000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
42,PT08M34.00S,2022-01-20T00:44:22.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,8,11,2022-01-20T00:44:22Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M22.00S,2022-01-20T00:44:45.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,8.886333771353483,95.09803921568627,1610612750,8,11,2022-01-20T00:44:52Z,430000,-225.0,31.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,22.76,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2022-01-20T00:44:48.4Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,8,11,2022-01-20T00:44:52Z,440000,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,
45,PT08M18.00S,2022-01-20T00:44:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,5.206964520367937,48.03921568627451,1610612750,8,13,2022-01-20T00:51:15Z,450000,10.0,-4.0,1,left,A. Edwards Layup (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,1.04,Made,6.0,,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2022-01-20T00:45:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,8,13,2022-01-20T00:45:01Z,460000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M56.00S,2022-01-20T00:48:11.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,96.00854139290408,4.901960784313726,1610612737,11,13,2022-01-20T00:48:16Z,470000,-225.0,-15.0,1,right,D. Hunter 3PT  (8 PTS) (T. Young 3 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,22.6,Made,8.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,,
50,PT07M38.00S,2022-01-20T00:48:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,4.812746386333772,50.0,1610612750,11,13,2022-01-20T00:48:37Z,490000,0.0,-7.0,1,left,MISS A. Edwards cutting Layup - blocked,"[1630162, 1630168]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,0.73,Missed,,,,,,,,Okongwu,1630168.0,,,,,,,,,,
51,PT07M38.00S,2022-01-20T00:48:29.2Z,1,REGULAR,block,,[],1630168,,,1610612750,11,13,2022-01-20T00:48:32Z,500000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2022-01-20T00:48:33.2Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,11,13,2022-01-20T00:48:37Z,510000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,50.0,4.0,1.0,3.0,,,,,,
53,PT07M33.00S,2022-01-20T00:48:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,5.469776609724048,46.32352941176471,1610612750,11,15,2022-01-20T00:48:41Z,520000,18.0,-1.0,1,left,D. Russell cutting Layup (5 PTS) (J. Vanderbilt 3 AST),"[1626156, 1629020]",1610612750.0,MIN,cutting,,,Russell,D. Russell,,,,,1.84,Made,5.0,J. Vanderbilt,1629020.0,3.0,,,,,,,,,,,,,,,
55,PT07M24.00S,2022-01-20T00:48:43.7Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,11,15,2022-01-20T00:48:48Z,540000,,,0,,T. Young lost ball TURNOVER (3 TO),"[1629027, 1626156]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,3.0,Russell,1626156.0,,,,,,,,,,,,
56,PT07M24.00S,2022-01-20T00:48:43.7Z,1,REGULAR,steal,,[],1626156,,,1610612750,11,15,2022-01-20T00:49:43Z,550000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M19.00S,2022-01-20T00:48:48.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626156,5.732588699080158,49.50980392156863,1610612750,11,17,2022-01-20T00:48:54Z,560000,2.0,1.0,1,left,D. Russell running DUNK (7 PTS) (K. Towns 2 AST),"[1626156, 1626157]",1610612750.0,MIN,running,,,Russell,D. Russell,,,,,0.29,Made,7.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,,
59,PT07M00.00S,2022-01-20T00:49:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.9993429697766,48.03921568627451,1610612737,13,17,2022-01-20T00:49:12Z,580000,-10.0,107.0,1,right,D. Hunter 10' pullup Jump Shot (10 PTS) (K. Huerter 1 AST),"[1629631, 1628989]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,10.77,Made,10.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
60,PT06M41.00S,2022-01-20T00:49:38.1Z,1,REGULAR,foul,technical,['1freethrow'],1630168,,,1610612750,13,17,2022-01-20T00:50:14Z,590000,,,0,,O. Okongwu defensive-3-second technical FOUL (1 Tech),[1630168],1610612737.0,ATL,defensive-3-second,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,1662.0,0.0,1.0,,,
61,PT06M41.00S,2022-01-20T00:49:49.8Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,13,18,2022-01-20T00:49:49Z,600000,,,0,,D. Russell technical Free Throw 1 of 1 (8 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2022-01-20T00:50:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,7.440867279894875,46.81372549019608,1610612750,13,18,2022-01-20T00:50:23Z,610000,16.0,17.0,1,left,MISS P. Beverley driving Layup,[201976],1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M27.00S,2022-01-20T00:50:17.7Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,13,18,2022-01-20T00:50:17Z,620000,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,62.0,1.0,0.0,1.0,,,,,,
64,PT06M24.00S,2022-01-20T00:50:19.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,27.677398160315374,20.34313725490196,1610612750,13,21,2022-01-20T00:50:27Z,630000,148.0,208.0,1,left,A. Edwards 25' 3PT  (9 PTS) (P. Beverley 2 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.52,Made,9.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,,
66,PT06M12.00S,2022-01-20T00:50:31.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,73.01248357424441,80.14705882352942,1610612737,13,21,2022-01-20T00:50:36Z,650000,151.0,201.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2022-01-20T00:50:33.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,13,21,2022-01-20T00:50:36Z,660000,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,66.0,2.0,1.0,1.0,,,,,,
68,PT06M02.00S,2022-01-20T00:50:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.38567674113009,29.411764705882355,1610612750,13,24,2022-01-20T00:50:48Z,670000,103.0,224.0,1,left,A. Edwards 24' 3PT pullup (12 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,24.62,Made,12.0,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2022-01-20T00:50:57.4Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612737,13,24,2022-01-20T00:51:24Z,680000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Collins 2 FT),"[1629020, 1628381]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Collins,1628381.0,
71,PT05M48.00S,2022-01-20T00:51:28.0Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,14,24,2022-01-20T00:51:28Z,700000,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,14,24,2022-01-20T00:51:38Z,710000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,14,24,2022-01-20T00:51:38Z,720000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,out,[],201976,,,1610612737,14,24,2022-01-20T00:51:38Z,730000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,14,24,2022-01-20T00:51:38Z,740000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,in,[],201568,,,1610612737,14,24,2022-01-20T00:51:38Z,750000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2022-01-20T00:51:29.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612737,14,24,2022-01-20T00:51:38Z,760000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2022-01-20T00:51:51.5Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,15,24,2022-01-20T00:51:51Z,770000,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2022-01-20T00:52:04.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,21.23850197109067,90.19607843137256,1610612750,15,24,2022-01-20T00:52:09Z,780000,-201.0,147.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M32.00S,2022-01-20T00:52:08.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,15,24,2022-01-20T00:52:09Z,790000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,
81,PT05M24.00S,2022-01-20T00:52:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.9862023653088,50.245098039215684,1610612737,15,24,2022-01-20T00:52:25Z,800000,1.0,13.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2022-01-20T00:52:16.5Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,15,24,2022-01-20T00:52:25Z,810000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,81.0,3.0,2.0,1.0,,,,,,
83,PT05M23.00S,2022-01-20T00:52:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612737,15,24,2022-01-20T00:52:40Z,820000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Collins 2 FT),"[1630162, 1628381]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Collins,1628381.0,
85,PT05M23.00S,2022-01-20T00:52:42.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612737,15,24,2022-01-20T00:52:42Z,840000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2022-01-20T00:52:42.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,24,2022-01-20T00:52:42Z,850000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,
87,PT05M23.00S,2022-01-20T00:52:54.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612737,16,24,2022-01-20T00:52:54Z,860000,,,0,,J. Collins Free Throw 2 of 2 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
88,PT05M11.00S,2022-01-20T00:53:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,8.229303547963205,56.372549019607845,1610612750,16,26,2022-01-20T00:58:43Z,870000,-32.0,25.0,1,left,K. Towns turnaround Hook (4 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,4.05,Made,4.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,,
90,PT04M49.00S,2022-01-20T00:53:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628381,86.15308804204993,71.56862745098039,1610612737,16,26,2022-01-20T00:53:37Z,890000,108.0,78.0,1,right,MISS J. Collins 13' step back Shot,[1628381],1610612737.0,ATL,step back,,,Collins,J. Collins,,,,,13.29,Missed,,,,,,,,,,,,,,,,,,,
