actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
22,PT10M21.00S,2021-11-14T23:12:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.88370565045992,49.754901960784316,1610612749,3,2,2021-11-14T23:12:44Z,220000,-1.0,33.0,1,right,G. Antetokounmpo driving Layup (2 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.32,Made,,,,,2.0,,,,,,P. Connaughton,1626192.0,1.0,,,,,
24,PT10M07.00S,2021-11-14T23:12:46.8Z,1,REGULAR,2pt,Jump Shot,[],203992,14.668199737187912,66.42156862745098,1610612737,3,2,2021-11-14T23:12:51Z,240000,-82.0,85.0,1,left,MISS B. Bogdanovic 11' turnaround Shot,[203992],1610612737.0,ATL,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2021-11-14T23:12:49.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,2,2021-11-14T23:12:51Z,250000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M58.00S,2021-11-14T23:12:55.9Z,1,REGULAR,3pt,Jump Shot,[],203507,67.62483574244416,37.254901960784316,1610612749,3,2,2021-11-14T23:13:00Z,260000,-64.0,252.0,1,right,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2021-11-14T23:12:57.9Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,3,2,2021-11-14T23:13:00Z,270000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M48.00S,2021-11-14T23:13:06.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,3,2,2021-11-14T23:13:12Z,280000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628960]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1.0,Allen,1628960.0,,
29,PT09M48.00S,2021-11-14T23:13:06.8Z,1,REGULAR,steal,,[],1628960,,,1610612749,3,2,2021-11-14T23:13:09Z,290000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M42.00S,2021-11-14T23:13:12.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626192,95.22010512483574,5.637254901960785,1610612749,3,5,2021-11-14T23:13:20Z,300000,-222.0,-8.0,1,right,P. Connaughton 3PT  (3 PTS) (J. Holiday 1 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.19,Made,,,,,3.0,,,,,,J. Holiday,201950.0,1.0,,,,,
32,PT09M22.00S,2021-11-14T23:13:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.85348226018397,66.66666666666666,1610612737,6,5,2021-11-14T23:13:36Z,320000,-83.0,266.0,1,left,T. Young 27' 3PT  (6 PTS) (J. Collins 1 AST),"[1629027, 1628381]",1610612737.0,ATL,,,,Young,T. Young,,,,,27.85,Made,,,,,6.0,,,,,,J. Collins,1628381.0,1.0,,,,,
34,PT09M05.00S,2021-11-14T23:13:49.2Z,1,REGULAR,2pt,Jump Shot,[],203507,75.1149802890933,36.27450980392157,1610612749,6,7,2021-11-14T23:21:02Z,340000,-69.0,181.0,1,right,G. Antetokounmpo 19' pullup Jump Shot (4 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,19.39,Made,,,,,4.0,,,,,,J. Holiday,201950.0,2.0,,,,,
35,PT08M52.00S,2021-11-14T23:14:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,37.66425755584757,50.0,1610612737,9,7,2021-11-14T23:14:07Z,350000,0.0,302.0,1,left,T. Young 30' 3PT  (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,30.15,Made,,,,,9.0,,,,,,,,,,,,,
36,PT08M39.00S,2021-11-14T23:14:17.4Z,1,REGULAR,foul,personal,[],1628381,,,1610612749,9,7,2021-11-14T23:14:52Z,360000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 203507]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,203593.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
39,PT08M32.00S,2021-11-14T23:14:46.0Z,1,REGULAR,2pt,Jump Shot,[],201950,86.81011826544021,28.676470588235293,1610612749,9,9,2021-11-14T23:14:54Z,380000,-107.0,71.0,1,right,J. Holiday 12' Jump Shot (2 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,12.84,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M17.00S,2021-11-14T23:15:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612737,9,9,2021-11-14T23:28:40Z,390000,,,0,,B. Portis shooting personal FOUL (1 PF) (Collins 2 FT),"[1626171, 1628381]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,203593.0,1.0,0.0,Collins,1628381.0,,,,,,,,
42,PT08M17.00S,2021-11-14T23:15:25.0Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,9,9,2021-11-14T23:15:25Z,410000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2021-11-14T23:15:25.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,9,9,2021-11-14T23:15:25Z,420000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M17.00S,2021-11-14T23:15:38.0Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,10,9,2021-11-14T23:15:38Z,430000,,,0,,J. Collins Free Throw 2 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
45,PT08M03.00S,2021-11-14T23:15:52.9Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612749,10,9,2021-11-14T23:15:58Z,440000,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 203991]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,
46,PT08M03.00S,2021-11-14T23:15:52.9Z,1,REGULAR,steal,,[],203991,,,1610612737,10,9,2021-11-14T23:15:55Z,450000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M55.00S,2021-11-14T23:16:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,27.94021024967148,75.24509803921569,1610612737,13,9,2021-11-14T23:16:07Z,460000,-126.0,210.0,1,left,T. Young 24' 3PT step back (12 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,24.51,Made,,,,,12.0,,,,,,,,,,,,,
48,PT07M37.00S,2021-11-14T23:16:18.7Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,13,9,2021-11-14T23:16:23Z,470000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 203991]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,
49,PT07M37.00S,2021-11-14T23:16:18.7Z,1,REGULAR,steal,,[],203991,,,1610612737,13,9,2021-11-14T23:16:21Z,480000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2021-11-14T23:16:22.5Z,1,REGULAR,foul,personal,[],203507,,,1610612737,13,9,2021-11-14T23:18:12Z,490000,,,0,,G. Antetokounmpo take personal FOUL (1 PF),"[203507, 203991]",1610612749.0,MIL,take,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,203593.0,1.0,0.0,Capela,203991.0,,,,,,,,
52,PT07M37.00S,2021-11-14T23:16:37.4Z,1,REGULAR,substitution,out,[],1626171,,,1610612737,13,9,2021-11-14T23:16:42Z,510000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2021-11-14T23:16:37.4Z,1,REGULAR,substitution,in,[],1628400,,,1610612737,13,9,2021-11-14T23:16:42Z,520000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M26.00S,2021-11-14T23:16:56.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,5.601182654402102,50.0,1610612737,15,9,2021-11-14T23:17:11Z,530000,0.0,0.0,1,left,J. Collins driving DUNK (3 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,0.02,Made,,,,,3.0,,,,,,T. Young,1629027.0,1.0,,,,,
56,PT07M26.00S,2021-11-14T23:17:02.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,9,2021-11-14T23:17:02Z,550000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M26.00S,2021-11-14T23:19:29.5Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,15,9,2021-11-14T23:20:04Z,560000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M26.00S,2021-11-14T23:19:29.5Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,15,9,2021-11-14T23:20:04Z,570000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M09.00S,2021-11-14T23:20:18.7Z,1,REGULAR,2pt,Jump Shot,[],203507,88.38699080157687,24.509803921568626,1610612749,15,11,2021-11-14T23:20:26Z,580000,-127.0,57.0,1,right,G. Antetokounmpo 13' turnaround Jump Shot (6 PTS) (P. Connaughton 2 AST),"[203507, 1626192]",1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,13.95,Made,,,,,6.0,,,,,,P. Connaughton,1626192.0,2.0,,,,,
63,PT06M55.00S,2021-11-14T23:20:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,30.699737187910642,29.411764705882355,1610612737,15,11,2021-11-14T23:20:38Z,600000,103.0,236.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2021-11-14T23:20:34.4Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,15,11,2021-11-14T23:20:38Z,610000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M40.00S,2021-11-14T23:20:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.07293035479631,46.81372549019608,1610612749,15,13,2021-11-14T23:20:59Z,620000,-16.0,69.0,1,right,J. Holiday 7' driving floating Jump Shot (4 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,7.08,Made,,,,,4.0,,,,,,,,,,,,,
68,PT06M20.00S,2021-11-14T23:21:08.0Z,1,REGULAR,foul,personal,[],203507,,,1610612737,15,13,2021-11-14T23:21:22Z,640000,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 1628381]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,203593.0,2.0,0.0,Collins,1628381.0,,,,,,,,
70,PT06M14.00S,2021-11-14T23:21:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,4.681340341655716,50.73529411764706,1610612737,17,13,2021-11-14T23:21:40Z,660000,-4.0,-8.0,1,left,C. Capela cutting Layup (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.93,Made,,,,,2.0,,,,,,T. Young,1629027.0,2.0,,,,,
72,PT06M02.00S,2021-11-14T23:21:44.7Z,1,REGULAR,3pt,Jump Shot,[],201950,66.17936925098554,50.73529411764706,1610612749,17,13,2021-11-14T23:21:50Z,680000,4.0,265.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2021-11-14T23:21:47.7Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,17,13,2021-11-14T23:21:50Z,690000,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M52.00S,2021-11-14T23:21:57.8Z,1,REGULAR,foul,offensive,[],1628381,,,1610612737,17,13,2021-11-14T23:22:09Z,700000,,,0,,J. Collins offensive FOUL (2 PF),"[1628381, 1626192]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,201245.0,2.0,0.0,Connaughton,1626192.0,,,,,,,,
76,PT05M52.00S,2021-11-14T23:21:57.8Z,1,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,17,13,2021-11-14T23:21:57Z,720000,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,201245.0,,,,,,,,1.0,,,,
77,PT05M52.00S,2021-11-14T23:22:04.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612749,17,13,2021-11-14T23:22:16Z,730000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M52.00S,2021-11-14T23:22:04.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612749,17,13,2021-11-14T23:22:16Z,740000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2021-11-14T23:22:04.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612749,17,13,2021-11-14T23:22:16Z,750000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M52.00S,2021-11-14T23:22:04.1Z,1,REGULAR,substitution,in,[],201568,,,1610612749,17,13,2021-11-14T23:22:16Z,760000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2021-11-14T23:22:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,92.9862023653088,51.470588235294116,1610612749,17,13,2021-11-14T23:22:44Z,770000,7.0,13.0,1,right,MISS G. Antetokounmpo driving reverse Layup,[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,1.53,Missed,,,,,,,,,,,,,,,,,,
82,PT05M30.00S,2021-11-14T23:22:41.7Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,17,13,2021-11-14T23:22:44Z,780000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT05M19.00S,2021-11-14T23:22:52.1Z,1,REGULAR,2pt,Jump Shot,[],1628989,22.158344283837057,36.76470588235294,1610612737,17,13,2021-11-14T23:22:57Z,790000,66.0,156.0,1,left,MISS K. Huerter 16' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,16.93,Missed,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2021-11-14T23:22:55.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,17,13,2021-11-14T23:22:57Z,800000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT05M10.00S,2021-11-14T23:23:02.1Z,1,REGULAR,3pt,Jump Shot,[],203507,66.83639947437582,50.73529411764706,1610612749,17,13,2021-11-14T23:23:07Z,810000,4.0,259.0,1,right,MISS G. Antetokounmpo 25' step back 3PT,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2021-11-14T23:23:06.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,17,13,2021-11-14T23:23:07Z,820000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
87,PT04M56.00S,2021-11-14T23:23:15.6Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,17,13,2021-11-14T23:23:20Z,830000,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 201950]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0,,
88,PT04M56.00S,2021-11-14T23:23:15.6Z,1,REGULAR,steal,,[],201950,,,1610612749,17,13,2021-11-14T23:23:18Z,840000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M50.00S,2021-11-14T23:23:21.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628400,70.64717477003943,76.47058823529412,1610612749,17,13,2021-11-14T23:23:31Z,850000,132.0,223.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2021-11-14T23:23:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,17,13,2021-11-14T23:23:31Z,860000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2021-11-14T23:23:32.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,17,13,2021-11-14T23:23:32Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2021-11-14T23:23:33.4Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,17,13,2021-11-14T23:23:39Z,880000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2021-11-14T23:23:33.4Z,1,REGULAR,substitution,out,[],203507,,,1610612737,17,13,2021-11-14T23:23:39Z,890000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2021-11-14T23:23:33.4Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,17,13,2021-11-14T23:23:39Z,900000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M49.00S,2021-11-14T23:23:33.4Z,1,REGULAR,substitution,in,[],1626171,,,1610612737,17,13,2021-11-14T23:23:39Z,910000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
