actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
18,PT10M15.00S,2022-01-22T00:42:14.0Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612748,5,3,2022-01-22T00:42:31Z,180000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630168, 1628389]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,
20,PT10M15.00S,2022-01-22T00:42:42.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,5,4,2022-01-22T00:42:42Z,200000,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2022-01-22T00:43:00.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,5,5,2022-01-22T00:43:00Z,210000,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2022-01-22T00:43:18.2Z,1,REGULAR,turnover,lost ball,[],1629631,,,1610612737,5,5,2022-01-22T00:43:22Z,220000,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 202710]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,1.0,,,,,,,,,Butler,202710.0,,,
23,PT09M58.00S,2022-01-22T00:43:18.2Z,1,REGULAR,steal,,[],202710,,,1610612748,5,5,2022-01-22T00:52:22Z,230000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M53.00S,2022-01-22T00:43:22.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,5.732588699080158,50.49019607843137,1610612748,5,7,2022-01-22T00:43:29Z,240000,-2.0,1.0,1,left,J. Butler running DUNK (2 PTS) (G. Vincent 1 AST),"[202710, 1629216]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,0.29,Made,2.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,,
26,PT09M34.00S,2022-01-22T00:43:45.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,5,7,2022-01-22T00:43:45Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2022-01-22T00:44:07.1Z,1,REGULAR,3pt,Jump Shot,[],1629631,95.0886990801577,95.09803921568627,1610612737,5,7,2022-01-22T00:44:12Z,270000,225.0,-6.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2022-01-22T00:44:10.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,5,7,2022-01-22T00:44:10Z,280000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
29,PT09M14.00S,2022-01-22T00:44:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629130,6.1268068331143235,49.50980392156863,1610612748,5,9,2022-01-22T00:44:35Z,290000,2.0,5.0,1,left,D. Robinson cutting Layup (5 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,0.57,Made,5.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
31,PT09M14.00S,2022-01-22T00:44:24.4Z,1,REGULAR,violation,defensive goaltending,[],1630168,,,1610612748,5,9,2022-01-22T00:44:35Z,310000,,,0,,O. Okongwu defensive goaltending VIOLATION,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
32,PT09M00.00S,2022-01-22T00:44:44.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,97.32260183968464,97.79411764705883,1610612737,5,9,2022-01-22T00:44:50Z,320000,239.0,-27.0,1,right,MISS K. Huerter 24' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M56.00S,2022-01-22T00:44:48.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,5,9,2022-01-22T00:44:50Z,330000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,
34,PT08M44.00S,2022-01-22T00:45:00.3Z,1,REGULAR,3pt,Jump Shot,[],200782,7.046649145860711,3.9215686274509802,1610612748,5,9,2022-01-22T00:45:05Z,340000,230.0,14.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M41.00S,2022-01-22T00:45:03.3Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,5,9,2022-01-22T00:45:05Z,350000,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,
36,PT08M35.00S,2022-01-22T00:45:09.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,25.706307490144546,80.14705882352942,1610612748,5,9,2022-01-22T00:45:15Z,360000,-151.0,189.0,1,left,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M31.00S,2022-01-22T00:45:13.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,5,9,2022-01-22T00:45:15Z,370000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,
38,PT08M23.00S,2022-01-22T00:45:22.8Z,1,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,5,9,2022-01-22T00:45:30Z,380000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,,,,,,,1626301.0,1.0,,,,,,,,,,,,,
39,PT08M09.00S,2022-01-22T00:45:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,69.59592641261499,20.098039215686274,1610612737,8,9,2022-01-22T00:45:49Z,390000,-150.0,233.0,1,right,T. Young 27' 3PT pullup (3 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,27.71,Made,3.0,,,,,,,,,,,,,,,,,,
40,PT07M50.00S,2022-01-22T00:46:02.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,26.10052562417871,13.480392156862745,1610612748,8,9,2022-01-22T00:46:09Z,400000,183.0,193.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M47.00S,2022-01-22T00:46:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,8,9,2022-01-22T00:46:09Z,410000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
42,PT07M47.00S,2022-01-22T00:46:09.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,8,9,2022-01-22T00:46:09Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M37.00S,2022-01-22T00:46:28.7Z,1,REGULAR,foul,personal,['3freethrow'],1630168,,,1610612748,8,9,2022-01-22T00:46:48Z,430000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Robinson 3 FT),"[1630168, 1629130]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Robinson,1629130.0,,,,,
45,PT07M37.00S,2022-01-22T00:47:09.6Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629130,,,1610612748,8,10,2022-01-22T00:47:09Z,450000,,,0,,D. Robinson Free Throw 1 of 3 (6 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
46,PT07M37.00S,2022-01-22T00:47:31.7Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629130,,,1610612748,8,10,2022-01-22T00:47:31Z,460000,,,0,,MISS D. Robinson Free Throw 2 of 3,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M37.00S,2022-01-22T00:47:31.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,8,10,2022-01-22T00:47:31Z,470000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,
48,PT07M37.00S,2022-01-22T00:47:32.8Z,1,REGULAR,substitution,out,[],1630168,,,1610612748,8,10,2022-01-22T00:47:36Z,480000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M37.00S,2022-01-22T00:47:32.8Z,1,REGULAR,substitution,in,[],203991,,,1610612748,8,10,2022-01-22T00:47:36Z,490000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2022-01-22T00:47:52.0Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629130,,,1610612748,8,11,2022-01-22T00:47:52Z,500000,,,0,,D. Robinson Free Throw 3 of 3 (7 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
51,PT07M21.00S,2022-01-22T00:48:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.19776609724047,47.30392156862745,1610612737,10,11,2022-01-22T00:48:14Z,510000,-13.0,21.0,1,right,J. Collins cutting Layup (2 PTS) (D. Hunter 2 AST),"[1628381, 1629631]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,2.48,Made,2.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,,,
53,PT07M06.00S,2022-01-22T00:48:24.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,10,11,2022-01-22T00:48:28Z,530000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1629631]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,1.0,,,,,,,,,Hunter,1629631.0,,,
54,PT07M06.00S,2022-01-22T00:48:24.3Z,1,REGULAR,steal,,[],1629631,,,1610612737,10,11,2022-01-22T00:48:26Z,540000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2022-01-22T00:48:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612737,10,11,2022-01-22T00:48:49Z,550000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Young 2 FT),"[1629130, 1629027]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Young,1629027.0,,,,,
57,PT07M03.00S,2022-01-22T00:48:56.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629027,,,1610612737,10,11,2022-01-22T00:48:56Z,570000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M03.00S,2022-01-22T00:48:56.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,10,11,2022-01-22T00:48:56Z,580000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,
59,PT07M03.00S,2022-01-22T00:49:10.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629027,,,1610612737,11,11,2022-01-22T00:49:10Z,590000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2022-01-22T00:49:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,16.63929040735874,57.107843137254896,1610612748,11,13,2022-01-22T00:49:30Z,600000,-36.0,104.0,1,left,P. Tucker 10' floating Jump Shot (2 PTS) (D. Robinson 1 AST),"[200782, 1629130]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,10.98,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
62,PT06M26.00S,2022-01-22T00:49:48.3Z,1,REGULAR,2pt,Jump Shot,[],1629631,75.1149802890933,55.63725490196079,1610612737,11,13,2022-01-22T00:49:53Z,620000,28.0,181.0,1,right,MISS D. Hunter 18' step back Shot,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,18.36,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2022-01-22T00:49:50.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,13,2022-01-22T00:49:53Z,630000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,
64,PT06M09.00S,2022-01-22T00:50:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629216,30.962549277266753,36.029411764705884,1610612748,11,16,2022-01-22T00:50:11Z,640000,70.0,239.0,1,left,G. Vincent 24' 3PT  (3 PTS) (J. Butler 2 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,24.85,Made,3.0,J. Butler,202710.0,2.0,,,,,,,,,,,,,,,
66,PT06M00.00S,2022-01-22T00:50:18.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,11,16,2022-01-22T00:50:18Z,660000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2022-01-22T00:53:38.4Z,1,REGULAR,turnover,lost ball,[],1629631,,,1610612737,11,16,2022-01-22T00:53:42Z,670000,,,0,,D. Hunter lost ball TURNOVER (2 TO),"[1629631, 200782]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,2.0,,,,,,,,,Tucker,200782.0,,,
68,PT05M43.00S,2022-01-22T00:53:38.4Z,1,REGULAR,steal,,[],200782,,,1610612748,11,16,2022-01-22T00:53:40Z,680000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2022-01-22T00:53:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,24.917871222076215,82.1078431372549,1610612748,11,19,2022-01-22T00:53:50Z,690000,-161.0,182.0,1,left,G. Vincent 24' 3PT  (6 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,24.24,Made,6.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,,
72,PT05M19.00S,2022-01-22T00:54:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,89.17542706964521,95.58823529411765,1610612737,14,19,2022-01-22T00:54:09Z,720000,228.0,49.0,1,right,J. Collins 3PT  (5 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,23.32,Made,5.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
74,PT04M55.00S,2022-01-22T00:54:26.3Z,1,REGULAR,2pt,Jump Shot,[],1628389,8.229303547963205,73.52941176470588,1610612748,14,21,2022-01-22T00:55:13Z,740000,-118.0,25.0,1,left,B. Adebayo 12' pullup Jump Shot (4 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,12.02,Made,4.0,,,,,,,,,,,,,,,,,,
75,PT04M48.00S,2022-01-22T00:54:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.85479632063075,50.245098039215684,1610612737,16,21,2022-01-22T00:56:31Z,750000,1.0,15.0,1,right,D. Hunter running Layup (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,1.47,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
77,PT04M34.00S,2022-01-22T00:54:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,27.283180026281208,18.627450980392158,1610612748,16,21,2022-01-22T00:54:52Z,770000,157.0,204.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M31.00S,2022-01-22T00:54:50.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,21,2022-01-22T00:54:52Z,780000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,
79,PT04M24.00S,2022-01-22T00:54:58.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,76.95466491458606,68.13725490196079,1610612737,18,21,2022-01-22T00:55:02Z,790000,91.0,164.0,1,right,T. Young 18' step back Jump Shot (6 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,18.75,Made,6.0,,,,,,,,,,,,,,,,,,
80,PT04M09.00S,2022-01-22T00:55:12.1Z,1,REGULAR,3pt,Jump Shot,[],200782,7.440867279894875,93.87254901960785,1610612748,18,21,2022-01-22T00:55:17Z,800000,-219.0,17.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.01,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M07.00S,2022-01-22T00:55:14.1Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,18,21,2022-01-22T00:55:17Z,810000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,
82,PT03M56.00S,2022-01-22T00:55:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.9862023653088,50.73529411764706,1610612737,20,21,2022-01-22T00:55:31Z,820000,4.0,13.0,1,right,T. Young driving Layup (8 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,1.39,Made,8.0,,,,,,,,,,,,,,,,,,
83,PT03M56.00S,2022-01-22T00:55:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,21,2022-01-22T00:55:32Z,830000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,out,[],1628989,,,1610612748,20,21,2022-01-22T00:58:23Z,840000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,20,21,2022-01-22T00:58:23Z,850000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,out,[],200782,,,1610612748,20,21,2022-01-22T00:58:23Z,860000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,in,[],1626153,,,1610612748,20,21,2022-01-22T00:58:23Z,870000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,20,21,2022-01-22T00:58:23Z,880000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M56.00S,2022-01-22T00:57:49.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,20,21,2022-01-22T00:58:23Z,890000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M43.00S,2022-01-22T00:58:52.4Z,1,REGULAR,foul,personal,[],1629631,,,1610612748,20,21,2022-01-22T00:59:00Z,900000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1629130]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,1201.0,,,,,,1.0,0.0,Robinson,1629130.0,,,,,
92,PT03M29.00S,2022-01-22T00:59:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.178055190538765,47.549019607843135,1610612748,20,21,2022-01-22T00:59:29Z,920000,12.0,15.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
93,PT03M26.00S,2022-01-22T00:59:27.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,20,21,2022-01-22T00:59:29Z,930000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,92.0,2.0,2.0,0.0,,,,,,,,,
