actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
190,PT07M11.00S,2022-01-22T01:16:58.6Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,42,41,2022-01-22T01:17:13Z,1880000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M11.00S,2022-01-22T01:16:58.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,42,41,2022-01-22T01:17:13Z,1890000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT06M53.00S,2022-01-22T01:17:42.5Z,2,REGULAR,2pt,Jump Shot,[],101150,88.38699080157687,75.73529411764706,1610612737,42,41,2022-01-22T01:17:48Z,1900000,129.0,57.0,1,right,MISS L. Williams 14' pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,14.06,Missed,,,,,,,,,,,,,,,,,,,
193,PT06M51.00S,2022-01-22T01:17:44.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,42,41,2022-01-22T01:17:48Z,1910000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,
194,PT06M51.00S,2022-01-22T01:17:49.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,42,41,2022-01-22T01:17:49Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M40.00S,2022-01-22T01:17:59.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,28.728646517739815,77.94117647058823,1610612748,42,41,2022-01-22T01:18:04Z,1930000,-140.0,218.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
196,PT06M36.00S,2022-01-22T01:18:03.6Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,42,41,2022-01-22T01:18:04Z,1940000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,,
197,PT06M25.00S,2022-01-22T01:18:13.5Z,2,REGULAR,3pt,Jump Shot,[],101150,96.66557161629436,95.58823529411765,1610612737,42,41,2022-01-22T01:18:18Z,1950000,228.0,-21.0,1,right,MISS L. Williams 3PT,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
198,PT06M22.00S,2022-01-22T01:18:16.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,42,41,2022-01-22T01:18:18Z,1960000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,
199,PT06M13.00S,2022-01-22T01:18:25.9Z,2,REGULAR,3pt,Jump Shot,[],1629216,30.962549277266753,35.049019607843135,1610612748,42,41,2022-01-22T01:18:30Z,1970000,75.0,239.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
200,PT06M10.00S,2022-01-22T01:18:28.9Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,42,41,2022-01-22T01:18:30Z,1980000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,199.0,4.0,4.0,0.0,,,,,,,,,
201,PT06M04.00S,2022-01-22T01:18:35.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.11760840998686,50.0,1610612737,44,41,2022-01-22T01:18:40Z,1990000,0.0,12.0,1,right,J. Collins cutting DUNK (9 PTS) (D. Wright 5 AST),"[1628381, 1626153]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.22,Made,9.0,D. Wright,1626153.0,5.0,,,,,,,,,,,,,,,
203,PT05M49.00S,2022-01-22T01:18:49.4Z,2,REGULAR,3pt,Jump Shot,[],1629657,7.966491458607096,4.411764705882353,1610612748,44,41,2022-01-22T01:18:53Z,2010000,228.0,22.0,1,left,MISS K. Guy 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
204,PT05M47.00S,2022-01-22T01:18:51.4Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,44,41,2022-01-22T01:18:53Z,2020000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,
205,PT05M37.00S,2022-01-22T01:19:04.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,65.91655716162943,42.15686274509804,1610612737,47,41,2022-01-22T01:19:20Z,2030000,-39.0,268.0,1,right,T. Young 27' 3PT step back (11 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,27.08,Made,11.0,,,,,,,,,,,,,,,,,,
206,PT05M37.00S,2022-01-22T01:19:59.9Z,2,REGULAR,stoppage,other,[],0,,,1610612748,47,41,2022-01-22T01:19:59Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT05M28.00S,2022-01-22T01:20:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.521024967148489,51.9607843137255,1610612748,47,41,2022-01-22T01:20:14Z,2050000,-10.0,9.0,1,left,MISS M. Strus driving Layup - blocked,"[1629622, 1630168]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,1.32,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0,
208,PT05M28.00S,2022-01-22T01:20:10.4Z,2,REGULAR,block,,[],1630168,,,1610612748,47,41,2022-01-22T01:20:13Z,2060000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT05M24.00S,2022-01-22T01:20:14.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,47,41,2022-01-22T01:20:14Z,2070000,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,207.0,5.0,5.0,0.0,,,,,,,,,
210,PT05M22.00S,2022-01-22T01:20:15.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",101150,92.9862023653088,50.245098039215684,1610612737,49,41,2022-01-22T01:20:29Z,2080000,1.0,13.0,1,right,L. Williams running Layup (7 PTS) (T. Young 2 AST),"[101150, 1629027]",1610612737.0,ATL,running,,,Williams,L. Williams,,,,,1.35,Made,7.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
212,PT05M21.00S,2022-01-22T01:20:25.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,49,41,2022-01-22T01:20:25Z,2100000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,out,[],101150,,,1610612748,49,41,2022-01-22T01:23:03Z,2110000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,49,41,2022-01-22T01:23:03Z,2120000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,out,[],1629657,,,1610612748,49,41,2022-01-22T01:23:03Z,2130000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,out,[],203473,,,1610612748,49,41,2022-01-22T01:23:03Z,2140000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612748,49,41,2022-01-22T01:23:03Z,2150000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,49,41,2022-01-22T01:23:03Z,2160000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,in,[],202710,,,1610612748,49,41,2022-01-22T01:23:03Z,2170000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M21.00S,2022-01-22T01:22:47.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,49,41,2022-01-22T01:23:03Z,2180000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M12.00S,2022-01-22T01:23:27.8Z,2,REGULAR,foul,offensive,[],1629130,,,1610612748,49,41,2022-01-22T01:23:36Z,2190000,,,0,,D. Robinson off-the-ball offensive FOUL (3 PF),"[1629130, 1629631]",1610612748.0,MIA,off-the-ball,,,Robinson,D. Robinson,,,,,,,,,,,201640.0,,,,,,3.0,0.0,Hunter,1629631.0,,,,,
223,PT05M12.00S,2022-01-22T01:23:27.8Z,2,REGULAR,turnover,offensive foul,[],1629130,,,1610612748,49,41,2022-01-22T01:23:27Z,2210000,,,0,,D. Robinson offensive foul TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,201640.0,1.0,,,,,,,,,,,,,
224,PT05M02.00S,2022-01-22T01:23:49.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,49,41,2022-01-22T01:23:49Z,2220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT04M48.00S,2022-01-22T01:24:15.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,86.28449408672799,70.58823529411765,1610612737,51,41,2022-01-22T01:25:19Z,2230000,103.0,76.0,1,right,J. Collins 12' fadeaway Jump Shot (11 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,fadeaway,,,Collins,J. Collins,,,,,12.82,Made,11.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,,
227,PT04M26.00S,2022-01-22T01:24:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.5946123521682,49.50980392156863,1610612748,51,43,2022-01-22T01:26:57Z,2250000,2.0,47.0,1,left,B. Adebayo driving floating bank Jump Shot (6 PTS),[1628389],1610612748.0,MIA,driving floating bank,,,Adebayo,B. Adebayo,,,,,4.72,Made,6.0,,,,,,,,,,,,,,,,,,
228,PT04M26.00S,2022-01-22T01:24:44.3Z,2,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612748,51,43,2022-01-22T01:25:02Z,2260000,,,0,,J. Collins shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1628381, 1628389]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,201640.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,
230,PT04M26.00S,2022-01-22T01:25:06.6Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,51,44,2022-01-22T01:25:06Z,2280000,,,0,,B. Adebayo Free Throw 1 of 1 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
231,PT04M14.00S,2022-01-22T01:25:19.3Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,51,44,2022-01-22T01:25:24Z,2290000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628997]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,1.0,,,,,,,,,Martin,1628997.0,,,
232,PT04M14.00S,2022-01-22T01:25:19.3Z,2,REGULAR,steal,,[],1628997,,,1610612748,51,44,2022-01-22T01:25:21Z,2300000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M01.00S,2022-01-22T01:25:36.2Z,2,REGULAR,foul,personal,[],1630168,,,1610612748,51,44,2022-01-22T01:25:46Z,2310000,,,0,,O. Okongwu personal FOUL (3 PF),"[1630168, 1629130]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,1626301.0,,,,,,3.0,0.0,Robinson,1629130.0,,,,,
235,PT04M01.00S,2022-01-22T01:25:48.9Z,2,REGULAR,substitution,out,[],1630168,,,1610612748,51,44,2022-01-22T01:25:53Z,2330000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M01.00S,2022-01-22T01:25:48.9Z,2,REGULAR,substitution,in,[],203991,,,1610612748,51,44,2022-01-22T01:25:53Z,2340000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT03M49.00S,2022-01-22T01:26:12.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,31.882391590013142,45.588235294117645,1610612748,51,44,2022-01-22T01:39:29Z,2350000,22.0,247.0,1,left,MISS M. Strus 24' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
238,PT03M46.00S,2022-01-22T01:26:15.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,51,44,2022-01-22T01:26:17Z,2360000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,,
239,PT03M40.00S,2022-01-22T01:26:20.9Z,2,REGULAR,3pt,Jump Shot,[],1628381,66.70499342969777,53.431372549019606,1610612737,51,44,2022-01-22T01:28:51Z,2370000,17.0,260.0,1,right,MISS J. Collins 26' pullup 3PT,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
240,PT03M35.00S,2022-01-22T01:26:25.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,51,44,2022-01-22T01:26:25Z,2380000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,239.0,2.0,2.0,0.0,,,,,,,,,
241,PT03M28.00S,2022-01-22T01:26:34.7Z,2,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,51,44,2022-01-22T01:26:44Z,2390000,,,0,,C. Martin lost ball out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,lost ball,,,Martin,C. Martin,,,,,,,,,,,1626301.0,1.0,,,,,,,,,,,,,
242,PT03M28.00S,2022-01-22T01:26:39.7Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,51,44,2022-01-22T01:26:46Z,2400000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M28.00S,2022-01-22T01:26:39.7Z,2,REGULAR,substitution,out,[],1629130,,,1610612737,51,44,2022-01-22T01:26:46Z,2410000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M28.00S,2022-01-22T01:26:39.7Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,51,44,2022-01-22T01:26:46Z,2420000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M28.00S,2022-01-22T01:26:39.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612737,51,44,2022-01-22T01:26:46Z,2430000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M10.00S,2022-01-22T01:27:06.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,90.88370565045992,3.9215686274509802,1610612737,51,44,2022-01-22T01:27:11Z,2440000,-230.0,33.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
247,PT03M05.00S,2022-01-22T01:27:11.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,51,44,2022-01-22T01:27:11Z,2450000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,
248,PT02M57.00S,2022-01-22T01:27:20.2Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,51,44,2022-01-22T01:27:28Z,2460000,,,0,,G. Vincent lost ball out-of-bounds TURNOVER (2 TO),[1629216],1610612748.0,MIA,lost ball,,,Vincent,G. Vincent,,,,,,,,,,,201640.0,2.0,,,,,,,,,,,,,
249,PT02M43.00S,2022-01-22T01:27:38.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,70.77858081471747,77.45098039215686,1610612737,54,44,2022-01-22T01:27:43Z,2470000,137.0,222.0,1,right,T. Young 26' 3PT step back (14 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.12,Made,14.0,,,,,,,,,,,,,,,,,,
250,PT02M20.00S,2022-01-22T01:28:00.7Z,2,REGULAR,3pt,Jump Shot,[],1628997,27.677398160315374,21.813725490196077,1610612748,54,44,2022-01-22T01:28:06Z,2480000,141.0,208.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
251,PT02M16.00S,2022-01-22T01:28:04.7Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,54,44,2022-01-22T01:28:06Z,2490000,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,250.0,3.0,3.0,0.0,,,,,,,,,
252,PT02M08.00S,2022-01-22T01:28:14.8Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612737,54,44,2022-01-22T01:28:42Z,2500000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Young 2 FT),"[1629216, 1629027]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,201640.0,,,,,,2.0,0.0,Young,1629027.0,,,,,
254,PT02M08.00S,2022-01-22T01:28:43.6Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,54,44,2022-01-22T01:28:43Z,2520000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
255,PT02M08.00S,2022-01-22T01:28:43.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,54,44,2022-01-22T01:28:43Z,2530000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,
256,PT02M08.00S,2022-01-22T01:28:59.8Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,55,44,2022-01-22T01:28:59Z,2540000,,,0,,T. Young Free Throw 2 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
257,PT01M56.00S,2022-01-22T01:29:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,7.440867279894875,41.911764705882355,1610612748,55,44,2022-01-22T01:29:17Z,2550000,40.0,17.0,1,left,MISS J. Butler driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,,
258,PT01M53.00S,2022-01-22T01:29:16.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,55,44,2022-01-22T01:29:17Z,2560000,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,257.0,6.0,6.0,0.0,,,,,,,,,
259,PT01M47.00S,2022-01-22T01:29:22.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,68.41327201051249,68.13725490196079,1610612737,58,44,2022-01-22T01:29:27Z,2570000,91.0,244.0,1,right,D. Hunter 26' 3PT  (5 PTS) (C. Capela 1 AST),"[1629631, 203991]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,26.07,Made,5.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,,
261,PT01M42.00S,2022-01-22T01:29:36.4Z,2,REGULAR,foul,personal,[],1629216,,,1610612748,58,44,2022-01-22T01:29:50Z,2590000,,,0,,G. Vincent double personal FOUL (3 PF),"[1629216, 1628381]",1610612748.0,MIA,double,,,Vincent,G. Vincent,,,,,,,,,,,1626301.0,,,,,,3.0,0.0,Collins,1628381.0,,,,,
263,PT01M42.00S,2022-01-22T01:29:36.4Z,2,REGULAR,foul,personal,[],1628381,,,1610612748,58,44,2022-01-22T01:29:43Z,2610000,,,0,,J. Collins double personal FOUL (2 PF),"[1628381, 1629216]",1610612737.0,ATL,double,,,Collins,J. Collins,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Vincent,1629216.0,,,,,
265,PT01M42.00S,2022-01-22T01:29:50.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,58,44,2022-01-22T01:29:55Z,2630000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT01M42.00S,2022-01-22T01:29:50.1Z,2,REGULAR,substitution,in,[],1629657,,,1610612748,58,44,2022-01-22T01:29:55Z,2640000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT01M21.00S,2022-01-22T01:30:30.9Z,2,REGULAR,3pt,Jump Shot,[],202710,25.18068331143233,15.931372549019606,1610612748,58,44,2022-01-22T01:30:37Z,2650000,170.0,184.0,1,left,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
268,PT01M16.00S,2022-01-22T01:30:35.9Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,58,44,2022-01-22T01:30:37Z,2660000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,267.0,3.0,2.0,1.0,,,,,,,,,
269,PT01M16.00S,2022-01-22T01:30:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,5.590000152587891,50.0,1610612748,58,46,2022-01-22T01:30:36Z,2670000,0.0,0.0,1,left,C. Martin tip Layup (4 PTS),[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
270,PT00M52.70S,2022-01-22T01:31:00.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612737,58,46,2022-01-22T01:31:26Z,2680000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Collins 2 FT),"[1628389, 1628381]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,1201.0,,,,,,1.0,0.0,Collins,1628381.0,,,,,
272,PT00M52.70S,2022-01-22T01:31:27.4Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,59,46,2022-01-22T01:31:27Z,2700000,,,0,,J. Collins Free Throw 1 of 2 (12 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
273,PT00M52.70S,2022-01-22T01:31:40.7Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,60,46,2022-01-22T01:31:40Z,2710000,,,0,,J. Collins Free Throw 2 of 2 (13 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
274,PT00M39.10S,2022-01-22T01:31:56.7Z,2,REGULAR,3pt,Jump Shot,[],1628997,14.668199737187912,4.901960784313726,1610612748,60,49,2022-01-22T01:32:01Z,2720000,225.0,85.0,1,left,C. Martin 24' 3PT  (7 PTS) (M. Strus 2 AST),"[1628997, 1629622]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.11,Made,7.0,M. Strus,1629622.0,2.0,,,,,,,,,,,,,,,
276,PT00M29.60S,2022-01-22T01:32:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,70.25295663600527,75.73529411764706,1610612737,60,49,2022-01-22T01:32:14Z,2740000,129.0,227.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
277,PT00M25.10S,2022-01-22T01:32:13.6Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,60,49,2022-01-22T01:32:14Z,2750000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,276.0,4.0,4.0,0.0,,,,,,,,,
278,PT00M20.60S,2022-01-22T01:32:19.6Z,2,REGULAR,foul,personal,[],1628381,,,1610612748,60,49,2022-01-22T01:32:30Z,2760000,,,0,,J. Collins personal FOUL (3 PF),"[1628381, 1628997]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,1626301.0,,,,,,3.0,0.0,Martin,1628997.0,,,,,
280,PT00M20.60S,2022-01-22T01:32:40.5Z,2,REGULAR,substitution,out,[],1628381,,,1610612748,60,49,2022-01-22T01:33:10Z,2780000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
