actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
18,PT10M20.00S,2022-03-25T23:41:55.7Z,1,REGULAR,3pt,Jump Shot,[],202691,28.07161629434954,79.65686274509804,1610612744,5,3,2022-03-25T23:42:00Z,180000,-148.0,211.0,1,left,K. Thompson 25' 3PT  (3 PTS) (A. Wiggins 1 AST),"[202691, 203952]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.82,Made,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,,
20,PT10M03.00S,2022-03-25T23:42:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,81.15965834428384,38.48039215686275,1610612737,7,3,2022-03-25T23:42:21Z,200000,-58.0,125.0,1,right,D. Hunter 13' pullup Jump Shot (2 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,13.73,Made,2.0,,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2022-03-25T23:42:19.9Z,1,REGULAR,3pt,Jump Shot,[],203952,22.421156373193167,12.009803921568627,1610612744,7,3,2022-03-25T23:42:28Z,210000,190.0,158.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M53.00S,2022-03-25T23:42:22.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,3,2022-03-25T23:42:25Z,220000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,21.0,4.0,3.0,1.0,,,,,,,,,,,
23,PT09M47.00S,2022-03-25T23:42:29.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,97.32260183968464,95.34313725490196,1610612737,7,3,2022-03-25T23:42:33Z,230000,227.0,-27.0,1,right,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M45.00S,2022-03-25T23:42:31.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,7,3,2022-03-25T23:42:31Z,240000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,
25,PT09M44.00S,2022-03-25T23:42:33.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,72.09264126149803,19.852941176470587,1610612737,7,3,2022-03-25T23:42:37Z,250000,-151.0,210.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2022-03-25T23:42:37.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,7,3,2022-03-25T23:42:37Z,260000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M37.00S,2022-03-25T23:42:39.2Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,7,3,2022-03-25T23:42:48Z,270000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629631]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,1.0,Hunter,1629631.0,,,,,,,,
28,PT09M37.00S,2022-03-25T23:42:39.2Z,1,REGULAR,steal,,[],1629631,,,1610612737,7,3,2022-03-25T23:42:48Z,280000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M23.00S,2022-03-25T23:42:53.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,69.33311432325887,25.735294117647058,1610612737,10,3,2022-03-25T23:42:57Z,290000,-121.0,236.0,1,right,K. Huerter 26' 3PT  (6 PTS) (D. Hunter 2 AST),"[1628989, 1629631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.52,Made,6.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,,,
31,PT09M11.00S,2022-03-25T23:43:05.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.882391590013142,47.05882352941176,1610612744,10,6,2022-03-25T23:46:29Z,310000,15.0,247.0,1,left,J. Poole 24' 3PT pullup (3 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,24.76,Made,3.0,,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2022-03-25T23:43:20.6Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,10,6,2022-03-25T23:43:25Z,330000,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,,,
34,PT08M48.00S,2022-03-25T23:43:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,27.54599211563732,19.607843137254903,1610612744,10,6,2022-03-25T23:43:40Z,340000,152.0,206.0,1,left,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2022-03-25T23:43:38.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,6,2022-03-25T23:43:40Z,350000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,34.0,5.0,4.0,1.0,,,,,,,,,,,
36,PT08M38.00S,2022-03-25T23:43:46.8Z,1,REGULAR,2pt,Jump Shot,[],1628989,89.83245729303549,69.11764705882352,1610612737,10,6,2022-03-25T23:46:11Z,360000,96.0,43.0,1,right,MISS K. Huerter 10' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M35.00S,2022-03-25T23:43:49.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,10,6,2022-03-25T23:43:52Z,370000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,36.0,6.0,4.0,2.0,,,,,,,,,,,
38,PT08M35.00S,2022-03-25T23:43:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,12,6,2022-03-25T23:43:51Z,380000,0.0,0.0,1,right,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2022-03-25T23:43:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,6,2022-03-25T23:43:55Z,390000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2022-03-25T23:47:00.9Z,1,REGULAR,2pt,Jump Shot,[],202691,16.90210249671485,24.264705882352942,1610612744,12,6,2022-03-25T23:47:05Z,400000,129.0,106.0,1,left,MISS K. Thompson 16' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2022-03-25T23:47:04.6Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,12,6,2022-03-25T23:47:04Z,410000,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,
42,PT08M19.00S,2022-03-25T23:47:05.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,27.151773981603156,18.627450980392158,1610612744,12,9,2022-03-25T23:47:10Z,420000,157.0,203.0,1,left,K. Thompson 25' 3PT  (6 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.63,Made,6.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
44,PT07M54.00S,2022-03-25T23:47:30.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,88.78120893561103,50.98039215686274,1610612737,14,9,2022-03-25T23:47:34Z,440000,5.0,53.0,1,right,C. Capela Hook (4 PTS) (D. Gallinari 1 AST),"[203991, 201568]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,5.32,Made,4.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,,,,
46,PT07M39.00S,2022-03-25T23:47:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,10.200394218134035,60.29411764705882,1610612744,14,11,2022-03-25T23:47:49Z,460000,-51.0,43.0,1,left,J. Kuminga 6' driving floating bank Jump Shot (2 PTS) (K. Thompson 1 AST),"[1630228, 202691]",1610612744.0,GSW,driving floating bank,,,Kuminga,J. Kuminga,,,,,6.73,Made,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,,
47,PT07M28.00S,2022-03-25T23:47:56.3Z,1,REGULAR,3pt,Jump Shot,[],201568,71.04139290407359,78.43137254901961,1610612737,17,11,2022-03-25T23:48:01Z,470000,142.0,220.0,1,right,D. Gallinari 26' 3PT  (3 PTS) (T. Young 1 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.17,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
49,PT07M09.00S,2022-03-25T23:48:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.61957950065703,55.63725490196079,1610612744,17,14,2022-03-25T23:48:18Z,490000,-28.0,245.0,1,left,J. Poole 24' 3PT  (6 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,24.63,Made,6.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
51,PT06M56.00S,2022-03-25T23:48:31.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,17,14,2022-03-25T23:48:31Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M56.00S,2022-03-25T23:48:33.6Z,1,REGULAR,substitution,out,[],203110,,,1610612737,17,14,2022-03-25T23:48:40Z,520000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M56.00S,2022-03-25T23:48:33.6Z,1,REGULAR,substitution,in,[],1626172,,,1610612737,17,14,2022-03-25T23:48:40Z,530000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2022-03-25T23:48:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,89.70105124835742,59.55882352941176,1610612737,19,14,2022-03-25T23:49:01Z,540000,48.0,44.0,1,right,D. Gallinari 6' turnaround Jump Shot (5 PTS) (K. Huerter 1 AST),"[201568, 1628989]",1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,6.52,Made,5.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,,
56,PT06M36.00S,2022-03-25T23:49:08.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,6.258212877792378,51.9607843137255,1610612744,19,14,2022-03-25T23:49:14Z,560000,-10.0,6.0,1,left,MISS J. Kuminga cutting DUNK - blocked,"[1630228, 203991]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,1.17,Missed,,,,,,,,,,,,,Capela,203991.0,,,,,
57,PT06M36.00S,2022-03-25T23:49:08.9Z,1,REGULAR,block,,[],203991,,,1610612744,19,14,2022-03-25T23:49:11Z,570000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2022-03-25T23:49:12.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,19,14,2022-03-25T23:49:53Z,580000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,
59,PT06M30.00S,2022-03-25T23:49:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,23.603810775295663,9.803921568627452,1610612744,19,17,2022-03-25T23:49:19Z,590000,201.0,169.0,1,left,K. Thompson 26' 3PT pullup (9 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,26.29,Made,9.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
60,PT06M13.00S,2022-03-25T23:49:32.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,76.69185282522996,12.254901960784313,1610612737,22,17,2022-03-25T23:49:36Z,600000,-189.0,167.0,1,right,K. Huerter 25' 3PT  (9 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.17,Made,9.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
62,PT06M02.00S,2022-03-25T23:49:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.601182654402102,51.225490196078425,1610612744,22,19,2022-03-25T23:50:50Z,620000,-6.0,0.0,1,left,J. Poole driving finger roll Layup (8 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,0.61,Made,8.0,,,,,,,,,,,,,,,,,,
63,PT05M51.00S,2022-03-25T23:49:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.9862023653088,50.0,1610612737,24,19,2022-03-25T23:50:00Z,630000,0.0,13.0,1,right,C. Capela cutting Layup (6 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,1.34,Made,6.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,,
65,PT05M51.00S,2022-03-25T23:50:06.1Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612737,24,19,2022-03-25T23:50:25Z,650000,,,0,,K. Looney shooting personal FOUL (1 PF) (Capela 1 FT),"[1626172, 203991]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Capela,203991.0,
67,PT05M51.00S,2022-03-25T23:50:12.2Z,1,REGULAR,substitution,out,[],201568,,,1610612737,24,19,2022-03-25T23:50:17Z,670000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M51.00S,2022-03-25T23:50:12.2Z,1,REGULAR,substitution,out,[],202691,,,1610612737,24,19,2022-03-25T23:50:17Z,680000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M51.00S,2022-03-25T23:50:12.2Z,1,REGULAR,substitution,in,[],1627789,,,1610612737,24,19,2022-03-25T23:50:17Z,690000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2022-03-25T23:50:12.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612737,24,19,2022-03-25T23:50:17Z,700000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M51.00S,2022-03-25T23:50:30.5Z,1,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,24,19,2022-03-25T23:50:32Z,710000,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M49.00S,2022-03-25T23:50:32.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,24,19,2022-03-25T23:50:32Z,720000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,,
73,PT05M29.00S,2022-03-25T23:52:04.8Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612744,24,19,2022-03-26T00:38:40Z,722500,,,0,,Jump Ball D. Hunter vs. J. Kuminga: Tip to T. Young,"[1629027, 1629631, 1630228]",1610612737.0,ATL,heldball,T. Young,1629027.0,Young,T. Young,Hunter,1629631.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-03-25T23:52:04.8Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,24,19,2022-03-26T00:38:48Z,725000,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1629631]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1.0,Hunter,1629631.0,,,,,,,,
77,PT05M29.00S,2022-03-25T23:52:04.8Z,1,REGULAR,steal,,[],1629631,,,1610612737,24,19,2022-03-26T00:09:33Z,727500,,,0,,D. Hunter STEAL (2 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M23.00S,2022-03-25T23:52:07.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,94.03745072273325,50.245098039215684,1610612737,26,19,2022-03-25T23:52:12Z,780000,1.0,4.0,1,right,T. Young running Layup (4 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,0.37,Made,4.0,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-03-25T23:52:19.3Z,1,REGULAR,3pt,Jump Shot,[],203952,33.196452036793694,45.34313725490196,1610612744,26,22,2022-03-25T23:52:23Z,790000,23.0,260.0,1,left,A. Wiggins 26' 3PT  (3 PTS) (K. Looney 2 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.05,Made,3.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,,
81,PT04M50.00S,2022-03-25T23:52:40.1Z,1,REGULAR,3pt,Jump Shot,[],1627789,76.03482260183968,11.27450980392157,1610612737,26,22,2022-03-25T23:52:45Z,810000,-194.0,173.0,1,right,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M47.00S,2022-03-25T23:52:43.1Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,26,22,2022-03-25T23:52:45Z,820000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
83,PT04M37.00S,2022-03-25T23:52:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,19.793035479632064,6.127450980392156,1610612744,26,22,2022-03-25T23:52:59Z,830000,219.0,134.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M31.00S,2022-03-25T23:53:00.0Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,26,22,2022-03-25T23:52:59Z,840000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,
85,PT04M31.00S,2022-03-25T23:52:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,26,24,2022-03-25T23:52:59Z,850000,0.0,0.0,1,left,G. Payton II tip Layup (2 PTS),[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
86,PT04M19.00S,2022-03-25T23:53:10.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,72.7496714848883,17.15686274509804,1610612737,26,24,2022-03-25T23:53:16Z,860000,-164.0,204.0,1,right,MISS D. Hunter 26' step back 3PT,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2022-03-25T23:53:14.3Z,1,REGULAR,rebound,offensive,[],1627789,,,1610612737,26,24,2022-03-25T23:53:14Z,870000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:0),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,
88,PT04M16.00S,2022-03-25T23:53:14.9Z,1,REGULAR,turnover,bad pass,[],1627789,,,1610612737,26,24,2022-03-25T23:53:18Z,880000,,,0,,T. Luwawu-Cabarrot bad pass TURNOVER (1 TO),"[1627789, 1627780]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,,
89,PT04M16.00S,2022-03-25T23:53:14.9Z,1,REGULAR,steal,,[],1627780,,,1610612744,26,24,2022-03-25T23:53:17Z,890000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
