actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
15,PT11M07.00S,2021-11-23T00:41:28.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,2,0,2021-11-23T00:41:28Z,150000,0.0,0.0,1,right,C. Capela putback DUNK (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
16,PT10M53.00S,2021-11-23T00:41:47.0Z,1,REGULAR,foul,personal,[],1628381,,,1610612760,2,0,2021-11-23T00:41:55Z,160000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 202324]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,1627963.0,1.0,0.0,Favors,202324.0,,,,,,,,,
18,PT10M45.00S,2021-11-23T00:42:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.915243101182654,50.0,1610612760,2,0,2021-11-23T00:42:13Z,180000,0.0,13.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M42.00S,2021-11-23T00:42:09.8Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,2,0,2021-11-23T00:49:18Z,190000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M35.00S,2021-11-23T00:42:17.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,86.67871222076215,38.970588235294116,1610612737,2,0,2021-11-23T00:42:24Z,200000,-55.0,73.0,1,right,MISS J. Collins 9' turnaround Hook,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2021-11-23T00:42:21.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2021-11-23T00:42:24Z,210000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,20.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
22,PT10M30.00S,2021-11-23T00:42:21.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,87.07293035479631,52.94117647058824,1610612737,4,0,2021-11-23T00:42:30Z,220000,15.0,69.0,1,right,C. Capela 7' turnaround Hook (4 PTS),[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,7.05,Made,,,,,4.0,,,,,,,,,,,,,,
23,PT10M19.00S,2021-11-23T00:42:33.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629647,8.886333771353483,41.17647058823529,1610612760,4,2,2021-11-23T00:42:47Z,230000,44.0,31.0,1,left,D. Bazley driving bank Hook (2 PTS),[1629647],1610612760.0,OKC,driving bank,,,Bazley,D. Bazley,,,,,5.39,Made,,,,,2.0,,,,,,,,,,,,,,
25,PT10M00.00S,2021-11-23T00:42:52.2Z,1,REGULAR,2pt,Jump Shot,[],1628989,94.95729303547962,17.15686274509804,1610612737,6,2,2021-11-23T00:42:59Z,250000,-164.0,-5.0,1,right,K. Huerter 16' step back Jump Shot (2 PTS),[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,16.43,Made,,,,,2.0,,,,,,,,,,,,,,
26,PT09M39.00S,2021-11-23T00:43:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,32.013797634691194,64.95098039215686,1610612760,6,5,2021-11-23T00:43:19Z,260000,-75.0,248.0,1,left,L. Dort 25' 3PT pullup (3 PTS) (D. Bazley 1 AST),"[1629652, 1629647]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,25.94,Made,,,,,3.0,,,,,,D. Bazley,1629647.0,1.0,,,,,,
28,PT09M31.00S,2021-11-23T00:43:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,75.1149802890933,84.06862745098039,1610612737,6,5,2021-11-23T00:47:09Z,280000,170.0,181.0,1,right,MISS K. Huerter 24' running 3PT,[1628989],1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M28.00S,2021-11-23T00:43:24.2Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,6,5,2021-11-23T00:43:32Z,290000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
30,PT09M15.00S,2021-11-23T00:43:37.7Z,1,REGULAR,3pt,Jump Shot,[],202324,7.966491458607096,96.07843137254902,1610612760,6,5,2021-11-23T00:43:42Z,300000,-230.0,22.0,1,left,MISS D. Favors 3PT,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M12.00S,2021-11-23T00:43:40.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,5,2021-11-23T00:43:42Z,310000,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,30.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
32,PT09M04.00S,2021-11-23T00:43:48.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.64323258869908,51.470588235294116,1610612737,8,5,2021-11-23T00:43:54Z,320000,7.0,7.0,1,right,C. Capela DUNK (6 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.04,Made,,,,,6.0,,,,,,T. Young,1629027.0,1.0,,,,,,
34,PT08M55.00S,2021-11-23T00:43:57.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202324,5.995400788436268,50.245098039215684,1610612760,8,7,2021-11-23T00:44:04Z,340000,-1.0,4.0,1,left,D. Favors cutting DUNK (2 PTS) (J. Giddey 1 AST),"[202324, 1630581]",1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,0.41,Made,,,,,2.0,,,,,,J. Giddey,1630581.0,1.0,,,,,,
36,PT08M47.00S,2021-11-23T00:44:05.1Z,1,REGULAR,3pt,Jump Shot,[],203992,85.49605781865965,5.637254901960785,1610612737,11,7,2021-11-23T00:49:15Z,360000,-222.0,84.0,1,right,B. Bogdanovic 3PT running (3 PTS) (T. Young 2 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,23.71,Made,,,,,3.0,,,,,,T. Young,1629027.0,2.0,,,,,,
38,PT08M28.00S,2021-11-23T00:44:24.0Z,1,REGULAR,3pt,Jump Shot,[],1629647,24.392247043363994,16.42156862745098,1610612760,11,7,2021-11-23T00:44:29Z,380000,168.0,177.0,1,left,MISS D. Bazley 24' pullup 3PT,[1629647],1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M24.00S,2021-11-23T00:44:28.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,11,7,2021-11-23T00:44:29Z,390000,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
40,PT08M15.00S,2021-11-23T00:44:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202324,6.389618922470433,49.26470588235294,1610612760,11,9,2021-11-23T00:44:45Z,400000,4.0,8.0,1,left,D. Favors reverse Layup (4 PTS) (D. Bazley 2 AST),"[202324, 1629647]",1610612760.0,OKC,reverse,,,Favors,D. Favors,,,,,0.85,Made,,,,,4.0,,,,,,D. Bazley,1629647.0,2.0,,,,,,
42,PT08M05.00S,2021-11-23T00:44:49.4Z,1,REGULAR,foul,personal,[],1629647,,,1610612737,11,9,2021-11-23T00:44:56Z,420000,,,0,,D. Bazley personal FOUL (1 PF),"[1629647, 203992]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,200832.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,
44,PT08M00.00S,2021-11-23T00:45:10.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612737,11,9,2021-11-23T00:45:21Z,440000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 203991]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,200832.0,1.0,0.0,Capela,203991.0,,,,,,,,,
46,PT07M53.00S,2021-11-23T00:45:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.52496714848883,47.549019607843135,1610612737,11,9,2021-11-23T00:45:46Z,460000,-12.0,102.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.31,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2021-11-23T00:45:45.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,11,9,2021-11-23T00:45:46Z,470000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
48,PT07M44.00S,2021-11-23T00:45:47.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,26.757555847568987,22.54901960784314,1610612760,11,9,2021-11-23T00:46:02Z,480000,137.0,199.0,1,left,MISS L. Dort 24' running pullup 3PT,[1629652],1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M40.00S,2021-11-23T00:45:51.5Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,11,9,2021-11-23T00:46:02Z,490000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
50,PT07M30.00S,2021-11-23T00:46:01.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,94.03745072273325,50.0,1610612737,13,9,2021-11-23T00:46:08Z,500000,0.0,4.0,1,right,J. Collins alley-oop DUNK (2 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,0.35,Made,,,,,2.0,,,,,,T. Young,1629027.0,3.0,,,,,,
52,PT07M16.00S,2021-11-23T00:46:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.383048620236531,59.80392156862745,1610612760,13,11,2021-11-23T00:46:21Z,520000,-49.0,55.0,1,left,J. Giddey 7' driving floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,7.33,Made,,,,,2.0,,,,,,,,,,,,,,
53,PT07M00.00S,2021-11-23T00:46:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,82.60512483574244,40.931372549019606,1610612737,13,11,2021-11-23T00:46:39Z,530000,-45.0,111.0,1,right,MISS K. Huerter 11' fadeaway Shot,[1628989],1610612737.0,ATL,fadeaway,,,Huerter,K. Huerter,,,,,11.99,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M55.00S,2021-11-23T00:46:36.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,13,11,2021-11-23T00:46:39Z,540000,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,53.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
55,PT06M55.00S,2021-11-23T00:46:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,13,11,2021-11-23T00:46:36Z,550000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2021-11-23T00:46:38.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,13,11,2021-11-23T00:46:38Z,560000,,,0,,C. Capela REBOUND (Off:4 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,55.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
57,PT06M54.00S,2021-11-23T00:46:38.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,13,11,2021-11-23T00:46:42Z,570000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M54.00S,2021-11-23T00:46:38.0Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,13,11,2021-11-23T00:46:42Z,580000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M46.00S,2021-11-23T00:46:46.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202324,5.601182654402102,49.754901960784316,1610612760,13,13,2021-11-23T00:46:53Z,590000,1.0,0.0,1,left,D. Favors DUNK (6 PTS) (J. Giddey 2 AST),"[202324, 1630581]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,0.12,Made,,,,,6.0,,,,,,J. Giddey,1630581.0,2.0,,,,,,
61,PT06M29.00S,2021-11-23T00:47:03.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,13,13,2021-11-23T00:47:09Z,610000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630526]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1.0,Robinson-Earl,1630526.0,,,
62,PT06M29.00S,2021-11-23T00:47:03.5Z,1,REGULAR,steal,,[],1630526,,,1610612760,13,13,2021-11-23T00:47:05Z,620000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2021-11-23T00:47:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630526,4.5499342969776615,50.98039215686274,1610612760,13,15,2021-11-23T00:47:24Z,630000,-5.0,-10.0,1,left,J. Robinson-Earl driving Layup (2 PTS) (J. Giddey 3 AST),"[1630526, 1630581]",1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,1.09,Made,,,,,2.0,,,,,,J. Giddey,1630581.0,3.0,,,,,,
65,PT05M58.00S,2021-11-23T00:47:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,80.89684625492772,42.40196078431372,1610612737,15,15,2021-11-23T00:47:39Z,650000,-38.0,127.0,1,right,B. Bogdanovic 13' step back Jump Shot (5 PTS) (J. Collins 1 AST),"[203992, 1628381]",1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,13.27,Made,,,,,5.0,,,,,,J. Collins,1628381.0,1.0,,,,,,
67,PT05M33.00S,2021-11-23T00:47:58.6Z,1,REGULAR,3pt,Jump Shot,[],1630526,27.54599211563732,23.52941176470588,1610612760,15,15,2021-11-23T00:48:03Z,670000,132.0,206.0,1,left,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M30.00S,2021-11-23T00:48:01.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,15,15,2021-11-23T00:48:03Z,680000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
69,PT05M21.00S,2021-11-23T00:48:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,65.39093298291722,41.66666666666667,1610612737,18,15,2021-11-23T00:48:18Z,690000,-42.0,273.0,1,right,T. Young 27' 3PT step back (3 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,27.6,Made,,,,,3.0,,,,,,,,,,,,,,
70,PT05M02.00S,2021-11-23T00:48:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,5.995400788436268,49.26470588235294,1610612760,18,17,2021-11-23T00:48:38Z,700000,4.0,4.0,1,left,D. Bazley driving Layup (4 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,0.54,Made,,,,,4.0,,,,,,,,,,,,,,
72,PT04M56.00S,2021-11-23T00:48:40.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,17,2021-11-23T00:48:40Z,720000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,18,17,2021-11-23T00:51:06Z,730000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,18,17,2021-11-23T00:51:06Z,740000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,out,[],202324,,,1610612737,18,17,2021-11-23T00:51:06Z,750000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,in,[],201568,,,1610612737,18,17,2021-11-23T00:51:06Z,760000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,18,17,2021-11-23T00:51:06Z,770000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M56.00S,2021-11-23T00:50:48.0Z,1,REGULAR,substitution,in,[],1630197,,,1610612737,18,17,2021-11-23T00:51:06Z,780000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M41.00S,2021-11-23T00:51:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,90.3580814717477,49.50980392156863,1610612737,20,17,2021-11-23T00:51:55Z,790000,-2.0,38.0,1,right,J. Collins Layup (4 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,3.82,Made,,,,,4.0,,,,,,K. Huerter,1628989.0,1.0,,,,,,
81,PT04M24.00S,2021-11-23T00:52:06.5Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,20,17,2021-11-23T00:52:14Z,810000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 203992]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,
82,PT04M24.00S,2021-11-23T00:52:06.5Z,1,REGULAR,steal,,[],203992,,,1610612737,20,17,2021-11-23T00:52:08Z,820000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2021-11-23T00:52:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,93.64323258869908,50.0,1610612737,22,17,2021-11-23T00:52:22Z,830000,0.0,7.0,1,right,K. Huerter running Layup (4 PTS) (D. Gallinari 1 AST),"[1628989, 201568]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,0.73,Made,,,,,4.0,,,,,,D. Gallinari,201568.0,1.0,,,,,,
85,PT04M09.00S,2021-11-23T00:52:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629647,31.35676741130092,62.254901960784316,1610612760,22,17,2021-11-23T00:52:30Z,850000,-61.0,242.0,1,left,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2021-11-23T00:52:24.5Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,22,17,2021-11-23T00:52:30Z,860000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,85.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
87,PT04M02.00S,2021-11-23T00:52:28.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628381,93.24901445466492,50.49019607843137,1610612737,24,17,2021-11-23T00:59:07Z,870000,2.0,11.0,1,right,J. Collins running Layup (6 PTS) (K. Huerter 2 AST),"[1628381, 1628989]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,1.13,Made,,,,,6.0,,,,,,K. Huerter,1628989.0,2.0,,,,,,
89,PT03M47.00S,2021-11-23T00:52:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.601182654402102,52.450980392156865,1610612760,24,19,2021-11-23T00:52:54Z,890000,-12.0,0.0,1,left,J. Giddey driving Layup (4 PTS) (J. Robinson-Earl 1 AST),"[1630581, 1630526]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,1.23,Made,,,,,4.0,,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,
91,PT03M47.00S,2021-11-23T00:52:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1626153,,,1610612760,24,19,2021-11-23T00:53:10Z,910000,,,0,,D. Wright shooting personal FOUL (1 PF) (Giddey 1 FT),"[1626153, 1630581]",1610612737.0,ATL,shooting,,,Wright,D. Wright,,,,,,,,,,,,1627963.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,
