actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
192,PT08M08.00S,2022-02-04T01:12:19.0Z,2,REGULAR,substitution,out,[],201580,,,1610612737,47,39,2022-02-04T01:12:21Z,1910000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M08.00S,2022-02-04T01:12:19.0Z,2,REGULAR,substitution,in,[],1629028,,,1610612737,47,39,2022-02-04T01:12:21Z,1920000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M55.00S,2022-02-04T01:12:39.7Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,47,39,2022-02-04T01:12:44Z,1930000,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1629028]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,
195,PT07M55.00S,2022-02-04T01:12:39.7Z,2,REGULAR,steal,,[],1629028,,,1610612756,47,39,2022-02-04T01:12:42Z,1940000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M53.00S,2022-02-04T01:12:44.7Z,2,REGULAR,foul,personal,[],203992,,,1610612756,47,39,2022-02-04T01:12:51Z,1950000,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[203992, 203901]",1610612737.0,ATL,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Payton,203901.0,,
198,PT07M53.00S,2022-02-04T01:12:52.3Z,2,REGULAR,substitution,out,[],203901,,,1610612756,47,39,2022-02-04T01:12:57Z,1970000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M53.00S,2022-02-04T01:12:52.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,47,39,2022-02-04T01:12:57Z,1980000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M48.00S,2022-02-04T01:13:11.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",101108,83.78777923784494,50.49019607843137,1610612756,47,41,2022-02-04T01:13:17Z,1990000,2.0,100.0,1,right,C. Paul 9' driving floating Jump Shot (4 PTS) (D. Ayton 4 AST),"[101108, 1629028]",1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,,,,9.99,Made,4.0,D. Ayton,1629028.0,4.0,,,,,,,,,,,
201,PT07M27.00S,2022-02-04T01:13:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,11.777266754270697,58.333333333333336,1610612737,47,41,2022-02-04T01:13:38Z,2000000,-42.0,58.0,1,left,MISS D. Wright 7' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,,,7.16,Missed,,,,,,,,,,,,,,,
202,PT07M24.00S,2022-02-04T01:13:34.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,47,41,2022-02-04T01:13:38Z,2010000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,201.0,1.0,0.0,1.0,,,,,,,
203,PT07M22.00S,2022-02-04T01:13:36.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201568,31.882391590013142,38.72549019607843,1610612737,47,41,2022-02-04T01:13:41Z,2020000,56.0,247.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,
204,PT07M19.00S,2022-02-04T01:13:39.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,47,41,2022-02-04T01:13:41Z,2030000,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,203.0,3.0,2.0,1.0,,,,,,,
205,PT07M10.00S,2022-02-04T01:13:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,93.24901445466492,49.26470588235294,1610612756,47,43,2022-02-04T01:13:54Z,2040000,-4.0,11.0,1,right,D. Ayton alley-oop Layup (6 PTS) (C. Paul 5 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,,,,1.16,Made,6.0,C. Paul,101108.0,5.0,,,,,,,,,,,
207,PT07M02.00S,2022-02-04T01:13:59.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,47,43,2022-02-04T01:13:59Z,2060000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,47,43,2022-02-04T01:17:04Z,2070000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,47,43,2022-02-04T01:17:04Z,2080000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,out,[],201568,,,1610612737,47,43,2022-02-04T01:17:04Z,2090000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,47,43,2022-02-04T01:17:04Z,2100000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,47,43,2022-02-04T01:17:04Z,2110000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,47,43,2022-02-04T01:17:04Z,2120000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,in,[],203991,,,1610612737,47,43,2022-02-04T01:17:04Z,2130000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M02.00S,2022-02-04T01:16:15.5Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,47,43,2022-02-04T01:17:04Z,2140000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M52.00S,2022-02-04T01:17:36.5Z,2,REGULAR,foul,offensive,[],1628381,,,1610612737,47,43,2022-02-04T01:17:43Z,2150000,,,0,,J. Collins charge offensive FOUL (1 PF),"[1628381, 1629661]",1610612737.0,ATL,charge,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Johnson,1629661.0,,
219,PT06M52.00S,2022-02-04T01:17:36.5Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,47,43,2022-02-04T01:17:36Z,2170000,,,0,,J. Collins offensive foul TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,2.0,,,,,,,,,,,,,1627524.0,,,,,,
220,PT06M36.00S,2022-02-04T01:18:07.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203109,69.85873850197109,27.205882352941174,1610612756,47,43,2022-02-04T01:18:13Z,2180000,-114.0,231.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,
221,PT06M31.00S,2022-02-04T01:18:12.0Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,47,43,2022-02-04T01:18:13Z,2190000,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,220.0,2.0,1.0,1.0,,,,,,,
222,PT06M30.00S,2022-02-04T01:18:12.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628969,87.33574244415243,4.411764705882353,1610612756,47,43,2022-02-04T01:18:18Z,2200000,-228.0,67.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,23.74,Missed,,,,,,,,,,,,,,,
223,PT06M27.00S,2022-02-04T01:18:15.5Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,47,43,2022-02-04T01:18:18Z,2210000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,222.0,1.0,1.0,0.0,,,,,,,
224,PT06M16.00S,2022-02-04T01:18:26.5Z,2,REGULAR,2pt,Jump Shot,[],1629631,25.312089356110377,68.38235294117648,1610612737,47,43,2022-02-04T01:18:31Z,2220000,-92.0,185.0,1,left,MISS D. Hunter 20' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,20.69,Missed,,,,,,,,,,,,,,,
225,PT06M12.00S,2022-02-04T01:18:30.5Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,47,43,2022-02-04T01:18:31Z,2230000,,,0,,C. Johnson REBOUND (Off:1 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,224.0,3.0,2.0,1.0,,,,,,,
226,PT06M03.00S,2022-02-04T01:18:39.3Z,2,REGULAR,2pt,Jump Shot,[],1629028,88.91261498028909,68.62745098039215,1610612756,47,43,2022-02-04T01:18:44Z,2240000,93.0,52.0,1,right,MISS D. Ayton 10' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,10.65,Missed,,,,,,,,,,,,,,,
227,PT06M00.00S,2022-02-04T01:18:42.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,47,43,2022-02-04T01:18:44Z,2250000,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,226.0,6.0,6.0,0.0,,,,,,,
228,PT05M53.00S,2022-02-04T01:18:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.732588699080158,50.49019607843137,1610612737,47,43,2022-02-04T01:18:54Z,2260000,-2.0,1.0,1,left,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,,,,0.29,Missed,,,,,,,,,,,,,,,
229,PT05M51.00S,2022-02-04T01:18:52.1Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,47,43,2022-02-04T01:18:54Z,2270000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,228.0,4.0,3.0,1.0,,,,,,,
230,PT05M48.00S,2022-02-04T01:18:55.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,77.08607095926413,87.00980392156863,1610612756,47,43,2022-02-04T01:19:01Z,2280000,185.0,163.0,1,right,MISS C. Johnson 24' running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,,,,24.65,Missed,,,,,,,,,,,,,,,
231,PT05M45.00S,2022-02-04T01:18:58.3Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,47,43,2022-02-04T01:19:01Z,2290000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,
232,PT05M35.00S,2022-02-04T01:19:08.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,7.30946123521682,95.83333333333334,1610612737,50,43,2022-02-04T01:19:13Z,2300000,-229.0,16.0,1,left,D. Hunter 3PT  (9 PTS) (B. Bogdanovic 3 AST),"[1629631, 203992]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,22.98,Made,9.0,B. Bogdanovic,203992.0,3.0,,,,,,,,,,,
234,PT05M13.00S,2022-02-04T01:19:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101108,90.22667542706965,58.333333333333336,1610612756,50,45,2022-02-04T01:19:35Z,2320000,42.0,39.0,1,right,C. Paul driving Layup (6 PTS),[101108],1610612756.0,PHX,driving,,,Paul,C. Paul,,,,,,,,5.74,Made,6.0,,,,,,,,,,,,,,
235,PT05M02.00S,2022-02-04T01:19:42.4Z,2,REGULAR,foul,personal,[],203109,,,1610612737,50,45,2022-02-04T01:21:21Z,2330000,,,0,,J. Crowder away-from-play personal FOUL (1 PF),"[203109, 1628381]",1610612756.0,PHX,away-from-play,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Collins,1628381.0,,
237,PT05M02.00S,2022-02-04T01:19:51.0Z,2,REGULAR,substitution,out,[],203109,,,1610612737,50,45,2022-02-04T01:20:00Z,2350000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M02.00S,2022-02-04T01:19:51.0Z,2,REGULAR,substitution,in,[],1626164,,,1610612737,50,45,2022-02-04T01:20:00Z,2360000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M54.00S,2022-02-04T01:20:16.7Z,2,REGULAR,2pt,Jump Shot,[],1629027,24.52365308804205,25.735294117647058,1610612737,52,45,2022-02-04T01:20:21Z,2370000,121.0,178.0,1,left,T. Young 21' pullup Jump Shot (12 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,21.54,Made,12.0,,,,,,,,,,,,,,
240,PT04M37.00S,2022-02-04T01:20:34.0Z,2,REGULAR,3pt,Jump Shot,[],1629661,96.7969776609724,94.11764705882352,1610612756,52,48,2022-02-04T01:20:38Z,2380000,221.0,-22.0,1,right,C. Johnson 3PT  (9 PTS) (C. Paul 6 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,22.17,Made,9.0,C. Paul,101108.0,6.0,,,,,,,,,,,
242,PT04M15.00S,2022-02-04T01:20:57.4Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612737,52,48,2022-02-04T01:21:28Z,2400000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Hunter 2 FT),"[1629028, 1629631]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Hunter,1629631.0,,
244,PT04M15.00S,2022-02-04T01:21:29.4Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,52,48,2022-02-04T01:21:29Z,2420000,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,Missed,,,,,,,,,,,,,,,
245,PT04M15.00S,2022-02-04T01:21:29.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,52,48,2022-02-04T01:21:29Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,
246,PT04M15.00S,2022-02-04T01:21:47.5Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,53,48,2022-02-04T01:21:47Z,2440000,,,0,,D. Hunter Free Throw 2 of 2 (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
247,PT04M07.00S,2022-02-04T01:21:59.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101108,93.11760840998686,50.98039215686274,1610612756,53,50,2022-02-04T01:22:04Z,2450000,5.0,12.0,1,right,C. Paul driving Layup (8 PTS),[101108],1610612756.0,PHX,driving,,,Paul,C. Paul,,,,,,,,1.31,Made,8.0,,,,,,,,,,,,,,
248,PT03M54.00S,2022-02-04T01:22:12.3Z,2,REGULAR,2pt,Jump Shot,[],1629027,23.340998685939553,30.637254901960787,1610612737,55,50,2022-02-04T01:22:16Z,2460000,97.0,167.0,1,left,T. Young 19' pullup Jump Shot (14 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,19.29,Made,14.0,,,,,,,,,,,,,,
249,PT03M42.00S,2022-02-04T01:22:24.9Z,2,REGULAR,2pt,Jump Shot,[],101108,82.34231274638634,66.91176470588235,1610612756,55,50,2022-02-04T01:22:29Z,2470000,85.0,113.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,14.16,Missed,,,,,,,,,,,,,,,
250,PT03M39.00S,2022-02-04T01:22:27.9Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,55,50,2022-02-04T01:22:29Z,2480000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,
251,PT03M20.00S,2022-02-04T01:22:47.4Z,2,REGULAR,3pt,Jump Shot,[],203992,26.231931668856767,83.08823529411765,1610612737,55,50,2022-02-04T01:22:52Z,2490000,-165.0,194.0,1,left,MISS B. Bogdanovic 25' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,
252,PT03M17.00S,2022-02-04T01:22:50.4Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,55,50,2022-02-04T01:22:52Z,2500000,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,251.0,4.0,3.0,1.0,,,,,,,
253,PT03M12.00S,2022-02-04T01:22:55.1Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,55,50,2022-02-04T01:22:59Z,2510000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203992]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,1.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,
254,PT03M12.00S,2022-02-04T01:22:55.1Z,2,REGULAR,steal,,[],203992,,,1610612737,55,50,2022-02-04T01:22:57Z,2520000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M07.00S,2022-02-04T01:23:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,5.995400788436268,49.26470588235294,1610612737,57,50,2022-02-04T01:23:05Z,2530000,4.0,4.0,1,left,D. Hunter alley-oop Layup (12 PTS) (B. Bogdanovic 4 AST),"[1629631, 203992]",1610612737.0,ATL,alley-oop,,,Hunter,D. Hunter,,,,,,,,0.54,Made,12.0,B. Bogdanovic,203992.0,4.0,,,,,,,,,,,
257,PT02M52.00S,2022-02-04T01:23:15.0Z,2,REGULAR,2pt,Jump Shot,[],1626164,78.13731931668858,23.774509803921568,1610612756,57,50,2022-02-04T01:23:20Z,2550000,-131.0,153.0,1,right,MISS D. Booker 20' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,20.15,Missed,,,,,,,,,,,,,,,
258,PT02M49.00S,2022-02-04T01:23:18.0Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,57,50,2022-02-04T01:23:20Z,2560000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,
259,PT02M47.00S,2022-02-04T01:23:21.0Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,57,50,2022-02-04T01:23:24Z,2570000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1626164]",1610612737.0,ATL,,,,Young,T. Young,,,,,3.0,Booker,1626164.0,,,,,,,,,,,,,,,,,
260,PT02M47.00S,2022-02-04T01:23:21.0Z,2,REGULAR,steal,,[],1626164,,,1610612756,57,50,2022-02-04T01:23:22Z,2580000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M42.00S,2022-02-04T01:23:26.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,92.59198423127464,57.84313725490197,1610612756,57,50,2022-02-04T01:23:32Z,2600000,39.0,17.0,1,right,MISS D. Booker driving floating Shot - blocked,"[1626164, 203991]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,,,4.28,Missed,,,,,,,,,,,,,,Capela,203991.0
263,PT02M42.00S,2022-02-04T01:23:26.0Z,2,REGULAR,block,,[],203991,,,1610612756,57,50,2022-02-04T01:23:30Z,2610000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M36.00S,2022-02-04T01:23:32.0Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,57,50,2022-02-04T01:23:32Z,2620000,,,0,,C. Capela REBOUND (Off:0 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,262.0,7.0,7.0,0.0,,,,,,,
265,PT02M34.00S,2022-02-04T01:23:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.652431011826544,49.26470588235294,1610612737,59,50,2022-02-04T01:23:41Z,2630000,4.0,10.0,1,left,T. Young running Layup (16 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,,,,1.07,Made,16.0,,,,,,,,,,,,,,
266,PT02M34.00S,2022-02-04T01:23:38.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,59,50,2022-02-04T01:23:38Z,2640000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M34.00S,2022-02-04T01:24:44.1Z,2,REGULAR,substitution,out,[],203992,,,1610612756,59,50,2022-02-04T01:24:56Z,2650000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M34.00S,2022-02-04T01:24:44.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612756,59,50,2022-02-04T01:24:56Z,2670000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M34.00S,2022-02-04T01:24:44.1Z,2,REGULAR,substitution,in,[],203109,,,1610612756,59,50,2022-02-04T01:24:56Z,2680000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M34.00S,2022-02-04T01:24:44.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,59,50,2022-02-04T01:25:12Z,2690000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M20.00S,2022-02-04T01:25:21.5Z,2,REGULAR,3pt,Jump Shot,[],203109,96.7969776609724,3.9215686274509802,1610612756,59,50,2022-02-04T01:25:33Z,2700000,-230.0,-22.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,23.15,Missed,,,,,,,,,,,,,,,
273,PT02M17.00S,2022-02-04T01:25:24.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,59,50,2022-02-04T01:25:26Z,2710000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,272.0,2.0,2.0,0.0,,,,,,,
274,PT02M10.00S,2022-02-04T01:25:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,18.2161629434954,51.225490196078425,1610612737,59,50,2022-02-04T01:25:43Z,2720000,-6.0,119.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,11.89,Missed,,,,,,,,,,,,,,,
275,PT02M05.00S,2022-02-04T01:25:36.9Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,59,50,2022-02-04T01:25:43Z,2730000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,274.0,2.0,2.0,0.0,,,,,,,
276,PT02M05.00S,2022-02-04T01:25:43.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,59,50,2022-02-04T01:25:43Z,2740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M01.00S,2022-02-04T01:25:49.2Z,2,REGULAR,3pt,Jump Shot,[],1626164,90.09526938239159,4.411764705882353,1610612756,59,50,2022-02-04T01:25:54Z,2750000,-228.0,41.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,23.15,Missed,,,,,,,,,,,,,,,
278,PT01M57.00S,2022-02-04T01:25:53.2Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,59,50,2022-02-04T01:25:54Z,2760000,,,0,,C. Capela REBOUND (Off:0 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,277.0,8.0,8.0,0.0,,,,,,,
279,PT01M45.00S,2022-02-04T01:26:06.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,59,50,2022-02-04T01:26:06Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
