actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
57,PT06M32.00S,2021-12-23T00:52:15.1Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,11,19,2021-12-23T00:52:35Z,570000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2021-12-23T00:52:15.1Z,1,REGULAR,substitution,in,[],204025,,,1610612737,11,19,2021-12-23T00:52:35Z,580000,,,0,,SUB in: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M15.00S,2021-12-23T00:53:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,8.360709592641262,47.794117647058826,1610612737,11,19,2021-12-23T00:53:08Z,590000,11.0,26.0,1,left,MISS C. Reddish driving Layup,[1629629],1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M12.00S,2021-12-23T00:53:04.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,11,19,2021-12-23T00:53:04Z,600000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,,
61,PT06M10.00S,2021-12-23T00:53:06.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629629,23.99802890932983,12.745098039215685,1610612737,11,19,2021-12-23T00:53:12Z,610000,186.0,173.0,1,left,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2021-12-23T00:53:09.4Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,11,19,2021-12-23T00:53:09Z,620000,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,
63,PT06M07.00S,2021-12-23T00:53:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,8.623521681997373,48.529411764705884,1610612737,11,19,2021-12-23T00:53:15Z,630000,7.0,29.0,1,left,MISS J. Collins putback Layup,[1628381],1610612737.0,ATL,putback,,,Collins,J. Collins,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M07.00S,2021-12-23T00:53:10.0Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,11,19,2021-12-23T00:53:15Z,640000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
65,PT06M00.00S,2021-12-23T00:53:16.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203914,67.09921156373193,40.44117647058824,1610612753,11,19,2021-12-23T00:53:26Z,650000,-48.0,257.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M57.00S,2021-12-23T00:53:19.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,11,19,2021-12-23T00:53:26Z,660000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,
67,PT05M48.00S,2021-12-23T00:53:28.8Z,1,REGULAR,turnover,bad pass,[],1630219,,,1610612737,11,19,2021-12-23T00:53:33Z,670000,,,0,,S. Mays bad pass TURNOVER (1 TO),"[1630219, 1629643]",1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,
68,PT05M48.00S,2021-12-23T00:53:28.8Z,1,REGULAR,steal,,[],1629643,,,1610612753,11,19,2021-12-23T00:53:30Z,680000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2021-12-23T00:53:35.3Z,1,REGULAR,turnover,out-of-bounds,[],204025,,,1610612753,11,19,2021-12-23T00:53:42Z,690000,,,0,,T. Frazier bad pass out-of-bounds TURNOVER (1 TO),[204025],1610612753.0,ORL,bad pass,,,Frazier,T. Frazier,,,,,,,,,,,,,,,1627962.0,,,,,1.0,,,,,
70,PT05M43.00S,2021-12-23T00:53:40.7Z,1,REGULAR,substitution,out,[],1630219,,,1610612737,11,19,2021-12-23T00:53:46Z,700000,,,0,,SUB out: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M43.00S,2021-12-23T00:53:40.7Z,1,REGULAR,substitution,in,[],203992,,,1610612737,11,19,2021-12-23T00:53:46Z,710000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M26.00S,2021-12-23T00:54:12.7Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612737,11,19,2021-12-23T00:54:38Z,720000,,,0,,G. Harris shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[203914, 203992]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,,,,,,,,,,,2714.0,1.0,0.0,Bogdanovic,203992.0,,,,,,
74,PT05M26.00S,2021-12-23T00:54:41.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203992,,,1610612737,12,19,2021-12-23T00:55:03Z,740000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
75,PT05M26.00S,2021-12-23T00:54:41.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203992,,,1610612737,12,19,2021-12-23T00:55:03Z,750000,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M24.00S,2021-12-23T00:54:43.0Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,12,19,2021-12-23T00:55:03Z,760000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,
77,PT05M07.00S,2021-12-23T00:55:20.9Z,1,REGULAR,foul,offensive,[],201577,,,1610612753,12,19,2021-12-23T00:55:29Z,770000,,,0,,R. Lopez off-the-ball offensive FOUL (2 PF),"[201577, 1628381]",1610612753.0,ORL,off-the-ball,,,Lopez,R. Lopez,,,,,,,,,,,,,,,2714.0,2.0,0.0,Collins,1628381.0,,,,,,
79,PT05M07.00S,2021-12-23T00:55:20.9Z,1,REGULAR,turnover,offensive foul,[],201577,,,1610612753,12,19,2021-12-23T00:55:20Z,790000,,,0,,R. Lopez offensive foul TURNOVER (1 TO),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,2714.0,,,,,1.0,,,,,
80,PT04M56.00S,2021-12-23T00:55:40.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629629,18.478975032851512,51.71568627450981,1610612737,14,19,2021-12-23T00:55:44Z,800000,-9.0,121.0,1,left,C. Reddish 12' driving floating Jump Shot (9 PTS) (O. Okongwu 1 AST),"[1629629, 1630168]",1610612737.0,ATL,driving floating,,,Reddish,C. Reddish,,,,,12.15,Made,9.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,,
82,PT04M43.00S,2021-12-23T00:55:53.1Z,1,REGULAR,3pt,Jump Shot,[],1629643,77.4802890932983,88.97058823529412,1610612753,14,19,2021-12-23T00:55:59Z,820000,195.0,159.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M40.00S,2021-12-23T00:55:56.1Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,14,19,2021-12-23T00:55:59Z,830000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,
85,PT04M36.00S,2021-12-23T00:56:08.8Z,1,REGULAR,foul,offensive,[],1630168,,,1610612737,14,19,2021-12-23T00:56:27Z,850000,,,0,,O. Okongwu off-the-ball offensive FOUL (1 PF),"[1630168, 203914]",1610612737.0,ATL,off-the-ball,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,204058.0,1.0,0.0,Harris,203914.0,,,,,,
87,PT04M36.00S,2021-12-23T00:56:08.8Z,1,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,14,19,2021-12-23T00:56:27Z,870000,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,2714.0,,,,,1.0,,,,,
90,PT04M36.00S,2021-12-23T00:56:25.4Z,1,REGULAR,substitution,out,[],201577,,,1610612753,14,19,2021-12-23T00:57:08Z,875000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M36.00S,2021-12-23T00:56:25.4Z,1,REGULAR,substitution,in,[],1630273,,,1610612753,14,19,2021-12-23T00:57:08Z,877500,,,0,,SUB in: F. Gillespie,[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2021-12-23T00:56:42.1Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612753,14,19,2021-12-23T00:56:57Z,880000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Wagner 2 FT),"[203992, 1630532]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Wagner,1630532.0,,,,,,
