actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M57.00S,2021-11-28T00:41:36.3Z,1,REGULAR,3pt,Jump Shot,[],203095,25.57490144546649,85.5392156862745,1610612752,4,3,2021-11-28T00:41:41Z,160000,-178.0,188.0,1,left,E. Fournier 25' 3PT pullup (3 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.86,Made,,,,,3.0,,,,,,,,,,,,,
17,PT10M42.00S,2021-11-28T00:41:51.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,71.69842312746385,77.69607843137256,1610612737,4,3,2021-11-28T00:41:56Z,170000,138.0,214.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2021-11-28T00:41:53.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,3,2021-11-28T00:41:56Z,180000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M25.00S,2021-11-28T00:42:09.0Z,1,REGULAR,3pt,Jump Shot,[],203095,32.276609724047304,53.18627450980392,1610612752,4,3,2021-11-28T00:42:14Z,190000,-16.0,251.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2021-11-28T00:42:13.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,3,2021-11-28T00:42:14Z,200000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M14.00S,2021-11-28T00:42:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,83.78777923784494,46.32352941176471,1610612737,6,3,2021-11-28T00:44:08Z,210000,-18.0,100.0,1,right,B. Bogdanovic 10' driving floating Jump Shot (2 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,10.16,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M53.00S,2021-11-28T00:42:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,52.94117647058824,1610612752,6,3,2021-11-28T00:42:48Z,220000,-15.0,14.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,
23,PT09M49.00S,2021-11-28T00:42:44.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,6,3,2021-11-28T00:42:48Z,230000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT09M49.00S,2021-11-28T00:42:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.590000152587891,50.0,1610612752,6,5,2021-11-28T00:42:44Z,240000,0.0,0.0,1,left,M. Robinson putback Layup (2 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M34.00S,2021-11-28T00:42:59.7Z,1,REGULAR,3pt,Jump Shot,[],1628381,72.61826544021025,81.61764705882352,1610612737,6,5,2021-11-28T00:43:04Z,250000,158.0,205.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
26,PT09M31.00S,2021-11-28T00:43:02.7Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,6,5,2021-11-28T00:43:04Z,260000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M28.00S,2021-11-28T00:43:09.0Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,6,5,2021-11-28T00:43:20Z,270000,,,0,,J. Randle offensive FOUL (1 PF),"[203944, 1628381]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Collins,1628381.0,,
29,PT09M28.00S,2021-11-28T00:43:09.0Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,6,5,2021-11-28T00:43:09Z,290000,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,1.0,,,,,,1628168.0,,,,,,
30,PT09M17.00S,2021-11-28T00:43:34.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,94.43166885676742,51.225490196078425,1610612737,8,5,2021-11-28T00:43:42Z,300000,6.0,0.0,1,right,J. Collins cutting DUNK (2 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,0.61,Made,,,,,2.0,,,,T. Young,1629027.0,2.0,,,,,,,
32,PT09M03.00S,2021-11-28T00:43:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629628,27.677398160315374,78.92156862745098,1610612752,8,8,2021-11-28T00:43:52Z,320000,-145.0,208.0,1,left,R. Barrett 25' 3PT  (3 PTS) (A. Burks 1 AST),"[1629628, 202692]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.31,Made,,,,,3.0,,,,A. Burks,202692.0,1.0,,,,,,,
34,PT08M54.00S,2021-11-28T00:43:59.9Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612737,8,8,2021-11-28T00:44:20Z,340000,,,0,,A. Burks shooting personal FOUL (1 PF) (Young 2 FT),"[202692, 1629027]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Young,1629027.0,,
36,PT08M54.00S,2021-11-28T00:44:21.1Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,9,8,2021-11-28T00:44:21Z,360000,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
37,PT08M54.00S,2021-11-28T00:44:31.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,10,8,2021-11-28T00:44:31Z,370000,,,0,,T. Young Free Throw 2 of 2 (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
38,PT08M41.00S,2021-11-28T00:44:46.7Z,1,REGULAR,3pt,Jump Shot,[],203944,31.225361366622867,63.725490196078425,1610612752,10,8,2021-11-28T00:44:52Z,380000,-69.0,241.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
39,PT08M37.00S,2021-11-28T00:44:50.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,8,2021-11-28T00:44:52Z,390000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M22.00S,2021-11-28T00:45:04.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,97.05978975032852,5.392156862745098,1610612737,10,8,2021-11-28T00:45:10Z,400000,-223.0,-25.0,1,right,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2021-11-28T00:45:06.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,8,2021-11-28T00:45:10Z,410000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M06.00S,2021-11-28T00:45:23.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612752,10,8,2021-11-28T00:45:29Z,420000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 202692]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Burks,202692.0,,
44,PT07M56.00S,2021-11-28T00:45:51.6Z,1,REGULAR,2pt,Jump Shot,[],203944,13.748357424441524,75.49019607843137,1610612752,10,8,2021-11-28T00:45:56Z,440000,-127.0,77.0,1,left,MISS J. Randle 14' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,14.88,Missed,,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2021-11-28T00:45:53.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,10,8,2021-11-28T00:45:56Z,450000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M50.00S,2021-11-28T00:45:58.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,57.375164257555845,50.245098039215684,1610612737,13,8,2021-11-28T00:46:12Z,460000,1.0,348.0,1,right,T. Young 34' 3PT running pullup (5 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,34.82,Made,,,,,5.0,,,,,,,,,,,,,
47,PT07M32.00S,2021-11-28T00:46:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,12.434296977660972,41.42156862745098,1610612752,13,10,2021-11-28T00:46:23Z,470000,43.0,64.0,1,left,A. Burks 7' driving bank Jump Shot (2 PTS),[202692],1610612752.0,NYK,driving bank,,,Burks,A. Burks,,,,,7.74,Made,,,,,2.0,,,,,,,,,,,,,
48,PT07M17.00S,2021-11-28T00:46:30.9Z,1,REGULAR,3pt,Jump Shot,[],203992,74.32654402102497,17.892156862745097,1610612737,13,10,2021-11-28T00:46:36Z,480000,-161.0,189.0,1,right,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,
49,PT07M13.00S,2021-11-28T00:46:34.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,10,2021-11-28T00:46:36Z,490000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M03.00S,2021-11-28T00:46:45.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,14.799605781865965,46.07843137254902,1610612752,13,12,2021-11-28T00:46:52Z,500000,20.0,87.0,1,left,R. Barrett 8' turnaround Jump Shot (5 PTS),[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,8.88,Made,,,,,5.0,,,,,,,,,,,,,
51,PT06M47.00S,2021-11-28T00:47:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.42247043363994,47.794117647058826,1610612737,15,12,2021-11-28T00:47:06Z,510000,-11.0,122.0,1,right,T. Young 12' driving floating Jump Shot (7 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,12.26,Made,,,,,7.0,,,,,,,,,,,,,
52,PT06M25.00S,2021-11-28T00:47:22.6Z,1,REGULAR,2pt,Jump Shot,[],203095,10.988830486202366,77.94117647058823,1610612752,15,12,2021-11-28T00:47:28Z,520000,-140.0,51.0,1,left,MISS E. Fournier 14' step back Shot,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,14.86,Missed,,,,,,,,,,,,,,,,,,
53,PT06M23.00S,2021-11-28T00:47:24.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,15,12,2021-11-28T00:47:28Z,530000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M05.00S,2021-11-28T00:47:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.7365308804205,51.9607843137255,1610612737,17,12,2021-11-28T00:47:50Z,540000,10.0,110.0,1,right,T. Young 11' driving floating Jump Shot (9 PTS) (B. Bogdanovic 1 AST),"[1629027, 203992]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.02,Made,,,,,9.0,,,,B. Bogdanovic,203992.0,1.0,,,,,,,
56,PT05M36.00S,2021-11-28T00:48:12.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203095,6.1268068331143235,47.794117647058826,1610612752,17,14,2021-11-28T00:48:18Z,560000,11.0,5.0,1,left,E. Fournier driving Layup (5 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,1.21,Made,,,,,5.0,,,,,,,,,,,,,
57,PT05M13.00S,2021-11-28T00:48:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,82.86793692509855,49.754901960784316,1610612737,17,14,2021-11-28T00:48:42Z,570000,-1.0,109.0,1,right,MISS K. Huerter 10' pullup Shot - blocked,"[1628989, 1629011]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,10.85,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
58,PT05M13.00S,2021-11-28T00:48:34.6Z,1,REGULAR,block,,[],1629011,,,1610612737,17,14,2021-11-28T00:49:41Z,580000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M07.00S,2021-11-28T00:48:40.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,17,14,2021-11-28T00:48:42Z,590000,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,57.0,4.0,2.0,2.0,,,,,,,,,,,,,,
60,PT05M06.00S,2021-11-28T00:48:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.72339027595268,45.588235294117645,1610612737,19,14,2021-11-28T00:48:48Z,600000,-22.0,16.0,1,right,C. Capela putback Layup (4 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,2.72,Made,,,,,4.0,,,,,,,,,,,,,
61,PT04M49.00S,2021-11-28T00:48:58.5Z,1,REGULAR,3pt,Jump Shot,[],203095,29.77989487516426,70.83333333333334,1610612752,19,17,2021-11-28T00:49:03Z,610000,-104.0,227.0,1,left,E. Fournier 25' 3PT  (8 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.01,Made,,,,,8.0,,,,J. Randle,203944.0,1.0,,,,,,,
63,PT04M36.00S,2021-11-28T00:49:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,90.22667542706965,95.58823529411765,1610612737,19,17,2021-11-28T00:49:20Z,630000,228.0,39.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,
64,PT04M33.00S,2021-11-28T00:49:14.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,19,17,2021-11-28T00:49:20Z,640000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT04M29.00S,2021-11-28T00:49:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,5.469776609724048,50.49019607843137,1610612752,19,19,2021-11-28T00:49:30Z,650000,-2.0,-1.0,1,left,R. Barrett alley-oop Layup (7 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,alley-oop,,,Barrett,R. Barrett,,,,,0.27,Made,,,,,7.0,,,,J. Randle,203944.0,2.0,,,,,,,
67,PT04M23.00S,2021-11-28T00:49:28.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,19,19,2021-11-28T00:49:29Z,670000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,out,[],203992,,,1610612737,19,19,2021-11-28T00:52:10Z,680000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,19,19,2021-11-28T00:52:10Z,690000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612737,19,19,2021-11-28T00:52:10Z,700000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,19,19,2021-11-28T00:52:10Z,710000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,in,[],201568,,,1610612737,19,19,2021-11-28T00:52:10Z,720000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M23.00S,2021-11-28T00:51:51.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612737,19,19,2021-11-28T00:52:10Z,730000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M13.00S,2021-11-28T00:52:38.2Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,19,19,2021-11-28T00:52:44Z,740000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 202692]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,,,,
75,PT04M13.00S,2021-11-28T00:52:38.2Z,1,REGULAR,steal,,[],202692,,,1610612752,19,19,2021-11-28T00:52:40Z,750000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M09.00S,2021-11-28T00:52:42.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203095,32.53942181340342,48.28431372549019,1610612752,19,19,2021-11-28T00:53:49Z,760000,9.0,253.0,1,left,MISS E. Fournier 25' running pullup 3PT,[203095],1610612752.0,NYK,running pullup,,,Fournier,E. Fournier,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
77,PT04M02.00S,2021-11-28T00:52:49.1Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,19,19,2021-11-28T00:52:57Z,770000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT04M02.00S,2021-11-28T00:52:48.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630579,5.590000152587891,50.0,1610612752,19,21,2021-11-28T00:52:48Z,780000,0.0,0.0,1,left,J. Sims tip DUNK (2 PTS),[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
79,PT03M56.00S,2021-11-28T00:52:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.65637319316689,45.34313725490196,1610612737,19,21,2021-11-28T00:53:41Z,790000,-23.0,101.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.38,Missed,,,,,,,,,,,,,,,,,,
80,PT03M56.00S,2021-11-28T00:52:54.3Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,19,21,2021-11-28T00:53:03Z,800000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT03M39.00S,2021-11-28T00:53:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,8.492115637319317,55.392156862745104,1610612752,19,21,2021-11-28T00:53:18Z,810000,-27.0,27.0,1,left,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,
82,PT03M36.00S,2021-11-28T00:53:15.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,19,21,2021-11-28T00:53:18Z,820000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,81.0,5.0,3.0,2.0,,,,,,,,,,,,,,
83,PT03M30.00S,2021-11-28T00:53:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629629,89.04402102496715,95.34313725490196,1610612737,22,21,2021-11-28T00:55:21Z,830000,227.0,50.0,1,right,C. Reddish 3PT  (3 PTS) (T. Young 3 AST),"[1629629, 1629027]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,23.23,Made,,,,,3.0,,,,T. Young,1629027.0,3.0,,,,,,,
85,PT03M12.00S,2021-11-28T00:53:42.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,22,21,2021-11-28T00:53:42Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M00.00S,2021-11-28T00:54:10.1Z,1,REGULAR,2pt,Jump Shot,[],203944,11.251642575558476,72.30392156862744,1610612752,22,21,2021-11-28T00:54:17Z,860000,-112.0,53.0,1,left,MISS J. Randle 12' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,
