actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
535,PT05M01.00S,2022-04-07T02:02:12.8Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,108,95,2022-04-07T02:02:15Z,5310000,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,534.0,5.0,3.0,2.0,,,,,,,,,,,,,
536,PT04M49.00S,2022-04-07T02:02:24.9Z,4,REGULAR,2pt,Jump Shot,[],1629027,28.07161629434954,33.33333333333333,1610612737,110,95,2022-04-07T02:02:29Z,5320000,83.0,211.0,1,left,T. Young 22' pullup Jump Shot (27 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,22.72,Made,,,,,,,27.0,,,,,,,,,,,,
537,PT04M36.00S,2022-04-07T02:02:37.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,88.38699080157687,50.0,1610612764,110,95,2022-04-07T02:02:42Z,5330000,0.0,57.0,1,right,MISS K. Porzingis driving floating Shot,[204001],1610612764.0,WAS,driving floating,,,Porzingis,K. Porzingis,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
538,PT04M33.00S,2022-04-07T02:02:40.5Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,110,95,2022-04-07T02:02:40Z,5340000,,,0,,D. Wright REBOUND (Off:0 Def:4),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,537.0,4.0,4.0,0.0,,,,,,,,,,,,,
539,PT04M23.00S,2022-04-07T02:02:49.7Z,4,REGULAR,3pt,Jump Shot,[],1629027,33.590670170827856,37.5,1610612737,113,95,2022-04-07T02:02:54Z,5350000,62.0,263.0,1,left,T. Young 27' 3PT pullup (30 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,27.06,Made,,,,,,,30.0,,,,,,,,,,,,
540,PT04M23.00S,2022-04-07T02:02:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,113,95,2022-04-07T02:02:56Z,5360000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,out,[],204001,,,1610612764,113,95,2022-04-07T02:04:20Z,5370000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,out,[],1629060,,,1610612764,113,95,2022-04-07T02:04:20Z,5380000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,out,[],1630557,,,1610612764,113,95,2022-04-07T02:04:20Z,5390000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,out,[],203107,,,1610612764,113,95,2022-04-07T02:04:20Z,5400000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,in,[],203526,,,1610612764,113,95,2022-04-07T02:04:20Z,5410000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,in,[],1630264,,,1610612764,113,95,2022-04-07T02:04:20Z,5420000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,in,[],1628418,,,1610612764,113,95,2022-04-07T02:04:20Z,5430000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT04M23.00S,2022-04-07T02:03:53.3Z,4,REGULAR,substitution,in,[],202397,,,1610612764,113,95,2022-04-07T02:04:20Z,5440000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT04M01.00S,2022-04-07T02:04:49.5Z,4,REGULAR,2pt,Jump Shot,[],202397,77.7431011826544,53.431372549019606,1610612764,113,97,2022-04-07T02:04:53Z,5450000,17.0,157.0,1,right,I. Smith 15' pullup Jump Shot (9 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,15.76,Made,,,,,,,9.0,,,,,,,,,,,,
550,PT03M40.00S,2022-04-07T02:05:10.0Z,4,REGULAR,3pt,Jump Shot,[],1629027,32.276609724047304,37.00980392156863,1610612737,113,97,2022-04-07T02:05:14Z,5460000,65.0,251.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
551,PT03M38.00S,2022-04-07T02:05:12.0Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612764,113,97,2022-04-07T02:05:14Z,5470000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,550.0,1.0,1.0,0.0,,,,,,,,,,,,,
552,PT03M29.00S,2022-04-07T02:05:20.8Z,4,REGULAR,3pt,Jump Shot,[],1630166,70.64717477003943,75.49019607843137,1610612764,113,97,2022-04-07T02:05:25Z,5480000,127.0,223.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
553,PT03M25.00S,2022-04-07T02:05:24.8Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,113,97,2022-04-07T02:05:25Z,5490000,,,0,,D. Gallinari REBOUND (Off:2 Def:7),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,552.0,9.0,7.0,2.0,,,,,,,,,,,,,
554,PT03M06.00S,2022-04-07T02:05:47.9Z,4,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,113,97,2022-04-07T02:06:00Z,5500000,,,0,,T. Young bad pass out-of-bounds TURNOVER (3 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,3.0,,,,,,201638.0,,,,,
555,PT03M06.00S,2022-04-07T02:06:08.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,113,97,2022-04-07T02:06:08Z,5510000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT02M48.00S,2022-04-07T02:07:35.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628418,77.08607095926413,37.99019607843137,1610612764,113,97,2022-04-07T02:07:41Z,5520000,-60.0,163.0,1,right,MISS T. Bryant 17' fadeaway Shot,[1628418],1610612764.0,WAS,fadeaway,,,Bryant,T. Bryant,,,,,17.36,Missed,,,,,,,,,,,,,,,,,,,
557,PT02M44.00S,2022-04-07T02:07:39.3Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,113,97,2022-04-07T02:07:41Z,5530000,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,556.0,6.0,4.0,2.0,,,,,,,,,,,,,
558,PT02M28.00S,2022-04-07T02:07:55.0Z,4,REGULAR,2pt,Jump Shot,[],201568,18.2161629434954,31.61764705882353,1610612737,115,97,2022-04-07T02:07:59Z,5540000,92.0,119.0,1,left,D. Gallinari 15' Jump Shot (26 PTS) (B. Bogdanovic 4 AST),"[201568, 203992]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,15.01,Made,,,,,,,26.0,,,,B. Bogdanovic,203992.0,4.0,,,,,,
560,PT02M16.00S,2022-04-07T02:08:07.5Z,4,REGULAR,3pt,Jump Shot,[],203526,89.70105124835742,95.34313725490196,1610612764,115,97,2022-04-07T02:08:12Z,5560000,227.0,44.0,1,right,MISS R. Neto 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
561,PT02M13.00S,2022-04-07T02:08:10.5Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,115,97,2022-04-07T02:08:12Z,5570000,,,0,,D. Gallinari REBOUND (Off:2 Def:8),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,560.0,10.0,8.0,2.0,,,,,,,,,,,,,
562,PT02M00.00S,2022-04-07T02:08:23.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,33.065045992115635,24.264705882352942,1610612737,115,97,2022-04-07T02:08:29Z,5580000,129.0,258.0,1,left,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,28.86,Missed,,,,,,,,,,,,,,,,,,,
563,PT01M57.00S,2022-04-07T02:08:26.8Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612764,115,97,2022-04-07T02:08:29Z,5590000,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,562.0,2.0,2.0,0.0,,,,,,,,,,,,,
564,PT01M49.00S,2022-04-07T02:08:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,93.38042049934296,49.50980392156863,1610612764,115,99,2022-04-07T02:08:39Z,5600000,-2.0,10.0,1,right,A. Gill Layup (4 PTS) (D. Avdija 5 AST),"[1630264, 1630166]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,1.0,Made,,,,,,,4.0,,,,D. Avdija,1630166.0,5.0,,,,,,
566,PT01M33.00S,2022-04-07T02:08:56.9Z,4,REGULAR,3pt,Jump Shot,[],203992,27.54599211563732,81.61764705882352,1610612737,118,99,2022-04-07T02:09:02Z,5620000,-158.0,206.0,1,left,B. Bogdanovic 26' 3PT step back (18 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,26.0,Made,,,,,,,18.0,,,,,,,,,,,,
567,PT01M30.00S,2022-04-07T02:09:06.6Z,4,REGULAR,foul,personal,[],1629027,,,1610612764,118,99,2022-04-07T02:09:13Z,5630000,,,0,,T. Young take personal FOUL (3 PF),"[1629027, 203526]",1610612737.0,ATL,take,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,2005.0,3.0,0.0,Neto,203526.0,
569,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,out,[],1626153,,,1610612764,118,99,2022-04-07T02:09:17Z,5650000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,out,[],201568,,,1610612764,118,99,2022-04-07T02:09:17Z,5660000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,out,[],1629027,,,1610612764,118,99,2022-04-07T02:09:17Z,5670000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,out,[],203992,,,1610612764,118,99,2022-04-07T02:09:17Z,5680000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,out,[],1630168,,,1610612764,118,99,2022-04-07T02:09:17Z,5690000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,in,[],1628995,,,1610612764,118,99,2022-04-07T02:09:17Z,5700000,,,0,,SUB in: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,in,[],1630552,,,1610612764,118,99,2022-04-07T02:09:17Z,5710000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,in,[],1630219,,,1610612764,118,99,2022-04-07T02:09:17Z,5720000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,in,[],203476,,,1610612764,118,99,2022-04-07T02:09:17Z,5730000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT01M30.00S,2022-04-07T02:09:12.3Z,4,REGULAR,substitution,in,[],1630536,,,1610612764,118,99,2022-04-07T02:09:17Z,5740000,,,0,,SUB in: S. Cooper,[1630536],1610612737.0,ATL,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT01M24.00S,2022-04-07T02:09:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203526,93.11760840998686,50.0,1610612764,118,101,2022-04-07T02:09:39Z,5750000,0.0,12.0,1,right,R. Neto driving Layup (2 PTS),[203526],1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,1.22,Made,,,,,,,2.0,,,,,,,,,,,,
580,PT01M11.00S,2022-04-07T02:09:49.1Z,4,REGULAR,3pt,Jump Shot,[],203476,30.436925098554536,64.95098039215686,1610612737,118,101,2022-04-07T02:09:54Z,5760000,-75.0,234.0,1,left,MISS G. Dieng 24' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
581,PT01M07.00S,2022-04-07T02:09:53.1Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,118,101,2022-04-07T02:09:54Z,5770000,,,0,,D. Avdija REBOUND (Off:2 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,580.0,6.0,4.0,2.0,,,,,,,,,,,,,
582,PT01M06.00S,2022-04-07T02:09:55.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628418,93.11760840998686,48.28431372549019,1610612764,118,103,2022-04-07T02:11:14Z,5780000,-9.0,12.0,1,right,T. Bryant running DUNK (2 PTS) (D. Avdija 6 AST),"[1628418, 1630166]",1610612764.0,WAS,running,,,Bryant,T. Bryant,,,,,1.49,Made,,,,,,,2.0,,,,D. Avdija,1630166.0,6.0,,,,,,
584,PT00M53.20S,2022-04-07T02:10:11.1Z,4,REGULAR,3pt,Jump Shot,[],1628995,6.1268068331143235,95.09803921568627,1610612737,118,103,2022-04-07T02:10:15Z,5800000,-225.0,5.0,1,left,MISS K. Knox II 3PT,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
585,PT00M50.50S,2022-04-07T02:10:13.8Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612764,118,103,2022-04-07T02:10:15Z,5810000,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,584.0,3.0,3.0,0.0,,,,,,,,,,,,,
586,PT00M37.70S,2022-04-07T02:10:26.7Z,4,REGULAR,3pt,Jump Shot,[],1630166,67.09921156373193,40.68627450980392,1610612764,118,103,2022-04-07T02:10:31Z,5820000,-47.0,257.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
587,PT00M34.50S,2022-04-07T02:10:29.9Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,118,103,2022-04-07T02:10:31Z,5830000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,586.0,1.0,1.0,0.0,,,,,,,,,,,,,
588,PT00M25.80S,2022-04-07T02:10:38.6Z,4,REGULAR,3pt,Jump Shot,[],203476,33.459264126149804,49.50980392156863,1610612737,118,103,2022-04-07T02:10:43Z,5840000,2.0,262.0,1,left,MISS G. Dieng 26' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
589,PT00M22.90S,2022-04-07T02:10:41.5Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,118,103,2022-04-07T02:10:43Z,5850000,,,0,,D. Avdija REBOUND (Off:2 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,588.0,7.0,5.0,2.0,,,,,,,,,,,,,
590,PT00M00.00S,2022-04-07T02:11:06.8Z,4,REGULAR,period,end,[],0,,,1610612764,118,103,2022-04-07T02:11:06Z,5860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M00.00S,2022-04-07T02:11:08.4Z,4,REGULAR,game,end,[],0,,,0,118,103,2022-04-07T02:11:08Z,5870000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
