actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
474,PT09M41.00S,2022-03-04T01:51:07.2Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,94,101,2022-03-04T01:51:09Z,4660000,,,0,,D. DeRozan REBOUND (Off:1 Def:6),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,473.0,7.0,6.0,1.0,,,,,,,,,,,,,,
475,PT09M29.00S,2022-03-04T01:51:23.0Z,4,REGULAR,foul,personal,[],203476,,,1610612741,94,101,2022-03-04T01:51:34Z,4670000,,,0,,G. Dieng personal FOUL (3 PF),"[203476, 202684]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,1199.0,,,,,3.0,0.0,Thompson,202684.0,,,,,
477,PT09M29.00S,2022-03-04T01:51:33.9Z,4,REGULAR,substitution,out,[],1626153,,,1610612741,94,101,2022-03-04T01:51:56Z,4690000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
478,PT09M29.00S,2022-03-04T01:51:33.9Z,4,REGULAR,substitution,out,[],203476,,,1610612741,94,101,2022-03-04T01:51:56Z,4700000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
479,PT09M29.00S,2022-03-04T01:51:33.9Z,4,REGULAR,substitution,in,[],203991,,,1610612741,94,101,2022-03-04T01:51:56Z,4710000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M29.00S,2022-03-04T01:51:33.9Z,4,REGULAR,substitution,in,[],1629027,,,1610612741,94,101,2022-03-04T01:51:56Z,4720000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
481,PT09M21.00S,2022-03-04T01:52:12.1Z,4,REGULAR,3pt,Jump Shot,[],202696,28.465834428383708,75.0,1610612741,94,101,2022-03-04T01:52:16Z,4730000,-125.0,215.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,
482,PT09M17.00S,2022-03-04T01:52:16.1Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,94,101,2022-03-04T01:52:16Z,4740000,,,0,,D. Hunter REBOUND (Off:2 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,481.0,3.0,1.0,2.0,,,,,,,,,,,,,,
483,PT09M15.00S,2022-03-04T01:52:17.8Z,4,REGULAR,turnover,lost ball,[],1629631,,,1610612737,94,101,2022-03-04T01:52:21Z,4750000,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1628972]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,1.0,,,Brown Jr.,1628972.0
484,PT09M15.00S,2022-03-04T01:52:17.8Z,4,REGULAR,steal,,[],1628972,,,1610612741,94,101,2022-03-04T01:52:20Z,4760000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M05.00S,2022-03-04T01:52:27.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,6.389618922470433,48.529411764705884,1610612741,94,101,2022-03-04T01:52:32Z,4770000,7.0,8.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,1.06,Missed,,,,,,,,,,,,,,,,,,
486,PT09M01.00S,2022-03-04T01:52:31.2Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,94,101,2022-03-04T01:52:31Z,4780000,,,0,,N. Vucevic REBOUND (Off:1 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,485.0,9.0,8.0,1.0,,,,,,,,,,,,,,
487,PT09M01.00S,2022-03-04T01:52:31.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,5.590000152587891,50.0,1610612741,94,103,2022-03-04T01:52:31Z,4790000,0.0,0.0,1,left,N. Vucevic tip Layup (15 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,,15.0,,,,,,,,,,,,
488,PT08M49.00S,2022-03-04T01:52:43.1Z,4,REGULAR,3pt,Jump Shot,[],1629631,96.7969776609724,3.9215686274509802,1610612737,97,103,2022-03-04T01:52:47Z,4800000,-230.0,-22.0,1,right,D. Hunter 3PT  (16 PTS) (B. Bogdanovic 2 AST),"[1629631, 203992]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.15,Made,,,,,,16.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,
490,PT08M32.00S,2022-03-04T01:53:00.3Z,4,REGULAR,turnover,bad pass,[],202696,,,1610612741,97,103,2022-03-04T01:53:04Z,4820000,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 101150]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,2.0,,,Williams,101150.0
491,PT08M32.00S,2022-03-04T01:53:00.3Z,4,REGULAR,steal,,[],101150,,,1610612737,97,103,2022-03-04T01:53:02Z,4830000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M27.00S,2022-03-04T01:53:08.8Z,4,REGULAR,foul,personal,[],201942,,,1610612737,97,103,2022-03-04T01:53:14Z,4840000,,,0,,D. DeRozan personal FOUL (4 PF),"[201942, 203992]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,201639.0,,,,,4.0,0.0,Bogdanovic,203992.0,,,,,
494,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,out,[],101150,,,1610612737,97,103,2022-03-04T01:53:30Z,4860000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,out,[],202684,,,1610612737,97,103,2022-03-04T01:53:30Z,4880000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,in,[],1628989,,,1610612737,97,103,2022-03-04T01:53:30Z,4890000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,in,[],203897,,,1610612737,97,103,2022-03-04T01:53:30Z,4900000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,in,[],1630245,,,1610612737,97,103,2022-03-04T01:53:30Z,4910000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M27.00S,2022-03-04T01:53:13.9Z,4,REGULAR,substitution,out,[],201942,,,1610612737,97,103,2022-03-04T01:53:45Z,4920000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M17.00S,2022-03-04T01:53:46.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,67.36202365308804,35.53921568627451,1610612737,100,103,2022-03-04T01:53:50Z,4930000,-72.0,254.0,1,right,T. Young 26' 3PT pullup (26 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.44,Made,,,,,,26.0,,,,,,,,,,,,
502,PT08M06.00S,2022-03-04T01:53:57.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.206964520367937,49.754901960784316,1610612741,100,105,2022-03-04T01:54:02Z,4940000,1.0,-4.0,1,left,C. White driving Layup (15 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,0.38,Made,,,,,,15.0,,,,,,,,,,,,
503,PT07M52.00S,2022-03-04T01:54:11.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.59198423127464,51.470588235294116,1610612737,102,105,2022-03-04T01:54:16Z,4950000,7.0,17.0,1,right,T. Young driving Layup (28 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,1.86,Made,,,,,,28.0,,,,,,,,,,,,
504,PT07M40.00S,2022-03-04T01:54:23.7Z,4,REGULAR,3pt,Jump Shot,[],1628972,10.200394218134035,97.30392156862744,1610612741,102,108,2022-03-04T01:54:37Z,4960000,-237.0,43.0,1,left,T. Brown Jr. 24' 3PT pullup (9 PTS) (N. Vucevic 5 AST),"[1628972, 202696]",1610612741.0,CHI,pullup,,,Brown Jr.,T. Brown Jr.,,,,,24.04,Made,,,,,,9.0,N. Vucevic,202696.0,5.0,,,,,,,,,
506,PT07M24.00S,2022-03-04T01:54:39.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.11760840998686,50.73529411764706,1610612737,104,108,2022-03-04T01:54:44Z,4980000,4.0,12.0,1,right,C. Capela Layup (12 PTS) (T. Young 11 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.27,Made,,,,,,12.0,T. Young,1629027.0,11.0,,,,,,,,,
508,PT07M05.00S,2022-03-04T01:54:59.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.16491458607096,52.450980392156865,1610612741,104,110,2022-03-04T01:55:34Z,5000000,-12.0,109.0,1,left,N. Vucevic 10' driving floating Jump Shot (17 PTS) (Z. LaVine 6 AST),"[202696, 203897]",1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,10.96,Made,,,,,,17.0,Z. LaVine,203897.0,6.0,,,,,,,,,
510,PT06M45.00S,2022-03-04T01:55:19.1Z,4,REGULAR,2pt,Jump Shot,[],1628989,77.08607095926413,26.715686274509803,1610612737,106,110,2022-03-04T01:55:24Z,5020000,-116.0,163.0,1,right,K. Huerter 20' step back Jump Shot (16 PTS) (C. Capela 3 AST),"[1628989, 203991]",1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,20.02,Made,,,,,,16.0,C. Capela,203991.0,3.0,,,,,,,,,
512,PT06M20.00S,2022-03-04T01:55:47.2Z,4,REGULAR,foul,personal,[],1628989,,,1610612741,106,110,2022-03-04T01:55:53Z,5040000,,,0,,K. Huerter personal FOUL (4 PF),"[1628989, 203897]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,1199.0,,,,,4.0,0.0,LaVine,203897.0,,,,,
514,PT06M15.00S,2022-03-04T01:56:14.4Z,4,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,106,110,2022-03-04T01:56:21Z,5060000,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (4 TO),[203897],1610612741.0,CHI,lost ball,,,LaVine,Z. LaVine,,,,,,,,,,,1199.0,,,,,,,,,4.0,,,,
515,PT06M08.00S,2022-03-04T01:56:29.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,91.93495400788436,49.50980392156863,1610612737,108,110,2022-03-04T01:56:34Z,5070000,-2.0,23.0,1,right,T. Young driving Layup (30 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.34,Made,,,,,,30.0,,,,,,,,,,,,
516,PT06M08.00S,2022-03-04T01:56:35.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,108,110,2022-03-04T01:56:35Z,5080000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT06M08.00S,2022-03-04T01:58:41.2Z,4,REGULAR,substitution,out,[],1628972,,,1610612741,108,110,2022-03-04T01:59:00Z,5090000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
518,PT06M08.00S,2022-03-04T01:58:41.2Z,4,REGULAR,substitution,in,[],201942,,,1610612741,108,110,2022-03-04T01:59:00Z,5100000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
519,PT05M52.00S,2022-03-04T01:59:40.9Z,4,REGULAR,2pt,Jump Shot,[],203897,5.863994743758213,20.833333333333336,1610612741,108,110,2022-03-04T01:59:46Z,5110000,146.0,3.0,1,left,MISS Z. LaVine 14' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,14.58,Missed,,,,,,,,,,,,,,,,,,
520,PT05M47.00S,2022-03-04T01:59:45.9Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,108,110,2022-03-04T01:59:46Z,5120000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,519.0,1.0,1.0,0.0,,,,,,,,,,,,,,
521,PT05M41.00S,2022-03-04T01:59:51.7Z,4,REGULAR,turnover,lost ball,[],1629027,,,1610612737,108,110,2022-03-04T01:59:55Z,5130000,,,0,,T. Young lost ball TURNOVER (3 TO),"[1629027, 201942]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,3.0,,,DeRozan,201942.0
522,PT05M41.00S,2022-03-04T01:59:51.7Z,4,REGULAR,steal,,[],201942,,,1610612741,108,110,2022-03-04T01:59:53Z,5140000,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
523,PT05M25.00S,2022-03-04T02:00:07.5Z,4,REGULAR,2pt,Hook,['fromturnover'],202696,6.521024967148489,33.57843137254902,1610612741,108,110,2022-03-04T02:00:13Z,5150000,82.0,9.0,1,left,MISS N. Vucevic 8' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,8.26,Missed,,,,,,,,,,,,,,,,,,
524,PT05M21.00S,2022-03-04T02:00:10.7Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,108,110,2022-03-04T02:00:10Z,5160000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,,,,,
525,PT05M15.00S,2022-03-04T02:00:16.5Z,4,REGULAR,3pt,Jump Shot,[],203992,73.66951379763469,15.196078431372548,1610612737,111,110,2022-03-04T02:00:21Z,5170000,-174.0,195.0,1,right,B. Bogdanovic 26' 3PT pullup (13 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,26.13,Made,,,,,,13.0,,,,,,,,,,,,
526,PT04M55.00S,2022-03-04T02:00:36.8Z,4,REGULAR,2pt,Jump Shot,[],202696,23.078186596583443,70.09803921568627,1610612741,111,112,2022-03-04T02:00:41Z,5180000,-100.0,164.0,1,left,N. Vucevic 19' Jump Shot (19 PTS) (Z. LaVine 7 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,19.27,Made,,,,,,19.0,Z. LaVine,203897.0,7.0,,,,,,,,,
528,PT04M35.00S,2022-03-04T02:00:57.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,92.06636005256242,35.53921568627451,1610612737,111,112,2022-03-04T02:01:02Z,5200000,-72.0,22.0,1,right,MISS B. Bogdanovic 7' driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,
529,PT04M32.00S,2022-03-04T02:01:00.6Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,111,112,2022-03-04T02:01:02Z,5210000,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,528.0,10.0,9.0,1.0,,,,,,,,,,,,,,
530,PT04M11.00S,2022-03-04T02:01:20.8Z,4,REGULAR,2pt,Jump Shot,[],1630245,16.245072273324574,17.401960784313726,1610612741,111,114,2022-03-04T02:01:28Z,5220000,163.0,100.0,1,left,A. Dosunmu 19' pullup Jump Shot (11 PTS) (C. White 5 AST),"[1630245, 1629632]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,19.13,Made,,,,,,11.0,C. White,1629632.0,5.0,,,,,,,,,
532,PT03M55.00S,2022-03-04T02:01:38.7Z,4,REGULAR,foul,personal,[],1630245,,,1610612737,111,114,2022-03-04T02:01:52Z,5240000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1629027]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1627961.0,,,,,2.0,0.0,Young,1629027.0,,,,,
534,PT03M55.00S,2022-03-04T02:01:47.9Z,4,REGULAR,substitution,out,[],1629632,,,1610612737,111,114,2022-03-04T02:01:55Z,5260000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
535,PT03M55.00S,2022-03-04T02:01:47.9Z,4,REGULAR,substitution,in,[],202684,,,1610612737,111,114,2022-03-04T02:01:55Z,5270000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
536,PT03M55.00S,2022-03-04T02:01:59.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,111,114,2022-03-04T02:01:59Z,5280000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT03M50.00S,2022-03-04T02:03:36.4Z,4,REGULAR,3pt,Jump Shot,[],1629027,67.23061760840999,57.107843137254896,1610612737,114,114,2022-03-04T02:03:41Z,5290000,36.0,256.0,1,right,T. Young 25' 3PT pullup (33 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.8,Made,,,,,,33.0,,,,,,,,,,,,
538,PT03M27.00S,2022-03-04T02:04:00.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612741,114,114,2022-03-04T02:04:23Z,5300000,,,0,,C. Capela shooting personal FOUL (2 PF) (LaVine 2 FT),"[203991, 203897]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,1627961.0,,,,,2.0,0.0,LaVine,203897.0,,,,,
540,PT03M27.00S,2022-03-04T02:04:27.6Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,114,115,2022-03-04T02:04:27Z,5320000,,,0,,Z. LaVine Free Throw 1 of 2 (19 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
541,PT03M27.00S,2022-03-04T02:04:45.5Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,114,116,2022-03-04T02:04:45Z,5330000,,,0,,Z. LaVine Free Throw 2 of 2 (20 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
542,PT03M05.00S,2022-03-04T02:05:08.7Z,4,REGULAR,3pt,Jump Shot,[],1629631,75.1149802890933,12.254901960784313,1610612737,114,116,2022-03-04T02:05:14Z,5340000,-189.0,181.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
543,PT03M02.00S,2022-03-04T02:05:11.7Z,4,REGULAR,rebound,offensive,[],203992,,,1610612737,114,116,2022-03-04T02:05:14Z,5350000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,542.0,3.0,2.0,1.0,,,,,,,,,,,,,,
544,PT02M55.00S,2022-03-04T02:05:20.6Z,4,REGULAR,foul,personal,['2freethrow'],203897,,,1610612737,114,116,2022-03-04T02:05:51Z,5360000,,,0,,Z. LaVine shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[203897, 203992]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,1199.0,,,,,3.0,0.0,Bogdanovic,203992.0,,,,,
546,PT02M55.00S,2022-03-04T02:05:52.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203992,,,1610612737,115,116,2022-03-04T02:05:52Z,5380000,,,0,,B. Bogdanovic Free Throw 1 of 2 (14 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
547,PT02M55.00S,2022-03-04T02:06:08.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203992,,,1610612737,116,116,2022-03-04T02:06:08Z,5390000,,,0,,B. Bogdanovic Free Throw 2 of 2 (15 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,15.0,,,,,,,,,,,,
548,PT02M41.00S,2022-03-04T02:06:25.1Z,4,REGULAR,2pt,Jump Shot,[],201942,23.340998685939553,72.30392156862744,1610612741,116,116,2022-03-04T02:06:29Z,5400000,-112.0,167.0,1,left,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,20.07,Missed,,,,,,,,,,,,,,,,,,
549,PT02M37.00S,2022-03-04T02:06:29.1Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,116,116,2022-03-04T02:06:29Z,5410000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,548.0,1.0,1.0,0.0,,,,,,,,,,,,,,
550,PT02M27.00S,2022-03-04T02:06:39.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612737,116,116,2022-03-04T02:07:03Z,5420000,,,0,,D. DeRozan shooting personal FOUL (5 PF) (Hunter 2 FT),"[201942, 1629631]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,,,,,,,201639.0,,,,,5.0,0.0,Hunter,1629631.0,,,,,
552,PT02M27.00S,2022-03-04T02:07:09.8Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,116,116,2022-03-04T02:07:33Z,5440000,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Missed,,,,,,,,,,,,,,,,,,
553,PT02M27.00S,2022-03-04T02:07:09.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,116,116,2022-03-04T02:07:33Z,5450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,
554,PT02M27.00S,2022-03-04T02:07:09.8Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,116,116,2022-03-04T02:07:33Z,5460000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Missed,,,,,,,,,,,,,,,,,,
555,PT02M25.00S,2022-03-04T02:07:11.8Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,116,116,2022-03-04T02:07:33Z,5470000,,,0,,C. Capela REBOUND (Off:2 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,554.0,11.0,9.0,2.0,,,,,,,,,,,,,,
556,PT02M23.00S,2022-03-04T02:07:34.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,68.54467805519053,64.95098039215686,1610612737,116,116,2022-03-04T02:07:40Z,5480000,75.0,243.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
557,PT02M19.00S,2022-03-04T02:07:38.5Z,4,REGULAR,rebound,defensive,[],202684,,,1610612741,116,116,2022-03-04T02:07:40Z,5490000,,,0,,T. Thompson REBOUND (Off:0 Def:4),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,556.0,4.0,4.0,0.0,,,,,,,,,,,,,,
558,PT02M05.00S,2022-03-04T02:07:53.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,20.18725361366623,65.68627450980392,1610612741,116,116,2022-03-04T02:11:09Z,5500000,-78.0,137.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.81,Missed,,,,,,,,,,,,,,,,,,
559,PT02M03.00S,2022-03-04T02:07:55.9Z,4,REGULAR,rebound,offensive,[],202684,,,1610612741,116,116,2022-03-04T02:11:09Z,5510000,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,558.0,5.0,4.0,1.0,,,,,,,,,,,,,,
573,PT02M03.00S,2022-03-04T02:07:56.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,6.225361366622863,49.50980392156863,1610612741,116,116,2022-03-04T02:11:44Z,5515000,2.0,6.0,1,left,MISS T. Thompson tip Layup,[202684],1610612741.0,CHI,tip,,,Thompson,T. Thompson,,,,,0.65,Missed,,,,,,,,,,,,,,,,,,
574,PT02M01.00S,2022-03-04T02:07:58.7Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,116,116,2022-03-04T02:11:44Z,5517500,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,573.0,11.0,9.0,2.0,,,,,,,,,,,,,,
560,PT01M59.00S,2022-03-04T02:07:59.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,7.703679369250986,44.11764705882353,1610612741,116,118,2022-03-04T02:11:44Z,5520000,29.0,20.0,1,left,N. Vucevic Layup (21 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,3.55,Made,,,,,,21.0,,,,,,,,,,,,
561,PT01M41.00S,2022-03-04T02:08:17.3Z,4,REGULAR,3pt,Jump Shot,[],203992,96.5341655716163,4.166666666666666,1610612737,119,118,2022-03-04T02:08:22Z,5530000,-229.0,-20.0,1,right,B. Bogdanovic 3PT  (18 PTS) (T. Young 12 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.01,Made,,,,,,18.0,T. Young,1629027.0,12.0,,,,,,,,,
