actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M41.00S,2022-02-27T00:42:14.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,0,2,2022-02-27T00:42:14Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2022-02-27T00:42:26.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,24.78646517739816,85.5392156862745,1610612761,0,5,2022-02-27T00:42:31Z,200000,-178.0,180.0,1,left,F. VanVleet 25' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.33,Made,,,,,,,,,,3.0,G. Trent Jr.,1629018.0,1.0,,,,,
22,PT10M25.00S,2022-02-27T00:42:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.19776609724047,60.049019607843135,1610612737,2,5,2022-02-27T00:42:45Z,220000,50.0,21.0,1,right,T. Young driving floating bank Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,5.43,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M06.00S,2022-02-27T00:42:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,10.5946123521682,34.55882352941176,1610612761,2,7,2022-02-27T00:43:02Z,230000,77.0,47.0,1,left,F. VanVleet 9' pullup Jump Shot (5 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,9.04,Made,,,,,,,,,,5.0,,,,,,,,
24,PT09M49.00S,2022-02-27T00:43:15.3Z,1,REGULAR,2pt,Jump Shot,[],201568,82.7365308804205,26.225490196078432,1610612737,2,7,2022-02-27T00:43:19Z,240000,-119.0,110.0,1,right,MISS D. Gallinari 16' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,
25,PT09M46.00S,2022-02-27T00:43:18.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,7,2022-02-27T00:43:19Z,250000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M44.00S,2022-02-27T00:43:21.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,5.732588699080158,49.26470588235294,1610612761,2,7,2022-02-27T00:43:29Z,260000,4.0,1.0,1,left,MISS G. Trent Jr. running Layup - blocked,"[1629018, 203991]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,0.4,Missed,,,,,,,,,,,,,,Capela,203991.0,,,
27,PT09M44.00S,2022-02-27T00:43:21.0Z,1,REGULAR,block,,[],203991,,,1610612761,2,7,2022-02-27T00:43:25Z,270000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2022-02-27T00:43:26.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,2,7,2022-02-27T00:50:46Z,280000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M36.00S,2022-02-27T00:43:28.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629631,93.38042049934296,52.20588235294118,1610612737,2,7,2022-02-27T00:43:33Z,290000,11.0,10.0,1,right,MISS D. Hunter running Layup,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2022-02-27T00:43:31.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,7,2022-02-27T00:43:31Z,300000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M32.00S,2022-02-27T00:43:31.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,2,7,2022-02-27T00:44:54Z,310000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2022-02-27T00:43:31.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,7,2022-02-27T00:43:36Z,320000,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,31.0,2.0,0.0,2.0,,,,,,,,,,,,,,
33,PT09M29.00S,2022-02-27T00:43:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,4,7,2022-02-27T00:43:34Z,330000,0.0,0.0,1,right,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,
34,PT09M20.00S,2022-02-27T00:43:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,16.770696452036795,46.81372549019608,1610612761,4,7,2022-02-27T00:43:48Z,340000,16.0,105.0,1,left,MISS P. Siakam 10' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,10.63,Missed,,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2022-02-27T00:43:47.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,7,2022-02-27T00:43:48Z,350000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,34.0,3.0,1.0,2.0,,,,,,,,,,,,,,
36,PT09M12.00S,2022-02-27T00:43:52.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,96.7969776609724,95.58823529411765,1610612737,7,7,2022-02-27T00:45:57Z,360000,228.0,-22.0,1,right,K. Huerter 3PT  (3 PTS) (D. Hunter 1 AST),"[1628989, 1629631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.9,Made,,,,,,,,,,3.0,D. Hunter,1629631.0,1.0,,,,,
38,PT08M56.00S,2022-02-27T00:44:16.8Z,1,REGULAR,turnover,lost ball,[],1629018,,,1610612761,7,7,2022-02-27T00:44:21Z,380000,,,0,,G. Trent Jr. lost ball TURNOVER (1 TO),"[1629018, 203991]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0
39,PT08M56.00S,2022-02-27T00:44:16.8Z,1,REGULAR,steal,,[],203991,,,1610612737,7,7,2022-02-27T00:54:35Z,390000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2022-02-27T00:44:20.6Z,1,REGULAR,foul,personal,[],1627832,,,1610612737,7,7,2022-02-27T00:44:28Z,400000,,,0,,F. VanVleet take personal FOUL (1 PF),"[1627832, 1628989]",1610612761.0,TOR,take,,,VanVleet,F. VanVleet,,,,,,,,,,,2002.0,1.0,0.0,Huerter,1628989.0,,,,,,,,,
42,PT08M49.00S,2022-02-27T00:44:50.4Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,7,7,2022-02-27T00:44:54Z,420000,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1627832]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
43,PT08M49.00S,2022-02-27T00:44:50.4Z,1,REGULAR,steal,,[],1627832,,,1610612761,7,7,2022-02-27T02:01:43Z,430000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M44.00S,2022-02-27T00:44:56.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,7.835085413929041,24.509803921568626,1610612761,7,7,2022-02-27T00:45:02Z,440000,127.0,21.0,1,left,MISS S. Barnes 12' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,12.92,Missed,,,,,,,,,,,,,,,,,,
45,PT08M40.00S,2022-02-27T00:45:00.0Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,7,7,2022-02-27T00:45:02Z,450000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M30.00S,2022-02-27T00:45:09.0Z,1,REGULAR,3pt,Jump Shot,[],201568,67.09921156373193,59.80392156862745,1610612737,10,7,2022-02-27T00:45:13Z,460000,49.0,257.0,1,right,D. Gallinari 26' 3PT  (3 PTS) (T. Young 1 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.14,Made,,,,,,,,,,3.0,T. Young,1629027.0,1.0,,,,,
48,PT08M11.00S,2022-02-27T00:45:28.1Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,10,7,2022-02-27T00:45:32Z,480000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1629631]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,1.0,Hunter,1629631.0
49,PT08M11.00S,2022-02-27T00:45:28.1Z,1,REGULAR,steal,,[],1629631,,,1610612737,10,7,2022-02-27T00:45:30Z,490000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M09.00S,2022-02-27T00:45:32.5Z,1,REGULAR,foul,personal,[],1627783,,,1610612737,10,7,2022-02-27T01:01:03Z,500000,,,0,,P. Siakam take personal FOUL (1 PF),"[1627783, 1629631]",1610612761.0,TOR,take,,,Siakam,P. Siakam,,,,,,,,,,,1662.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
52,PT08M01.00S,2022-02-27T00:45:58.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,81.15965834428384,43.38235294117647,1610612737,12,7,2022-02-27T00:46:03Z,520000,-33.0,125.0,1,right,T. Young 12' driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,12.89,Made,,,,,,,,,,4.0,,,,,,,,
53,PT07M41.00S,2022-02-27T00:46:21.5Z,1,REGULAR,foul,offensive,[],203920,,,1610612761,12,7,2022-02-27T00:46:29Z,530000,,,0,,K. Birch off-the-ball offensive FOUL (1 PF),"[203920, 1629027]",1610612761.0,TOR,off-the-ball,,,Birch,K. Birch,,,,,,,,,,,1628951.0,1.0,0.0,Young,1629027.0,,,,,,,,,
55,PT07M41.00S,2022-02-27T00:46:21.5Z,1,REGULAR,turnover,offensive foul,[],203920,,,1610612761,12,7,2022-02-27T00:46:21Z,550000,,,0,,K. Birch offensive foul TURNOVER (1 TO),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,1628951.0,,,,,,,,,,,1.0,,
56,PT07M30.00S,2022-02-27T00:46:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,93.24901445466492,49.754901960784316,1610612737,14,7,2022-02-27T00:46:51Z,560000,-1.0,11.0,1,right,D. Hunter Layup (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1.11,Made,,,,,,,,,,2.0,T. Young,1629027.0,2.0,,,,,
58,PT07M30.00S,2022-02-27T00:46:52.0Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612737,14,7,2022-02-27T00:47:08Z,580000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Hunter 1 FT),"[1630567, 1629631]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,2002.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
60,PT07M30.00S,2022-02-27T00:47:11.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629631,,,1610612737,14,7,2022-02-27T00:47:13Z,600000,,,0,,MISS D. Hunter Free Throw 1 of 1,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT07M28.00S,2022-02-27T00:47:13.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,14,7,2022-02-27T00:47:13Z,610000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT07M14.00S,2022-02-27T00:47:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.389618922470433,48.77450980392157,1610612761,14,9,2022-02-27T00:47:31Z,620000,6.0,8.0,1,left,S. Barnes Layup (2 PTS) (K. Birch 1 AST),"[1630567, 203920]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,0.97,Made,,,,,,,,,,2.0,K. Birch,203920.0,1.0,,,,,
64,PT07M03.00S,2022-02-27T00:47:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.52496714848883,58.333333333333336,1610612737,16,9,2022-02-27T00:47:42Z,640000,42.0,102.0,1,right,T. Young 11' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.06,Made,,,,,,,,,,6.0,,,,,,,,
65,PT06M49.00S,2022-02-27T00:47:51.4Z,1,REGULAR,2pt,Jump Shot,[],1630567,20.844283837056505,47.30392156862745,1610612761,16,11,2022-02-27T00:47:55Z,650000,13.0,143.0,1,left,S. Barnes 14' step back Jump Shot (4 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,14.4,Made,,,,,,,,,,4.0,,,,,,,,
67,PT06M38.00S,2022-02-27T00:48:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.30683311432325,56.127450980392155,1610612737,18,11,2022-02-27T00:48:29Z,670000,31.0,48.0,1,right,T. Young floating Jump Shot (8 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,5.69,Made,,,,,,,,,,8.0,,,,,,,,
68,PT06M38.00S,2022-02-27T00:48:09.9Z,1,REGULAR,foul,personal,['1freethrow'],203920,,,1610612737,18,11,2022-02-27T00:51:10Z,680000,,,0,,K. Birch shooting personal FOUL (2 PF) (Young 1 FT),"[203920, 1629027]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,1628951.0,2.0,0.0,Young,1629027.0,,,,,,,,,
70,PT06M38.00S,2022-02-27T00:48:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,11,2022-02-27T00:48:32Z,700000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2022-02-27T00:50:32.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612737,18,11,2022-02-27T00:50:54Z,710000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2022-02-27T00:50:32.5Z,1,REGULAR,substitution,out,[],203920,,,1610612737,18,11,2022-02-27T00:50:54Z,720000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M38.00S,2022-02-27T00:50:32.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612737,18,11,2022-02-27T00:50:54Z,730000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2022-02-27T00:50:32.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612737,18,11,2022-02-27T00:50:54Z,740000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M38.00S,2022-02-27T00:51:16.0Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,19,11,2022-02-27T00:51:16Z,750000,,,0,,T. Young Free Throw 1 of 1 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
76,PT06M25.00S,2022-02-27T00:51:31.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.802233902759525,32.59803921568628,1610612761,19,14,2022-02-27T00:51:35Z,760000,87.0,256.0,1,left,F. VanVleet 27' 3PT  (8 PTS) (P. Achiuwa 1 AST),"[1627832, 1630173]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.02,Made,,,,,,,,,,8.0,P. Achiuwa,1630173.0,1.0,,,,,
78,PT06M05.00S,2022-02-27T00:51:49.9Z,1,REGULAR,3pt,Jump Shot,[],1629631,78.26872536136662,10.049019607843137,1610612737,22,14,2022-02-27T00:51:54Z,780000,-200.0,152.0,1,right,D. Hunter 25' 3PT  (5 PTS) (K. Huerter 1 AST),"[1629631, 1628989]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.09,Made,,,,,,,,,,5.0,K. Huerter,1628989.0,1.0,,,,,
80,PT05M48.00S,2022-02-27T00:52:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630173,7.966491458607096,4.411764705882353,1610612761,22,17,2022-02-27T00:52:12Z,800000,228.0,22.0,1,left,P. Achiuwa 3PT  (3 PTS) (F. VanVleet 1 AST),"[1630173, 1627832]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,22.9,Made,,,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,
82,PT05M36.00S,2022-02-27T00:52:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.67214191852825,45.588235294117645,1610612737,22,17,2022-02-27T00:52:26Z,820000,-22.0,26.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,
83,PT05M33.00S,2022-02-27T00:52:22.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,22,17,2022-02-27T00:52:26Z,830000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT05M31.00S,2022-02-27T00:52:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,5.469776609724048,50.245098039215684,1610612761,22,19,2022-02-27T00:52:29Z,840000,-1.0,-1.0,1,left,G. Trent Jr. running Layup (2 PTS) (P. Achiuwa 2 AST),"[1629018, 1630173]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,0.16,Made,,,,,,,,,,2.0,P. Achiuwa,1630173.0,2.0,,,,,
86,PT05M17.00S,2022-02-27T00:52:38.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,69.85873850197109,25.0,1610612737,22,19,2022-02-27T00:52:43Z,860000,-125.0,231.0,1,right,MISS K. Huerter 26' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2022-02-27T00:52:41.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,22,19,2022-02-27T00:52:43Z,870000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,
88,PT05M03.00S,2022-02-27T00:52:52.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.25427069645204,70.83333333333334,1610612761,22,22,2022-02-27T00:52:57Z,880000,-104.0,222.0,1,left,F. VanVleet 24' 3PT  (11 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,24.57,Made,,,,,,,,,,11.0,P. Siakam,1627783.0,1.0,,,,,
90,PT04M43.00S,2022-02-27T00:53:12.4Z,1,REGULAR,3pt,Jump Shot,[],201568,87.46714848883047,5.147058823529411,1610612737,22,22,2022-02-27T00:53:17Z,900000,-224.0,65.0,1,right,MISS D. Gallinari 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,23.36,Missed,,,,,,,,,,,,,,,,,,
91,PT04M40.00S,2022-02-27T00:53:15.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,22,22,2022-02-27T00:53:17Z,910000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M34.00S,2022-02-27T00:53:22.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,13.61695137976347,47.794117647058826,1610612761,22,24,2022-02-27T00:53:58Z,920000,11.0,75.0,1,left,P. Siakam 7' turnaround Hook (4 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,7.63,Made,,,,,,,,,,4.0,F. VanVleet,1627832.0,2.0,,,,,
