actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M41.00S,2021-11-16T00:42:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.728646517739815,71.56862745098039,1610612737,5,3,2021-11-16T00:42:48Z,160000,-108.0,218.0,1,left,T. Young 24' 3PT pullup (5 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,24.27,Made,,,,,,,5.0,,,,,,,,,,,,
17,PT10M26.00S,2021-11-16T00:42:28.0Z,1,REGULAR,3pt,Jump Shot,[],203914,66.5735873850197,63.970588235294116,1610612753,5,3,2021-11-16T00:42:37Z,170000,70.0,262.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2021-11-16T00:42:36.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,3,2021-11-16T00:42:37Z,180000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M17.00S,2021-11-16T00:42:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.338370565045992,50.245098039215684,1610612737,7,3,2021-11-16T00:42:45Z,190000,-1.0,-2.0,1,left,C. Capela alley-oop Layup (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.26,Made,,,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,
21,PT10M03.00S,2021-11-16T00:42:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,80.1084099868594,60.049019607843135,1610612753,7,5,2021-11-16T00:42:59Z,210000,50.0,134.0,1,right,W. Carter Jr. 14' Jump Shot (5 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,14.36,Made,,,,,,,5.0,C. Anthony,1630175.0,2.0,,,,,,,,,
23,PT09M52.00S,2021-11-16T00:43:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628381,29.517082785808146,71.32352941176471,1610612737,7,5,2021-11-16T00:43:07Z,230000,-107.0,225.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2021-11-16T00:43:07.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,7,5,2021-11-16T00:43:07Z,240000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M43.00S,2021-11-16T00:43:11.7Z,1,REGULAR,3pt,Jump Shot,[],1628964,68.15045992115637,67.64705882352942,1610612753,7,8,2021-11-16T00:43:18Z,250000,88.0,247.0,1,right,M. Bamba 26' 3PT  (3 PTS) (C. Anthony 3 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.22,Made,,,,,,,3.0,C. Anthony,1630175.0,3.0,,,,,,,,,
27,PT09M30.00S,2021-11-16T00:43:24.1Z,1,REGULAR,3pt,Jump Shot,[],203992,30.962549277266753,37.00980392156863,1610612737,7,8,2021-11-16T00:43:28Z,270000,65.0,239.0,1,left,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2021-11-16T00:43:26.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,8,2021-11-16T00:43:26Z,280000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
29,PT09M23.00S,2021-11-16T00:43:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,4.681340341655716,50.98039215686274,1610612737,9,8,2021-11-16T00:43:37Z,290000,-5.0,-8.0,1,left,B. Bogdanovic driving reverse Layup (2 PTS) (C. Capela 1 AST),"[203992, 203991]",1610612737.0,ATL,driving reverse,,,Bogdanovic,B. Bogdanovic,,,,,0.98,Made,,,,,,,2.0,C. Capela,203991.0,1.0,,,,,,,,,
30,PT09M14.00S,2021-11-16T00:43:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.72339027595268,50.73529411764706,1610612753,9,10,2021-11-16T00:43:46Z,300000,4.0,16.0,1,right,F. Wagner cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,1.63,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,
32,PT08M59.00S,2021-11-16T00:43:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,5.206964520367937,49.50980392156863,1610612737,11,10,2021-11-16T00:47:42Z,320000,2.0,-4.0,1,left,J. Collins cutting Layup (2 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,0.44,Made,,,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,
34,PT08M46.00S,2021-11-16T00:44:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,92.06636005256242,51.71568627450981,1610612753,11,10,2021-11-16T00:49:19Z,340000,9.0,22.0,1,right,MISS C. Anthony driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M41.00S,2021-11-16T00:44:13.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,11,10,2021-11-16T00:44:13Z,350000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
36,PT08M41.00S,2021-11-16T00:44:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,94.40999984741211,50.0,1610612753,11,12,2021-11-16T00:44:13Z,360000,0.0,0.0,1,right,W. Carter Jr. putback Layup (7 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,,
37,PT08M22.00S,2021-11-16T00:44:32.7Z,1,REGULAR,2pt,Jump Shot,[],1628989,15.193823915900131,30.88235294117647,1610612737,11,12,2021-11-16T00:44:38Z,370000,96.0,90.0,1,left,MISS K. Huerter 13' turnaround Shot,[1628989],1610612737.0,ATL,turnaround,,,Huerter,K. Huerter,,,,,13.15,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M19.00S,2021-11-16T00:44:35.7Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,11,12,2021-11-16T00:44:38Z,380000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT08M08.00S,2021-11-16T00:44:47.1Z,1,REGULAR,2pt,Jump Shot,[],1630175,78.53153745072274,29.65686274509804,1610612753,11,14,2021-11-16T00:44:51Z,390000,-102.0,149.0,1,right,C. Anthony 18' pullup Jump Shot (2 PTS) (W. Carter Jr. 2 AST),"[1630175, 1628976]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,18.06,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,
41,PT07M50.00S,2021-11-16T00:45:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.206964520367937,50.73529411764706,1610612737,13,14,2021-11-16T00:45:11Z,410000,-4.0,-4.0,1,left,C. Capela reverse Layup (4 PTS) (J. Collins 1 AST),"[203991, 1628381]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,0.52,Made,,,,,,,4.0,J. Collins,1628381.0,1.0,,,,,,,,,
43,PT07M38.00S,2021-11-16T00:45:16.9Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,13,14,2021-11-16T00:45:22Z,430000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1629027]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,1.0,,,,,Young,1629027.0,,,,,,,
44,PT07M38.00S,2021-11-16T00:45:16.9Z,1,REGULAR,steal,,[],1629027,,,1610612737,13,14,2021-11-16T00:45:19Z,440000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M33.00S,2021-11-16T00:45:22.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203992,9.017739816031538,95.34313725490196,1610612737,13,14,2021-11-16T00:45:35Z,450000,-227.0,32.0,1,left,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M30.00S,2021-11-16T00:45:25.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,13,14,2021-11-16T00:45:35Z,460000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
47,PT07M17.00S,2021-11-16T00:45:38.0Z,1,REGULAR,2pt,Jump Shot,[],1628964,81.42247043363994,76.47058823529412,1610612753,13,14,2021-11-16T00:45:42Z,470000,132.0,122.0,1,right,MISS M. Bamba 18' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M13.00S,2021-11-16T00:45:42.0Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,13,14,2021-11-16T00:45:42Z,480000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
49,PT07M12.00S,2021-11-16T00:45:42.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,66.17936925098554,46.07843137254902,1610612753,13,17,2021-11-16T00:45:48Z,490000,-20.0,265.0,1,right,W. Carter Jr. 26' 3PT  (10 PTS) (G. Harris 1 AST),"[1628976, 203914]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.61,Made,,,,,,,10.0,G. Harris,203914.0,1.0,,,,,,,,,
51,PT06M56.00S,2021-11-16T00:45:58.6Z,1,REGULAR,2pt,Jump Shot,[],1628989,25.57490144546649,41.66666666666667,1610612737,15,17,2021-11-16T00:46:04Z,510000,42.0,188.0,1,left,K. Huerter 19' step back Jump Shot (2 PTS) (J. Collins 2 AST),"[1628989, 1628381]",1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,19.25,Made,,,,,,,2.0,J. Collins,1628381.0,2.0,,,,,,,,,
53,PT06M34.00S,2021-11-16T00:46:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.11760840998686,52.69607843137255,1610612753,15,17,2021-11-16T00:46:27Z,530000,13.0,12.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M32.00S,2021-11-16T00:46:22.0Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,15,17,2021-11-16T00:46:27Z,540000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT06M28.00S,2021-11-16T00:46:26.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628989,5.206964520367937,49.50980392156863,1610612737,17,17,2021-11-16T00:52:02Z,550000,2.0,-4.0,1,left,K. Huerter running alley-oop Layup (4 PTS) (B. Bogdanovic 1 AST),"[1628989, 203992]",1610612737.0,ATL,running alley-oop,,,Huerter,K. Huerter,,,,,0.44,Made,,,,,,,4.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,
57,PT06M04.00S,2021-11-16T00:46:50.9Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,17,17,2021-11-16T00:46:54Z,570000,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 203991]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,1.0,,,,,Capela,203991.0,,,,,,,
58,PT06M04.00S,2021-11-16T00:46:50.9Z,1,REGULAR,steal,,[],203991,,,1610612737,17,17,2021-11-16T00:46:52Z,580000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M49.00S,2021-11-16T00:47:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,28.465834428383708,28.186274509803923,1610612737,17,17,2021-11-16T00:47:11Z,590000,109.0,215.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M45.00S,2021-11-16T00:47:10.1Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612737,17,17,2021-11-16T00:47:11Z,600000,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
61,PT05M38.00S,2021-11-16T00:47:16.8Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,17,17,2021-11-16T00:47:21Z,610000,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 203914]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,1.0,,,,,Harris,203914.0,,,,,,,
62,PT05M38.00S,2021-11-16T00:47:16.8Z,1,REGULAR,steal,,[],203914,,,1610612753,17,17,2021-11-16T00:47:18Z,620000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M38.00S,2021-11-16T00:47:21.5Z,1,REGULAR,foul,personal,[],1629027,,,1610612753,17,17,2021-11-16T00:47:28Z,630000,,,0,,T. Young take personal FOUL (1 PF),"[1629027, 203914]",1610612737.0,ATL,take,,,Young,T. Young,,,,,,,,,,,204058.0,,,,,,,,1.0,0.0,Harris,203914.0,,,
65,PT05M38.00S,2021-11-16T00:47:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,17,2021-11-16T00:47:30Z,650000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,out,[],203991,,,1610612753,17,17,2021-11-16T00:50:12Z,660000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612753,17,17,2021-11-16T00:50:12Z,670000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,17,17,2021-11-16T00:50:12Z,690000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,in,[],201568,,,1610612753,17,17,2021-11-16T00:50:12Z,700000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612753,17,17,2021-11-16T00:50:12Z,710000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,17,17,2021-11-16T00:50:12Z,720000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,in,[],203082,,,1610612753,17,17,2021-11-16T00:50:12Z,730000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2021-11-16T00:49:12.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,17,17,2021-11-16T00:50:38Z,735000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2021-11-16T00:50:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203914,71.30420499342969,20.588235294117645,1610612753,17,20,2021-11-16T00:50:31Z,740000,-147.0,217.0,1,right,G. Harris 26' 3PT  (3 PTS) (M. Bamba 1 AST),"[203914, 1628964]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.23,Made,,,,,,,3.0,M. Bamba,1628964.0,1.0,,,,,,,,,
78,PT05M15.00S,2021-11-16T00:50:42.8Z,1,REGULAR,3pt,Jump Shot,[],203992,23.866622864651774,16.911764705882355,1610612737,20,20,2021-11-16T00:50:48Z,760000,165.0,172.0,1,left,B. Bogdanovic 3PT  (5 PTS) (K. Huerter 1 AST),"[203992, 1628989]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.85,Made,,,,,,,5.0,K. Huerter,1628989.0,1.0,,,,,,,,,
80,PT04M50.00S,2021-11-16T00:51:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629643,95.48291721419186,3.6764705882352944,1610612753,20,20,2021-11-16T00:51:12Z,780000,-232.0,-10.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M48.00S,2021-11-16T00:51:08.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,20,20,2021-11-16T00:51:12Z,790000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
82,PT04M48.00S,2021-11-16T00:51:13.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,20,20,2021-11-16T00:51:13Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M48.00S,2021-11-16T00:51:14.1Z,1,REGULAR,substitution,out,[],203992,,,1610612737,20,20,2021-11-16T00:51:17Z,810000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M48.00S,2021-11-16T00:51:14.1Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,20,20,2021-11-16T00:51:17Z,820000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M37.00S,2021-11-16T00:51:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.732588699080158,47.549019607843135,1610612737,20,20,2021-11-16T00:51:45Z,830000,12.0,1.0,1,left,MISS K. Huerter driving Layup,[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M34.00S,2021-11-16T00:51:43.6Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,20,20,2021-11-16T00:51:45Z,840000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M30.00S,2021-11-16T00:51:47.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,74.32654402102497,85.04901960784314,1610612753,20,20,2021-11-16T00:51:54Z,850000,175.0,189.0,1,right,MISS C. Anthony 25' step back 3PT,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M26.00S,2021-11-16T00:51:51.9Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,20,20,2021-11-16T00:51:54Z,860000,,,0,,K. Huerter REBOUND (Off:1 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,87.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
89,PT04M25.00S,2021-11-16T00:51:52.4Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,20,20,2021-11-16T00:51:56Z,870000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1630175]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,1.0,,,,,Anthony,1630175.0,,,,,,,
90,PT04M25.00S,2021-11-16T00:51:52.4Z,1,REGULAR,steal,,[],1630175,,,1610612753,20,20,2021-11-16T00:51:54Z,880000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2021-11-16T00:52:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,81.02825229960578,92.8921568627451,1610612753,20,20,2021-11-16T00:52:09Z,890000,214.0,126.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
