actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
45,PT10M20.00S,2026-02-13T03:14:53.6Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,4,4,2026-02-13T03:21:30Z,167500,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,Restricted Area,0-8 Center,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,
17,PT10M12.00S,2026-02-13T03:14:58.4Z,1,REGULAR,turnover,lost ball,[],1630230,,,1610612742,4,4,2026-02-13T03:15:04Z,170000,False,,,0,,N. Marshall lost ball TURNOVER (1 TO),"[1630230, 1629637]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Hayes,1629637.0,,,,,,
18,PT10M12.00S,2026-02-13T03:14:58.4Z,1,REGULAR,steal,,[],1629637,,,1610612747,4,4,2026-02-13T03:15:00Z,180000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
19,PT10M07.00S,2026-02-13T03:15:03.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629637,92.69053876478318,51.22549019607843,1610612747,6,4,2026-02-13T03:15:09Z,190000,False,6.0,16.0,1,right,J. Hayes running alley-oop DUNK (2 PTS) (L. James 2 AST),"[1629637, 2544]",1610612747.0,LAL,running alley-oop,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,L. James,2544.0,2.0,,,,,,,,,,,,,
21,PT10M00.00S,2026-02-13T03:15:10.3Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,6,4,2026-02-13T03:15:15Z,210000,False,,,0,,N. Marshall bad pass TURNOVER (2 TO),"[1630230, 1629637]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Hayes,1629637.0,,,,,,
22,PT10M00.00S,2026-02-13T03:15:10.3Z,1,REGULAR,steal,,[],1629637,,,1610612747,6,4,2026-02-13T03:15:12Z,220000,False,,,0,,J. Hayes STEAL (2 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2026-02-13T03:15:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,92.69053876478318,51.96078431372549,1610612747,8,4,2026-02-13T03:15:20Z,230000,False,10.0,16.0,1,right,R. Hachimura running reverse Layup (2 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,running reverse,,,Hachimura,R. Hachimura,,,,,,Restricted Area,0-8 Center,1.89,Made,2.0,L. James,2544.0,3.0,,,,,,,,,,,,,
26,PT09M34.00S,2026-02-13T03:15:35.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,15.686596583442835,56.61764705882353,1610612742,8,4,2026-02-13T03:19:14Z,250000,False,-33.0,95.0,1,left,MISS P. Washington 10' turnaround Hook,[1629023],1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,,In The Paint (Non-RA),8-16 Center,10.06,Missed,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2026-02-13T03:15:35.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,8,4,2026-02-13T03:15:40Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,26.0,,,,,,,,,,,,
29,PT09M29.00S,2026-02-13T03:16:05.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,6.8823915900131425,96.56862745098039,1610612742,8,4,2026-02-13T03:16:10Z,280000,False,-233.0,12.0,1,left,MISS P. Washington 3PT - blocked,"[1629023, 203935]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,Smart,203935.0,,,,
30,PT09M29.00S,2026-02-13T03:16:05.4Z,1,REGULAR,block,,[],203935,,,1610612742,8,4,2026-02-13T03:16:08Z,290000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2026-02-13T03:16:05.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,8,4,2026-02-13T03:16:10Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,29.0,,,,,,,,,,,,
33,PT09M23.00S,2026-02-13T03:16:30.8Z,1,REGULAR,turnover,out-of-bounds,[],1630314,,,1610612742,8,4,2026-02-13T03:16:37Z,320000,False,,,0,,B. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630314],1610612742.0,DAL,lost ball,,,Williams,B. Williams,,,,,1179.0,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,,,,
34,PT09M12.00S,2026-02-13T03:16:50.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],2544,69.30026281208936,20.34313725490196,1610612747,11,4,2026-02-13T03:16:54Z,330000,False,-148.0,236.0,1,right,L. James 27' 3PT  (5 PTS) (J. LaRavia 1 AST),"[2544, 1631222]",1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Left Center,27.88,Made,5.0,J. LaRavia,1631222.0,1.0,,,,,,,,,,,,,
36,PT08M56.00S,2026-02-13T03:17:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,11.48160315374507,51.470588235294116,1610612742,11,4,2026-02-13T03:22:25Z,350000,False,-7.0,55.0,1,left,MISS B. Williams driving Layup,[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2026-02-13T03:17:09.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,4,2026-02-13T03:17:09Z,360000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,
38,PT08M50.00S,2026-02-13T03:17:11.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,64.04402102496715,33.08823529411765,1610612747,14,4,2026-02-13T03:17:22Z,370000,False,-85.0,285.0,1,right,L. James 29' 3PT running pullup (8 PTS),[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,,Above the Break 3,24+ Center,29.78,Made,8.0,,,,,,,,,,,,,,,,
39,PT08M49.00S,2026-02-13T03:17:18.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,4,2026-02-13T03:17:18Z,380000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2026-02-13T03:21:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,6.619579500657039,45.34313725490197,1610612742,14,6,2026-02-13T03:21:06Z,390000,False,23.0,10.0,1,left,N. Marshall reverse Layup (2 PTS) (B. Williams 2 AST),"[1630230, 1630314]",1610612742.0,DAL,reverse,,,Marshall,N. Marshall,,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,B. Williams,1630314.0,2.0,,,,,,,,,,,,,
42,PT08M20.00S,2026-02-13T03:21:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,82.57227332457293,40.68627450980392,1610612747,16,6,2026-02-13T03:23:41Z,410000,False,-47.0,111.0,1,right,R. Hachimura 12' pullup Jump Shot (4 PTS) (L. James 4 AST),"[1629060, 2544]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,,In The Paint (Non-RA),8-16 Center,12.07,Made,4.0,L. James,2544.0,4.0,,,,,,,,,,,,,
46,PT08M04.00S,2026-02-13T03:21:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,11.875821287779246,45.58823529411765,1610612742,16,8,2026-02-13T03:24:09Z,430000,False,22.0,59.0,1,left,M. Christie 6' driving floating Jump Shot (2 PTS) (B. Williams 3 AST),"[1631108, 1630314]",1610612742.0,DAL,driving floating,,,Christie,M. Christie,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,2.0,B. Williams,1630314.0,3.0,,,,,,,,,,,,,
48,PT07M53.00S,2026-02-13T03:21:47.3Z,1,REGULAR,3pt,Jump Shot,[],2544,71.92838370565046,84.31372549019608,1610612747,16,8,2026-02-13T03:21:51Z,450000,False,172.0,211.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2026-02-13T03:21:50.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,16,8,2026-02-13T03:21:51Z,460000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,Above the Break 3,24+ Right Center,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
50,PT07M47.00S,2026-02-13T03:21:55.3Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612742,16,8,2026-02-13T03:22:01Z,470000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Williams 2 FT),"[203935, 1630314]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,2534.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams,1630314.0
52,PT07M47.00S,2026-02-13T03:22:29.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630314,,,1610612742,16,9,2026-02-13T03:22:29Z,490000,False,,,0,,B. Williams Free Throw 1 of 2 (3 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
53,PT07M47.00S,2026-02-13T03:22:31.3Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,16,9,2026-02-13T03:22:38Z,500000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M47.00S,2026-02-13T03:22:31.3Z,1,REGULAR,substitution,in,[],203114,,,1610612742,16,9,2026-02-13T03:22:38Z,510000,False,,,0,,SUB in: K. Middleton,[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M47.00S,2026-02-13T03:22:52.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630314,,,1610612742,16,10,2026-02-13T03:22:52Z,520000,False,,,0,,B. Williams Free Throw 2 of 2 (4 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
56,PT07M26.00S,2026-02-13T03:23:16.8Z,1,REGULAR,3pt,Jump Shot,[],203935,65.48948751642575,55.14705882352941,1610612747,16,10,2026-02-13T03:23:22Z,530000,False,26.0,272.0,1,right,MISS M. Smart 27' step back 3PT,[203935],1610612747.0,LAL,step back,,,Smart,M. Smart,,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2026-02-13T03:23:19.8Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,16,10,2026-02-13T03:23:22Z,540000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Center,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,
58,PT07M15.00S,2026-02-13T03:23:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,33.820630749014455,53.92156862745098,1610612742,16,13,2026-02-13T03:23:32Z,550000,False,-20.0,265.0,1,left,P. Washington 26' 3PT  (5 PTS) (N. Marshall 1 AST),"[1629023, 1630230]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,,Above the Break 3,24+ Center,26.61,Made,5.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,
60,PT07M05.00S,2026-02-13T03:23:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,92.29632063074901,98.03921568627452,1610612747,16,13,2026-02-13T03:23:45Z,570000,False,240.0,20.0,1,right,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,
61,PT07M02.00S,2026-02-13T03:23:41.1Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,16,13,2026-02-13T03:32:44Z,580000,False,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Right Corner 3,24+ Right,,,,,,,60.0,2.0,0.0,2.0,,,,,,,,,
62,PT06M57.00S,2026-02-13T03:23:45.7Z,1,REGULAR,turnover,lost ball,[],1631222,,,1610612747,16,13,2026-02-13T03:23:48Z,590000,False,,,0,,J. LaRavia lost ball TURNOVER (1 TO),"[1631222, 1630230]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
63,PT06M57.00S,2026-02-13T03:23:45.7Z,1,REGULAR,steal,,[],1630230,,,1610612742,16,13,2026-02-13T03:23:47Z,600000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2026-02-13T03:23:53.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203114,31.061103810775293,67.40196078431373,1610612742,16,16,2026-02-13T03:26:47Z,610000,False,-87.0,239.0,1,left,K. Middleton 25' 3PT running (3 PTS) (N. Marshall 2 AST),"[203114, 1630230]",1610612742.0,DAL,running,,,Middleton,K. Middleton,,,,,,Above the Break 3,24+ Left Center,25.48,Made,3.0,N. Marshall,1630230.0,2.0,,,,,,,,,,,,,
66,PT06M32.00S,2026-02-13T03:24:11.1Z,1,REGULAR,2pt,Jump Shot,[],203935,82.30946123521682,24.75490196078431,1610612747,16,16,2026-02-13T03:24:15Z,630000,False,-126.0,114.0,1,right,MISS M. Smart 16' step back Shot,[203935],1610612747.0,LAL,step back,,,Smart,M. Smart,,,,,,Mid-Range,16-24 Left Center,16.99,Missed,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2026-02-13T03:24:14.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,16,16,2026-02-13T03:24:15Z,640000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,Mid-Range,16-24 Left Center,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,
68,PT06M25.00S,2026-02-13T03:24:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,12.927069645203687,4.166666666666657,1610612742,16,16,2026-02-13T03:24:48Z,650000,False,229.0,69.0,1,left,MISS K. Middleton running 3PT,[203114],1610612742.0,DAL,running,,,Middleton,K. Middleton,,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2026-02-13T03:24:22.6Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,16,16,2026-02-13T03:24:24Z,660000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,Right Corner 3,24+ Right,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,
70,PT06M20.00S,2026-02-13T03:24:25.1Z,1,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612747,16,16,2026-02-13T03:24:29Z,670000,False,,,0,,J. Hayes lost ball out-of-bounds TURNOVER (1 TO),[1629637],1610612747.0,LAL,lost ball,,,Hayes,J. Hayes,,,,,2534.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,
71,PT06M20.00S,2026-02-13T03:24:28.8Z,1,REGULAR,substitution,out,[],1631222,,,1610612742,16,16,2026-02-13T03:24:36Z,680000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2026-02-13T03:24:28.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,16,16,2026-02-13T03:24:36Z,690000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M20.00S,2026-02-13T03:24:28.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612742,16,16,2026-02-13T03:24:36Z,700000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2026-02-13T03:24:28.8Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,16,16,2026-02-13T03:24:36Z,710000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M12.00S,2026-02-13T03:24:54.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628963,6.093955321944804,48.774509803921575,1610612742,16,18,2026-02-13T03:24:59Z,720000,False,6.0,5.0,1,left,M. Bagley III alley-oop DUNK (2 PTS) (B. Williams 4 AST),"[1628963, 1630314]",1610612742.0,DAL,alley-oop,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,B. Williams,1630314.0,4.0,,,,,,,,,,,,,
77,PT05M55.00S,2026-02-13T03:25:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.17148488830486,53.431372549019606,1610612747,18,18,2026-02-13T03:25:15Z,740000,False,17.0,68.0,1,right,M. Smart 7' pullup Jump Shot (4 PTS) (L. James 5 AST),"[203935, 2544]",1610612747.0,LAL,pullup,,,Smart,M. Smart,,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,4.0,L. James,2544.0,5.0,,,,,,,,,,,,,
79,PT05M40.00S,2026-02-13T03:25:26.7Z,1,REGULAR,2pt,Jump Shot,[],1630230,14.241130091984232,73.77450980392157,1610612742,18,20,2026-02-13T03:25:30Z,760000,False,-119.0,81.0,1,left,N. Marshall 14' pullup Jump Shot (4 PTS),[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,,Mid-Range,8-16 Left,14.41,Made,4.0,,,,,,,,,,,,,,,,
80,PT05M27.00S,2026-02-13T03:25:39.7Z,1,REGULAR,3pt,Jump Shot,[],1629060,96.36990801576873,97.54901960784314,1610612747,21,20,2026-02-13T03:25:44Z,770000,False,238.0,-18.0,1,right,R. Hachimura 3PT  (7 PTS) (L. James 6 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,23.84,Made,7.0,L. James,2544.0,6.0,,,,,,,,,,,,,
82,PT05M07.00S,2026-02-13T03:25:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,22.38830486202366,92.6470588235294,1610612742,21,20,2026-02-13T03:26:04Z,790000,False,-213.0,158.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2026-02-13T03:26:02.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,21,20,2026-02-13T03:26:04Z,800000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Left Center,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
84,PT05M01.00S,2026-02-13T03:26:07.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,93.2161629434954,62.00980392156863,1610612747,23,20,2026-02-13T03:30:29Z,810000,False,60.0,11.0,1,right,L. James 6' running Layup (10 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,10.0,,,,,,,,,,,,,,,,
85,PT05M01.00S,2026-02-13T03:26:12.7Z,1,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612747,23,20,2026-02-13T03:26:48Z,820000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (James 1 FT),"[1629023, 2544]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,2534.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,James,2544.0
87,PT05M01.00S,2026-02-13T03:26:32.7Z,1,REGULAR,substitution,out,[],1629637,,,1610612747,23,20,2026-02-13T03:26:44Z,840000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2026-02-13T03:26:32.7Z,1,REGULAR,substitution,out,[],203935,,,1610612747,23,20,2026-02-13T03:26:44Z,850000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2026-02-13T03:26:32.7Z,1,REGULAR,substitution,out,[],1630314,,,1610612747,23,20,2026-02-13T03:26:44Z,860000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
