actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M46.00S,2026-03-28T02:42:09.1Z,1,REGULAR,steal,,[],1630533,,,1610612751,2,0,2026-03-28T02:42:12Z,150000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2026-03-28T02:42:13.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642849,9.247700394218143,2.6960784313725554,1610612751,2,0,2026-03-28T02:42:21Z,160000,False,237.0,34.0,1,left,MISS N. Traore running 3PT,[1642849],1610612751.0,BKN,running,,,Traore,N. Traore,,,,,Right Corner 3,24+ Right,,,,23.9,Missed,,,,,,,,,,,,,,,
17,PT10M37.00S,2026-03-28T02:42:17.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,0,2026-03-28T02:42:21Z,170000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M30.00S,2026-03-28T02:42:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,81.65243101182654,54.65686274509804,1610612747,4,0,2026-03-28T02:42:31Z,180000,False,23.0,120.0,1,right,L. Dončić 12' fadeaway Jump Shot (4 PTS),[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,12.22,Made,,,,,4.0,,,,,,,,,,
19,PT10M16.00S,2026-03-28T02:42:38.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,25.147831800262807,86.76470588235294,1610612751,4,0,2026-03-28T02:42:42Z,190000,False,-184.0,184.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,26.0,Missed,,,,,,,,,,,,,,,
20,PT10M14.00S,2026-03-28T02:42:40.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,4,0,2026-03-28T02:42:42Z,200000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M06.00S,2026-03-28T02:42:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,79.81274638633377,44.607843137254896,1610612747,4,0,2026-03-28T02:44:00Z,210000,False,-27.0,137.0,1,right,MISS L. Dončić 13' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,13.99,Missed,,,,,,,,,,,,,,,
22,PT10M03.00S,2026-03-28T02:42:52.5Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,4,0,2026-03-28T02:44:00Z,220000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M02.00S,2026-03-28T02:42:57.8Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612751,4,0,2026-03-28T02:43:03Z,230000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Powell 2 FT),"[1631222, 1642962]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,Powell,1642962.0,,,,,
25,PT10M02.00S,2026-03-28T02:43:31.4Z,1,REGULAR,freethrow,1 of 2,[],1642962,,,1610612751,4,1,2026-03-28T02:43:31Z,250000,False,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
26,PT10M02.00S,2026-03-28T02:43:46.4Z,1,REGULAR,freethrow,2 of 2,[],1642962,,,1610612751,4,2,2026-03-28T02:43:46Z,260000,False,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
27,PT09M47.00S,2026-03-28T02:44:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,87.82851511169514,58.82352941176471,1610612747,6,2,2026-03-28T02:44:08Z,270000,False,44.0,62.0,1,right,L. James 7' finger roll Layup (2 PTS),[2544],1610612747.0,LAL,finger roll,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,7.6,Made,,,,,2.0,,,,,,,,,,
28,PT09M36.00S,2026-03-28T02:44:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,8.853482260183966,44.85294117647059,1610612751,6,2,2026-03-28T02:44:19Z,280000,False,26.0,31.0,1,left,MISS N. Traore driving Layup - blocked,"[1642849, 1629028]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,4.0,Missed,,,,,,,,,,,Ayton,1629028.0,,,
29,PT09M36.00S,2026-03-28T02:44:14.2Z,1,REGULAR,block,,[],1629028,,,1610612751,6,2,2026-03-28T02:44:16Z,290000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M36.00S,2026-03-28T02:44:14.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,6,2,2026-03-28T02:44:19Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,28.0,,,,,,,,,,,,,,
32,PT09M32.00S,2026-03-28T02:44:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641730,32.24375821287779,20.34313725490196,1610612751,6,2,2026-03-28T02:44:39Z,320000,False,148.0,251.0,1,left,MISS N. Clowney 29' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,29.12,Missed,,,,,,,,,,,,,,,
33,PT09M30.00S,2026-03-28T02:44:37.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,6,2,2026-03-28T02:44:39Z,330000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,
34,PT09M17.00S,2026-03-28T02:44:51.5Z,1,REGULAR,2pt,Jump Shot,[],2544,75.21353482260184,44.36274509803921,1610612747,8,2,2026-03-28T02:44:56Z,340000,False,-28.0,180.0,1,right,L. James 18' Jump Shot (4 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,,,,18.27,Made,,,,,4.0,,,,,,,,,,
36,PT08M59.00S,2026-03-28T02:45:09.7Z,1,REGULAR,2pt,Jump Shot,[],1630533,9.198423127463855,70.88694852941177,1610612751,8,4,2026-03-28T02:45:15Z,360000,False,-104.0,34.0,1,left,Z. Williams 10' pullup Jump Shot (2 PTS) (N. Claxton 1 AST),"[1630533, 1629651]",1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Left,,,,10.98,Made,,,,,2.0,,,,,,,,N. Claxton,1629651.0,1.0
38,PT08M46.00S,2026-03-28T02:45:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,76.52759526938239,10.784313725490193,1610612747,11,4,2026-03-28T02:47:01Z,380000,False,-196.0,168.0,1,right,L. Dončić 25' 3PT step back (7 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,25.83,Made,,,,,7.0,,,,,,,,,,
39,PT08M28.00S,2026-03-28T02:45:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,17.132063074901453,56.372549019607845,1610612751,11,4,2026-03-28T02:45:43Z,390000,False,-32.0,109.0,1,left,MISS Z. Williams 11' pullup Shot,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,11.31,Missed,,,,,,,,,,,,,,,
40,PT08M26.00S,2026-03-28T02:45:42.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,11,4,2026-03-28T02:45:43Z,400000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M20.00S,2026-03-28T02:45:48.8Z,1,REGULAR,2pt,Jump Shot,[],2544,91.63929040735874,81.12745098039215,1610612747,11,4,2026-03-28T02:47:37Z,410000,False,156.0,26.0,1,right,MISS L. James 15' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,15.78,Missed,,,,,,,,,,,,,,,
42,PT08M18.00S,2026-03-28T02:45:50.8Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612747,11,4,2026-03-28T02:48:06Z,420000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Right,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,
43,PT08M17.00S,2026-03-28T02:45:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2544,89.01116951379764,95.83333333333333,1610612747,11,4,2026-03-28T02:48:12Z,430000,False,229.0,51.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,23.48,Missed,,,,,,,,,,,,,,,
44,PT08M15.00S,2026-03-28T02:45:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,11,4,2026-03-28T02:48:12Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,43.0,,,,,,,,,,,,,,
45,PT08M15.00S,2026-03-28T02:46:06.2Z,1,REGULAR,foul,personal,[],1641730,,,1610612747,11,4,2026-03-28T02:46:13Z,450000,False,,,0,,N. Clowney loose ball personal FOUL (1 PF),"[1641730, 1631222]",1610612751.0,BKN,loose ball,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,LaRavia,1631222.0,,,,,
47,PT08M04.00S,2026-03-28T02:46:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,89.6681997371879,50.49019607843137,1610612747,13,4,2026-03-28T02:48:46Z,470000,False,2.0,45.0,1,right,D. Ayton driving finger roll Layup (2 PTS) (L. James 1 AST),"[1629028, 2544]",1610612747.0,LAL,driving finger roll,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Made,,,,,2.0,,,,,,,,L. James,2544.0,1.0
49,PT07M54.00S,2026-03-28T02:46:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642962,14.635348226018394,46.81372549019608,1610612751,13,4,2026-03-28T02:46:41Z,490000,False,16.0,85.0,1,left,MISS D. Powell 8' pullup Shot,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,8.66,Missed,,,,,,,,,,,,,,,
50,PT07M52.00S,2026-03-28T02:46:38.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,13,4,2026-03-28T02:46:41Z,500000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT07M45.00S,2026-03-28T02:46:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,91.24507227332458,53.18627450980392,1610612747,15,4,2026-03-28T02:46:51Z,510000,False,16.0,30.0,1,right,A. Reaves driving Layup (2 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,3.38,Made,,,,,2.0,,,,,,,,,,
52,PT07M45.00S,2026-03-28T02:46:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,4,2026-03-28T02:46:54Z,520000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M26.00S,2026-03-28T02:50:10.6Z,1,REGULAR,3pt,Jump Shot,[],1642962,12.927069645203687,96.81372549019608,1610612751,15,4,2026-03-28T02:50:16Z,530000,False,-234.0,69.0,1,left,MISS D. Powell 24' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,24.41,Missed,,,,,,,,,,,,,,,
54,PT07M22.00S,2026-03-28T02:50:14.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,15,4,2026-03-28T02:50:16Z,540000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,,
55,PT07M12.00S,2026-03-28T02:50:24.8Z,1,REGULAR,3pt,Jump Shot,[],1631222,90.45663600525624,97.05882352941177,1610612747,15,4,2026-03-28T02:50:31Z,550000,False,235.0,37.0,1,right,MISS J. LaRavia 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,,23.82,Missed,,,,,,,,,,,,,,,
56,PT07M10.00S,2026-03-28T02:50:26.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,15,4,2026-03-28T02:50:31Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,55.0,,,,,,,,,,,,,,
59,PT07M00.00S,2026-03-28T02:50:49.2Z,1,REGULAR,3pt,Jump Shot,[],1642962,28.43298291721419,17.40196078431373,1610612751,15,7,2026-03-28T02:50:54Z,590000,False,163.0,215.0,1,left,D. Powell 26' 3PT  (5 PTS) (N. Traore 1 AST),"[1642962, 1642849]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,26.96,Made,,,,,5.0,,,,,,,,N. Traore,1642849.0,1.0
61,PT06M45.00S,2026-03-28T02:51:05.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,15,7,2026-03-28T02:51:08Z,610000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1642849]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,1.0,Traore,1642849.0,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2026-03-28T02:51:05.0Z,1,REGULAR,steal,,[],1642849,,,1610612751,15,7,2026-03-28T02:51:07Z,620000,False,,,0,,N. Traore STEAL (2 STL),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2026-03-28T02:51:09.0Z,1,REGULAR,turnover,lost ball,[],1642849,,,1610612751,15,7,2026-03-28T02:52:55Z,630000,False,,,0,,N. Traore lost ball TURNOVER (1 TO),"[1642849, 1629029]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,1.0,Dončić,1629029.0,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2026-03-28T02:51:09.0Z,1,REGULAR,steal,,[],1629029,,,1610612747,15,7,2026-03-28T02:51:12Z,640000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M41.00S,2026-03-28T02:51:14.2Z,1,REGULAR,foul,personal,[],1642849,,,1610612747,15,7,2026-03-28T02:51:21Z,650000,False,,,0,,N. Traore personal FOUL (1 PF),"[1642849, 1631222]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2882.0,1.0,0.0,LaRavia,1631222.0,,,,,
67,PT06M41.00S,2026-03-28T02:51:22.5Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,15,7,2026-03-28T02:51:25Z,670000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2026-03-28T02:51:22.5Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,15,7,2026-03-28T02:51:25Z,680000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M27.00S,2026-03-28T02:51:43.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,82.57227332457293,52.450980392156865,1610612747,17,7,2026-03-28T02:53:38Z,690000,False,12.0,111.0,1,right,L. Dončić 11' driving floating Jump Shot (9 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,11.2,Made,,,,,9.0,,,,,,,,,,
70,PT06M17.00S,2026-03-28T02:51:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,9.116294349540084,44.85294117647059,1610612751,17,7,2026-03-28T02:51:56Z,700000,False,26.0,33.0,1,left,MISS N. Traore driving Layup - blocked,"[1642849, 1629028]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,4.2,Missed,,,,,,,,,,,Ayton,1629028.0,,,
71,PT06M17.00S,2026-03-28T02:51:52.4Z,1,REGULAR,block,,[],1629028,,,1610612751,17,7,2026-03-28T02:51:55Z,710000,False,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2026-03-28T02:51:55.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,17,7,2026-03-28T02:51:56Z,720000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT06M08.00S,2026-03-28T02:52:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,90.8508541392904,49.50980392156863,1610612747,19,7,2026-03-28T02:52:06Z,730000,False,-2.0,34.0,1,right,D. Ayton cutting DUNK (4 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,3.36,Made,,,,,4.0,,,,,,,,A. Reaves,1630559.0,1.0
75,PT06M08.00S,2026-03-28T02:52:08.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,19,7,2026-03-28T02:52:08Z,750000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2026-03-28T02:55:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,9.379106438896187,3.67647058823529,1610612751,19,10,2026-03-28T02:55:17Z,760000,False,232.0,36.0,1,left,Z. Williams 3PT  (5 PTS) (N. Traore 2 AST),"[1630533, 1642849]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,23.43,Made,,,,,5.0,,,,,,,,N. Traore,1642849.0,2.0
78,PT05M37.00S,2026-03-28T02:55:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.34756898817345,46.07843137254902,1610612747,21,10,2026-03-28T02:55:38Z,780000,False,-20.0,10.0,1,right,L. James driving Layup (6 PTS) (L. Dončić 1 AST),"[2544, 1629029]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.2,Made,,,,,6.0,,,,,,,,L. Dončić,1629029.0,1.0
80,PT05M37.00S,2026-03-28T02:55:39.9Z,1,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612747,21,10,2026-03-28T02:55:47Z,800000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (James 1 FT),"[1630533, 2544]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,James,2544.0,,,,,
82,PT05M37.00S,2026-03-28T02:56:09.3Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,22,10,2026-03-28T02:56:09Z,820000,False,,,0,,L. James Free Throw 1 of 1 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
84,PT05M26.00S,2026-03-28T02:56:51.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.196452036793687,48.774509803921575,1610612751,22,12,2026-03-28T02:56:56Z,840000,False,6.0,25.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (N. Traore 3 AST),"[1629651, 1642849]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,2.52,Made,,,,,2.0,,,,,,,,N. Traore,1642849.0,3.0
86,PT05M12.00S,2026-03-28T02:57:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,91.90210249671485,38.48039215686274,1610612747,22,12,2026-03-28T02:57:09Z,860000,False,-58.0,24.0,1,right,MISS L. Dončić 6' fadeaway Shot,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,6.22,Missed,,,,,,,,,,,,,,,
