actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M31.00S,2026-02-10T03:14:44.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.59198423127464,49.26470588235294,1610612760,3,5,2026-02-10T03:14:48Z,160000,False,-4.0,252.0,1,right,C. Holmgren 25' 3PT  (3 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,25.21,Made,,,,,3.0,J. Williams,1631114.0,1.0,,,,,,,
18,PT10M03.00S,2026-02-10T03:15:13.3Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,3,5,2026-02-10T03:15:17Z,180000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628392]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,1.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
19,PT10M03.00S,2026-02-10T03:15:13.3Z,1,REGULAR,steal,,[],1628392,,,1610612760,3,5,2026-02-10T03:15:16Z,190000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
20,PT09M57.00S,2026-02-10T03:15:19.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1641717,79.41852825229961,38.48039215686274,1610612760,3,7,2026-02-10T03:17:43Z,200000,False,-58.0,141.0,1,right,C. Wallace 15' running pullup Jump Shot (4 PTS) (I. Hartenstein 1 AST),"[1641717, 1628392]",1610612760.0,OKC,running pullup,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Center,,,,15.23,Made,,,,,4.0,I. Hartenstein,1628392.0,1.0,,,,,,,
22,PT09M40.00S,2026-02-10T03:15:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,13.715505913272011,64.4607843137255,1610612747,5,7,2026-02-10T03:15:39Z,220000,False,-72.0,76.0,1,left,L. James 10' driving floating Jump Shot (2 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,10.52,Made,,,,,2.0,,,,,,,,,,
23,PT09M20.00S,2026-02-10T03:15:55.3Z,1,REGULAR,2pt,Jump Shot,[],1631114,87.17148488830486,26.715686274509807,1610612760,5,7,2026-02-10T03:16:01Z,230000,False,-116.0,68.0,1,right,MISS J. Williams 13' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,13.49,Missed,,,,,,,,,,,,,,,
24,PT09M19.00S,2026-02-10T03:15:56.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,5,7,2026-02-10T03:16:01Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,23.0,,,,,,,,,,,,,,
26,PT09M10.00S,2026-02-10T03:16:16.1Z,1,REGULAR,3pt,Jump Shot,[],203935,28.56438896189225,79.41176470588235,1610612747,5,7,2026-02-10T03:16:20Z,260000,False,-147.0,216.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,26.13,Missed,,,,,,,,,,,,,,,
27,PT09M07.00S,2026-02-10T03:16:19.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,5,7,2026-02-10T03:16:20Z,270000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M02.00S,2026-02-10T03:16:23.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631096,87.69710906701708,51.22549019607843,1610612760,5,7,2026-02-10T03:19:18Z,280000,False,6.0,63.0,1,right,MISS C. Holmgren 6' running pullup Shot,[1631096],1610612760.0,OKC,running pullup,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,6.34,Missed,,,,,,,,,,,,,,,
29,PT08M59.00S,2026-02-10T03:16:26.7Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,5,7,2026-02-10T03:16:32Z,290000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,
30,PT08M57.00S,2026-02-10T03:16:28.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,71.00854139290408,73.2843137254902,1610612760,5,7,2026-02-10T03:16:34Z,300000,False,116.0,220.0,1,right,MISS C. Wallace 24' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,24.89,Missed,,,,,,,,,,,,,,,
31,PT08M54.00S,2026-02-10T03:16:31.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,5,7,2026-02-10T03:16:34Z,310000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT08M45.00S,2026-02-10T03:16:40.6Z,1,REGULAR,3pt,Jump Shot,[],203935,19.628777923784497,90.44117647058823,1610612747,8,7,2026-02-10T03:16:51Z,320000,False,-202.0,132.0,1,left,M. Smart 24' 3PT  (3 PTS) (L. James 2 AST),"[203935, 2544]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,24.15,Made,,,,,3.0,L. James,2544.0,2.0,,,,,,,
34,PT08M27.00S,2026-02-10T03:16:58.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,94.53022339027595,37.5,1610612760,8,9,2026-02-10T03:17:04Z,340000,False,-62.0,-1.0,1,right,I. Hartenstein 6' turnaround Hook (2 PTS) (C. Wallace 1 AST),"[1628392, 1641717]",1610612760.0,OKC,turnaround,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,6.25,Made,,,,,2.0,C. Wallace,1641717.0,1.0,,,,,,,
36,PT08M18.00S,2026-02-10T03:17:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.722076215505908,57.1078431372549,1610612747,8,9,2026-02-10T03:17:11Z,360000,False,-36.0,29.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 1641717]",1610612747.0,LAL,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Missed,,,,,,,,,Wallace,1641717.0,,,,,
37,PT08M18.00S,2026-02-10T03:17:06.7Z,1,REGULAR,block,,[],1641717,,,1610612747,8,9,2026-02-10T03:19:07Z,370000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M15.00S,2026-02-10T03:17:09.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,8,9,2026-02-10T03:17:11Z,380000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT08M03.00S,2026-02-10T03:17:22.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,91.77069645203679,58.088235294117645,1610612760,8,9,2026-02-10T03:17:31Z,390000,False,40.0,25.0,1,right,MISS I. Hartenstein turnaround Hook,[1628392],1610612760.0,OKC,turnaround,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Missed,,,,,,,,,,,,,,,
40,PT08M00.00S,2026-02-10T03:17:25.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,8,9,2026-02-10T03:28:21Z,400000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,
41,PT07M51.00S,2026-02-10T03:17:34.3Z,1,REGULAR,3pt,Jump Shot,[],1631222,32.11235216819975,58.57843137254902,1610612747,8,9,2026-02-10T03:17:40Z,410000,False,-43.0,249.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,25.31,Missed,,,,,,,,,,,,,,,
42,PT07M50.00S,2026-02-10T03:17:35.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,8,9,2026-02-10T03:17:40Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,41.0,,,,,,,,,,,,,,
44,PT07M26.00S,2026-02-10T03:18:12.1Z,1,REGULAR,3pt,Jump Shot,[],1641717,74.81931668856767,13.725490196078425,1610612760,8,9,2026-02-10T03:24:30Z,440000,False,-181.0,184.0,1,right,MISS C. Wallace 25' pullup 3PT,[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,25.85,Missed,,,,,,,,,,,,,,,
45,PT07M26.00S,2026-02-10T03:18:12.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,8,9,2026-02-10T03:18:40Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,44.0,,,,,,,,,,,,,,
46,PT07M26.00S,2026-02-10T03:18:18.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,8,9,2026-02-10T03:18:26Z,460000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200833.0,,,,
47,PT07M10.00S,2026-02-10T03:18:41.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,14.635348226018394,91.91176470588235,1610612747,10,9,2026-02-10T03:25:45Z,470000,False,-210.0,85.0,1,left,R. Hachimura 22' pullup Jump Shot (2 PTS),[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left,,,,22.62,Made,,,,,2.0,,,,,,,,,,
49,PT06M55.00S,2026-02-10T03:18:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.29632063074901,41.17647058823529,1610612760,10,9,2026-02-10T03:19:02Z,490000,False,-44.0,20.0,1,right,MISS J. Williams driving Layup - blocked,"[1631114, 1631222]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.84,Missed,,,,,,,,,LaRavia,1631222.0,,,,,
50,PT06M55.00S,2026-02-10T03:18:56.6Z,1,REGULAR,block,,[],1631222,,,1610612760,10,9,2026-02-10T03:18:58Z,500000,False,,,0,,J. LaRavia BLOCK (1 BLK),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M54.00S,2026-02-10T03:18:57.6Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,10,9,2026-02-10T03:19:02Z,510000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT06M44.00S,2026-02-10T03:19:08.3Z,1,REGULAR,3pt,Jump Shot,[],1629060,26.856110381077528,80.63725490196079,1610612747,10,9,2026-02-10T03:19:13Z,520000,False,-153.0,200.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,25.19,Missed,,,,,,,,,,,,,,,
53,PT06M42.00S,2026-02-10T03:19:10.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,10,9,2026-02-10T03:19:30Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,52.0,,,,,,,,,,,,,,
55,PT06M42.00S,2026-02-10T03:19:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,10,9,2026-02-10T03:19:30Z,550000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M42.00S,2026-02-10T03:21:16.8Z,1,REGULAR,substitution,out,[],1631222,,,1610612760,10,9,2026-02-10T03:22:25Z,560000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M42.00S,2026-02-10T03:21:16.8Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,10,9,2026-02-10T03:22:25Z,570000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2026-02-10T03:21:16.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612760,10,9,2026-02-10T03:22:25Z,580000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2026-02-10T03:21:16.8Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,10,9,2026-02-10T03:22:25Z,590000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2026-02-10T03:22:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.55913272010513,40.19607843137255,1610612760,10,9,2026-02-10T03:23:02Z,600000,False,-49.0,17.0,1,right,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,5.2,Missed,,,,,,,,,,,,,,,
62,PT06M32.00S,2026-02-10T03:22:55.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,10,9,2026-02-10T03:29:06Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,60.0,2.0,0.0,2.0,,,,,,,,,,,
63,PT06M32.00S,2026-02-10T03:23:01.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612760,10,9,2026-02-10T03:29:15Z,630000,False,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
64,PT06M31.00S,2026-02-10T03:23:02.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,10,9,2026-02-10T03:29:15Z,640000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,63.0,3.0,0.0,3.0,,,,,,,,,,,
65,PT06M31.00S,2026-02-10T03:23:02.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612760,10,11,2026-02-10T03:29:21Z,650000,False,0.0,0.0,1,right,I. Hartenstein tip Layup (4 PTS),[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,4.0,,,,,,,,,,
67,PT06M13.00S,2026-02-10T03:23:14.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,5.174113009198422,50.73529411764706,1610612747,12,11,2026-02-10T03:29:56Z,670000,False,-4.0,-4.0,1,left,D. Ayton driving DUNK (2 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,2.0,A. Reaves,1630559.0,1.0,,,,,,,
70,PT06M00.00S,2026-02-10T03:23:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.57227332457293,50.49019607843137,1610612760,12,13,2026-02-10T03:23:31Z,700000,False,2.0,111.0,1,right,I. Hartenstein 11' floating Jump Shot (6 PTS) (C. Wallace 2 AST),"[1628392, 1641717]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,11.13,Made,,,,,6.0,C. Wallace,1641717.0,2.0,,,,,,,
72,PT05M38.00S,2026-02-10T03:23:49.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,21.994086727989497,56.61764705882353,1610612747,14,13,2026-02-10T03:23:54Z,720000,False,-33.0,154.0,1,left,A. Reaves 15' turnaround fadeaway Jump Shot (2 PTS),[1630559],1610612747.0,LAL,turnaround fadeaway,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Center,,,,15.77,Made,,,,,2.0,,,,,,,,,,
73,PT05M30.00S,2026-02-10T03:24:02.7Z,1,REGULAR,foul,offensive,[],1629652,,,1610612760,14,13,2026-02-10T03:24:10Z,730000,False,,,0,,L. Dort offensive FOUL (1 PF),"[1629652, 1630559]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Reaves,1630559.0
75,PT05M30.00S,2026-02-10T03:24:02.7Z,1,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,14,13,2026-02-10T03:24:02Z,750000,False,,,0,,L. Dort offensive foul TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,201639.0,,,,
76,PT05M30.00S,2026-02-10T03:24:09.3Z,1,REGULAR,substitution,out,[],2544,,,1610612747,14,13,2026-02-10T03:24:14Z,760000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M30.00S,2026-02-10T03:24:09.3Z,1,REGULAR,substitution,out,[],1628392,,,1610612747,14,13,2026-02-10T03:24:14Z,770000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M30.00S,2026-02-10T03:24:09.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612747,14,13,2026-02-10T03:24:14Z,780000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M30.00S,2026-02-10T03:24:09.3Z,1,REGULAR,substitution,in,[],1631119,,,1610612747,14,13,2026-02-10T03:24:14Z,790000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M09.00S,2026-02-10T03:24:37.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,13.452693823915894,51.71568627450981,1610612747,16,13,2026-02-10T03:31:10Z,800000,False,-9.0,74.0,1,left,D. Ayton 7' driving Hook (4 PTS) (M. Smart 1 AST),"[1629028, 203935]",1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.45,Made,,,,,4.0,M. Smart,203935.0,1.0,,,,,,,
82,PT04M45.00S,2026-02-10T03:25:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,95.31865965834429,45.833333333333336,1610612760,16,13,2026-02-10T03:31:42Z,820000,False,-21.0,-8.0,1,right,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,2.25,Missed,,,,,,,,,,,,,,,
83,PT04M44.00S,2026-02-10T03:25:02.6Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,16,13,2026-02-10T03:32:10Z,830000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,
84,PT04M44.00S,2026-02-10T03:25:06.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641717,94.40999984741211,50.0,1610612760,16,15,2026-02-10T03:32:15Z,840000,False,0.0,0.0,1,right,C. Wallace tip Layup (6 PTS),[1641717],1610612760.0,OKC,tip,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,6.0,,,,,,,,,,
85,PT04M26.00S,2026-02-10T03:25:20.1Z,1,REGULAR,turnover,lost ball,[],1630559,,,1610612747,16,15,2026-02-10T03:25:25Z,850000,False,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 1631114]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,1.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
86,PT04M26.00S,2026-02-10T03:25:20.1Z,1,REGULAR,steal,,[],1631114,,,1610612760,16,15,2026-02-10T03:25:23Z,860000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
