actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
28,PT10M18.00S,2025-02-07T03:08:45.9Z,1,REGULAR,steal,,[],1627827,,,1610612747,6,3,2025-02-07T03:08:47Z,280000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M07.00S,2025-02-07T03:09:00.9Z,1,REGULAR,foul,personal,[],1642366,,,1610612747,6,3,2025-02-07T03:09:09Z,290000,False,,,0,,Q. Post personal FOUL (2 PF),"[1642366, 1629637]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,2.0,0.0,Hayes,1629637.0,,,,,,
31,PT10M01.00S,2025-02-07T03:09:29.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,19.23455978975032,51.71568627450981,1610612747,6,3,2025-02-07T03:11:04Z,310000,False,-9.0,128.0,1,left,MISS L. James 12' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,12.86,Missed,,,,,,,,,,,,,,,
32,PT09M59.00S,2025-02-07T03:09:31.7Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,6,3,2025-02-07T03:11:04Z,320000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,31.0,,,,,,,,,,1.0,1.0,0.0
33,PT09M49.00S,2025-02-07T03:09:39.6Z,1,REGULAR,3pt,Jump Shot,[],1642366,68.11760840998686,45.833333333333336,1610612744,6,3,2025-02-07T03:11:33Z,330000,False,-21.0,247.0,1,right,MISS Q. Post 24' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,,24.81,Missed,,,,,,,,,,,,,,,
34,PT09M47.00S,2025-02-07T03:09:41.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,6,3,2025-02-07T03:11:33Z,340000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,33.0,,,,,,,,,,1.0,1.0,0.0
35,PT09M42.00S,2025-02-07T03:09:44.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,6.701708278580824,2.918198529411768,1610612747,9,3,2025-02-07T03:11:57Z,350000,False,235.0,10.0,1,left,R. Hachimura 3PT running (3 PTS) (L. James 1 AST),"[1629060, 2544]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,23.56,Made,,,,3.0,,,,,,L. James,2544.0,1.0,,,
37,PT09M28.00S,2025-02-07T03:09:59.1Z,1,REGULAR,3pt,Jump Shot,[],203110,75.47634691195795,15.686274509803923,1610612744,9,6,2025-02-07T03:10:03Z,370000,False,-172.0,178.0,1,right,D. Green 24' 3PT  (3 PTS) (Q. Post 1 AST),"[203110, 1642366]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,24.72,Made,,,,3.0,,,,,,Q. Post,1642366.0,1.0,,,
39,PT09M16.00S,2025-02-07T03:10:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,7.276609724047319,44.607843137254896,1610612747,9,6,2025-02-07T03:10:14Z,390000,False,27.0,16.0,1,left,MISS J. Hayes cutting Layup,[1629637],1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,3.13,Missed,,,,,,,,,,,,,,,
40,PT09M14.00S,2025-02-07T03:10:13.0Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,9,6,2025-02-07T03:10:14Z,400000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,39.0,,,,,,,,,,1.0,1.0,0.0
41,PT09M04.00S,2025-02-07T03:10:26.1Z,1,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612744,9,6,2025-02-07T03:10:51Z,410000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Curry 2 FT),"[1629060, 201939]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Center,,,,,,,,,,101284.0,1.0,0.0,Curry,201939.0,,,,,,
43,PT09M04.00S,2025-02-07T03:10:55.3Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,9,7,2025-02-07T03:10:55Z,430000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
44,PT09M04.00S,2025-02-07T03:11:14.5Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,9,8,2025-02-07T03:11:14Z,440000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,2.0,,,,,,,,,,,
45,PT08M43.00S,2025-02-07T03:11:46.1Z,1,REGULAR,foul,personal,[],203110,,,1610612747,9,8,2025-02-07T03:12:20Z,450000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 1629637]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628480.0,1.0,0.0,Hayes,1629637.0,,,,,,
48,PT08M31.00S,2025-02-07T03:12:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,32.50657030223391,31.862745098039213,1610612747,9,8,2025-02-07T03:14:10Z,480000,False,91.0,253.0,1,left,MISS A. Reaves 26' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,26.89,Missed,,,,,,,,,,,,,,,
49,PT08M29.00S,2025-02-07T03:12:25.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,9,8,2025-02-07T03:12:37Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,,,,,,,,,,,,
51,PT08M16.00S,2025-02-07T03:12:50.4Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612744,9,8,2025-02-07T03:13:12Z,510000,False,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1627827]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,2.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,
52,PT08M16.00S,2025-02-07T03:12:50.4Z,1,REGULAR,steal,,[],1627827,,,1610612747,9,8,2025-02-07T03:12:52Z,520000,False,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
53,PT08M12.00S,2025-02-07T03:12:54.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,10.036136662286467,48.774509803921575,1610612747,11,8,2025-02-07T03:13:16Z,530000,False,6.0,42.0,1,left,L. James running DUNK (5 PTS) (D. Finney-Smith 1 AST),"[2544, 1627827]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,4.22,Made,,,,5.0,,,,,,D. Finney-Smith,1627827.0,1.0,,,
55,PT08M12.00S,2025-02-07T03:13:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,11,8,2025-02-07T03:13:13Z,550000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M58.00S,2025-02-07T03:16:44.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,71.53416557161628,82.59803921568627,1610612744,11,8,2025-02-07T03:16:49Z,560000,False,163.0,215.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,26.99,Missed,,,,,,,,,,,,,,,
57,PT07M56.00S,2025-02-07T03:16:46.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,11,8,2025-02-07T03:16:49Z,570000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,,56.0,,,,,,,,,,2.0,2.0,0.0
58,PT07M40.00S,2025-02-07T03:17:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,10.430354796320628,52.450980392156865,1610612747,13,8,2025-02-07T03:17:07Z,580000,False,-12.0,46.0,1,left,J. Hayes cutting Layup (2 PTS) (L. James 2 AST),"[1629637, 2544]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,4.71,Made,,,,2.0,,,,,,L. James,2544.0,2.0,,,
60,PT07M28.00S,2025-02-07T03:17:15.3Z,1,REGULAR,3pt,Jump Shot,[],201939,69.95729303547964,75.24509803921569,1610612744,13,8,2025-02-07T03:17:19Z,600000,False,126.0,230.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,26.23,Missed,,,,,,,,,,,,,,,
61,PT07M25.00S,2025-02-07T03:17:18.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,8,2025-02-07T03:17:19Z,610000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,60.0,,,,,,,,,,2.0,2.0,0.0
62,PT07M09.00S,2025-02-07T03:17:34.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,9.379106438896187,48.774509803921575,1610612747,15,8,2025-02-07T03:17:40Z,620000,False,6.0,36.0,1,left,J. Hayes alley-oop DUNK (4 PTS) (A. Reaves 1 AST),"[1629637, 1630559]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,3.62,Made,,,,4.0,,,,,,A. Reaves,1630559.0,1.0,,,
64,PT06M59.00S,2025-02-07T03:17:44.0Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,15,8,2025-02-07T03:18:18Z,640000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630559]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,2.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
65,PT06M59.00S,2025-02-07T03:17:44.0Z,1,REGULAR,steal,,[],1630559,,,1610612747,15,8,2025-02-07T03:17:45Z,650000,False,,,0,,A. Reaves STEAL (2 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2025-02-07T03:17:48.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,12.532851511169525,43.38235294117647,1610612747,17,8,2025-02-07T03:18:00Z,660000,False,33.0,65.0,1,left,A. Reaves 7' running pullup Jump Shot (5 PTS) (L. James 3 AST),"[1630559, 2544]",1610612747.0,LAL,running pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,7.32,Made,,,,5.0,,,,,,L. James,2544.0,3.0,,,
69,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,out,[],1629637,,,1610612744,17,8,2025-02-07T03:18:16Z,690000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,17,8,2025-02-07T03:18:16Z,700000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,in,[],1629216,,,1610612744,17,8,2025-02-07T03:18:16Z,710000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,17,8,2025-02-07T03:18:16Z,720000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,17,8,2025-02-07T03:18:22Z,730000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2025-02-07T03:18:06.6Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,17,8,2025-02-07T03:18:22Z,740000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M29.00S,2025-02-07T03:18:39.2Z,1,REGULAR,3pt,Jump Shot,[],1627780,68.24901445466492,67.40196078431373,1610612744,17,8,2025-02-07T03:18:43Z,750000,False,87.0,246.0,1,right,MISS G. Payton II 26' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,,26.09,Missed,,,,,,,,,,,,,,,
76,PT06M26.00S,2025-02-07T03:18:42.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,17,8,2025-02-07T03:18:43Z,760000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,75.0,,,,,,,,,,3.0,3.0,0.0
77,PT06M14.00S,2025-02-07T03:18:55.9Z,1,REGULAR,foul,offensive,[],1630559,,,1610612747,17,8,2025-02-07T03:20:30Z,770000,False,,,0,,A. Reaves charge offensive FOUL (1 PF),"[1630559, 201939]",1610612747.0,LAL,charge,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,101284.0,1.0,0.0,Curry,201939.0,,,,,,
79,PT06M14.00S,2025-02-07T03:18:55.9Z,1,REGULAR,turnover,offensive foul,[],1630559,,,1610612747,17,8,2025-02-07T03:18:55Z,790000,False,,,0,,A. Reaves offensive foul TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,101284.0,,,,,,,,,,
80,PT06M14.00S,2025-02-07T03:19:05.1Z,1,REGULAR,substitution,out,[],2544,,,1610612744,17,8,2025-02-07T03:19:13Z,800000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2025-02-07T03:19:05.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612744,17,8,2025-02-07T03:19:13Z,810000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2025-02-07T03:19:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,89.93101182654402,55.88235294117647,1610612744,17,8,2025-02-07T03:19:34Z,820000,False,29.0,42.0,1,right,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,5.13,Missed,,,,,,,,,,,,,,,
83,PT06M02.00S,2025-02-07T03:19:33.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612747,17,8,2025-02-07T03:26:26Z,830000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,82.0,,,,,,,,,,1.0,1.0,0.0
84,PT05M55.00S,2025-02-07T03:19:39.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,30.14126149802891,76.7156862745098,1610612747,20,8,2025-02-07T03:19:45Z,840000,False,-134.0,231.0,1,left,D. Finney-Smith 26' 3PT  (3 PTS) (R. Hachimura 1 AST),"[1627827, 1629060]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,26.67,Made,,,,3.0,,,,,,R. Hachimura,1629060.0,1.0,,,
86,PT05M54.00S,2025-02-07T03:19:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,20,8,2025-02-07T03:19:49Z,860000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M41.00S,2025-02-07T03:23:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.80354796320631,67.64705882352942,1610612744,20,11,2025-02-07T03:23:29Z,870000,False,88.0,260.0,1,right,B. Hield 27' 3PT  (3 PTS) (K. Looney 1 AST),"[1627741, 1626172]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,27.41,Made,,,,3.0,,,,,,K. Looney,1626172.0,1.0,,,
89,PT05M26.00S,2025-02-07T03:23:36.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,31.980946123521676,33.33333333333334,1610612747,20,11,2025-02-07T03:23:44Z,890000,False,83.0,248.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,26.17,Missed,,,,,,,,,,,,,,,
90,PT05M25.00S,2025-02-07T03:23:37.4Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,20,11,2025-02-07T03:24:17Z,900000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,89.0,,,,,,,,,,1.0,0.0,1.0
