actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
28,PT09M37.00S,2025-03-18T02:16:38.7Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,4,7,2025-03-18T02:16:44Z,280000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 202710]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Butler III,202710.0
29,PT09M37.00S,2025-03-18T02:16:38.7Z,1,REGULAR,steal,,[],202710,,,1610612744,4,7,2025-03-18T02:16:40Z,290000,False,,,0,,J. Butler III STEAL (1 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2025-03-18T02:16:41.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.59198423127464,51.71568627450981,1610612744,6,7,2025-03-18T02:16:50Z,300000,False,9.0,17.0,1,right,J. Butler III running DUNK (2 PTS),[202710],1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,2.0,,,,,,,,
31,PT09M18.00S,2025-03-18T02:16:58.3Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,6,7,2025-03-18T02:17:06Z,310000,False,,,0,,A. Gordon lost ball TURNOVER (2 TO),"[203932, 1642366]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Post,1642366.0
32,PT09M18.00S,2025-03-18T02:16:58.3Z,1,REGULAR,steal,,[],1642366,,,1610612744,6,7,2025-03-18T02:16:59Z,320000,False,,,0,,Q. Post STEAL (1 STL),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2025-03-18T02:17:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,93.9060446780552,43.38235294117647,1610612744,6,7,2025-03-18T02:17:11Z,330000,False,-33.0,5.0,1,right,MISS J. Butler III running Layup - blocked,"[202710, 1631212]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,Watson,1631212.0,,,,,,
34,PT09M13.00S,2025-03-18T02:17:02.7Z,1,REGULAR,block,,[],1631212,,,1610612744,6,7,2025-03-18T02:17:05Z,340000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2025-03-18T02:17:05.7Z,1,REGULAR,rebound,defensive,[],1641816,,,1610612743,6,7,2025-03-18T02:17:05Z,350000,False,,,0,,H. Tyson REBOUND (Off:0 Def:2),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Restricted Area,0-8 Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT09M00.00S,2025-03-18T02:17:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.783837056504599,45.09803921568628,1610612743,6,9,2025-03-18T02:17:23Z,360000,False,25.0,11.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,,,,2.0,,,,,,,,
37,PT08M54.00S,2025-03-18T02:17:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,92.19776609724047,57.59803921568627,1610612744,8,9,2025-03-18T02:18:37Z,370000,False,38.0,21.0,1,right,M. Moody cutting Layup (2 PTS) (D. Green 2 AST),"[1630541, 203110]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,,,,2.0,,,D. Green,203110.0,2.0,,,
39,PT08M41.00S,2025-03-18T02:17:42.0Z,1,REGULAR,foul,personal,[],1630541,,,1610612743,8,9,2025-03-18T02:20:02Z,390000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1629008]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Center,,,,,,,1830.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,
41,PT08M31.00S,2025-03-18T02:18:09.5Z,1,REGULAR,2pt,Jump Shot,[],1629008,21.81340341655716,35.72303921568628,1610612743,8,11,2025-03-18T02:18:26Z,410000,False,71.0,153.0,1,left,M. Porter Jr. 16' step back Jump Shot (2 PTS) (R. Westbrook 2 AST),"[1629008, 201566]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,16.84,Made,,,,,,,,,,2.0,,,R. Westbrook,201566.0,2.0,,,
42,PT08M22.00S,2025-03-18T02:18:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,65.91655716162943,48.529411764705884,1610612744,8,11,2025-03-18T02:18:28Z,420000,False,-7.0,268.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
43,PT08M22.00S,2025-03-18T02:18:19.3Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,8,11,2025-03-18T02:18:28Z,430000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M15.00S,2025-03-18T02:18:25.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641816,24.655059132720105,11.76470588235294,1610612743,8,11,2025-03-18T02:18:39Z,440000,False,191.0,179.0,1,left,MISS H. Tyson 26' running 3PT - blocked,"[1641816, 203110]",1610612743.0,DEN,running,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,Green,203110.0,,,,,,
45,PT08M15.00S,2025-03-18T02:18:25.8Z,1,REGULAR,block,,[],203110,,,1610612743,8,11,2025-03-18T02:18:28Z,450000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
46,PT08M15.00S,2025-03-18T02:18:25.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,8,11,2025-03-18T02:18:39Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,44.0,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2025-03-18T02:18:49.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,4.28712220762155,87.25490196078431,1610612743,8,13,2025-03-18T02:18:55Z,480000,False,-186.0,-12.0,1,left,M. Porter Jr. 18' step back Jump Shot (4 PTS) (R. Westbrook 3 AST),"[1629008, 201566]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,18.67,Made,,,,,,,,,,4.0,,,R. Westbrook,201566.0,3.0,,,
51,PT07M48.00S,2025-03-18T02:19:21.2Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,8,13,2025-03-18T02:19:24Z,500000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 201566]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
52,PT07M48.00S,2025-03-18T02:19:21.2Z,1,REGULAR,steal,,[],201566,,,1610612743,8,13,2025-03-18T02:19:23Z,510000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2025-03-18T02:19:26.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,6.521024967148489,44.6078431372549,1610612743,8,15,2025-03-18T02:22:41Z,520000,False,27.0,9.0,1,left,M. Porter Jr. running Layup (6 PTS) (H. Tyson 2 AST),"[1629008, 1641816]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,,,,,,6.0,,,H. Tyson,1641816.0,2.0,,,
55,PT07M43.00S,2025-03-18T02:19:30.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,8,15,2025-03-18T02:19:30Z,540000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2025-03-18T02:22:27.7Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,8,15,2025-03-18T02:22:47Z,550000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M43.00S,2025-03-18T02:22:27.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,8,15,2025-03-18T02:22:47Z,560000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M34.00S,2025-03-18T02:23:10.4Z,1,REGULAR,3pt,Jump Shot,[],201939,71.43561103810775,19.607843137254903,1610612744,11,15,2025-03-18T02:24:35Z,570000,False,-152.0,216.0,1,right,S. Curry 26' 3PT pullup (3 PTS) (J. Butler III 2 AST),"[201939, 202710]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,,,,,,3.0,,,J. Butler III,202710.0,2.0,,,
60,PT07M12.00S,2025-03-18T02:23:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,17.296320630749015,48.77450980392157,1610612743,11,15,2025-03-18T02:23:39Z,590000,False,6.0,110.0,1,left,MISS A. Gordon 11' turnaround Shot - blocked,"[203932, 1630541]",1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,Moody,1630541.0,,,,,,
61,PT07M12.00S,2025-03-18T02:23:31.9Z,1,REGULAR,block,,[],1630541,,,1610612743,11,15,2025-03-18T02:23:34Z,600000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2025-03-18T02:23:34.9Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,11,15,2025-03-18T02:23:39Z,610000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M53.00S,2025-03-18T02:23:54.1Z,1,REGULAR,foul,personal,[],1641816,,,1610612744,11,15,2025-03-18T02:24:15Z,620000,False,,,0,,H. Tyson personal FOUL (1 PF),"[1641816, 1630228]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,
65,PT06M53.00S,2025-03-18T02:23:58.4Z,1,REGULAR,substitution,out,[],202710,,,1610612744,11,15,2025-03-18T02:24:06Z,640000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M53.00S,2025-03-18T02:23:58.4Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,11,15,2025-03-18T02:24:06Z,650000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2025-03-18T02:24:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.72339027595268,53.67647058823529,1610612744,13,15,2025-03-18T02:24:26Z,660000,False,18.0,16.0,1,right,D. Green Layup (2 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,2.0,,,,,,,,
68,PT06M23.00S,2025-03-18T02:24:44.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,6.1268068331143235,12.745098039215685,1610612743,13,17,2025-03-18T02:24:49Z,670000,False,186.0,5.0,1,left,M. Porter Jr. 18' step back Jump Shot (8 PTS),[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,18.64,Made,,,,,,,,,,8.0,,,,,,,,
69,PT06M08.00S,2025-03-18T02:25:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.59198423127464,55.63725490196079,1610612744,13,17,2025-03-18T02:27:04Z,680000,False,28.0,17.0,1,right,MISS J. Kuminga cutting Layup,[1630228],1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2025-03-18T02:25:02.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,13,17,2025-03-18T02:25:09Z,690000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M59.00S,2025-03-18T02:25:08.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,7.30946123521682,44.6078431372549,1610612743,13,19,2025-03-18T02:27:52Z,700000,False,27.0,16.0,1,left,P. Watson cutting DUNK (2 PTS) (M. Porter Jr. 1 AST),"[1631212, 1629008]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,,,,2.0,,,M. Porter Jr.,1629008.0,1.0,,,
72,PT05M54.00S,2025-03-18T02:25:18.9Z,1,REGULAR,foul,personal,[],201566,,,1610612744,13,19,2025-03-18T02:26:16Z,710000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1630541]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,1.0,0.0,Moody,1630541.0,,,,,,,,,
74,PT05M54.00S,2025-03-18T02:25:45.7Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,13,19,2025-03-18T02:25:48Z,730000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2025-03-18T02:25:45.7Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,13,19,2025-03-18T02:25:48Z,740000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M44.00S,2025-03-18T02:26:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,83.26215505913272,47.05882352941176,1610612744,15,19,2025-03-18T02:26:20Z,750000,False,-15.0,105.0,1,right,S. Curry 10' driving floating Jump Shot (5 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,,,,,,,,,,5.0,,,,,,,,
77,PT05M35.00S,2025-03-18T02:26:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641816,6.521024967148489,55.88235294117647,1610612743,15,21,2025-03-18T02:28:49Z,760000,False,-29.0,9.0,1,left,H. Tyson reverse Layup (2 PTS) (R. Westbrook 4 AST),"[1641816, 201566]",1610612743.0,DEN,reverse,,,Tyson,H. Tyson,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,2.0,,,R. Westbrook,201566.0,4.0,,,
79,PT05M23.00S,2025-03-18T02:26:28.5Z,1,REGULAR,3pt,Jump Shot,[],201939,72.88107752956637,15.196078431372548,1610612744,15,21,2025-03-18T02:26:36Z,780000,False,-174.0,202.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2025-03-18T02:26:29.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,15,21,2025-03-18T02:26:36Z,790000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,79.0,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2025-03-18T02:26:47.1Z,1,REGULAR,2pt,Jump Shot,[],201566,7.30946123521682,12.990196078431374,1610612743,15,21,2025-03-18T02:26:51Z,810000,False,185.0,16.0,1,left,MISS R. Westbrook 18' pullup Shot,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right,18.57,Missed,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2025-03-18T02:26:51.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,15,21,2025-03-18T02:26:51Z,820000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT05M05.00S,2025-03-18T02:27:03.3Z,1,REGULAR,turnover,out-of-bounds,[],1630611,,,1610612744,15,21,2025-03-18T02:27:28Z,830000,False,,,0,,G. Santos bad pass out-of-bounds TURNOVER (1 TO),[1630611],1610612744.0,GSW,bad pass,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,,,,,,,,,,,1.0,,
85,PT04M57.00S,2025-03-18T02:27:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,10.726018396846255,48.77450980392157,1610612743,15,21,2025-03-18T02:30:15Z,840000,False,6.0,48.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,,
86,PT04M53.00S,2025-03-18T02:27:15.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,15,21,2025-03-18T02:27:20Z,850000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
