actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
511,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,in,[],1630611,,,1610612744,84,75,2025-03-16T02:34:09Z,5010000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
512,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,in,[],1628969,,,1610612744,84,75,2025-03-16T02:34:09Z,5020000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
513,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,in,[],1630540,,,1610612744,84,75,2025-03-16T02:34:09Z,5030000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
514,PT08M03.00S,2025-03-16T02:35:03.3Z,4,REGULAR,3pt,Jump Shot,[],203110,32.18421484888306,71.54564950980392,1610612744,84,75,2025-03-16T02:35:35Z,5040000,False,-108.0,250.0,1,left,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
515,PT08M00.00S,2025-03-16T02:35:06.3Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,84,75,2025-03-16T02:35:35Z,5050000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Towns,K. Towns,514.0,9.0,6.0,3.0,,,,,,,,,,,,,,
516,PT07M41.00S,2025-03-16T02:35:26.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.08672798948751,40.21905637254902,1610612752,84,75,2025-03-16T02:35:58Z,5060000,False,-49.0,3.0,1,right,MISS O. Anunoby driving Layup - blocked,"[1628384, 203110]",1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,Green,203110.0,,,,
517,PT07M41.00S,2025-03-16T02:35:26.5Z,4,REGULAR,block,,[],203110,,,1610612752,84,75,2025-03-16T02:35:28Z,5070000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
518,PT07M39.00S,2025-03-16T02:35:28.5Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,84,75,2025-03-16T02:35:58Z,5080000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,516.0,4.0,4.0,0.0,,,,,,,,,,,,,,
519,PT07M31.00S,2025-03-16T02:35:34.8Z,4,REGULAR,3pt,Jump Shot,[],201939,34.089602496714846,68.1219362745098,1610612744,84,75,2025-03-16T02:36:20Z,5090000,False,-91.0,268.0,1,left,MISS S. Curry 28' step back 3PT,[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,28.28,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
520,PT07M29.00S,2025-03-16T02:35:36.8Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,84,75,2025-03-16T02:36:20Z,5100000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Hart,J. Hart,519.0,5.0,5.0,0.0,,,,,,,,,,,,,,
521,PT07M15.00S,2025-03-16T02:35:51.2Z,4,REGULAR,2pt,Jump Shot,[],1630540,82.26018396846254,24.977022058823522,1610612752,84,75,2025-03-16T02:36:39Z,5110000,False,-125.0,114.0,1,right,MISS M. McBride 16' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Left Center,16.95,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
522,PT07M12.00S,2025-03-16T02:35:54.2Z,4,REGULAR,rebound,offensive,[],1626157,,,1610612752,84,75,2025-03-16T02:36:39Z,5120000,False,,,0,,K. Towns REBOUND (Off:4 Def:6),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,,,,Towns,K. Towns,521.0,10.0,6.0,4.0,,,,,,,,,,,,,,
523,PT07M09.00S,2025-03-16T02:35:57.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,92.50985545335085,45.3201593137255,1610612752,84,77,2025-03-16T02:36:52Z,5130000,False,-23.0,18.0,1,right,K. Towns driving Layup (20 PTS),[1626157],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,2.95,Made,20.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
524,PT06M43.00S,2025-03-16T02:36:23.0Z,4,REGULAR,3pt,Jump Shot,[],203110,34.167624835742444,24.287683823529413,1610612744,84,77,2025-03-16T02:37:07Z,5140000,False,129.0,269.0,1,left,MISS D. Green 29' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,29.79,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
525,PT06M41.00S,2025-03-16T02:36:25.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612752,84,77,2025-03-16T02:37:07Z,5150000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:5),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Anunoby,O. Anunoby,524.0,7.0,5.0,2.0,,,,,,,,,,,,,,
526,PT06M31.00S,2025-03-16T02:36:35.6Z,4,REGULAR,foul,personal,['2freethrow'],202710,,,1610612752,84,77,2025-03-16T02:37:48Z,5160000,False,,,0,,J. Butler III shooting personal FOUL (2 PF) (Towns 2 FT),"[202710, 1626157]",1610612744.0,GSW,shooting,,,,,,Mid-Range,8-16 Right,,,,Butler III,J. Butler III,,,,,,,,2714.0,2.0,0.0,Towns,1626157.0,,,,,,
528,PT06M31.00S,2025-03-16T02:37:18.0Z,4,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,84,78,2025-03-16T02:37:18Z,5180000,False,,,0,,K. Towns Free Throw 1 of 2 (21 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,21.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
529,PT06M31.00S,2025-03-16T02:37:18.7Z,4,REGULAR,substitution,out,[],202710,,,1610612752,84,78,2025-03-16T02:37:25Z,5190000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
530,PT06M31.00S,2025-03-16T02:37:18.7Z,4,REGULAR,substitution,out,[],203110,,,1610612752,84,78,2025-03-16T02:37:25Z,5200000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
531,PT06M31.00S,2025-03-16T02:37:18.7Z,4,REGULAR,substitution,in,[],1630228,,,1610612752,84,78,2025-03-16T02:37:25Z,5210000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
532,PT06M31.00S,2025-03-16T02:37:18.7Z,4,REGULAR,substitution,in,[],1626172,,,1610612752,84,78,2025-03-16T02:37:25Z,5220000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
533,PT06M31.00S,2025-03-16T02:37:48.0Z,4,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,84,79,2025-03-16T02:37:48Z,5230000,False,,,0,,K. Towns Free Throw 2 of 2 (22 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,22.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
534,PT06M15.00S,2025-03-16T02:38:06.6Z,4,REGULAR,3pt,Jump Shot,[],201939,33.11842969776609,23.01623774509804,1610612744,84,79,2025-03-16T02:38:31Z,5240000,False,135.0,259.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,29.18,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
535,PT06M12.00S,2025-03-16T02:38:09.6Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612752,84,79,2025-03-16T02:38:31Z,5250000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Bridges,M. Bridges,534.0,6.0,6.0,0.0,,,,,,,,,,,,,,
536,PT06M01.00S,2025-03-16T02:38:21.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.61892247043365,58.325674019607845,1610612752,84,79,2025-03-16T02:38:47Z,5260000,False,42.0,45.0,1,right,MISS K. Towns 6' driving Layup,[1626157],1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
537,PT06M00.00S,2025-03-16T02:38:22.4Z,4,REGULAR,rebound,offensive,[],1626157,,,1610612752,84,79,2025-03-16T02:38:47Z,5270000,False,,,0,,K. Towns REBOUND (Off:5 Def:6),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Towns,K. Towns,536.0,11.0,6.0,5.0,,,,,,,,,,,,,,
538,PT05M57.00S,2025-03-16T02:38:25.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,94.48094612352168,43.114276960784316,1610612752,84,81,2025-03-16T02:39:05Z,5280000,False,-34.0,-1.0,1,right,K. Towns putback Layup (24 PTS),[1626157],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,3.44,Made,24.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
539,PT05M41.00S,2025-03-16T02:38:43.5Z,4,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612744,84,81,2025-03-16T02:39:20Z,5290000,False,,,0,,K. Towns shooting personal FOUL (4 PF) (Kuminga 2 FT),"[1626157, 1630228]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Towns,K. Towns,,,,,,,,2002.0,4.0,0.0,Kuminga,1630228.0,,,,,,
541,PT05M41.00S,2025-03-16T02:39:24.6Z,4,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,85,81,2025-03-16T02:39:24Z,5310000,False,,,0,,J. Kuminga Free Throw 1 of 2 (9 PTS),[1630228],1610612744.0,GSW,,,,,,,,,,Made,9.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
542,PT05M41.00S,2025-03-16T02:39:45.1Z,4,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,86,81,2025-03-16T02:39:45Z,5320000,False,,,0,,J. Kuminga Free Throw 2 of 2 (10 PTS),[1630228],1610612744.0,GSW,,,,,,,,,,Made,10.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
543,PT05M22.00S,2025-03-16T02:40:07.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,87.77923784494087,42.133884803921575,1610612752,86,83,2025-03-16T02:40:35Z,5330000,False,-39.0,62.0,1,right,K. Towns 7' driving Layup (26 PTS) (M. Bridges 3 AST),"[1626157, 1628969]",1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,26.0,Towns,K. Towns,,,,,M. Bridges,1628969.0,3.0,,,,,,,,,,,
545,PT05M01.00S,2025-03-16T02:40:28.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.804204993429693,45.07506127450981,1610612744,88,83,2025-03-16T02:40:58Z,5350000,False,25.0,30.0,1,left,S. Curry driving Layup (25 PTS) (J. Kuminga 5 AST),"[201939, 1630228]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.9,Made,25.0,Curry,S. Curry,,,,,J. Kuminga,1630228.0,5.0,,,,,,,,,,,
547,PT04M39.00S,2025-03-16T02:40:50.6Z,4,REGULAR,3pt,Jump Shot,[],1626157,62.44661629434954,52.428002450980394,1610612752,88,86,2025-03-16T02:41:18Z,5370000,False,12.0,301.0,1,right,K. Towns 30' 3PT  (29 PTS) (J. Hart 7 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,30.07,Made,29.0,Towns,K. Towns,,,,,J. Hart,1628404.0,7.0,,,,,,,,,,,
549,PT04M16.00S,2025-03-16T02:41:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630611,11.432325886990796,46.158854166666664,1610612744,88,86,2025-03-16T02:41:44Z,5390000,False,19.0,55.0,1,left,MISS G. Santos driving floating Shot,[1630611],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
550,PT04M14.00S,2025-03-16T02:41:16.6Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,88,86,2025-03-16T02:41:44Z,5400000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Looney,K. Looney,549.0,3.0,2.0,1.0,,,,,,,,,,,,,,
551,PT04M06.00S,2025-03-16T02:41:24.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201939,35.249671484888296,51.3671875,1610612744,88,86,2025-03-16T02:43:22Z,5410000,False,-7.0,279.0,1,left,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Center,27.89,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
552,PT04M02.00S,2025-03-16T02:41:28.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,88,86,2025-03-16T02:43:22Z,5420000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,551.0,,,,,,,,,,,,,,,,,
554,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,out,[],1630611,,,1610612752,88,86,2025-03-16T02:41:43Z,5440000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
555,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,out,[],1630228,,,1610612752,88,86,2025-03-16T02:41:43Z,5450000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
556,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,out,[],1626172,,,1610612752,88,86,2025-03-16T02:41:43Z,5460000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
557,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,in,[],1627780,,,1610612752,88,86,2025-03-16T02:41:43Z,5470000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
558,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,in,[],202710,,,1610612752,88,86,2025-03-16T02:41:43Z,5480000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
559,PT04M02.00S,2025-03-16T02:41:30.7Z,4,REGULAR,substitution,in,[],203110,,,1610612752,88,86,2025-03-16T02:41:43Z,5490000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
560,PT03M48.00S,2025-03-16T02:42:04.8Z,4,REGULAR,3pt,Jump Shot,[],1626157,75.08828843626807,89.92800245098039,1610612752,88,86,2025-03-16T02:43:43Z,5500000,False,200.0,182.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
561,PT03M44.00S,2025-03-16T02:42:08.8Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,88,86,2025-03-16T02:43:43Z,5510000,False,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Curry,S. Curry,560.0,5.0,5.0,0.0,,,,,,,,,,,,,,
562,PT03M36.00S,2025-03-16T02:42:18.6Z,4,REGULAR,foul,personal,[],1630540,,,1610612744,88,86,2025-03-16T02:44:17Z,5520000,False,,,0,,M. McBride personal FOUL (2 PF),"[1630540, 202710]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McBride,M. McBride,,,,,,,,1626300.0,2.0,0.0,Butler III,202710.0,,,,,,
564,PT03M31.00S,2025-03-16T02:42:39.7Z,4,REGULAR,turnover,bad pass,[],203110,,,1610612744,88,86,2025-03-16T02:44:38Z,5540000,False,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1628384]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Green,D. Green,,,,,,,,,,,,,,,3.0,Anunoby,1628384.0,
565,PT03M31.00S,2025-03-16T02:42:39.7Z,4,REGULAR,steal,,[],1628384,,,1610612752,88,86,2025-03-16T02:42:47Z,5550000,False,,,0,,O. Anunoby STEAL (3 STL),[1628384],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
566,PT03M16.00S,2025-03-16T02:42:55.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,84.49408672798948,51.59313725490196,1610612752,88,86,2025-03-16T02:45:07Z,5560000,False,8.0,93.0,1,right,MISS J. Hart 9' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.36,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
567,PT03M13.00S,2025-03-16T02:42:58.4Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,88,86,2025-03-16T02:45:07Z,5570000,False,,,0,,G. Payton II REBOUND (Off:0 Def:4),[1627780],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Payton II,G. Payton II,566.0,4.0,4.0,0.0,,,,,,,,,,,,,,
568,PT03M02.00S,2025-03-16T02:43:08.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,19.44809461235218,58.21078431372549,1610612744,88,86,2025-03-16T02:45:30Z,5580000,False,-41.0,130.0,1,left,MISS D. Green 13' floating Shot,[203110],1610612744.0,GSW,floating,,,,,,In The Paint (Non-RA),8-16 Center,13.66,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
569,PT03M01.00S,2025-03-16T02:43:09.4Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,88,86,2025-03-16T02:45:30Z,5590000,False,,,0,,K. Towns REBOUND (Off:5 Def:7),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Towns,K. Towns,568.0,12.0,7.0,5.0,,,,,,,,,,,,,,
570,PT02M52.00S,2025-03-16T02:43:17.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,84.49408672798948,62.06341911764706,1610612752,88,88,2025-03-16T02:45:42Z,5600000,False,60.0,93.0,1,right,M. Bridges 11' turnaround fadeaway Jump Shot (19 PTS),[1628969],1610612752.0,NYK,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,11.11,Made,19.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
571,PT02M26.00S,2025-03-16T02:43:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,8.54139290407359,59.53201593137255,1610612744,90,88,2025-03-16T02:46:06Z,5610000,False,-48.0,28.0,1,left,M. Moody driving Layup (18 PTS) (G. Payton II 2 AST),"[1630541, 1627780]",1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,18.0,Moody,M. Moody,,,,,G. Payton II,1627780.0,2.0,,,,,,,,,,,
572,PT02M06.00S,2025-03-16T02:44:05.5Z,4,REGULAR,2pt,Jump Shot,[],1628969,75.82128777923785,57.513786764705884,1610612752,90,88,2025-03-16T02:46:29Z,5620000,False,38.0,175.0,1,right,MISS M. Bridges 17' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Center,17.88,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
573,PT02M03.00S,2025-03-16T02:44:08.5Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612752,90,88,2025-03-16T02:46:29Z,5630000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Center,,,,Hart,J. Hart,572.0,6.0,5.0,1.0,,,,,,,,,,,,,,
574,PT02M00.00S,2025-03-16T02:44:11.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,65.14659986859397,69.10998774509804,1610612752,90,88,2025-03-16T02:46:44Z,5640000,False,96.0,275.0,1,right,MISS K. Towns 29' 3PT,[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,29.12,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
575,PT01M57.00S,2025-03-16T02:44:14.9Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,90,88,2025-03-16T02:46:44Z,5650000,False,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Curry,S. Curry,574.0,6.0,6.0,0.0,,,,,,,,,,,,,,
576,PT01M44.00S,2025-03-16T02:44:28.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,11.432325886990796,58.38694852941176,1610612744,90,88,2025-03-16T02:47:17Z,5660000,False,-42.0,55.0,1,left,MISS S. Curry 6' driving Layup,[201939],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
577,PT01M43.00S,2025-03-16T02:44:29.6Z,4,REGULAR,rebound,offensive,[],203110,,,1610612744,90,88,2025-03-16T02:47:17Z,5670000,False,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,576.0,4.0,3.0,1.0,,,,,,,,,,,,,,
578,PT01M43.00S,2025-03-16T02:44:32.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,8.804204993429693,45.93290441176471,1610612744,90,88,2025-03-16T02:47:25Z,5680000,False,20.0,30.0,1,left,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,3.65,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
579,PT01M42.00S,2025-03-16T02:44:33.5Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,90,88,2025-03-16T02:47:25Z,5690000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Hart,J. Hart,578.0,7.0,6.0,1.0,,,,,,,,,,,,,,
580,PT01M27.00S,2025-03-16T02:44:45.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,88.64980289093299,58.08823529411765,1610612752,90,88,2025-03-16T02:48:06Z,5700000,False,40.0,54.0,1,right,MISS M. McBride 6' driving Layup - blocked,"[1630540, 201939]",1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,McBride,M. McBride,,,,,,,,,,,,,Curry,201939.0,,,,
582,PT01M27.00S,2025-03-16T02:44:45.3Z,4,REGULAR,block,,[],201939,,,1610612752,90,88,2025-03-16T02:51:42Z,5705000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
581,PT01M26.00S,2025-03-16T02:44:46.3Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,90,88,2025-03-16T02:48:06Z,5710000,False,,,0,,S. Curry REBOUND (Off:0 Def:7),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,580.0,7.0,7.0,0.0,,,,,,,,,,,,,,
583,PT01M17.00S,2025-03-16T02:44:57.5Z,4,REGULAR,3pt,Jump Shot,[],201939,23.866622864651774,87.25490196078431,1610612744,90,88,2025-03-16T02:48:38Z,5720000,False,-186.0,172.0,1,left,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
584,PT01M13.00S,2025-03-16T02:45:01.5Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612752,90,88,2025-03-16T02:48:38Z,5730000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:6),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Anunoby,O. Anunoby,583.0,8.0,6.0,2.0,,,,,,,,,,,,,,
585,PT01M07.00S,2025-03-16T02:45:06.7Z,4,REGULAR,turnover,lost ball,[],1626157,,,1610612752,90,88,2025-03-16T02:49:13Z,5740000,False,,,0,,K. Towns lost ball TURNOVER (2 TO),"[1626157, 1627780]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,,,,,,,,2.0,Payton II,1627780.0,
586,PT01M07.00S,2025-03-16T02:45:06.7Z,4,REGULAR,steal,,[],1627780,,,1610612744,90,88,2025-03-16T02:55:39Z,5750000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
587,PT01M06.00S,2025-03-16T02:45:10.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612744,90,88,2025-03-16T04:15:35Z,5760000,False,,,0,,K. Towns personal FOUL (5 PF) (Green 2 FT),"[1626157, 203110]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,1626300.0,5.0,0.0,Green,203110.0,,,,,,
