actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
276,PT04M44.00S,2024-11-09T01:28:10.8Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612739,68,36,2024-11-09T01:28:17Z,2600000,False,,,0,,D. Green shooting personal FOUL (3 PF) (Allen 2 FT),"[203110, 1628386]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,3.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
278,PT04M44.00S,2024-11-09T01:28:31.4Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,68,36,2024-11-09T01:28:31Z,2620000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
279,PT04M44.00S,2024-11-09T01:28:31.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,68,36,2024-11-09T01:28:31Z,2630000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,
280,PT04M44.00S,2024-11-09T01:28:47.5Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,69,36,2024-11-09T01:28:47Z,2640000,False,,,0,,J. Allen Free Throw 2 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
281,PT04M27.00S,2024-11-09T01:29:12.9Z,2,REGULAR,2pt,Layup,[],1630228,94.1688567674113,32.1078431372549,1610612744,69,36,2024-11-09T01:30:19Z,2650000,False,-89.0,2.0,1,right,MISS J. Kuminga 8' driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Left,,,,,,Missed,,8.95,,,,,,,,,,,,
282,PT04M25.00S,2024-11-09T01:29:14.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,69,36,2024-11-09T01:30:19Z,2660000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,281.0,,,,,,,
284,PT04M13.00S,2024-11-09T01:29:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,4.812746386333772,52.20588235294118,1610612739,71,36,2024-11-09T01:29:43Z,2680000,False,-11.0,-7.0,1,left,T. Jerome driving Layup (13 PTS) (D. Garland 4 AST),"[1629660, 1629636]",1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,1.32,D. Garland,1629636.0,4.0,,,,,,,,,
286,PT03M55.00S,2024-11-09T01:29:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.11760840998686,51.9607843137255,1610612744,71,38,2024-11-09T01:29:58Z,2700000,False,10.0,12.0,1,right,S. Curry driving Layup (7 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.56,,,,,,,,,,,,
287,PT03M41.00S,2024-11-09T01:30:07.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.389618922470433,49.754901960784316,1610612739,73,38,2024-11-09T01:30:11Z,2710000,False,1.0,8.0,1,left,J. Allen cutting DUNK (7 PTS) (D. Garland 5 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,0.77,D. Garland,1629636.0,5.0,,,,,,,,,
289,PT03M36.00S,2024-11-09T01:30:15.8Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,73,38,2024-11-09T01:30:22Z,2730000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (3 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,1627519.0,,,,,,,,,,,3.0,,,,,,,,
290,PT03M26.00S,2024-11-09T01:30:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,17.821944809461236,95.09803921568627,1610612739,73,38,2024-11-09T01:32:14Z,2740000,False,-225.0,115.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.31,,,,,,,,,,,,
291,PT03M24.00S,2024-11-09T01:30:32.7Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612739,73,38,2024-11-09T01:32:14Z,2750000,False,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,290.0,3.0,2.0,1.0,,,,
292,PT03M24.00S,2024-11-09T01:30:35.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627747,5.590000152587891,50.0,1610612739,73,38,2024-11-09T01:32:41Z,2760000,False,0.0,0.0,1,left,MISS C. LeVert putback Layup,[1627747],1610612739.0,CLE,putback,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
293,PT03M22.00S,2024-11-09T01:30:37.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,73,38,2024-11-09T01:32:41Z,2770000,False,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,292.0,6.0,5.0,1.0,,,,
294,PT03M17.00S,2024-11-09T01:30:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630171,6.783837056504599,51.225490196078425,1610612739,75,38,2024-11-09T01:30:45Z,2780000,False,-6.0,11.0,1,left,I. Okoro cutting Layup (13 PTS) (J. Allen 1 AST),"[1630171, 1628386]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,1.28,J. Allen,1628386.0,1.0,,,,,,,,,
296,PT03M10.00S,2024-11-09T01:30:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,88.78120893561103,56.86274509803921,1610612744,75,38,2024-11-09T01:32:58Z,2800000,False,34.0,53.0,1,right,MISS D. Green 6' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.31,,,,,,,,,,,,
297,PT03M08.00S,2024-11-09T01:30:49.0Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,75,38,2024-11-09T01:32:58Z,2810000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,
298,PT03M03.00S,2024-11-09T01:30:54.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,31.35676741130092,32.35294117647059,1610612739,75,38,2024-11-09T01:33:27Z,2820000,False,88.0,242.0,1,left,MISS D. Garland 25' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.79,,,,,,,,,,,,
299,PT03M01.00S,2024-11-09T01:30:56.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,75,38,2024-11-09T01:33:27Z,2830000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,298.0,2.0,2.0,0.0,,,,
300,PT02M55.00S,2024-11-09T01:31:02.4Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,75,38,2024-11-09T01:31:08Z,2840000,False,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (2 TO),[1630228],1610612744.0,GSW,lost ball,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Left,1179.0,,,,,,,,,,,2.0,,,,,,,,
301,PT02M42.00S,2024-11-09T01:31:31.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,25.780223390275953,51.30974264705882,1610612739,75,38,2024-11-09T01:34:12Z,2850000,False,-7.0,190.0,1,left,MISS D. Garland 18' step back Shot,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Mid-Range,16-24 Center,,,,,,Missed,,18.99,,,,,,,,,,,,
302,PT02M40.00S,2024-11-09T01:31:33.9Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,75,38,2024-11-09T01:34:12Z,2860000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,301.0,1.0,0.0,1.0,,,,
303,PT02M30.00S,2024-11-09T01:31:41.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627747,23.603810775295663,13.23529411764706,1610612739,78,38,2024-11-09T01:31:45Z,2870000,False,184.0,169.0,1,left,C. LeVert 25' 3PT  (8 PTS) (D. Garland 6 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,25.0,D. Garland,1629636.0,6.0,,,,,,,,,
305,PT02M20.00S,2024-11-09T01:31:54.3Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612744,78,38,2024-11-09T01:32:08Z,2890000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630171, 203952]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1627519.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
307,PT02M20.00S,2024-11-09T01:32:23.1Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,78,39,2024-11-09T01:32:23Z,2910000,False,,,0,,A. Wiggins Free Throw 1 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
308,PT02M20.00S,2024-11-09T01:32:43.5Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,78,40,2024-11-09T01:32:43Z,2920000,False,,,0,,A. Wiggins Free Throw 2 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
309,PT02M01.00S,2024-11-09T01:33:10.3Z,2,REGULAR,3pt,Jump Shot,[],1627747,31.882391590013142,55.14705882352941,1610612739,78,40,2024-11-09T01:35:32Z,2930000,False,-26.0,247.0,1,left,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.85,,,,,,,,,,,,
310,PT01M59.00S,2024-11-09T01:33:12.3Z,2,REGULAR,rebound,offensive,[],1629660,,,1610612739,78,40,2024-11-09T01:35:32Z,2940000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,309.0,1.0,0.0,1.0,,,,
311,PT01M57.00S,2024-11-09T01:33:14.5Z,2,REGULAR,turnover,lost ball,[],1629660,,,1610612739,78,40,2024-11-09T01:36:03Z,2950000,False,,,0,,T. Jerome lost ball TURNOVER (2 TO),"[1629660, 201939]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,,,Curry,201939.0
312,PT01M57.00S,2024-11-09T01:33:14.5Z,2,REGULAR,steal,,[],201939,,,1610612744,78,40,2024-11-09T01:33:16Z,2960000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
313,PT01M52.00S,2024-11-09T01:33:19.9Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,78,40,2024-11-09T01:36:09Z,2970000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1627747]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,LeVert,1627747.0
314,PT01M52.00S,2024-11-09T01:33:19.9Z,2,REGULAR,steal,,[],1627747,,,1610612739,78,40,2024-11-09T01:33:22Z,2980000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
315,PT01M48.00S,2024-11-09T01:33:26.3Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612739,78,40,2024-11-09T01:33:43Z,2990000,False,,,0,,D. Green shooting personal FOUL (4 PF) (Garland 2 FT),"[203110, 1629636]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1179.0,4.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
317,PT01M48.00S,2024-11-09T01:33:55.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629636,,,1610612739,78,40,2024-11-09T01:33:55Z,3010000,False,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
318,PT01M48.00S,2024-11-09T01:33:55.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,78,40,2024-11-09T01:33:55Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,
319,PT01M48.00S,2024-11-09T01:33:58.1Z,2,REGULAR,substitution,out,[],203110,,,1610612739,78,40,2024-11-09T01:34:03Z,3030000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M48.00S,2024-11-09T01:33:58.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612739,78,40,2024-11-09T01:34:03Z,3040000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M48.00S,2024-11-09T01:34:16.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629636,,,1610612739,79,40,2024-11-09T01:34:16Z,3050000,False,,,0,,D. Garland Free Throw 2 of 2 (7 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
322,PT01M35.00S,2024-11-09T01:34:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.38042049934296,48.28431372549019,1610612744,79,42,2024-11-09T01:34:35Z,3060000,False,-9.0,10.0,1,right,K. Looney cutting Layup (6 PTS) (J. Kuminga 2 AST),"[1626172, 1630228]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.3,J. Kuminga,1630228.0,2.0,,,,,,,,,
324,PT01M16.00S,2024-11-09T01:34:50.2Z,2,REGULAR,2pt,Jump Shot,[],1629636,7.835085413929041,23.03921568627451,1610612739,81,42,2024-11-09T01:34:54Z,3080000,False,135.0,21.0,1,left,D. Garland 13' pullup Jump Shot (9 PTS) (T. Jerome 2 AST),"[1629636, 1629660]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,Made,9.0,13.64,T. Jerome,1629660.0,2.0,,,,,,,,,
326,PT01M04.00S,2024-11-09T01:35:02.8Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,81,42,2024-11-09T01:37:49Z,3100000,False,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 1629636]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,4.0,,,,,,,Garland,1629636.0
327,PT01M04.00S,2024-11-09T01:35:02.8Z,2,REGULAR,steal,,[],1629636,,,1610612739,81,42,2024-11-09T01:35:04Z,3110000,False,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT00M48.90S,2024-11-09T01:35:20.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,32.40801576872536,32.84313725490196,1610612739,81,42,2024-11-09T01:38:18Z,3120000,False,86.0,252.0,1,left,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.63,,,,,,,,,,,,
329,PT00M46.40S,2024-11-09T01:35:22.6Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,81,42,2024-11-09T01:38:18Z,3130000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,328.0,1.0,1.0,0.0,,,,
330,PT00M39.60S,2024-11-09T01:35:28.6Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,81,42,2024-11-09T01:35:46Z,3140000,False,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,bad pass,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,1179.0,,,,,,,,,,,1.0,,,,,,,,
331,PT00M32.70S,2024-11-09T01:35:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,9.674770039421814,51.225490196078425,1610612739,81,42,2024-11-09T01:39:25Z,3150000,False,-6.0,38.0,1,left,MISS D. Garland driving Layup - blocked,"[1629636, 1630228]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.89,,,,,,,,,Kuminga,1630228.0,,
332,PT00M32.70S,2024-11-09T01:35:52.4Z,2,REGULAR,block,,[],1630228,,,1610612739,81,42,2024-11-09T01:37:44Z,3160000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT00M31.00S,2024-11-09T01:35:54.1Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612744,81,42,2024-11-09T01:39:25Z,3170000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,331.0,2.0,2.0,0.0,,,,
334,PT00M26.60S,2024-11-09T01:35:58.5Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612744,81,42,2024-11-09T01:39:48Z,3180000,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1627747]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,LeVert,1627747.0
335,PT00M26.60S,2024-11-09T01:35:58.5Z,2,REGULAR,steal,,[],1627747,,,1610612739,81,42,2024-11-09T01:36:01Z,3190000,False,,,0,,C. LeVert STEAL (2 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
336,PT00M25.40S,2024-11-09T01:36:02.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629636,6.389618922470433,50.73529411764706,1610612739,83,42,2024-11-09T01:39:44Z,3200000,False,-4.0,8.0,1,left,D. Garland running Layup (11 PTS) (C. LeVert 2 AST),"[1629636, 1627747]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,0.85,C. LeVert,1627747.0,2.0,,,,,,,,,
338,PT00M00.00S,2024-11-09T01:36:30.3Z,2,REGULAR,2pt,Jump Shot,[],203952,76.69185282522996,65.44117647058823,1610612744,83,42,2024-11-09T01:40:28Z,3220000,False,77.0,167.0,1,right,MISS A. Wiggins 18' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,18.36,,,,,,,,,,,,
339,PT00M00.00S,2024-11-09T01:36:30.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,83,42,2024-11-09T01:41:29Z,3230000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,338.0,,,,,,,
340,PT00M00.00S,2024-11-09T01:36:37.4Z,2,REGULAR,period,end,[],0,,,1610612739,83,42,2024-11-09T01:36:37Z,3240000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,out,['startperiod'],1629660,,,1610612739,83,42,2024-11-09T01:52:06Z,3250000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,83,42,2024-11-09T01:52:06Z,3260000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612739,83,42,2024-11-09T01:52:06Z,3270000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612739,83,42,2024-11-09T01:52:06Z,3280000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,out,['startperiod'],1626172,,,1610612739,83,42,2024-11-09T01:52:06Z,3290000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,83,42,2024-11-09T01:52:06Z,3300000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,in,['startperiod'],1628378,,,1610612739,83,42,2024-11-09T01:52:06Z,3310000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612739,83,42,2024-11-09T01:52:06Z,3320000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,in,['startperiod'],1631218,,,1610612739,83,42,2024-11-09T01:52:06Z,3330000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2024-11-09T01:36:50.1Z,3,REGULAR,substitution,in,['startperiod'],1627780,,,1610612739,83,42,2024-11-09T01:52:06Z,3340000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2024-11-09T01:51:55.2Z,3,REGULAR,period,start,[],0,,,1610612744,83,42,2024-11-09T01:52:07Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M42.00S,2024-11-09T01:52:13.2Z,3,REGULAR,3pt,Jump Shot,[],203110,6.389618922470433,3.431372549019608,1610612744,83,42,2024-11-09T01:52:26Z,3360000,False,233.0,8.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.29,,,,,,,,,,,,
353,PT11M40.00S,2024-11-09T01:52:15.2Z,3,REGULAR,rebound,offensive,[],1627780,,,1610612744,83,42,2024-11-09T01:52:35Z,3370000,False,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,352.0,1.0,0.0,1.0,,,,
354,PT11M31.00S,2024-11-09T01:52:22.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,6.652431011826544,51.470588235294116,1610612744,83,44,2024-11-09T01:52:34Z,3380000,False,-7.0,10.0,1,left,G. Payton II reverse Layup (2 PTS) (D. Green 3 AST),"[1627780, 203110]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.24,D. Green,203110.0,3.0,,,,,,,,,
356,PT11M24.00S,2024-11-09T01:52:34.0Z,3,REGULAR,foul,personal,[],1627780,,,1610612739,83,44,2024-11-09T01:52:40Z,3400000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1629636]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left Center,202049.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
358,PT11M15.00S,2024-11-09T01:52:59.5Z,3,REGULAR,turnover,lost ball,[],1628386,,,1610612739,83,44,2024-11-09T01:53:08Z,3420000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 203952]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,,,Wiggins,203952.0
359,PT11M15.00S,2024-11-09T01:52:59.5Z,3,REGULAR,steal,,[],203952,,,1610612744,83,44,2024-11-09T01:53:08Z,3430000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
