actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
363,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,in,['startperiod'],1627736,,,1610612765,48,48,2024-11-26T01:28:09Z,3490000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,in,['startperiod'],1630534,,,1610612765,48,48,2024-11-26T01:28:09Z,3500000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2024-11-26T01:27:19.9Z,3,REGULAR,substitution,in,['startperiod'],1630558,,,1610612765,48,48,2024-11-26T01:28:09Z,3510000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2024-11-26T01:28:14.2Z,3,REGULAR,period,start,[],0,,,1610612761,48,48,2024-11-26T01:28:14Z,3520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M43.00S,2024-11-26T01:28:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,19.66162943495401,48.529411764705884,1610612761,48,48,2024-11-26T01:28:37Z,3530000,False,7.0,132.0,1,left,MISS J. Poeltl 13' floating Shot,[1627751],1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),8-16 Center,,Poeltl,J. Poeltl,,,13.25,Missed,,,,,,,,,,,,,,,,
368,PT11M41.00S,2024-11-26T01:28:32.0Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,48,48,2024-11-26T01:31:51Z,3540000,False,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,Barnes,S. Barnes,,,,,,,,,367.0,6.0,4.0,2.0,,,,,,,,
369,PT11M40.00S,2024-11-26T01:28:36.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,5.590000152587891,50.0,1610612761,48,50,2024-11-26T01:31:55Z,3550000,False,0.0,0.0,1,left,S. Barnes tip Layup (22 PTS),[1630567],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,Barnes,S. Barnes,,,0.0,Made,22.0,,,,,,,,,,,,,,,
370,PT11M18.00S,2024-11-26T01:28:55.0Z,3,REGULAR,3pt,Jump Shot,[],202699,92.46057818659659,96.32352941176471,1610612765,48,50,2024-11-26T01:29:02Z,3560000,False,232.0,18.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,Harris,T. Harris,,,23.23,Missed,,,,,,,,,,,,,,,,
371,PT11M16.00S,2024-11-26T01:28:57.0Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,48,50,2024-11-26T01:32:19Z,3570000,False,,,0,,J. Duren REBOUND (Off:1 Def:8),[1631105],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,Duren,J. Duren,,,,,,,,,370.0,9.0,8.0,1.0,,,,,,,,
372,PT11M15.00S,2024-11-26T01:29:01.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,89.96386333771353,52.20588235294118,1610612765,50,50,2024-11-26T01:29:05Z,3580000,False,11.0,42.0,1,right,J. Duren driving Layup (8 PTS),[1631105],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,Duren,J. Duren,,,4.32,Made,8.0,,,,,,,,,,,,,,,
373,PT11M15.00S,2024-11-26T01:29:04.6Z,3,REGULAR,foul,personal,['1freethrow'],1630558,,,1610612765,50,50,2024-11-26T01:37:41Z,3590000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Duren 1 FT),"[1630558, 1631105]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Mitchell,D. Mitchell,,,,,,,,,,,,,1628954.0,1.0,0.0,Duren,1631105.0,,,
375,PT11M15.00S,2024-11-26T01:29:32.6Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631105,,,1610612765,51,50,2024-11-26T01:29:32Z,3610000,False,,,0,,J. Duren Free Throw 1 of 1 (9 PTS),[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,Made,9.0,,,,,,,,,,,,,,,
376,PT11M05.00S,2024-11-26T01:29:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,16.245072273324574,42.15686274509804,1610612761,51,52,2024-11-26T01:29:51Z,3620000,False,39.0,100.0,1,left,J. Poeltl 10' floating Jump Shot (6 PTS) (S. Barnes 3 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),8-16 Center,,Poeltl,J. Poeltl,,,10.76,Made,6.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
378,PT10M47.00S,2024-11-26T01:30:00.3Z,3,REGULAR,2pt,Jump Shot,[],202699,74.85216819973719,51.470588235294116,1610612765,51,52,2024-11-26T01:34:54Z,3640000,False,7.0,184.0,1,right,MISS T. Harris 18' step back Shot,[202699],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Center,,Harris,T. Harris,,,18.4,Missed,,,,,,,,,,,,,,,,
379,PT10M44.00S,2024-11-26T01:30:03.3Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,51,52,2024-11-26T01:30:06Z,3650000,False,,,0,,J. Duren REBOUND (Off:2 Def:8),[1631105],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,Duren,J. Duren,,,,,,,,,378.0,10.0,8.0,2.0,,,,,,,,
380,PT10M43.00S,2024-11-26T01:30:05.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,81.02825229960578,95.09803921568627,1610612765,51,52,2024-11-26T01:30:11Z,3660000,False,225.0,126.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Beasley,M. Beasley,,,25.82,Missed,,,,,,,,,,,,,,,,
381,PT10M41.00S,2024-11-26T01:30:07.2Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,51,52,2024-11-26T01:39:43Z,3670000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Barrett,R. Barrett,,,,,,,,,380.0,3.0,3.0,0.0,,,,,,,,
382,PT10M35.00S,2024-11-26T01:30:13.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1629628,9.280551905387648,30.392156862745097,1610612761,51,52,2024-11-26T01:42:19Z,3680000,False,98.0,35.0,1,left,MISS R. Barrett 10' driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,,,,Mid-Range,8-16 Right,,Barrett,R. Barrett,,,10.4,Missed,,,,,,,,,,,,,,,,
383,PT10M32.00S,2024-11-26T01:30:16.1Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,51,52,2024-11-26T01:30:20Z,3690000,False,,,0,,J. Duren REBOUND (Off:2 Def:9),[1631105],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,Duren,J. Duren,,,,,,,,,382.0,11.0,9.0,2.0,,,,,,,,
384,PT10M26.00S,2024-11-26T01:30:20.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,92.46057818659659,3.431372549019608,1610612765,51,52,2024-11-26T01:42:35Z,3700000,False,-233.0,18.0,1,right,MISS M. Beasley running 3PT,[1627736],1610612765.0,DET,running,,,,,,Left Corner 3,24+ Left,,Beasley,M. Beasley,,,23.35,Missed,,,,,,,,,,,,,,,,
385,PT10M22.00S,2024-11-26T01:30:24.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,51,52,2024-11-26T01:30:27Z,3710000,False,,,0,,S. Barnes REBOUND (Off:2 Def:5),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Barnes,S. Barnes,,,,,,,,,384.0,7.0,5.0,2.0,,,,,,,,
386,PT10M20.00S,2024-11-26T01:30:27.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,5.075558475689881,52.450980392156865,1610612761,51,54,2024-11-26T01:30:33Z,3720000,False,-12.0,-5.0,1,left,R. Barrett running Layup (6 PTS) (S. Barnes 4 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,1.32,Made,6.0,S. Barnes,1630567.0,4.0,,,,,,,,,,,,
388,PT10M12.00S,2024-11-26T01:30:38.0Z,3,REGULAR,foul,personal,[],1630558,,,1610612765,51,54,2024-11-26T01:30:59Z,3740000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1631093]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,Mitchell,D. Mitchell,,,,,,,,,,,,,1628485.0,2.0,0.0,Ivey,1631093.0,,,
390,PT10M05.00S,2024-11-26T01:31:06.7Z,3,REGULAR,2pt,Jump Shot,[],1631093,79.45137976346912,62.5,1610612765,53,54,2024-11-26T01:31:11Z,3760000,False,62.0,141.0,1,right,J. Ivey 15' pullup Jump Shot (12 PTS),[1631093],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Center,,Ivey,J. Ivey,,,15.4,Made,12.0,,,,,,,,,,,,,,,
391,PT09M49.00S,2024-11-26T01:31:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,7.178055190538765,56.127450980392155,1610612761,53,54,2024-11-26T01:31:30Z,3770000,False,-31.0,15.0,1,left,MISS O. Agbaji driving Layup,[1630534],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,Agbaji,O. Agbaji,,,3.41,Missed,,,,,,,,,,,,,,,,
392,PT09M48.00S,2024-11-26T01:31:23.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,53,54,2024-11-26T01:46:30Z,3780000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,391.0,7.0,5.0,2.0,,,,,,,,
393,PT09M48.00S,2024-11-26T01:31:30.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,53,54,2024-11-26T01:46:40Z,3790000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,0.0,Missed,,,,,,,,,,,,,,,,
394,PT09M47.00S,2024-11-26T01:31:31.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,53,54,2024-11-26T01:46:40Z,3800000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,,
395,PT09M43.00S,2024-11-26T01:31:34.1Z,3,REGULAR,turnover,traveling,[],1631093,,,1610612765,53,54,2024-11-26T01:31:40Z,3810000,False,,,0,,J. Ivey traveling TURNOVER (2 TO),[1631093],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,2.0,Ivey,J. Ivey,,,,,,,,,,,,,1628485.0,,,,,,,
396,PT09M31.00S,2024-11-26T01:31:51.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,5.732588699080158,53.92156862745098,1610612761,53,56,2024-11-26T01:31:58Z,3820000,False,-20.0,1.0,1,left,R. Barrett driving finger roll Layup (8 PTS),[1629628],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,1.96,Made,8.0,,,,,,,,,,,,,,,
397,PT09M20.00S,2024-11-26T01:32:03.8Z,3,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612765,53,56,2024-11-26T01:32:21Z,3830000,False,,,0,,O. Agbaji shooting personal FOUL (3 PF) (Duren 2 FT),"[1630534, 1631105]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Agbaji,O. Agbaji,,,,,,,,,,,,,1628954.0,3.0,0.0,Duren,1631105.0,,,
399,PT09M20.00S,2024-11-26T01:32:38.1Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,53,56,2024-11-26T01:32:38Z,3850000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,Missed,,,,,,,,,,,,,,,,
400,PT09M20.00S,2024-11-26T01:32:38.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,53,56,2024-11-26T01:32:38Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,
401,PT09M20.00S,2024-11-26T01:32:39.3Z,3,REGULAR,substitution,out,[],1627736,,,1610612765,53,56,2024-11-26T01:32:45Z,3870000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
402,PT09M20.00S,2024-11-26T01:32:39.3Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,53,56,2024-11-26T01:32:45Z,3880000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
403,PT09M20.00S,2024-11-26T01:32:58.5Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,54,56,2024-11-26T01:32:58Z,3890000,False,,,0,,J. Duren Free Throw 2 of 2 (10 PTS),[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,Made,10.0,,,,,,,,,,,,,,,
404,PT09M07.00S,2024-11-26T01:33:14.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,8.09789750328515,61.51960784313726,1610612761,54,56,2024-11-26T01:47:15Z,3900000,False,-58.0,24.0,1,left,MISS D. Mitchell 6' driving Layup - blocked,"[1630558, 1631105]",1610612761.0,TOR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Mitchell,D. Mitchell,,,6.22,Missed,,,,,,,,,,,,,,Duren,1631105.0,
405,PT09M07.00S,2024-11-26T01:33:14.0Z,3,REGULAR,block,,[],1631105,,,1610612761,54,56,2024-11-26T01:33:18Z,3910000,False,,,0,,J. Duren BLOCK (4 BLK),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
406,PT09M06.00S,2024-11-26T01:33:15.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,54,56,2024-11-26T01:47:15Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,404.0,,,,,,,,,,,
408,PT08M58.00S,2024-11-26T01:33:40.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627751,5.995400788436268,77.69607843137256,1610612761,54,58,2024-11-26T01:33:45Z,3940000,False,-138.0,4.0,1,left,J. Poeltl 13' Jump Shot (8 PTS) (S. Barnes 5 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,Poeltl,J. Poeltl,,,13.86,Made,8.0,S. Barnes,1630567.0,5.0,,,,,,,,,,,,
410,PT08M47.00S,2024-11-26T01:33:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.93495400788436,52.20588235294118,1610612765,56,58,2024-11-26T01:34:00Z,3960000,False,11.0,23.0,1,right,J. Ivey cutting finger roll Layup (14 PTS) (A. Thompson 2 AST),"[1631093, 1641709]",1610612765.0,DET,cutting finger roll,,,,,,Restricted Area,0-8 Center,,Ivey,J. Ivey,,,2.58,Made,14.0,A. Thompson,1641709.0,2.0,,,,,,,,,,,,
412,PT08M41.00S,2024-11-26T01:34:02.6Z,3,REGULAR,foul,personal,[],1641709,,,1610612761,56,58,2024-11-26T01:34:12Z,3980000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 1630567]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,Thompson,A. Thompson,,,,,,,,,,,,,1628954.0,2.0,0.0,Barnes,1630567.0,,,
416,PT08M36.00S,2024-11-26T01:34:24.2Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,56,58,2024-11-26T01:34:31Z,4000000,False,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (2 TO),[1629628],1610612761.0,TOR,lost ball,,,,,,In The Paint (Non-RA),8-16 Center,2.0,Barrett,R. Barrett,,,,,,,,,,,,,1628485.0,,,,,,,
417,PT08M20.00S,2024-11-26T01:34:46.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631093,71.17279894875165,75.73529411764706,1610612765,59,58,2024-11-26T01:34:51Z,4010000,False,129.0,218.0,1,right,J. Ivey 25' 3PT  (17 PTS) (J. Duren 4 AST),"[1631093, 1631105]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Ivey,J. Ivey,,,25.36,Made,17.0,J. Duren,1631105.0,4.0,,,,,,,,,,,,
419,PT08M05.00S,2024-11-26T01:35:02.4Z,3,REGULAR,3pt,Jump Shot,[],1630558,4.155716162943495,97.05882352941177,1610612761,59,61,2024-11-26T01:35:08Z,4030000,False,-235.0,-13.0,1,left,D. Mitchell 3PT  (3 PTS) (O. Agbaji 1 AST),"[1630558, 1630534]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Mitchell,D. Mitchell,,,23.57,Made,3.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,
421,PT07M51.00S,2024-11-26T01:35:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,89.56964520367937,52.94117647058824,1610612765,59,61,2024-11-26T01:35:21Z,4050000,False,15.0,46.0,1,right,MISS J. Duren driving floating Shot,[1631105],1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Duren,J. Duren,,,4.78,Missed,,,,,,,,,,,,,,,,
422,PT07M49.00S,2024-11-26T01:35:18.1Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,59,61,2024-11-26T01:35:21Z,4060000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Agbaji,O. Agbaji,,,,,,,,,421.0,1.0,1.0,0.0,,,,,,,,
423,PT07M43.00S,2024-11-26T01:35:23.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,18.74178712220762,5.392156862745098,1610612761,59,61,2024-11-26T01:35:30Z,4070000,False,223.0,124.0,1,left,MISS R. Barrett 25' running 3PT,[1629628],1610612761.0,TOR,running,,,,,,Above the Break 3,24+ Right Center,,Barrett,R. Barrett,,,25.5,Missed,,,,,,,,,,,,,,,,
424,PT07M41.00S,2024-11-26T01:35:25.7Z,3,REGULAR,rebound,defensive,[],203501,,,1610612765,59,61,2024-11-26T01:48:47Z,4080000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,423.0,2.0,2.0,0.0,,,,,,,,
429,PT07M22.00S,2024-11-26T01:35:44.1Z,3,REGULAR,3pt,Jump Shot,[],1641709,95.3515111695138,95.34313725490196,1610612765,59,61,2024-11-26T01:35:50Z,4090000,False,227.0,-9.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,Thompson,A. Thompson,,,22.69,Missed,,,,,,,,,,,,,,,,
430,PT07M18.00S,2024-11-26T01:35:48.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,59,61,2024-11-26T01:35:50Z,4100000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,Poeltl,J. Poeltl,,,,,,,,,429.0,8.0,6.0,2.0,,,,,,,,
431,PT07M16.00S,2024-11-26T01:35:52.8Z,3,REGULAR,foul,personal,[],1641709,,,1610612761,59,61,2024-11-26T01:36:09Z,4110000,False,,,0,,A. Thompson personal FOUL (3 PF),"[1641709, 1630558]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Thompson,A. Thompson,,,,,,,,,,,,,1628485.0,3.0,0.0,Mitchell,1630558.0,,,
433,PT07M09.00S,2024-11-26T01:36:24.3Z,3,REGULAR,2pt,Jump Shot,[],1627751,7.835085413929041,28.921568627450984,1610612761,59,61,2024-11-26T01:36:29Z,4130000,False,105.0,21.0,1,left,MISS J. Poeltl 10' Jump Shot,[1627751],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Right,,Poeltl,J. Poeltl,,,10.75,Missed,,,,,,,,,,,,,,,,
434,PT07M04.00S,2024-11-26T01:36:29.3Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,59,61,2024-11-26T01:36:29Z,4140000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,Thompson,A. Thompson,,,,,,,,,433.0,2.0,2.0,0.0,,,,,,,,
435,PT06M55.00S,2024-11-26T01:36:37.5Z,3,REGULAR,3pt,Jump Shot,[],203501,90.88370565045992,3.6764705882352944,1610612765,62,61,2024-11-26T01:36:43Z,4150000,False,-232.0,33.0,1,right,T. Hardaway Jr. 3PT  (7 PTS) (A. Thompson 3 AST),"[203501, 1641709]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,Hardaway Jr.,T. Hardaway Jr.,,,23.4,Made,7.0,A. Thompson,1641709.0,3.0,,,,,,,,,,,,
438,PT06M47.00S,2024-11-26T01:36:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,62,61,2024-11-26T01:36:56Z,4180000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M47.00S,2024-11-26T01:37:05.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612761,62,61,2024-11-26T01:39:49Z,4190000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,
442,PT06M47.00S,2024-11-26T01:37:05.1Z,3,REGULAR,substitution,out,[],1630534,,,1610612761,62,61,2024-11-26T01:39:49Z,4200000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,
443,PT06M47.00S,2024-11-26T01:37:05.1Z,3,REGULAR,substitution,in,[],1642419,,,1610612761,62,61,2024-11-26T01:39:49Z,4210000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
444,PT06M47.00S,2024-11-26T01:37:05.1Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,62,61,2024-11-26T01:39:49Z,4220000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,
445,PT06M31.00S,2024-11-26T01:40:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,10.5946123521682,45.588235294117645,1610612761,62,61,2024-11-26T01:40:18Z,4230000,False,22.0,47.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,5.2,Missed,,,,,,,,,,,,,,,,
446,PT06M30.00S,2024-11-26T01:40:06.6Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,62,61,2024-11-26T01:54:42Z,4240000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Poeltl,J. Poeltl,,,,,,,,,445.0,9.0,6.0,3.0,,,,,,,,
447,PT06M29.00S,2024-11-26T01:40:16.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,62,61,2024-11-26T01:54:46Z,4250000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,Poeltl,J. Poeltl,,,0.0,Missed,,,,,,,,,,,,,,,,
448,PT06M29.00S,2024-11-26T01:40:16.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,62,61,2024-11-26T01:54:46Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,447.0,,,,,,,,,,,
449,PT06M26.00S,2024-11-26T01:40:27.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642419,12.171484888304862,4.166666666666666,1610612761,62,61,2024-11-26T01:40:32Z,4270000,False,229.0,62.0,1,left,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,Battle,J. Battle,,,23.74,Missed,,,,,,,,,,,,,,,,
450,PT06M25.00S,2024-11-26T01:40:28.3Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,62,61,2024-11-26T02:02:08Z,4280000,False,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,Boucher,C. Boucher,,,,,,,,,449.0,5.0,3.0,2.0,,,,,,,,
451,PT06M24.00S,2024-11-26T01:40:31.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,9.806176084099869,44.6078431372549,1610612761,62,61,2024-11-26T02:02:31Z,4290000,False,27.0,40.0,1,left,MISS C. Boucher putback Layup,[1628449],1610612761.0,TOR,putback,,,,,,In The Paint (Non-RA),0-8 Center,,Boucher,C. Boucher,,,4.8,Missed,,,,,,,,,,,,,,,,
452,PT06M22.00S,2024-11-26T01:40:33.4Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,62,61,2024-11-26T02:02:48Z,4300000,False,,,0,,S. Barnes REBOUND (Off:3 Def:5),[1630567],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Barnes,S. Barnes,,,,,,,,,451.0,8.0,5.0,3.0,,,,,,,,
