actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M51.00S,2024-11-05T00:33:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,6.258212877792378,62.99019607843137,1610612747,0,3,2024-11-05T00:33:53Z,170000,False,-65.0,6.0,1,left,A. Davis 6' driving Layup (3 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,3.0,,,,,6.53,L. James,2544.0,1.0,,
19,PT10M32.00S,2024-11-05T00:33:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,91.5407358738502,55.88235294117647,1610612765,0,3,2024-11-05T00:34:11Z,190000,False,29.0,27.0,1,right,MISS J. Ivey driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,3.99,,,,,
20,PT10M31.00S,2024-11-05T00:33:48.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,3,2024-11-05T00:33:51Z,200000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,
21,PT10M26.00S,2024-11-05T00:33:53.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,6.652431011826544,55.392156862745104,1610612747,0,3,2024-11-05T00:34:55Z,210000,False,-27.0,10.0,1,left,MISS L. James running Layup - blocked,"[2544, 1631105]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.88,,,,Duren,1631105.0
22,PT10M26.00S,2024-11-05T00:33:53.2Z,1,REGULAR,block,,[],1631105,,,1610612747,0,3,2024-11-05T00:33:56Z,220000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2024-11-05T00:33:56.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,3,2024-11-05T00:33:58Z,230000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,
24,PT10M19.00S,2024-11-05T00:34:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,92.46057818659659,48.28431372549019,1610612765,0,3,2024-11-05T00:35:25Z,240000,False,-9.0,18.0,1,right,MISS T. Harris running Layup - blocked,"[202699, 1629060]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.03,,,,Hachimura,1629060.0
25,PT10M19.00S,2024-11-05T00:34:00.0Z,1,REGULAR,block,,[],1629060,,,1610612765,0,3,2024-11-05T00:34:02Z,250000,False,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2024-11-05T00:34:02.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,3,2024-11-05T00:34:07Z,260000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,
27,PT10M15.00S,2024-11-05T00:34:05.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,6.258212877792378,47.794117647058826,1610612747,0,3,2024-11-05T00:37:43Z,270000,False,11.0,6.0,1,left,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,1.27,,,,,
28,PT10M15.00S,2024-11-05T00:34:05.0Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,3,2024-11-05T00:34:11Z,280000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT10M08.00S,2024-11-05T00:34:11.9Z,1,REGULAR,3pt,Jump Shot,[],202699,93.77463863337714,96.32352941176471,1610612765,3,3,2024-11-05T00:34:22Z,290000,False,232.0,6.0,1,right,T. Harris 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,3.0,,,,,23.17,T. Hardaway Jr.,203501.0,1.0,,
31,PT09M46.00S,2024-11-05T00:34:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.30946123521682,53.92156862745098,1610612747,3,3,2024-11-05T00:34:45Z,310000,False,-20.0,16.0,1,left,MISS D. Russell Layup,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.54,,,,,
32,PT09M45.00S,2024-11-05T00:34:35.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,3,3,2024-11-05T00:34:45Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,31.0,,,,,,,,,
34,PT09M41.00S,2024-11-05T00:35:01.3Z,1,REGULAR,foul,personal,[],1631093,,,1610612747,3,3,2024-11-05T00:35:09Z,340000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 2544]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left,,,,1627964.0,1.0,0.0,James,2544.0,,,,,,,,,,,,
36,PT09M35.00S,2024-11-05T00:35:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,5.732588699080158,52.69607843137255,1610612747,3,5,2024-11-05T00:35:20Z,360000,False,-13.0,1.0,1,left,D. Russell driving Layup (2 PTS) (A. Reaves 1 AST),"[1626156, 1630559]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,1.36,A. Reaves,1630559.0,1.0,,
38,PT09M20.00S,2024-11-05T00:35:31.2Z,1,REGULAR,3pt,Jump Shot,[],203501,75.24638633377135,13.23529411764706,1610612765,6,5,2024-11-05T00:35:36Z,380000,False,-184.0,180.0,1,right,T. Hardaway Jr. 25' 3PT  (3 PTS) (J. Ivey 1 AST),"[203501, 1631093]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,,,,,25.74,J. Ivey,1631093.0,1.0,,
40,PT09M07.00S,2024-11-05T00:35:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,10.200394218134035,48.03921568627451,1610612747,6,7,2024-11-05T00:35:48Z,400000,False,10.0,43.0,1,left,A. Davis driving floating Jump Shot (5 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,5.0,,,,,4.45,D. Russell,1626156.0,1.0,,
42,PT09M00.00S,2024-11-05T00:35:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,93.9060446780552,35.294117647058826,1610612765,8,7,2024-11-05T00:38:00Z,420000,False,-74.0,5.0,1,right,T. Harris 7' driving floating Jump Shot (5 PTS),[202699],1610612765.0,DET,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,5.0,,,,,7.37,,,,,
43,PT08M52.00S,2024-11-05T00:35:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.389618922470433,47.549019607843135,1610612747,8,7,2024-11-05T00:38:38Z,430000,False,12.0,8.0,1,left,MISS D. Russell driving Layup - blocked,"[1626156, 202699]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,1.45,,,,Harris,202699.0
44,PT08M52.00S,2024-11-05T00:35:59.6Z,1,REGULAR,block,,[],202699,,,1610612747,8,7,2024-11-05T00:36:02Z,440000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M49.00S,2024-11-05T00:36:02.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,8,7,2024-11-05T00:36:04Z,450000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,
46,PT08M45.00S,2024-11-05T00:36:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,92.9862023653088,54.166666666666664,1610612765,10,7,2024-11-05T00:36:21Z,460000,False,21.0,13.0,1,right,T. Hardaway Jr. running Layup (5 PTS) (C. Cunningham 1 AST),"[203501, 1630595]",1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,5.0,,,,,2.47,C. Cunningham,1630595.0,1.0,,
48,PT08M28.00S,2024-11-05T00:36:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,35.29894875164258,39.21568627450981,1610612747,10,7,2024-11-05T00:36:30Z,480000,False,54.0,279.0,1,left,MISS A. Reaves 28' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,28.45,,,,,
49,PT08M24.00S,2024-11-05T00:36:28.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,7,2024-11-05T00:36:30Z,490000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,
50,PT08M13.00S,2024-11-05T00:36:38.6Z,1,REGULAR,2pt,Jump Shot,[],203501,74.72076215505913,61.51960784313726,1610612765,10,7,2024-11-05T00:40:18Z,500000,False,58.0,185.0,1,right,MISS T. Hardaway Jr. 19' pullup Shot,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,Missed,,,,,,19.39,,,,,
51,PT08M12.00S,2024-11-05T00:36:39.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,10,7,2024-11-05T00:36:45Z,510000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,50.0,3.0,2.0,1.0,,,,,,
53,PT08M09.00S,2024-11-05T00:36:59.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202699,92.72339027595268,14.215686274509803,1610612765,12,7,2024-11-05T00:37:03Z,530000,False,-179.0,16.0,1,right,T. Harris 17' Jump Shot (7 PTS) (C. Cunningham 2 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left,,,,,,,,,Made,7.0,,,,,17.96,C. Cunningham,1630595.0,2.0,,
55,PT08M00.00S,2024-11-05T00:37:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.783837056504599,53.92156862745098,1610612747,12,7,2024-11-05T00:41:01Z,550000,False,-20.0,11.0,1,left,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.26,,,,,
56,PT07M58.00S,2024-11-05T00:37:08.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,12,7,2024-11-05T00:37:08Z,560000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,55.0,4.0,3.0,1.0,,,,,,
57,PT07M49.00S,2024-11-05T00:37:17.8Z,1,REGULAR,3pt,Jump Shot,[],202699,92.85479632063075,96.56862745098039,1610612765,12,7,2024-11-05T00:37:21Z,570000,False,233.0,15.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,,23.33,,,,,
58,PT07M46.00S,2024-11-05T00:37:20.8Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,12,7,2024-11-05T00:37:21Z,580000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,
59,PT07M45.00S,2024-11-05T00:37:26.4Z,1,REGULAR,violation,kicked ball,[],2544,,,1610612765,12,7,2024-11-05T00:37:32Z,590000,False,,,0,,L. James kicked ball VIOLATION,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,1627964.0,,,,,,,,,,,,,,,,
60,PT07M40.00S,2024-11-05T00:37:48.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,69.07030223390277,71.56862745098039,1610612765,15,7,2024-11-05T00:51:02Z,600000,False,108.0,238.0,1,right,C. Cunningham 26' 3PT pullup (3 PTS) (J. Ivey 2 AST),"[1630595, 1631093]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,3.0,,,,,26.15,J. Ivey,1631093.0,2.0,,
61,PT07M38.00S,2024-11-05T00:37:54.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,15,7,2024-11-05T00:37:54Z,610000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M23.00S,2024-11-05T00:41:23.8Z,1,REGULAR,foul,personal,[],1631093,,,1610612747,15,7,2024-11-05T00:41:29Z,620000,False,,,0,,J. Ivey personal FOUL (2 PF),"[1631093, 2544]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,1151.0,2.0,0.0,James,2544.0,,,,,,,,,,,,
64,PT07M23.00S,2024-11-05T00:41:34.6Z,1,REGULAR,substitution,out,[],1631093,,,1610612747,15,7,2024-11-05T00:41:39Z,640000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M23.00S,2024-11-05T00:41:34.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612747,15,7,2024-11-05T00:41:39Z,650000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M15.00S,2024-11-05T00:41:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.652431011826544,52.69607843137255,1610612747,15,9,2024-11-05T00:41:57Z,660000,False,-13.0,10.0,1,left,A. Davis DUNK (7 PTS) (D. Russell 2 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,7.0,,,,,1.68,D. Russell,1626156.0,2.0,,
68,PT07M00.00S,2024-11-05T00:42:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,88.51839684625493,51.9607843137255,1610612765,15,9,2024-11-05T00:42:13Z,680000,False,10.0,55.0,1,right,MISS M. Beasley driving floating Shot,[1627736],1610612765.0,DET,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,,5.63,,,,,
69,PT06M56.00S,2024-11-05T00:42:12.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,9,2024-11-05T00:42:12Z,690000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,
70,PT06M51.00S,2024-11-05T00:42:17.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,6.258212877792378,2.941176470588235,1610612747,15,9,2024-11-05T01:32:10Z,700000,False,235.0,6.0,1,left,MISS D. Russell running 3PT,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,,23.54,,,,,
71,PT06M47.00S,2024-11-05T00:42:21.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,15,9,2024-11-05T00:42:23Z,710000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,,,,,,70.0,5.0,4.0,1.0,,,,,,
72,PT06M39.00S,2024-11-05T00:42:29.8Z,1,REGULAR,2pt,Jump Shot,[],203501,93.16688567674113,11.052389705882353,1610612765,17,9,2024-11-05T00:43:06Z,720000,False,-195.0,12.0,1,right,T. Hardaway Jr. 19' step back Jump Shot (7 PTS) (T. Harris 1 AST),"[203501, 202699]",1610612765.0,DET,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,Made,7.0,,,,,19.51,T. Harris,202699.0,1.0,,
74,PT06M26.00S,2024-11-05T00:42:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.674770039421814,58.08823529411765,1610612747,17,9,2024-11-05T00:43:36Z,740000,False,-40.0,38.0,1,left,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,,5.57,,,,,
75,PT06M22.00S,2024-11-05T00:42:46.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,17,9,2024-11-05T00:42:48Z,750000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,74.0,2.0,1.0,1.0,,,,,,
76,PT06M20.00S,2024-11-05T00:42:48.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,70.25295663600527,74.75490196078431,1610612765,17,9,2024-11-05T00:43:48Z,760000,False,124.0,227.0,1,right,MISS C. Cunningham 25' running pullup 3PT,[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,25.87,,,,,
77,PT06M17.00S,2024-11-05T00:42:51.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,17,9,2024-11-05T00:42:53Z,770000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,
78,PT06M07.00S,2024-11-05T00:43:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.389618922470433,53.18627450980392,1610612747,17,11,2024-11-05T00:43:06Z,780000,False,-16.0,8.0,1,left,A. Reaves driving Layup (2 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,1.76,,,,,
79,PT05M43.00S,2024-11-05T00:43:25.2Z,1,REGULAR,3pt,Jump Shot,[],203501,73.71879106438897,86.29748774509804,1610612765,17,11,2024-11-05T00:43:32Z,790000,False,181.0,195.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,26.6,,,,,
80,PT05M40.00S,2024-11-05T00:43:28.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,17,11,2024-11-05T00:43:32Z,800000,False,,,0,,J. Duren REBOUND (Off:2 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,79.0,6.0,4.0,2.0,,,,,,
81,PT05M39.00S,2024-11-05T00:43:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,92.46057818659659,48.03921568627451,1610612765,17,11,2024-11-05T00:44:41Z,810000,False,-10.0,18.0,1,right,MISS J. Duren putback Layup,[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.08,,,,,
82,PT05M38.00S,2024-11-05T00:43:30.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,17,11,2024-11-05T00:43:35Z,820000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,
83,PT05M34.00S,2024-11-05T00:43:35.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,4.5499342969776615,53.92156862745098,1610612747,17,13,2024-11-05T00:44:55Z,830000,False,-20.0,-10.0,1,left,L. James running reverse Layup (2 PTS) (D. Russell 3 AST),"[2544, 1626156]",1610612747.0,LAL,running reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,2.19,D. Russell,1626156.0,3.0,,
85,PT05M09.00S,2024-11-05T00:43:59.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.23061760840999,57.84313725490197,1610612765,17,13,2024-11-05T00:45:13Z,850000,False,39.0,256.0,1,right,MISS M. Beasley 25' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,25.85,,,,,
