actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
522,PT12M00.00S,2025-01-17T01:57:03.7Z,4,REGULAR,period,start,[],0,,,1610612765,81,92,2025-01-17T01:57:03Z,5080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M41.00S,2025-01-17T01:57:21.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,21.73127463863338,93.87254901960785,1610612765,81,92,2025-01-17T01:57:39Z,5090000,False,-219.0,152.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
524,PT11M40.00S,2025-01-17T01:57:22.4Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,81,92,2025-01-17T01:57:39Z,5100000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,523.0,3.0,3.0,0.0,,,,,,,,,,,,,,
527,PT11M31.00S,2025-01-17T01:57:36.3Z,4,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,81,92,2025-01-17T01:57:43Z,5130000,False,,,0,,A. Nembhard lost ball out-of-bounds TURNOVER (2 TO),[1629614],1610612754.0,IND,lost ball,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,101283.0,,,,,,
530,PT11M21.00S,2025-01-17T01:57:55.0Z,4,REGULAR,turnover,bad pass,[],1630595,,,1610612765,81,92,2025-01-17T02:12:12Z,5140000,False,,,0,,C. Cunningham bad pass TURNOVER (5 TO),"[1630595, 204456]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,,,,5.0,McConnell,204456.0,,,,,,,
531,PT11M21.00S,2025-01-17T01:57:55.0Z,4,REGULAR,steal,,[],204456,,,1610612754,81,92,2025-01-17T02:12:12Z,5150000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
532,PT11M16.00S,2025-01-17T01:57:58.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629614,70.3515111695138,24.019607843137265,1610612754,81,92,2025-01-17T01:59:39Z,5160000,False,-130.0,226.0,1,right,MISS A. Nembhard 26' running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
533,PT11M13.00S,2025-01-17T01:58:01.6Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,81,92,2025-01-17T01:58:01Z,5170000,False,,,0,,I. Stewart REBOUND (Off:4 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,532.0,9.0,5.0,4.0,,,,,,,,,,,,,,
534,PT11M09.00S,2025-01-17T01:58:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,6.225361366622863,62.254901960784316,1610612765,81,92,2025-01-17T01:58:18Z,5180000,False,-61.0,6.0,1,left,MISS M. Beasley 6' driving Layup - blocked,"[1627736, 1628418]",1610612765.0,DET,driving,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,Bryant,1628418.0,,
535,PT11M09.00S,2025-01-17T01:58:07.8Z,4,REGULAR,block,,[],1628418,,,1610612765,81,92,2025-01-17T01:58:10Z,5190000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
536,PT11M08.00S,2025-01-17T01:58:08.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,81,92,2025-01-17T01:58:18Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,534.0,,,,,,,,,,,,,,,,,
538,PT11M01.00S,2025-01-17T01:58:29.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,5.042706964520377,98.03921568627452,1610612765,81,92,2025-01-17T02:00:28Z,5220000,False,-240.0,-5.0,1,left,MISS T. Harris 24' step back 3PT,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
539,PT11M00.00S,2025-01-17T01:58:30.7Z,4,REGULAR,rebound,offensive,[],1631323,,,1610612765,81,92,2025-01-17T01:58:38Z,5230000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,538.0,2.0,1.0,1.0,,,,,,,,,,,,,,
540,PT10M57.00S,2025-01-17T01:58:33.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631323,5.590000152587891,50.0,1610612765,81,92,2025-01-17T01:58:41Z,5240000,False,0.0,0.0,1,left,MISS S. Fontecchio tip Layup - blocked,"[1631323, 1630167]",1610612765.0,DET,tip,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,Toppin,1630167.0,,
698,PT10M57.00S,2025-01-17T01:58:33.8Z,4,REGULAR,block,,[],1630167,,,1610612765,81,92,2025-01-17T02:38:54Z,5245000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
541,PT10M56.00S,2025-01-17T01:58:34.8Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,81,92,2025-01-17T02:40:06Z,5250000,False,,,0,,T. McConnell REBOUND (Off:0 Def:5),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,540.0,5.0,5.0,0.0,,,,,,,,,,,,,,
542,PT10M50.00S,2025-01-17T01:58:43.4Z,4,REGULAR,2pt,Jump Shot,[],1629614,92.82194480946123,71.07843137254902,1610612754,81,92,2025-01-17T02:01:52Z,5260000,False,105.0,15.0,1,right,MISS A. Nembhard 10' driving floating Shot - blocked,"[1629614, 202699]",1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,10.65,Missed,,,,,,,,,,,,,,,Harris,202699.0,,
543,PT10M50.00S,2025-01-17T01:58:43.4Z,4,REGULAR,block,,[],202699,,,1610612754,81,92,2025-01-17T01:58:47Z,5270000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
544,PT10M50.00S,2025-01-17T01:58:43.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,81,92,2025-01-17T01:58:51Z,5280000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,542.0,,,,,,,,,,,,,,,,,
546,PT10M46.00S,2025-01-17T01:59:05.2Z,4,REGULAR,turnover,bad pass,[],1629614,,,1610612754,81,92,2025-01-17T01:59:09Z,5300000,False,,,0,,A. Nembhard bad pass TURNOVER (3 TO),"[1629614, 202699]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,3.0,Harris,202699.0,,,,,,,
547,PT10M46.00S,2025-01-17T01:59:05.2Z,4,REGULAR,steal,,[],202699,,,1610612765,81,92,2025-01-17T01:59:07Z,5310000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
548,PT10M41.00S,2025-01-17T01:59:09.5Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631323,28.038764783180028,16.17647058823529,1610612765,84,92,2025-01-17T02:02:37Z,5320000,False,169.0,211.0,1,left,S. Fontecchio 27' 3PT running (5 PTS) (I. Stewart 4 AST),"[1631323, 1630191]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,27.05,Made,,,,,5.0,I. Stewart,1630191.0,4.0,,,,,,,,,,
550,PT10M22.00S,2025-01-17T01:59:29.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,86.64586070959264,61.51960784313725,1610612754,84,92,2025-01-17T01:59:33Z,5340000,False,58.0,73.0,1,right,MISS T. McConnell 9' floating Shot - blocked,"[204456, 1631323]",1610612754.0,IND,floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,9.3,Missed,,,,,,,,,,,,,,,Fontecchio,1631323.0,,
580,PT10M22.00S,2025-01-17T01:59:29.6Z,4,REGULAR,block,,[],1631323,,,1610612754,84,92,2025-01-17T02:06:41Z,5345000,False,,,0,,S. Fontecchio BLOCK (1 BLK),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
551,PT10M19.00S,2025-01-17T01:59:32.6Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,84,92,2025-01-17T01:59:33Z,5350000,False,,,0,,I. Stewart REBOUND (Off:4 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,550.0,10.0,6.0,4.0,,,,,,,,,,,,,,
552,PT10M15.00S,2025-01-17T01:59:35.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631323,6.8823915900131425,45.09803921568627,1610612765,84,92,2025-01-17T02:04:02Z,5360000,False,25.0,12.0,1,left,MISS S. Fontecchio running Layup,[1631323],1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
553,PT10M11.00S,2025-01-17T01:59:40.2Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612754,84,92,2025-01-17T01:59:40Z,5370000,False,,,0,,T. Bryant REBOUND (Off:2 Def:4),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,552.0,6.0,4.0,2.0,,,,,,,,,,,,,,
554,PT09M53.00S,2025-01-17T01:59:58.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,88.2227332457293,54.411764705882355,1610612754,84,92,2025-01-17T02:04:28Z,5380000,False,22.0,58.0,1,right,MISS A. Nembhard 6' turnaround fadeaway Shot,[1629614],1610612754.0,IND,turnaround fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,,,,,,,,,,,,,,,,,
555,PT09M51.00S,2025-01-17T02:00:00.2Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,84,92,2025-01-17T02:00:02Z,5390000,False,,,0,,I. Stewart REBOUND (Off:4 Def:7),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,554.0,11.0,7.0,4.0,,,,,,,,,,,,,,
556,PT09M38.00S,2025-01-17T02:00:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.013797634691201,56.86274509803921,1610612765,86,92,2025-01-17T02:00:17Z,5400000,False,-34.0,13.0,1,left,C. Cunningham driving Layup (18 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,18.0,,,,,,,,,,,,,
557,PT09M38.00S,2025-01-17T02:00:23.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,86,92,2025-01-17T02:00:23Z,5410000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,out,[],1630167,,,1610612754,86,92,2025-01-17T02:02:49Z,5420000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,out,[],1628418,,,1610612754,86,92,2025-01-17T02:02:49Z,5430000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,out,[],204456,,,1610612754,86,92,2025-01-17T02:02:49Z,5440000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,in,[],1641716,,,1610612754,86,92,2025-01-17T02:02:49Z,5450000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,86,92,2025-01-17T02:02:49Z,5460000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M38.00S,2025-01-17T02:00:25.4Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,86,92,2025-01-17T02:02:49Z,5470000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M15.00S,2025-01-17T02:03:28.0Z,4,REGULAR,3pt,Jump Shot,[],1629614,71.13994743758212,86.51960784313725,1610612754,86,92,2025-01-17T02:04:58Z,5480000,False,183.0,219.0,1,right,MISS A. Nembhard 28' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
566,PT09M13.00S,2025-01-17T02:03:30.0Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,86,92,2025-01-17T02:03:32Z,5490000,False,,,0,,I. Stewart REBOUND (Off:4 Def:8),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,565.0,12.0,8.0,4.0,,,,,,,,,,,,,,
567,PT08M56.00S,2025-01-17T02:03:47.9Z,4,REGULAR,turnover,bad pass,[],1630595,,,1610612765,86,92,2025-01-17T02:03:52Z,5500000,False,,,0,,C. Cunningham bad pass TURNOVER (6 TO),"[1630595, 1629614]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,6.0,Nembhard,1629614.0,,,,,,,
568,PT08M56.00S,2025-01-17T02:03:47.9Z,4,REGULAR,steal,,[],1629614,,,1610612754,86,92,2025-01-17T02:03:50Z,5510000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
569,PT08M40.00S,2025-01-17T02:04:03.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,88.74835742444152,48.774509803921575,1610612754,86,92,2025-01-17T02:04:08Z,5520000,False,-6.0,53.0,1,right,MISS M. Turner driving floating Shot,[1626167],1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
570,PT08M37.00S,2025-01-17T02:04:06.1Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,86,92,2025-01-17T02:04:06Z,5530000,False,,,0,,I. Stewart REBOUND (Off:4 Def:9),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,569.0,13.0,9.0,4.0,,,,,,,,,,,,,,
571,PT08M24.00S,2025-01-17T02:04:19.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.584099868593952,49.50980392156863,1610612765,86,92,2025-01-17T02:04:23Z,5540000,False,2.0,75.0,1,left,MISS T. Harris 7' pullup Shot,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
572,PT08M21.00S,2025-01-17T02:04:22.3Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,86,92,2025-01-17T02:04:23Z,5550000,False,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,571.0,5.0,5.0,0.0,,,,,,,,,,,,,,
573,PT08M07.00S,2025-01-17T02:04:36.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,80.20696452036793,50.73529411764706,1610612754,86,94,2025-01-17T02:04:40Z,5560000,False,4.0,134.0,1,right,P. Siakam 13' pullup Jump Shot (20 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.37,Made,,,,,20.0,,,,,,,,,,,,,
574,PT07M50.00S,2025-01-17T02:04:53.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,11.218791064388967,51.22549019607843,1610612765,86,94,2025-01-17T02:06:18Z,5570000,False,-6.0,53.0,1,left,MISS C. Cunningham driving floating Shot - blocked,"[1630595, 1626167]",1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,Turner,1626167.0,,
575,PT07M50.00S,2025-01-17T02:04:53.1Z,4,REGULAR,block,,[],1626167,,,1610612765,86,94,2025-01-17T02:04:56Z,5580000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
576,PT07M47.00S,2025-01-17T02:04:56.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,86,94,2025-01-17T02:04:58Z,5590000,False,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,574.0,6.0,6.0,0.0,,,,,,,,,,,,,,
577,PT07M47.00S,2025-01-17T02:04:58.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630169,92.0335085413929,55.63725490196079,1610612754,86,96,2025-01-17T02:05:04Z,5600000,False,28.0,22.0,1,right,T. Haliburton running DUNK (17 PTS) (P. Siakam 6 AST),"[1630169, 1627783]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,17.0,P. Siakam,1627783.0,6.0,,,,,,,,,,
579,PT07M47.00S,2025-01-17T02:05:07.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,86,96,2025-01-17T02:05:07Z,5620000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M47.00S,2025-01-17T02:05:08.2Z,4,REGULAR,substitution,out,[],1631323,,,1610612765,86,96,2025-01-17T02:07:26Z,5630000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M47.00S,2025-01-17T02:05:08.2Z,4,REGULAR,substitution,in,[],203501,,,1610612765,86,96,2025-01-17T02:07:26Z,5640000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M29.00S,2025-01-17T02:08:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.4881734559789805,43.13725490196079,1610612765,88,96,2025-01-17T02:08:11Z,5650000,False,34.0,8.0,1,left,C. Cunningham driving Layup (20 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.53,Made,,,,,20.0,,,,,,,,,,,,,
584,PT07M15.00S,2025-01-17T02:08:19.0Z,4,REGULAR,3pt,Jump Shot,[],1630169,66.14651773981603,77.20588235294117,1610612754,88,96,2025-01-17T02:08:24Z,5660000,False,136.0,266.0,1,right,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,29.85,Missed,,,,,,,,,,,,,,,,,,
585,PT07M12.00S,2025-01-17T02:08:22.0Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612765,88,96,2025-01-17T02:08:24Z,5670000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,584.0,2.0,2.0,0.0,,,,,,,,,,,,,,
586,PT07M06.00S,2025-01-17T02:08:32.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,28.827201051248352,18.137254901960787,1610612765,88,96,2025-01-17T02:08:49Z,5680000,False,159.0,218.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
587,PT07M05.00S,2025-01-17T02:08:33.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,88,96,2025-01-17T02:08:49Z,5690000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,586.0,,,,,,,,,,,,,,,,,
588,PT07M05.00S,2025-01-17T02:08:39.0Z,4,REGULAR,foul,personal,[],1630191,,,1610612754,88,96,2025-01-17T02:09:25Z,5700000,False,,,0,,I. Stewart loose ball personal FOUL (2 PF),"[1630191, 1626167]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,2.0,1.0,,,Turner,1626167.0
590,PT06M46.00S,2025-01-17T02:09:05.0Z,4,REGULAR,2pt,Jump Shot,[],1627783,92.95335085413929,29.65686274509804,1610612754,88,96,2025-01-17T02:09:31Z,5720000,False,-102.0,14.0,1,right,MISS P. Siakam 10' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,10.26,Missed,,,,,,,,,,,,,,,,,,
591,PT06M44.00S,2025-01-17T02:09:07.0Z,4,REGULAR,rebound,defensive,[],202699,,,1610612765,88,96,2025-01-17T02:09:09Z,5730000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,590.0,4.0,4.0,0.0,,,,,,,,,,,,,,
592,PT06M32.00S,2025-01-17T02:09:18.3Z,4,REGULAR,2pt,Jump Shot,[],202699,11.613009198423129,65.93137254901961,1610612765,90,96,2025-01-17T02:09:22Z,5740000,False,-80.0,57.0,1,left,T. Harris 9' driving floating Jump Shot (10 PTS),[202699],1610612765.0,DET,driving floating,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,9.78,Made,,,,,10.0,,,,,,,,,,,,,
593,PT06M13.00S,2025-01-17T02:09:41.8Z,4,REGULAR,2pt,Jump Shot,[],1630169,83.36070959264126,82.1078431372549,1610612754,90,96,2025-01-17T02:09:49Z,5750000,False,161.0,104.0,1,right,MISS T. Haliburton 19' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,19.12,Missed,,,,,,,,,,,,,,,,,,
594,PT06M12.00S,2025-01-17T02:09:42.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,90,96,2025-01-17T02:09:49Z,5760000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Right,,,593.0,,,,,,,,,,,,,,,,,
595,PT06M12.00S,2025-01-17T02:09:45.9Z,4,REGULAR,foul,personal,[],1627783,,,1610612765,90,96,2025-01-17T02:10:41Z,5770000,False,,,0,,P. Siakam loose ball personal FOUL (3 PF),"[1627783, 203501]",1610612754.0,IND,loose ball,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,3.0,1.0,,,Hardaway Jr.,203501.0
597,PT06M12.00S,2025-01-17T02:09:55.0Z,4,REGULAR,substitution,out,[],202699,,,1610612765,90,96,2025-01-17T02:10:19Z,5790000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M12.00S,2025-01-17T02:09:55.0Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,90,96,2025-01-17T02:10:19Z,5800000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M01.00S,2025-01-17T02:10:19.8Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,90,96,2025-01-17T02:10:28Z,5810000,False,,,0,,C. Cunningham lost ball TURNOVER (7 TO),"[1630595, 1629614]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,7.0,Nembhard,1629614.0,,,,,,,
600,PT06M01.00S,2025-01-17T02:10:19.8Z,4,REGULAR,steal,,[],1629614,,,1610612754,90,96,2025-01-17T02:10:22Z,5820000,False,,,0,,A. Nembhard STEAL (3 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
601,PT05M58.00S,2025-01-17T02:10:24.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,94.92444152431011,44.36274509803921,1610612754,90,96,2025-01-17T02:11:33Z,5830000,False,-28.0,-5.0,1,right,MISS A. Nembhard running Layup - blocked,"[1629614, 1630595]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,Cunningham,1630595.0,,
