actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M55.00S,2025-02-01T00:13:47.4Z,1,REGULAR,3pt,Jump Shot,[],202691,32.013797634691194,65.93137254901961,1610612742,4,7,2025-02-01T00:13:52Z,240000,False,-80.0,248.0,1,left,K. Thompson 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[202691, 203915]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,26.09,Made,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,
26,PT09M39.00S,2025-02-01T00:14:03.9Z,1,REGULAR,3pt,Jump Shot,[],202699,92.85479632063075,94.36274509803921,1610612765,7,7,2025-02-01T00:14:09Z,260000,False,222.0,15.0,1,right,T. Harris 3PT  (5 PTS) (J. Duren 1 AST),"[202699, 1631105]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.23,Made,,,,5.0,J. Duren,1631105.0,1.0,,,,,,,,,,,
28,PT09M14.00S,2025-02-01T00:14:27.8Z,1,REGULAR,2pt,Jump Shot,[],202691,6.521024967148489,81.12745098039215,1610612742,7,9,2025-02-01T00:14:34Z,280000,False,-156.0,9.0,1,left,K. Thompson 15' step back bank Jump Shot (5 PTS) (D. Gafford 1 AST),"[202691, 1629655]",1610612742.0,DAL,step back bank,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,15.58,Made,,,,5.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,
30,PT09M03.00S,2025-02-01T00:14:39.4Z,1,REGULAR,2pt,Jump Shot,[],202699,78.97503285151117,53.232230392156865,1610612765,7,9,2025-02-01T00:14:58Z,300000,False,16.0,145.0,1,right,MISS T. Harris 14' pullup Shot,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,14.6,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2025-02-01T00:14:41.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,7,9,2025-02-01T00:14:44Z,310000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,,,,,30.0,,,,,1.0,1.0,0.0,,,,,,,,
32,PT08M55.00S,2025-02-01T00:14:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,6.783837056504599,95.09803921568627,1610612742,7,12,2025-02-01T00:14:52Z,320000,False,-225.0,11.0,1,left,P. Washington 3PT  (3 PTS) (K. Thompson 1 AST),"[1629023, 202691]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.58,Made,,,,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,
34,PT08M40.00S,2025-02-01T00:15:02.2Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,7,12,2025-02-01T00:15:06Z,340000,False,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 202681]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Irving,202681.0,,,,,
35,PT08M40.00S,2025-02-01T00:15:02.2Z,1,REGULAR,steal,,[],202681,,,1610612742,7,12,2025-02-01T00:15:04Z,350000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
36,PT08M37.00S,2025-02-01T00:15:06.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,24.655059132720105,85.7843137254902,1610612742,7,12,2025-02-01T00:15:18Z,360000,False,-179.0,179.0,1,left,MISS K. Thompson 25' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2025-02-01T00:15:12.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,7,12,2025-02-01T00:15:12Z,370000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,36.0,,,,,2.0,2.0,0.0,,,,,,,,
38,PT08M26.00S,2025-02-01T00:15:16.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,93.77463863337714,95.83333333333334,1610612765,7,12,2025-02-01T00:16:25Z,380000,False,229.0,6.0,1,right,MISS T. Harris running 3PT,[202699],1610612765.0,DET,running,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
39,PT08M26.00S,2025-02-01T00:15:16.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,7,12,2025-02-01T00:15:26Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,38.0,,,,,,,,,,,,,,,
41,PT08M10.00S,2025-02-01T00:15:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612742,7,12,2025-02-01T00:15:53Z,410000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Gafford 2 FT),"[1631105, 1629655]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Gafford,1629655.0
43,PT08M10.00S,2025-02-01T00:16:12.8Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,7,13,2025-02-01T00:16:12Z,430000,False,,,0,,D. Gafford Free Throw 1 of 2 (5 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
44,PT08M10.00S,2025-02-01T00:16:33.4Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,7,14,2025-02-01T00:16:33Z,440000,False,,,0,,D. Gafford Free Throw 2 of 2 (6 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
45,PT07M47.00S,2025-02-01T00:17:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,89.43823915900131,53.67647058823529,1610612765,7,14,2025-02-01T00:17:28Z,450000,False,18.0,47.0,1,right,MISS T. Hardaway Jr. driving floating Shot,[203501],1610612765.0,DET,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
46,PT07M46.00S,2025-02-01T00:17:01.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,7,14,2025-02-01T00:17:28Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,45.0,,,,,,,,,,,,,,,
47,PT07M46.00S,2025-02-01T00:17:06.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,7,14,2025-02-01T00:17:13Z,470000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627962.0,,,,
48,PT07M46.00S,2025-02-01T00:17:11.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,7,14,2025-02-01T00:17:16Z,480000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M46.00S,2025-02-01T00:17:11.5Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,7,14,2025-02-01T00:17:16Z,490000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M34.00S,2025-02-01T00:17:31.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,30.962549277266753,18.872549019607842,1610612742,7,17,2025-02-01T00:17:38Z,500000,False,156.0,239.0,1,left,K. Thompson 28' 3PT  (8 PTS) (P. Washington 1 AST),"[202691, 1629023]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.48,Made,,,,8.0,P. Washington,1629023.0,1.0,,,,,,,,,,,
52,PT07M32.00S,2025-02-01T00:17:38.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,7,17,2025-02-01T00:17:38Z,520000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M18.00S,2025-02-01T00:20:44.8Z,1,REGULAR,2pt,Jump Shot,[],203501,78.13731931668858,45.588235294117645,1610612765,7,17,2025-02-01T00:20:50Z,530000,False,-22.0,153.0,1,right,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,15.46,Missed,,,,,,,,,,,,,,,,,,
54,PT07M15.00S,2025-02-01T00:20:47.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,7,17,2025-02-01T00:20:50Z,540000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,53.0,,,,,1.0,1.0,0.0,,,,,,,,
55,PT06M55.00S,2025-02-01T00:21:08.0Z,1,REGULAR,3pt,Jump Shot,[],202691,30.699737187910642,28.676470588235293,1610612742,7,17,2025-02-01T00:21:12Z,550000,False,107.0,236.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2025-02-01T00:21:09.8Z,1,REGULAR,rebound,offensive,[],1641765,,,1610612742,7,17,2025-02-01T00:21:09Z,560000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,,,55.0,,,,,1.0,0.0,1.0,,,,,,,,
57,PT06M51.00S,2025-02-01T00:21:11.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,24.704336399474375,87.27787990196079,1610612742,7,17,2025-02-01T00:21:29Z,570000,False,-186.0,180.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2025-02-01T00:21:11.5Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,7,17,2025-02-01T00:21:15Z,580000,False,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,57.0,,,,,2.0,1.0,1.0,,,,,,,,
59,PT06M44.00S,2025-02-01T00:21:17.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202681,14.931011826544022,96.07843137254902,1610612742,7,17,2025-02-01T00:21:42Z,590000,False,-230.0,88.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,24.66,Missed,,,,,,,,,,,,,,,,,,
60,PT06M41.00S,2025-02-01T00:21:20.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,17,2025-02-01T00:21:26Z,600000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,59.0,,,,,1.0,1.0,0.0,,,,,,,,
61,PT06M28.00S,2025-02-01T00:21:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,68.41327201051249,33.57843137254902,1610612765,10,17,2025-02-01T00:21:38Z,610000,False,-82.0,244.0,1,right,C. Cunningham 25' 3PT pullup (5 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.78,Made,,,,5.0,,,,,,,,,,,,,,
62,PT06M17.00S,2025-02-01T00:21:45.4Z,1,REGULAR,3pt,Jump Shot,[],202681,33.196452036793694,34.80392156862745,1610612742,10,17,2025-02-01T00:21:49Z,620000,False,76.0,260.0,1,left,MISS K. Irving 27' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
63,PT06M15.00S,2025-02-01T00:21:47.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,10,17,2025-02-01T00:21:49Z,630000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,62.0,,,,,1.0,1.0,0.0,,,,,,,,
64,PT06M08.00S,2025-02-01T00:21:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.9862023653088,44.85294117647059,1610612765,10,17,2025-02-01T00:21:58Z,640000,False,-26.0,13.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 1641765]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.9,Missed,Prosper,1641765.0,,,,,,,,,,,,,,,,
65,PT06M08.00S,2025-02-01T00:21:54.0Z,1,REGULAR,block,,[],1641765,,,1610612765,10,17,2025-02-01T00:21:56Z,650000,False,,,0,,O. Prosper BLOCK (1 BLK),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M06.00S,2025-02-01T00:21:56.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,10,17,2025-02-01T00:25:21Z,660000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,64.0,,,,,2.0,2.0,0.0,,,,,,,,
67,PT06M02.00S,2025-02-01T00:21:59.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,24.655059132720105,86.02941176470588,1610612742,10,17,2025-02-01T00:22:10Z,670000,False,-180.0,179.0,1,left,MISS S. Dinwiddie 25' running pullup 3PT,[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
68,PT06M00.00S,2025-02-01T00:22:02.4Z,1,REGULAR,rebound,offensive,[],202691,,,1610612742,10,17,2025-02-01T00:22:02Z,680000,False,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,67.0,,,,,1.0,0.0,1.0,,,,,,,,
69,PT05M57.00S,2025-02-01T00:22:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641765,8.09789750328515,44.6078431372549,1610612742,10,19,2025-02-01T00:22:12Z,690000,False,27.0,24.0,1,left,O. Prosper Layup (2 PTS) (K. Thompson 2 AST),"[1641765, 202691]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.59,Made,,,,2.0,K. Thompson,202691.0,2.0,,,,,,,,,,,
71,PT05M44.00S,2025-02-01T00:22:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,65.78515111695138,44.11764705882353,1610612765,10,19,2025-02-01T00:25:02Z,710000,False,-29.0,269.0,1,right,MISS C. Cunningham 27' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2025-02-01T00:22:21.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,10,19,2025-02-01T00:22:24Z,720000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,71.0,,,,,3.0,2.0,1.0,,,,,,,,
73,PT05M34.00S,2025-02-01T00:22:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.046649145860711,51.470588235294116,1610612742,10,21,2025-02-01T00:25:17Z,730000,False,-7.0,14.0,1,left,K. Thompson driving Layup (10 PTS),[202691],1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.56,Made,,,,10.0,,,,,,,,,,,,,,
74,PT05M22.00S,2025-02-01T00:22:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.03745072273325,51.225490196078425,1610612765,10,21,2025-02-01T00:25:54Z,740000,False,6.0,4.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 1629023]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.7,Missed,Washington,1629023.0,,,,,,,,,,,,,,,,
75,PT05M22.00S,2025-02-01T00:22:39.4Z,1,REGULAR,block,,[],1629023,,,1610612765,10,21,2025-02-01T00:22:41Z,750000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2025-02-01T00:22:41.4Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,10,21,2025-02-01T00:22:42Z,760000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,74.0,,,,,2.0,1.0,1.0,,,,,,,,
77,PT05M19.00S,2025-02-01T00:22:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,95.22010512483574,48.77450980392157,1610612765,12,21,2025-02-01T00:26:24Z,770000,False,-6.0,-8.0,1,right,C. Cunningham putback Layup (7 PTS),[1630595],1610612765.0,DET,putback,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.97,Made,,,,7.0,,,,,,,,,,,,,,
78,PT05M10.00S,2025-02-01T00:22:51.2Z,1,REGULAR,3pt,Jump Shot,[],203915,25.04927726675427,85.5392156862745,1610612742,12,21,2025-02-01T00:26:34Z,780000,False,-178.0,183.0,1,left,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2025-02-01T00:22:53.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,12,21,2025-02-01T00:22:55Z,790000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,78.0,,,,,2.0,2.0,0.0,,,,,,,,
80,PT05M02.00S,2025-02-01T00:23:01.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.38042049934296,46.568627450980394,1610612765,14,21,2025-02-01T00:23:08Z,800000,False,-17.0,10.0,1,right,J. Duren alley-oop DUNK (2 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.97,Made,,,,2.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,
82,PT05M02.00S,2025-02-01T00:23:08.8Z,1,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612765,14,21,2025-02-01T00:23:16Z,820000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Duren 1 FT),"[1629023, 1631105]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Duren,1631105.0
