actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
436,PT05M44.00S,2024-12-04T01:36:31.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,76,102,2024-12-04T01:36:31Z,4210000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M44.00S,2024-12-04T01:36:40.7Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,76,102,2024-12-04T01:39:00Z,4220000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M44.00S,2024-12-04T01:36:40.7Z,3,REGULAR,substitution,out,[],201572,,,1610612765,76,102,2024-12-04T01:39:00Z,4230000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M44.00S,2024-12-04T01:36:40.7Z,3,REGULAR,substitution,in,[],1627736,,,1610612765,76,102,2024-12-04T01:39:00Z,4240000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M44.00S,2024-12-04T01:36:40.7Z,3,REGULAR,substitution,in,[],1626171,,,1610612765,76,102,2024-12-04T01:39:00Z,4250000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M25.00S,2024-12-04T01:39:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203501,94.66162943495401,43.627450980392155,1610612765,78,102,2024-12-04T01:39:35Z,4260000,False,-32.0,-2.0,1,right,T. Hardaway Jr. driving Layup (12 PTS),[203501],1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.2,Made,12.0,,,,,,,,,,,,,,,,,
442,PT05M06.00S,2024-12-04T01:39:48.3Z,3,REGULAR,2pt,Jump Shot,[],203507,22.78252299605782,42.40196078431373,1610612749,78,104,2024-12-04T01:40:16Z,4270000,False,38.0,162.0,1,left,G. Antetokounmpo 16' pullup Jump Shot (27 PTS) (D. Lillard 4 AST),"[203507, 203081]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,16.61,Made,27.0,,,,,,,,,,,,,D. Lillard,203081.0,4.0,,
444,PT04M51.00S,2024-12-04T01:40:02.8Z,3,REGULAR,3pt,Jump Shot,[],203501,67.32917214191853,65.44117647058823,1610612765,81,104,2024-12-04T01:40:07Z,4290000,False,77.0,255.0,1,right,T. Hardaway Jr. 26' 3PT  (15 PTS) (C. Cunningham 5 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.6,Made,15.0,,,,,,,,,,,,,C. Cunningham,1630595.0,5.0,,
446,PT04M27.00S,2024-12-04T01:40:27.9Z,3,REGULAR,3pt,Jump Shot,[],1641748,19.365965834428394,3.1862745098039227,1610612749,81,104,2024-12-04T01:40:33Z,4310000,False,234.0,130.0,1,left,MISS A. Jackson Jr. 26' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
447,PT04M24.00S,2024-12-04T01:40:30.9Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,81,104,2024-12-04T01:40:33Z,4320000,False,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,446.0,4.0,3.0,1.0,,,,,,,,,,,,,
448,PT04M08.00S,2024-12-04T01:40:46.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,86.90867279894876,50.0,1610612765,81,104,2024-12-04T01:41:25Z,4330000,False,0.0,71.0,1,right,MISS T. Harris 7' step back Shot,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
449,PT04M05.00S,2024-12-04T01:40:49.9Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,81,104,2024-12-04T01:40:49Z,4340000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,448.0,2.0,2.0,0.0,,,,,,,,,,,,,
450,PT03M58.00S,2024-12-04T01:40:56.4Z,3,REGULAR,3pt,Jump Shot,[],1626171,6.4881734559789805,97.54901960784314,1610612749,81,104,2024-12-04T01:41:03Z,4350000,False,-238.0,8.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
451,PT03M54.00S,2024-12-04T01:41:00.4Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612765,81,104,2024-12-04T01:41:03Z,4360000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,450.0,2.0,2.0,0.0,,,,,,,,,,,,,
452,PT03M49.00S,2024-12-04T01:41:04.9Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1627736,91.37647831800263,66.42156862745098,1610612765,81,104,2024-12-04T01:42:05Z,4370000,False,82.0,29.0,1,right,MISS M. Beasley 8' driving floating bank Shot,[1627736],1610612765.0,DET,driving floating bank,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,8.69,Missed,,,,,,,,,,,,,,,,,,
453,PT03M46.00S,2024-12-04T01:41:08.0Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,81,104,2024-12-04T01:41:08Z,4380000,False,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,452.0,5.0,3.0,2.0,,,,,,,,,,,,,
454,PT03M46.00S,2024-12-04T01:41:08.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,83,104,2024-12-04T01:41:08Z,4390000,False,0.0,0.0,1,right,I. Stewart tip Layup (7 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
455,PT03M25.00S,2024-12-04T01:41:32.4Z,3,REGULAR,foul,personal,[],1630191,,,1610612749,83,104,2024-12-04T01:44:55Z,4400000,False,,,0,,I. Stewart personal FOUL (4 PF),"[1630191, 203507]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,0-8 Center,,,,,,,,202041.0,,4.0,0.0,Antetokounmpo,203507.0,,,,,,,
457,PT03M25.00S,2024-12-04T01:41:57.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,83,104,2024-12-04T01:41:57Z,4420000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M25.00S,2024-12-04T01:44:22.6Z,3,REGULAR,substitution,out,[],203501,,,1610612749,83,104,2024-12-04T01:44:36Z,4440000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M25.00S,2024-12-04T01:44:22.6Z,3,REGULAR,substitution,out,[],203081,,,1610612749,83,104,2024-12-04T01:44:36Z,4450000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M25.00S,2024-12-04T01:44:22.6Z,3,REGULAR,substitution,in,[],1641709,,,1610612749,83,104,2024-12-04T01:44:36Z,4460000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M25.00S,2024-12-04T01:44:22.6Z,3,REGULAR,substitution,in,[],1626153,,,1610612749,83,104,2024-12-04T01:44:36Z,4470000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M15.00S,2024-12-04T01:44:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,11.744415243101187,46.568627450980394,1610612749,83,104,2024-12-04T01:45:07Z,4480000,False,17.0,58.0,1,left,MISS T. Prince 6' driving floating Shot,[1627752],1610612749.0,MIL,driving floating,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
464,PT03M12.00S,2024-12-04T01:45:01.6Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,83,104,2024-12-04T01:45:01Z,4490000,False,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,463.0,5.0,3.0,2.0,,,,,,,,,,,,,
465,PT03M05.00S,2024-12-04T01:45:11.6Z,3,REGULAR,foul,personal,[],1627752,,,1610612765,83,104,2024-12-04T01:45:21Z,4500000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1627736]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left,,,,,,,,202041.0,,1.0,0.0,Beasley,1627736.0,,,,,,,
467,PT03M05.00S,2024-12-04T01:45:20.9Z,3,REGULAR,substitution,out,[],202699,,,1610612765,83,104,2024-12-04T01:45:27Z,4520000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M05.00S,2024-12-04T01:45:20.9Z,3,REGULAR,substitution,in,[],1631323,,,1610612765,83,104,2024-12-04T01:45:27Z,4530000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M01.00S,2024-12-04T01:45:39.9Z,3,REGULAR,foul,offensive,[],1630191,,,1610612765,83,104,2024-12-04T01:45:48Z,4540000,False,,,0,,I. Stewart offensive FOUL (5 PF),"[1630191, 1627752]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,202041.0,,5.0,0.0,Prince,1627752.0,,,,,,,
471,PT03M01.00S,2024-12-04T01:45:39.9Z,3,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,83,104,2024-12-04T01:45:39Z,4560000,False,,,0,,I. Stewart offensive foul TURNOVER (3 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,202041.0,3.0,,,,,,,,,,,
472,PT02M45.00S,2024-12-04T01:46:08.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626153,25.016425755584763,9.068627450980387,1610612749,83,104,2024-12-04T01:46:11Z,4570000,False,205.0,183.0,1,left,MISS D. Wright 27' 3PT,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,27.44,Missed,,,,,,,,,,,,,,,,,,
473,PT02M43.00S,2024-12-04T01:46:10.7Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,83,104,2024-12-04T01:46:10Z,4580000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,472.0,3.0,1.0,2.0,,,,,,,,,,,,,
474,PT02M37.00S,2024-12-04T01:46:20.9Z,3,REGULAR,3pt,Jump Shot,[],1631323,82.70367936925098,97.05882352941177,1610612765,83,104,2024-12-04T01:46:32Z,4590000,False,235.0,110.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
475,PT02M36.00S,2024-12-04T01:46:21.9Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,83,104,2024-12-04T01:46:32Z,4600000,False,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,474.0,6.0,3.0,3.0,,,,,,,,,,,,,
476,PT02M35.00S,2024-12-04T01:46:26.8Z,3,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612765,83,104,2024-12-04T01:46:33Z,4610000,False,,,0,,A. Jackson Jr. shooting personal FOUL (2 PF) (Stewart 2 FT),"[1641748, 1630191]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1628487.0,,2.0,0.0,Stewart,1630191.0,,,,,,,
478,PT02M35.00S,2024-12-04T01:46:50.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,84,104,2024-12-04T01:46:50Z,4630000,False,,,0,,I. Stewart Free Throw 1 of 2 (8 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
479,PT02M35.00S,2024-12-04T01:46:51.9Z,3,REGULAR,substitution,out,[],1627752,,,1610612765,84,104,2024-12-04T01:47:02Z,4640000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M35.00S,2024-12-04T01:46:51.9Z,3,REGULAR,substitution,out,[],1641748,,,1610612765,84,104,2024-12-04T01:47:02Z,4650000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M35.00S,2024-12-04T01:46:51.9Z,3,REGULAR,substitution,in,[],1629018,,,1610612765,84,104,2024-12-04T01:47:02Z,4660000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M35.00S,2024-12-04T01:46:51.9Z,3,REGULAR,substitution,in,[],1631260,,,1610612765,84,104,2024-12-04T01:47:02Z,4670000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M35.00S,2024-12-04T01:47:07.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,84,104,2024-12-04T01:47:07Z,4680000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M35.00S,2024-12-04T01:47:08.9Z,3,REGULAR,substitution,out,[],1630595,,,1610612765,84,104,2024-12-04T01:48:33Z,4690000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M35.00S,2024-12-04T01:47:08.9Z,3,REGULAR,substitution,in,[],1631093,,,1610612765,84,104,2024-12-04T01:48:33Z,4700000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M35.00S,2024-12-04T01:48:43.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,85,104,2024-12-04T01:48:43Z,4710000,False,,,0,,I. Stewart Free Throw 2 of 2 (9 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
487,PT02M15.00S,2024-12-04T01:49:12.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612749,85,104,2024-12-04T01:49:36Z,4720000,False,,,0,,I. Stewart shooting personal FOUL (6 PF) (Antetokounmpo 2 FT),"[1630191, 203507]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,202041.0,,6.0,0.0,Antetokounmpo,203507.0,,,,,,,
489,PT02M15.00S,2024-12-04T01:49:37.6Z,3,REGULAR,substitution,out,[],1630191,,,1610612749,85,104,2024-12-04T01:49:42Z,4740000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M15.00S,2024-12-04T01:49:37.6Z,3,REGULAR,substitution,in,[],1631105,,,1610612749,85,104,2024-12-04T01:49:42Z,4750000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M15.00S,2024-12-04T01:49:58.8Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,85,104,2024-12-04T01:49:58Z,4760000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
492,PT02M15.00S,2024-12-04T01:49:58.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,85,104,2024-12-04T01:49:58Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,
493,PT02M15.00S,2024-12-04T01:50:22.1Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,85,105,2024-12-04T01:50:22Z,4780000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
494,PT02M02.00S,2024-12-04T01:50:39.9Z,3,REGULAR,3pt,Jump Shot,[],1631323,78.10446780551905,10.539215686274503,1610612765,88,105,2024-12-04T01:50:45Z,4790000,False,-197.0,153.0,1,right,S. Fontecchio 24' 3PT  (5 PTS) (J. Ivey 4 AST),"[1631323, 1631093]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,24.99,Made,5.0,,,,,,,,,,,,,J. Ivey,1631093.0,4.0,,
496,PT01M48.00S,2024-12-04T01:50:54.3Z,3,REGULAR,3pt,Jump Shot,[],1631260,29.09001314060447,19.607843137254903,1610612749,88,108,2024-12-04T01:50:58Z,4810000,False,152.0,221.0,1,left,A. Green 26' 3PT  (9 PTS) (G. Antetokounmpo 8 AST),"[1631260, 203507]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,26.81,Made,9.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,8.0,,
498,PT01M32.00S,2024-12-04T01:51:09.9Z,3,REGULAR,3pt,Jump Shot,[],1627736,94.66162943495401,2.4509803921568647,1610612765,88,108,2024-12-04T01:51:17Z,4830000,False,-238.0,-2.0,1,right,MISS M. Beasley 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
499,PT01M30.00S,2024-12-04T01:51:11.9Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612749,88,108,2024-12-04T01:51:17Z,4840000,False,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Left Corner 3,24+ Left,,,,498.0,2.0,2.0,0.0,,,,,,,,,,,,,
500,PT01M09.00S,2024-12-04T01:51:32.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,19.103153745072277,61.27450980392157,1610612749,88,108,2024-12-04T01:52:08Z,4850000,False,-56.0,127.0,1,left,MISS G. Antetokounmpo 13' step back Shot,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,13.91,Missed,,,,,,,,,,,,,,,,,,
501,PT01M07.00S,2024-12-04T01:51:34.8Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,88,108,2024-12-04T01:51:37Z,4860000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,500.0,4.0,2.0,2.0,,,,,,,,,,,,,
502,PT01M03.00S,2024-12-04T01:51:39.9Z,3,REGULAR,turnover,bad pass,[],1641709,,,1610612765,88,108,2024-12-04T01:51:43Z,4870000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 1626153]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Wright,1626153.0
503,PT01M03.00S,2024-12-04T01:51:39.9Z,3,REGULAR,steal,,[],1626153,,,1610612749,88,108,2024-12-04T01:51:42Z,4880000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
504,PT00M48.20S,2024-12-04T01:51:55.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,22.125492772667542,73.77450980392157,1610612749,88,110,2024-12-04T01:52:01Z,4890000,False,-119.0,155.0,1,left,G. Trent Jr. 19' step back Jump Shot (13 PTS) (B. Portis 2 AST),"[1629018, 1626171]",1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,19.57,Made,13.0,,,,,,,,,,,,,B. Portis,1626171.0,2.0,,
505,PT00M34.30S,2024-12-04T01:52:14.1Z,3,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,88,110,2024-12-04T01:52:18Z,4900000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (2 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628487.0,2.0,,,,,,,,,,,
506,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,out,[],1641709,,,1610612749,88,110,2024-12-04T01:52:34Z,4910000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,88,110,2024-12-04T01:52:34Z,4920000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,out,[],1626153,,,1610612749,88,110,2024-12-04T01:52:34Z,4930000,False,,,0,,SUB out: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,in,[],1641842,,,1610612749,88,110,2024-12-04T01:52:34Z,4940000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,in,[],201572,,,1610612749,88,110,2024-12-04T01:52:34Z,4950000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M34.30S,2024-12-04T01:52:17.3Z,3,REGULAR,substitution,in,[],203081,,,1610612749,88,110,2024-12-04T01:52:34Z,4960000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M16.70S,2024-12-04T01:52:49.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,31.586727989487514,79.41176470588235,1610612749,88,110,2024-12-04T01:53:24Z,4970000,False,-147.0,244.0,1,left,MISS D. Lillard 28' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.53,Missed,,,,,,,,,,,,,,,,,,
513,PT00M13.70S,2024-12-04T01:52:52.1Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612765,88,110,2024-12-04T01:52:52Z,4980000,False,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,512.0,3.0,3.0,0.0,,,,,,,,,,,,,
514,PT00M07.10S,2024-12-04T01:53:03.2Z,3,REGULAR,foul,personal,[],1629018,,,1610612765,88,110,2024-12-04T01:53:06Z,4990000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1631093]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1628487.0,,1.0,0.0,Ivey,1631093.0,,,,,,,
516,PT00M00.30S,2024-12-04T01:53:26.9Z,3,REGULAR,3pt,Jump Shot,[],1631323,68.64323258869908,73.0392156862745,1610612765,88,110,2024-12-04T01:53:35Z,5010000,False,115.0,242.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,,
517,PT00M00.10S,2024-12-04T01:53:27.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,88,110,2024-12-04T01:53:35Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,516.0,,,,,,,,,,,,,,,,
518,PT00M00.00S,2024-12-04T01:53:34.2Z,3,REGULAR,period,end,[],0,,,1610612765,88,110,2024-12-04T01:53:34Z,5030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,out,['startperiod'],1627736,,,1610612765,88,110,2024-12-04T01:56:15Z,5040000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,out,['startperiod'],1631323,,,1610612765,88,110,2024-12-04T01:56:15Z,5050000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
